"","species","scientificname","rank","kingdom","phylum","order","family","genus","kingdomkey","phylumkey","classkey","orderkey","familykey","genuskey","specieskey","class"
"30","Anarhichas orientalis","Anarhichas orientalis Pallas, 1814","species","Animalia","Chordata","Perciformes","Anarhichadidae","Anarhichas",1,44,204,587,8489,2392193,2392206,"Actinopterygii"
"31","Anarrhichthys ocellatus","Anarrhichthys ocellatus Ayres, 1855","species","Animalia","Chordata","Perciformes","Anarhichadidae","Anarrhichthys",1,44,204,587,8489,2392218,2392219,"Actinopterygii"
"32","Anisarchus medius","Anisarchus medius (Reinhardt, 1837)","species","Animalia","Chordata","Perciformes","Stichaeidae","Anisarchus",1,44,204,587,8598,2394764,2394767,"Actinopterygii"
"33","Anoplagonus inermis","Anoplagonus inermis (Günther, 1860)","species","Animalia","Chordata","Scorpaeniformes","Agonidae","Anoplagonus",1,44,204,590,8617,2337169,2337170,"Actinopterygii"
"34","Anoplarchus insignis","Anoplarchus insignis Gilbert & Burke, 1912","species","Animalia","Chordata","Perciformes","Stichaeidae","Anoplarchus",1,44,204,587,8598,2394913,2394916,"Actinopterygii"
"35","Anoplarchus purpurescens","Anoplarchus purpurescens Gill, 1861","species","Animalia","Chordata","Perciformes","Stichaeidae","Anoplarchus",1,44,204,587,8598,2394913,2394914,"Actinopterygii"
"36","Anoplogaster cornuta","Anoplogaster cornuta (Valenciennes, 1833)","species","Animalia","Chordata","Beryciformes","Anoplogastridae","Anoplogaster",1,44,204,499,2970,2356709,2356711,"Actinopterygii"
"37","Anoplopoma fimbria","Anoplopoma fimbria (Pallas, 1814)","species","Animalia","Chordata","Scorpaeniformes","Anoplopomatidae","Anoplopoma",1,44,204,590,5090,2335061,2335062,"Actinopterygii"
"38","Anotopterus nikparini","Anotopterus nikparini Kukuev, 1998","species","Animalia","Chordata","Aulopiformes","Anotopteridae","Anotopterus",1,44,204,497,2960,2401107,2401112,"Actinopterygii"
"39","Antimora microlepis","Antimora microlepis Bean, 1890","species","Animalia","Chordata","Gadiformes","Moridae","Antimora",1,44,204,549,3704,2417114,2417122,"Actinopterygii"
"40","Aphanopus arigato","Aphanopus arigato Parin, 1994","species","Animalia","Chordata","Perciformes","Trichiuridae","Aphanopus",1,44,204,587,8600,2389387,2389390,"Actinopterygii"
"41","Apodichthys flavidus","Apodichthys flavidus Girard, 1854","species","Animalia","Chordata","Perciformes","Pholidae","Apodichthys",1,44,204,587,8576,2390387,2390392,"Actinopterygii"
"42","Apodichthys fucorum","Apodichthys fucorum Jordan & Gilbert, 1880","species","Animalia","Chordata","Perciformes","Pholidae","Apodichthys",1,44,204,587,8576,2390387,2390390,"Actinopterygii"
"43","Apristurus brunneus","Apristurus brunneus (Gilbert, 1892)","species","Animalia","Chordata","Carcharhiniformes","Scyliorhinidae","Apristurus",1,44,121,887,2208,2418416,2418465,"Elasmobranchii"
"44","Aptocyclus ventricosus","Aptocyclus ventricosus (Pallas, 1769)","species","Animalia","Chordata","Scorpaeniformes","Cyclopteridae","Aptocyclus",1,44,204,590,8623,2336802,2336803,"Actinopterygii"
"45","Archistes biseriatus","Archistes biseriatus (Gilbert & Burke, 1912)","species","Animalia","Chordata","Scorpaeniformes","Cottidae","Archistes",1,44,204,590,8621,2333916,2333917,"Actinopterygii"
"46","Arctoscopus japonicus","Arctoscopus japonicus (Steindachner, 1881)","species","Animalia","Chordata","Perciformes","Trichodontidae","Arctoscopus",1,44,204,587,5075,2390492,2390493,"Actinopterygii"
"47","Arctozenus risso","Arctozenus risso (Bonaparte, 1840)","species","Animalia","Chordata","Aulopiformes","Paralepididae","Arctozenus",1,44,204,497,2964,2401550,2401551,"Actinopterygii"
"48","Argentina sialis","Argentina sialis Gilbert, 1890","species","Animalia","Chordata","Osmeriformes","Argentinidae","Argentina",1,44,204,1068,4222,2346677,5214451,"Actinopterygii"
"49","Argyropelecus affinis","Argyropelecus affinis Garman, 1899","species","Animalia","Chordata","Stomiiformes","Sternoptychidae","Argyropelecus",1,44,204,774,2226,2347565,2347596,"Actinopterygii"
"50","Argyropelecus hemigymnus","Argyropelecus hemigymnus Cocco, 1829","species","Animalia","Chordata","Stomiiformes","Sternoptychidae","Argyropelecus",1,44,204,774,2226,2347565,2347567,"Actinopterygii"
"51","Argyropelecus lychnus","Argyropelecus lychnus Garman, 1899","species","Animalia","Chordata","Stomiiformes","Sternoptychidae","Argyropelecus",1,44,204,774,2226,2347565,2347575,"Actinopterygii"
"52","Argyropelecus sladeni","Argyropelecus sladeni Regan, 1908","species","Animalia","Chordata","Stomiiformes","Sternoptychidae","Argyropelecus",1,44,204,774,2226,2347565,2347588,"Actinopterygii"
"53","Aristostomias scintillans","Aristostomias scintillans (Gilbert, 1915)","species","Animalia","Chordata","Stomiiformes","Stomiidae","Aristostomias",1,44,204,774,2225,5203188,5203192,"Actinopterygii"
"54","Artediellichthys nigripinnis","Artediellichthys nigripinnis (Schmidt, 1937)","species","Animalia","Chordata","Scorpaeniformes","Cottidae","Artediellichthys",1,44,204,590,8621,2334242,2334243,"Actinopterygii"
"55","Artediellus miacanthus","Artediellus miacanthus Gilbert & Burke, 1912","species","Animalia","Chordata","Scorpaeniformes","Cottidae","Artediellus",1,44,204,590,8621,2334270,2334281,"Actinopterygii"
"56","Artediellus pacificus","Artediellus pacificus Gilbert, 1896","species","Animalia","Chordata","Scorpaeniformes","Cottidae","Artediellus",1,44,204,590,8621,2334270,2334275,"Actinopterygii"
"57","Artediellus scaber","Artediellus scaber Knipowitsch, 1907","species","Animalia","Chordata","Scorpaeniformes","Cottidae","Artediellus",1,44,204,590,8621,2334270,2334273,"Actinopterygii"
"58","Artedius corallinus","Artedius corallinus (Hubbs, 1926)","species","Animalia","Chordata","Scorpaeniformes","Cottidae","Artedius",1,44,204,590,8621,2333960,2333961,"Actinopterygii"
"59","Artedius fenestralis","Artedius fenestralis Jordan & Gilbert, 1883","species","Animalia","Chordata","Scorpaeniformes","Cottidae","Artedius",1,44,204,590,8621,2333960,2333969,"Actinopterygii"
"60","Artedius harringtoni","Artedius harringtoni (Starks, 1896)","species","Animalia","Chordata","Scorpaeniformes","Cottidae","Artedius",1,44,204,590,8621,2333960,2333963,"Actinopterygii"
"61","Artedius lateralis","Artedius lateralis (Girard, 1854)","species","Animalia","Chordata","Scorpaeniformes","Cottidae","Artedius",1,44,204,590,8621,2333960,2333966,"Actinopterygii"
"62","Artedius notospilotus","Artedius notospilotus Girard, 1856","species","Animalia","Chordata","Scorpaeniformes","Cottidae","Artedius",1,44,204,590,8621,2333960,2333968,"Actinopterygii"
"63","Ascelichthys rhodorus","Ascelichthys rhodorus Jordan & Gilbert, 1880","species","Animalia","Chordata","Scorpaeniformes","Cottidae","Ascelichthys",1,44,204,590,8621,2334020,2334021,"Actinopterygii"
"64","Asemichthys taylori","Asemichthys taylori Gilbert, 1912","species","Animalia","Chordata","Scorpaeniformes","Cottidae","Asemichthys",1,44,204,590,8621,2333989,2333756,"Actinopterygii"
"65","Aspidophoroides monopterygius","Aspidophoroides monopterygius (Bloch, 1786)","species","Animalia","Chordata","Scorpaeniformes","Agonidae","Aspidophoroides",1,44,204,590,8617,2337192,2337193,"Actinopterygii"
"66","Aspidophoroides olrikii","Aspidophoroides olrikii Lütken, 1877","species","Animalia","Chordata","Scorpaeniformes","Agonidae","Aspidophoroides",1,44,204,590,8617,2337192,2337217,"Actinopterygii"
"67","Atheresthes evermanni","Atheresthes evermanni Jordan & Starks, 1904","species","Animalia","Chordata","Pleuronectiformes","Pleuronectidae","Atheresthes",1,44,204,588,8611,2409090,2409095,"Actinopterygii"
"68","Atheresthes stomias","Atheresthes stomias (Jordan & Gilbert, 1880)","species","Animalia","Chordata","Pleuronectiformes","Pleuronectidae","Atheresthes",1,44,204,588,8611,2409090,2409091,"Actinopterygii"
"69","Atherinops affinis","Atherinops affinis (Ayres, 1860)","species","Animalia","Chordata","Atheriniformes","Atherinopsidae","Atherinops",1,44,204,496,2957,2412418,2412419,"Actinopterygii"
"70","Atherinopsis californiensis","Atherinopsis californiensis Girard, 1854","species","Animalia","Chordata","Atheriniformes","Atherinopsidae","Atherinopsis",1,44,204,496,2957,2412223,2412224,"Actinopterygii"
"71","Atractoscion nobilis","Atractoscion nobilis (Ayres, 1860)","species","Animalia","Chordata","Perciformes","Sciaenidae","Atractoscion",1,44,204,587,5062,2400361,2400362,"Actinopterygii"
"72","Aulorhynchus flavidus","Aulorhynchus flavidus Gill, 1861","species","Animalia","Chordata","Gasterosteiformes","Aulorhynchidae","Aulorhynchus",1,44,204,550,3705,2356480,2356481,"Actinopterygii"
"73","Avocettina infans","Avocettina infans (Günther, 1878)","species","Animalia","Chordata","Anguilliformes","Nemichthyidae","Avocettina",1,44,204,495,7169,2403709,5213060,"Actinopterygii"
"74","Bajacalifornia megalops","Bajacalifornia megalops (Lütken, 1898)","species","Animalia","Chordata","Osmeriformes","Alepocephalidae","Bajacalifornia",1,44,204,1068,8477,2410706,2410715,"Actinopterygii"
"75","Balistes polylepis","Balistes polylepis Steindachner, 1876","species","Animalia","Chordata","Tetraodontiformes","Balistidae","Balistes",1,44,204,772,5899,2333511,2407118,"Actinopterygii"
"76","Barathronus pacificus","Barathronus pacificus Nielsen & Eagle, 1974","species","Animalia","Chordata","Ophidiiformes","Aphyonidae","Barathronus",1,44,204,1308,4219,2345523,2345527,"Actinopterygii"
"77","Barbourisia rufa","Barbourisia rufa Parr, 1945","species","Animalia","Chordata","Cetomimiformes","Barbourisiidae","Barbourisia",1,44,204,1107,2973,2351704,2351705,"Actinopterygii"
"78","Bassozetus zenkevitchi","Bassozetus zenkevitchi Rass, 1955","species","Animalia","Chordata","Ophidiiformes","Ophidiidae","Bassozetus",1,44,204,1308,8476,2345875,2345889,"Actinopterygii"
"79","Bathophilus brevis","Bathophilus brevis Regan & Trewavas, 1930","species","Animalia","Chordata","Stomiiformes","Stomiidae","Bathophilus",1,44,204,774,2225,2346956,5203170,"Actinopterygii"
"80","Bathophilus flemingi","Bathophilus flemingi Aron & McCrery, 1958","species","Animalia","Chordata","Stomiiformes","Stomiidae","Bathophilus",1,44,204,774,2225,2346956,5203155,"Actinopterygii"
"81","Bathyagonus alascanus","Bathyagonus alascanus (Gilbert, 1896)","species","Animalia","Chordata","Scorpaeniformes","Agonidae","Bathyagonus",1,44,204,590,8617,2337084,2337090,"Actinopterygii"
"82","Bathyagonus infraspinatus","Bathyagonus infraspinatus (Gilbert, 1904)","species","Animalia","Chordata","Scorpaeniformes","Agonidae","Bathyagonus",1,44,204,590,8617,2337084,2337085,"Actinopterygii"
"83","Bathyagonus nigripinnis","Bathyagonus nigripinnis Gilbert, 1890","species","Animalia","Chordata","Scorpaeniformes","Agonidae","Bathyagonus",1,44,204,590,8617,2337084,2337089,"Actinopterygii"
"84","Bathyagonus pentacanthus","Bathyagonus pentacanthus (Gilbert, 1890)","species","Animalia","Chordata","Scorpaeniformes","Agonidae","Bathyagonus",1,44,204,590,8617,2337084,2337095,"Actinopterygii"
"85","Bathycongrus varidens","Bathycongrus varidens (Garman, 1899)","species","Animalia","Chordata","Anguilliformes","Congridae","Bathycongrus",1,44,204,495,2951,2403344,2403374,"Actinopterygii"
"86","Bathylaco nigricans","Bathylaco nigricans Goode & Bean, 1896","species","Animalia","Chordata","Osmeriformes","Alepocephalidae","Bathylaco",1,44,204,1068,8477,2410794,2410795,"Actinopterygii"
"87","Bathylagoides wesethi","Bathylagoides wesethi (Bolin, 1938)","species","Animalia","Chordata","Osmeriformes","Bathylagidae","Bathylagoides",1,44,204,1068,4223,2410929,4283999,"Actinopterygii"
"88","Bathylagus pacificus","Bathylagus pacificus Gilbert, 1890","species","Animalia","Chordata","Osmeriformes","Bathylagidae","Bathylagus",1,44,204,1068,4223,2410966,2410970,"Actinopterygii"
"89","Bathylychnops exilis","Bathylychnops exilis Cohen, 1958","species","Animalia","Chordata","Osmeriformes","Opisthoproctidae","Bathylychnops",1,44,204,1068,4226,2411149,2411150,"Actinopterygii"
"90","Bathymaster caeruleofasciatus","Bathymaster caeruleofasciatus Gilbert & Burke, 1912","species","Animalia","Chordata","Perciformes","Bathymasteridae","Bathymaster",1,44,204,587,8507,2394452,2394453,"Actinopterygii"
"91","Bathymaster leurolepis","Bathymaster leurolepis McPhail, 1965","species","Animalia","Chordata","Perciformes","Bathymasteridae","Bathymaster",1,44,204,587,8507,2394452,2394456,"Actinopterygii"
"92","Bathymaster signatus","Bathymaster signatus Cope, 1873","species","Animalia","Chordata","Perciformes","Bathymasteridae","Bathymaster",1,44,204,587,8507,2394452,2394455,"Actinopterygii"
"93","Bathyraja abyssicola","Bathyraja abyssicola (Gilbert, 1896)","species","Animalia","Chordata","Rajiformes","Arhynchobatidae","Bathyraja",1,44,121,884,3239206,7826067,2420284,"Elasmobranchii"
"94","Bathyraja aleutica","Bathyraja aleutica (Gilbert, 1896)","species","Animalia","Chordata","Rajiformes","Arhynchobatidae","Bathyraja",1,44,121,884,3239206,7826067,2420280,"Elasmobranchii"
"95","Bathyraja interrupta","Bathyraja interrupta (Gill & Townsend, 1897)","species","Animalia","Chordata","Rajiformes","Arhynchobatidae","Bathyraja",1,44,121,884,3239206,7826067,2420344,"Elasmobranchii"
"96","Bathyraja lindbergi","Bathyraja lindbergi Ishiyama & Ishihara, 1977","species","Animalia","Chordata","Rajiformes","Arhynchobatidae","Bathyraja",1,44,121,884,3239206,7826067,2420304,"Elasmobranchii"
"97","Bathyraja mariposa","Bathyraja mariposa Stevenson, Orr, Hoff & McEachran, 2004","species","Animalia","Chordata","Rajiformes","Arhynchobatidae","Bathyraja",1,44,121,884,3239206,7826067,5216153,"Elasmobranchii"
"98","Bathyraja panthera","Bathyraja panthera Orr, Stevenson, Hoff, Spies & McEachran, 2011","species","Animalia","Chordata","Rajiformes","Arhynchobatidae","Bathyraja",1,44,121,884,3239206,7826067,7193845,"Elasmobranchii"
"99","Bathyraja parmifera","Bathyraja parmifera (Bean, 1881)","species","Animalia","Chordata","Rajiformes","Arhynchobatidae","Bathyraja",1,44,121,884,3239206,7826067,2420295,"Elasmobranchii"
"100","Bathyraja spinosissima","Bathyraja spinosissima (Beebe & Tee-Van, 1941)","species","Animalia","Chordata","Rajiformes","Arhynchobatidae","Bathyraja",1,44,121,884,3239206,7826067,2420319,"Elasmobranchii"
"101","Bathyraja trachura","Bathyraja microtrachys (Osburn & Nichols, 1916)","species","Animalia","Chordata","Rajiformes","Arhynchobatidae","Bathyraja",1,44,121,884,3239206,7826067,2420364,"Elasmobranchii"
"102","Bathyraja violacea","Bathyraja violacea (Suvorov, 1935)","species","Animalia","Chordata","Rajiformes","Arhynchobatidae","Bathyraja",1,44,121,884,3239206,7826067,2420359,"Elasmobranchii"
"103","Bathysaurus mollis","Bathysaurus mollis Günther, 1878","species","Animalia","Chordata","Aulopiformes","Bathysauridae","Bathysaurus",1,44,204,497,2962,2401414,2401419,"Actinopterygii"
"104","Benthalbella dentata","Benthalbella dentata (Chapman, 1939)","species","Animalia","Chordata","Aulopiformes","Scopelarchidae","Benthalbella",1,44,204,497,2966,2401431,2401437,"Actinopterygii"
"105","Benthalbella linguidens","Benthalbella linguidens (Mead & Böhlke, 1953)","species","Animalia","Chordata","Aulopiformes","Scopelarchidae","Benthalbella",1,44,204,497,2966,2401431,2401441,"Actinopterygii"
"106","Benthodesmus pacificus","Benthodesmus pacificus Parin & Becker, 1970","species","Animalia","Chordata","Perciformes","Trichiuridae","Benthodesmus",1,44,204,587,8600,2389329,2389344,"Actinopterygii"
"107","Benthodesmus tenuis","Benthodesmus tenuis (Günther, 1877)","species","Animalia","Chordata","Perciformes","Trichiuridae","Benthodesmus",1,44,204,587,8600,2389329,2389338,"Actinopterygii"
"108","Beringraja binoculata","Beringraja binoculata (Girard, 1855)","species","Animalia","Chordata","Rajiformes","Rajidae","Beringraja",1,44,121,884,5877,7554168,7913005,"Elasmobranchii"
"109","Beringraja inornata","Beringraja inornata (Jordan & Gilbert, 1881)","species","Animalia","Chordata","Rajiformes","Rajidae","Beringraja",1,44,121,884,5877,7554168,10726261,"Elasmobranchii"
"110","Beringraja rhina","Beringraja rhina (Jordan & Gilbert, 1880)","species","Animalia","Chordata","Rajiformes","Rajidae","Beringraja",1,44,121,884,5877,7554168,10897607,"Elasmobranchii"
"111","Beringraja stellulata","Beringraja stellulata (Jordan & Gilbert, 1880)","species","Animalia","Chordata","Rajiformes","Rajidae","Beringraja",1,44,121,884,5877,7554168,10789185,"Elasmobranchii"
"112","Bertella idiomorpha","Bertella idiomorpha Pietsch, 1973","species","Animalia","Chordata","Lophiiformes","Oneirodidae","Bertella",1,44,204,1305,4216,8544701,5214830,"Actinopterygii"
"113","Blepsias bilobus","Blepsias bilobus Cuvier, 1829","species","Animalia","Chordata","Scorpaeniformes","Hemitripteridae","Blepsias",1,44,204,590,5097,2335094,2335099,"Actinopterygii"
"114","Blepsias cirrhosus","Blepsias cirrhosus (Pallas, 1814)","species","Animalia","Chordata","Scorpaeniformes","Hemitripteridae","Blepsias",1,44,204,590,5097,2335094,2335095,"Actinopterygii"
"115","Bolinia euryptera","Bolinia euryptera Yabe, 1991","species","Animalia","Chordata","Scorpaeniformes","Cottidae","Bolinia",1,44,204,590,8621,2333987,2333988,"Actinopterygii"
"116","Boreogadus saida","Boreogadus saida (Lepechin, 1774)","species","Animalia","Chordata","Gadiformes","Gadidae","Boreogadus",1,44,204,549,3701,2415751,2415752,"Actinopterygii"
"117","Bothragonus swanii","Bothragonus swanii (Steindachner, 1876)","species","Animalia","Chordata","Scorpaeniformes","Agonidae","Bothragonus",1,44,204,590,8617,2337157,2337158,"Actinopterygii"
"118","Bothrocara brunneum","Bothrocara brunneum (Bean, 1890)","species","Animalia","Chordata","Perciformes","Zoarcidae","Bothrocara",1,44,204,587,5079,2380905,5209475,"Actinopterygii"
"119","Bothrocara molle","Bothrocara molle Bean, 1890","species","Animalia","Chordata","Perciformes","Zoarcidae","Bothrocara",1,44,204,587,5079,2380905,5209487,"Actinopterygii"
"120","Bothrocara nyx","Bothrocara nyx Stevenson & Anderson, 2005","species","Animalia","Chordata","Perciformes","Zoarcidae","Bothrocara",1,44,204,587,5079,2380905,5209483,"Actinopterygii"
"121","Bothrocara pusillum","Bothrocara pusillum (Bean, 1890)","species","Animalia","Chordata","Perciformes","Zoarcidae","Bothrocara",1,44,204,587,5079,2380905,5209477,"Actinopterygii"
"122","Brachyistius frenatus","Brachyistius frenatus Gill, 1862","species","Animalia","Chordata","Perciformes","Embiotocidae","Brachyistius",1,44,204,587,4269,2389274,2389277,"Actinopterygii"
"123","Brama japonica","Brama japonica Hilgendorf, 1878","species","Animalia","Chordata","Perciformes","Bramidae","Brama",1,44,204,587,8508,5208069,5208088,"Actinopterygii"
"124","Brosmophycis marginata","Brosmophycis marginata (Ayres, 1854)","species","Animalia","Chordata","Ophidiiformes","Bythitidae","Brosmophycis",1,44,204,1308,4220,2346158,2346159,"Actinopterygii"
"125","Bryozoichthys lysimus","Bryozoichthys lysimus (Jordan & Snyder, 1902)","species","Animalia","Chordata","Perciformes","Stichaeidae","Bryozoichthys",1,44,204,587,8598,2394863,2394864,"Actinopterygii"
"126","Bryozoichthys marjorius","Bryozoichthys marjorius McPhail, 1970","species","Animalia","Chordata","Perciformes","Stichaeidae","Bryozoichthys",1,44,204,587,8598,2394863,2394866,"Actinopterygii"
"127","Carcharodon carcharias","Carcharodon carcharias (Linnaeus, 1758)","species","Animalia","Chordata","Lamniformes","Lamnidae","Carcharodon",1,44,121,885,5888,2420693,2420694,"Elasmobranchii"
"128","Careproctus abbreviatus","Careproctus abbreviatus Burke, 1930","species","Animalia","Chordata","Scorpaeniformes","Liparidae","Careproctus",1,44,204,590,8627,2336138,2336267,"Actinopterygii"
"129","Careproctus ambustus","Careproctus ambustus Orr, 2020","species","Animalia","Chordata","Scorpaeniformes","Liparidae","Careproctus",1,44,204,590,8627,2336138,10836268,"Actinopterygii"
"130","Careproctus attenuatus","Careproctus attenuatus Gilbert & Burke, 1912","species","Animalia","Chordata","Scorpaeniformes","Liparidae","Careproctus",1,44,204,590,8627,2336138,2336139,"Actinopterygii"
"131","Careproctus bowersianus","Careproctus bowersianus Gilbert & Burke, 1912","species","Animalia","Chordata","Scorpaeniformes","Liparidae","Careproctus",1,44,204,590,8627,2336138,2336247,"Actinopterygii"
"132","Careproctus colletti","Careproctus colletti Gilbert, 1896","species","Animalia","Chordata","Scorpaeniformes","Liparidae","Careproctus",1,44,204,590,8627,2336138,2336146,"Actinopterygii"
"133","Careproctus comus","Careproctus comus Orr & Maslenikov, 2007","species","Animalia","Chordata","Scorpaeniformes","Liparidae","Careproctus",1,44,204,590,8627,2336138,2336245,"Actinopterygii"
"134","Careproctus cypselurus","Careproctus cypselurus (Jordan & Gilbert, 1898)","species","Animalia","Chordata","Scorpaeniformes","Liparidae","Careproctus",1,44,204,590,8627,2336138,2336198,"Actinopterygii"
"135","Careproctus ectenes","Careproctus ectenes Gilbert, 1896","species","Animalia","Chordata","Scorpaeniformes","Liparidae","Careproctus",1,44,204,590,8627,2336138,2336256,"Actinopterygii"
"136","Careproctus faunus","Careproctus faunus Orr & Maslenikov, 2007","species","Animalia","Chordata","Scorpaeniformes","Liparidae","Careproctus",1,44,204,590,8627,2336138,2336233,"Actinopterygii"
"137","Careproctus filamentosus","Careproctus filamentosus Stein, 1978","species","Animalia","Chordata","Scorpaeniformes","Liparidae","Careproctus",1,44,204,590,8627,2336138,2336249,"Actinopterygii"
"138","Careproctus furcellus","Careproctus furcellus Gilbert & Burke, 1912","species","Animalia","Chordata","Scorpaeniformes","Liparidae","Careproctus",1,44,204,590,8627,2336138,2336210,"Actinopterygii"
"139","Careproctus gilberti","Careproctus gilberti Burke, 1912","species","Animalia","Chordata","Scorpaeniformes","Liparidae","Careproctus",1,44,204,590,8627,2336138,2336106,"Actinopterygii"
"140","Careproctus longifilis","Careproctus longifilis Garman, 1892","species","Animalia","Chordata","Scorpaeniformes","Liparidae","Careproctus",1,44,204,590,8627,2336138,2336246,"Actinopterygii"
"141","Careproctus lycopersicus","Careproctus lycopersicus Orr, 2012","species","Animalia","Chordata","Scorpaeniformes","Liparidae","Careproctus",1,44,204,590,8627,2336138,7973567,"Actinopterygii"
"142","Careproctus melanurus","Careproctus melanurus Gilbert, 1892","species","Animalia","Chordata","Scorpaeniformes","Liparidae","Careproctus",1,44,204,590,8627,2336138,2336248,"Actinopterygii"
"143","Careproctus microstomus","Careproctus microstomus Stein, 1978","species","Animalia","Chordata","Scorpaeniformes","Liparidae","Careproctus",1,44,204,590,8627,2336138,2336180,"Actinopterygii"
"144","Careproctus mollis","Careproctus mollis Gilbert & Burke, 1912","species","Animalia","Chordata","Scorpaeniformes","Liparidae","Careproctus",1,44,204,590,8627,2336138,2336204,"Actinopterygii"
"145","Careproctus oregonensis","Careproctus oregonensis Stein, 1978","species","Animalia","Chordata","Scorpaeniformes","Liparidae","Careproctus",1,44,204,590,8627,2336138,2336206,"Actinopterygii"
"146","Careproctus ostentum","Careproctus ostentum Gilbert, 1896","species","Animalia","Chordata","Scorpaeniformes","Liparidae","Careproctus",1,44,204,590,8627,2336138,2336264,"Actinopterygii"
"147","Careproctus ovigerus","Bathyphasma ovigerum Gilbert, 1896","species","Animalia","Chordata","Scorpaeniformes","Liparidae","Careproctus",1,44,204,590,8627,2336138,2336152,"Actinopterygii"
"148","Careproctus phasma","Careproctus phasma Gilbert, 1896","species","Animalia","Chordata","Scorpaeniformes","Liparidae","Careproctus",1,44,204,590,8627,2336138,2336207,"Actinopterygii"
"149","Careproctus pycnosoma","Careproctus pycnosoma Gilbert & Burke, 1912","species","Animalia","Chordata","Scorpaeniformes","Liparidae","Careproctus",1,44,204,590,8627,2336138,2336103,"Actinopterygii"
"150","Careproctus scottae","Careproctus scottae Chapman & DeLacy, 1934","species","Animalia","Chordata","Scorpaeniformes","Liparidae","Careproctus",1,44,204,590,8627,2336138,2336166,"Actinopterygii"
"151","Careproctus simus","Careproctus simus Gilbert, 1896","species","Animalia","Chordata","Scorpaeniformes","Liparidae","Careproctus",1,44,204,590,8627,2336138,2336225,"Actinopterygii"
"152","Careproctus spectrum","Careproctus spectrum Bean, 1890","species","Animalia","Chordata","Scorpaeniformes","Liparidae","Careproctus",1,44,204,590,8627,2336138,2336221,"Actinopterygii"
"153","Caristius fasciatus","Caristius fasciatus (Borodin, 1930)","species","Animalia","Chordata","Perciformes","Caristiidae","Caristius",1,44,204,587,4254,2392036,4284605,"Actinopterygii"
"154","Caristius macropus","Caristius macropus (Bellotti, 1903)","species","Animalia","Chordata","Perciformes","Caristiidae","Caristius",1,44,204,587,4254,2392036,2392038,"Actinopterygii"
"155","Cataetyx rubrirostris","Cataetyx rubrirostris Gilbert, 1890","species","Animalia","Chordata","Ophidiiformes","Bythitidae","Cataetyx",1,44,204,1308,4220,2346293,2346319,"Actinopterygii"
"156","Catostomus catostomus","Catostomus catostomus (Forster, 1773)","species","Animalia","Chordata","Cypriniformes","Catostomidae","Catostomus",1,44,204,1153,3384,2359013,4286868,"Actinopterygii"
"157","Caulolatilus princeps","Caulolatilus affinis Hildebrand, 1946","species","Animalia","Chordata","Perciformes","Malacanthidae","Caulolatilus",1,44,204,587,8543,2389834,2389841,"Actinopterygii"
"158","Caulophryne jordani","Caulophryne jordani Goode & Bean, 1896","species","Animalia","Chordata","Lophiiformes","Caulophrynidae","Caulophryne",1,44,204,1305,8048,2415229,2415232,"Actinopterygii"
"159","Caulophryne pelagica","Caulophryne pelagica (Brauer, 1902)","species","Animalia","Chordata","Lophiiformes","Caulophrynidae","Caulophryne",1,44,204,1305,8048,2415229,2415234,"Actinopterygii"
"160","Cebidichthys violaceus","Cebidichthys violaceus (Girard, 1854)","species","Animalia","Chordata","Perciformes","Stichaeidae","Cebidichthys",1,44,204,587,8598,2394759,2394760,"Actinopterygii"
"161","Ceratoscopelus townsendi","Ceratoscopelus townsendi (Eigenmann & Eigenmann, 1889)","species","Animalia","Chordata","Myctophiformes","Myctophidae","Ceratoscopelus",1,44,204,1306,4217,2406032,2406036,"Actinopterygii"
"162","Cetorhinus maximus","Cetorhinus maximus (Gunnerus, 1765)","species","Animalia","Chordata","Lamniformes","Cetorhinidae","Cetorhinus",1,44,121,885,5889,2420725,2420726,"Elasmobranchii"
"163","Chaenophryne draco","Chaenophryne draco Beebe, 1932","species","Animalia","Chordata","Lophiiformes","Oneirodidae","Chaenophryne",1,44,204,1305,4216,2414720,2414731,"Actinopterygii"
"164","Chaenophryne longiceps","Chaenophryne longiceps Regan, 1925","species","Animalia","Chordata","Lophiiformes","Oneirodidae","Chaenophryne",1,44,204,1305,4216,2414720,2414721,"Actinopterygii"
"165","Chauliodus macouni","Chauliodus macouni Bean, 1890","species","Animalia","Chordata","Stomiiformes","Stomiidae","Chauliodus",1,44,204,774,2225,2347175,5203199,"Actinopterygii"
"166","Cheilopogon pinnatibarbatus","Cheilopogon pinnatibarbatus (Bennett, 1831)","species","Animalia","Chordata","Beloniformes","Exocoetidae","Cheilopogon",1,44,204,498,2968,2368477,5712301,"Actinopterygii"
"167","Chesnonia verrucosa","Chesnonia verrucosa (Lockington, 1880)","species","Animalia","Chordata","Scorpaeniformes","Agonidae","Chesnonia",1,44,204,590,8617,2337174,2337175,"Actinopterygii"
"168","Chiasmodon niger","Chiasmodon niger Johnson, 1864","species","Animalia","Chordata","Perciformes","Chiasmodontidae","Chiasmodon",1,44,204,587,8520,2394674,2394676,"Actinopterygii"
"169","Chilara taylori","Chilara taylori (Girard, 1858)","species","Animalia","Chordata","Ophidiiformes","Ophidiidae","Chilara",1,44,204,1308,8476,2345933,2345934,"Actinopterygii"
