"","species","scientificname","rank","kingdom","phylum","order","family","genus","kingdomkey","phylumkey","classkey","orderkey","familykey","genuskey","specieskey","class"
"344","Lestidiops sphyraenopsis","Lestidiops sphyraenopsis Hubbs, 1916","species","Animalia","Chordata","Aulopiformes","Paralepididae","Lestidiops",1,44,204,497,2964,2401490,2401513,"Actinopterygii"
"345","Lestidium atlanticum","Lestidium atlanticum Borodin, 1928","species","Animalia","Chordata","Aulopiformes","Paralepididae","Lestidium",1,44,204,497,2964,2401479,2401480,"Actinopterygii"
"346","Lethenteron camtschaticum","Lethenteron camtschaticum (Tilesius, 1811)","species","Animalia","Chordata","Petromyzontiformes","Petromyzontidae","Lethenteron",1,44,239,771,2212,2421216,2421341,"Cephalaspidomorphi"
"347","Lethotremus muticus","Lethotremus muticus Gilbert, 1896","species","Animalia","Chordata","Scorpaeniformes","Cyclopteridae","Lethotremus",1,44,204,590,8623,2336821,2336822,"Actinopterygii"
"348","Leucicorus lusciosus","Leucicorus lusciosus Garman, 1899","species","Animalia","Chordata","Ophidiiformes","Ophidiidae","Leucicorus",1,44,204,1308,8476,2345700,2345701,"Actinopterygii"
"349","Leuroglossus callorhini","Leuroglossus callorhini (Lucas, 1899)","species","Animalia","Chordata","Osmeriformes","Bathylagidae","Leuroglossus",1,44,204,1068,4223,2410948,5962342,"Actinopterygii"
"350","Leuroglossus schmidti","Leuroglossus schmidti Rass, 1955","species","Animalia","Chordata","Osmeriformes","Bathylagidae","Leuroglossus",1,44,204,1068,4223,2410948,2410949,"Actinopterygii"
"351","Leuroglossus stilbius","Leuroglossus stilbius Gilbert, 1890","species","Animalia","Chordata","Osmeriformes","Bathylagidae","Leuroglossus",1,44,204,1068,4223,2410948,2410951,"Actinopterygii"
"352","Limanda aspera","Limanda aspera (Pallas, 1814)","species","Animalia","Chordata","Pleuronectiformes","Pleuronectidae","Limanda",1,44,204,588,8611,5213949,5213950,"Actinopterygii"
"353","Limanda proboscidea","Myzopsetta proboscidea (Gilbert, 1896)","species","Animalia","Chordata","Pleuronectiformes","Pleuronectidae","Limanda",1,44,204,588,8611,5213949,5213962,"Actinopterygii"
"354","Linophryne coronata","Linophryne coronata Parr, 1927","species","Animalia","Chordata","Lophiiformes","Linophrynidae","Linophryne",1,44,204,1305,8053,2414348,2414361,"Actinopterygii"
"355","Liopsetta glacialis","Liopsetta glacialis (Pallas, 1776)","species","Animalia","Chordata","Pleuronectiformes","Pleuronectidae","Liopsetta",1,44,204,588,8611,2409258,2409263,"Actinopterygii"
"356","Liparis adiastolus","Liparis adiastolus Stein, Bond & Misitano, 2003","species","Animalia","Chordata","Scorpaeniformes","Liparidae","Liparis",1,44,204,590,8627,2335959,5201447,"Actinopterygii"
"357","Liparis bathyarcticus","Liparis bathyarcticus Parr, 1931","species","Animalia","Chordata","Scorpaeniformes","Liparidae","Liparis",1,44,204,590,8627,2335959,8318376,"Actinopterygii"
"358","Liparis bristolensis","Liparis bristolensis (Burke, 1912)","species","Animalia","Chordata","Scorpaeniformes","Liparidae","Liparis",1,44,204,590,8627,2335959,5201444,"Actinopterygii"
"359","Liparis callyodon","Liparis callyodon (Pallas, 1814)","species","Animalia","Chordata","Scorpaeniformes","Liparidae","Liparis",1,44,204,590,8627,2335959,5201419,"Actinopterygii"
"360","Liparis catharus","Liparis catharus Vogt, 1973","species","Animalia","Chordata","Scorpaeniformes","Liparidae","Liparis",1,44,204,590,8627,2335959,5201467,"Actinopterygii"
"361","Liparis cyclopus","Liparis cyclopus Günther, 1861","species","Animalia","Chordata","Scorpaeniformes","Liparidae","Liparis",1,44,204,590,8627,2335959,5201449,"Actinopterygii"
"362","Liparis dennyi","Liparis dennyi Jordan & Starks, 1895","species","Animalia","Chordata","Scorpaeniformes","Liparidae","Liparis",1,44,204,590,8627,2335959,5201415,"Actinopterygii"
"363","Liparis florae","Liparis florae (Jordan & Starks, 1895)","species","Animalia","Chordata","Scorpaeniformes","Liparidae","Liparis",1,44,204,590,8627,2335959,5201520,"Actinopterygii"
"364","Liparis fucensis","Liparis fucensis Gilbert, 1896","species","Animalia","Chordata","Scorpaeniformes","Liparidae","Liparis",1,44,204,590,8627,2335959,5201508,"Actinopterygii"
"365","Liparis gibbus","Liparis gibbus Bean, 1881","species","Animalia","Chordata","Scorpaeniformes","Liparidae","Liparis",1,44,204,590,8627,2335959,5201429,"Actinopterygii"
"366","Liparis marmoratus","Liparis marmoratus Schmidt, 1950","species","Animalia","Chordata","Scorpaeniformes","Liparidae","Liparis",1,44,204,590,8627,2335959,5201417,"Actinopterygii"
"367","Liparis megacephalus","Liparis megacephalus (Burke, 1912)","species","Animalia","Chordata","Scorpaeniformes","Liparidae","Liparis",1,44,204,590,8627,2335959,5201488,"Actinopterygii"
"368","Liparis micraspidophorus","Liparis micraspidophorus (Gilbert & Burke, 1912)","species","Animalia","Chordata","Scorpaeniformes","Liparidae","Liparis",1,44,204,590,8627,2335959,5201459,"Actinopterygii"
"369","Liparis mucosus","Liparis mucosus Ayres, 1855","species","Animalia","Chordata","Scorpaeniformes","Liparidae","Liparis",1,44,204,590,8627,2335959,5201509,"Actinopterygii"
"370","Liparis ochotensis","Liparis ochotensis Schmidt, 1904","species","Animalia","Chordata","Scorpaeniformes","Liparidae","Liparis",1,44,204,590,8627,2335959,5201450,"Actinopterygii"
"371","Liparis pulchellus","Liparis pulchellus Ayres, 1855","species","Animalia","Chordata","Scorpaeniformes","Liparidae","Liparis",1,44,204,590,8627,2335959,5201510,"Actinopterygii"
"372","Liparis rutteri","Liparis rutteri (Gilbert & Snyder, 1898)","species","Animalia","Chordata","Scorpaeniformes","Liparidae","Liparis",1,44,204,590,8627,2335959,5201491,"Actinopterygii"
"373","Lipariscus nanus","Lipariscus nanus Gilbert, 1915","species","Animalia","Chordata","Scorpaeniformes","Liparidae","Lipariscus",1,44,204,590,8627,2336408,2336409,"Actinopterygii"
"374","Lipolagus ochotensis","Lipolagus ochotensis (Schmidt, 1938)","species","Animalia","Chordata","Osmeriformes","Bathylagidae","Lipolagus",1,44,204,1068,4223,2410939,2410940,"Actinopterygii"
"375","Lophodolos acanthognathus","Lophodolos acanthognathus Regan, 1925","species","Animalia","Chordata","Lophiiformes","Oneirodidae","Lophodolos",1,44,204,1305,4216,2414851,2414854,"Actinopterygii"
"376","Lopholiparis flerxi","Lopholiparis flerxi Orr, 2004","species","Animalia","Chordata","Scorpaeniformes","Liparidae","Lopholiparis",1,44,204,590,8627,2336084,2336085,"Actinopterygii"
"377","Loweina rara","Loweina rara (Lütken, 1892)","species","Animalia","Chordata","Myctophiformes","Myctophidae","Loweina",1,44,204,1306,4217,2405833,2405835,"Actinopterygii"
"378","Lucania parva","Lucania parva (Baird & Girard, 1855)","species","Animalia","Chordata","Cyprinodontiformes","Fundulidae","Lucania",1,44,204,547,3695,2348005,2349567,"Actinopterygii"
"379","Lumpenella longirostris","Lumpenella longirostris (Evermann & Goldsborough, 1907)","species","Animalia","Chordata","Perciformes","Stichaeidae","Lumpenella",1,44,204,587,8598,2394844,2394845,"Actinopterygii"
"380","Lumpenopsis hypochroma","Lumpenopsis hypochroma (Hubbs & Schultz, 1932)","species","Animalia","Chordata","Perciformes","Stichaeidae","Lumpenopsis",1,44,204,587,8598,2394990,2394997,"Actinopterygii"
"381","Lumpenus fabricii","Lumpenus fabricii Reinhardt, 1836","species","Animalia","Chordata","Perciformes","Stichaeidae","Lumpenus",1,44,204,587,8598,5211320,8290461,"Actinopterygii"
"382","Lumpenus sagitta","Lumpenus sagitta Wilimovsky, 1956","species","Animalia","Chordata","Perciformes","Stichaeidae","Lumpenus",1,44,204,587,8598,5211320,5211330,"Actinopterygii"
"383","Luvarus imperialis","Luvarus imperialis Rafinesque, 1810","species","Animalia","Chordata","Perciformes","Luvaridae","Luvarus",1,44,204,587,4284,2387122,2387123,"Actinopterygii"
"384","Lycenchelys alta","Lycenchelys alta Toyoshima, 1985","species","Animalia","Chordata","Perciformes","Zoarcidae","Lycenchelys",1,44,204,587,5079,2380586,2380683,"Actinopterygii"
"385","Lycenchelys callista","Lycenchelys callista Anderson, 1995","species","Animalia","Chordata","Perciformes","Zoarcidae","Lycenchelys",1,44,204,587,5079,2380586,2380608,"Actinopterygii"
"386","Lycenchelys camchatica","Lycenchelys camchatica (Gilbert & Burke, 1912)","species","Animalia","Chordata","Perciformes","Zoarcidae","Lycenchelys",1,44,204,587,5079,2380586,2380602,"Actinopterygii"
"387","Lycenchelys crotalinus","Lycenchelys crotalinus (Gilbert, 1890)","species","Animalia","Chordata","Perciformes","Zoarcidae","Lycenchelys",1,44,204,587,5079,2380586,2380687,"Actinopterygii"
"388","Lycenchelys jordani","Lycenchelys jordani (Evermann & Goldsborough, 1907)","species","Animalia","Chordata","Perciformes","Zoarcidae","Lycenchelys",1,44,204,587,5079,2380586,2380606,"Actinopterygii"
"389","Lycenchelys micropora","Lycenchelys micropora Andriashev, 1955","species","Animalia","Chordata","Perciformes","Zoarcidae","Lycenchelys",1,44,204,587,5079,2380586,2380681,"Actinopterygii"
"390","Lycenchelys pearcyi","Lycenchelys pearcyi Anderson, 1995","species","Animalia","Chordata","Perciformes","Zoarcidae","Lycenchelys",1,44,204,587,5079,2380586,2380592,"Actinopterygii"
"391","Lycenchelys rassi","Lycenchelys rassi Andriashev, 1955","species","Animalia","Chordata","Perciformes","Zoarcidae","Lycenchelys",1,44,204,587,5079,2380586,2380653,"Actinopterygii"
"392","Lycenchelys ratmanovi","Lycenchelys ratmanovi Andriashev, 1955","species","Animalia","Chordata","Perciformes","Zoarcidae","Lycenchelys",1,44,204,587,5079,2380586,2380629,"Actinopterygii"
"393","Lycenchelys rosea","Lycenchelys rosea Toyoshima, 1985","species","Animalia","Chordata","Perciformes","Zoarcidae","Lycenchelys",1,44,204,587,5079,2380586,2380679,"Actinopterygii"
"394","Lycodapus dermatinus","Lycodapus dermatinus Gilbert, 1896","species","Animalia","Chordata","Perciformes","Zoarcidae","Lycodapus",1,44,204,587,5079,2380868,2380874,"Actinopterygii"
"395","Lycodapus endemoscotus","Lycodapus endemoscotus Peden & Anderson, 1978","species","Animalia","Chordata","Perciformes","Zoarcidae","Lycodapus",1,44,204,587,5079,2380868,2380885,"Actinopterygii"
"396","Lycodapus fierasfer","Lycodapus fierasfer Gilbert, 1890","species","Animalia","Chordata","Perciformes","Zoarcidae","Lycodapus",1,44,204,587,5079,2380868,2380877,"Actinopterygii"
"397","Lycodapus leptus","Lycodapus leptus Peden & Anderson, 1981","species","Animalia","Chordata","Perciformes","Zoarcidae","Lycodapus",1,44,204,587,5079,2380868,2380869,"Actinopterygii"
"398","Lycodapus mandibularis","Lycodapus mandibularis Gilbert, 1915","species","Animalia","Chordata","Perciformes","Zoarcidae","Lycodapus",1,44,204,587,5079,2380868,2380870,"Actinopterygii"
"399","Lycodapus pachysoma","Lycodapus pachysoma Peden & Anderson, 1978","species","Animalia","Chordata","Perciformes","Zoarcidae","Lycodapus",1,44,204,587,5079,2380868,2380876,"Actinopterygii"
"400","Lycodapus parviceps","Lycodapus parviceps Gilbert, 1896","species","Animalia","Chordata","Perciformes","Zoarcidae","Lycodapus",1,44,204,587,5079,2380868,2380879,"Actinopterygii"
"401","Lycodapus poecilus","Lycodapus poecilus Peden & Anderson, 1981","species","Animalia","Chordata","Perciformes","Zoarcidae","Lycodapus",1,44,204,587,5079,2380868,2380884,"Actinopterygii"
"402","Lycodapus psarostomatus","Lycodapus psarostomatus Peden & Anderson, 1981","species","Animalia","Chordata","Perciformes","Zoarcidae","Lycodapus",1,44,204,587,5079,2380868,2380880,"Actinopterygii"
"403","Lycodes akuugun","Lycodes akuugun Stevenson & Orr, 2006","species","Animalia","Chordata","Perciformes","Zoarcidae","Lycodes",1,44,204,587,5079,2380703,5209376,"Actinopterygii"
"404","Lycodes albolineatus","Lycodes albolineatus Andriashev, 1955","species","Animalia","Chordata","Perciformes","Zoarcidae","Lycodes",1,44,204,587,5079,2380703,5209423,"Actinopterygii"
"405","Lycodes beringi","Lycodes beringi Andriashev, 1935","species","Animalia","Chordata","Perciformes","Zoarcidae","Lycodes",1,44,204,587,5079,2380703,5209377,"Actinopterygii"
"406","Lycodes brevipes","Lycodes brevipes Bean, 1890","species","Animalia","Chordata","Perciformes","Zoarcidae","Lycodes",1,44,204,587,5079,2380703,5209357,"Actinopterygii"
"407","Lycodes brunneofasciatus","Lycodes brunneofasciatus Suvorov, 1935","species","Animalia","Chordata","Perciformes","Zoarcidae","Lycodes",1,44,204,587,5079,2380703,5209381,"Actinopterygii"
"408","Lycodes concolor","Lycodes concolor Gill & Townsend, 1897","species","Animalia","Chordata","Perciformes","Zoarcidae","Lycodes",1,44,204,587,5079,2380703,5209419,"Actinopterygii"
"409","Ophthalmolycus amberensis","Lycodes concolor Roule & Despax, 1911","species","Animalia","Chordata","Perciformes","Zoarcidae","Ophthalmolycus",1,44,204,587,5079,2380972,2380973,"Actinopterygii"
"410","Lycodes cortezianus","Lycodes cortezianus (Gilbert, 1890)","species","Animalia","Chordata","Perciformes","Zoarcidae","Lycodes",1,44,204,587,5079,2380703,5209402,"Actinopterygii"
"411","Lycodes diapterus","Lycodes diapterus Gilbert, 1892","species","Animalia","Chordata","Perciformes","Zoarcidae","Lycodes",1,44,204,587,5079,2380703,5209378,"Actinopterygii"
"412","Lycodes pacificus","Lycodes pacificus Collett, 1879","species","Animalia","Chordata","Perciformes","Zoarcidae","Lycodes",1,44,204,587,5079,2380703,5209374,"Actinopterygii"
"413","Lycodes palearis","Lycodes palearis Gilbert, 1896","species","Animalia","Chordata","Perciformes","Zoarcidae","Lycodes",1,44,204,587,5079,2380703,5209395,"Actinopterygii"
"414","Lycodes polaris","Lycodes polaris (Sabine, 1824)","species","Animalia","Chordata","Perciformes","Zoarcidae","Lycodes",1,44,204,587,5079,2380703,5209460,"Actinopterygii"
"415","Lycodes raridens","Lycodes raridens Taranetz & Andriashev, 1937","species","Animalia","Chordata","Perciformes","Zoarcidae","Lycodes",1,44,204,587,5079,2380703,5209445,"Actinopterygii"
"416","Lycodes turneri","Lycodes turneri Bean, 1879","species","Animalia","Chordata","Perciformes","Zoarcidae","Lycodes",1,44,204,587,5079,2380703,5209401,"Actinopterygii"
"417","Lyconema barbatum","Lyconema barbatum Gilbert, 1896","species","Animalia","Chordata","Perciformes","Zoarcidae","Lyconema",1,44,204,587,5079,2380897,2380898,"Actinopterygii"
"418","Lyopsetta exilis","Lyopsetta exilis (Jordan & Gilbert, 1880)","species","Animalia","Chordata","Pleuronectiformes","Pleuronectidae","Lyopsetta",1,44,204,588,8611,2409225,2409226,"Actinopterygii"
"419","Macropinna microstoma","Macropinna microstoma Chapman, 1939","species","Animalia","Chordata","Osmeriformes","Opisthoproctidae","Macropinna",1,44,204,1068,4226,2411161,2411162,"Actinopterygii"
"420","Magnisudis atlantica","Magnisudis atlantica (Krøyer, 1868)","species","Animalia","Chordata","Aulopiformes","Paralepididae","Magnisudis",1,44,204,497,2964,2401577,2401584,"Actinopterygii"
"421","Makaira nigricans","Makaira nigricans Lacepède, 1802","species","Animalia","Chordata","Perciformes","Istiophoridae","Makaira",1,44,204,587,9670,2397866,8098719,"Actinopterygii"
"422","Malacocottus aleuticus","Malacocottus aleuticus (Smith, 1904)","species","Animalia","Chordata","Scorpaeniformes","Psychrolutidae","Malacocottus",1,44,204,590,8631,2334869,2334871,"Actinopterygii"
"423","Malacocottus kincaidi","Malacocottus kincaidi Gilbert & Thompson, 1905","species","Animalia","Chordata","Scorpaeniformes","Psychrolutidae","Malacocottus",1,44,204,590,8631,2334869,2334873,"Actinopterygii"
"424","Malacocottus zonurus","Malacocottus zonurus Bean, 1890","species","Animalia","Chordata","Scorpaeniformes","Psychrolutidae","Malacocottus",1,44,204,590,8631,2334869,2334870,"Actinopterygii"
"425","Malacosteus niger","Malacosteus niger Ayres, 1848","species","Animalia","Chordata","Stomiiformes","Stomiidae","Malacosteus",1,44,204,774,2225,2347376,2347378,"Actinopterygii"
"426","Mallotus villosus","Mallotus catervarius (Pennant, 1784)","species","Animalia","Chordata","Osmeriformes","Osmeridae","Mallotus",1,44,204,1068,8480,2410910,5214420,"Actinopterygii"
"427","Maulisia argipalla","Maulisia argipalla Matsui & Rosenblatt, 1979","species","Animalia","Chordata","Osmeriformes","Platytroctidae","Maulisia",1,44,204,1068,8481,2411044,2411050,"Actinopterygii"
"428","Medialuna californiensis","Medialuna californiensis (Steindachner, 1876)","species","Animalia","Chordata","Perciformes","Kyphosidae","Medialuna",1,44,204,587,4279,2381274,2381275,"Actinopterygii"
"429","Megalocottus platycephalus","Megalocottus platycephalus (Pallas, 1814)","species","Animalia","Chordata","Scorpaeniformes","Cottidae","Megalocottus",1,44,204,590,8621,2334343,4286462,"Actinopterygii"
"430","Melamphaes lugubris","Melamphaes lugubris Gilbert, 1890","species","Animalia","Chordata","Stephanoberyciformes","Melamphaidae","Melamphaes",1,44,204,890,5906,2410356,2410364,"Actinopterygii"
"431","Melamphaes parvus","Melamphaes parvus Ebeling, 1962","species","Animalia","Chordata","Stephanoberyciformes","Melamphaidae","Melamphaes",1,44,204,890,5906,2410356,2410382,"Actinopterygii"
"432","Melamphaes polylepis","Melamphaes polylepis Ebeling, 1962","species","Animalia","Chordata","Stephanoberyciformes","Melamphaidae","Melamphaes",1,44,204,890,5906,2410356,2410363,"Actinopterygii"
"433","Melanolagus bericoides","Melanolagus bericoides (Borodin, 1929)","species","Animalia","Chordata","Osmeriformes","Bathylagidae","Melanolagus",1,44,204,1068,4223,2410933,2410934,"Actinopterygii"
"434","Melanonus zugmayeri","Melanonus zugmayeri Norman, 1930","species","Animalia","Chordata","Gadiformes","Melanonidae","Melanonus",1,44,204,549,3702,2415412,2415413,"Actinopterygii"
"435","Melanostigma pammelas","Melanostigma pammelas Gilbert, 1896","species","Animalia","Chordata","Perciformes","Zoarcidae","Melanostigma",1,44,204,587,5079,2381027,5209498,"Actinopterygii"
"436","Merluccius productus","Merluccius productus (Ayres, 1855)","species","Animalia","Chordata","Gadiformes","Merlucciidae","Merluccius",1,44,204,549,3703,2415629,2415676,"Actinopterygii"
"437","Microcottus sellaris","Microcottus sellaris (Gilbert, 1896)","species","Animalia","Chordata","Scorpaeniformes","Cottidae","Microcottus",1,44,204,590,8621,2333995,2333996,"Actinopterygii"
"438","Microgadus proximus","Microgadus proximus (Girard, 1854)","species","Animalia","Chordata","Gadiformes","Gadidae","Microgadus",1,44,204,549,3701,2415887,2415888,"Actinopterygii"
"439","Microstomus pacificus","Microstomus pacificus (Lockington, 1879)","species","Animalia","Chordata","Pleuronectiformes","Pleuronectidae","Microstomus",1,44,204,588,8611,2409352,5214028,"Actinopterygii"
"440","Mola mola","Mola mola (Linnaeus, 1758)","species","Animalia","Chordata","Tetraodontiformes","Molidae","Mola",1,44,204,772,5897,5207570,5213725,"Actinopterygii"
"441","Morone saxatilis","Morone saxatilis (Walbaum, 1792)","species","Animalia","Chordata","Perciformes","Moronidae","Morone",1,44,204,587,8545,2382010,2394612,"Actinopterygii"
"442","Mustelus californicus","Mustelus californicus Gill, 1864","species","Animalia","Chordata","Carcharhiniformes","Triakidae","Mustelus",1,44,121,887,2206,9530947,2418341,"Elasmobranchii"
"443","Mustelus henlei","Mustelus henlei (Gill, 1863)","species","Animalia","Chordata","Carcharhiniformes","Triakidae","Mustelus",1,44,121,887,2206,9530947,2418357,"Elasmobranchii"
"444","Mustelus lunulatus","Mustelus lunulatus Jordan & Gilbert, 1882","species","Animalia","Chordata","Carcharhiniformes","Triakidae","Mustelus",1,44,121,887,2206,9530947,2418365,"Elasmobranchii"
"445","Myctophum nitidulum","Myctophum nitidulum Garman, 1899","species","Animalia","Chordata","Myctophiformes","Myctophidae","Myctophum",1,44,204,1306,4217,2405851,2405852,"Actinopterygii"
"446","Myliobatis californica","Myliobatis californica Gill, 1865","species","Animalia","Chordata","Myliobatiformes","Myliobatidae","Myliobatis",1,44,121,8214029,2193,10779164,2419300,"Elasmobranchii"
"447","Myoxocephalus jaok","Myoxocephalus jaok (Cuvier, 1829)","species","Animalia","Chordata","Scorpaeniformes","Cottidae","Myoxocephalus",1,44,204,590,8621,2333775,2333814,"Actinopterygii"
"448","Myoxocephalus niger","Myoxocephalus niger (Bean, 1881)","species","Animalia","Chordata","Scorpaeniformes","Cottidae","Myoxocephalus",1,44,204,590,8621,2333775,2333778,"Actinopterygii"
"449","Myoxocephalus polyacanthocephalus","Myoxocephalus polyacanthocephalus (Pallas, 1814)","species","Animalia","Chordata","Scorpaeniformes","Cottidae","Myoxocephalus",1,44,204,590,8621,2333775,2333818,"Actinopterygii"
"450","Myoxocephalus quadricornis","Myoxocephalus quadricornis (Linnaeus, 1758)","species","Animalia","Chordata","Scorpaeniformes","Cottidae","Myoxocephalus",1,44,204,590,8621,2333775,2334327,"Actinopterygii"
"451","Myoxocephalus scorpius","Myoxocephalus scorpius (Linnaeus, 1758)","species","Animalia","Chordata","Scorpaeniformes","Cottidae","Myoxocephalus",1,44,204,590,8621,2333775,2333785,"Actinopterygii"
"452","Myoxocephalus stelleri","Myoxocephalus stelleri Tilesius, 1811","species","Animalia","Chordata","Scorpaeniformes","Cottidae","Myoxocephalus",1,44,204,590,8621,2333775,2333807,"Actinopterygii"
"453","Nalbantichthys elongatus","Nalbantichthys elongatus Schultz, 1967","species","Animalia","Chordata","Perciformes","Zoarcidae","Nalbantichthys",1,44,204,587,5079,2381114,2381115,"Actinopterygii"
"454","Nansenia candida","Nansenia candida Cohen, 1958","species","Animalia","Chordata","Osmeriformes","Microstomatidae","Nansenia",1,44,204,1068,8479,2410440,5214216,"Actinopterygii"
"455","Narcetes stomias","Narcetes stomias (Gilbert, 1890)","species","Animalia","Chordata","Osmeriformes","Alepocephalidae","Narcetes",1,44,204,1068,8477,2410643,2410645,"Actinopterygii"
"456","Naucrates ductor","Naucrates ductor (Linnaeus, 1758)","species","Animalia","Chordata","Perciformes","Carangidae","Naucrates",1,44,204,587,4253,2391378,2391379,"Actinopterygii"
"457","Nautichthys oculofasciatus","Nautichthys oculofasciatus (Girard, 1858)","species","Animalia","Chordata","Scorpaeniformes","Hemitripteridae","Nautichthys",1,44,204,590,5097,2335120,2335124,"Actinopterygii"
"458","Nautichthys pribilovius","Nautichthys pribilovius (Jordan & Gilbert, 1898)","species","Animalia","Chordata","Scorpaeniformes","Hemitripteridae","Nautichthys",1,44,204,590,5097,2335120,2335122,"Actinopterygii"
"459","Nautichthys robustus","Nautichthys robustus Peden, 1970","species","Animalia","Chordata","Scorpaeniformes","Hemitripteridae","Nautichthys",1,44,204,590,5097,2335120,2335121,"Actinopterygii"
"460","Nectoliparis pelagicus","Nectoliparis pelagicus Gilbert & Burke, 1912","species","Animalia","Chordata","Scorpaeniformes","Liparidae","Nectoliparis",1,44,204,590,8627,2336121,2336122,"Actinopterygii"
"461","Nemichthys larseni","Nemichthys larseni Nielsen & Smith, 1978","species","Animalia","Chordata","Anguilliformes","Nemichthyidae","Nemichthys",1,44,204,495,7169,2403685,2403707,"Actinopterygii"
"462","Nemichthys scolopaceus","Nemichthys scolopaceus Richardson, 1848","species","Animalia","Chordata","Anguilliformes","Nemichthyidae","Nemichthys",1,44,204,495,7169,2403685,2403686,"Actinopterygii"
"463","Neoclinus bryope","Neoclinus bryope (Jordan & Snyder, 1902)","species","Animalia","Chordata","Perciformes","Chaenopsidae","Neoclinus",1,44,204,587,8516,2381415,2381423,"Actinopterygii"
"464","Neoscopelus macrolepidotus","Neoscopelus macrolepidotus Johnson, 1863","species","Animalia","Chordata","Myctophiformes","Neoscopelidae","Neoscopelus",1,44,204,1306,4218,3239232,5213276,"Actinopterygii"
"465","Nezumia stelgidolepis","Nezumia stelgidolepis (Gilbert, 1890)","species","Animalia","Chordata","Gadiformes","Macrouridae","Nezumia",1,44,204,549,6978,2416858,2416893,"Actinopterygii"
"466","Notacanthus chemnitzii","Notacanthus chemnitzii Bloch, 1788","species","Animalia","Chordata","Notacanthiformes","Notacanthidae","Notacanthus",1,44,204,1307,8474,2405526,2405532,"Actinopterygii"
"467","Notophycis fitchi","Notophycis fitchi Sazonov, 2001","species","Animalia","Chordata","Gadiformes","Moridae","Notophycis",1,44,204,549,3704,2417032,2417039,"Actinopterygii"
"468","Notorynchus cepedianus","Notorynchus cepedianus (Péron, 1807)","species","Animalia","Chordata","Hexanchiformes","Hexanchidae","Notorynchus",1,44,121,770,2204,2420599,2420600,"Elasmobranchii"
"469","Notoscopelus japonicus","Notoscopelus japonicus (Tanaka, 1908)","species","Animalia","Chordata","Myctophiformes","Myctophidae","Notoscopelus",1,44,204,1306,4217,2406092,2406104,"Actinopterygii"
"470","Notoscopelus resplendens","Notoscopelus resplendens (Richardson, 1845)","species","Animalia","Chordata","Myctophiformes","Myctophidae","Notoscopelus",1,44,204,1306,4217,2406092,2406106,"Actinopterygii"
"471","Occella dodecaedron","Occella dodecaedron (Tilesius, 1813)","species","Animalia","Chordata","Scorpaeniformes","Agonidae","Occella",1,44,204,590,8617,2337257,2337258,"Actinopterygii"
"472","Odontopyxis trispinosa","Odontopyxis trispinosa Lockington, 1880","species","Animalia","Chordata","Scorpaeniformes","Agonidae","Odontopyxis",1,44,204,590,8617,2337271,2337272,"Actinopterygii"
"473","Oligocottus maculosus","Oligocottus maculosus Girard, 1856","species","Animalia","Chordata","Scorpaeniformes","Cottidae","Oligocottus",1,44,204,590,8621,2333736,2333746,"Actinopterygii"
"474","Oligocottus rimensis","Oligocottus rimensis (Greeley, 1899)","species","Animalia","Chordata","Scorpaeniformes","Cottidae","Oligocottus",1,44,204,590,8621,2333736,2333744,"Actinopterygii"
"475","Oligocottus snyderi","Oligocottus snyderi Greeley, 1898","species","Animalia","Chordata","Scorpaeniformes","Cottidae","Oligocottus",1,44,204,590,8621,2333736,2333742,"Actinopterygii"
"476","Omosudis lowii","Omosudis lowii Günther, 1887","species","Animalia","Chordata","Aulopiformes","Omosudidae","Omosudis",1,44,204,497,2963,2401038,2401039,"Actinopterygii"
"477","Oncorhynchus clarkii","Oncorhynchus clarkii (Richardson, 1836)","species","Animalia","Chordata","Salmoniformes","Salmonidae","Oncorhynchus",1,44,204,1313,8615,2351426,5711980,"Actinopterygii"
"478","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha (Walbaum, 1792)","species","Animalia","Chordata","Salmoniformes","Salmonidae","Oncorhynchus",1,44,204,1313,8615,2351426,5204037,"Actinopterygii"
"479","Oncorhynchus keta","Oncorhynchus keta (Walbaum, 1792)","species","Animalia","Chordata","Salmoniformes","Salmonidae","Oncorhynchus",1,44,204,1313,8615,2351426,5204014,"Actinopterygii"
"480","Oncorhynchus kisutch","Oncorhynchus kisutch (Walbaum, 1792)","species","Animalia","Chordata","Salmoniformes","Salmonidae","Oncorhynchus",1,44,204,1313,8615,2351426,5204034,"Actinopterygii"
"481","Oncorhynchus mykiss","Oncorhynchus mykiss (Walbaum, 1792)","species","Animalia","Chordata","Salmoniformes","Salmonidae","Oncorhynchus",1,44,204,1313,8615,2351426,5204019,"Actinopterygii"
"482","Oncorhynchus nerka","Oncorhynchus nerka (Walbaum, 1792)","species","Animalia","Chordata","Salmoniformes","Salmonidae","Oncorhynchus",1,44,204,1313,8615,2351426,5204039,"Actinopterygii"
"483","Oncorhynchus tshawytscha","Oncorhynchus tshawytscha (Walbaum, 1792)","species","Animalia","Chordata","Salmoniformes","Salmonidae","Oncorhynchus",1,44,204,1313,8615,2351426,5204024,"Actinopterygii"
"484","Oneirodes acanthias","Oneirodes acanthias (Gilbert, 1915)","species","Animalia","Chordata","Lophiiformes","Oneirodidae","Oneirodes",1,44,204,1305,4216,2414769,2414799,"Actinopterygii"
