query,phylum,family,ottid_species,aphia_id,scientificname,authority,status,unacceptreason,rank,valid_aphia_id,valid_name,valid_authority,parent_name_usage_id,kingdom,class,order,genus,is_marine,is_brackish,is_freshwater,is_terrestrial,is_extinct,match_type
Longpotamon jianglenense,Arthropoda,Potamidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Malacostraca,Decapoda,Longpotamon,NA,NA,NA,NA,NA,NA
Longpotamon tongbaiense,Arthropoda,Potamidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Malacostraca,Decapoda,Longpotamon,NA,NA,NA,NA,NA,NA
Euoplos inornatus,Arthropoda,Idiopidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Euoplos,NA,NA,NA,NA,NA,NA
Bertmainius mysticus,Arthropoda,Migidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Bertmainius,NA,NA,NA,NA,NA,NA
Punctoribates punctum,Arthropoda,Punctoribatidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,Punctoribates,NA,NA,NA,NA,NA,NA
Australimnadia multifaciata,Arthropoda,Limnadiidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Branchiopoda,Diplostraca,Australimnadia,NA,NA,NA,NA,NA,NA
Ummidia picea,Arthropoda,Ctenizidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Ummidia,NA,NA,NA,NA,NA,NA
Ummidia aedificatoria,Arthropoda,Ctenizidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Ummidia,NA,NA,NA,NA,NA,NA
Ummidia algarve,Arthropoda,Ctenizidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Ummidia,NA,NA,NA,NA,NA,NA
Ummidia algeriana,Arthropoda,Ctenizidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Ummidia,NA,NA,NA,NA,NA,NA
Paralamellobates misella,Arthropoda,Punctoribatidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,Paralamellobates,NA,NA,NA,NA,NA,NA
Nurscia albomaculata,Arthropoda,Titanoecidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Nurscia,NA,NA,NA,NA,NA,NA
Pimoa rupicola,Arthropoda,Pimoidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Pimoa,NA,NA,NA,NA,NA,NA
Pterygosoma theobaldi,Arthropoda,Pterygosomatidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Trombidiformes,Pterygosoma,NA,NA,NA,NA,NA,NA
Pterygosoma pallidum,Arthropoda,Pterygosomatidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Trombidiformes,Pterygosoma,NA,NA,NA,NA,NA,NA
Brachypelma hamorii,Arthropoda,Theraphosidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Brachypelma,NA,NA,NA,NA,NA,NA
Brachypelma emilia,Arthropoda,Theraphosidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Brachypelma,NA,NA,NA,NA,NA,NA
Brachypelma vagans,Arthropoda,Theraphosidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Brachypelma,NA,NA,NA,NA,NA,NA
Brachypelma verdezi,Arthropoda,Theraphosidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Brachypelma,NA,NA,NA,NA,NA,NA
Brachypelma albiceps,Arthropoda,Theraphosidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Brachypelma,NA,NA,NA,NA,NA,NA
Brachypelma schroederi,Arthropoda,Theraphosidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Brachypelma,NA,NA,NA,NA,NA,NA
Brachypelma kahlenbergi,Arthropoda,Theraphosidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Brachypelma,NA,NA,NA,NA,NA,NA
Brachypelma auratum,Arthropoda,Theraphosidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Brachypelma,NA,NA,NA,NA,NA,NA
Brachypelma sabulosum,Arthropoda,Theraphosidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Brachypelma,NA,NA,NA,NA,NA,NA
Anystis agilis,Arthropoda,Anystidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Trombidiformes,Anystis,NA,NA,NA,NA,NA,NA
Gymnobisium inukshuk,Arthropoda,Gymnobisiidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Pseudoscorpiones,Gymnobisium,NA,NA,NA,NA,NA,NA
Bdellorhynchus polymorphus,Arthropoda,Avenzoariidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,Bdellorhynchus,NA,NA,NA,NA,NA,NA
Bychovskiata squatarolae,Arthropoda,Avenzoariidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,Bychovskiata,NA,NA,NA,NA,NA,NA
Avenzoaria calidridis,Arthropoda,Avenzoariidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,Avenzoaria,NA,NA,NA,NA,NA,NA
Pteronyssus sphyrapicinus,Arthropoda,Pteronyssidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,Pteronyssus,NA,NA,NA,NA,NA,NA
Stenopteronyssus proctorae,Arthropoda,Pteronyssidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,Stenopteronyssus,NA,NA,NA,NA,NA,NA
Alloptes calidridis,Arthropoda,Alloptidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,Alloptes,NA,NA,NA,NA,NA,NA
Ingrassia philomachi,Arthropoda,Xolalgidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,Ingrassia,NA,NA,NA,NA,NA,NA
Proctophyllodes scolopacinus,Arthropoda,Proctophyllodidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,Proctophyllodes,NA,NA,NA,NA,NA,NA
Proctophyllodes detruncatus,Arthropoda,Proctophyllodidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,Proctophyllodes,NA,NA,NA,NA,NA,NA
Proctophyllodes longiphyllus,Arthropoda,Proctophyllodidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,Proctophyllodes,NA,NA,NA,NA,NA,NA
Testudacarus vulgaris,Arthropoda,Torrenticolidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Trombidiformes,Testudacarus,NA,NA,NA,NA,NA,NA
Testudacarus harrisi,Arthropoda,Torrenticolidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Trombidiformes,Testudacarus,NA,NA,NA,NA,NA,NA
Testudacarus hitchensi,Arthropoda,Torrenticolidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Trombidiformes,Testudacarus,NA,NA,NA,NA,NA,NA
Testudacarus dennetti,Arthropoda,Torrenticolidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Trombidiformes,Testudacarus,NA,NA,NA,NA,NA,NA
Testudacarus dawkinsi,Arthropoda,Torrenticolidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Trombidiformes,Testudacarus,NA,NA,NA,NA,NA,NA
Testudacarus minimus,Arthropoda,Torrenticolidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Trombidiformes,Testudacarus,NA,NA,NA,NA,NA,NA
Testudacarus rectangulatus,Arthropoda,Torrenticolidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Trombidiformes,Testudacarus,NA,NA,NA,NA,NA,NA
Testudacarus elongatus,Arthropoda,Torrenticolidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Trombidiformes,Testudacarus,NA,NA,NA,NA,NA,NA
Testudacarus kirkwoodae,Arthropoda,Torrenticolidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Trombidiformes,Testudacarus,NA,NA,NA,NA,NA,NA
Testudacarus americanus,Arthropoda,Torrenticolidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Trombidiformes,Testudacarus,NA,NA,NA,NA,NA,NA
Testudacarus deceptivus,Arthropoda,Torrenticolidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Trombidiformes,Testudacarus,NA,NA,NA,NA,NA,NA
Debsacarus oribatoides,Arthropoda,Torrenticolidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Trombidiformes,Debsacarus,NA,NA,NA,NA,NA,NA
Testudacarus rollerae,Arthropoda,Torrenticolidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Trombidiformes,Testudacarus,NA,NA,NA,NA,NA,NA
Testudacarus oblongatus,Arthropoda,Torrenticolidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Trombidiformes,Testudacarus,NA,NA,NA,NA,NA,NA
Testudacarus hyporhynchus,Arthropoda,Torrenticolidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Trombidiformes,Testudacarus,NA,NA,NA,NA,NA,NA
Testudacarus smithi,Arthropoda,Torrenticolidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Trombidiformes,Testudacarus,NA,NA,NA,NA,NA,NA
Paradraculoides eremius,Arthropoda,Hubbardiidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Schizomida,Paradraculoides,NA,NA,NA,NA,NA,NA
Acalitus rudis,Arthropoda,Eriophyidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Trombidiformes,Acalitus,NA,NA,NA,NA,NA,NA
Leptonetela arvanitidisi,Arthropoda,Leptonetidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Leptonetela,NA,NA,NA,NA,NA,NA
Leptonetela chiosensis,Arthropoda,Leptonetidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Leptonetela,NA,NA,NA,NA,NA,NA
Leptonetela paragamiani,Arthropoda,Leptonetidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Leptonetela,NA,NA,NA,NA,NA,NA
Leptonetela penevi,Arthropoda,Leptonetidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Leptonetela,NA,NA,NA,NA,NA,NA
Leptonetela thracia,Arthropoda,Leptonetidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Leptonetela,NA,NA,NA,NA,NA,NA
Protoleptoneta bulgarica,Arthropoda,Leptonetidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Protoleptoneta,NA,NA,NA,NA,NA,NA
Hemiscorpius persicus,Arthropoda,Hemiscorpiidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Scorpiones,Hemiscorpius,NA,NA,NA,NA,NA,NA
Aulonastus similis,Arthropoda,Syringophilidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Trombidiformes,Aulonastus,NA,NA,NA,NA,NA,NA
Syringophiloidus plocei,Arthropoda,Syringophilidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Trombidiformes,Syringophiloidus,NA,NA,NA,NA,NA,NA
Bonnetina hijmenseni,Arthropoda,Theraphosidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Bonnetina,NA,NA,NA,NA,NA,NA
Bonnetina flammigera,Arthropoda,Theraphosidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Bonnetina,NA,NA,NA,NA,NA,NA
Bonnetina alagoni,Arthropoda,Theraphosidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Bonnetina,NA,NA,NA,NA,NA,NA
Bonnetina julesvernei,Arthropoda,Theraphosidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Bonnetina,NA,NA,NA,NA,NA,NA
Neottialges evansi,Arthropoda,Hypoderatidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,Neottialges,NA,NA,NA,NA,NA,NA
Paratemnoides pallidus,Arthropoda,Atemnidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Pseudoscorpiones,Paratemnoides,NA,NA,NA,NA,NA,NA
Cyrtocarenum cunicularium,Arthropoda,Ctenizidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Cyrtocarenum,NA,NA,NA,NA,NA,NA
Cyrtocarenum grajum,Arthropoda,Ctenizidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Cyrtocarenum,NA,NA,NA,NA,NA,NA
Tangaroa tahitiensis,Arthropoda,Uloboridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Tangaroa,NA,NA,NA,NA,NA,NA
Macroseius biscutatus,Arthropoda,Phytoseiidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Mesostigmata,Macroseius,NA,NA,NA,NA,NA,NA
Paracerella sinensis,Arthropoda,Acerentomidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Protura,NULL,Paracerella,NA,NA,NA,NA,NA,NA
Rhinotergum shaoguanense,Arthropoda,Diptilomiopidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Trombidiformes,Rhinotergum,NA,NA,NA,NA,NA,NA
Ero furcata,Arthropoda,Mimetidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Ero,NA,NA,NA,NA,NA,NA
Filistata insidiatrix,Arthropoda,Filistatidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Filistata,NA,NA,NA,NA,NA,NA
Hyptiotes paradoxus,Arthropoda,Uloboridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Hyptiotes,NA,NA,NA,NA,NA,NA
Liocranum rupicola,Arthropoda,Liocranidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Liocranum,NA,NA,NA,NA,NA,NA
Nemesia pannonica,Arthropoda,Nemesiidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Nemesia,NA,NA,NA,NA,NA,NA
Phrurolithus minimus,Arthropoda,Corinnidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Phrurolithus,NA,NA,NA,NA,NA,NA
Titanoeca tristis,Arthropoda,Titanoecidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Titanoeca,NA,NA,NA,NA,NA,NA
Zora spinimana,Arthropoda,Zoridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Zora,NA,NA,NA,NA,NA,NA
Myialges trinotoni,Arthropoda,Epidermoptidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,Myialges,NA,NA,NA,NA,NA,NA
Uroctonus grahami,Arthropoda,Chactidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Scorpiones,Uroctonus,NA,NA,NA,NA,NA,NA
Uroctonus franckei,Arthropoda,Chactidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Scorpiones,Uroctonus,NA,NA,NA,NA,NA,NA
Gohieria fusca,Arthropoda,Glycyphagidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,Gohieria,NA,NA,NA,NA,NA,NA
Lepidoglyphus destructor,Arthropoda,Glycyphagidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,Lepidoglyphus,NA,NA,NA,NA,NA,NA
Thermacarus nevadensis,Arthropoda,Thermacaridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Trombidiformes,Thermacarus,NA,NA,NA,NA,NA,NA
Distocambarus devexus,Arthropoda,Cambaridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Malacostraca,Decapoda,Distocambarus,NA,NA,NA,NA,NA,NA
Galeodes bacillatus,Arthropoda,Galeodidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Solifugae,Galeodes,NA,NA,NA,NA,NA,NA
Galeodes caspius,Arthropoda,Galeodidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Solifugae,Galeodes,NA,NA,NA,NA,NA,NA
Galeodes turcmenicus,Arthropoda,Galeodidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Solifugae,Galeodes,NA,NA,NA,NA,NA,NA
Gluviopsis nigrocinctus,Arthropoda,Daesiidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Solifugae,Gluviopsis,NA,NA,NA,NA,NA,NA
Gylippus lamelliger,Arthropoda,Gylippidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Solifugae,Gylippus,NA,NA,NA,NA,NA,NA
Karschia mastigofera,Arthropoda,Karschiidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Solifugae,Karschia,NA,NA,NA,NA,NA,NA
Karschia persica,Arthropoda,Karschiidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Solifugae,Karschia,NA,NA,NA,NA,NA,NA
Paragaleodes fulvipes,Arthropoda,Galeodidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Solifugae,Paragaleodes,NA,NA,NA,NA,NA,NA
Rhagodes eylandti,Arthropoda,Rhagodidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Solifugae,Rhagodes,NA,NA,NA,NA,NA,NA
Rhagodes melanochaetus,Arthropoda,Rhagodidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Solifugae,Rhagodes,NA,NA,NA,NA,NA,NA
Rhagodes melanopygus,Arthropoda,Rhagodidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Solifugae,Rhagodes,NA,NA,NA,NA,NA,NA
Histiostoma blomquisti,Arthropoda,Histiostomatidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,Histiostoma,NA,NA,NA,NA,NA,NA
Vaejovis smithi,Arthropoda,Vaejovidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Scorpiones,Vaejovis,NA,NA,NA,NA,NA,NA
Apostenus fuscus,Arthropoda,Liocranidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Apostenus,NA,NA,NA,NA,NA,NA
Triaeris stenaspis,Arthropoda,Oonopidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Triaeris,NA,NA,NA,NA,NA,NA
Ero cambridgei,Arthropoda,Mimetidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Ero,NA,NA,NA,NA,NA,NA
Zora silvestris,Arthropoda,Zoridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Zora,NA,NA,NA,NA,NA,NA
Ero aphana,Arthropoda,Mimetidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Ero,NA,NA,NA,NA,NA,NA
Titanoeca quadriguttata,Arthropoda,Titanoecidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Titanoeca,NA,NA,NA,NA,NA,NA
Uloborus plumipes,Arthropoda,Uloboridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Uloborus,NA,NA,NA,NA,NA,NA
Cetonana laticeps,Arthropoda,Trachelidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Cetonana,NA,NA,NA,NA,NA,NA
Zodarion rubidum,Arthropoda,Zodariidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Zodarion,NA,NA,NA,NA,NA,NA
Macrothele calpeiana,Arthropoda,Hexathelidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Macrothele,NA,NA,NA,NA,NA,NA
Oxyopes lineatipes,Arthropoda,Oxyopidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Oxyopes,NA,NA,NA,NA,NA,NA
Peucetia viridana,Arthropoda,Oxyopidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Peucetia,NA,NA,NA,NA,NA,NA
Oxyopes sunandae,Arthropoda,Oxyopidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Oxyopes,NA,NA,NA,NA,NA,NA
Oxyopes shweta,Arthropoda,Oxyopidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Oxyopes,NA,NA,NA,NA,NA,NA
Zachvatkinia larica,Arthropoda,Avenzoariidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Sarcoptiformes,Zachvatkinia,NA,NA,NA,NA,NA,NA
Carpathonesticus fodinarum,Arthropoda,Nesticidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Carpathonesticus,NA,NA,NA,NA,NA,NA
Kryptonesticus fagei,Arthropoda,Nesticidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Kryptonesticus,NA,NA,NA,NA,NA,NA
Kryptonesticus deelemanae,Arthropoda,Nesticidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Kryptonesticus,NA,NA,NA,NA,NA,NA
Aphonopelma johnnycashi,Arthropoda,Theraphosidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Aphonopelma,NA,NA,NA,NA,NA,NA
Phormictopus nesiotes,Arthropoda,Theraphosidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Phormictopus,NA,NA,NA,NA,NA,NA
Cyriocosmus perezmilesi,Arthropoda,Theraphosidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Cyriocosmus,NA,NA,NA,NA,NA,NA
Magnacarina primaverensis,Arthropoda,Theraphosidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Magnacarina,NA,NA,NA,NA,NA,NA
Schizopelma bicarinatum,Arthropoda,Theraphosidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Schizopelma,NA,NA,NA,NA,NA,NA
Plesiopelma longisternale,Arthropoda,Theraphosidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Plesiopelma,NA,NA,NA,NA,NA,NA
Hemirrhagus eros,Arthropoda,Theraphosidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Hemirrhagus,NA,NA,NA,NA,NA,NA
Abacarus sacchari,Arthropoda,Eriophyidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Trombidiformes,Abacarus,NA,NA,NA,NA,NA,NA
Abacarus doctus,Arthropoda,Eriophyidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Trombidiformes,Abacarus,NA,NA,NA,NA,NA,NA
Anaspides richardsoni,Arthropoda,Anaspididae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Malacostraca,Anaspidacea,Anaspides,NA,NA,NA,NA,NA,NA
Betasyringophiloidus seiuri,Arthropoda,Syringophilidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Trombidiformes,Betasyringophiloidus,NA,NA,NA,NA,NA,NA
Systenoplacis vandami,Arthropoda,Zodariidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Systenoplacis,NA,NA,NA,NA,NA,NA
Caesetius inflatus,Arthropoda,Zodariidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Caesetius,NA,NA,NA,NA,NA,NA
Heradida speculigera,Arthropoda,Zodariidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Heradida,NA,NA,NA,NA,NA,NA
Asceua lejeunei,Arthropoda,Zodariidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Asceua,NA,NA,NA,NA,NA,NA
Antillorena polli,Arthropoda,Zodariidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Antillorena,NA,NA,NA,NA,NA,NA
Acanthinozodium quercicola,Arthropoda,Zodariidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Acanthinozodium,NA,NA,NA,NA,NA,NA
Hetaerica scenica,Arthropoda,Zodariidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arachnida,Araneae,Hetaerica,NA,NA,NA,NA,NA,NA
