"","accession_1","accession_2","taxonID","phylum"
"2204","GBMNA15892-19","GQ303444",7898,"Chordata"
"2205","GBMNA15893-19","GQ903705",7898,"Chordata"
"2206","GBMNA15894-19","GQ903706",7898,"Chordata"
"2207","GBMNA15895-19","GQ903707",7898,"Chordata"
"2208","GBMNA15896-19","GU949545",7898,"Chordata"
"2209","GBMNA15897-19","GU949546",7898,"Chordata"
"2210","GBMNA15898-19","HQ651067",7898,"Chordata"
"2211","GBMNA15911-19","AP011235",7898,"Chordata"
"2212","GBMNA15912-19","KR606519",7898,"Chordata"
"2213","GBMNA15913-19","KT768120",7898,"Chordata"
"2214","GBMNA15914-19","KU168370",7898,"Chordata"
"2215","GBMNA15915-19","KP115291",7898,"Chordata"
"2216","GBMNA15916-19","KM659026",7898,"Chordata"
"2217","GBMNA15917-19","AP011325",7898,"Chordata"
"2218","GBMNA15918-19","KJ669372",7898,"Chordata"
"2219","GBMNA15919-19","KJ997760",7898,"Chordata"
"2220","GBMNA15920-19","KY465995",7898,"Chordata"
"2221","GBMNA15921-19","DQ026431",7898,"Chordata"
"2222","GBMNA15922-19","KM196112",7898,"Chordata"
"2223","GBMNA15923-19","AB239600",7898,"Chordata"
"2224","GBMNA15924-19","AP011194",7898,"Chordata"
"2225","GBMNA15925-19","AP011377",7898,"Chordata"
"2226","GBMNA15926-19","AP012061",7898,"Chordata"
"2227","GBMNA15927-19","AP011204",7898,"Chordata"
"2228","GBMNA15928-19","AP012147",7898,"Chordata"
"2229","GBMNA15929-19","AB239594",7898,"Chordata"
"2230","GBMNA15930-19","MG570453",7898,"Chordata"
"2231","GBMNA15931-19","JX290078",7898,"Chordata"
"2232","GBMNA15932-19","KF727438",7898,"Chordata"
"2233","GBMNA15933-19","KF752478",7898,"Chordata"
"2234","GBMNA15934-19","KM255666",7898,"Chordata"
"2235","GBMNA15935-19","AP011197",7898,"Chordata"
"2236","GBMNA15936-19","AP011327",7898,"Chordata"
"2237","GBMNA15937-19","AP011410",7898,"Chordata"
"2238","GBMNA15938-19","AP011205",7898,"Chordata"
"2239","GBMNA15939-19","AP011411",7898,"Chordata"
"2240","GBMNA15940-19","KT601639",7898,"Chordata"
"2241","GBMNA15941-19","DQ536424",7898,"Chordata"
"2242","GBMNA15942-19","AP009315",7898,"Chordata"
"2243","GBMNA15943-19","KM086722",7898,"Chordata"
"2244","GBMNA15944-19","AB218687",7898,"Chordata"
"2245","GBMNA15945-19","AP011361",7898,"Chordata"
"2246","GBMNA15946-19","KR010927",7898,"Chordata"
"2247","GBMNA15947-19","KP455641",7898,"Chordata"
"2248","GBMNA15948-19","KU323959",7898,"Chordata"
"2249","GBMNA15949-19","AB239596",7898,"Chordata"
"2250","GBMNA15950-19","KU314700",7898,"Chordata"
"2251","GBMNA15951-19","KC353467",7898,"Chordata"
"2252","GBMNA15952-19","KF667523",7898,"Chordata"
"2253","GBMNA15953-19","FJ515918",7898,"Chordata"
"2254","GBMNA15954-19","FJ515919",7898,"Chordata"
"2255","GBMNA15955-19","KP325413",7898,"Chordata"
"2256","GBMNA15956-19","KU314697",7898,"Chordata"
"2257","GBMNA15957-19","JN116719",7898,"Chordata"
"2258","GBMNA15958-19","JQ004278",7898,"Chordata"
"2259","GBMNA15959-19","JQ004279",7898,"Chordata"
"2260","GBMNA15960-19","AB239595",7898,"Chordata"
"2261","GBMNA15961-19","KU896808",7898,"Chordata"
"2262","GBMNA15962-19","KC558497",7898,"Chordata"
"2263","GBMNA15963-19","KC558498",7898,"Chordata"
"2264","GBMNA15964-19","MF598300",7898,"Chordata"
"2265","GBMNA15965-19","KF976395",7898,"Chordata"
"2266","GBMNA15966-19","KT588613",7898,"Chordata"
"2267","GBMNA15967-19","KF670818",7898,"Chordata"
"2268","GBMNA15968-19","KF640234",7898,"Chordata"
"2269","GBMNA15969-19","AB070241",7898,"Chordata"
"2270","GBMNA15970-19","DQ345787",7898,"Chordata"
"2271","GBMNA15971-19","DQ347952",7898,"Chordata"
"2272","GBMNA15972-19","DQ347953",7898,"Chordata"
"2273","GBMNA15973-19","JF906109",7898,"Chordata"
"2274","GBMNA15974-19","AP011415",7898,"Chordata"
"2275","GBMNA15975-19","KF647872",7898,"Chordata"
"2276","GBMNA15976-19","KT952322",7898,"Chordata"
"2277","GBMNA15977-19","KU198332",7898,"Chordata"
"2278","GBMNA15978-19","MG554419",7898,"Chordata"
"2279","GBMNA15979-19","KP316066",7898,"Chordata"
"2280","GBMNA15980-19","AP011422",7898,"Chordata"
"2281","GBMNA15981-19","AP011386",7898,"Chordata"
"2282","GBMNA15982-19","KP053957",7898,"Chordata"
"2283","GBMNA15983-19","AP011400",7898,"Chordata"
"2284","GBMNA15984-19","KU314694",7898,"Chordata"
"2285","GBMNA15985-19","AP012088",7898,"Chordata"
"2286","GBMNA15986-19","EU315941",7898,"Chordata"
"2287","GBMNA15987-19","EU343733",7898,"Chordata"
"2288","GBMNA15988-19","KY126320",7898,"Chordata"
"2289","GBMNA15989-19","AP012066",7898,"Chordata"
"2290","GBMNA15990-19","KX177967",7898,"Chordata"
"2291","GBMNA15991-19","AP011382",7898,"Chordata"
"2292","GBMNA15992-19","DQ536427",7898,"Chordata"
"2293","GBMNA15993-19","AP011356",7898,"Chordata"
"2294","GBMNA15994-19","AB239601",7898,"Chordata"
"2295","GBMNA15995-19","JQ231111",7898,"Chordata"
"2296","GBMNA15997-19","KP025676",7898,"Chordata"
"2297","GBMNA15998-19","AB238967",7898,"Chordata"
"2298","GBMNA15999-19","AB238968",7898,"Chordata"
"2299","GBMNA16000-19","AP011198",7898,"Chordata"
"2300","GBMNA16001-19","AP011199",7898,"Chordata"
"2301","GBMNA16002-19","AP011200",7898,"Chordata"
"2302","GBMNA16003-19","AP011329",7898,"Chordata"
"2303","GBMNA16004-19","AP011359",7898,"Chordata"
"2304","GBMNA16005-19","AP012154",7898,"Chordata"
"2305","GBMNA16006-19","AP013322",7898,"Chordata"
"2306","GBMNA16007-19","AP013333",7898,"Chordata"
"2307","GBMNA16008-19","AP013340",7898,"Chordata"
"2308","GBMNA16009-19","AP011206",7898,"Chordata"
"2309","GBMNA16010-19","AP011384",7898,"Chordata"
"2310","GBMNA16011-19","AP012149",7898,"Chordata"
"2311","GBMNA16012-19","AP011195",7898,"Chordata"
"2312","GBMNA16013-19","AP011331",7898,"Chordata"
"2313","GBMNA16014-19","AP012144",7898,"Chordata"
"2314","GBMNA16015-19","AP012153",7898,"Chordata"
"2315","GBMNA16016-19","AP011203",7898,"Chordata"
"2316","GBMNA16017-19","KF441551",7898,"Chordata"
"2317","GBMNA16018-19","AP011286",7898,"Chordata"
"2318","GBMNA16019-19","AP009307",7898,"Chordata"
"2319","GBMNA16020-19","JX573111",7898,"Chordata"
"2320","GBMNA16021-19","KF673863",7898,"Chordata"
"2321","GBMNA16022-19","KT223567",7898,"Chordata"
"2322","GBMNA16023-19","KT223568",7898,"Chordata"
"2323","GBMNA16024-19","JX987313",7898,"Chordata"
"2324","GBMNA16025-19","AP011196",7898,"Chordata"
"2325","GBMNA16026-19","AP012525",7898,"Chordata"
"2326","GBMNA16027-19","AP011399",7898,"Chordata"
"2327","GBMNA16028-19","AP012079",7898,"Chordata"
"2328","GBMNA16029-19","AP012090",7898,"Chordata"
"2329","GBMNA16030-19","AP012092",7898,"Chordata"
"2330","GBMNA16031-19","AP012093",7898,"Chordata"
"2331","GBMNA16032-19","AP012095",7898,"Chordata"
"2332","GBMNA16033-19","KX139437",7898,"Chordata"
"2333","GBMNA16034-19","KX139438",7898,"Chordata"
"2334","GBMNA16035-19","AP011234",7898,"Chordata"
"2335","GBMNA16036-19","KP013104",7898,"Chordata"
"2336","GBMNA16037-19","KJ630486",7898,"Chordata"
"2337","GBMNA16038-19","KP025957",7898,"Chordata"
"2338","GBMNA16039-19","AB626850",7898,"Chordata"
"2339","GBMNA16040-19","KP262030",7898,"Chordata"
"2340","GBMNA16041-19","KP772253",7898,"Chordata"
"2341","GBMNA16042-19","KT316879",7898,"Chordata"
"2342","GBMNA16043-19","KT347220",7898,"Chordata"
"2343","GBMNA16044-19","KT851551",7898,"Chordata"
"2344","GBMNA16045-19","KT851546",7898,"Chordata"
"2345","GBMNA16046-19","KT851548",7898,"Chordata"
"2346","GBMNA16047-19","KF246550",7898,"Chordata"
"2347","GBMNA16048-19","KF955011",7898,"Chordata"
"2348","GBMNA16049-19","KF997093",7898,"Chordata"
"2349","GBMNA16050-19","AP011220",7898,"Chordata"
"2350","GBMNA16051-19","AP011402",7898,"Chordata"
"2351","GBMNA16052-19","AP011403",7898,"Chordata"
"2352","GBMNA16053-19","KC762939",7898,"Chordata"
"2353","GBMNA16054-19","KF319122",7898,"Chordata"
"2354","GBMNA16055-19","KF857260",7898,"Chordata"
"2355","GBMNA16056-19","KJ933414",7898,"Chordata"
"2356","GBMNA16057-19","FJ515920",7898,"Chordata"
"2357","GBMNA16058-19","AP011394",7898,"Chordata"
"2358","GBMNA16059-19","AP012155",7898,"Chordata"
"2359","GBMNA16060-19","KU314693",7898,"Chordata"
"2360","GBMNA16061-19","MG797640",7898,"Chordata"
"2361","GBMNA16062-19","AP010779",7898,"Chordata"
"2362","GBMNA16063-19","EU979305",7898,"Chordata"
"2363","GBMNA16064-19","KF697091",7898,"Chordata"
"2364","GBMNA16065-19","KM668070",7898,"Chordata"
"2365","GBMNA16066-19","AP011252",7898,"Chordata"
"2366","GBMNA16067-19","AP011396",7898,"Chordata"
"2367","GBMNA16068-19","KJ427719",7898,"Chordata"
"2368","GBMNA16069-19","AB218898",7898,"Chordata"
"2369","GBMNA16070-19","AP012116",7898,"Chordata"
"2370","GBMNA16071-19","AP012082",7898,"Chordata"
"2371","GBMNA16072-19","AP012096",7898,"Chordata"
"2372","GBMNA16073-19","AB127393",7898,"Chordata"
"2373","GBMNA16074-19","DQ536429",7898,"Chordata"
"2374","GBMNA16075-19","AP012076",7898,"Chordata"
"2375","GBMNA16076-19","AP012083",7898,"Chordata"
"2376","GBMNA16077-19","AP012100",7898,"Chordata"
"2377","GBMNA16078-19","AP012108",7898,"Chordata"
"2378","GBMNA16079-19","MG570407",7898,"Chordata"
"2379","GBMNA16080-19","MG570413",7898,"Chordata"
"2380","GBMNA16081-19","MG570443",7898,"Chordata"
"2381","GBMNA16082-19","KM400625",7898,"Chordata"
"2382","GBMNA16083-19","JQ343982",7898,"Chordata"
"2383","GBMNA16084-19","JX646870",7898,"Chordata"
"2384","GBMNA16085-19","KC791686",7898,"Chordata"
"2385","GBMNA16086-19","KC896762",7898,"Chordata"
"2386","GBMNA16087-19","KF021233",7898,"Chordata"
"2387","GBMNA16088-19","KF626377",7898,"Chordata"
"2388","GBMNA16089-19","KF999680",7898,"Chordata"
"2389","GBMNA16090-19","AP011284",7898,"Chordata"
"2390","GBMNA16091-19","AB218897",7898,"Chordata"
"2391","GBMNA16092-19","AP012120",7898,"Chordata"
"2392","GBMNA16093-19","AP012121",7898,"Chordata"
"2393","GBMNA16094-19","KT725245",7898,"Chordata"
"2394","GBMNA16095-19","DQ367044",7898,"Chordata"
"2395","GBMNA16096-19","AP012085",7898,"Chordata"
"2396","GBMNA16097-19","AP012064",7898,"Chordata"
"2397","GBMNA16098-19","MG171194",7898,"Chordata"
"2398","GBMNA16099-19","AB626851",7898,"Chordata"
"2399","GBMNA16100-19","AP011261",7898,"Chordata"
"2400","GBMNA16101-19","KY887473",7898,"Chordata"
"2401","GBMNA16102-19","JX220892",7898,"Chordata"
"2402","GBMNA16103-19","AP011330",7898,"Chordata"
"2403","GBMNA16104-19","AP011389",7898,"Chordata"
"2404","GBMNA16105-19","AP013319",7898,"Chordata"
"2405","GBMNA16106-19","AP011391",7898,"Chordata"
"2406","GBMNA16107-19","KF528985",7898,"Chordata"
"2407","GBMNA16108-19","KC342218",7898,"Chordata"
"2408","GBMNA16109-19","JX242531",7898,"Chordata"
"2409","GBMNA16110-19","KJ645748",7898,"Chordata"
"2410","GBMNA16111-19","AP011211",7898,"Chordata"
"2411","GBMNA16112-19","JX311312",7898,"Chordata"
"2412","GBMNA16113-19","KP003984",7898,"Chordata"
"2413","GBMNA16114-19","KF971863",7898,"Chordata"
"2414","GBMNA16115-19","AB239597",7898,"Chordata"
"2415","GBMNA16116-19","JX316026",7898,"Chordata"
"2416","GBMNA16117-19","AB238969",7898,"Chordata"
"2417","GBMNA16118-19","AB863607",7898,"Chordata"
"2418","GBMNA16119-19","DQ536431",7898,"Chordata"
"2419","GBMNA16120-19","JQ675733",7898,"Chordata"
"2420","GBMNA16121-19","KJ000673",7898,"Chordata"
"2421","GBMNA16122-19","AP009148",7898,"Chordata"
"2422","GBMNA16123-19","AB626852",7898,"Chordata"
"2423","GBMNA16124-19","AP009309",7898,"Chordata"
"2424","GBMNA16125-19","KP641342",7898,"Chordata"
"2425","GBMNA16126-19","KT748874",7898,"Chordata"
"2426","GBMNA16127-19","KT278765",7898,"Chordata"
"2427","GBMNA16128-19","KF383387",7898,"Chordata"
"2428","GBMNA16129-19","KJ789858",7898,"Chordata"
"2429","GBMNA16130-19","KF926823",7898,"Chordata"
"2430","GBMNA16131-19","KM502565",7898,"Chordata"
"2431","GBMNA16132-19","KU314692",7898,"Chordata"
"2432","GBMNA16133-19","AP012103",7898,"Chordata"
"2433","GBMNA16134-19","AP011320",7898,"Chordata"
"2434","GBMNA16135-19","AP011352",7898,"Chordata"
"2435","GBMNA16136-19","AP011187",7898,"Chordata"
"2436","GBMNA16138-19","EU082030",7898,"Chordata"
"2437","GBMNA16139-19","AP009058",7898,"Chordata"
"2438","GBMNA16140-19","KF537571",7898,"Chordata"
"2439","GBMNA16141-19","AP011282",7898,"Chordata"
"2440","GBMNA16142-19","AP009310",7898,"Chordata"
"2441","GBMNA16143-19","KU314695",7898,"Chordata"
"2442","GBMNA16144-19","KJ684987",7898,"Chordata"
"2443","GBMNA16145-19","KC306507",7898,"Chordata"
"2444","GBMNA16146-19","KC429670",7898,"Chordata"
"2445","GBMNA16147-19","KP410284",7898,"Chordata"
"2446","GBMNA16148-19","EU597300",7898,"Chordata"
"2447","GBMNA16149-19","FJ515917",7898,"Chordata"
"2448","GBMNA16150-19","KF051938",7898,"Chordata"
"2449","GBMNA16151-19","AB239599",7898,"Chordata"
"2450","GBMNA16152-19","JF802126",7898,"Chordata"
"2451","GBMNA16153-19","AP012099",7898,"Chordata"
"2452","GBMNA16154-19","KJ620837",7898,"Chordata"
"2453","GBMNA16155-19","KF597526",7898,"Chordata"
"2454","GBMNA16156-19","KM268050",7898,"Chordata"
"2455","GBMNA16157-19","KY012741",7898,"Chordata"
"2456","GBMNA16158-19","AB239598",7898,"Chordata"
"2457","GBMNA16159-19","EU287909",7898,"Chordata"
"2458","GBMNA16160-19","AP011368",7898,"Chordata"
"2459","GBMNA16161-19","AP011247",7898,"Chordata"
"2460","GBMNA16162-19","KC113209",7898,"Chordata"
"2461","GBMNA16163-19","KC113210",7898,"Chordata"
"2462","GBMNA16164-19","AP011369",7898,"Chordata"
"2463","GBMNA16165-19","AP010780",7898,"Chordata"
"2464","GBMNA16166-19","AP011222",7898,"Chordata"
"2465","GBMNA16167-19","JX843769",7898,"Chordata"
"2466","GBMNA16168-19","KM200714",7898,"Chordata"
"2467","GBMNA16169-19","AP011285",7898,"Chordata"
"2468","GBMNA16170-19","AP011221",7898,"Chordata"
"2469","GBMNA16171-19","LC021504",7898,"Chordata"
"2470","GBMNA16172-19","LC021505",7898,"Chordata"
"2471","GBMNA16173-19","LC269105",7898,"Chordata"
"2472","GBMNA16174-19","AP011432",7898,"Chordata"
"2473","GBMNA16175-19","KF752479",7898,"Chordata"
"2474","GBMNA16176-19","AP012105",7898,"Chordata"
"2475","GBMNA16177-19","KT267196",7898,"Chordata"
"2476","GBMNA16178-19","MG570416",7898,"Chordata"
"2477","GBMNA16179-19","KF529530",7898,"Chordata"
"2478","GBMNA16180-19","KF724884",7898,"Chordata"
"2479","GBMNA16181-19","KJ631750",7898,"Chordata"
"2480","GBMNA16182-19","KF176560",7898,"Chordata"
"2481","GBMNA16183-19","KF533721",7898,"Chordata"
"2482","GBMNA16184-19","KF980890",7898,"Chordata"
"2483","GBMNA16185-19","KM052222",7898,"Chordata"
"2484","GBMNA16186-19","DQ026430",7898,"Chordata"
"2485","GBMNA16187-19","AB070205",7898,"Chordata"
"2486","GBMNA16188-19","EF483934",7898,"Chordata"
"2487","GBMNA16189-19","KU291171",7898,"Chordata"
"2488","GBMNA16190-19","DQ155662",7898,"Chordata"
"2489","GBMNA16191-19","KM232987",7898,"Chordata"
"2490","GBMNA16192-19","AP009061",7898,"Chordata"
"2491","GBMNA16193-19","AP009147",7898,"Chordata"
"2492","GBMNA16194-19","AP009149",7898,"Chordata"
"2493","GBMNA16195-19","AP009150",7898,"Chordata"
"2494","GBMNA16196-19","KF647873",7898,"Chordata"
"2495","GBMNA16197-19","AP011259",7898,"Chordata"
"2496","GBMNA16198-19","JX311437",7898,"Chordata"
"2497","GBMNA16199-19","AP011244",7898,"Chordata"
"2498","GBMNA16200-19","AP011223",7898,"Chordata"
"2499","GBMNA16201-19","JX401522",7898,"Chordata"
"2500","GBMNA16202-19","JX456224",7898,"Chordata"
"2501","GBMNA16203-19","KF177390",7898,"Chordata"
"2502","GBMNA16204-19","KF669394",7898,"Chordata"
"2503","GBMNA16205-19","AP012069",7898,"Chordata"
"2504","GBMNA16206-19","KX905080",7898,"Chordata"
"2505","GBMNA16207-19","MG797641",7898,"Chordata"
"2506","GBMNA16208-19","KF151214",7898,"Chordata"
"2507","GBMNA16209-19","KF534790",7898,"Chordata"
"2508","GBMNA16210-19","AP012074",7898,"Chordata"
"2509","GBMNA16211-19","JX486026",7898,"Chordata"
"2510","GBMNA16212-19","AP011353",7898,"Chordata"
"2511","GBMNA16213-19","AP011375",7898,"Chordata"
"2512","GBMNA16214-19","AP011263",7898,"Chordata"
"2513","GBMNA16215-19","AP011358",7898,"Chordata"
"2514","GBMNA16216-19","KF600712",7898,"Chordata"
"2515","GBMNA16217-19","KJ184546",7898,"Chordata"
"2516","GBMNA16218-19","KT223584",7898,"Chordata"
"2517","GBMNA16219-19","KJ913780",7898,"Chordata"
"2518","GBMNA16220-19","KM879225",7898,"Chordata"
"2519","GBMNA16221-19","KP641343",7898,"Chordata"
"2520","GBMNA16222-19","KP641340",7898,"Chordata"
"2521","GBMNA16223-19","KC351895",7898,"Chordata"
"2522","GBMNA16224-19","KC558499",7898,"Chordata"
"2523","GBMNA16225-19","JQ844133",7898,"Chordata"
"2524","GBMNA16226-19","JX202592",7898,"Chordata"
"2525","GBMNA16227-19","KC020113",7898,"Chordata"
"2526","GBMNA16228-19","KF600713",7898,"Chordata"
"2527","GBMNA16229-19","KF739398",7898,"Chordata"
"2528","GBMNA16230-19","KF739399",7898,"Chordata"
"2529","GBMNA16231-19","KF928796",7898,"Chordata"
"2530","GBMNA16232-19","KJ126773",7898,"Chordata"
"2531","GBMNA16233-19","KJ718889",7898,"Chordata"
"2532","GBMNA16234-19","KJ755668",7898,"Chordata"
"2533","GBMNA16235-19","KM079630",7898,"Chordata"
"2534","GBMNA16236-19","KM879227",7898,"Chordata"
"2535","GBMNA16237-19","AP011207",7898,"Chordata"
"2536","GBMNA16238-19","KP143725",7898,"Chordata"
"2537","GBMNA16239-19","KP796150",7898,"Chordata"
"2538","GBMNA16240-19","KU234535",7898,"Chordata"
"2539","GBMNA16241-19","KY436758",7898,"Chordata"
"2540","GBMNA16242-19","KC292197",7898,"Chordata"
"2541","GBMNA16243-19","KC513575",7898,"Chordata"
"2542","GBMNA16244-19","KC790369",7898,"Chordata"
"2543","GBMNA16245-19","KT946652",7898,"Chordata"
"2544","GBMNA16246-19","MF804977",7898,"Chordata"
"2545","GBMNA16247-19","MG280782",7898,"Chordata"
"2546","GBMNA16248-19","MH094667",7898,"Chordata"
"2547","GBMNA16249-19","MG560823",7898,"Chordata"
"2548","GBMNA16250-19","AP012107",7898,"Chordata"
"2549","GBMNA16251-19","AP011310",7898,"Chordata"
"2550","GBMNA16252-19","KC122916",7898,"Chordata"
"2551","GBMNA16253-19","KM272589",7898,"Chordata"
"2552","GBMNA16254-19","KU361184",7898,"Chordata"
"2553","GBMNA16255-19","KY404235",7898,"Chordata"
"2554","GBMNA16256-19","KF892542",7898,"Chordata"
"2555","GBMNA16257-19","FJ984568",7898,"Chordata"
"2556","GBMNA16258-19","GU589570",7898,"Chordata"
"2557","GBMNA16259-19","KX528071",7898,"Chordata"
"2558","GBMNA16260-19","KX778473",7898,"Chordata"
"2559","GBMNA16261-19","MF100765",7898,"Chordata"
"2560","GBMNA16262-19","MG686610",7898,"Chordata"
"2561","GBMNA16263-19","KC852197",7898,"Chordata"
"2562","GBMNA16264-19","KF134718",7898,"Chordata"
"2563","GBMNA16265-19","KF214722",7898,"Chordata"
"2564","GBMNA16266-19","KM401857",7898,"Chordata"
"2565","GBMNA16267-19","KF801059",7898,"Chordata"
"2566","GBMNA16268-19","KJ364658",7898,"Chordata"
"2567","GBMNA16269-19","AP011392",7898,"Chordata"
"2568","GBMNA16270-19","KT948081",7898,"Chordata"
"2569","GBMNA16271-19","JX910141",7898,"Chordata"
"2570","GBMNA16272-19","AP011214",7898,"Chordata"
"2571","GBMNA16273-19","AP011417",7898,"Chordata"
"2572","GBMNA16274-19","AP011266",7898,"Chordata"
"2573","GBMNA16275-19","KJ589418",7898,"Chordata"
"2574","GBMNA16276-19","KM386633",7898,"Chordata"
"2575","GBMNA16277-19","EF483932",7898,"Chordata"
"2576","GBMNA16278-19","AP012526",7898,"Chordata"
"2577","GBMNA16279-19","KP231201",7898,"Chordata"
"2578","GBMNA16280-19","AP011397",7898,"Chordata"
"2579","GBMNA16281-19","AP011427",7898,"Chordata"
"2580","GBMNA16282-19","AP013328",7898,"Chordata"
"2581","GBMNA16283-19","AP011409",7898,"Chordata"
"2582","GBMNA16284-19","AP011365",7898,"Chordata"
"2583","GBMNA16285-19","AB218686",7898,"Chordata"
"2584","GBMNA16286-19","KC914620",7898,"Chordata"
"2585","GBMNA16287-19","KF305826",7898,"Chordata"
"2586","GBMNA16288-19","KJ880044",7898,"Chordata"
"2587","GBMNA16289-19","KJ880045",7898,"Chordata"
"2588","GBMNA16290-19","KP795444",7898,"Chordata"
"2589","GBMNA16291-19","KR868706",7898,"Chordata"
"2590","GBMNA16292-19","MG397041",7898,"Chordata"
"2591","GBMNA16293-19","KT757374",7898,"Chordata"
"2592","GBMNA16294-19","KT959236",7898,"Chordata"
"2593","GBMNA16295-19","AB218896",7898,"Chordata"
"2594","GBMNA16296-19","AB626854",7898,"Chordata"
"2595","GBMNA16297-19","AB626855",7898,"Chordata"
"2596","GBMNA16298-19","AB626856",7898,"Chordata"
"2597","GBMNA16299-19","AP011449",7898,"Chordata"
"2598","GBMNA16300-19","AP011191",7898,"Chordata"
"2599","GBMNA16301-19","AP011212",7898,"Chordata"
"2600","GBMNA16302-19","AP009059",7898,"Chordata"
"2601","GBMNA16303-19","GQ289558",7898,"Chordata"
"2602","GBMNA16304-19","KJ641842",7898,"Chordata"
"2603","GBMNA16305-19","KM255691",7898,"Chordata"
"2604","GBMNA16306-19","AP011398",7898,"Chordata"
"2605","GBMNA16307-19","AP011268",7898,"Chordata"
"2606","GBMNA16308-19","KF683339",7898,"Chordata"
"2607","GBMNA16309-19","KT290890",7898,"Chordata"
"2608","GBMNA16310-19","AP011447",7898,"Chordata"
"2609","GBMNA16311-19","AB242164",7898,"Chordata"
"2610","GBMNA16312-19","AP011226",7898,"Chordata"
"2611","GBMNA16313-19","AP011304",7898,"Chordata"
"2612","GBMNA16314-19","AP012138",7898,"Chordata"
"2613","GBMNA16315-19","AP012140",7898,"Chordata"
"2614","GBMNA16316-19","KF574248",7898,"Chordata"
"2615","GBMNA16317-19","AB242162",7898,"Chordata"
"2616","GBMNA16318-19","KT906089",7898,"Chordata"
"2617","GBMNA16319-19","JX144893",7898,"Chordata"
"2618","GBMNA16320-19","KM017732",7898,"Chordata"
"2619","GBMNA16321-19","AP011300",7898,"Chordata"
"2620","GBMNA16322-19","KT943751",7898,"Chordata"
"2621","GBMNA16323-19","AP011406",7898,"Chordata"
"2622","GBMNA16324-19","AP012142",7898,"Chordata"
"2623","GBMNA16325-19","AP011305",7898,"Chordata"
"2624","GBMNA16326-19","AP011296",7898,"Chordata"
