"","query","usagekey","scientificname","rank","status","matchtype","canonicalname","confidence","kingdom","phylum","order","family","genus","species","kingdomkey","phylumkey","classkey","orderkey","familykey","genuskey","specieskey","synonym","class","acceptedusagekey","note"
"16451","Amoya chusanensis",4286002,"Amoya chusanensis (Herre, 1940)","species","SYNONYM","EXACT","Amoya chusanensis",98,"Animalia","Chordata","Perciformes","Gobiidae","Ctenogobius","Ctenogobius chusanensis",1,44,204,587,4274,2375337,7973803,TRUE,"Actinopterygii",7973803,NA
"16502","Ambassis commersoni",2387298,"Ambassis commersoni Cuvier, 1828","species","SYNONYM","EXACT","Ambassis commersoni",98,"Animalia","Chordata","Perciformes","Ambassidae","Ambassis","Ambassis ambassis",1,44,204,587,4235,2387272,2387295,TRUE,"Actinopterygii",2387295,NA
"16503","Ambassis commersoni",2387302,"Ambassis commersonii Cuvier, 1828","species","SYNONYM","FUZZY","Ambassis commersonii",94,"Animalia","Chordata","Perciformes","Ambassidae","Ambassis","Ambassis ambassis",1,44,204,587,4235,2387272,2387295,TRUE,"Actinopterygii",2387295,"Similarity: name=100; authorship=0; classification=-2; rank=5; status=0"
"16509","Nandus marmoratus",2399370,"Nandus marmoratus Valenciennes, 1831","species","SYNONYM","EXACT","Nandus marmoratus",98,"Animalia","Chordata","Perciformes","Nandidae","Nandus","Nandus nandus",1,44,204,587,8546,2399359,2399366,TRUE,"Actinopterygii",2399366,NA
"16566","Chanodichthys flavipinnis",2367706,"Chanodichthys flavipinnis (Tirant, 1883)","species","SYNONYM","EXACT","Chanodichthys flavipinnis",98,"Animalia","Chordata","Cypriniformes","Cyprinidae","Culter","Culter flavipinnis",1,44,204,1153,7336,2367636,2367710,TRUE,"Actinopterygii",2367710,NA
"16584","Acrossocheilus barbodon",2366376,"Acrossocheilus Oshima, 1919","genus","ACCEPTED","HIGHERRANK","Acrossocheilus",94,"Animalia","Chordata","Cypriniformes","Cyprinidae","Acrossocheilus",NA,1,44,204,1153,7336,2366376,NA,FALSE,"Actinopterygii",NA,NA
"16609","Piabina thomasi",2353282,"Piabina Reinhardt, 1867","genus","ACCEPTED","HIGHERRANK","Piabina",94,"Animalia","Chordata","Characiformes","Characidae","Piabina",NA,1,44,204,537,7201,2353282,NA,FALSE,"Actinopterygii",NA,NA
"16654","Bryconamericus orteguasae",2353835,"Bryconamericus orteguasae Fowler, 1943","species","SYNONYM","EXACT","Bryconamericus orteguasae",98,"Animalia","Chordata","Characiformes","Characidae","Knodus","Knodus orteguasae",1,44,204,537,7201,2353814,2353834,TRUE,"Actinopterygii",2353834,NA
"16670","Synchiropus masudai",2386577,"Synchiropus masudai (Nakabo, 1987)","species","SYNONYM","EXACT","Synchiropus masudai",98,"Animalia","Chordata","Perciformes","Callionymidae","Foetorepus","Foetorepus masudai",1,44,204,587,8511,2386552,2386575,TRUE,"Actinopterygii",2386575,NA
"16676","Neosynchiropus morrisoni",5209958,"Neosynchiropus morrisoni (Schultz, 1960)","species","SYNONYM","EXACT","Neosynchiropus morrisoni",98,"Animalia","Chordata","Perciformes","Callionymidae","Synchiropus","Synchiropus morrisoni",1,44,204,587,8511,2386631,2386660,TRUE,"Actinopterygii",2386660,NA
"16683","Repomucenus octostigmatus",2386802,"Repomucenus octostigmatus (Fricke, 1981)","species","SYNONYM","EXACT","Repomucenus octostigmatus",98,"Animalia","Chordata","Perciformes","Callionymidae","Callionymus","Callionymus octostigmatus",1,44,204,587,8511,2333601,2386801,TRUE,"Actinopterygii",2386801,NA
"16686","Repomucenus lunatus",2386732,"Repomucenus lunatus (Temminck & Schlegel, 1845)","species","SYNONYM","EXACT","Repomucenus lunatus",98,"Animalia","Chordata","Perciformes","Callionymidae","Callionymus","Callionymus lunatus",1,44,204,587,8511,2333601,2386733,TRUE,"Actinopterygii",2386733,NA
"16688","Repomucenus sagitta",2386728,"Repomucenus sagitta (Pallas, 1770)","species","SYNONYM","EXACT","Repomucenus sagitta",98,"Animalia","Chordata","Perciformes","Callionymidae","Callionymus","Callionymus sagitta",1,44,204,587,8511,2333601,2386852,TRUE,"Actinopterygii",2386852,NA
"16689","Repomucenus planus",2386923,"Repomucenus planus (Ochiai, 1955)","species","SYNONYM","EXACT","Repomucenus planus",98,"Animalia","Chordata","Perciformes","Callionymidae","Callionymus","Callionymus planus",1,44,204,587,8511,2333601,2386922,TRUE,"Actinopterygii",2386922,NA
"16719","Lepidonotothen kempi",2385889,"Lepidonotothen kempi (Norman, 1937)","species","SYNONYM","EXACT","Lepidonotothen kempi",98,"Animalia","Chordata","Perciformes","Nototheniidae","Lepidonotothen","Lepidonotothen squamifrons",1,44,204,587,8549,2385881,2385882,TRUE,"Actinopterygii",2385882,NA
"16840","Melanotaenia rubrostriatus",11062826,"Melanotaenia rubrostriatus (Ramsay & Ogilby, 1886)","species","SYNONYM","EXACT","Melanotaenia rubrostriatus",98,"Animalia","Chordata","Atheriniformes","Melanotaeniidae","Melanotaenia","Melanotaenia rubrostriata",1,44,204,496,7174,2411649,4837080,TRUE,"Actinopterygii",4837080,NA
"16841","Melanotaenia rubrostriatus",4837080,"Melanotaenia rubrostriata (Ramsay & Ogilby, 1886)","species","ACCEPTED","FUZZY","Melanotaenia rubrostriata",94,"Animalia","Chordata","Atheriniformes","Melanotaeniidae","Melanotaenia","Melanotaenia rubrostriata",1,44,204,496,7174,2411649,4837080,FALSE,"Actinopterygii",NA,"Similarity: name=100; authorship=0; classification=-2; rank=5; status=1"
"16856","Heteroclinus flavescens",4839982,"Heteroclinus flavescens (Hutton, 1872)","species","SYNONYM","EXACT","Heteroclinus flavescens",98,"Animalia","Chordata","Perciformes","Clinidae","Cologrammus","Cologrammus flavescens",1,44,204,587,4261,2380358,2380359,TRUE,"Actinopterygii",2380359,NA
"16897","Hemistichodus mesmaekersi",2355803,"Hemistichodus mesmaekersi Poll, 1959","species","SYNONYM","EXACT","Hemistichodus mesmaekersi",98,"Animalia","Chordata","Characiformes","Distichodontidae","Monostichodus","Monostichodus mesmaekersi",1,44,204,537,2979,8100455,9296081,TRUE,"Actinopterygii",9296081,NA
"16898","Nannaethiops gracilis",5962504,"Nannaethiops gracilis (Matthes, 1964)","species","SYNONYM","EXACT","Nannaethiops gracilis",98,"Animalia","Chordata","Characiformes","Distichodontidae","Neolebias","Neolebias gracilis",1,44,204,537,2979,2355748,2355763,TRUE,"Actinopterygii",2355763,NA
"16938","Megaleporinus trifasciatus",10604213,"Megaleporinus trifasciatus (Steindachner, 1876)","species","SYNONYM","EXACT","Megaleporinus trifasciatus",98,"Animalia","Chordata","Characiformes","Anostomidae","Leporinus","Leporinus trifasciatus",1,44,204,537,7200,2352324,2355376,TRUE,"Actinopterygii",2355376,NA
"16963","Dipturus linteus",2420199,"Dipturus linteus (Fries, 1838)","species","SYNONYM","EXACT","Dipturus linteus",98,"Animalia","Chordata","Rajiformes","Rajidae","Rajella","Rajella lintea",1,44,121,884,5877,2420392,7529932,TRUE,"Elasmobranchii",7529932,NA
"16964","Dipturus linteus",2420202,"Dipturus lintea (Fries, 1838)","species","SYNONYM","FUZZY","Dipturus lintea",94,"Animalia","Chordata","Rajiformes","Rajidae","Rajella","Rajella lintea",1,44,121,884,5877,2420392,7529932,TRUE,"Elasmobranchii",7529932,"Similarity: name=100; authorship=0; classification=-2; rank=5; status=0"
"16969","Onychostoma rara",2365937,"Onychostoma rara (Linnaeus, 1933)","species","SYNONYM","EXACT","Onychostoma rara",98,"Animalia","Chordata","Cypriniformes","Cyprinidae","Onychostoma","Onychostoma rarum",1,44,204,1153,7336,2365915,2365935,TRUE,"Actinopterygii",2365935,NA
"16970","Onychostoma rara",2365935,"Onychostoma rarum (Linnaeus, 1933)","species","ACCEPTED","FUZZY","Onychostoma rarum",94,"Animalia","Chordata","Cypriniformes","Cyprinidae","Onychostoma","Onychostoma rarum",1,44,204,1153,7336,2365915,2365935,FALSE,"Actinopterygii",NA,"Similarity: name=100; authorship=0; classification=-2; rank=5; status=1"
"16972","Inia boliviensis",4351467,"Inia boliviensis d'Orbigny, 1834","species","SYNONYM","EXACT","Inia boliviensis",98,"Animalia","Chordata","Cetacea","Iniidae","Inia","Inia geoffrensis",1,44,359,733,9683,2440313,2440314,TRUE,"Mammalia",6165034,NA
"16973","Gobiobotia intermedia",2363371,"Gobiobotia intermedia Bănărescu & Nalbant, 1968","species","SYNONYM","EXACT","Gobiobotia intermedia",98,"Animalia","Chordata","Cypriniformes","Cyprinidae","Gobiobotia","Gobiobotia kolleri",1,44,204,1153,7336,2363359,2363384,TRUE,"Actinopterygii",2363384,NA
"17027","Eugnathogobius polylepis",5962105,"Eugnathogobius polylepis (Wu & Ni, 1985)","species","SYNONYM","EXACT","Eugnathogobius polylepis",98,"Animalia","Chordata","Perciformes","Gobiidae","Wuhanlinigobius","Wuhanlinigobius polylepis",1,44,204,587,4274,7923281,7422025,TRUE,"Actinopterygii",7422025,NA
"17033","Barbus castrasibutum",5206852,"Barbus castrasibutum Fowler, 1936","species","SYNONYM","EXACT","Barbus castrasibutum",98,"Animalia","Chordata","Cypriniformes","Cyprinidae","Enteromius","Enteromius castrasibutum",1,44,204,1153,7336,2363128,9373484,TRUE,"Actinopterygii",9373484,NA
"17034","Inia araguaiaensis",8039210,"Inia araguaiaensis Hrbek, Farias, Dutra & da Silva, 2014","species","SYNONYM","EXACT","Inia araguaiaensis",98,"Animalia","Chordata","Cetacea","Iniidae","Inia","Inia geoffrensis",1,44,359,733,9683,2440313,2440314,TRUE,"Mammalia",2440314,NA
"17051","Lycodes brashnikovi",5209469,"Lycodes brashnikovi Soldatov, 1918","species","SYNONYM","EXACT","Lycodes brashnikovi",98,"Animalia","Chordata","Perciformes","Zoarcidae","Lycodes","Lycodes schmidti",1,44,204,587,5079,2380703,5209442,TRUE,"Actinopterygii",5209442,NA
"17074","Okamejei powelli",2420101,"Okamejei powelli (Alcock, 1898)","species","SYNONYM","EXACT","Okamejei powelli",98,"Animalia","Chordata","Rajiformes","Rajidae","Orbiraja","Orbiraja powelli",1,44,121,884,5877,8758525,9424060,TRUE,"Elasmobranchii",9424060,NA
"17080","Pempheris flavicycla",7538086,"Pempheris flavicycla Randall, Bogorodsky & Alpermann, 2013","species","SYNONYM","EXACT","Pempheris flavicycla",98,"Animalia","Chordata","Perciformes","Pempheridae","Pempheris","Pempheris adusta",1,44,204,587,8573,2374368,2374385,TRUE,"Actinopterygii",2374385,NA
"17110","Labrisomus haitiensis",2389644,"Labrisomus haitiensis Beebe & Tee-Van, 1928","species","SYNONYM","EXACT","Labrisomus haitiensis",98,"Animalia","Chordata","Perciformes","Labrisomidae","Gobioclinus","Gobioclinus haitiensis",1,44,204,587,4280,4576287,8132988,TRUE,"Actinopterygii",8132988,NA
"17111","Labrisomus haitiensis",2389645,"Labrisomus haitensis Beebe & Tee-Van, 1928","species","SYNONYM","FUZZY","Labrisomus haitensis",92,"Animalia","Chordata","Perciformes","Labrisomidae","Gobioclinus","Gobioclinus haitiensis",1,44,204,587,4280,4576287,8132988,TRUE,"Actinopterygii",8132988,"Similarity: name=95; authorship=0; classification=-2; rank=5; status=0"
"17173","Eugnathogobius oligactis",2377538,"Eugnathogobius oligactis (Bleeker, 1875)","species","SYNONYM","EXACT","Eugnathogobius oligactis",98,"Animalia","Chordata","Perciformes","Gobiidae","Pseudogobiopsis","Pseudogobiopsis oligactis",1,44,204,587,4274,2377731,2377548,TRUE,"Actinopterygii",2377548,NA
"17197","Centropyge aurantonota",2396521,"Centropyge aurantonota Burgess, 1974","species","SYNONYM","EXACT","Centropyge aurantonota",98,"Animalia","Chordata","Perciformes","Pomacanthidae","Centropyge","Centropyge aurantonotus",1,44,204,587,4498,2396480,2396519,TRUE,"Actinopterygii",2396519,NA
"17198","Centropyge aurantonota",2396519,"Centropyge aurantonotus Burgess, 1974","species","ACCEPTED","FUZZY","Centropyge aurantonotus",94,"Animalia","Chordata","Perciformes","Pomacanthidae","Centropyge","Centropyge aurantonotus",1,44,204,587,4498,2396480,2396519,FALSE,"Actinopterygii",NA,"Similarity: name=100; authorship=0; classification=-2; rank=5; status=1"
"17199","Centropyge aurantonota",2396520,"Centropyge aurantanota Burgess, 1974","species","SYNONYM","FUZZY","Centropyge aurantanota",92,"Animalia","Chordata","Perciformes","Pomacanthidae","Centropyge","Centropyge aurantonotus",1,44,204,587,4498,2396480,2396519,TRUE,"Actinopterygii",2396519,"Similarity: name=95; authorship=0; classification=-2; rank=5; status=0"
"17204","Centropyge flavicauda",2396544,"Centropyge flavicauda Fraser-Brunner, 1933","species","SYNONYM","EXACT","Centropyge flavicauda",98,"Animalia","Chordata","Perciformes","Pomacanthidae","Centropyge","Centropyge fisheri",1,44,204,587,4498,2396480,2396483,TRUE,"Actinopterygii",2396483,NA
"17246","Lepus microtis",2436721,"Lepus microtis Heuglin, 1865","species","SYNONYM","EXACT","Lepus microtis",98,"Animalia","Chordata","Lagomorpha","Leporidae","Lepus","Lepus victoriae",1,44,359,785,9379,2436691,2436723,TRUE,"Mammalia",2436723,NA
"17293","Diapterus aureolus",2369328,"Diapterus aureolus (Jordan & Gilbert, 1882)","species","SYNONYM","EXACT","Diapterus aureolus",98,"Animalia","Chordata","Perciformes","Gerreidae","Deckertichthys","Deckertichthys aureolus",1,44,204,587,4273,7362636,8180835,TRUE,"Actinopterygii",8180835,NA
"17343","Haludaria pradhani",8181640,"Haludaria Pethiyagoda, 2013","genus","ACCEPTED","HIGHERRANK","Haludaria",94,"Animalia","Chordata","Cypriniformes","Cyprinidae","Haludaria",NA,1,44,204,1153,7336,8181640,NA,FALSE,"Actinopterygii",NA,NA
"17348","Pseudobagrus emarginatus",2338361,"Pseudobagrus emarginatus (Regan, 1913)","species","SYNONYM","EXACT","Pseudobagrus emarginatus",98,"Animalia","Chordata","Siluriformes","Bagridae","Pseudobagrus","Pseudobagrus pratti",1,44,204,708,8974,2338336,2338411,TRUE,"Actinopterygii",2338411,NA
"17349","Chanodichthys recurviceps",2367695,"Chanodichthys Bleeker, 1860","genus","ACCEPTED","HIGHERRANK","Chanodichthys",94,"Animalia","Chordata","Cypriniformes","Cyprinidae","Chanodichthys",NA,1,44,204,1153,7336,2367695,NA,FALSE,"Actinopterygii",NA,NA
"17487","Thymallus baicalolenensis",5203981,"Thymallus Linck, 1790","genus","ACCEPTED","HIGHERRANK","Thymallus",92,"Animalia","Chordata","Salmoniformes","Salmonidae","Thymallus",NA,1,44,204,1313,8615,5203981,NA,FALSE,"Actinopterygii",NA,NA
"17493","Schizothorax irregularis",2359987,"Schizothorax irregularis Day, 1877","species","SYNONYM","EXACT","Schizothorax irregularis",98,"Animalia","Chordata","Cypriniformes","Cyprinidae","Schizothorax","Schizothorax curvifrons",1,44,204,1153,7336,2363554,2359977,TRUE,"Actinopterygii",2359977,NA
"17603","Earrana",4675035,"Earrana Cameron, 1905","genus","DOUBTFUL","EXACT","Earrana",92,"Animalia","Arthropoda","Hymenoptera",NA,"Earrana",NA,1,54,216,1457,NA,4675035,NA,FALSE,"Insecta",NA,NA
"17604","Typhlogarra widdowsoni",2360526,"Typhlogarra widdowsoni Trewavas, 1955","species","SYNONYM","EXACT","Typhlogarra widdowsoni",98,"Animalia","Chordata","Cypriniformes","Cyprinidae","Garra","Garra widdowsoni",1,44,204,1153,7336,2366716,8635611,TRUE,"Actinopterygii",8635611,NA
"17605","Typhlogarra widdowsoni",2360527,"Typhlogarra widdowssoni Trewavas, 1955","species","SYNONYM","FUZZY","Typhlogarra widdowssoni",94,"Animalia","Chordata","Cypriniformes","Cyprinidae","Garra","Garra widdowsoni",1,44,204,1153,7336,2366716,8635611,TRUE,"Actinopterygii",8635611,"Similarity: name=100; authorship=0; classification=-2; rank=5; status=0"
"17626","Himantura dalyensis",5215885,"Himantura dalyensis Last & Manjaji-Matsumoto, 2008","species","SYNONYM","EXACT","Himantura dalyensis",98,"Animalia","Chordata","Myliobatiformes","Dasyatidae","Urogymnus","Urogymnus dalyensis",1,44,121,8214029,2195,2419575,9349208,TRUE,"Elasmobranchii",9349208,NA
"17675","Luciobarbus schejch",8713181,"Luciobarbus schejch Heckel, 1843","species","SYNONYM","EXACT","Luciobarbus schejch",98,"Animalia","Chordata","Cypriniformes","Cyprinidae","Luciobarbus","Luciobarbus pectoralis",1,44,204,1153,7336,2363068,5851216,TRUE,"Actinopterygii",5851216,NA
"17676","Luciobarbus schejch",10666358,"Luciobarbus scheich (Steindachner, 1897)","species","SYNONYM","FUZZY","Luciobarbus scheich",94,"Animalia","Chordata","Cypriniformes","Cyprinidae","Luciobarbus","Luciobarbus escherichii",1,44,204,1153,7336,2363068,5962730,TRUE,"Actinopterygii",5962730,"Similarity: name=100; authorship=0; classification=-2; rank=5; status=0"
"17740","Triplophysa yarkandensis",4286887,"Triplophysa yarkandensis (Day, 1877)","species","SYNONYM","EXACT","Triplophysa yarkandensis",98,"Animalia","Chordata","Cypriniformes","Nemacheilidae","Hedinichthys","Hedinichthys yarkandensis",1,44,204,1153,6759123,4837862,5962816,TRUE,"Actinopterygii",5962816,NA
"17847","Lophiodes lugubris",4284189,"Lophiodes lugubris (Alcock, 1894)","species","SYNONYM","EXACT","Lophiodes lugubris",98,"Animalia","Chordata","Lophiiformes","Lophiidae","Lophiodes","Lophiodes mutilus",1,44,204,1305,3876,2415017,2415030,TRUE,"Actinopterygii",2415030,NA
"17849","Lophius indicus",2415065,"Lophius indicus Alcock, 1889","species","SYNONYM","EXACT","Lophius indicus",98,"Animalia","Chordata","Lophiiformes","Lophiidae","Lophiomus","Lophiomus setigerus",1,44,204,1305,3876,2415060,2415061,TRUE,"Actinopterygii",2415061,NA
"17850","Nemichthys acanthonotus",2403701,"Nemichthys acanthonotus Alcock, 1894","species","SYNONYM","EXACT","Nemichthys acanthonotus",98,"Animalia","Chordata","Anguilliformes","Nemichthyidae","Nemichthys","Nemichthys scolopaceus",1,44,204,495,7169,2403685,2403686,TRUE,"Actinopterygii",2403686,NA
"17898","Chaetodon modestus",2385578,"Chaetodon modestus Temminck & Schlegel, 1844","species","SYNONYM","EXACT","Chaetodon modestus",98,"Animalia","Chordata","Perciformes","Chaetodontidae","Roa","Roa modesta",1,44,204,587,8517,2385623,2385628,TRUE,"Actinopterygii",2385628,NA
"17941","Oostethus manadensis",2332700,"Oostethus Hubbs, 1929","genus","ACCEPTED","HIGHERRANK","Oostethus",94,"Animalia","Chordata","Syngnathiformes","Syngnathidae","Oostethus",NA,1,44,204,773,5901,2332700,NA,FALSE,"Actinopterygii",NA,NA
"17955","Periophthalmus cantonensis",2376965,"Periophthalmus cantonensis (Osbeck, 1765)","species","SYNONYM","EXACT","Periophthalmus cantonensis",98,"Animalia","Chordata","Perciformes","Gobiidae","Periophthalmus","Periophthalmus modestus",1,44,204,587,4274,2376952,2376979,TRUE,"Actinopterygii",2376979,NA
"18031","Glyptocephalus kitaharae",5213946,"Glyptocephalus kitaharai (Jordan & Starks, 1904)","species","SYNONYM","FUZZY","Glyptocephalus kitaharai",94,"Animalia","Chordata","Pleuronectiformes","Pleuronectidae","Tanakius","Tanakius kitaharae",1,44,204,588,8611,2409156,2409157,TRUE,"Actinopterygii",2409157,NA
"18041","Planiliza parmata",11088156,"Planiliza parmata (Cantor, 1849)","species","SYNONYM","EXACT","Planiliza parmata",98,"Animalia","Chordata","Mugiliformes","Mugilidae","Paramugil","Paramugil parmatus",1,44,204,1067,8473,2400852,2400853,TRUE,"Actinopterygii",2400853,NA
"18043","Hemibagrus capitulum",8329430,"Hemibagrus capitulum (Popta, 1906)","species","SYNONYM","EXACT","Hemibagrus capitulum",98,"Animalia","Chordata","Siluriformes","Bagridae","Hemibagrus","Hemibagrus fortis",1,44,204,708,8974,2338170,2338190,TRUE,"Actinopterygii",2338190,NA
"18046","Laemolyta petiti",2355452,"Laemolyta petiti Géry, 1964","species","SYNONYM","EXACT","Laemolyta petiti",98,"Animalia","Chordata","Characiformes","Anostomidae","Laemolyta","Laemolyta fernandezi",1,44,204,537,7200,2355434,2355444,TRUE,"Actinopterygii",2355444,NA
"18079","Odontanthias perumali",2389059,"Odontanthias Bleeker, 1873","genus","ACCEPTED","HIGHERRANK","Odontanthias",94,"Animalia","Chordata","Perciformes","Serranidae","Odontanthias",NA,1,44,204,587,8597,2389059,NA,FALSE,"Actinopterygii",NA,NA
"18095","Plectorhinchus unicolor",2382662,"Plectorhinchus unicolor (Macleay, 1883)","species","SYNONYM","EXACT","Plectorhinchus unicolor",98,"Animalia","Chordata","Perciformes","Haemulidae","Plectorhinchus","Plectorhinchus schotaf",1,44,204,587,4276,2382617,2382663,TRUE,"Actinopterygii",2382663,NA
"18172","Paracanthocobitis aurea",4837866,"Paracanthocobitis Grant, 2007","genus","ACCEPTED","HIGHERRANK","Paracanthocobitis",94,"Animalia","Chordata","Cypriniformes","Nemacheilidae","Paracanthocobitis",NA,1,44,204,1153,6759123,4837866,NA,FALSE,"Actinopterygii",NA,NA
"18225","Varicorhinus longidorsalis",2361072,"Varicorhinus longidorsalis Pellegrin, 1935","species","SYNONYM","EXACT","Varicorhinus longidorsalis",98,"Animalia","Chordata","Cypriniformes","Cyprinidae","Labeobarbus","Labeobarbus longidorsalis",1,44,204,1153,7336,8078638,9619435,TRUE,"Actinopterygii",9619435,NA
"18227","Chrysichthys congicus",2337435,"Chrysichthys Bleeker, 1858","genus","ACCEPTED","HIGHERRANK","Chrysichthys",94,"Animalia","Chordata","Siluriformes","Claroteidae","Chrysichthys",NA,1,44,204,708,8979,2337435,NA,FALSE,"Actinopterygii",NA,NA
"18241","Cyphomyrus psittacus",2402687,"Cyphomyrus psittacus (Boulenger, 1897)","species","SYNONYM","EXACT","Cyphomyrus psittacus",98,"Animalia","Chordata","Osteoglossiformes","Mormyridae","Hippopotamyrus","Hippopotamyrus psittacus",1,44,204,1069,8484,2402643,2402683,TRUE,"Actinopterygii",2402683,NA
"18257","Nanochromis dimidiatus",2371570,"Nanochromis dimidiatus (Pellegrin, 1900)","species","SYNONYM","EXACT","Nanochromis dimidiatus",98,"Animalia","Chordata","Perciformes","Cichlidae","Congochromis","Congochromis dimidiatus",1,44,204,587,8522,2371557,2371566,TRUE,"Actinopterygii",2371566,NA
"18259","Pollimyrus osborni",11068448,"Pollimyrus osborni (Nichols & Griscom, 1917)","species","SYNONYM","EXACT","Pollimyrus osborni",98,"Animalia","Chordata","Osteoglossiformes","Mormyridae","Pollimyrus","Pollimyrus isidori",1,44,204,1069,8484,2402582,4286680,TRUE,"Actinopterygii",4286680,NA
"18260","Pollimyrus osborni",7825777,"Pollimyrus osbornii (Nichols & Griscom, 1917)","species","SYNONYM","FUZZY","Pollimyrus osbornii",94,"Animalia","Chordata","Osteoglossiformes","Mormyridae","Pollimyrus","Pollimyrus isidori",1,44,204,1069,8484,2402582,4286680,TRUE,"Actinopterygii",4286680,"Similarity: name=100; authorship=0; classification=-2; rank=5; status=0"
"18269","Congopanchax myersi",2349921,"Congopanchax myersi (Poll, 1952)","species","SYNONYM","EXACT","Congopanchax myersi",98,"Animalia","Chordata","Cyprinodontiformes","Poeciliidae","Poropanchax","Poropanchax myersi",1,44,204,547,7659,2350517,2349919,TRUE,"Actinopterygii",2349919,NA
"18284","Symphysodon haraldi",5852874,"Symphysodon haraldi Schultz, 1960","species","SYNONYM","EXACT","Symphysodon haraldi",98,"Animalia","Chordata","Perciformes","Cichlidae","Symphysodon","Symphysodon aequifasciatus",1,44,204,587,8522,2370187,5208133,TRUE,"Actinopterygii",5208133,NA
"18287","Pundamilia nyererei",2373695,"Pundamilia nyererei (Witte-Maas & Witte, 1985)","species","SYNONYM","EXACT","Pundamilia nyererei",98,"Animalia","Chordata","Perciformes","Cichlidae","Haplochromis","Haplochromis nyererei",1,44,204,587,8522,2373265,2373693,TRUE,"Actinopterygii",2373693,NA
"18288","Pundamilia nyererei",2373694,"Pundamilia nyerere (Witte-Maas & Witte, 1985)","species","SYNONYM","FUZZY","Pundamilia nyerere",92,"Animalia","Chordata","Perciformes","Cichlidae","Haplochromis","Haplochromis nyererei",1,44,204,587,8522,2373265,2373693,TRUE,"Actinopterygii",2373693,"Similarity: name=95; authorship=0; classification=-2; rank=5; status=0"
"18313","Zacco acanthogenys",2365789,"Zacco acanthogenys Boulenger, 1901","species","SYNONYM","EXACT","Zacco acanthogenys",98,"Animalia","Chordata","Cypriniformes","Cyprinidae","Zacco","Zacco acutipinnis",1,44,204,1153,7336,2365782,7776400,TRUE,"Actinopterygii",7776400,NA
"18329","Panaqolus tankei",2339412,"Panaqolus Isbrücker & Schraml, 2001","genus","ACCEPTED","HIGHERRANK","Panaqolus",94,"Animalia","Chordata","Siluriformes","Loricariidae","Panaqolus",NA,1,44,204,708,5158,2339412,NA,FALSE,"Actinopterygii",NA,NA
"18338","Bengana rendahli",5962649,"Bangana rendahli (Kimura, 1934)","species","ACCEPTED","FUZZY","Bangana rendahli",84,"Animalia","Chordata","Cypriniformes","Cyprinidae","Bangana","Bangana rendahli",1,44,204,1153,7336,2361254,5962649,FALSE,"Actinopterygii",NA,NA
"18343","Coelonotus leiaspis",5201011,"Coelonotus leiaspis (Bleeker, 1854)","species","SYNONYM","EXACT","Coelonotus leiaspis",98,"Animalia","Chordata","Syngnathiformes","Syngnathidae","Microphis","Microphis leiaspis",1,44,204,773,5901,2333216,5201007,TRUE,"Actinopterygii",5201007,NA
"18350","Symphysodon aequifasciata",5208137,"Symphysodon aequifasciata Pellegrin, 1904","species","SYNONYM","EXACT","Symphysodon aequifasciata",98,"Animalia","Chordata","Perciformes","Cichlidae","Symphysodon","Symphysodon aequifasciatus",1,44,204,587,8522,2370187,5208133,TRUE,"Actinopterygii",5208133,NA
"18351","Symphysodon aequifasciata",5208133,"Symphysodon aequifasciatus Pellegrin, 1904","species","ACCEPTED","FUZZY","Symphysodon aequifasciatus",94,"Animalia","Chordata","Perciformes","Cichlidae","Symphysodon","Symphysodon aequifasciatus",1,44,204,587,8522,2370187,5208133,FALSE,"Actinopterygii",NA,"Similarity: name=100; authorship=0; classification=-2; rank=5; status=1"
"18381","Opsariichthys acutipinnis",7767287,"Opsariichthys acutipinnis (Bleeker, 1871)","species","SYNONYM","EXACT","Opsariichthys acutipinnis",98,"Animalia","Chordata","Cypriniformes","Cyprinidae","Zacco","Zacco acutipinnis",1,44,204,1153,7336,2365782,7776400,TRUE,"Actinopterygii",7776400,NA
"18388","Gonorhynchus diplochilus",10581645,"Gonorhynchus diplochilus","species","DOUBTFUL","EXACT","Gonorhynchus diplochilus",97,"Animalia","Chordata","Cypriniformes","Cyprinidae","Crossocheilus","Gonorhynchus diplochilus",1,44,204,1153,7336,2361914,10581645,FALSE,"Actinopterygii",NA,NA
"18441","Hemiculter eigenmanni",2367291,"Hemiculter eigenmanni (Jordan & Metz, 1913)","species","SYNONYM","EXACT","Hemiculter eigenmanni",98,"Animalia","Chordata","Cypriniformes","Cyprinidae","Hemiculter","Hemiculter leucisculus",1,44,204,1153,7336,2367274,2367280,TRUE,"Actinopterygii",2367280,NA
"18540","Callochromis stappersii",2369720,"Callochromis stappersii (Boulenger, 1914)","species","SYNONYM","EXACT","Callochromis stappersii",98,"Animalia","Chordata","Perciformes","Cichlidae","Callochromis","Callochromis pleurospilus",1,44,204,587,8522,2369715,2369716,TRUE,"Actinopterygii",2369716,NA
"18547","Chanodichthys ilishaeformis",2367695,"Chanodichthys Bleeker, 1860","genus","ACCEPTED","HIGHERRANK","Chanodichthys",94,"Animalia","Chordata","Cypriniformes","Cyprinidae","Chanodichthys",NA,1,44,204,1153,7336,2367695,NA,FALSE,"Actinopterygii",NA,NA
