"","query","usagekey","scientificname","rank","status","matchtype","canonicalname","confidence","kingdom","phylum","order","family","genus","species","kingdomkey","phylumkey","classkey","orderkey","familykey","genuskey","specieskey","synonym","class","acceptedusagekey","note"
"4254","Mulloidichthys auriflamma",2396752,"Mulloidichthys auriflamma (Forsskål, 1775)","species","SYNONYM","EXACT","Mulloidichthys auriflamma",98,"Animalia","Chordata","Perciformes","Mullidae","Parupeneus","Parupeneus forsskali",1,44,204,587,4287,2396603,2396749,TRUE,"Actinopterygii",2396749,NA
"4272","Pseudoxenomystax albescens",2403268,"Pseudoxenomystax albescens (Barnard, 1923)","species","SYNONYM","EXACT","Pseudoxenomystax albescens",98,"Animalia","Chordata","Anguilliformes","Congridae","Bassanago","Bassanago albescens",1,44,204,495,2951,2403278,2403271,TRUE,"Actinopterygii",2403271,NA
"4295","Dipturus chilensis",2419788,"Dipturus chilensis (Guichenot, 1848)","species","SYNONYM","EXACT","Dipturus chilensis",98,"Animalia","Chordata","Rajiformes","Rajidae","Zearaja","Zearaja chilensis",1,44,121,884,5877,2419779,2419781,TRUE,"Elasmobranchii",2419781,NA
"4296","Dipturus chilensis",10844638,"Dipturus chinensis (Basilewsky, 1855)","species","ACCEPTED","FUZZY","Dipturus chinensis",92,"Animalia","Chordata","Rajiformes","Rajidae","Dipturus","Dipturus chinensis",1,44,121,884,5877,2420137,10844638,FALSE,"Elasmobranchii",NA,"Similarity: name=95; authorship=0; classification=-2; rank=5; status=1"
"4350","Rhamdia sapo",2343788,"Rhamdia sapo (Valenciennes, 1836)","species","SYNONYM","EXACT","Rhamdia sapo",98,"Animalia","Chordata","Siluriformes","Heptapteridae","Rhamdia","Rhamdia quelen",1,44,204,708,9226,2338759,2343735,TRUE,"Actinopterygii",2343735,NA
"4445","Gonostoma elongatum",5203363,"Gonostoma elongatum Günther, 1878","species","SYNONYM","EXACT","Gonostoma elongatum",98,"Animalia","Chordata","Stomiiformes","Gonostomatidae","Sigmops","Sigmops elongatus",1,44,204,774,5905,2347420,2347408,TRUE,"Actinopterygii",2347408,NA
"4446","Gonostoma elongatum",8307405,"Gonostoma elongatus Günther, 1878","species","SYNONYM","FUZZY","Gonostoma elongatus",94,"Animalia","Chordata","Stomiiformes","Gonostomatidae","Sigmops","Sigmops elongatus",1,44,204,774,5905,2347420,2347408,TRUE,"Actinopterygii",2347408,"Similarity: name=100; authorship=0; classification=-2; rank=5; status=0"
"4492","Lampanyctus cuprarius",2405607,"Lampanyctus cuprarius Tåning, 1928","species","SYNONYM","EXACT","Lampanyctus cuprarius",98,"Animalia","Chordata","Myctophiformes","Myctophidae","Nannobrachium","Nannobrachium cuprarium",1,44,204,1306,4217,2405600,2405606,TRUE,"Actinopterygii",2405606,NA
"4493","Lampanyctus cuprarius",8601001,"Lampanyctus cupriarius Taaning, 1928","species","ACCEPTED","FUZZY","Lampanyctus cupriarius",92,"Animalia","Chordata","Myctophiformes","Myctophidae","Lampanyctus","Lampanyctus cupriarius",1,44,204,1306,4217,2405956,8601001,FALSE,"Actinopterygii",NA,"Similarity: name=95; authorship=0; classification=-2; rank=5; status=1"
"4509","Pseudonezumia flagellicauda",2416828,"Pseudonezumia flagellicauda (Koefoed, 1927)","species","SYNONYM","EXACT","Pseudonezumia flagellicauda",98,"Animalia","Chordata","Gadiformes","Macrouridae","Paracetonurus","Paracetonurus flagellicauda",1,44,204,549,6978,2416826,2416827,TRUE,"Actinopterygii",2416827,NA
"4554","Diplomystes mesembrinus",2341860,"Diplomystes mesembrinus Ringuelet, 1982","species","SYNONYM","EXACT","Diplomystes mesembrinus",98,"Animalia","Chordata","Siluriformes","Diplomystidae","Olivaichthys","Olivaichthys mesembrinus",1,44,204,708,5149,2341857,2341858,TRUE,"Actinopterygii",2341858,NA
"4590","Megaleporinus obtusidens",10510467,"Megaleporinus obtusidens (Valenciennes, 1837)","species","SYNONYM","EXACT","Megaleporinus obtusidens",98,"Animalia","Chordata","Characiformes","Anostomidae","Leporinus","Leporinus obtusidens",1,44,204,537,7200,2352324,2355367,TRUE,"Actinopterygii",2355367,NA
"4593","Leporinus silvestrii",2355371,"Leporinus silvestrii Boulenger, 1902","species","SYNONYM","EXACT","Leporinus silvestrii",98,"Animalia","Chordata","Characiformes","Anostomidae","Leporinus","Leporinus obtusidens",1,44,204,537,7200,2352324,2355367,TRUE,"Actinopterygii",2355367,NA
"4599","Megaleporinus reinhardti",9871114,"Megaleporinus reinhardti (Lütken, 1875)","species","SYNONYM","EXACT","Megaleporinus reinhardti",98,"Animalia","Chordata","Characiformes","Anostomidae","Leporinus","Leporinus reinhardti",1,44,204,537,7200,2352324,2355427,TRUE,"Actinopterygii",2355427,NA
"4693","Lepidonotothen nudifrons",2385891,"Lepidonotothen nudifrons (Lönnberg, 1905)","species","SYNONYM","EXACT","Lepidonotothen nudifrons",98,"Animalia","Chordata","Perciformes","Nototheniidae","Lindbergichthys","Lindbergichthys nudifrons",1,44,204,587,8549,2386002,2385892,TRUE,"Actinopterygii",2385892,NA
"4694","Lepidonotothen larseni",2385896,"Lepidonotothen larseni (Lönnberg, 1905)","species","SYNONYM","EXACT","Lepidonotothen larseni",98,"Animalia","Chordata","Perciformes","Nototheniidae","Nototheniops","Nototheniops larseni",1,44,204,587,8549,2385942,2385898,TRUE,"Actinopterygii",2385898,NA
"4699","Muraenolepis marmoratus",2415429,"Muraenolepis marmoratus Günther, 1880","species","SYNONYM","EXACT","Muraenolepis marmoratus",98,"Animalia","Chordata","Gadiformes","Muraenolepididae","Muraenolepis","Muraenolepis marmorata",1,44,204,549,7664,2415419,2415427,TRUE,"Actinopterygii",2415427,NA
"4700","Muraenolepis marmoratus",2415427,"Muraenolepis marmorata Günther, 1880","species","ACCEPTED","FUZZY","Muraenolepis marmorata",94,"Animalia","Chordata","Gadiformes","Muraenolepididae","Muraenolepis","Muraenolepis marmorata",1,44,204,549,7664,2415419,2415427,FALSE,"Actinopterygii",NA,"Similarity: name=100; authorship=0; classification=-2; rank=5; status=1"
"4701","Muraenolepis marmoratus",2415428,"Muraenolepis maemoratus Günther, 1880","species","SYNONYM","FUZZY","Muraenolepis maemoratus",92,"Animalia","Chordata","Gadiformes","Muraenolepididae","Muraenolepis","Muraenolepis marmorata",1,44,204,549,7664,2415419,2415427,TRUE,"Actinopterygii",2415427,"Similarity: name=95; authorship=0; classification=-2; rank=5; status=0"
"4725","Raja pulchra",5216050,"Raja pulchra Liu, 1932","species","SYNONYM","EXACT","Raja pulchra",98,"Animalia","Chordata","Rajiformes","Rajidae","Beringraja","Beringraja pulchra",1,44,121,884,5877,7554168,9354970,TRUE,"Elasmobranchii",9354970,NA
"4732","Pungitius kaibarae",5204687,"Pungitius kaibarae (Tanaka, 1915)","species","SYNONYM","EXACT","Pungitius kaibarae",98,"Animalia","Chordata","Gasterosteiformes","Gasterosteidae","Pungitius","Pungitius sinensis",1,44,204,550,7666,5204682,5204684,TRUE,"Actinopterygii",5204684,NA
"4756","Channa diplogramme",2391459,"Channa diplogramme (Day, 1865)","species","SYNONYM","EXACT","Channa diplogramme",98,"Animalia","Chordata","Perciformes","Channidae","Channa","Channa diplogramma",1,44,204,587,4259,2387196,2391501,TRUE,"Actinopterygii",2391501,NA
"4757","Channa diplogramme",2391501,"Channa diplogramma (Day, 1865)","species","ACCEPTED","FUZZY","Channa diplogramma",92,"Animalia","Chordata","Perciformes","Channidae","Channa","Channa diplogramma",1,44,204,587,4259,2387196,2391501,FALSE,"Actinopterygii",NA,"Similarity: name=95; authorship=0; classification=-2; rank=5; status=1"
"4828","Ixinandria montebelloi",2339564,"Ixinandria montebelloi (Fowler, 1940)","species","SYNONYM","EXACT","Ixinandria montebelloi",98,"Animalia","Chordata","Siluriformes","Loricariidae","Ixinandria","Ixinandria steinbachi",1,44,204,708,5158,2339563,2339566,TRUE,"Actinopterygii",2339566,NA
"4833","Otocinclus affinis",2339313,"Otocinclus affinis Steindachner, 1877","species","SYNONYM","EXACT","Otocinclus affinis",98,"Animalia","Chordata","Siluriformes","Loricariidae","Macrotocinclus","Macrotocinclus affinis",1,44,204,708,5158,2339311,2339312,TRUE,"Actinopterygii",2339312,NA
"4841","Pareiorhaphis calmoni",2340188,"Pareiorhaphis Miranda Ribeiro, 1918","genus","ACCEPTED","HIGHERRANK","Pareiorhaphis",94,"Animalia","Chordata","Siluriformes","Loricariidae","Pareiorhaphis",NA,1,44,204,708,5158,2340188,NA,FALSE,"Actinopterygii",NA,NA
"4876","Bathypterois mediterraneus",2401368,"Bathypterois mediterraneus Bauchot, 1962","species","SYNONYM","EXACT","Bathypterois mediterraneus",98,"Animalia","Chordata","Aulopiformes","Ipnopidae","Bathypterois","Bathypterois dubius",1,44,204,497,7184,2401340,2401366,TRUE,"Actinopterygii",2401366,NA
"4937","Hypoptopoma bilobatum",2339377,"Hypoptopoma bilobatum Cope, 1870","species","SYNONYM","EXACT","Hypoptopoma bilobatum",98,"Animalia","Chordata","Siluriformes","Loricariidae","Hypoptopoma","Hypoptopoma thoracatum",1,44,204,708,5158,2339375,2339390,TRUE,"Actinopterygii",2339390,NA
"4957","Lycodes brevicaudus",5209454,"Lycodes brevicaudus Taranetz & Andriashev, 1935","species","SYNONYM","EXACT","Lycodes brevicaudus",98,"Animalia","Chordata","Perciformes","Zoarcidae","Lycodes","Lycodes tanakae",1,44,204,587,5079,2380703,5209451,TRUE,"Actinopterygii",5209451,NA
"4958","Lycodes brevicaudus",5209453,"Lycodes brevicauda Taranetz & Andriashev, 1935","species","SYNONYM","FUZZY","Lycodes brevicauda",94,"Animalia","Chordata","Perciformes","Zoarcidae","Lycodes","Lycodes tanakae",1,44,204,587,5079,2380703,5209451,TRUE,"Actinopterygii",5209451,"Similarity: name=100; authorship=0; classification=-2; rank=5; status=0"
"4959","Lycodes multifasciatus",5209365,"Lycodes multifasciatus Schmidt, 1950","species","SYNONYM","EXACT","Lycodes multifasciatus",98,"Animalia","Chordata","Perciformes","Zoarcidae","Lycodes","Lycodes fasciatus",1,44,204,587,5079,2380703,5209364,TRUE,"Actinopterygii",5209364,NA
"4961","Lycodes knipowitschi",5209406,"Lycodes knipowitschi Popov, 1931","species","SYNONYM","EXACT","Lycodes knipowitschi",98,"Animalia","Chordata","Perciformes","Zoarcidae","Lycodes","Lycodes mucosus",1,44,204,587,5079,2380703,5209405,TRUE,"Actinopterygii",5209405,NA
"4968","Petroschmidtia albonotatus",2380743,"Petroschmidtia albonotata Taranetz & Andriashev, 1934","species","SYNONYM","FUZZY","Petroschmidtia albonotata",95,"Animalia","Chordata","Perciformes","Zoarcidae","Lycodes","Lycodes albonotatus",1,44,204,587,5079,2380703,5209382,TRUE,"Actinopterygii",5209382,NA
"4969","Archamia fucata",2397412,"Archamia fucata (Cantor, 1849)","species","SYNONYM","EXACT","Archamia fucata",98,"Animalia","Chordata","Perciformes","Apogonidae","Taeniamia","Taeniamia fucata",1,44,204,587,4236,7485483,7614042,TRUE,"Actinopterygii",7614042,NA
"4970","Archamia fucata",2397416,"Archamia fuctata (Cantor, 1849)","species","SYNONYM","FUZZY","Archamia fuctata",92,"Animalia","Chordata","Perciformes","Apogonidae","Taeniamia","Taeniamia fucata",1,44,204,587,4236,7485483,7614042,TRUE,"Actinopterygii",7614042,"Similarity: name=95; authorship=0; classification=-2; rank=5; status=0"
"4974","Cryptocentroides cristatus",4285924,"Cryptocentroides cristatus (Macleay, 1881)","species","SYNONYM","EXACT","Cryptocentroides cristatus",98,"Animalia","Chordata","Perciformes","Gobiidae","Cryptocentroides","Cryptocentroides gobioides",1,44,204,587,4274,2377280,2376277,TRUE,"Actinopterygii",2376277,NA
"5000","Planiliza haematocheilus",9377860,"Planiliza haematocheila (Temminck & Schlegel, 1845)","species","ACCEPTED","FUZZY","Planiliza haematocheila",96,"Animalia","Chordata","Mugiliformes","Mugilidae","Planiliza","Planiliza haematocheila",1,44,204,1067,8473,4835954,9377860,FALSE,"Actinopterygii",NA,NA
"5004","Moolgarda cunnesius",2400964,"Moolgarda cunnesius (Valenciennes, 1836)","species","SYNONYM","EXACT","Moolgarda cunnesius",98,"Animalia","Chordata","Mugiliformes","Mugilidae","Osteomugil","Osteomugil cunnesius",1,44,204,1067,8473,4840681,9446723,TRUE,"Actinopterygii",9446723,NA
"5066","Dasyatis parvonigra",2419485,"Dasyatis parvonigra Last & White, 2008","species","SYNONYM","EXACT","Dasyatis parvonigra",98,"Animalia","Chordata","Myliobatiformes","Dasyatidae","Hemitrygon","Hemitrygon parvonigra",1,44,121,8214029,2195,2419708,9554944,TRUE,"Elasmobranchii",9554944,NA
"5068","Dasyatis lata",2419458,"Dasyatis lata (Garman, 1880)","species","SYNONYM","EXACT","Dasyatis lata",98,"Animalia","Chordata","Myliobatiformes","Dasyatidae","Bathytoshia","Bathytoshia lata",1,44,121,8214029,2195,2419434,9568834,TRUE,"Elasmobranchii",9568834,NA
"5069","Dasyatis lata",2419461,"Dasyatis latus (Garman, 1880)","species","SYNONYM","FUZZY","Dasyatis latus",94,"Animalia","Chordata","Myliobatiformes","Dasyatidae","Bathytoshia","Bathytoshia lata",1,44,121,8214029,2195,2419434,9568834,TRUE,"Elasmobranchii",9568834,"Similarity: name=100; authorship=0; classification=-2; rank=5; status=0"
"5072","Dipturus lemprieri",2420184,"Dipturus lemprieri (Richardson, 1845)","species","SYNONYM","EXACT","Dipturus lemprieri",98,"Animalia","Chordata","Rajiformes","Rajidae","Dentiraja","Dentiraja lemprieri",1,44,121,884,5877,2420461,5784874,TRUE,"Elasmobranchii",5784874,NA
"5073","Dipturus confusus",2420150,"Dipturus confusus Last, 2008","species","SYNONYM","EXACT","Dipturus confusus",98,"Animalia","Chordata","Rajiformes","Rajidae","Dentiraja","Dentiraja confusa",1,44,121,884,5877,2420461,9350393,TRUE,"Elasmobranchii",9350393,NA
"5094","Aetoplatea zonura",2420554,"Aetoplatea zonura Bleeker, 1852","species","SYNONYM","EXACT","Aetoplatea zonura",98,"Animalia","Chordata","Myliobatiformes","Gymnuridae","Gymnura","Gymnura zonura",1,44,121,8214029,2194,2420504,5216236,TRUE,"Elasmobranchii",5216236,NA
"5095","Aetoplatea zonura",2420555,"Aetoplatea zonurus Bleeker, 1852","species","SYNONYM","FUZZY","Aetoplatea zonurus",94,"Animalia","Chordata","Myliobatiformes","Gymnuridae","Gymnura","Gymnura zonura",1,44,121,8214029,2194,2420504,5216236,TRUE,"Elasmobranchii",5216236,"Similarity: name=100; authorship=0; classification=-2; rank=5; status=0"
"5105","Himantura gerrardi",5215880,"Himantura gerrardi (Gray, 1851)","species","SYNONYM","EXACT","Himantura gerrardi",98,"Animalia","Chordata","Myliobatiformes","Dasyatidae","Maculabatis","Maculabatis gerrardi",1,44,121,8214029,2195,8678289,9590829,TRUE,"Elasmobranchii",9590829,NA
"5106","Himantura gerrardi",5215883,"Himantura gerrardii (Gray, 1851)","species","SYNONYM","FUZZY","Himantura gerrardii",94,"Animalia","Chordata","Myliobatiformes","Dasyatidae","Maculabatis","Maculabatis gerrardi",1,44,121,8214029,2195,8678289,9590829,TRUE,"Elasmobranchii",9590829,"Similarity: name=100; authorship=0; classification=-2; rank=5; status=0"
"5110","Himantura toshi",5215887,"Himantura toshi Whitley, 1939","species","SYNONYM","EXACT","Himantura toshi",98,"Animalia","Chordata","Myliobatiformes","Dasyatidae","Maculabatis","Maculabatis toshi",1,44,121,8214029,2195,8678289,9488643,TRUE,"Elasmobranchii",9488643,NA
"5111","Himantura walga",5215924,"Himantura walga (Müller & Henle, 1841)","species","SYNONYM","EXACT","Himantura walga",98,"Animalia","Chordata","Myliobatiformes","Dasyatidae","Brevitrygon","Brevitrygon walga",1,44,121,8214029,2195,8477381,9623595,TRUE,"Elasmobranchii",9623595,NA
"5197","Dipturus maugeanus",10772555,"Dipturus maugeana Last & Gledhill, 2007","species","ACCEPTED","FUZZY","Dipturus maugeana",96,"Animalia","Chordata","Rajiformes","Rajidae","Dipturus","Dipturus maugeana",1,44,121,884,5877,2420137,10772555,FALSE,"Elasmobranchii",NA,NA
"5198","Bathylagus stilbius",2410967,"Bathylagus stilbius (Gilbert, 1890)","species","SYNONYM","EXACT","Bathylagus stilbius",98,"Animalia","Chordata","Osmeriformes","Bathylagidae","Leuroglossus","Leuroglossus stilbius",1,44,204,1068,4223,2410948,2410951,TRUE,"Actinopterygii",2410951,NA
"5216","Barilius barna",2363278,"Barilius barna (Hamilton, 1822)","species","SYNONYM","EXACT","Barilius barna",98,"Animalia","Chordata","Cypriniformes","Cyprinidae","Opsarius","Opsarius barna",1,44,204,1153,7336,5205416,5787933,TRUE,"Actinopterygii",5787933,NA
"5217","Barilius barna",2363286,"Barilius barana (Hamilton, 1822)","species","SYNONYM","FUZZY","Barilius barana",92,"Animalia","Chordata","Cypriniformes","Cyprinidae","Opsarius","Opsarius barna",1,44,204,1153,7336,5205416,5787933,TRUE,"Actinopterygii",5787933,"Similarity: name=95; authorship=0; classification=-2; rank=5; status=0"
"5218","Barilius barna",2363313,"Barilius barila (Hamilton, 1822)","species","ACCEPTED","FUZZY","Barilius barila",90,"Animalia","Chordata","Cypriniformes","Cyprinidae","Barilius","Barilius barila",1,44,204,1153,7336,2363256,2363313,FALSE,"Actinopterygii",NA,"Similarity: name=90; authorship=0; classification=-2; rank=5; status=1"
"5248","Hermosilla azurea",2381202,"Hermosilla azurea Jenkins & Evermann, 1889","species","SYNONYM","EXACT","Hermosilla azurea",98,"Animalia","Chordata","Perciformes","Kyphosidae","Kyphosus","Kyphosus azureus",1,44,204,587,4279,2381286,8173912,TRUE,"Actinopterygii",8173912,NA
"5292","Amblyceps mucronatum",2342860,"Amblyceps mucronatum Ng & Kottelat, 2000","species","SYNONYM","EXACT","Amblyceps mucronatum",98,"Animalia","Chordata","Siluriformes","Amblycipitidae","Amblyceps","Amblyceps caecutiens",1,44,204,708,8636,2342007,2342858,TRUE,"Actinopterygii",2342858,NA
"5336","Delphinus capensis",2440647,"Delphinus capensis Gray, 1828","species","SYNONYM","EXACT","Delphinus capensis",97,"Animalia","Chordata","Cetacea","Delphinidae","Delphinus","Delphinus delphis",1,44,359,733,5314,2440326,8324617,TRUE,"Mammalia",8324617,NA
"5337","Delphinus capensis",8057970,"Delphinus capensis Rapp, 1837","species","DOUBTFUL","EXACT","Delphinus capensis",95,"Animalia","Chordata","Cetacea","Delphinidae","Delphinus","Delphinus capensis",1,44,359,733,5314,2440326,8057970,FALSE,"Mammalia",NA,"Similarity: name=110; authorship=0; classification=-2; rank=5; status=-5"
"5362","Myzopsetta ferruginea",2409295,"Myzopsetta Gill, 1861","genus","SYNONYM","HIGHERRANK","Myzopsetta",94,"Animalia","Chordata","Pleuronectiformes","Pleuronectidae","Limanda",NA,1,44,204,588,8611,5213949,NA,TRUE,"Actinopterygii",5213949,NA
"5401","Dagetichthys lusitanica",10979223,"Dagetichthys lusitanica (de Brito Capello, 1868)","species","SYNONYM","EXACT","Dagetichthys lusitanica",98,"Animalia","Chordata","Pleuronectiformes","Soleidae","Dagetichthys","Dagetichthys lusitanicus",1,44,204,588,8612,2410033,5962327,TRUE,"Actinopterygii",5962327,NA
"5402","Dagetichthys lusitanica",5962327,"Dagetichthys lusitanicus (de Brito Capello, 1868)","species","ACCEPTED","FUZZY","Dagetichthys lusitanicus",94,"Animalia","Chordata","Pleuronectiformes","Soleidae","Dagetichthys","Dagetichthys lusitanicus",1,44,204,588,8612,2410033,5962327,FALSE,"Actinopterygii",NA,"Similarity: name=100; authorship=0; classification=-2; rank=5; status=1"
"5503","Lampetra appendix",5216504,"Lampetra appendix (DeKay, 1842)","species","SYNONYM","EXACT","Lampetra appendix",98,"Animalia","Chordata","Petromyzontiformes","Petromyzontidae","Lethenteron","Lethenteron appendix",1,44,239,771,2212,2421216,2421396,TRUE,"Cephalaspidomorphi",2421396,NA
"5619","Dasyatis microps",2419536,"Dasyatis microps (Annandale, 1908)","species","SYNONYM","EXACT","Dasyatis microps",98,"Animalia","Chordata","Myliobatiformes","Dasyatidae","Megatrygon","Megatrygon microps",1,44,121,8214029,2195,8523903,9494196,TRUE,"Elasmobranchii",9494196,NA
"5662","Coryphopterus bol",2377824,"Coryphopterus bol Victor, 2008","species","SYNONYM","EXACT","Coryphopterus bol",98,"Animalia","Chordata","Perciformes","Gobiidae","Coryphopterus","Coryphopterus venezuelae",1,44,204,587,4274,2377815,2377825,TRUE,"Actinopterygii",2377825,NA
"5695","Lutjanus lineatus",2384742,"Lutjanus lineolatus (Rüppell, 1829)","species","SYNONYM","FUZZY","Lutjanus lineolatus",92,"Animalia","Chordata","Perciformes","Lutjanidae","Lutjanus","Lutjanus lutjanus",1,44,204,587,8542,2356953,2384741,TRUE,"Actinopterygii",2384741,NA
"5703","Epinephelus fario",2388227,"Epinephelus fario (Thunberg, 1793)","species","SYNONYM","EXACT","Epinephelus fario",98,"Animalia","Chordata","Perciformes","Serranidae","Epinephelus","Epinephelus longispinis",1,44,204,587,8597,2335319,2388226,TRUE,"Actinopterygii",2388226,NA
"5735","Glyptothorax dakpathari",2341352,"Glyptothorax dakpathari Tilak & Husain, 1976","species","SYNONYM","EXACT","Glyptothorax dakpathari",98,"Animalia","Chordata","Siluriformes","Sisoridae","Glyptothorax","Glyptothorax gracilis",1,44,204,708,9229,2341281,2341351,TRUE,"Actinopterygii",2341351,NA
"5792","Puntius chelynoides",2364043,"Puntius chelynoides (McClelland, 1839)","species","SYNONYM","EXACT","Puntius chelynoides",98,"Animalia","Chordata","Cypriniformes","Cyprinidae","Tor","Tor chelynoides",1,44,204,1153,7336,2364491,2364050,TRUE,"Actinopterygii",2364050,NA
"5793","Puntius chelynoides",2364047,"Puntius chilinoides (Günther, 1868)","species","SYNONYM","FUZZY","Puntius chilinoides",92,"Animalia","Chordata","Cypriniformes","Cyprinidae","Tor","Tor chelynoides",1,44,204,1153,7336,2364491,2364050,TRUE,"Actinopterygii",2364050,"Similarity: name=95; authorship=0; classification=-2; rank=5; status=0"
"5794","Tor mosal",2364537,"Tor mosal (Hamilton, 1822)","species","SYNONYM","EXACT","Tor mosal",98,"Animalia","Chordata","Cypriniformes","Cyprinidae","Tor","Tor putitora",1,44,204,1153,7336,2364491,2364530,TRUE,"Actinopterygii",2364530,NA
"5800","Petroschmidtia toyamensis",2380710,"Petroschmidtia toyamensis Katayama, 1941","species","SYNONYM","EXACT","Petroschmidtia toyamensis",98,"Animalia","Chordata","Perciformes","Zoarcidae","Lycodes","Lycodes toyamensis",1,44,204,587,5079,2380703,5209355,TRUE,"Actinopterygii",5209355,NA
"5823","Cichlasoma urophthalmum",5852971,"Cichlasoma urophthalmum (Günther, 1862)","species","SYNONYM","EXACT","Cichlasoma urophthalmum",98,"Animalia","Chordata","Perciformes","Cichlidae","Mayaheros","Mayaheros urophthalmus",1,44,204,587,8522,9596916,9539561,TRUE,"Actinopterygii",9539561,NA
"5824","Cichlasoma urophthalmum",2371863,"Cichlasoma urophtalmus (Günther, 1862)","species","SYNONYM","FUZZY","Cichlasoma urophtalmus",94,"Animalia","Chordata","Perciformes","Cichlidae","Mayaheros","Mayaheros urophthalmus",1,44,204,587,8522,9596916,9539561,TRUE,"Actinopterygii",9539561,"Similarity: name=100; authorship=0; classification=-2; rank=5; status=0"
"5869","Chuco intermedium",7771615,"Chuco intermedium (Günther, 1862)","species","SYNONYM","EXACT","Chuco intermedium",98,"Animalia","Chordata","Perciformes","Cichlidae","Theraps","Theraps intermedius",1,44,204,587,8522,2371536,5852846,TRUE,"Actinopterygii",5852846,NA
"5965","Theraps wesseli",2371537,"Theraps wesseli Miller, 1996","species","SYNONYM","EXACT","Theraps wesseli",98,"Animalia","Chordata","Perciformes","Cichlidae","Chortiheros","Chortiheros wesseli",1,44,204,587,8522,9351440,9610631,TRUE,"Actinopterygii",9610631,NA
"6013","Cyclothone pacifica",2347447,"Cyclothone pacifica Mukhacheva, 1964","species","SYNONYM","EXACT","Cyclothone pacifica",98,"Animalia","Chordata","Stomiiformes","Gonostomatidae","Cyclothone","Cyclothone atraria",1,44,204,774,5905,2347445,2347468,TRUE,"Actinopterygii",2347468,NA
"6054","Lycodopsis pacificus",2380731,"Lycodopsis pacificus (Collett, 1879)","species","SYNONYM","EXACT","Lycodopsis pacificus",98,"Animalia","Chordata","Perciformes","Zoarcidae","Lycodes","Lycodes pacificus",1,44,204,587,5079,2380703,5209374,TRUE,"Actinopterygii",5209374,NA
"6055","Lycodopsis pacificus",2380733,"Lycodopsis pacifica (Collett, 1879)","species","SYNONYM","FUZZY","Lycodopsis pacifica",94,"Animalia","Chordata","Perciformes","Zoarcidae","Lycodes","Lycodes pacificus",1,44,204,587,5079,2380703,5209374,TRUE,"Actinopterygii",5209374,"Similarity: name=100; authorship=0; classification=-2; rank=5; status=0"
"6203","Apogon norfolcensis",5211712,"Apogon norfolcensis Ogilby, 1888","species","SYNONYM","EXACT","Apogon norfolcensis",98,"Animalia","Chordata","Perciformes","Apogonidae","Ostorhinchus","Ostorhinchus norfolcensis",1,44,204,587,4236,2392252,7803668,TRUE,"Actinopterygii",7803668,NA
"6369","Liza parsia",2400797,"Liza parsia (Hamilton, 1822)","species","SYNONYM","EXACT","Liza parsia",98,"Animalia","Chordata","Mugiliformes","Mugilidae","Chelon","Chelon parsia",1,44,204,1067,8473,2400862,8050096,TRUE,"Actinopterygii",8050096,NA
"6370","Liza parsia",2400828,"Liza persia (Hamilton, 1822)","species","SYNONYM","FUZZY","Liza persia",92,"Animalia","Chordata","Mugiliformes","Mugilidae","Chelon","Chelon parsia",1,44,204,1067,8473,2400862,8050096,TRUE,"Actinopterygii",8050096,"Similarity: name=95; authorship=0; classification=-2; rank=5; status=0"
"6371","Liza parsia",2400835,"Liza persicus (Senou, Randall & Okiyama, 1995)","species","ACCEPTED","FUZZY","Liza persicus",90,"Animalia","Chordata","Mugiliformes","Mugilidae","Liza","Liza persicus",1,44,204,1067,8473,8177016,2400835,FALSE,"Actinopterygii",NA,"Similarity: name=90; authorship=0; classification=-2; rank=5; status=1"
"6372","Liza parsia",2400809,"Liza parva Oshima, 1922","species","SYNONYM","FUZZY","Liza parva",90,"Animalia","Chordata","Mugiliformes","Mugilidae","Planiliza","Planiliza macrolepis",1,44,204,1067,8473,4835954,9250702,TRUE,"Actinopterygii",9250702,"Similarity: name=90; authorship=0; classification=-2; rank=5; status=0"
"6411","Rineloricaria uracantha",2339060,"Rineloricaria uracantha (Kner, 1863)","species","SYNONYM","EXACT","Rineloricaria uracantha",98,"Animalia","Chordata","Siluriformes","Loricariidae","Fonchiiichthys","Fonchiiichthys uracanthus",1,44,204,708,5158,6167960,6167962,TRUE,"Actinopterygii",6167962,NA
"6430","Roeboides salvadoris",2354072,"Roeboides salvadoris Hildebrand, 1925","species","SYNONYM","EXACT","Roeboides salvadoris",98,"Animalia","Chordata","Characiformes","Characidae","Roeboides","Roeboides bouchellei",1,44,204,537,7201,2354047,2354071,TRUE,"Actinopterygii",2354071,NA
"6435","Astyanax hubbsi",6565197,"Astyanax Baird & Girard, 1854","genus","ACCEPTED","HIGHERRANK","Astyanax",94,"Animalia","Chordata","Characiformes","Characidae","Astyanax",NA,1,44,204,537,7201,6565197,NA,FALSE,"Actinopterygii",NA,NA
"6438","Astyanax petenensis",10916532,"Astyanax petenensis (Günther, 1864)","species","SYNONYM","EXACT","Astyanax petenensis",98,"Animalia","Chordata","Characiformes","Characidae","Astyanax","Astyanax mexicanus",1,44,204,537,7201,6565197,5204344,TRUE,"Actinopterygii",5204344,NA
