found_taxa,rank,phylum,class,order,family,genus,worms_aphiaid,bold_id,gbif_key,ott_id,taxa_query,status,unacceptreason,is_synonym,flags,valid_authority,worms_sciname,tol_sciname,bold_taxon,gbif_sciname,freshwater_only,terrestrial_only
Sipunculus (Sipunculus) nudus,species,Annelida,NA,Sipuncula,Sipunculidae,Sipunculus,136084,81958,5234445,802115,Sipunculus nudus,alternate representation,NA,FALSE,sibling_higher,"Linnaeus, 1766",Sipunculus (Sipunculus) nudus,Sipunculus nudus,Sipunculus nudus,"Sipunculus nudus Linnaeus, 1766",0,0
Aspidosiphon (Akrikos) albus,species,Annelida,NA,Sipuncula,Aspidosiphonidae,Aspidosiphon,136032,216426,2510309,637732,Aspidosiphon albus,alternate representation,NA,FALSE,sibling_higher,"Murina, 1967",Aspidosiphon (Akrikos) albus,Aspidosiphon albus,Aspidosiphon albus,"Aspidosiphon albus Murina, 1967",0,0
Golfingia (Golfingia) margaritacea,species,Annelida,NA,Sipuncula,Golfingiidae,Golfingia,175027,106569,2509754,637736,Golfingia margaritacea,alternate representation,NA,FALSE,sibling_higher,"(Sars, 1851)",Golfingia (Golfingia) margaritacea,Golfingia margaritacea,Golfingia margaritacea,"Golfingia margaritacea (Sars, 1851)",0,0
Siphonosoma cumanense,species,Annelida,NA,Sipuncula,Siphonosomatidae,Siphonosoma,220533,82646,2509297,802121,Siphonosoma cumanense,accepted,NA,FALSE,NA,"(Keferstein, 1867)",Siphonosoma cumanense,Siphonosoma cumanense,Siphonosoma cumanense,"Siphonosoma cumanense (Keferstein, 1867)",0,0
Helobdella robusta,species,Annelida,Clitellata,Rhynchobdellida,Glossiphoniidae,Helobdella,1250309,80507,2307945,870792,Helobdella robusta,accepted,NA,FALSE,NA,"Shankland, Bissen & Weisblat, 1992",Helobdella robusta,Helobdella robusta,Helobdella robusta,"Helobdella robusta Shankland, Bissen & Weisblat, 1992",1,1
Erpobdella punctata,species,Annelida,Clitellata,Arhynchobdellida,Erpobdellidae,Erpobdella,160007,33373,2308841,610870,Erpobdella punctata,accepted,NA,FALSE,NA,"(Leidy, 1870)",Erpobdella punctata,Erpobdella punctata,Erpobdella punctata,"Erpobdella punctata (Leidy, 1870)",1,NA
Cistenides hyperborea,species,Annelida,Polychaeta,Terebellida,Pectinariidae,Pectinaria,157317,179453,5198809,898499,Pectinaria hyperborea,unaccepted,superseded subsequent combination,FALSE,NA,"Malmgren, 1866",Cistenides hyperborea,Pectinaria hyperborea,Pectinaria hyperborea,"Pectinaria hyperborea (Malmgren, 1866)",0,0
Ilyodrilus templetoni,species,Annelida,Clitellata,Tubificida,Naididae,Ilyodrilus,992890,651731,2308490,980699,Ilyodrilus templetoni,accepted,NA,FALSE,NA,"(Southern, 1909)",Ilyodrilus templetoni,Ilyodrilus templetoni,Ilyodrilus templetoni,"Ilyodrilus templetoni (Southern, 1909)",1,0
Lophochaeta ignota,species,Annelida,Clitellata,Tubificida,Naididae,Tubifex,1033455,654635,2308442,531291,Tubifex ignotus,unaccepted,NA,FALSE,sibling_higher,"Štolc, 1886",Lophochaeta ignota,Tubifex ignotus,Tubifex ignotus,"Tubifex ignotus (Štolc, 1886)",1,0
Diplocardia sylvicola,species,Annelida,Clitellata,Crassiclitellata,Acanthodrilidae,Diplocardia,1069141,106187,8901858,1052779,Diplocardia sylvicola,unassessed,NA,FALSE,NA,"Gates, 1977",Diplocardia sylvicola,Diplocardia sylvicola,Diplocardia sylvicola,"Diplocardia sylvicola Gates, 1977",0,1
Diplocardia,genus,Annelida,Clitellata,Crassiclitellata,Acanthodrilidae,Diplocardia,1062007,80675,7758244,640502,Diplocardia,accepted,NA,FALSE,NA,"Garman, 1888",Diplocardia,Diplocardia,Diplocardia,"Diplocardia Garman, 1888",0,1
Hirudo medicinalis,species,Annelida,Clitellata,Arhynchobdellida,Hirudinidae,Hirudo,724639,25256,2308887,954042,Hirudo medicinalis,accepted,NA,FALSE,NA,"Linnaeus, 1758",Hirudo medicinalis,Hirudo medicinalis,Hirudo medicinalis,"Hirudo medicinalis Linnaeus, 1758",1,0
Piscicolaria reducta,species,Annelida,Clitellata,Rhynchobdellida,Piscicolidae,Piscicolaria,763076,952878,2307850,885441,Piscicolaria reducta,accepted,NA,FALSE,NA,"(Meyer, 1940)",Piscicolaria reducta,Piscicolaria reducta,Piscicolaria reducta,"Piscicolaria reducta (Meyer, 1940)",1,0
Potamothrix moldaviensis,species,Annelida,Clitellata,Tubificida,Naididae,Potamothrix,137563,657176,2308609,2846188,Potamothrix moldaviensis,accepted,NA,FALSE,NA,"Vejdovský & Mrázek, 1903",Potamothrix moldaviensis,Potamothrix moldaviensis,Potamothrix moldaviensis,"Potamothrix moldaviensis Vejdovský & Mrázek, 1903",1,0
Erpobdella,genus,Annelida,Clitellata,Arhynchobdellida,Erpobdellidae,Erpobdella,160006,26122,10869541,737591,Erpobdella,accepted,NA,FALSE,NA,"Lamarck, 1818",Erpobdella,Erpobdella,Erpobdella,"Erpobdella Lamarck, 1818",1,NA
Ophidonais serpentina,species,Annelida,Clitellata,Tubificida,Naididae,Ophidonais,238751,30670,2308038,549847,Ophidonais serpentina,accepted,NA,FALSE,NA,"(Müller, 1774)",Ophidonais serpentina,Ophidonais serpentina,Ophidonais serpentina,"Ophidonais serpentina (Müller, 1774)",1,0
Spirosperma ferox,species,Annelida,Clitellata,Tubificida,Naididae,Spirosperma,1038999,768580,2308512,508576,Spirosperma ferox,accepted,NA,FALSE,NA,"Eisen, 1879",Spirosperma ferox,Spirosperma ferox,Spirosperma ferox,"Spirosperma ferox Eisen, 1879",1,0
Placobdella,genus,Annelida,Clitellata,Rhynchobdellida,Glossiphoniidae,Placobdella,160287,26110,2307920,870770,Placobdella,accepted,NA,FALSE,NA,"Blanchard, 1893",Placobdella,Placobdella,Placobdella,"Placobdella Blanchard, 1893",1,1
Bryodrilus diverticulatus,species,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Bryodrilus,1068262,349666,4409824,430224,Bryodrilus diverticulatus,accepted,NA,FALSE,NA,"Černosvitov, 1929",Bryodrilus diverticulatus,Bryodrilus diverticulatus,Bryodrilus diverticulatus,"Bryodrilus diverticulatus Černosvitov, 1929",NA,1
Bryodrilus parvus,species,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Bryodrilus,1070269,349667,4409825,430226,Bryodrilus parvus,accepted,NA,FALSE,NA,"Nurminen, 1970",Bryodrilus parvus,Bryodrilus parvus,Bryodrilus parvus,"Bryodrilus parvus Nurminen, 1970",NA,1
Bryodrilus librus,species,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Bryodrilus,1344902,349668,9308919,2846791,Bryodrilus librus,accepted,NA,FALSE,NA,"(Nielsen & Christensen, 1959)",Bryodrilus librus,Bryodrilus librus,Bryodrilus librus,"Bryodrilus librus (Nielsen & Christensen, 1959)",NA,1
Hermundura,genus,Annelida,Polychaeta,Phyllodocida,Pilargidae,Parandalia,325821,201734,2316709,499834,Parandalia,unaccepted,subjective synonymy,FALSE,NA,"Müller, 1858",Hermundura,Parandalia,Parandalia,"Parandalia Emerson & Fauchald, 1971",0,0
Amynthas corticis,species,Annelida,Clitellata,Crassiclitellata,Megascolecidae,Amynthas,1425419,80648,2307610,786614,Amynthas corticis,accepted,NA,FALSE,sibling_higher,"(Kinberg, 1866)",Amynthas corticis,Amynthas corticis,Amynthas corticis,"Amynthas corticis (Kinberg, 1866)",1,1
Amynthas exiguus,species,Annelida,Clitellata,Crassiclitellata,Megascolecidae,Amynthas,1073828,183696,7345696,2845410,Amynthas exiguus,unassessed,NA,FALSE,sibling_higher,NA,Amynthas exiguus,Amynthas exiguus,Amynthas exiguus,"Amynthas exiguus (Gates, 1930)",0,1
Amynthas borealis,species,Annelida,Clitellata,Crassiclitellata,Megascolecidae,Amynthas,1067749,714686,9023331,7487464,Amynthas borealis,unassessed,NA,FALSE,sibling_higher,"Panha & Bantaowong, 2011",Amynthas borealis,Amynthas borealis,Amynthas borealis,"Amynthas borealis Panha & Bantaowong, 2011",0,1
Amynthas phatubensis,species,Annelida,Clitellata,Crassiclitellata,Megascolecidae,Amynthas,1067747,714689,8874573,7487478,Amynthas phatubensis,unassessed,NA,FALSE,sibling_higher,"Panha & Bantaowong, 2011",Amynthas phatubensis,Amynthas phatubensis,Amynthas phatubensis,"Amynthas phatubensis Panha & Bantaowong, 2011",0,1
Amynthas,genus,Annelida,Clitellata,Crassiclitellata,Megascolecidae,Amynthas,1062218,26238,2307607,536507,Amynthas,accepted,NA,FALSE,NA,"Kinberg, 1866",Amynthas,Amynthas,Amynthas,"Amynthas Kinberg, 1866",0,1
Metaphire grandipenes,species,Annelida,Clitellata,Crassiclitellata,Megascolecidae,Metaphire,1067746,714721,9733144,7487873,Metaphire grandipenes,unassessed,NA,FALSE,NA,"Bantaowong & Panha, 2011",Metaphire grandipenes,Metaphire grandipenes,Metaphire grandipenes,"Metaphire grandipenes Bantaowong & Panha, 2011",0,1
Metaphire anomala,species,Annelida,Clitellata,Crassiclitellata,Megascolecidae,Metaphire,1508960,714722,8469460,6326807,Metaphire anomala,accepted,NA,FALSE,NA,"(Michaelsen, 1907)",Metaphire anomala,Metaphire anomala,Metaphire anomala,"Metaphire anomala (Michaelsen, 1907)",0,1
Metaphire khaoluangensis,species,Annelida,Clitellata,Crassiclitellata,Megascolecidae,Metaphire,1067741,732334,8465518,6326828,Metaphire khaoluangensis,unassessed,NA,FALSE,NA,"Bantaowong & Panha, 2016",Metaphire khaoluangensis,Metaphire khaoluangensis,Metaphire khaoluangensis,"Metaphire khaoluangensis Bantaowong & Panha, 2016",0,1
Metaphire trangensis,species,Annelida,Clitellata,Crassiclitellata,Megascolecidae,Metaphire,1067740,732339,8438042,6326858,Metaphire trangensis,unassessed,NA,FALSE,NA,"Bantaowong & Panha, 2016",Metaphire trangensis,Metaphire trangensis,Metaphire trangensis,"Metaphire trangensis Bantaowong & Panha, 2016",0,1
Metaphire saxicalcis,species,Annelida,Clitellata,Crassiclitellata,Megascolecidae,Metaphire,1067744,732335,8692244,6326849,Metaphire saxicalcis,unassessed,NA,FALSE,NA,"Bantaowong & Panha, 2016",Metaphire saxicalcis,Metaphire saxicalcis,Metaphire saxicalcis,"Metaphire saxicalcis Bantaowong & Panha, 2016",0,1
Amynthas tontong,species,Annelida,Clitellata,Crassiclitellata,Megascolecidae,Amynthas,1067748,714953,9096220,7487550,Amynthas tontong,unassessed,NA,FALSE,sibling_higher,"Panha & Bantaowong, 2011",Amynthas tontong,Amynthas tontong,Amynthas tontong,"Amynthas tontong Panha & Bantaowong, 2011",0,1
Eophila,genus,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Eophila,1041055,544724,4404816,192661,Eophila,accepted,NA,FALSE,NA,"Rosa, 1893",Eophila,Eophila,Eophila,"Eophila Rosa, 1893",0,1
Eophila tellinii,species,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Eophila,1044188,544725,4410584,2845354,Eophila tellinii,accepted,NA,FALSE,NA,"(Rosa, 1888)",Eophila tellinii,Eophila tellinii,Eophila tellinii,"Eophila tellinii (Rosa, 1888)",NA,1
Lumbricus terrestris,species,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Aporrectodea,1069627,764252,4410822,7487334,Aporrectodea terrestris,unaccepted,"recombination by Tétry of an invalid recombination by Savigny, with Tétry misspelling Enterion terrestre sensu Savigny, 1822, in itself a misspelling based on Lumbricus terrestris",FALSE,NA,"Linnaeus, 1758",Lumbricus terrestris,Aporrectodea terrestris,Aporrectodea terrestris,"Aporrectodea terrestris (Savigny, 1826)",0,1
Lumbricus festivus,species,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Lumbricus,1551459,101067,7418556,128739,Lumbricus festivus,accepted,NA,FALSE,NA,"(Savigny in Cuvier, 1826)",Lumbricus festivus,Lumbricus festivus,Lumbricus festivus,"Lumbricus festivus (Savigny, 1826)",NA,1
Bimastos eiseni,species,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Allolobophoridella,1073836,308874,4410889,4165424,Allolobophoridella eiseni,unaccepted,NA,FALSE,NA,"(Levinsen, 1884)",Bimastos eiseni,Allolobophoridella eiseni,Allolobophoridella eiseni,"Allolobophoridella eiseni (Levinsen, 1884)",0,1
Dendrobaena attemsi,species,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Dendrobaena,1425363,101077,8290434,1091901,Dendrobaena attemsi,accepted,NA,FALSE,NA,"(Michaelsen, 1903)",Dendrobaena attemsi,Dendrobaena attemsi,Dendrobaena attemsi,"Dendrobaena attemsi (Michaelsen, 1903)",NA,1
Aporrectodea longa,species,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Aporrectodea,1450855,127158,2307757,128733,Aporrectodea longa,accepted,NA,FALSE,NA,"(Ude, 1885)",Aporrectodea longa,Aporrectodea longa,Aporrectodea longa,"Aporrectodea longa (Ude, 1885)",0,1
Dendrobaena,genus,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Dendrobaena,1040049,25202,5431566,615729,Dendrobaena,accepted,NA,FALSE,NA,"Eisen, 1874",Dendrobaena,Dendrobaena,Dendrobaena,"Dendrobaena Eisen, 1874",0,1
Eiseniella,genus,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Eiseniella,994670,127164,2307761,2845390,Eiseniella,accepted,NA,FALSE,NA,"Michaelsen, 1900",Eiseniella,Eiseniella,Eiseniella,"Eiseniella Michaelsen, 1900",0,1
Octolasion lacteum,species,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Octolasion,1040177,25195,4410647,916284,Octolasion lacteum,accepted,NA,FALSE,NA,"(Örley, 1881)",Octolasion lacteum,Octolasion lacteum,Octolasion lacteum,"Octolasion lacteum (Örley, 1881)",1,0
Lumbricus castaneus,species,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Lumbricus,1073924,25198,4410653,1056931,Lumbricus castaneus,accepted,NA,FALSE,NA,"(Savigny in Cuvier, 1826)",Lumbricus castaneus,Lumbricus castaneus,Lumbricus castaneus,"Lumbricus castaneus (Savigny, 1826)",NA,1
Aporrectodea icterica,species,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Aporrectodea,1550568,101069,4410818,280280,Aporrectodea icterica,accepted,NA,FALSE,NA,"(Savigny in Cuvier, 1826)",Aporrectodea icterica,Aporrectodea icterica,Aporrectodea icterica,"Aporrectodea icterica (de Savigny, 1826)",NA,1
Octolasion,genus,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Octolasion,1040052,25194,2307763,42146,Octolasion,accepted,NA,FALSE,NA,"Örley, 1885",Octolasion,Octolasion,Octolasion,"Octolasion Örley, 1885",1,1
Scherotheca,genus,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Scherotheca,1062324,127143,4405176,4165355,Scherotheca,accepted,NA,FALSE,incertae_sedis,"Bouché, 1972",Scherotheca,Scherotheca,Scherotheca,"Scherotheca Bouché, 1972",0,1
Scherotheca savignyi,species,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Scherotheca,1074041,127151,4410466,4165375,Scherotheca savignyi,unassessed,NA,FALSE,incertae_sedis_inherited,NA,Scherotheca savignyi,Scherotheca savignyi,Scherotheca savignyi,"Scherotheca savignyi (Guerne & Horst, 1893)",0,1
Murchieona minuscula,species,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Murchieona,1551547,462649,4410510,4165426,Murchieona minuscula,accepted,NA,FALSE,incertae_sedis_inherited,"(Rosa, 1906)",Murchieona minuscula,Murchieona minuscula,Murchieona minuscula,"Murchieona minuscula (Rosa, 1905)",NA,1
Aporrectodea cupulifera,species,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Aporrectodea,1550567,667066,4410766,647852,Aporrectodea cupulifera,accepted,NA,FALSE,NA,"(Tetry, 1937)",Aporrectodea cupulifera,Aporrectodea cupulifera,Aporrectodea cupulifera,"Aporrectodea cupulifera (Tétry, 1937)",NA,1
Nouraguesia,genus,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Nouraguesia,1547621,595005,9368348,5693522,Nouraguesia,accepted,NA,FALSE,sibling_higher,"Csuzdi & Pavlicek, 2011",Nouraguesia,Nouraguesia,Nouraguesia,"Nouraguesia Csuzdi & Pavlicek, 2011",NA,1
Pontoscolex corethrurus,species,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,994667,183699,2308741,640498,Pontoscolex corethrurus,accepted,NA,FALSE,NA,"(Muller, 1856)",Pontoscolex corethrurus,Pontoscolex corethrurus,Pontoscolex corethrurus,"Pontoscolex corethrurus (Muller, 1856)",0,1
Neogaster,genus,Annelida,Clitellata,Crassiclitellata,Octochaetidae,Neogaster,1062163,595004,10474086,2848722,Neogaster,accepted,NA,FALSE,NA,"Černosvitov, 1934",Neogaster,Neogaster,Neogaster,"Neogaster Černosvitov, 1934",1,0
Righiodrilus,genus,Annelida,Clitellata,Crassiclitellata,Glossoscolecidae,Righiodrilus,1062320,595180,4813886,2848686,Righiodrilus,accepted,NA,FALSE,sibling_higher,"Zicsi, 1995",Righiodrilus,Righiodrilus,Righiodrilus,"Righiodrilus Zicsi, 1995",0,1
Rhinodrilus,genus,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Rhinodrilus,1062316,127207,2308745,295132,Rhinodrilus,accepted,NA,FALSE,sibling_higher,"Perrier, 1872",Rhinodrilus,Rhinodrilus,Rhinodrilus,"Rhinodrilus Benham, 1890",0,1
Martiodrilus,genus,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Martiodrilus,1062131,305860,2308726,2847695,Martiodrilus,accepted,NA,FALSE,sibling_higher,"Michaelsen, 1937",Martiodrilus,Martiodrilus,Martiodrilus,Martiodrilus,0,1
Urobenus,genus,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Urobenus,1062377,127269,4813808,1023072,Urobenus,accepted,NA,FALSE,sibling_higher,"Benham, 1886",Urobenus,Urobenus,Urobenus,Urobenus,0,1
Dichogaster andina,species,Annelida,Clitellata,Crassiclitellata,Octochaetidae,Dichogaster,1068585,595208,9480565,5705680,Dichogaster andina,taxon inquirendum,NA,FALSE,NA,"Cognetti de Martiis, 1904",Dichogaster andina,Dichogaster andina,Dichogaster andina,"Dichogaster andina Cognetti, 1904",0,1
Glossodrilus,genus,Annelida,Clitellata,Crassiclitellata,Glossoscolecidae,Glossodrilus,1062056,127205,4813693,611428,Glossodrilus,accepted,NA,FALSE,sibling_higher,"Cognetti, 1905",Glossodrilus,Glossodrilus,Glossodrilus,"Glossodrilus Cognetti, 1905",0,1
Haplotaxis,genus,Annelida,Clitellata,Haplotaxida,Haplotaxidae,Haplotaxis,1040043,308890,2308707,276964,Haplotaxis,accepted,NA,FALSE,NA,"Hoffmeister, 1843",Haplotaxis,Haplotaxis,Haplotaxis,"Haplotaxis Hoffmeister, 1843",1,0
Wegeneriona,genus,Annelida,Clitellata,Crassiclitellata,Octochaetidae,Wegeneriona,1062386,355023,4812051,2848463,Wegeneriona,accepted,NA,FALSE,NA,"Černosvitov, 1939",Wegeneriona,Wegeneriona,Wegeneriona,"Wegeneriona Černosvitov, 1939",1,0
Ocnerodrilidae,family,Annelida,Clitellata,Crassiclitellata,Ocnerodrilidae,NA,1039999,127268,3267566,517,Ocnerodrilidae,accepted,NA,FALSE,sibling_higher,"Beddard, 1891",Ocnerodrilidae,Ocnerodrilidae,Ocnerodrilidae,Ocnerodrilidae,1,0
Dichogaster,genus,Annelida,Clitellata,Crassiclitellata,Octochaetidae,Dichogaster,1040124,127263,8959976,521,Dichogaster,accepted,NA,FALSE,NA,"Beddard, 1888",Dichogaster,Dichogaster,Dichogaster,"Dichogaster Beddard, 1888",1,1
Pontoscolex,genus,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,994666,183698,2308740,640497,Pontoscolex,accepted,NA,FALSE,sibling_higher,"Schmarda, 1861",Pontoscolex,Pontoscolex,Pontoscolex,Pontoscolex,0,1
Scherotheca corsicana,species,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Scherotheca,1074034,979345,4410468,4165372,Scherotheca corsicana,unassessed,NA,FALSE,incertae_sedis_inherited,NA,Scherotheca corsicana,Scherotheca corsicana,Scherotheca corsicana,"Scherotheca corsicana (Pop, 1947)",0,1
Dendrobaena byblica,species,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Dendrobaena,1041022,127185,8179356,5723614,Dendrobaena byblica,accepted,NA,FALSE,NA,"(Rosa, 1898)",Dendrobaena byblica,Dendrobaena byblica,Dendrobaena byblica,"Dendrobaena byblica (Rosa, 1898)",1,0
