found_taxa,rank,phylum,class,order,family,genus,worms_aphiaid,bold_id,gbif_key,ott_id,taxa_query,status,unacceptreason,is_synonym,flags,valid_authority,worms_sciname,tol_sciname,bold_taxon,gbif_sciname,freshwater_only,terrestrial_only
Meiodrilus adhaerens,species,Annelida,Polychaeta,NA,Protodrilidae,Protodrilus,995100,NA,5197623,4985529,Protodrilus adhaerens,unaccepted,superseded original combination,FALSE,"hidden_inherited, sibling_higher","(Jägersten, 1952)",Meiodrilus adhaerens,Protodrilus adhaerens,NA,"Protodrilus adhaerens Jägersten, 1952",0,0
Protodriloides,genus,Annelida,Polychaeta,NA,Protodriloididae,Protodriloides,129513,923310,2318339,444807,Protodriloides,accepted,NA,FALSE,hidden_inherited,"Jouin, 1966",Protodriloides,Protodriloides,Protodriloides,"Protodriloides Jouin, 1966",0,0
Pristiloma,genus,Mollusca,Gastropoda,Stylommatophora,Pristilomatidae,Pristina,995369,30661,9331524,704414,Pristina,unaccepted,"invalid, not Ehrenberg, 1831; Pristiloma is a replacement name",FALSE,NA,"Ancey, 1887",Pristiloma,Pristina,Pristina,"Pristina Ehrenberg, 1828",0,1
Pristiloma,genus,Mollusca,Gastropoda,Stylommatophora,Pristilomatidae,Pristina,995369,30661,9331524,704414,Pristina,unaccepted,"invalid, not Ehrenberg, 1831; Pristiloma is a replacement name",FALSE,NA,"Ancey, 1887",Pristiloma,Pristina,Pristina,"Pristina Ehrenberg, 1828",0,1
Pristina,genus,Annelida,Clitellata,Tubificida,Naididae,Pristina,475503,30661,9331524,704414,Pristina,accepted,NA,FALSE,NA,"Ehrenberg, 1831",Pristina,Pristina,Pristina,"Pristina Ehrenberg, 1828",1,1
Pristina,genus,Annelida,Clitellata,Tubificida,Naididae,Pristina,475503,30661,9331524,704414,Pristina,accepted,NA,FALSE,NA,"Ehrenberg, 1831",Pristina,Pristina,Pristina,"Pristina Ehrenberg, 1828",1,1
Branchiodrilus,genus,Annelida,Clitellata,Tubificida,Naididae,Branchiodrilus,1037339,923393,8395840,2847578,Branchiodrilus,accepted,NA,FALSE,NA,"Michaelsen, 1900",Branchiodrilus,Branchiodrilus,Branchiodrilus,"Branchiodrilus Michaelsen, 1900",1,0
Vejdovskyella (Vejdovskyella) comata,species,Annelida,Clitellata,Tubificida,Naididae,Vejdovskyella,1040146,30653,2308031,919320,Vejdovskyella comata,alternate representation,NA,FALSE,NA,"(Vejdovský, 1884)",Vejdovskyella (Vejdovskyella) comata,Vejdovskyella comata,Vejdovskyella comata,"Vejdovskyella comata (Vejdovský, 1883)",1,0
Limnodrilus grandisetosus,species,Annelida,Clitellata,Tubificida,Naididae,Limnodrilus,1038988,923624,9548405,7488097,Limnodrilus grandisetosus,accepted,NA,FALSE,NA,"Nomura, 1932",Limnodrilus grandisetosus,Limnodrilus grandisetosus,Limnodrilus grandisetosus,"Limnodrilus grandisetosus Nomura, 1932",1,NA
Limnodrilus rubripenis,species,Annelida,Clitellata,Tubificida,Naididae,Limnodrilus,1038995,923625,2308539,2846441,Limnodrilus rubripenis,accepted,NA,FALSE,NA,"Loden, 1977",Limnodrilus rubripenis,Limnodrilus rubripenis,Limnodrilus rubripenis,"Limnodrilus rubripenis Loden, 1977",1,NA
Limnodrilus silvani,species,Annelida,Clitellata,Tubificida,Naididae,Limnodrilus,1038996,923626,2308540,2846436,Limnodrilus silvani,accepted,NA,FALSE,NA,"Eisen, 1879",Limnodrilus silvani,Limnodrilus silvani,Limnodrilus silvani,"Limnodrilus silvani Eisen, 1879",1,NA
Alexandrovia,genus,Annelida,Clitellata,Tubificida,Naididae,Alexandrovia,1040104,923414,4410184,4165454,Alexandrovia,accepted,NA,FALSE,NA,"Hrabĕ, 1962",Alexandrovia,Alexandrovia,Alexandrovia,"Alexandrovia Hrabĕ, 1962",1,0
Epirodrilus pygmaeus,species,Annelida,Clitellata,Tubificida,Naididae,Epirodrilus,1040913,923628,4410160,139730,Epirodrilus pygmaeus,accepted,NA,FALSE,NA,"(Hrabĕ, 1935)",Epirodrilus pygmaeus,Epirodrilus pygmaeus,Epirodrilus pygmaeus,"Epirodrilus pygmaeus (Hrabĕ, 1935)",1,0
Varichaetadrilus,genus,Annelida,Clitellata,Tubificida,Naididae,Varichaetadrilus,994225,920942,2308564,650509,Varichaetadrilus,accepted,NA,FALSE,NA,"Brinkhurst & Kathman, 1983",Varichaetadrilus,Varichaetadrilus,Varichaetadrilus,"Varichaetadrilus Brinkhurst & Kathman, 1983",1,NA
Glossiphonia concolor,species,Annelida,Clitellata,Rhynchobdellida,Glossiphoniidae,Glossiphonia,1509285,80819,4411134,205091,Glossiphonia concolor,accepted,NA,FALSE,NA,"(Apathy, 1888)",Glossiphonia concolor,Glossiphonia concolor,Glossiphonia concolor,"Glossiphonia concolor (Apathy, 1888)",1,0
Trocheta haskonis,species,Annelida,Clitellata,Arhynchobdellida,Erpobdellidae,Trocheta,1324681,657472,4411123,172134,Trocheta haskonis,accepted,NA,FALSE,NA,"Grosser, 2000",Trocheta haskonis,Trocheta haskonis,Trocheta haskonis,"Trocheta haskonis Grosser, 2000",1,0
Salifa,genus,Annelida,Clitellata,Arhynchobdellida,Salifidae,Salifa,1488166,671349,4810401,631096,Salifa,accepted,NA,FALSE,NA,"Blanchard, 1897",Salifa,Salifa,Salifa,"Salifa Blanchard, 1897",1,0
Mimobdella japonica,species,Annelida,Clitellata,Arhynchobdellida,Salifidae,Mimobdella,1488192,506597,9154135,700586,Mimobdella japonica,accepted,NA,FALSE,NA,"Blanchard, 1897",Mimobdella japonica,Mimobdella japonica,Mimobdella japonica,"Mimobdella japonica Blanchard, 1897",1,0
Orobdella,genus,Annelida,Clitellata,Arhynchobdellida,Orobdellidae,Orobdella,1593948,506559,4810476,631092,Orobdella,accepted,NA,FALSE,NA,"Oka, 1895",Orobdella,Orobdella,Orobdella,"Orobdella Oka, 1895",0,1
Poecilobdella,genus,Annelida,Clitellata,Arhynchobdellida,Hirudinidae,Poecilobdella,1438436,657161,2308868,12250,Poecilobdella,accepted,NA,FALSE,sibling_higher,"Blanchard, 1893",Poecilobdella,Poecilobdella,Poecilobdella,"Poecilobdella Blanchard, 1893",1,NA
Ozobranchus jantseanus,species,Annelida,Clitellata,Rhynchobdellida,Ozobranchidae,Ozobranchus,370655,898966,2307966,2847038,Ozobranchus jantseanus,accepted,NA,FALSE,NA,"Oka, 1912",Ozobranchus jantseanus,Ozobranchus jantseanus,Ozobranchus jantseanus,"Ozobranchus jantseanus Oka, 1912",1,NA
Gastrostomobdella monticola,species,Annelida,Clitellata,Arhynchobdellida,Gastrostomobdellidae,Gastrostomobdella,1594304,506557,9100229,700583,Gastrostomobdella monticola,accepted,NA,FALSE,NA,"Moore, 1929",Gastrostomobdella monticola,Gastrostomobdella monticola,Gastrostomobdella monticola,"Gastrostomobdella monticola Moore, 1929",0,1
Gastrostomobdella,genus,Annelida,Clitellata,Arhynchobdellida,Gastrostomobdellidae,Gastrostomobdella,1594303,506556,4810403,153024,Gastrostomobdella,accepted,NA,FALSE,NA,"Moore, 1929",Gastrostomobdella,Gastrostomobdella,Gastrostomobdella,"Gastrostomobdella Moore, 1929",0,1
Eisenia andrei,species,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Eisenia,1041026,26355,5815559,279738,Eisenia andrei,accepted,NA,FALSE,NA,"(Bouché, 1972)",Eisenia andrei,Eisenia andrei,Eisenia andrei,"Eisenia andrei (Bouché, 1972)",1,0
Bothrioneurum vejdovskyanum,species,Annelida,Clitellata,Tubificida,Naididae,Bothrioneurum,1040573,715050,5194097,1020273,Bothrioneurum vejdovskyanum,accepted,NA,FALSE,NA,"Štolc, 1886",Bothrioneurum vejdovskyanum,Bothrioneurum vejdovskyanum,Bothrioneurum vejdovskyanum,"Bothrioneurum vejdovskyanum Štolc, 1886",1,0
Embolocephalus,genus,Annelida,Clitellata,Tubificida,Naididae,Embolocephalus,1037351,506610,2308588,642960,Embolocephalus,accepted,NA,FALSE,NA,"Randolph, 1892",Embolocephalus,Embolocephalus,Embolocephalus,"Embolocephalus Randolph, 1892",1,0
Aulodrilus pluriseta,species,Annelida,Clitellata,Tubificida,Naididae,Aulodrilus,990657,656445,2308594,986495,Aulodrilus pluriseta,accepted,NA,FALSE,NA,"(Piguet, 1906)",Aulodrilus pluriseta,Aulodrilus pluriseta,Aulodrilus pluriseta,"Aulodrilus pluriseta (Piguet, 1906)",1,0
Potamothrix hammoniensis,species,Annelida,Clitellata,Tubificida,Naididae,Potamothrix,137561,657174,2308608,166757,Potamothrix hammoniensis,accepted,NA,FALSE,NA,"(Michaelsen, 1901)",Potamothrix hammoniensis,Potamothrix hammoniensis,Potamothrix hammoniensis,"Potamothrix hammoniensis (Michaelsen, 1901)",1,0
Nais christinae,species,Annelida,Clitellata,Tubificida,Naididae,Nais,1040524,506804,8280146,269916,Nais christinae,accepted,NA,FALSE,NA,"Kasprzak, 1973",Nais christinae,Nais christinae,Nais christinae,"Nais christinae Kasprzak, 1973",1,0
Pristina (Pristinella) jenkinae,species,Annelida,Clitellata,Tubificida,Naididae,Pristina,1041012,768577,5739724,713983,Pristina jenkinae,alternate representation,NA,FALSE,NA,"(Stephenson, 1931)",Pristina (Pristinella) jenkinae,Pristina jenkinae,Pristina jenkinae,"Pristina jenkinae (Stephenson, 1931)",1,NA
Globulidrilus riparius,species,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Globulidrilus,1040851,768124,9370645,2846803,Globulidrilus riparius,accepted,NA,FALSE,NA,"(Bretscher, 1899)",Globulidrilus riparius,Globulidrilus riparius,Globulidrilus riparius,"Globulidrilus riparius (Bretscher, 1899)",1,0
Propappus volki,species,Annelida,Clitellata,Enchytraeida,Propappidae,Propappus,1015307,657200,7770832,320549,Propappus volki,accepted,NA,FALSE,NA,"(Michaelsen, 1916)",Propappus volki,Propappus volki,Propappus volki,"Propappus volki (Michaelsen, 1916)",1,0
Parergodrilus heideri,species,Annelida,Polychaeta,NA,Parergodrilidae,Parergodrilus,330403,171875,2317842,638596,Parergodrilus heideri,accepted,NA,FALSE,NA,"Reisinger, 1925",Parergodrilus heideri,Parergodrilus heideri,Parergodrilus heideri,"Parergodrilus heideri Reisinger, 1925",1,1
Pisione bulbifera,species,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Pisione,330717,923580,2311591,4981007,Pisione bulbifera,accepted,NA,FALSE,NA,"Yamanishi, 1998",Pisione bulbifera,Pisione bulbifera,Pisione bulbifera,"Pisione bulbifera Yamanishi, 1998",0,0
Pisione guanche,species,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Pisione,330722,923581,2311570,4981023,Pisione guanche,accepted,NA,FALSE,NA,"San Martín, López & Núñez, 1999",Pisione guanche,Pisione guanche,Pisione guanche,"Pisione guanche San Martín, López & Núñez, 1999",0,0
Pisione hartmannschroederae,species,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Pisione,330724,923582,2311585,4981035,Pisione hartmannschroederae,accepted,NA,FALSE,NA,"Westheide, 1995",Pisione hartmannschroederae,Pisione hartmannschroederae,Pisione hartmannschroederae,"Pisione hartmannschroederae Westheide, 1995",0,0
Pisione papuensis,species,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Pisione,330735,923583,2311576,4981037,Pisione papuensis,accepted,NA,FALSE,NA,"Govaere & De Wilde, 1993",Pisione papuensis,Pisione papuensis,Pisione papuensis,"Pisione papuensis Govaere & De Wilde, 1993",0,0
Pisione puzae,species,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Pisione,130706,923558,2311589,4981028,Pisione puzae,accepted,NA,FALSE,NA,"Siewing, 1953",Pisione puzae,Pisione puzae,Pisione puzae,"Pisione puzae Siewing, 1953",0,0
Pisione,genus,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Pisione,129469,572429,2311563,928613,Pisione,accepted,NA,FALSE,NA,"Grube, 1857",Pisione,Pisione,Pisione,"Pisione Grube, 1857",0,0
Pisione remota,species,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Pisione,130707,572430,2311601,518643,Pisione remota,accepted,NA,FALSE,NA,"(Southern, 1914)",Pisione remota,Pisione remota,Pisione remota,"Pisione remota (Southern, 1914)",0,0
Pisione wolfi,species,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Pisione,330743,923584,2311595,4981022,Pisione wolfi,accepted,NA,FALSE,NA,"San Martín, López & Núñez, 1999",Pisione wolfi,Pisione wolfi,Pisione wolfi,"Pisione wolfi San Martín, López & Núñez, 1999",0,0
Pholoe pallida,species,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Pholoe,130604,641142,5196042,494965,Pholoe pallida,accepted,NA,FALSE,NA,"Chambers, 1985",Pholoe pallida,Pholoe pallida,Pholoe pallida,"Pholoe pallida Chambers, 1985",0,0
Laubierpholoe,genus,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Laubierpholoe,236747,714374,2315196,4980816,Laubierpholoe,accepted,NA,FALSE,NA,"Pettibone, 1992",Laubierpholoe,Laubierpholoe,Laubierpholoe,"Laubierpholoe Pettibone, 1992",0,0
Anelassorhynchus,genus,Annelida,Polychaeta,Echiuroidea,Thalassematidae,Anelassorhynchus,110355,649247,2508918,2848100,Anelassorhynchus,accepted,NA,FALSE,NA,"Annandale, 1922",Anelassorhynchus,Anelassorhynchus,Anelassorhynchus,"Anelassorhynchus Annandale, 1922",0,0
Ochetostoma,genus,Annelida,Polychaeta,Echiuroidea,Thalassematidae,Ochetostoma,206211,671135,2508886,773452,Ochetostoma,accepted,NA,FALSE,NA,"Rüppell & Leuckart, 1828",Ochetostoma,Ochetostoma,Ochetostoma,"Ochetostoma Rüppell & Leuckart, 1828",0,0
Arhynchite,genus,Annelida,Polychaeta,Echiuroidea,Thalassematidae,Arhynchite,264895,923684,2508970,51600,Arhynchite,accepted,NA,FALSE,NA,"Satô, 1937",Arhynchite,Arhynchite,Arhynchite,"Arhynchite Satô, 1937",0,0
Thalassema,genus,Annelida,Polychaeta,Echiuroidea,Thalassematidae,Thalassema,110357,671131,7930293,186266,Thalassema,accepted,NA,FALSE,NA,"Pallas, 1774",Thalassema,Thalassema,Thalassema,"Thalassema Pallas, 1774",0,0
Lissomyema,genus,Annelida,Polychaeta,Echiuroidea,Thalassematidae,Lissomyema,264916,149564,2508941,815715,Lissomyema,accepted,NA,FALSE,NA,"Fisher, 1946",Lissomyema,Lissomyema,Lissomyema,"Lissomyema Fisher, 1946",0,0
Branchiobdella,genus,Annelida,Clitellata,Oligochaeta incertae sedis,Branchiobdellidae,Branchiobdella,1427908,32327,2307532,249350,Branchiobdella,accepted,NA,FALSE,NA,"Odier, 1823",Branchiobdella,Branchiobdella,Branchiobdella,"Branchiobdella Odier, 1823",1,0
Fridericia christeri,species,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Fridericia,1073547,349691,7369804,249084,Fridericia christeri,accepted,NA,FALSE,NA,"Rota & Healy, 1999",Fridericia christeri,Fridericia christeri,Fridericia christeri,"Fridericia christeri Rota & Healy, 1999",NA,1
Fridericia semisetosa,species,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Fridericia,1068699,349703,8902401,810201,Fridericia semisetosa,accepted,NA,FALSE,NA,"Dózsa-Farkas, 1970",Fridericia semisetosa,Fridericia semisetosa,Fridericia semisetosa,"Fridericia semisetosa Dózsa-Farkas, 1970",NA,1
Haemadipsa,genus,Annelida,Clitellata,Arhynchobdellida,Haemadipsidae,Haemadipsa,1328223,29719,4810276,495865,Haemadipsa,accepted,NA,FALSE,NA,"Tennent, 1859",Haemadipsa,Haemadipsa,Haemadipsa,"Haemadipsa Tennent, 1859",0,1
Amynthas heterochaetus,species,Annelida,Clitellata,Crassiclitellata,Megascolecidae,Amynthas,1507682,105925,11139626,542148,Amynthas heterochaetus,accepted,NA,FALSE,sibling_higher,"(Michaelsen, 1891)",Amynthas heterochaetus,Amynthas heterochaetus,Amynthas heterochaetus,"Amynthas heterochaetus (Michaelsen, 1891)",NA,1
Diplocardia rugosa,species,Annelida,Clitellata,Crassiclitellata,Acanthodrilidae,Diplocardia,1069380,106180,8868975,146348,Diplocardia rugosa,unassessed,NA,FALSE,NA,"James, 1988",Diplocardia rugosa,Diplocardia rugosa,Diplocardia rugosa,"Diplocardia rugosa James, 1988",0,1
Pontoscolex spiralis,species,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,1068141,308892,9118752,222701,Pontoscolex spiralis,unassessed,NA,FALSE,NA,"Borges & Moreno, 1990",Pontoscolex spiralis,Pontoscolex spiralis,Pontoscolex spiralis,"Pontoscolex spiralis Borges & Moreno, 1990",0,1
Branchiobdellidae,family,Annelida,Clitellata,Oligochaeta incertae sedis,Branchiobdellidae,NA,1060956,32304,7296,327541,Branchiobdellidae,accepted,NA,FALSE,NA,"Grube, 1851",Branchiobdellidae,Branchiobdellidae,Branchiobdellidae,Branchiobdellidae,1,NA
Dimorphilus gyrociliatus,species,Annelida,Polychaeta,NA,Dinophilidae,Dinophilus,1466579,923554,5197076,446088,Dinophilus gyrociliatus,unaccepted,superseded original combination,FALSE,NA,"(O. Schmidt, 1857)",Dimorphilus gyrociliatus,Dinophilus gyrociliatus,Dinophilus gyrociliatus,"Dinophilus gyrociliatus O.Schmidt, 1857",0,0
Nicomache (Nicomache) minor,species,Annelida,Polychaeta,NA,Maldanidae,Nicomache,334212,641163,2319641,4977349,Nicomache minor,alternate representation,NA,FALSE,NA,"Arwidsson, 1906",Nicomache (Nicomache) minor,Nicomache minor,Nicomache minor,"Nicomache minor Arwidsson, 1906",0,0
Nicomache (Loxochona) quadrispinata,species,Annelida,Polychaeta,NA,Maldanidae,Nicomache,334211,560489,2319625,4977359,Nicomache quadrispinata,alternate representation,NA,FALSE,NA,"Arwidsson, 1906",Nicomache (Loxochona) quadrispinata,Nicomache quadrispinata,Nicomache quadrispinata,"Nicomache quadrispinata Arwidsson, 1906",0,0
Phascolosoma (Phascolosoma) pacificum,species,Annelida,NA,Sipuncula,Phascolosomatidae,Phascolosoma,220539,216454,2510060,2848287,Phascolosoma pacificum,alternate representation,NA,FALSE,sibling_higher,"Keferstein, 1866",Phascolosoma (Phascolosoma) pacificum,Phascolosoma pacificum,Phascolosoma pacificum,"Phascolosoma pacificum Keferstein, 1866",0,0
Pseudosyllis brevipennis,species,Annelida,Polychaeta,Phyllodocida,Syllidae,Trypanosyllis,131373,153110,2309445,723709,Trypanosyllis coeliaca,unaccepted,subjective synonym,FALSE,sibling_higher,"Grube, 1863",Pseudosyllis brevipennis,Trypanosyllis coeliaca,Trypanosyllis coeliaca,"Trypanosyllis coeliaca Claparède, 1868",0,0
Macrobdella,genus,Annelida,Clitellata,Arhynchobdellida,Hirudinidae,Macrobdella,160022,29709,6758682,1022163,Macrobdella,accepted,NA,FALSE,sibling_higher,"Verrill, 1872",Macrobdella,Macrobdella,Macrobdella,"Macrobdella Verrill, 1872",1,1
Dendrobaena orientalis,species,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Dendrobaena,1068402,396328,7709396,6326503,Dendrobaena orientalis,unassessed,NA,FALSE,NA,"Černosvitov, 1940",Dendrobaena orientalis,Dendrobaena orientalis,Dendrobaena orientalis,"Dendrobaena orientalis Černosvitov, 1940",0,1
Dendrobaena alpina,species,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Dendrobaena,1073843,127193,7639672,7487343,Dendrobaena alpina,accepted,NA,FALSE,NA,"(Rosa, 1884)",Dendrobaena alpina,Dendrobaena alpina,Dendrobaena alpina,"Dendrobaena alpina (Rosa, 1884)",NA,1
Phascolosoma (Phascolosoma) scolops,species,Annelida,NA,Sipuncula,Phascolosomatidae,Phascolosoma,220541,106557,2509991,917796,Phascolosoma scolops,alternate representation,NA,FALSE,sibling_higher,"(Selenka & de Man, 1883)",Phascolosoma (Phascolosoma) scolops,Phascolosoma scolops,Phascolosoma scolops,"Phascolosoma scolops (Selenka & de Man, 1883)",0,0
Pionosyllis nidrosiensis,species,Annelida,Polychaeta,Phyllodocida,Syllidae,Pionosyllis,852814,153144,2310556,1093865,Pionosyllis enigmatica,unaccepted,subjective synonym; recombination,FALSE,NA,"(Bidenkap, 1907)",Pionosyllis nidrosiensis,Pionosyllis enigmatica,Pionosyllis enigmatica,"Pionosyllis enigmatica (Wesenberg Lund, 1950)",0,0
Haplosyllis ohma,species,Annelida,Polychaeta,Phyllodocida,Syllidae,Geminosyllis,760707,153158,2309469,124079,Geminosyllis ohma,unaccepted,superseded recombination,FALSE,NA,"(Imajima & Hartman, 1964)",Haplosyllis ohma,Geminosyllis ohma,Geminosyllis ohma,"Geminosyllis ohma (Imajima & Hartman, 1964)",0,0
Glossiphonia verrucata,species,Annelida,Clitellata,Rhynchobdellida,Glossiphoniidae,Glossiphonia,1372692,81534,2307957,123651,Glossiphonia verrucata,accepted,NA,FALSE,NA,"(Müller, 1844)",Glossiphonia verrucata,Glossiphonia verrucata,Glossiphonia verrucata,"Glossiphonia verrucata (Müller, 1844)",1,0
Octodrilus istrianus,species,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Octodrilus,1070065,748892,4410293,7487416,Octodrilus istrianus,unassessed,NA,FALSE,NA,"Mršić, 1991",Octodrilus istrianus,Octodrilus istrianus,Octodrilus istrianus,"Octodrilus istrianus Mršić, 1991",0,1
Henlea glandulifera,species,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Henlea,1070268,349711,7603145,6326961,Henlea glandulifera,accepted,NA,FALSE,sibling_higher,"Nurminen, 1970",Henlea glandulifera,Henlea glandulifera,Henlea glandulifera,"Henlea glandulifera Nurminen, 1970",NA,1
Henlea montana,species,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Henlea,1070838,742109,8860302,7486874,Henlea montana,accepted,NA,FALSE,sibling_higher,"Rota, 1994",Henlea montana,Henlea montana,Henlea montana,"Henlea montana Rota, 1994",NA,1
Henlea heleotropha,species,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Henlea,1071120,349713,9038558,7486873,Henlea heleotropha,accepted,NA,FALSE,sibling_higher,"Stephenson, 1922",Henlea heleotropha,Henlea heleotropha,Henlea heleotropha,"Henlea heleotropha Stephenson, 1922",NA,1
Aricidea (Strelzovia) suecica,species,Annelida,Polychaeta,NA,Paraonidae,Aricidea,734532,598186,2318554,4978081,Aricidea suecica,alternate representation,NA,FALSE,sibling_higher,"Eliason, 1920",Aricidea (Strelzovia) suecica,Aricidea suecica,Aricidea suecica,"Aricidea suecica Eliason, 1920",0,0
Aricidea (Acmira) cerrutii,species,Annelida,Polychaeta,NA,Paraonidae,Aricidea,525497,706580,2318544,4978118,Aricidea cerrutii,alternate representation,subgenus usage,FALSE,sibling_higher,"Laubier, 1966",Aricidea (Acmira) cerrutii,Aricidea cerrutii,Aricidea cerrutii,"Aricidea cerrutii Laubier, 1966",0,0
Manayunkia zenkewitschii,species,Annelida,Polychaeta,Sabellida,Fabriciidae,Manayunkia,1327435,32041,8511964,5127,Manayunkia zenkewitschii,accepted,NA,FALSE,NA,"Sitnikova, Shcherbakov & Kharchenko, 1997",Manayunkia zenkewitschii,Manayunkia zenkewitschii,Manayunkia zenkewitschii,"Manayunkia zenkewitschii Sitnikova, Shcherbakov & Kharchenko, 1997",1,0
Manayunkia godlewskii,species,Annelida,Polychaeta,Sabellida,Fabriciidae,Manayunkia,1327529,681588,8691587,5705239,Manayunkia godlewskii,accepted,NA,FALSE,NA,"(Nusbaum, 1901)",Manayunkia godlewskii,Manayunkia godlewskii,Manayunkia godlewskii,"Manayunkia godlewskii (Nusbaum, 1901)",1,0
Dendrobaena clujensis,species,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Dendrobaena,1070592,127184,9061563,874813,Dendrobaena clujensis,unassessed,NA,FALSE,NA,"Pop, 1938",Dendrobaena clujensis,Dendrobaena clujensis,Dendrobaena clujensis,"Dendrobaena clujensis Pop, 1938",NA,1
Eisenia carolinensis,species,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Eisenia,1069895,NA,8955108,389418,Eisenia carolinensis,unassessed,NA,FALSE,NA,"Michaelsen, 1910",Eisenia carolinensis,Eisenia carolinensis,NA,"Eisenia carolinensis Michaelsen, 1910",NA,1
Poeobius meseres,species,Annelida,Polychaeta,Terebellida,Flabelligeridae,Poeobius,330855,201269,2326198,523510,Poeobius meseres,accepted,NA,FALSE,NA,"Heath, 1930",Poeobius meseres,Poeobius meseres,Poeobius meseres,"Poeobius meseres Heath, 1930",0,0
Isolda pulchella,species,Annelida,Polychaeta,Terebellida,Melinnidae,Isolda,157441,201739,2325694,349838,Isolda pulchella,accepted,NA,FALSE,NA,"Müller in Grube, 1858",Isolda pulchella,Isolda pulchella,Isolda pulchella,"Isolda pulchella Müller, 1858",0,0
Styloscolex baicalensis,species,Annelida,Clitellata,Lumbriculida,Lumbriculidae,Styloscolex,1040356,82939,2307969,691977,Styloscolex baicalensis,accepted,NA,FALSE,NA,"Michaelsen, 1901",Styloscolex baicalensis,Styloscolex baicalensis,Styloscolex baicalensis,"Styloscolex baicalensis Michaelsen, 1901",1,0
Styloscolex asymmetricus,species,Annelida,Clitellata,Lumbriculida,Lumbriculidae,Styloscolex,1040355,103438,2307968,587110,Styloscolex asymmetricus,accepted,NA,FALSE,NA,"Izosimov, 1962",Styloscolex asymmetricus,Styloscolex asymmetricus,Styloscolex asymmetricus,"Styloscolex asymmetricus Izosimov, 1962",1,0
Rhynchelmis alyonae,species,Annelida,Clitellata,Lumbriculida,Lumbriculidae,Rhynchelmis,1069786,81591,9131367,564542,Rhynchelmis alyonae,accepted,NA,FALSE,sibling_higher,"Martin, Ferraguti & Kaygorodova, 1998",Rhynchelmis alyonae,Rhynchelmis alyonae,Rhynchelmis alyonae,"Rhynchelmis alyonae Martin, Ferraguti & Kaygorodova, 1998",1,NA
Rhynchelmis shamanensis,species,Annelida,Clitellata,Lumbriculida,Lumbriculidae,Rhynchelmis,1069787,103439,8279365,392392,Rhynchelmis shamanensis,accepted,NA,FALSE,sibling_higher,"Martin & Kaygorodova, 1998",Rhynchelmis shamanensis,Rhynchelmis shamanensis,Rhynchelmis shamanensis,"Rhynchelmis shamanensis Martin & Kaygorodova, 1998",1,NA
Rhynchelmis brachycephala,species,Annelida,Clitellata,Lumbriculida,Lumbriculidae,Rhynchelmis,1040332,82268,8251822,560232,Rhynchelmis brachycephala,accepted,NA,FALSE,sibling_higher,"Michaelsen, 1901",Rhynchelmis brachycephala,Rhynchelmis brachycephala,Rhynchelmis brachycephala,"Rhynchelmis brachycephala Michaelsen, 1901",1,0
Agriodrilus vermivorus,species,Annelida,Clitellata,Lumbriculida,Lumbriculidae,Agriodrilus,1040250,80892,8954814,560233,Agriodrilus vermivorus,accepted,NA,FALSE,NA,"Michaelsen, 1905",Agriodrilus vermivorus,Agriodrilus vermivorus,Agriodrilus vermivorus,"Agriodrilus vermivorus Michaelsen, 1905",1,0
Stylodrilus parvus,species,Annelida,Clitellata,Lumbriculida,Lumbriculidae,Stylodrilus,476096,103455,4411026,395864,Stylodrilus parvus,accepted,NA,FALSE,NA,"(Hrabě & Černosvitov, 1927)",Stylodrilus parvus,Stylodrilus parvus,Stylodrilus parvus,"Stylodrilus parvus (Hrabě & Černosvitov, 1927)",1,0
Stylodrilus mirus,species,Annelida,Clitellata,Lumbriculida,Lumbriculidae,Stylodrilus,1040263,103456,9600017,395863,Stylodrilus mirus,accepted,NA,FALSE,NA,"(Čekanovskaja, 1956)",Stylodrilus mirus,Stylodrilus mirus,Stylodrilus mirus,"Stylodrilus mirus Čekanovskaja, 1956",1,0
