query,aphia_id,scientificname,authority,status,unacceptreason,rank,valid_aphia_id,valid_name,valid_authority,parent_name_usage_id,kingdom,phylum,class,order,family,genus,is_marine,is_brackish,is_freshwater,is_terrestrial,is_extinct,match_type,freshwater_only,terrestrial_only
Jolonica nipponica,235609,Jolonica nipponica,"Yabe & Hatai, 1934",accepted,NA,Species,235609,Jolonica nipponica,"Yabe & Hatai, 1934",235270,Animalia,Brachiopoda,Rhynchonellata,Terebratulida,Frenulinidae,Jolonica,1,NA,NA,NA,NA,exact,0,0
Gryphus davidsoni,428653,Gryphus davidsoni,"(Adams, 1867)",unaccepted,NA,Species,821741,Zygonaria davidsoni,"(Adams, 1867)",104050,Animalia,Brachiopoda,Rhynchonellata,Terebratulida,Terebratulidae,Gryphus,1,NA,NA,NA,NA,exact,0,0
Craniscus japonicus,235401,Craniscus japonicus,"(Adams, 1863)",unaccepted,NA,Species,235386,Novocrania turbinata,"(Poli, 1795)",235166,Animalia,Brachiopoda,Craniata,Craniida,Craniidae,Craniscus,1,NA,NA,NA,0,exact,0,0
Terebratella sanguinea,367373,Terebratella sanguinea,"(Leach, 1814)",unaccepted,NA,Species,237790,Magasella sanguinea,"(Leach, 1814)",235334,Animalia,Brachiopoda,Rhynchonellata,Terebratulida,Terebratellidae,Terebratella,1,NA,NA,NA,NA,exact,0,0
Lingula shantungensis,1476558,Lingula shantungensis,"Hatai, 1937",unaccepted,NA,Species,235365,Lingula adamsi,"Dall, 1873",235158,Animalia,Brachiopoda,Lingulata,Lingulida,Lingulidae,Lingula,1,NA,NA,NA,NA,exact,0,0
Colpophyllia natans,289697,Colpophyllia natans,"(Houttuyn, 1772)",accepted,NA,Species,289697,Colpophyllia natans,"(Houttuyn, 1772)",267334,Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,Colpophyllia,1,NA,0,0,NA,exact,0,0
Favia leptophylla,288073,Favia leptophylla,"Verrill, 1868",superseded combination,basionym,Species,1344208,Mussismilia leptophylla,"(Verrill, 1868)",718691,Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,Favia,1,NA,0,0,NA,exact,0,0
Mycetophyllia danaana,290425,Mycetophyllia danaana,"Milne Edwards & Haime, 1849",accepted,NA,Species,290425,Mycetophyllia danaana,"Milne Edwards & Haime, 1849",267606,Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,Mycetophyllia,1,NA,0,0,0,exact,0,0
Acanthastrea pachysepta,888170,Acanthastrea pachysepta,"(Chevalier, 1975)",accepted,NA,Species,888170,Acanthastrea pachysepta,"(Chevalier, 1975)",206405,Animalia,Cnidaria,Anthozoa,Scleractinia,Lobophylliidae,Acanthastrea,1,0,0,0,NA,exact,0,0
Echinopora pacificus,288345,Echinopora pacificus,"Veron, 1990",unaccepted,"amended spelling, feminine",Species,1341443,Echinopora pacifica,"Veron, 1990",205519,Animalia,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Echinopora,1,0,0,0,NA,exact,0,0
Goniastrea stelligera,763067,Goniastrea stelligera,"(Dana, 1846)",accepted,NA,Species,763067,Goniastrea stelligera,"(Dana, 1846)",205082,Animalia,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Goniastrea,1,0,0,0,0,exact,0,0
Dipsastraea pallida,758233,Dipsastraea pallida,"(Dana, 1846)",accepted,NA,Species,758233,Dipsastraea pallida,"(Dana, 1846)",718746,Animalia,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Dipsastraea,1,0,0,0,0,exact,0,0
Meandrina braziliensis,1586309,Meandrina braziliensis,"Milne Edwards & Haime, 1848",misspelling,NA,Species,430665,Meandrina brasiliensis,"(Milne Edwards & Haime, 1848)",206740,Animalia,Cnidaria,Anthozoa,Scleractinia,Meandrinidae,Meandrina,1,NA,0,0,NA,exact,0,0
Bergia puertoricense,853593,Bergia puertoricense,"(West, 1979)",accepted,NA,Species,853593,Bergia puertoricense,"(West, 1979)",581543,Animalia,Cnidaria,Anthozoa,Zoantharia,Parazoanthidae,Bergia,1,0,0,0,NA,exact,0,0
Parazoanthus tunicans,1350408,Parazoanthus tunicans,"Duerden, 1900",unaccepted,NA,Species,283873,Hydrozoanthus tunicans,"(Duerden, 1900)",100793,Animalia,Cnidaria,Anthozoa,Zoantharia,Parazoanthidae,Parazoanthus,1,NA,NA,NA,NA,exact,0,0
Abyssoanthus nankaiensis,446135,Abyssoanthus nankaiensis,"Reimer & Fujiwara in Reimer, Sinniger, Fujiwara, Hirano & Maruyama, 2007",accepted,NA,Species,446135,Abyssoanthus nankaiensis,"Reimer & Fujiwara in Reimer, Sinniger, Fujiwara, Hirano & Maruyama, 2007",446134,Animalia,Cnidaria,Anthozoa,Zoantharia,Abyssoanthidae,Abyssoanthus,1,0,0,0,NA,exact,0,0
Loxocorone allax,395488,Loxocorone allax,"Iseto, 2002",unaccepted,basionym,Species,397267,Loxosomella allax,"(Iseto, 2002)",391553,Animalia,Entoprocta,NA,NA,Loxosomatidae,Loxocorone,1,0,0,0,NA,exact,0,0
Leptastrea pruinosa,207472,Leptastrea pruinosa,"Crossland, 1952",unaccepted,synonymy,Species,207470,Leptastrea purpurea,"(Dana, 1846)",204278,Animalia,Cnidaria,Anthozoa,Scleractinia,Leptastreidae,Leptastrea,1,0,0,0,NA,exact,0,0
Scapophyllia cylindrica,291024,Scapophyllia cylindrica,"Milne Edwards & Haime, 1849",superseded combination,basionym,Species,1465792,Merulina cylindrica,"(Milne Edwards & Haime, 1849)",267828,Animalia,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Scapophyllia,1,NA,0,0,NA,exact,0,0
Euphyllia divisa,289215,Euphyllia divisa,"Veron & Pichon, 1980",superseded combination,NA,Species,1048074,Fimbriaphyllia divisa,"(Veron & Pichon, 1980)",206703,Animalia,Cnidaria,Anthozoa,Scleractinia,Euphylliidae,Euphyllia,1,NA,0,0,NA,exact,0,0
Euphyllia ancora,207614,Euphyllia ancora,"Veron & Pichon, 1980",superseded combination,NA,Species,1048073,Fimbriaphyllia ancora,"(Veron & Pichon, 1980)",206703,Animalia,Cnidaria,Anthozoa,Scleractinia,Euphylliidae,Euphyllia,1,NA,0,0,NA,exact,0,0
Turbinaria peltata,207512,Turbinaria peltata,"(Esper, 1790)",superseded combination,NA,Species,1469809,Duncanopsammia peltata,"(Esper, 1790)",206641,Animalia,Cnidaria,Anthozoa,Scleractinia,Dendrophylliidae,Turbinaria,1,NA,0,0,NA,exact,0,0
Platyzoanthus mussoides,290775,Platyzoanthus mussoides,"Saville-Kent, 1893",accepted,NA,Species,290775,Platyzoanthus mussoides,"Saville-Kent, 1893",267748,Animalia,Cnidaria,Anthozoa,Corallimorpharia,Discosomidae,Platyzoanthus,1,NA,NA,0,NA,exact,0,0
Zonosagitta,264951,Zonosagitta,"Tokioka, 1965",accepted,NA,Genus,264951,Zonosagitta,"Tokioka, 1965",5953,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Zonosagitta,1,NA,NA,NA,NA,exact,0,0
Hydra vulgaris,290157,Hydra vulgaris,"Pallas, 1766",accepted,NA,Species,290157,Hydra vulgaris,"Pallas, 1766",267491,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Hydridae,Hydra,0,0,1,0,0,exact,1,0
Hydra robusta,290151,Hydra robusta,"(Itô, 1947)",accepted,NA,Species,290151,Hydra robusta,"(Itô, 1947)",267491,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Hydridae,Hydra,NA,NA,1,0,NA,exact,1,0
Hydra viridissima,290156,Hydra viridissima,"Pallas, 1766",accepted,NA,Species,290156,Hydra viridissima,"Pallas, 1766",267491,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Hydridae,Hydra,0,0,1,0,0,exact,1,0
Hydra oligactis,290145,Hydra oligactis,"Pallas, 1766",accepted,NA,Species,290145,Hydra oligactis,"Pallas, 1766",267491,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Hydridae,Hydra,0,NA,1,0,NA,exact,1,0
Hydra utahensis,290155,Hydra utahensis,"Hyman, 1931",accepted,NA,Species,290155,Hydra utahensis,"Hyman, 1931",267491,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Hydridae,Hydra,0,NA,1,0,0,exact,1,0
Hydra hymanae,290135,Hydra hymanae,"Hadley & Forrest, 1949",accepted,NA,Species,290135,Hydra hymanae,"Hadley & Forrest, 1949",267491,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Hydridae,Hydra,0,NA,1,0,NA,exact,1,0
Hydra,267491,Hydra,"Linnaeus, 1758",accepted,NA,Genus,267491,Hydra,"Linnaeus, 1758",151708,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Hydridae,Hydra,0,0,1,0,0,exact,1,0
Corallium konojoi,286589,Corallium konojoi,"Kishinouye, 1903",unaccepted,original combination,Species,1311282,Pleurocorallium konojoi,"(Kishinouye, 1903)",125325,Animalia,Cnidaria,Anthozoa,Alcyonacea,Coralliidae,Corallium,1,0,0,0,NA,exact,0,0
Gordius,1528372,Gordius,"non Linnaeus, 1758",uncertain,Type is a Nematomorph,Genus,NA,NA,NA,146899,Animalia,Nemertea,Nemertea incertae sedis,NA,NA,Gordius,1,0,0,0,0,exact,0,0
Gordius,147097,Gordius,"Linnaeus, 1758",accepted,NA,Genus,147097,Gordius,"Linnaeus, 1758",146899,Animalia,Nemertea,Nemertea incertae sedis,NA,NA,Gordius,1,NA,NA,NA,NA,exact,0,0
Goniopora pedunculata,759975,Goniopora pedunculata,"Quoy & Gaimard, 1833",accepted,NA,Species,759975,Goniopora pedunculata,"Quoy & Gaimard, 1833",205476,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Goniopora,1,0,0,0,NA,exact,0,0
Goniopora palmensis,288274,Goniopora palmensis,"Veron & Pichon, 1982",accepted,NA,Species,288274,Goniopora palmensis,"Veron & Pichon, 1982",205476,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Goniopora,1,0,0,0,NA,exact,0,0
Poritipora paliformis,290846,Poritipora paliformis,"Veron, 2000",unaccepted,"original combination, basionym",Species,764226,Goniopora paliformis,"(Veron, 2000)",267762,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Poritipora,1,0,0,0,NA,exact,0,0
Machadoporites tantillus,290324,Machadoporites tantillus,"(Claereboudt & Al Amri, 2004)",unaccepted,changed combination,Species,764222,Goniopora tantillus,"(Claereboudt & Al Amri, 2004)",267570,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Machadoporites,1,NA,0,0,NA,exact,0,0
Bernardpora stutchburyi,764221,Bernardpora stutchburyi,"(Wells, 1955)",accepted,NA,Species,764221,Bernardpora stutchburyi,"(Wells, 1955)",764093,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Bernardpora,1,0,0,0,NA,exact,0,0
Bugula pacifica,469202,Bugula pacifica,"Robertson, 1905",unaccepted,NA,Species,834038,Crisularia pacifica,"(Robertson, 1905)",110839,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Bugula,1,0,0,0,NA,exact,0,0
Lepidisis olapa,286334,Lepidisis olapa,"Muzik, 1978",uncertain,"not Lepidisis per Watling & France, 2021",Species,286334,Lepidisis olapa,"Muzik, 1978",125307,Animalia,Cnidaria,Anthozoa,Alcyonacea,Keratoisididae,Lepidisis,1,NA,0,0,NA,exact,0,0
Brachionus quadridentatus,134983,Brachionus quadridentatus,"Hermann, 1783",accepted,NA,Species,134983,Brachionus quadridentatus,"Hermann, 1783",134937,Animalia,Rotifera,Eurotatoria,Ploima,Brachionidae,Brachionus,0,0,1,NA,NA,exact,1,NA
Brachionus calyciflorus,134980,Brachionus calyciflorus,"Pallas, 1766",accepted,NA,Species,134980,Brachionus calyciflorus,"Pallas, 1766",134937,Animalia,Rotifera,Eurotatoria,Ploima,Brachionidae,Brachionus,0,0,1,NA,NA,exact,1,NA
Brachionus patulus,955745,Brachionus patulus,"Müller, 1786",unaccepted,NA,Species,955742,Plationus patulus,"(Müller, 1786)",134937,Animalia,Rotifera,Eurotatoria,Ploima,Brachionidae,Brachionus,NA,NA,1,NA,NA,exact,1,NA
Mediorhynchus,1526923,Mediorhynchus,"Van Cleave, 1916",accepted,NA,Genus,1526923,Mediorhynchus,"Van Cleave, 1916",1523603,Animalia,Acanthocephala,Archiacanthocephala,Gigantorhynchida,Gigantorhynchidae,Mediorhynchus,NA,NA,NA,1,NA,exact,NA,1
Haliclona xena,191482,Haliclona xena,"de Weerdt, 1986",alternate representation,subgenus assignment,Species,132883,Haliclona (Soestella) xena,"de Weerdt, 1986",131834,Animalia,Porifera,Demospongiae,Haplosclerida,Chalinidae,Haliclona,1,0,0,0,NA,exact,0,0
Watersipora edmondsoni,396736,Watersipora edmondsoni,"Soule & Soule, 1968",unaccepted,NA,Species,111592,Watersipora subtorquata,"(d'Orbigny, 1852)",110991,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Watersiporidae,Watersipora,1,0,0,0,NA,exact,0,0
Watersipora subovoidea,111591,Watersipora subovoidea,"(d'Orbigny, 1852)",unaccepted,Nomen dubium,Species,111590,Watersipora cucullata,"(Busk, 1854)",110991,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Watersiporidae,Watersipora,1,0,0,0,NA,exact,0,0
Brachionus urceolaris,134985,Brachionus urceolaris,"Müller, 1773",accepted,NA,Species,134985,Brachionus urceolaris,"Müller, 1773",134937,Animalia,Rotifera,Eurotatoria,Ploima,Brachionidae,Brachionus,0,0,1,NA,NA,exact,1,NA
Keratella cochlearis,134990,Keratella cochlearis,"(Gosse, 1851)",accepted,NA,Species,134990,Keratella cochlearis,"(Gosse, 1851)",134941,Animalia,Rotifera,Eurotatoria,Ploima,Brachionidae,Keratella,0,0,1,NA,NA,exact,1,NA
Keratella quadrata,134992,Keratella quadrata,"(Müller, 1786)",accepted,NA,Species,134992,Keratella quadrata,"(Müller, 1786)",134941,Animalia,Rotifera,Eurotatoria,Ploima,Brachionidae,Keratella,0,0,1,NA,NA,exact,1,NA
Antarctonemertes,162337,Antarctonemertes,"Friedrich, 1955",accepted,NA,Genus,162337,Antarctonemertes,"Friedrich, 1955",162289,Animalia,Nemertea,Hoplonemertea,Monostilifera,Oerstediidae,Antarctonemertes,1,0,0,0,0,exact,0,0
Tenuilineus bicolor,155929,Tenuilineus bicolor,"(Verrill, 1892)",unaccepted,Synonymy,Species,1251021,Siphonenteron bicolour,"(Verrill, 1892)",122368,Animalia,Nemertea,Pilidiophora,Heteronemertea,Lineidae,Tenuilineus,1,NA,0,0,0,exact,0,0
Tedania ignis,404078,Tedania ignis,"(Duchassaing & Michelotti, 1864)",alternate representation,subgenus assignment,Species,169565,Tedania (Tedania) ignis,"(Duchassaing & Michelotti, 1864)",131974,Animalia,Porifera,Demospongiae,Poecilosclerida,Tedaniidae,Tedania,1,0,0,0,0,exact,0,0
Clathria prolifera,157373,Clathria prolifera,"(Ellis & Solander, 1786)",alternate representation,subgenus assignment,Species,167563,Clathria (Clathria) prolifera,"(Ellis & Solander, 1786)",131868,Animalia,Porifera,Demospongiae,Poecilosclerida,Microcionidae,Clathria,1,0,0,0,0,exact,0,0
Clathria prolifera,394301,Clathria prolifera,"Burton, 1940",unaccepted,preoccupied and subgenus assignment,Species,167503,Clathria (Clathria) burtoni,"Cuartas, 1995",131868,Animalia,Porifera,Demospongiae,Poecilosclerida,Microcionidae,Clathria,1,0,0,0,0,exact,0,0
Eunapius fragilis,167160,Eunapius fragilis,"(Leidy, 1851)",accepted,NA,Species,167160,Eunapius fragilis,"(Leidy, 1851)",167154,Animalia,Porifera,Demospongiae,Spongillida,Spongillidae,Eunapius,0,0,1,0,NA,exact,1,0
Spongilla lacustris,167235,Spongilla lacustris,"(Linnaeus, 1759)",accepted,NA,Species,167235,Spongilla lacustris,"(Linnaeus, 1759)",167224,Animalia,Porifera,Demospongiae,Spongillida,Spongillidae,Spongilla,0,0,1,0,0,exact,1,0
Ephydatia muelleri,167151,Ephydatia muelleri,"(Lieberkühn, 1856)",accepted,NA,Species,167151,Ephydatia muelleri,"(Lieberkühn, 1856)",167141,Animalia,Porifera,Demospongiae,Spongillida,Spongillidae,Ephydatia,0,0,1,0,0,exact,1,0
Chondrilla nucula,134110,Chondrilla nucula,"Schmidt, 1862",accepted,NA,Species,134110,Chondrilla nucula,"Schmidt, 1862",132021,Animalia,Porifera,Demospongiae,Chondrillida,Chondrillidae,Chondrilla,1,0,0,0,0,exact,0,0
Mycale fibrexilis,184424,Mycale fibrexilis,"(Wilson, 1894)",unaccepted,NA,Species,714090,Mycale (Carmia) fibrexilis,"(Wilson, 1894)",131907,Animalia,Porifera,Demospongiae,Poecilosclerida,Mycalidae,Mycale,1,0,0,0,0,exact,0,0
Acanthocephalus dirus,448669,Acanthocephalus dirus,"(Van Cleave, 1931) Van Cleave & Townsend, 1936",accepted,NA,Species,448669,Acanthocephalus dirus,"(Van Cleave, 1931) Van Cleave & Townsend, 1936",20296,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Paracanthocephalidae,Acanthocephalus,NA,NA,1,NA,NA,exact,1,NA
Xestospongia proxima,166898,Xestospongia proxima,"(Duchassaing & Michelotti, 1864)",unaccepted,Genus transfer,Species,378581,Neopetrosia proxima,"(Duchassaing & Michelotti, 1864)",131849,Animalia,Porifera,Demospongiae,Haplosclerida,Petrosiidae,Xestospongia,1,0,0,0,0,exact,0,0
Levantinella levantinensis,885841,Levantinella levantinensis,NA,unaccepted,correction of genus name,Species,889678,Levantiniella levantinensis,"(Vacelet, Bitar, Carteron, Zibrowius & Pérez, 2007)",885840,Animalia,Porifera,Demospongiae,Tetractinellida,Tetillidae,Levantinella,1,0,0,0,0,exact,0,0
Anomastrea irregularis,289410,Anomastrea irregularis,"Marenzeller, 1901",unaccepted,wrong spelling genus name,Species,207518,Anomastraea irregularis,"von Marenzeller, 1901",267223,Animalia,Cnidaria,Anthozoa,Scleractinia,Coscinaraeidae,Anomastrea,1,0,0,0,NA,exact,0,0
Bugula cucullata,574244,Bugula cucullata,"Busk, 1867",unaccepted,NA,Species,834024,Crisularia cucullata,"(Busk, 1867)",110839,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Bugula,1,0,0,0,0,exact,0,0
Bugula flabellata,111152,Bugula flabellata,"(Thompson in Gray, 1848)",unaccepted,NA,Species,834002,Bugulina flabellata,"(Thompson in Gray, 1848)",110839,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Bugula,1,0,0,0,NA,exact,0,0
Halichondriidae,131633,Halichondriidae,"Gray, 1867",accepted,NA,Family,131633,Halichondriidae,"Gray, 1867",845509,Animalia,Porifera,Demospongiae,Suberitida,Halichondriidae,NA,1,0,0,0,0,exact,0,0
Tethyida,845507,Tethyida,"Morrow & Cárdenas, 2015",accepted,NA,Order,845507,Tethyida,"Morrow & Cárdenas, 2015",607950,Animalia,Porifera,Demospongiae,Tethyida,NA,NA,1,0,0,0,0,exact,0,0
Bertolanius volubilis,955652,Bertolanius volubilis,"(Durante Pasa & Maucci, 1975)",accepted,NA,Species,955652,Bertolanius volubilis,"(Durante Pasa & Maucci, 1975)",955422,Animalia,Tardigrada,Eutardigrada,Parachela,Eohypsibiidae,Bertolanius,0,0,0,1,NA,exact,0,1
Dactylobiotus parthenogeneticus,342795,Dactylobiotus parthenogeneticus,"Bertolani, 1982",accepted,NA,Species,342795,Dactylobiotus parthenogeneticus,"Bertolani, 1982",342557,Animalia,Tardigrada,Eutardigrada,Parachela,Murrayidae,Dactylobiotus,0,0,1,NA,NA,exact,1,NA
Murrayon pullari,343473,Murrayon pullari,"(Murray, 1907)",accepted,NA,Species,343473,Murrayon pullari,"(Murray, 1907)",342592,Animalia,Tardigrada,Eutardigrada,Parachela,Murrayidae,Murrayon,0,0,NA,NA,NA,exact,NA,NA
Macrobiotus,342581,Macrobiotus,"C.A.S. Schultze, 1834",accepted,NA,Genus,342581,Macrobiotus,"C.A.S. Schultze, 1834",342534,Animalia,Tardigrada,Eutardigrada,Parachela,Macrobiotidae,Macrobiotus,0,NA,1,1,NA,exact,1,1
Macrobiotus terminalis,343393,Macrobiotus terminalis,"Bertolani & Rebecchi, 1993",accepted,NA,Species,343393,Macrobiotus terminalis,"Bertolani & Rebecchi, 1993",342581,Animalia,Tardigrada,Eutardigrada,Parachela,Macrobiotidae,Macrobiotus,0,0,NA,NA,NA,exact,NA,NA
Xerobiotus pseudohufelandi,343580,Xerobiotus pseudohufelandi,"(Iharos, 1966)",accepted,NA,Species,343580,Xerobiotus pseudohufelandi,"(Iharos, 1966)",342618,Animalia,Tardigrada,Eutardigrada,Parachela,Macrobiotidae,Xerobiotus,0,0,NA,NA,NA,exact,NA,NA
Paramacrobiotus richtersi,956599,Paramacrobiotus richtersi,"(Murray, 1911)",accepted,NA,Species,956599,Paramacrobiotus richtersi,"(Murray, 1911)",955441,Animalia,Tardigrada,Eutardigrada,Parachela,Macrobiotidae,Paramacrobiotus,0,0,NA,NA,NA,exact,NA,NA
Richtersius coronifer,343566,Richtersius coronifer,"(Richters, 1903)",accepted,NA,Species,343566,Richtersius coronifer,"(Richters, 1903)",342612,Animalia,Tardigrada,Eutardigrada,Parachela,Richtersiidae,Richtersius,0,0,NA,NA,NA,exact,NA,NA
Clytia hummelincki,225740,Clytia hummelincki,"(Leloup, 1935)",unaccepted,NA,Species,1554223,Clytia brevithecata,"(Thornely, 1900)",117030,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,1,NA,NA,0,NA,exact,0,0
Tetrastemma peltatum,122794,Tetrastemma peltatum,"Bürger, 1895",nomen dubium,NA,Species,122794,Tetrastemma peltatum,"Bürger, 1895",122419,Animalia,Nemertea,Hoplonemertea,Monostilifera,Tetrastemmatidae,Tetrastemma,1,NA,NA,NA,NA,exact,0,0
Eunicella cavolini,125361,Eunicella cavolini,"(Koch, 1887)",accepted,NA,Species,125361,Eunicella cavolini,"(Koch, 1887)",125301,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,1,0,0,0,NA,exact,0,0
Cordagalma ordinatum,196536,Cordagalma ordinatum,"(Haeckel, 1888)",accepted,NA,Species,196536,Cordagalma ordinatum,"(Haeckel, 1888)",135386,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Cordagalmatidae,Cordagalma,1,0,0,0,0,exact,0,0
Halistemma foliacea,387264,Halistemma foliacea,"(Quoy & Gaimard, 1833)",accepted,NA,Species,387264,Halistemma foliacea,"(Quoy & Gaimard, 1833)",135389,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Agalmatidae,Halistemma,1,0,0,0,0,exact,0,0
Agelas schmidti,1454238,Agelas schmidti,NA,unaccepted,misspelling,Species,164842,Agelas schmidtii,"Wilson, 1902",131771,Animalia,Porifera,Demospongiae,Agelasida,Agelasidae,Agelas,1,0,0,0,NA,exact,0,0
Ceratoporella nicholsoni,164851,Ceratoporella nicholsoni,"(Hickson, 1911)",accepted,NA,Species,164851,Ceratoporella nicholsoni,"(Hickson, 1911)",164850,Animalia,Porifera,Demospongiae,Agelasida,Astroscleridae,Ceratoporella,1,0,0,0,NA,exact,0,0
Agelas arborescens,247849,Agelas arborescens,"(Lamarck, 1815)",unaccepted,junior synonym,Species,164841,Agelas sceptrum,"(Lamarck, 1815)",131771,Animalia,Porifera,Demospongiae,Agelasida,Agelasidae,Agelas,1,0,0,0,0,exact,0,0
Adineta vaga,886583,Adineta vaga,"(Davis, 1873)",accepted,NA,Species,886583,Adineta vaga,"(Davis, 1873)",886172,Animalia,Rotifera,Eurotatoria,NA,Adinetidae,Adineta,0,0,1,1,NA,exact,1,1
Habrotrocha constricta,1390723,Habrotrocha constricta,"(Dujardin, 1841)",accepted,NA,Species,1390723,Habrotrocha constricta,"(Dujardin, 1841)",886255,Animalia,Rotifera,Eurotatoria,NA,Habrotrochidae,Habrotrocha,0,NA,1,1,0,exact,1,1
Macrotrachela quadricornifera,1390864,Macrotrachela quadricornifera,"Milne, 1886",accepted,NA,Species,1390864,Macrotrachela quadricornifera,"Milne, 1886",886281,Animalia,Rotifera,Eurotatoria,NA,Philodinidae,Macrotrachela,NA,NA,1,1,0,exact,1,1
