query,aphia_id,scientificname,authority,status,unacceptreason,rank,valid_aphia_id,valid_name,valid_authority,parent_name_usage_id,kingdom,phylum,class,order,family,genus,is_marine,is_brackish,is_freshwater,is_terrestrial,is_extinct,match_type,freshwater_only,terrestrial_only
Knoutsodonta jannae,845526,Knoutsodonta jannae,"(Millen, 1987)",superseded combination,NA,Species,1565340,Atalodoris jannae,"(Millen, 1987)",845525,Animalia,Mollusca,Gastropoda,Nudibranchia,Onchidorididae,Knoutsodonta,1,0,0,0,0,exact,0,0
Janolus fuscus,581840,Janolus fuscus,"O'Donoghue, 1924",unaccepted,original combination,Species,1340034,Antiopella fusca,"(O'Donoghue, 1924)",138379,Animalia,Mollusca,Gastropoda,Nudibranchia,Janolidae,Janolus,1,0,0,0,0,exact,0,0
Ariolimax columbianus,1352058,Ariolimax columbianus,"(A. Gould, 1851)",accepted,NA,Species,1352058,Ariolimax columbianus,"(A. Gould, 1851)",995725,Animalia,Mollusca,Gastropoda,Stylommatophora,Ariolimacidae,Ariolimax,0,0,0,1,NA,exact,0,1
Vespericola columbiana,1352056,Vespericola columbiana,"(I. Lea, 1839)",accepted,NA,Species,1352056,Vespericola columbiana,"(I. Lea, 1839)",996679,Animalia,Mollusca,Gastropoda,Stylommatophora,Polygyridae,Vespericola,0,0,0,1,NA,exact,0,1
Margarites salmoneus,534176,Margarites salmoneus,"(Carpenter, 1864)",accepted,NA,Species,534176,Margarites salmoneus,"(Carpenter, 1864)",138592,Animalia,Mollusca,Gastropoda,Trochida,Margaritidae,Margarites,1,NA,NA,NA,NA,exact,0,0
Mopalia kennerleyi,386348,Mopalia kennerleyi,"Carpenter, 1864",unaccepted,NA,Species,386342,Mopalia ciliata,"(G. B. Sowerby II, 1840)",385567,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Mopalia,1,NA,NA,NA,NA,exact,0,0
Tonicella undocaerulea,386445,Tonicella undocaerulea,"Sirenko, 1973",unaccepted,NA,Species,386441,Tonicella lineata,"(Wood, 1815)",138090,Animalia,Mollusca,Polyplacophora,Chitonida,Tonicellidae,Tonicella,1,NA,NA,NA,NA,exact,0,0
Corbicula fluminea,181580,Corbicula fluminea,"(O. F. Müller, 1774)",accepted,NA,Species,181580,Corbicula fluminea,"(O. F. Müller, 1774)",238371,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula,0,NA,1,0,0,exact,1,0
Tritia obsoleta,876835,Tritia obsoleta,"(Say, 1822)",unaccepted,NA,Species,467490,Ilyanassa obsoleta,"(Say, 1822)",246140,Animalia,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Tritia,1,0,0,0,NA,exact,0,0
Leptodea fragilis,857337,Leptodea fragilis,"(Rafinesque, 1820)",unaccepted,NA,Species,1449834,Potamilus fragilis,"(Rafinesque, 1820)",571697,Animalia,Mollusca,Bivalvia,Unionida,Unionidae,Leptodea,0,0,1,0,NA,exact,1,0
Euspira grossularia,140530,Euspira grossularia,"(Marche-Marchad, 1957)",accepted,NA,Species,140530,Euspira grossularia,"(Marche-Marchad, 1957)",138239,Animalia,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Euspira,1,NA,NA,NA,NA,exact,0,0
Tritia denticulata,876851,Tritia denticulata,"(A. Adams, 1852)",accepted,NA,Species,876851,Tritia denticulata,"(A. Adams, 1852)",246140,Animalia,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Tritia,1,NA,NA,NA,NA,exact,0,0
Nassarius elatus,140497,Nassarius elatus,"(Gould, 1845)",unaccepted,NA,Species,890056,Tritia elata,"(Gould, 1845)",138235,Animalia,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Nassarius,1,NA,NA,NA,NA,exact,0,0
Tritia goreensis,876855,Tritia goreensis,"(Maltzan, 1884)",accepted,NA,Species,876855,Tritia goreensis,"(Maltzan, 1884)",246140,Animalia,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Tritia,1,NA,NA,NA,NA,exact,0,0
Tritia heynemanni,876853,Tritia heynemanni,"(Maltzan, 1884)",accepted,NA,Species,876853,Tritia heynemanni,"(Maltzan, 1884)",246140,Animalia,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Tritia,1,NA,NA,NA,NA,exact,0,0
Tritia miga,876841,Tritia miga,"(Bruguière, 1789)",accepted,NA,Species,876841,Tritia miga,"(Bruguière, 1789)",246140,Animalia,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Tritia,1,NA,NA,NA,NA,exact,0,0
Helisoma anceps,159871,Helisoma anceps,"(Menke, 1830)",accepted,NA,Species,159871,Helisoma anceps,"(Menke, 1830)",159869,Animalia,Mollusca,Gastropoda,NA,Planorbidae,Helisoma,0,0,1,0,0,exact,1,0
Valvata piscinalis,153998,Valvata piscinalis,"(O. F. Müller, 1774)",accepted,NA,Species,153998,Valvata piscinalis,"(O. F. Müller, 1774)",153994,Animalia,Mollusca,Gastropoda,NA,Valvatidae,Valvata,0,0,1,0,0,exact,1,0
Mimachlamys crassicostata,393729,Mimachlamys crassicostata,"(G. B. Sowerby II, 1842)",accepted,NA,Species,393729,Mimachlamys crassicostata,"(G. B. Sowerby II, 1842)",236718,Animalia,Mollusca,Bivalvia,Pectinida,Pectinidae,Mimachlamys,1,0,0,0,NA,exact,0,0
Spondylus nicobaricus,207867,Spondylus nicobaricus,"Schreibers, 1793",accepted,NA,Species,207867,Spondylus nicobaricus,"Schreibers, 1793",138518,Animalia,Mollusca,Bivalvia,Pectinida,Spondylidae,Spondylus,1,NA,NA,NA,NA,exact,0,0
Magallana gigas,836033,Magallana gigas,"(Thunberg, 1793)",accepted,NA,Species,836033,Magallana gigas,"(Thunberg, 1793)",836032,Animalia,Mollusca,Bivalvia,Ostreida,Ostreidae,Magallana,1,1,NA,NA,0,exact,0,0
Anadara kagoshimensis,504360,Anadara kagoshimensis,"(Tokunaga, 1906)",accepted,NA,Species,504360,Anadara kagoshimensis,"(Tokunaga, 1906)",137669,Animalia,Mollusca,Bivalvia,Arcida,Arcidae,Anadara,1,NA,NA,NA,NA,exact,0,0
Pronodularia japanensis,1350519,Pronodularia japanensis,"(I. Lea, 1859)",accepted,NA,Species,1350519,Pronodularia japanensis,"(I. Lea, 1859)",1337667,Animalia,Mollusca,Bivalvia,Unionida,Unionidae,Pronodularia,0,0,1,0,NA,exact,1,0
Inversidens brandtii,1390375,Inversidens brandtii,"(Kobelt, 1879)",accepted,NA,Species,1390375,Inversidens brandtii,"(Kobelt, 1879)",747076,Animalia,Mollusca,Bivalvia,Unionida,Unionidae,Inversidens,0,0,1,0,0,exact,1,0
Lanceolaria grayana,1324535,Lanceolaria grayana,"(I. Lea, 1834)",unaccepted,a junior synonym,Species,1251092,Lanceolaria grayii,"(Gray, 1833)",747082,Animalia,Mollusca,Bivalvia,Unionida,Unionidae,Lanceolaria,0,0,1,0,0,exact,1,0
Sinanodonta woodiana,857498,Sinanodonta woodiana,"(I. Lea, 1834)",accepted,NA,Species,857498,Sinanodonta woodiana,"(I. Lea, 1834)",747101,Animalia,Mollusca,Bivalvia,Unionida,Unionidae,Sinanodonta,0,0,1,0,NA,exact,1,0
Tegillarca nodifera,504472,Tegillarca nodifera,"(Martens, 1860)",accepted,NA,Species,504472,Tegillarca nodifera,"(Martens, 1860)",492111,Animalia,Mollusca,Bivalvia,Arcida,Arcidae,Tegillarca,1,NA,NA,NA,NA,exact,0,0
Anadara broughtonii,504357,Anadara broughtonii,"(Schrenck, 1867)",accepted,NA,Species,504357,Anadara broughtonii,"(Schrenck, 1867)",137669,Animalia,Mollusca,Bivalvia,Arcida,Arcidae,Anadara,1,0,0,0,NA,exact,0,0
Anadara ferruginea,504349,Anadara ferruginea,"(Reeve, 1844)",accepted,NA,Species,504349,Anadara ferruginea,"(Reeve, 1844)",137669,Animalia,Mollusca,Bivalvia,Arcida,Arcidae,Anadara,1,NA,NA,NA,NA,exact,0,0
Anadara satowi,504303,Anadara satowi,"(Dunker, 1882)",accepted,NA,Species,504303,Anadara satowi,"(Dunker, 1882)",137669,Animalia,Mollusca,Bivalvia,Arcida,Arcidae,Anadara,1,NA,NA,NA,NA,exact,0,0
Barbatia amygdalumtostum,504394,Barbatia amygdalumtostum,"(Röding, 1798)",accepted,NA,Species,504394,Barbatia amygdalumtostum,"(Röding, 1798)",137672,Animalia,Mollusca,Bivalvia,Arcida,Arcidae,Barbatia,1,NA,NA,NA,NA,exact,0,0
Pirenella alata,870514,Pirenella alata,"(Philippi, 1849)",accepted,NA,Species,870514,Pirenella alata,"(Philippi, 1849)",206423,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Potamididae,Pirenella,1,1,0,0,0,exact,0,0
Squamopleura miles,386283,Squamopleura miles,"(Carpenter in Pilsbry, 1893)",accepted,NA,Species,386283,Squamopleura miles,"(Carpenter in Pilsbry, 1893)",385564,Animalia,Mollusca,Polyplacophora,Chitonida,Chitonidae,Squamopleura,1,NA,NA,NA,NA,exact,0,0
Spondylus,138518,Spondylus,"Linnaeus, 1758",accepted,NA,Genus,138518,Spondylus,"Linnaeus, 1758",23121,Animalia,Mollusca,Bivalvia,Pectinida,Spondylidae,Spondylus,1,NA,NA,NA,NA,exact,0,0
Modiolus nipponicus,506112,Modiolus nipponicus,"(Oyama, 1950)",accepted,NA,Species,506112,Modiolus nipponicus,"(Oyama, 1950)",138223,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Modiolus,1,NA,NA,NA,NA,exact,0,0
Hyotissa imbricata,1509115,Hyotissa imbricata,"(Lamarck, 1819)",unaccepted,NA,Species,758985,Hyotissa inermis,"(G. B. Sowerby II, 1871)",204006,Animalia,Mollusca,Bivalvia,Ostreida,Gryphaeidae,Hyotissa,1,0,0,0,NA,exact,0,0
Malleus regula,605717,Malleus regula,"(Forsskål in Niebuhr, 1775)",accepted,NA,Species,605717,Malleus regula,"(Forsskål in Niebuhr, 1775)",138162,Animalia,Mollusca,Bivalvia,Ostreida,Malleidae,Malleus,1,NA,NA,NA,NA,exact,0,0
Laternula gracilis,506752,Laternula gracilis,"(Reeve, 1860)",accepted,NA,Species,506752,Laternula gracilis,"(Reeve, 1860)",138106,Animalia,Mollusca,Bivalvia,NA,Laternulidae,Laternula,1,NA,NA,NA,NA,exact,0,0
Pteria gregata,595849,Pteria gregata,"(Reeve, 1857)",accepted,NA,Species,595849,Pteria gregata,"(Reeve, 1857)",138397,Animalia,Mollusca,Bivalvia,Ostreida,Pteriidae,Pteria,1,NA,NA,NA,NA,exact,0,0
Isognomon nucleus,208469,Isognomon nucleus,"(Lamarck, 1819)",accepted,NA,Species,208469,Isognomon nucleus,"(Lamarck, 1819)",138091,Animalia,Mollusca,Bivalvia,Ostreida,Isognomonidae,Isognomon,1,0,0,0,NA,exact,0,0
Geloina expansa,747114,Geloina expansa,"(Mousson, 1849)",accepted,NA,Species,747114,Geloina expansa,"(Mousson, 1849)",747106,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Geloina,NA,1,NA,NA,NA,exact,0,0
Empleconia cumingi,872195,Empleconia cumingi,"(A. Adams, 1863)",unaccepted,NA,Species,504579,Limopsis cumingi,"A. Adams, 1863",818238,Animalia,Mollusca,Bivalvia,Arcida,Limopsidae,Empleconia,1,NA,NA,NA,NA,exact,0,0
Barbatia foliata,207774,Barbatia foliata,"(Forsskål in Niebuhr, 1775)",accepted,NA,Species,207774,Barbatia foliata,"(Forsskål in Niebuhr, 1775)",137672,Animalia,Mollusca,Bivalvia,Arcida,Arcidae,Barbatia,1,0,0,0,NA,exact,0,0
Arca ventricosa,215229,Arca ventricosa,"Lamarck, 1819",unaccepted,basionym,Species,1549091,Lamarcka ventricosa,"(Lamarck, 1818)",137670,Animalia,Mollusca,Bivalvia,Arcida,Arcidae,Arca,1,0,0,0,NA,exact,0,0
Scapharca inaequivalvis,216613,Scapharca inaequivalvis,"(Bruguière, 1789)",unaccepted,NA,Species,138785,Anadara inaequivalvis,"(Bruguière, 1789)",204489,Animalia,Mollusca,Bivalvia,Arcida,Arcidae,Scapharca,1,NA,NA,NA,NA,exact,0,0
Modiolus modulaides,214960,Modiolus modulaides,"(Röding, 1798)",accepted,NA,Species,214960,Modiolus modulaides,"(Röding, 1798)",138223,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Modiolus,1,NA,NA,NA,NA,exact,0,0
Macridiscus aequilatera,558426,Macridiscus aequilatera,"(G. B. Sowerby I, 1825)",accepted,NA,Species,558426,Macridiscus aequilatera,"(G. B. Sowerby I, 1825)",526356,Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Macridiscus,1,NA,NA,NA,NA,exact,0,0
Isomonia umbonata,504265,Isomonia umbonata,"(Gould, 1861)",accepted,NA,Species,504265,Isomonia umbonata,"(Gould, 1861)",181307,Animalia,Mollusca,Bivalvia,Pectinida,Anomiidae,Isomonia,1,NA,NA,NA,NA,exact,0,0
Parvamussium carbaseum,387421,Parvamussium carbaseum,"Dijkstra, 1991",accepted,NA,Species,387421,Parvamussium carbaseum,"Dijkstra, 1991",181286,Animalia,Mollusca,Bivalvia,Pectinida,Propeamussiidae,Parvamussium,1,NA,NA,NA,NA,exact,0,0
Cosa waikikia,504681,Cosa waikikia,"(Dall, Bartsch & Rehder, 1938)",unaccepted,NA,Species,540379,Limopsis waikikia,"Dall, Bartsch & Rehder, 1938",225575,Animalia,Mollusca,Bivalvia,Arcida,Philobryidae,Cosa,1,0,0,0,NA,exact,0,0
Bathymodiolus platifrons,505970,Bathymodiolus platifrons,"Hashimoto & Okutani, 1994",unaccepted,original combination,Species,1346726,Gigantidas platifrons,"(Hashimoto & Okutani, 1994)",138214,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Bathymodiolus,1,0,0,0,NA,exact,0,0
Pliocardia kuroshimana,464363,Pliocardia kuroshimana,"(Okutani, Fujikura & Kojima, 2000)",accepted,NA,Species,464363,Pliocardia kuroshimana,"(Okutani, Fujikura & Kojima, 2000)",464299,Animalia,Mollusca,Bivalvia,Venerida,Vesicomyidae,Pliocardia,1,0,0,0,0,exact,0,0
Pliocardia crenulomarginata,464345,Pliocardia crenulomarginata,"(Okutani, Kojima & Iwasaki, 2002)",accepted,NA,Species,464345,Pliocardia crenulomarginata,"(Okutani, Kojima & Iwasaki, 2002)",464299,Animalia,Mollusca,Bivalvia,Venerida,Vesicomyidae,Pliocardia,1,NA,NA,NA,NA,exact,0,0
Ectenagena laubieri,723668,Ectenagena laubieri,"(Okutani & Métivier, 1986)",accepted,NA,Species,723668,Ectenagena laubieri,"(Okutani & Métivier, 1986)",464297,Animalia,Mollusca,Bivalvia,Venerida,Vesicomyidae,Ectenagena,1,NA,NA,NA,NA,exact,0,0
Phreagena nankaiensis,505378,Phreagena nankaiensis,"(Okutani, Kojima & Ashi, 1996)",accepted,NA,Species,505378,Phreagena nankaiensis,"(Okutani, Kojima & Ashi, 1996)",464298,Animalia,Mollusca,Bivalvia,Venerida,Vesicomyidae,Phreagena,1,NA,NA,NA,NA,exact,0,0
Archivesica similaris,505266,Archivesica similaris,"(Okutani, Kojima & Ashi, 1997)",accepted,NA,Species,505266,Archivesica similaris,"(Okutani, Kojima & Ashi, 1997)",464296,Animalia,Mollusca,Bivalvia,Venerida,Vesicomyidae,Archivesica,1,NA,NA,NA,NA,exact,0,0
Calyptogena solidissima,464420,Calyptogena solidissima,"Okutani, Hashimoto & Fujikura, 1992",unaccepted,NA,Species,1374072,Archivesica kawamurai,"(Kuroda, 1943)",367971,Animalia,Mollusca,Bivalvia,Venerida,Vesicomyidae,Calyptogena,1,0,0,0,NA,exact,0,0
Ectenagena nautilei,505354,Ectenagena nautilei,"(Okutani & Métivier, 1986)",accepted,NA,Species,505354,Ectenagena nautilei,"(Okutani & Métivier, 1986)",464297,Animalia,Mollusca,Bivalvia,Venerida,Vesicomyidae,Ectenagena,1,NA,NA,NA,NA,exact,0,0
Amphioctopus fangsiao,534733,Amphioctopus fangsiao,"(d'Orbigny [in Férussac & d'Orbigny], 1839-1841)",accepted,NA,Species,534733,Amphioctopus fangsiao,"(d'Orbigny [in Férussac & d'Orbigny], 1839-1841)",341406,Animalia,Mollusca,Cephalopoda,Octopoda,Octopodidae,Amphioctopus,1,NA,0,0,NA,exact,0,0
Octopus minor,342002,Octopus minor,"(Sasaki, 1920)",accepted,NA,Species,342002,Octopus minor,"(Sasaki, 1920)",138268,Animalia,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,1,NA,0,0,NA,exact,0,0
Octopus sasakii,342025,Octopus sasakii,"Taki, 1942",taxon inquirendum,NA,Species,342025,Octopus sasakii,"Taki, 1942",138268,Animalia,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,1,NA,0,0,NA,exact,0,0
Sepiella inermis,220314,Sepiella inermis,"(Van Hasselt [in Férussac & d'Orbigny], 1835)",accepted,NA,Species,220314,Sepiella inermis,"(Van Hasselt [in Férussac & d'Orbigny], 1835)",153103,Animalia,Mollusca,Cephalopoda,Sepiida,Sepiidae,Sepiella,1,NA,0,0,NA,exact,0,0
Cerithidea cingulata,456564,Cerithidea cingulata,"(Gmelin, 1791)",unaccepted,NA,Species,870525,Pirenella cingulata,"(Gmelin, 1791)",204619,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Potamididae,Cerithidea,NA,1,NA,NA,NA,exact,0,0
Cerithidea balteata,758720,Cerithidea balteata,"A. Adams, 1855",accepted,NA,Species,758720,Cerithidea balteata,"A. Adams, 1855",204619,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Potamididae,Cerithidea,NA,1,NA,NA,NA,exact,0,0
Ifremeria nautilei,449966,Ifremeria nautilei,"Bouchet & Warén, 1991",accepted,NA,Species,449966,Ifremeria nautilei,"Bouchet & Warén, 1991",449923,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Provannidae,Ifremeria,1,NA,NA,NA,NA,exact,0,0
Cryptobranchia kuragiensis,456581,Cryptobranchia kuragiensis,"(Yokoyama, 1920)",unaccepted,NA,Species,1463006,Lepeta kuragiensis,"(Yokoyama, 1920)",456552,Animalia,Mollusca,Gastropoda,NA,Lepetidae,Cryptobranchia,1,0,0,0,NA,exact,0,0
Erginus sybariticus,456585,Erginus sybariticus,"(Dall, 1871)",accepted,NA,Species,456585,Erginus sybariticus,"(Dall, 1871)",138141,Animalia,Mollusca,Gastropoda,NA,Rhodopetalidae,Erginus,1,0,0,0,NA,exact,0,0
Lottia orbignyi,766513,Lottia orbignyi,"(Dall, 1909)",accepted,NA,Species,766513,Lottia orbignyi,"(Dall, 1909)",160336,Animalia,Mollusca,Gastropoda,NA,Lottiidae,Lottia,1,NA,NA,NA,NA,exact,0,0
Nipponacmea nigrans,456615,Nipponacmea nigrans,"(Kira, 1961)",accepted,NA,Species,456615,Nipponacmea nigrans,"(Kira, 1961)",391295,Animalia,Mollusca,Gastropoda,NA,Lottiidae,Nipponacmea,1,0,0,0,NA,exact,0,0
Radiacmea inconspicua,456625,Radiacmea inconspicua,"(Gray, 1843)",accepted,NA,Species,456625,Radiacmea inconspicua,"(Gray, 1843)",509981,Animalia,Mollusca,Gastropoda,NA,Lottiidae,Radiacmea,1,NA,NA,NA,0,exact,0,0
Patelloida chamorrorum,798796,Patelloida chamorrorum,"Lindberg & Vermeij, 1985",unaccepted,NA,Species,456575,Eoacmaea chamorrorum,"(Lindberg & Vermeij, 1985)",205118,Animalia,Mollusca,Gastropoda,NA,Lottiidae,Patelloida,1,NA,NA,NA,NA,exact,0,0
Eoacmaea conoidalis,456576,Eoacmaea conoidalis,"(Pease, 1868)",accepted,NA,Species,456576,Eoacmaea conoidalis,"(Pease, 1868)",456551,Animalia,Mollusca,Gastropoda,NA,Eoacmaeidae,Eoacmaea,1,NA,NA,NA,NA,exact,0,0
Eoacmaea javanica,456577,Eoacmaea javanica,"(T. Nakano, Aswan & Ozawa, 2005)",accepted,NA,Species,456577,Eoacmaea javanica,"(T. Nakano, Aswan & Ozawa, 2005)",456551,Animalia,Mollusca,Gastropoda,NA,Eoacmaeidae,Eoacmaea,1,0,0,0,NA,exact,0,0
Eoacmaea profunda,456580,Eoacmaea profunda,"(Deshayes, 1863)",accepted,NA,Species,456580,Eoacmaea profunda,"(Deshayes, 1863)",456551,Animalia,Mollusca,Gastropoda,NA,Eoacmaeidae,Eoacmaea,1,NA,NA,NA,NA,exact,0,0
Patelloida nigrosulcata,456637,Patelloida nigrosulcata,"(Reeve, 1855)",accepted,NA,Species,456637,Patelloida nigrosulcata,"(Reeve, 1855)",205118,Animalia,Mollusca,Gastropoda,NA,Lottiidae,Patelloida,1,NA,NA,NA,NA,exact,0,0
Scurria parasitica,456645,Scurria parasitica,"(d'Orbigny, 1841)",unaccepted,junior synonym,Species,456649,Scurria variabilis,"(G. B. Sowerby I, 1839)",456553,Animalia,Mollusca,Gastropoda,NA,Lottiidae,Scurria,1,0,0,0,NA,exact,0,0
Cellana nigrolineata,531787,Cellana nigrolineata,"(Reeve, 1854)",accepted,NA,Species,531787,Cellana nigrolineata,"(Reeve, 1854)",205749,Animalia,Mollusca,Gastropoda,NA,Nacellidae,Cellana,1,NA,NA,NA,NA,exact,0,0
Bathyacmaea nipponica,456689,Bathyacmaea nipponica,"Okutani, Tsuchida & Fujikura, 1992",accepted,NA,Species,456689,Bathyacmaea nipponica,"Okutani, Tsuchida & Fujikura, 1992",391494,Animalia,Mollusca,Gastropoda,NA,Pectinodontidae,Bathyacmaea,1,NA,NA,NA,NA,exact,0,0
Emarginula fissura,139959,Emarginula fissura,"(Linnaeus, 1758)",accepted,NA,Species,139959,Emarginula fissura,"(Linnaeus, 1758)",138012,Animalia,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Emarginula,1,NA,NA,NA,NA,exact,0,0
Camaena,835673,Camaena,"Albers, 1850",accepted,NA,Genus,835673,Camaena,"Albers, 1850",994788,Animalia,Mollusca,Gastropoda,Stylommatophora,Camaenidae,Camaena,0,0,0,1,NA,exact,0,1
Satsuma myomphala,1287751,Satsuma myomphala,"(E. von Martens, 1865)",accepted,NA,Species,1287751,Satsuma myomphala,"(E. von Martens, 1865)",818543,Animalia,Mollusca,Gastropoda,Stylommatophora,Camaenidae,Satsuma,0,0,0,1,NA,exact,0,1
Satsuma sadamii,1287749,Satsuma sadamii,"Kuroda & Minato, 1975",accepted,NA,Species,1287749,Satsuma sadamii,"Kuroda & Minato, 1975",818543,Animalia,Mollusca,Gastropoda,Stylommatophora,Camaenidae,Satsuma,0,0,0,1,NA,exact,0,1
Satsuma eucosmia,956179,Satsuma eucosmia,"(Pilsbry, 1895)",accepted,NA,Species,956179,Satsuma eucosmia,"(Pilsbry, 1895)",818543,Animalia,Mollusca,Gastropoda,Stylommatophora,Camaenidae,Satsuma,0,0,0,1,NA,exact,0,1
Satsuma largillierti,1298319,Satsuma largillierti,"(L. Pfeiffer, 1849)",accepted,NA,Species,1298319,Satsuma largillierti,"(L. Pfeiffer, 1849)",818543,Animalia,Mollusca,Gastropoda,Stylommatophora,Camaenidae,Satsuma,0,0,0,1,NA,exact,0,1
Satsuma amanoi,1332036,Satsuma amanoi,"Kuroda, 1960",accepted,NA,Species,1332036,Satsuma amanoi,"Kuroda, 1960",818543,Animalia,Mollusca,Gastropoda,Stylommatophora,Camaenidae,Satsuma,0,0,0,1,NA,exact,0,1
