"","ncbi_sp","original_aphiaid","worms_match","status","ncbi_uid","worms_sciname","worms_aphiaid","unacceptreason","rank","valid_authority","class","order","family","genus","freshwater_only","terrestrial_only","found_taxa"
"1473","Neenchelys buitendijki",281643,"Neenchelys buitendijki","accepted","2012929","Neenchelys buitendijki",281643,NA,"species","Weber & de Beaufort, 1916","Teleostei","Anguilliformes","Ophichthidae","Neenchelys","0","0","Neenchelys buitendijki"
"1474","Neenchelys mccoskeri",834907,"Neenchelys mccoskeri","accepted","2012930","Neenchelys mccoskeri",834907,NA,"species","Hibino, Ho & Kimura, 2012","Teleostei","Anguilliformes","Ophichthidae","Neenchelys","0","0","Neenchelys mccoskeri"
"1475","Ophichthus cephalozona",271946,"Ophichthus cephalozona","accepted","2012937","Ophichthus cephalozona",271946,NA,"species","Bleeker, 1864","Teleostei","Anguilliformes","Ophichthidae","Ophichthus","0","0","Ophichthus cephalozona"
"1476","Scolecenchelys fuscogularis",835031,"Scolecenchelys fuscogularis","accepted","1617786","Scolecenchelys fuscogularis",835031,NA,"species","Hibino, Kai & Kimura, 2013","Teleostei","Anguilliformes","Ophichthidae","Scolecenchelys","0","0","Scolecenchelys fuscogularis"
"1477","Muraenichthys schultzei",217574,"Muraenichthys schultzei","accepted","2012928","Muraenichthys schultzei",217574,NA,"species","Bleeker, 1857","Teleostei","Anguilliformes","Ophichthidae","Muraenichthys","0","0","Muraenichthys schultzei"
"1478","Neenchelys similis",1007227,"Neenchelys similis","accepted","2012931","Neenchelys similis",1007227,NA,"species","Ho, McCosker & Smith, 2015","Teleostei","Anguilliformes","Ophichthidae","Neenchelys","0","0","Neenchelys similis"
"1479","Myrichthys maculosus",217578,"Myrichthys maculosus","accepted","391189","Myrichthys maculosus",217578,NA,"species","(Cuvier, 1816)","Teleostei","Anguilliformes","Ophichthidae","Myrichthys","0","0","Myrichthys maculosus"
"1480","Myrophinae",151824,"Myrophinae","accepted","2012997","Myrophinae",151824,NA,"subfamily","Kaup, 1856","Teleostei","Anguilliformes","Ophichthidae",NA,"0","0","Myrophinae"
"1481","Brachysomophis porphyreus",279128,"Brachysomophis porphyreus","accepted","2012908","Brachysomophis porphyreus",279128,NA,"species","(Temminck & Schlegel, 1846)","Teleostei","Anguilliformes","Ophichthidae","Brachysomophis","0","0","Brachysomophis porphyreus"
"1482","Scolecenchelys aoki",1010768,"Scolecenchelys aoki","accepted","2012949","Scolecenchelys aoki",1010768,NA,"species","(Jordan & Snyder, 1901)","Teleostei","Anguilliformes","Ophichthidae","Scolecenchelys","0","0","Scolecenchelys aoki"
"1483","Bascanichthys",158599,"Bascanichthys","accepted","2013005","Bascanichthys",158599,NA,"genus","Jordan & Davis, 1891","Teleostei","Anguilliformes","Ophichthidae","Bascanichthys","0","0","Bascanichthys"
"1484","Ilyophis nigeli",272018,"Ilyophis nigeli","accepted","1604526","Ilyophis nigeli",272018,NA,"species","Shcherbachev & Sulak, 1997","Teleostei","Anguilliformes","Synaphobranchidae","Ilyophis","0","0","Ilyophis nigeli"
"1485","Gymnothorax polyuranodon",271871,"Gymnothorax polyuranodon","accepted","876634","Gymnothorax polyuranodon",271871,NA,"species","(Bleeker, 1854)","Teleostei","Anguilliformes","Muraenidae","Gymnothorax","0","0","Gymnothorax polyuranodon"
"1486","Gymnothorax mccoskeri",271849,"Gymnothorax mccoskeri","accepted","2012918","Gymnothorax mccoskeri",271849,NA,"species","Smith & Böhlke, 1997","Teleostei","Anguilliformes","Muraenidae","Gymnothorax","0","0","Gymnothorax mccoskeri"
"1487","Chlopsis",125621,"Chlopsis","accepted","2012970","Chlopsis",125621,NA,"genus","Rafinesque, 1810","Teleostei","Anguilliformes","Chlopsidae","Chlopsis","0","0","Chlopsis"
"1488","Okamejei schmidti",279188,"Okamejei schmidti","accepted","145395","Okamejei schmidti",279188,NA,"species","(Ishiyama, 1958)","Elasmobranchii","Rajiformes","Rajidae","Okamejei","0","0","Okamejei schmidti"
"1489","Etmopterus lucifer",215604,"Etmopterus lucifer","accepted","454033","Etmopterus lucifer",215604,NA,"species","Jordan & Snyder, 1902","Elasmobranchii","Squaliformes","Etmopteridae","Etmopterus","0","0","Etmopterus lucifer"
"1490","Carcharhinus brevipinna",105788,"Carcharhinus brevipinna","accepted","263685","Carcharhinus brevipinna",105788,NA,"species","(Müller & Henle, 1839)","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Carcharhinus","0","0","Carcharhinus brevipinna"
"1491","Carcharhinus macloti",217335,"Carcharhinus macloti","accepted","443759","Carcharhinus macloti",217335,NA,"species","(Müller & Henle, 1839)","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Carcharhinus","0","0","Carcharhinus macloti"
"1492","Lampetra",101167,"Lampetra","accepted","2012981","Lampetra",101167,NA,"genus","Bonnaterre, 1788","Petromyzonti","Petromyzontiformes","Petromyzontidae","Lampetra","0","0","Lampetra"
"1493","Lethenteron camtschaticum",101173,"Lethenteron camtschaticum","accepted","980415","Lethenteron camtschaticum",101173,NA,"species","(Tilesius, 1811)","Petromyzonti","Petromyzontiformes","Petromyzontidae","Lethenteron","0","0","Lethenteron camtschaticum"
"1494","Rhabdosargus sarba",218621,"Rhabdosargus sarba","accepted","182642","Rhabdosargus sarba",218621,NA,"species","(Forsskål, 1775)","Teleostei","Eupercaria incertae sedis","Sparidae","Rhabdosargus","0","0","Rhabdosargus sarba"
"1495","Redigobius bikolanus",219558,"Redigobius bikolanus","accepted","150325","Redigobius bikolanus",219558,NA,"species","(Herre, 1927)","Teleostei","Gobiiformes","Gobiidae","Redigobius","0","0","Redigobius bikolanus"
"1496","Priacanthus blochii",218361,"Priacanthus blochii","accepted","1456939","Priacanthus blochii",218361,NA,"species","Bleeker, 1853","Teleostei","Eupercaria incertae sedis","Priacanthidae","Priacanthus","0","0","Priacanthus blochii"
"1497","Rhinogobius flumineus",1013798,"Rhinogobius flumineus","accepted","293145","Rhinogobius flumineus",1013798,NA,"species","(Mizuno, 1960)","Teleostei","Gobiiformes","Gobiidae","Rhinogobius","1","0","Rhinogobius flumineus"
"1498","Squalus mitsukurii",217371,"Squalus mitsukurii","accepted","134996","Squalus mitsukurii",217371,NA,"species","Jordan & Snyder, 1903","Elasmobranchii","Squaliformes","Squalidae","Squalus","0","0","Squalus mitsukurii"
"1499","Plectorhinchus cinctus",273485,"Plectorhinchus cinctus","accepted","360509","Plectorhinchus cinctus",273485,NA,"species","(Temminck & Schlegel, 1843)","Teleostei","Eupercaria incertae sedis","Haemulidae","Plectorhinchus","0","0","Plectorhinchus cinctus"
"1500","Cyclothone microdon",127286,"Cyclothone microdon","accepted","48447","Cyclothone microdon",127286,NA,"species","(Günther, 1878)","Teleostei","Stomiiformes","Gonostomatidae","Cyclothone","0","0","Cyclothone microdon"
"1501","Cyclothone microdon",127286,"Cyclothone microdon","accepted","1738786","Cyclothone microdon",127286,NA,"species","(Günther, 1878)","Teleostei","Stomiiformes","Gonostomatidae","Cyclothone","0","0","Cyclothone microdon"
"1502","Cyclothone obscura",127287,"Cyclothone obscura","accepted","48448","Cyclothone obscura",127287,NA,"species","Brauer, 1902","Teleostei","Stomiiformes","Gonostomatidae","Cyclothone","0","0","Cyclothone obscura"
"1503","Bathylagichthys greyae",126718,"Bathylagichthys greyae","accepted","1459823","Bathylagichthys greyae",126718,NA,"species","(Cohen, 1958)","Teleostei","Argentiniformes","Bathylagidae","Bathylagichthys","0","0","Bathylagichthys greyae"
"1504","Pristipomoides typus",218507,"Pristipomoides typus","accepted","264210","Pristipomoides typus",218507,NA,"species","Bleeker, 1852","Teleostei","Eupercaria incertae sedis","Lutjanidae","Pristipomoides","0","0","Pristipomoides typus"
"1505","Caesio cuning",278536,"Caesio cuning","accepted","119694","Caesio cuning",278536,NA,"species","(Bloch, 1791)","Teleostei","Eupercaria incertae sedis","Caesionidae","Caesio","0","0","Caesio cuning"
"1506","Solegnathus spinosissimus",278078,"Solegnathus spinosissimus","accepted","1619166","Solegnathus spinosissimus",278078,NA,"species","(Günther, 1870)","Teleostei","Syngnathiformes","Syngnathidae","Solegnathus","0","0","Solegnathus spinosissimus"
"1507","Doryichthys boaja",1026993,"Doryichthys boaja","accepted","1481156","Doryichthys boaja",1026993,NA,"species","(Bleeker, 1850)","Teleostei","Syngnathiformes","Syngnathidae","Doryichthys","1","0","Doryichthys boaja"
"1508","Syngnathus acus",127387,"Syngnathus acus","accepted","161584","Syngnathus acus",127387,NA,"species","Linnaeus, 1758","Teleostei","Syngnathiformes","Syngnathidae","Syngnathus","0","0","Syngnathus acus"
"1509","Solegnathus hardwickii",218034,"Solegnathus hardwickii","accepted","161473","Solegnathus hardwickii",218034,NA,"species","(Gray, 1830)","Teleostei","Syngnathiformes","Syngnathidae","Solegnathus","0","0","Solegnathus hardwickii"
"1510","Sperata seenghala",282836,"Sperata seenghala","accepted","209114","Sperata seenghala",282836,NA,"species","(Sykes, 1839)","Teleostei","Siluriformes","Bagridae","Sperata","0","0","Sperata seenghala"
"1511","Fundulus majalis",159308,"Fundulus majalis","accepted","76053","Fundulus majalis",159308,NA,"species","(Walbaum, 1792)","Teleostei","Cyprinodontiformes","Fundulidae","Fundulus","0","0","Fundulus majalis"
"1512","Fundulus heteroclitus",159306,"Fundulus heteroclitus","accepted","8078","Fundulus heteroclitus",159306,NA,"species","(Linnaeus, 1766)","Teleostei","Cyprinodontiformes","Fundulidae","Fundulus","0","0","Fundulus heteroclitus"
"1513","Tautoga onitis",158830,"Tautoga onitis","accepted","202602","Tautoga onitis",158830,NA,"species","(Linnaeus, 1758)","Teleostei","Eupercaria incertae sedis","Labridae","Tautoga","0","0","Tautoga onitis"
"1514","Trachinotus carolinus",159652,"Trachinotus carolinus","accepted","173342","Trachinotus carolinus",159652,NA,"species","(Linnaeus, 1766)","Teleostei","Carangiformes","Carangidae","Trachinotus","0","0","Trachinotus carolinus"
"1515","Gobiosoma ginsburgi",159771,"Gobiosoma ginsburgi","accepted","203315","Gobiosoma ginsburgi",159771,NA,"species","Hildebrand & Schroeder, 1928","Teleostei","Gobiiformes","Gobiidae","Gobiosoma","0","0","Gobiosoma ginsburgi"
"1516","Leiostomus xanthurus",159322,"Leiostomus xanthurus","accepted","59837","Leiostomus xanthurus",159322,NA,"species","Lacepède, 1802","Teleostei","Eupercaria incertae sedis","Sciaenidae","Leiostomus","0","0","Leiostomus xanthurus"
"1517","Brevoortia tyrannus",158691,"Brevoortia tyrannus","accepted","224708","Brevoortia tyrannus",158691,NA,"species","(Latrobe, 1802)","Teleostei","Clupeiformes","Alosidae","Brevoortia","0","0","Brevoortia tyrannus"
"1518","Mugil curema",159416,"Mugil curema","accepted","48194","Mugil curema",159416,NA,"species","Valenciennes, 1836","Teleostei","Mugiliformes","Mugilidae","Mugil","0","0","Mugil curema"
"1519","Prionotus evolans",159572,"Prionotus evolans","accepted","1266881","Prionotus evolans",159572,NA,"species","(Linnaeus, 1766)","Teleostei","Perciformes","Triglidae","Prionotus","0","0","Prionotus evolans"
"1520","Sphoeroides maculatus",158934,"Sphoeroides maculatus","accepted","482916","Sphoeroides maculatus",158934,NA,"species","(Bloch & Schneider, 1801)","Teleostei","Tetraodontiformes","Tetraodontidae","Sphoeroides","0","0","Sphoeroides maculatus"
"1521","Centropristis striata",159348,"Centropristis striata","accepted","184440","Centropristis striata",159348,NA,"species","(Linnaeus, 1758)","Teleostei","Perciformes","Serranidae","Centropristis","0","0","Centropristis striata"
"1522","Syngnathus fuscus",159451,"Syngnathus fuscus","accepted","161586","Syngnathus fuscus",159451,NA,"species","Storer, 1839","Teleostei","Syngnathiformes","Syngnathidae","Syngnathus","0","0","Syngnathus fuscus"
"1523","Peprilus triacanthus",159828,"Peprilus triacanthus","accepted","183653","Peprilus triacanthus",159828,NA,"species","(Peck, 1804)","Teleostei","Scombriformes","Stromateidae","Peprilus","0","0","Peprilus triacanthus"
"1524","Menticirrhus saxatilis",159329,"Menticirrhus saxatilis","accepted","1266879","Menticirrhus saxatilis",159329,NA,"species","(Bloch & Schneider, 1801)","Teleostei","Eupercaria incertae sedis","Sciaenidae","Menticirrhus","0","0","Menticirrhus saxatilis"
"1525","Stenotomus chrysops",159811,"Stenotomus chrysops","accepted","35579","Stenotomus chrysops",159811,NA,"species","(Linnaeus, 1766)","Teleostei","Eupercaria incertae sedis","Sparidae","Stenotomus","0","0","Stenotomus chrysops"
"1526","Lagodon rhomboides",159249,"Lagodon rhomboides","accepted","50351","Lagodon rhomboides",159249,NA,"species","(Linnaeus, 1766)","Teleostei","Eupercaria incertae sedis","Sparidae","Lagodon","0","0","Lagodon rhomboides"
"1527","Menidia beryllina",159227,"Menidia beryllina","accepted","269057","Menidia beryllina",159227,NA,"species","(Cope, 1867)","Teleostei","Atheriniformes","Atherinopsidae","Menidia","0","0","Menidia beryllina"
"1528","Foetorepus altivelis",309440,"Foetorepus altivelis","unaccepted","215388","Synchiropus altivelis",367209,NA,"species","(Temminck & Schlegel, 1845)","Teleostei","Callionymiformes","Callionymidae","Foetorepus","0","0","Synchiropus altivelis"
"1529","Puntius masyai",1014396,"Puntius masyai","accepted","1913179","Puntius masyai",1014396,NA,"species","Smith, 1945","Teleostei","Cypriniformes","Cyprinidae","Puntius","1","0","Puntius masyai"
"1530","Puntius masyai",1014396,"Puntius masyai","accepted","1913180","Puntius masyai",1014396,NA,"species","Smith, 1945","Teleostei","Cypriniformes","Cyprinidae","Puntius","1","0","Puntius masyai"
"1531","Mystacoleucus marginatus",1022178,"Mystacoleucus marginatus","accepted","193150","Mystacoleucus marginatus",1022178,NA,"species","(Valenciennes, 1842)","Teleostei","Cypriniformes","Cyprinidae","Mystacoleucus","1","0","Mystacoleucus marginatus"
"1532","Labeo barbatus",1019125,"Labeo barbatus","accepted","1913168","Labeo barbatus",1019125,NA,"species","Boulenger, 1898","Teleostei","Cypriniformes","Cyprinidae","Labeo","1","0","Labeo barbatus"
"1533","Labeo barbatus",1019125,"Labeo barbatus","accepted","1396442","Labeo barbatus",1019125,NA,"species","Boulenger, 1898","Teleostei","Cypriniformes","Cyprinidae","Labeo","1","0","Labeo barbatus"
"1534","Gymnogobius petschiliensis",280964,"Gymnogobius petschiliensis","accepted","262098","Gymnogobius petschiliensis",280964,NA,"species","(Rendahl, 1924)","Teleostei","Gobiiformes","Gobiidae","Gymnogobius","0","0","Gymnogobius petschiliensis"
"1535","Beryx decadactylus",126394,"Beryx decadactylus","accepted","107241","Beryx decadactylus",126394,NA,"species","Cuvier, 1829","Teleostei","Beryciformes","Berycidae","Beryx","0","0","Beryx decadactylus"
"1536","Sphyraena japonica",212046,"Sphyraena japonica","accepted","392545","Sphyraena japonica",212046,NA,"species","Bloch & Schneider, 1801","Teleostei","Carangaria incertae sedis","Sphyraenidae","Sphyraena","0","0","Sphyraena japonica"
"1537","Sphyraena japonica",367731,"Sphyraena japonica","unaccepted","392545","Sphyraena japonica",212046,NA,"species","Bloch & Schneider, 1801","Teleostei","Carangaria incertae sedis","Sphyraenidae","Sphyraena","0","0","Sphyraena japonica"
"1538","Nipponocypris sieboldii",1018586,"Nipponocypris sieboldii","accepted","327405","Nipponocypris sieboldii",1018586,NA,"species","(Temminck & Schlegel, 1846)","Teleostei","Cypriniformes","Cyprinidae","Nipponocypris","1","0","Nipponocypris sieboldii"
"1539","Pseudorasbora parva",465541,"Pseudorasbora parva","accepted","51549","Pseudorasbora parva",465541,NA,"species","(Temminck & Schlegel, 1846)","Teleostei","Cypriniformes","Cyprinidae","Pseudorasbora","0","0","Pseudorasbora parva"
"1540","Pseudorasbora parva",465541,"Pseudorasbora parva","accepted","38759","Pseudorasbora parva",465541,NA,"species","(Temminck & Schlegel, 1846)","Teleostei","Cypriniformes","Cyprinidae","Pseudorasbora","0","0","Pseudorasbora parva"
"1541","Anguilla japonica",271705,"Anguilla japonica","accepted","7937","Anguilla japonica",271705,NA,"species","Temminck & Schlegel, 1846","Teleostei","Anguilliformes","Anguillidae","Anguilla","0","0","Anguilla japonica"
"1542","Schistura",270823,"Schistura","accepted","1913182","Schistura",270823,NA,"genus","McClelland, 1838","Teleostei","Cypriniformes","Nemacheilidae","Schistura","0","0","Schistura"
"1543","Schistura",270823,"Schistura","accepted","1913181","Schistura",270823,NA,"genus","McClelland, 1838","Teleostei","Cypriniformes","Nemacheilidae","Schistura","0","0","Schistura"
"1544","Schistura",270823,"Schistura","accepted","1696893","Schistura",270823,NA,"genus","McClelland, 1838","Teleostei","Cypriniformes","Nemacheilidae","Schistura","0","0","Schistura"
"1545","Schistura",270823,"Schistura","accepted","1696892","Schistura",270823,NA,"genus","McClelland, 1838","Teleostei","Cypriniformes","Nemacheilidae","Schistura","0","0","Schistura"
"1546","Schistura",270823,"Schistura","accepted","1696882","Schistura",270823,NA,"genus","McClelland, 1838","Teleostei","Cypriniformes","Nemacheilidae","Schistura","0","0","Schistura"
"1547","Schistura",270823,"Schistura","accepted","1696883","Schistura",270823,NA,"genus","McClelland, 1838","Teleostei","Cypriniformes","Nemacheilidae","Schistura","0","0","Schistura"
"1548","Schistura",270823,"Schistura","accepted","1696880","Schistura",270823,NA,"genus","McClelland, 1838","Teleostei","Cypriniformes","Nemacheilidae","Schistura","0","0","Schistura"
"1549","Schistura",270823,"Schistura","accepted","1696881","Schistura",270823,NA,"genus","McClelland, 1838","Teleostei","Cypriniformes","Nemacheilidae","Schistura","0","0","Schistura"
"1550","Schistura",270823,"Schistura","accepted","1696884","Schistura",270823,NA,"genus","McClelland, 1838","Teleostei","Cypriniformes","Nemacheilidae","Schistura","0","0","Schistura"
"1551","Schistura",270823,"Schistura","accepted","1696891","Schistura",270823,NA,"genus","McClelland, 1838","Teleostei","Cypriniformes","Nemacheilidae","Schistura","0","0","Schistura"
"1552","Schistura",270823,"Schistura","accepted","1696890","Schistura",270823,NA,"genus","McClelland, 1838","Teleostei","Cypriniformes","Nemacheilidae","Schistura","0","0","Schistura"
"1553","Schistura",270823,"Schistura","accepted","1696889","Schistura",270823,NA,"genus","McClelland, 1838","Teleostei","Cypriniformes","Nemacheilidae","Schistura","0","0","Schistura"
"1554","Schistura",270823,"Schistura","accepted","1696888","Schistura",270823,NA,"genus","McClelland, 1838","Teleostei","Cypriniformes","Nemacheilidae","Schistura","0","0","Schistura"
"1555","Schistura",270823,"Schistura","accepted","1696887","Schistura",270823,NA,"genus","McClelland, 1838","Teleostei","Cypriniformes","Nemacheilidae","Schistura","0","0","Schistura"
"1556","Schistura",270823,"Schistura","accepted","1696886","Schistura",270823,NA,"genus","McClelland, 1838","Teleostei","Cypriniformes","Nemacheilidae","Schistura","0","0","Schistura"
"1557","Schistura",270823,"Schistura","accepted","1696885","Schistura",270823,NA,"genus","McClelland, 1838","Teleostei","Cypriniformes","Nemacheilidae","Schistura","0","0","Schistura"
"1558","Schistura",270823,"Schistura","accepted","2810707","Schistura",270823,NA,"genus","McClelland, 1838","Teleostei","Cypriniformes","Nemacheilidae","Schistura","0","0","Schistura"
"1559","Schistura",270823,"Schistura","accepted","2768190","Schistura",270823,NA,"genus","McClelland, 1838","Teleostei","Cypriniformes","Nemacheilidae","Schistura","0","0","Schistura"
"1560","Schistura",270823,"Schistura","accepted","2768189","Schistura",270823,NA,"genus","McClelland, 1838","Teleostei","Cypriniformes","Nemacheilidae","Schistura","0","0","Schistura"
"1561","Sinibotia pulchra",1012595,"Sinibotia pulchra","accepted","322129","Sinibotia pulchra",1012595,NA,"species","(Wu, 1939)","Teleostei","Cypriniformes","Cobitidae","Sinibotia","1","0","Sinibotia pulchra"
"1562","Pangio",270173,"Pangio","accepted","1913170","Pangio",270173,NA,"genus","Blyth, 1860","Teleostei","Cypriniformes","Cobitidae","Pangio","0","0","Pangio"
"1563","Pangio",270173,"Pangio","accepted","2768186","Pangio",270173,NA,"genus","Blyth, 1860","Teleostei","Cypriniformes","Cobitidae","Pangio","0","0","Pangio"
"1564","Pangio",270173,"Pangio","accepted","2507746","Pangio",270173,NA,"genus","Blyth, 1860","Teleostei","Cypriniformes","Cobitidae","Pangio","0","0","Pangio"
"1565","Parachela",270196,"Parachela","accepted","1913185","Parachela",270196,NA,"genus","Steindachner, 1881","Teleostei","Cypriniformes","Cyprinidae","Parachela","1","0","Parachela"
"1566","Parachela",342486,"Parachela","accepted","1913185","Parachela",342486,NA,"order","Schuster, Nelson, Grigarick & Christenberry, 1980","Eutardigrada","Parachela",NA,NA,"0","0","Parachela"
"1567","Opsarius koratensis",1026362,"Opsarius koratensis","accepted","857708","Opsarius koratensis",1026362,NA,"species","(Smith, 1931)","Teleostei","Cypriniformes","Cyprinidae","Opsarius","1","0","Opsarius koratensis"
"1568","Amblypharyngodon chulabhornae",1011409,"Amblypharyngodon chulabhornae","accepted","38661","Amblypharyngodon chulabhornae",1011409,NA,"species","Vidthayanon & Kottelat, 1990","Teleostei","Cypriniformes","Cyprinidae","Amblypharyngodon","1","0","Amblypharyngodon chulabhornae"
"1569","Labeo chrysophekadion",1020116,"Labeo chrysophekadion","accepted","471577","Labeo chrysophekadion",1020116,NA,"species","(Bleeker, 1849)","Teleostei","Cypriniformes","Cyprinidae","Labeo","1","0","Labeo chrysophekadion"
"1570","Puntius brevis",1012605,"Puntius brevis","accepted","1913178","Puntius brevis",1012605,NA,"species","(Bleeker, 1849)","Teleostei","Cypriniformes","Cyprinidae","Puntius","1","0","Puntius brevis"
"1571","Puntius brevis",1012605,"Puntius brevis","accepted","381601","Puntius brevis",1012605,NA,"species","(Bleeker, 1849)","Teleostei","Cypriniformes","Cyprinidae","Puntius","1","0","Puntius brevis"
"1572","Pethia ticto",1021907,"Pethia ticto","accepted","205135","Pethia ticto",1021907,NA,"species","(Hamilton, 1822)","Teleostei","Cypriniformes","Cyprinidae","Pethia","0","0","Pethia ticto"
"1573","Pethia stoliczkana",1020561,"Pethia stoliczkana","accepted","1142215","Pethia stoliczkana",1020561,NA,"species","(Day, 1871)","Teleostei","Cypriniformes","Cyprinidae","Pethia","1","0","Pethia stoliczkana"
"1574","Pisodonophis",125649,"Pisodonophis","accepted","1913172","Pisodonophis",125649,NA,"genus","Kaup, 1856","Teleostei","Anguilliformes","Ophichthidae","Pisodonophis","0","0","Pisodonophis"
"1575","Pisodonophis",125649,"Pisodonophis","accepted","1828357","Pisodonophis",125649,NA,"genus","Kaup, 1856","Teleostei","Anguilliformes","Ophichthidae","Pisodonophis","0","0","Pisodonophis"
"1576","Pisodonophis",125649,"Pisodonophis","accepted","1036811","Pisodonophis",125649,NA,"genus","Kaup, 1856","Teleostei","Anguilliformes","Ophichthidae","Pisodonophis","0","0","Pisodonophis"
"1577","Salvelinus leucomaenis imbrius",1529171,"Salvelinus leucomaenis imbrius","unaccepted","423370","Salvelinus leucomaenis",293725,NA,"subspecies","(Pallas, 1814)","Teleostei","Salmoniformes","Salmonidae","Salvelinus","0","0","Salvelinus leucomaenis"
"1578","Sarcocheilichthys variegatus microoculus",1626770,"Sarcocheilichthys variegatus microoculus","unaccepted","149978","Sarcocheilichthys variegatus",1021996,"junior synonym","subspecies","(Temminck & Schlegel, 1846)","Teleostei","Cypriniformes","Cyprinidae","Sarcocheilichthys","1","0","Sarcocheilichthys variegatus"
"1579","Scopelosaurus",125672,"Scopelosaurus","accepted","1913184","Scopelosaurus",125672,NA,"genus","Bleeker, 1860","Teleostei","Aulopiformes","Notosudidae","Scopelosaurus","0","0","Scopelosaurus"
"1580","Scopelosaurus",125672,"Scopelosaurus","accepted","1913183","Scopelosaurus",125672,NA,"genus","Bleeker, 1860","Teleostei","Aulopiformes","Notosudidae","Scopelosaurus","0","0","Scopelosaurus"
"1581","Scopelosaurus",125672,"Scopelosaurus","accepted","1772040","Scopelosaurus",125672,NA,"genus","Bleeker, 1860","Teleostei","Aulopiformes","Notosudidae","Scopelosaurus","0","0","Scopelosaurus"
"1582","Scopelosaurus",125672,"Scopelosaurus","accepted","1772039","Scopelosaurus",125672,NA,"genus","Bleeker, 1860","Teleostei","Aulopiformes","Notosudidae","Scopelosaurus","0","0","Scopelosaurus"
"1583","Scopelosaurus",125672,"Scopelosaurus","accepted","2861065","Scopelosaurus",125672,NA,"genus","Bleeker, 1860","Teleostei","Aulopiformes","Notosudidae","Scopelosaurus","0","0","Scopelosaurus"
"1584","Xenodermichthys nodulosus",272890,"Xenodermichthys nodulosus","accepted","1913195","Xenodermichthys nodulosus",272890,NA,"species","Günther, 1878","Teleostei","Alepocephaliformes","Alepocephalidae","Xenodermichthys","0","0","Xenodermichthys nodulosus"
"1585","Cottus kazika",274370,"Cottus kazika","accepted","186278","Cottus kazika",274370,NA,"species","Jordan & Starks, 1904","Teleostei","Perciformes","Cottidae","Cottus","0","0","Cottus kazika"
"1586","Brachyhypopomus",268581,"Brachyhypopomus","accepted","1913153","Brachyhypopomus",268581,NA,"genus","Mago-Leccia, 1994","Teleostei","Gymnotiformes","Hypopomidae","Brachyhypopomus","0","0","Brachyhypopomus"
"1587","Brachyhypopomus",268581,"Brachyhypopomus","accepted","38296","Brachyhypopomus",268581,NA,"genus","Mago-Leccia, 1994","Teleostei","Gymnotiformes","Hypopomidae","Brachyhypopomus","0","0","Brachyhypopomus"
"1588","Brachyhypopomus",268581,"Brachyhypopomus","accepted","1909696","Brachyhypopomus",268581,NA,"genus","Mago-Leccia, 1994","Teleostei","Gymnotiformes","Hypopomidae","Brachyhypopomus","0","0","Brachyhypopomus"
"1589","Thunnus obesus",127028,"Thunnus obesus","accepted","8241","Thunnus obesus",127028,NA,"species","(Lowe, 1839)","Teleostei","Scombriformes","Scombridae","Thunnus","0","0","Thunnus obesus"
"1590","Rasbora bankanensis",1021692,"Rasbora bankanensis","accepted","451691","Rasbora bankanensis",1021692,NA,"species","(Bleeker, 1853)","Teleostei","Cypriniformes","Cyprinidae","Rasbora","1","0","Rasbora bankanensis"
"1591","Rasbora bankanensis",1021692,"Rasbora bankanensis","accepted","487622","Rasbora bankanensis",1021692,NA,"species","(Bleeker, 1853)","Teleostei","Cypriniformes","Cyprinidae","Rasbora","1","0","Rasbora bankanensis"
"1592","Rasbora daniconius",282550,"Rasbora daniconius","accepted","244133","Rasbora daniconius",282550,NA,"species","(Hamilton, 1822)","Teleostei","Cypriniformes","Cyprinidae","Rasbora","0","0","Rasbora daniconius"
"1593","Cottus",126148,"Cottus","accepted","1913155","Cottus",126148,NA,"genus","Linnaeus, 1758","Teleostei","Perciformes","Cottidae","Cottus","0","0","Cottus"
"1594","Cottus",126148,"Cottus","accepted","354138","Cottus",126148,NA,"genus","Linnaeus, 1758","Teleostei","Perciformes","Cottidae","Cottus","0","0","Cottus"
"1595","Cottus reinii",1375211,"Cottus reinii","accepted","137881","Cottus reinii",1375211,NA,"species","Hilgendorf, 1879","Teleostei","Perciformes","Cottidae","Cottus","1","0","Cottus reinii"
"1596","Cobitis minamorii tokaiensis",1007718,"Cobitis minamorii tokaiensis","unaccepted","1396431","Cobitis minamorii",1007604,"synonym","subspecies","Nakajima, 2012","Teleostei","Cypriniformes","Cobitidae","Cobitis","1","0","Cobitis minamorii"
"1597","Omosudis lowii",272087,"Omosudis lowii","accepted","1311474","Omosudis lowii",272087,NA,"species","Günther, 1887","Teleostei","Aulopiformes","Omosudidae","Omosudis","0","0","Omosudis lowii"
"1598","Kneria",269562,"Kneria","accepted","1913167","Kneria",269562,NA,"genus","Steindachner, 1866","Teleostei","Gonorynchiformes","Kneriidae","Kneria","1","0","Kneria"
"1599","Kneria",269562,"Kneria","accepted","2676021","Kneria",269562,NA,"genus","Steindachner, 1866","Teleostei","Gonorynchiformes","Kneriidae","Kneria","1","0","Kneria"
"1600","Kneria",269562,"Kneria","accepted","299324","Kneria",269562,NA,"genus","Steindachner, 1866","Teleostei","Gonorynchiformes","Kneriidae","Kneria","1","0","Kneria"
