"","ncbi_sp","original_aphiaid","worms_match","status","ncbi_uid","worms_sciname","worms_aphiaid","unacceptreason","rank","valid_authority","class","order","family","genus","freshwater_only","terrestrial_only","found_taxa"
"8573","Astyanax",268424,"Astyanax","accepted","243927","Astyanax",268424,NA,"genus","Baird & Girard, 1854","Teleostei","Characiformes","Characidae","Astyanax","0","0","Astyanax"
"8574","Astyanax",268424,"Astyanax","accepted","151345","Astyanax",268424,NA,"genus","Baird & Girard, 1854","Teleostei","Characiformes","Characidae","Astyanax","0","0","Astyanax"
"8575","Astyanax",268424,"Astyanax","accepted","151344","Astyanax",268424,NA,"genus","Baird & Girard, 1854","Teleostei","Characiformes","Characidae","Astyanax","0","0","Astyanax"
"8576","Astyanax",268424,"Astyanax","accepted","151343","Astyanax",268424,NA,"genus","Baird & Girard, 1854","Teleostei","Characiformes","Characidae","Astyanax","0","0","Astyanax"
"8577","Astyanax",268424,"Astyanax","accepted","2781593","Astyanax",268424,NA,"genus","Baird & Girard, 1854","Teleostei","Characiformes","Characidae","Astyanax","0","0","Astyanax"
"8578","Astyanax",268424,"Astyanax","accepted","2592317","Astyanax",268424,NA,"genus","Baird & Girard, 1854","Teleostei","Characiformes","Characidae","Astyanax","0","0","Astyanax"
"8579","Astyanax",268424,"Astyanax","accepted","2592316","Astyanax",268424,NA,"genus","Baird & Girard, 1854","Teleostei","Characiformes","Characidae","Astyanax","0","0","Astyanax"
"8580","Holacanthus ciliaris",276012,"Holacanthus ciliaris","accepted","75024","Holacanthus ciliaris",276012,NA,"species","(Linnaeus, 1758)","Teleostei","Acanthuriformes","Pomacanthidae","Holacanthus","0","0","Holacanthus ciliaris"
"8581","Holacanthus tricolor",276017,"Holacanthus tricolor","accepted","272797","Holacanthus tricolor",276017,NA,"species","(Bloch, 1795)","Teleostei","Acanthuriformes","Pomacanthidae","Holacanthus","0","0","Holacanthus tricolor"
"8582","Holacanthus africanus",276011,"Holacanthus africanus","accepted","1366890","Holacanthus africanus",276011,NA,"species","Cadenat, 1951","Teleostei","Acanthuriformes","Pomacanthidae","Holacanthus","0","0","Holacanthus africanus"
"8583","Holacanthus limbaughi",276015,"Holacanthus limbaughi","accepted","390338","Holacanthus limbaughi",276015,NA,"species","Baldwin, 1963","Teleostei","Acanthuriformes","Pomacanthidae","Holacanthus","0","0","Holacanthus limbaughi"
"8584","Holacanthus clarionensis",276013,"Holacanthus clarionensis","accepted","1366891","Holacanthus clarionensis",276013,NA,"species","Gilbert, 1890","Teleostei","Acanthuriformes","Pomacanthidae","Holacanthus","0","0","Holacanthus clarionensis"
"8585","Pomacanthus zonipectus",276028,"Pomacanthus zonipectus","accepted","272801","Pomacanthus zonipectus",276028,NA,"species","(Gill, 1862)","Teleostei","Acanthuriformes","Pomacanthidae","Pomacanthus","0","0","Pomacanthus zonipectus"
"8586","Syngnathus taenionotus",127391,"Syngnathus taenionotus","accepted","161591","Syngnathus taenionotus",127391,NA,"species","Canestrini, 1871","Teleostei","Syngnathiformes","Syngnathidae","Syngnathus","0","0","Syngnathus taenionotus"
"8587","Ctenogobiops",205637,"Ctenogobiops","accepted","1348247","Ctenogobiops",205637,NA,"genus","Smith, 1959","Teleostei","Gobiiformes","Gobiidae","Ctenogobiops","0","0","Ctenogobiops"
"8588","Amblyeleotris",206516,"Amblyeleotris","accepted","1348246","Amblyeleotris",206516,NA,"genus","Bleeker, 1874","Teleostei","Gobiiformes","Gobiidae","Amblyeleotris","0","0","Amblyeleotris"
"8589","Gobiodon oculolineatus",276930,"Gobiodon oculolineatus","accepted","1348141","Gobiodon oculolineatus",276930,NA,"species","Wu, 1979","Teleostei","Gobiiformes","Gobiidae","Gobiodon","0","0","Gobiodon oculolineatus"
"8590","Syngnathus tenuirostris",127392,"Syngnathus tenuirostris","accepted","1204278","Syngnathus tenuirostris",127392,NA,"species","Rathke, 1837","Teleostei","Syngnathiformes","Syngnathidae","Syngnathus","0","0","Syngnathus tenuirostris"
"8591","Syngnathus rostellatus",127389,"Syngnathus rostellatus","accepted","161589","Syngnathus rostellatus",127389,NA,"species","Nilsson, 1855","Teleostei","Syngnathiformes","Syngnathidae","Syngnathus","0","0","Syngnathus rostellatus"
"8592","Syngnathus abaster",127386,"Syngnathus abaster","accepted","161583","Syngnathus abaster",127386,NA,"species","Risso, 1827","Teleostei","Syngnathiformes","Syngnathidae","Syngnathus","0","0","Syngnathus abaster"
"8593","Syngnathus watermeyeri",218044,"Syngnathus watermeyeri","accepted","1204279","Syngnathus watermeyeri",218044,NA,"species","Smith, 1963","Teleostei","Syngnathiformes","Syngnathidae","Syngnathus","0","0","Syngnathus watermeyeri"
"8594","Syngnathus temminckii",306936,"Syngnathus temminckii","accepted","240697","Syngnathus temminckii",306936,NA,"species","Kaup, 1856","Teleostei","Syngnathiformes","Syngnathidae","Syngnathus","0","0","Syngnathus temminckii"
"8595","Tridentiger radiatus",1007353,"Tridentiger radiatus","accepted","475981","Tridentiger radiatus",1007353,NA,"species","Cui, Pan, Yang & Wang, 2013","Teleostei","Gobiiformes","Gobiidae","Tridentiger","0","0","Tridentiger radiatus"
"8596","Halichoeres inornatus",1471766,"Halichoeres inornatus","accepted","1193832","Halichoeres inornatus",1471766,NA,"species","(Gilbert, 1890)","Teleostei","Eupercaria incertae sedis","Labridae","Halichoeres","0","0","Halichoeres inornatus"
"8597","Sparisoma axillare",273773,"Sparisoma axillare","accepted","379994","Sparisoma axillare",273773,NA,"species","(Steindachner, 1878)","Teleostei","Eupercaria incertae sedis","Scaridae","Sparisoma","0","0","Sparisoma axillare"
"8598","Ctenochromis pectoralis",1019439,"Ctenochromis pectoralis","accepted","64553","Ctenochromis pectoralis",1019439,NA,"species","Pfeffer, 1893","Teleostei","Cichliformes","Cichlidae","Ctenochromis","1","0","Ctenochromis pectoralis"
"8599","Konia eisentrauti",1013699,"Konia eisentrauti","accepted","296563","Konia eisentrauti",1013699,NA,"species","(Trewavas, 1962)","Teleostei","Cichliformes","Cichlidae","Konia","1","0","Konia eisentrauti"
"8600","Sarotherodon lohbergeri",1015925,"Sarotherodon lohbergeri","accepted","296553","Sarotherodon lohbergeri",1015925,NA,"species","(Holly, 1930)","Teleostei","Cichliformes","Cichlidae","Sarotherodon","1","0","Sarotherodon lohbergeri"
"8601","Coptodon snyderae",1011207,"Coptodon snyderae","accepted","870161","Coptodon snyderae",1011207,NA,"species","(Stiassny, Schliewen & Dominey, 1992)","Teleostei","Cichliformes","Cichlidae","Coptodon","1","0","Coptodon snyderae"
"8602","Coptodon deckerti",1013402,"Coptodon deckerti","accepted","1315705","Coptodon deckerti",1013402,NA,"species","(Thys van den Audenaerde, 1967)","Teleostei","Cichliformes","Cichlidae","Coptodon","1","0","Coptodon deckerti"
"8603","Coptodon rendalli",1013588,"Coptodon rendalli","accepted","8129","Coptodon rendalli",1013588,NA,"species","(Boulenger, 1897)","Teleostei","Cichliformes","Cichlidae","Coptodon","0","0","Coptodon rendalli"
"8604","Coptodon bythobates",1011201,"Coptodon bythobates","accepted","1652518","Coptodon bythobates",1011201,NA,"species","(Stiassny, Schliewen & Dominey, 1992)","Teleostei","Cichliformes","Cichlidae","Coptodon","1","0","Coptodon bythobates"
"8605","Coptodon bemini",1013112,"Coptodon bemini","accepted","160802","Coptodon bemini",1013112,NA,"species","(Thys van den Audenaerde, 1972)","Teleostei","Cichliformes","Cichlidae","Coptodon","1","0","Coptodon bemini"
"8606","Coelotilapia joka",1013272,"Coelotilapia joka","accepted","665431","Coelotilapia joka",1013272,NA,"species","(Thys van den Audenaerde, 1969)","Teleostei","Cichliformes","Cichlidae","Coelotilapia","1","0","Coelotilapia joka"
"8607","Heterotilapia buettikoferi",1605363,"Heterotilapia buettikoferi","accepted","2591251","Heterotilapia buettikoferi",1605363,NA,"species","(Hubrecht, 1881)","Teleostei","Cichliformes","Cichlidae","Heterotilapia","1","0","Heterotilapia buettikoferi"
"8608","Coptodon bakossiorum",1011208,"Coptodon bakossiorum","accepted","870159","Coptodon bakossiorum",1011208,NA,"species","(Stiassny, Schliewen & Dominey, 1992)","Teleostei","Cichliformes","Cichlidae","Coptodon","1","0","Coptodon bakossiorum"
"8609","Tilapia ruweti",1013494,"Tilapia ruweti","accepted","64550","Tilapia ruweti",1013494,NA,"species","(Poll & Thys van den Audenaerde, 1965)","Teleostei","Cichliformes","Cichlidae","Tilapia","1","0","Tilapia ruweti"
"8610","Sarotherodon galilaeus sanagaensis",1051731,"Sarotherodon galilaeus sanagaensis","unaccepted","296552","Sarotherodon galilaeus",293731,NA,"subspecies","(Linnaeus, 1758)","Teleostei","Cichliformes","Cichlidae","Sarotherodon","0","0","Sarotherodon galilaeus"
"8611","Pelmatolapia cabrae",1048706,"Pelmatolapia cabrae","accepted","158775","Pelmatolapia cabrae",1048706,NA,"species","(Boulenger, 1899)","Teleostei","Cichliformes","Cichlidae","Pelmatolapia","1","0","Pelmatolapia cabrae"
"8612","Gobiocichla ethelwynnae",1383760,"Gobiocichla ethelwynnae","accepted","302984","Gobiocichla ethelwynnae",1383760,NA,"species","Roberts, 1982","Teleostei","Cichliformes","Cichlidae","Gobiocichla","1","0","Gobiocichla ethelwynnae"
"8613","Orthochromis polyacanthus",1019091,"Orthochromis polyacanthus","accepted","167844","Orthochromis polyacanthus",1019091,NA,"species","(Boulenger, 1899)","Teleostei","Cichliformes","Cichlidae","Orthochromis","1","0","Orthochromis polyacanthus"
"8614","Coptodon camerunensis",1018750,"Coptodon camerunensis","accepted","1628151","Coptodon camerunensis",1018750,NA,"species","(Lönnberg, 1903)","Teleostei","Cichliformes","Cichlidae","Coptodon","1","0","Coptodon camerunensis"
"8615","Orthochromis kalungwishiensis",1010974,"Orthochromis kalungwishiensis","accepted","1237360","Orthochromis kalungwishiensis",1010974,NA,"species","(Greenwood & Kullander, 1994)","Teleostei","Cichliformes","Cichlidae","Orthochromis","1","0","Orthochromis kalungwishiensis"
"8616","Orthochromis stormsi",1018807,"Orthochromis stormsi","accepted","1237181","Orthochromis stormsi",1018807,NA,"species","(Boulenger, 1902)","Teleostei","Cichliformes","Cichlidae","Orthochromis","1","0","Orthochromis stormsi"
"8617","Tilapia",271096,"Tilapia","accepted","1316734","Tilapia",271096,NA,"genus","Smith, 1840","Teleostei","Cichliformes","Cichlidae","Tilapia","1","0","Tilapia"
"8618","Sarotherodon galilaeus",293731,"Sarotherodon galilaeus","accepted","8144","Sarotherodon galilaeus",293731,NA,"species","(Linnaeus, 1758)","Teleostei","Cichliformes","Cichlidae","Sarotherodon","0","0","Sarotherodon galilaeus"
"8619","Chilochromis duponti",1018790,"Chilochromis duponti","accepted","665437","Chilochromis duponti",1018790,NA,"species","Boulenger, 1902","Teleostei","Cichliformes","Cichlidae","Chilochromis","1","0","Chilochromis duponti"
"8620","Pseudocrenilabrus",270583,"Pseudocrenilabrus","accepted","1316732","Pseudocrenilabrus",270583,NA,"genus","Fowler, 1934","Teleostei","Cichliformes","Cichlidae","Pseudocrenilabrus","1","0","Pseudocrenilabrus"
"8621","Pseudocrenilabrus philander",1015580,"Pseudocrenilabrus philander","accepted","277994","Pseudocrenilabrus philander",1015580,NA,"species","(Weber, 1897)","Teleostei","Cichliformes","Cichlidae","Pseudocrenilabrus","1","0","Pseudocrenilabrus philander"
"8622","Stegastes flavilatus",276668,"Stegastes flavilatus","accepted","1268094","Stegastes flavilatus",276668,NA,"species","(Gill, 1862)","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Stegastes","0","0","Stegastes flavilatus"
"8623","Chrysiptera tricincta",276848,"Chrysiptera tricincta","accepted","1268087","Chrysiptera tricincta",276848,NA,"species","(Allen & Randall, 1974)","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Chrysiptera","0","0","Chrysiptera tricincta"
"8624","Chrysiptera annulata",218780,"Chrysiptera annulata","accepted","229099","Chrysiptera annulata",218780,NA,"species","(Peters, 1855)","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Chrysiptera","0","0","Chrysiptera annulata"
"8625","Amblyglyphidodon ternatensis",277601,"Amblyglyphidodon ternatensis","accepted","1155711","Amblyglyphidodon ternatensis",277601,NA,"species","(Bleeker, 1853)","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Amblyglyphidodon","0","0","Amblyglyphidodon ternatensis"
"8626","Hypsoblennius invemar",276326,"Hypsoblennius invemar","accepted","1263793","Hypsoblennius invemar",276326,NA,"species","Smith-Vaniz & Acero P., 1980","Teleostei","Blenniiformes","Blenniidae","Hypsoblennius","0","0","Hypsoblennius invemar"
"8627","Hypsoblennius brevipinnis",276319,"Hypsoblennius brevipinnis","accepted","879498","Hypsoblennius brevipinnis",276319,NA,"species","(Günther, 1861)","Teleostei","Blenniiformes","Blenniidae","Hypsoblennius","0","0","Hypsoblennius brevipinnis"
"8628","Parablennius thysanius",273139,"Parablennius thysanius","accepted","1190633","Parablennius thysanius",273139,NA,"species","(Jordan & Seale, 1907)","Teleostei","Blenniiformes","Blenniidae","Parablennius","0","0","Parablennius thysanius"
"8629","Hypleurochilus",159601,"Hypleurochilus","accepted","1190629","Hypleurochilus",159601,NA,"genus","Gill, 1861","Teleostei","Blenniiformes","Blenniidae","Hypleurochilus","0","0","Hypleurochilus"
"8630","Hypleurochilus fissicornis",276314,"Hypleurochilus fissicornis","accepted","1190628","Hypleurochilus fissicornis",276314,NA,"species","(Quoy & Gaimard, 1824)","Teleostei","Blenniiformes","Blenniidae","Hypleurochilus","0","0","Hypleurochilus fissicornis"
"8631","Parablennius pilicornis",126773,"Parablennius pilicornis","accepted","195081","Parablennius pilicornis",126773,NA,"species","(Cuvier, 1829)","Teleostei","Blenniiformes","Blenniidae","Parablennius","0","0","Parablennius pilicornis"
"8632","Scartella caboverdiana",273142,"Scartella caboverdiana","accepted","195085","Scartella caboverdiana",273142,NA,"species","Bath, 1990","Teleostei","Blenniiformes","Blenniidae","Scartella","0","0","Scartella caboverdiana"
"8633","Parablennius tentacularis",126777,"Parablennius tentacularis","accepted","152549","Parablennius tentacularis",126777,NA,"species","(Brünnich, 1768)","Teleostei","Blenniiformes","Blenniidae","Parablennius","0","0","Parablennius tentacularis"
"8634","Parablennius tasmanianus",273138,"Parablennius tasmanianus","accepted","1190632","Parablennius tasmanianus",273138,NA,"species","(Richardson, 1842)","Teleostei","Blenniiformes","Blenniidae","Parablennius","0","0","Parablennius tasmanianus"
"8635","Parablennius marmoreus",159609,"Parablennius marmoreus","accepted","152547","Parablennius marmoreus",159609,NA,"species","(Poey, 1876)","Teleostei","Blenniiformes","Blenniidae","Parablennius","0","0","Parablennius marmoreus"
"8636","Parablennius intermedius",273130,"Parablennius intermedius","accepted","1190631","Parablennius intermedius",273130,NA,"species","(Ogilby, 1915)","Teleostei","Blenniiformes","Blenniidae","Parablennius","0","0","Parablennius intermedius"
"8637","Parablennius cornutus",219325,"Parablennius cornutus","accepted","990617","Parablennius cornutus",219325,NA,"species","(Linnaeus, 1758)","Teleostei","Blenniiformes","Blenniidae","Parablennius","0","0","Parablennius cornutus"
"8638","Hypleurochilus pseudoaequipinnis",276317,"Hypleurochilus pseudoaequipinnis","accepted","1190630","Hypleurochilus pseudoaequipinnis",276317,NA,"species","Bath, 1994","Teleostei","Blenniiformes","Blenniidae","Hypleurochilus","0","0","Hypleurochilus pseudoaequipinnis"
"8639","Hypleurochilus aequipinnis",276311,"Hypleurochilus aequipinnis","accepted","1190627","Hypleurochilus aequipinnis",276311,NA,"species","(Günther, 1861)","Teleostei","Blenniiformes","Blenniidae","Hypleurochilus","0","0","Hypleurochilus aequipinnis"
"8640","Centroscyllium",105772,"Centroscyllium","accepted","263720","Centroscyllium",105772,NA,"genus","Müller & Henle, 1841","Elasmobranchii","Squaliformes","Etmopteridae","Centroscyllium","0","0","Centroscyllium"
"8641","Somniosus rostratus",105920,"Somniosus rostratus","accepted","263719","Somniosus rostratus",105920,NA,"species","(Risso, 1827)","Elasmobranchii","Squaliformes","Somniosidae","Somniosus","0","0","Somniosus rostratus"
"8642","Squatina squatina",105928,"Squatina squatina","accepted","263718","Squatina squatina",105928,NA,"species","(Linnaeus, 1758)","Elasmobranchii","Squatiniformes","Squatinidae","Squatina","0","0","Squatina squatina"
"8643","Hemitriakis",269370,"Hemitriakis","accepted","263717","Hemitriakis",269370,NA,"genus","Herre, 1923","Elasmobranchii","Carcharhiniformes","Triakidae","Hemitriakis","0","0","Hemitriakis"
"8644","Galeorhinus galeus",105820,"Galeorhinus galeus","accepted","86063","Galeorhinus galeus",105820,NA,"species","(Linnaeus, 1758)","Elasmobranchii","Carcharhiniformes","Triakidae","Galeorhinus","0","0","Galeorhinus galeus"
"8645","Parmaturus",270301,"Parmaturus","accepted","263713","Parmaturus",270301,NA,"genus","Garman, 1906","Elasmobranchii","Carcharhiniformes","Pentanchidae","Parmaturus","0","0","Parmaturus"
"8646","Galeus",105728,"Galeus","accepted","263711","Galeus",105728,NA,"genus","Rafinesque, 1810","Elasmobranchii","Carcharhiniformes","Pentanchidae","Galeus","0","0","Galeus"
"8647","Cephalurus",268685,"Cephalurus","accepted","263703","Cephalurus",268685,NA,"genus","Bigelow & Schroeder, 1941","Elasmobranchii","Carcharhiniformes","Pentanchidae","Cephalurus","0","0","Cephalurus"
"8648","Asymbolus",268425,"Asymbolus","accepted","263701","Asymbolus",268425,NA,"genus","Whitley, 1939","Elasmobranchii","Carcharhiniformes","Pentanchidae","Asymbolus","0","0","Asymbolus"
"8649","Apristurus",105727,"Apristurus","accepted","263699","Apristurus",105727,NA,"genus","Garman, 1913","Elasmobranchii","Carcharhiniformes","Pentanchidae","Apristurus","0","0","Apristurus"
"8650","Apristurus",105727,"Apristurus","accepted","263698","Apristurus",105727,NA,"genus","Garman, 1913","Elasmobranchii","Carcharhiniformes","Pentanchidae","Apristurus","0","0","Apristurus"
"8651","Apristurus",105727,"Apristurus","accepted","263697","Apristurus",105727,NA,"genus","Garman, 1913","Elasmobranchii","Carcharhiniformes","Pentanchidae","Apristurus","0","0","Apristurus"
"8652","Apristurus",105727,"Apristurus","accepted","263696","Apristurus",105727,NA,"genus","Garman, 1913","Elasmobranchii","Carcharhiniformes","Pentanchidae","Apristurus","0","0","Apristurus"
"8653","Apristurus",105727,"Apristurus","accepted","263694","Apristurus",105727,NA,"genus","Garman, 1913","Elasmobranchii","Carcharhiniformes","Pentanchidae","Apristurus","0","0","Apristurus"
"8654","Apristurus",105727,"Apristurus","accepted","173520","Apristurus",105727,NA,"genus","Garman, 1913","Elasmobranchii","Carcharhiniformes","Pentanchidae","Apristurus","0","0","Apristurus"
"8655","Apristurus nakayai",834880,"Apristurus nakayai","accepted","1281727","Apristurus nakayai",834880,NA,"species","Iglésias, 2013","Elasmobranchii","Carcharhiniformes","Pentanchidae","Apristurus","0","0","Apristurus nakayai"
"8656","Apristurus longicephalus",217634,"Apristurus longicephalus","accepted","263692","Apristurus longicephalus",217634,NA,"species","Nakaya, 1975","Elasmobranchii","Carcharhiniformes","Pentanchidae","Apristurus","0","0","Apristurus longicephalus"
