"","oid","typ","cid","tna","rnk","tid","mna","mra","mid","oei","eag","lag","rid","lng","lat","gnl","gnn","fml","fmn","odl","odn","cll","cln","phl","phn","cc2","sta","cny","gsc","eag.1","lag.1","cxi","ein","lin","idt","rst","ids","rss","oli","eid","rsf","late_age","early_age","taxon_name","range"
"113",406459,"occ",38985,"Tellina sp. n. sp.",5,18314,"Tellina",5,18314,"Priabonian",38,33.9,"10532;10532",-123.085556,44.052223,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lane","outcrop",38,33.9,106,106,106,"Tellina",NA,"sp.","n. sp.",NA,NA,NA,33.9,38,"Tellina sp. n. sp.",4.1
"114",406460,"occ",38985,"Macoma (Heteromacoma) vancouverensis",3,168029,"Macoma (Heteromacoma)",4,168029,"Priabonian",38,33.9,"10532;10532",-123.085556,44.052223,"Macoma",17852,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lane","outcrop",38,33.9,106,106,106,"Macoma",NA,"vancouverensis",NA,NA,NA,NA,33.9,38,"Macoma (Heteromacoma) vancouverensis",4.1
"115",406469,"occ",38984,"Modiolus eugenensis",3,420800,"Modiolus eugenensis",3,420800,"Priabonian",38,33.9,"10532;10532",-123.085556,44.052223,"Modiolus",77219,"Mytilidae",61248,"Mytilida",16334,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lane","outcrop",38,33.9,106,106,106,"Modiolus",NA,"eugenensis",NA,NA,NA,NA,33.9,38,"Modiolus eugenensis",4.1
"116",406474,"occ",38984,"Tellina sp. n. sp.",5,18314,"Tellina",5,18314,"Priabonian",38,33.9,"10532;10532",-123.085556,44.052223,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lane","outcrop",38,33.9,106,106,106,"Tellina",NA,"sp.","n. sp.",NA,NA,NA,33.9,38,"Tellina sp. n. sp.",4.1
"117",406475,"occ",38984,"Tellina (Moerella) lincolnensis",3,401475,"Tellina (Moerella) lincolnensis",3,401475,"Priabonian",38,33.9,"10532;10532",-123.085556,44.052223,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lane","outcrop",38,33.9,106,106,106,"Tellina",NA,"lincolnensis",NA,NA,NA,NA,33.9,38,"Tellina (Moerella) lincolnensis",4.1
"118",406476,"occ",38984,"Macoma inquinata aff.",3,98003,"Macoma inquinata",3,98003,"Priabonian",38,33.9,"10532;10532",-123.085556,44.052223,"Macoma",17852,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lane","outcrop",38,33.9,106,106,106,"Macoma",NA,"inquinata","aff.",NA,NA,NA,33.9,38,"Macoma inquinata aff.",4.1
"119",406477,"occ",38984,"Macoma (Heteromacoma) vancouverensis",3,168029,"Macoma (Heteromacoma)",4,168029,"Priabonian",38,33.9,"10532;10532",-123.085556,44.052223,"Macoma",17852,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lane","outcrop",38,33.9,106,106,106,"Macoma",NA,"vancouverensis",NA,NA,NA,NA,33.9,38,"Macoma (Heteromacoma) vancouverensis",4.1
"120",406889,"occ",39025,"Tellina sp. n. sp.",5,18314,"Tellina",5,18314,"Priabonian",38,33.9,"10532;10532",-123.05278,44.162498,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lane","outcrop",38,33.9,106,106,106,"Tellina",NA,"sp.","n. sp.",NA,NA,NA,33.9,38,"Tellina sp. n. sp.",4.1
"121",406890,"occ",39025,"Tellina (Moerella) lincolnensis",3,401475,"Tellina (Moerella) lincolnensis",3,401475,"Priabonian",38,33.9,"10532;10532",-123.05278,44.162498,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lane","outcrop",38,33.9,106,106,106,"Tellina",NA,"lincolnensis",NA,NA,NA,NA,33.9,38,"Tellina (Moerella) lincolnensis",4.1
"122",406891,"occ",39025,"Macoma inquinata aff.",3,98003,"Macoma inquinata",3,98003,"Priabonian",38,33.9,"10532;10532",-123.05278,44.162498,"Macoma",17852,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lane","outcrop",38,33.9,106,106,106,"Macoma",NA,"inquinata","aff.",NA,NA,NA,33.9,38,"Macoma inquinata aff.",4.1
"123",406897,"occ",39024,"Tellina pittsburgensis",3,401472,"Tellina pittsburgensis",3,401472,"Priabonian",38,33.9,"10532;10532",-123.05278,44.162498,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lane","outcrop",38,33.9,106,106,106,"Tellina",NA,"pittsburgensis",NA,NA,NA,NA,33.9,38,"Tellina pittsburgensis",4.1
"124",406898,"occ",39024,"Macoma inquinata aff.",3,98003,"Macoma inquinata",3,98003,"Priabonian",38,33.9,"10532;10532",-123.05278,44.162498,"Macoma",17852,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lane","outcrop",38,33.9,106,106,106,"Macoma",NA,"inquinata","aff.",NA,NA,NA,33.9,38,"Macoma inquinata aff.",4.1
"125",406912,"occ",39023,"Tellina eugenia",3,363027,"Tellina eugenia",3,363027,"Priabonian",38,33.9,"10532;10532",-123.020836,44.046391,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lane","outcrop",38,33.9,106,106,106,"Tellina",NA,"eugenia",NA,NA,NA,NA,33.9,38,"Tellina eugenia",4.1
"126",406913,"occ",39023,"Tellina (Moerella) lincolnensis",3,401475,"Tellina (Moerella) lincolnensis",3,401475,"Priabonian",38,33.9,"10532;10532",-123.020836,44.046391,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lane","outcrop",38,33.9,106,106,106,"Tellina",NA,"lincolnensis",NA,NA,NA,NA,33.9,38,"Tellina (Moerella) lincolnensis",4.1
"127",406949,"occ",38997,"Modiolus eugenensis",3,420800,"Modiolus eugenensis",3,420800,"Priabonian",38,33.9,"10532;10532",-123.085556,44.052223,"Modiolus",77219,"Mytilidae",61248,"Mytilida",16334,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lane","outcrop",38,33.9,106,106,106,"Modiolus",NA,"eugenensis",NA,NA,NA,NA,33.9,38,"Modiolus eugenensis",4.1
"128",406953,"occ",38997,"Tellina eugenia",3,363027,"Tellina eugenia",3,363027,"Priabonian",38,33.9,"10532;10532",-123.085556,44.052223,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lane","outcrop",38,33.9,106,106,106,"Tellina",NA,"eugenia",NA,NA,NA,NA,33.9,38,"Tellina eugenia",4.1
"129",406963,"occ",38998,"Modiolus eugenensis",3,420800,"Modiolus eugenensis",3,420800,"Priabonian",38,33.9,"10532;10532",-123.085556,44.052223,"Modiolus",77219,"Mytilidae",61248,"Mytilida",16334,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lane","outcrop",38,33.9,106,106,106,"Modiolus",NA,"eugenensis",NA,NA,NA,NA,33.9,38,"Modiolus eugenensis",4.1
"130",406968,"occ",38998,"Tellina eugenia",3,363027,"Tellina eugenia",3,363027,"Priabonian",38,33.9,"10532;10532",-123.085556,44.052223,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lane","outcrop",38,33.9,106,106,106,"Tellina",NA,"eugenia",NA,NA,NA,NA,33.9,38,"Tellina eugenia",4.1
"131",406969,"occ",38998,"Sanguinolaria townsendensis",3,401480,"Nuttallia townsendensis",3,421289,"Priabonian",38,33.9,"10532;10532",-123.085556,44.052223,"Nuttallia",17988,"Psammobiidae",61938,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lane","outcrop",38,33.9,106,106,106,"Sanguinolaria",NA,"townsendensis",NA,NA,NA,NA,33.9,38,"Sanguinolaria townsendensis",4.1
"132",406979,"occ",38999,"Modiolus eugenensis",3,420800,"Modiolus eugenensis",3,420800,"Priabonian",38,33.9,"10532;10532",-123.085556,44.052223,"Modiolus",77219,"Mytilidae",61248,"Mytilida",16334,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lane","outcrop",38,33.9,106,106,106,"Modiolus",NA,"eugenensis",NA,NA,NA,NA,33.9,38,"Modiolus eugenensis",4.1
"133",406984,"occ",38999,"Tellina pittsburgensis",3,401472,"Tellina pittsburgensis",3,401472,"Priabonian",38,33.9,"10532;10532",-123.085556,44.052223,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lane","outcrop",38,33.9,106,106,106,"Tellina",NA,"pittsburgensis",NA,NA,NA,NA,33.9,38,"Tellina pittsburgensis",4.1
"134",406985,"occ",38999,"Tellina aduncanasa",3,18314,"Tellina",5,18314,"Priabonian",38,33.9,"10532;10532",-123.085556,44.052223,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lane","outcrop",38,33.9,106,106,106,"Tellina",NA,"aduncanasa",NA,NA,NA,NA,33.9,38,"Tellina aduncanasa",4.1
"135",406986,"occ",38999,"Tellina (Moerella) lincolnensis",3,401475,"Tellina (Moerella) lincolnensis",3,401475,"Priabonian",38,33.9,"10532;10532",-123.085556,44.052223,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lane","outcrop",38,33.9,106,106,106,"Tellina",NA,"lincolnensis",NA,NA,NA,NA,33.9,38,"Tellina (Moerella) lincolnensis",4.1
"136",407008,"occ",39000,"Tellina pittsburgensis",3,401472,"Tellina pittsburgensis",3,401472,"Priabonian",38,33.9,"10532;10532",-123.085556,44.052223,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lane","outcrop",38,33.9,106,106,106,"Tellina",NA,"pittsburgensis",NA,NA,NA,NA,33.9,38,"Tellina pittsburgensis",4.1
"137",407009,"occ",39000,"Tellina aduncanasa",3,18314,"Tellina",5,18314,"Priabonian",38,33.9,"10532;10532",-123.085556,44.052223,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lane","outcrop",38,33.9,106,106,106,"Tellina",NA,"aduncanasa",NA,NA,NA,NA,33.9,38,"Tellina aduncanasa",4.1
"138",407010,"occ",39000,"Tellina sp. n. sp.",5,18314,"Tellina",5,18314,"Priabonian",38,33.9,"10532;10532",-123.085556,44.052223,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lane","outcrop",38,33.9,106,106,106,"Tellina",NA,"sp.","n. sp.",NA,NA,NA,33.9,38,"Tellina sp. n. sp.",4.1
"139",407011,"occ",39000,"Tellina (Moerella) lincolnensis",3,401475,"Tellina (Moerella) lincolnensis",3,401475,"Priabonian",38,33.9,"10532;10532",-123.085556,44.052223,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lane","outcrop",38,33.9,106,106,106,"Tellina",NA,"lincolnensis",NA,NA,NA,NA,33.9,38,"Tellina (Moerella) lincolnensis",4.1
"140",407012,"occ",39000,"Macoma inquinata aff.",3,98003,"Macoma inquinata",3,98003,"Priabonian",38,33.9,"10532;10532",-123.085556,44.052223,"Macoma",17852,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lane","outcrop",38,33.9,106,106,106,"Macoma",NA,"inquinata","aff.",NA,NA,NA,33.9,38,"Macoma inquinata aff.",4.1
"141",407015,"occ",39000,"Mya (Arenomya ?) kusiroensis",3,421405,"Mya (Arenomya) kusiroensis",3,421405,"Priabonian",38,33.9,"10532;10532",-123.085556,44.052223,"Mya",18473,"Myidae",61232,"Pholadida",244443,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lane","outcrop",38,33.9,106,106,106,"Mya",NA,"kusiroensis",NA,NA,NA,"?",33.9,38,"Mya (Arenomya ?) kusiroensis",4.1
"142",407036,"occ",39002,"Tellina pittsburgensis",3,401472,"Tellina pittsburgensis",3,401472,"Priabonian",38,33.9,"10532;10532",-123.044998,44.040001,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lane","outcrop",38,33.9,106,106,106,"Tellina",NA,"pittsburgensis",NA,NA,NA,NA,33.9,38,"Tellina pittsburgensis",4.1
"143",407037,"occ",39002,"Tellina aduncanasa",3,18314,"Tellina",5,18314,"Priabonian",38,33.9,"10532;10532",-123.044998,44.040001,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lane","outcrop",38,33.9,106,106,106,"Tellina",NA,"aduncanasa",NA,NA,NA,NA,33.9,38,"Tellina aduncanasa",4.1
"144",407038,"occ",39002,"Tellina (Moerella) lincolnensis",3,401475,"Tellina (Moerella) lincolnensis",3,401475,"Priabonian",38,33.9,"10532;10532",-123.044998,44.040001,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lane","outcrop",38,33.9,106,106,106,"Tellina",NA,"lincolnensis",NA,NA,NA,NA,33.9,38,"Tellina (Moerella) lincolnensis",4.1
"145",407040,"occ",39002,"Mya (Arenomya ?) kusiroensis",3,421405,"Mya (Arenomya) kusiroensis",3,421405,"Priabonian",38,33.9,"10532;10532",-123.044998,44.040001,"Mya",18473,"Myidae",61232,"Pholadida",244443,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lane","outcrop",38,33.9,106,106,106,"Mya",NA,"kusiroensis",NA,NA,NA,"?",33.9,38,"Mya (Arenomya ?) kusiroensis",4.1
"146",407061,"occ",39003,"Modiolus eugenensis",3,420800,"Modiolus eugenensis",3,420800,"Priabonian",38,33.9,"10532;10532",-123.085556,44.052223,"Modiolus",77219,"Mytilidae",61248,"Mytilida",16334,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lane","outcrop",38,33.9,106,106,106,"Modiolus",NA,"eugenensis",NA,NA,NA,NA,33.9,38,"Modiolus eugenensis",4.1
"147",407070,"occ",39003,"Tellina pittsburgensis",3,401472,"Tellina pittsburgensis",3,401472,"Priabonian",38,33.9,"10532;10532",-123.085556,44.052223,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lane","outcrop",38,33.9,106,106,106,"Tellina",NA,"pittsburgensis",NA,NA,NA,NA,33.9,38,"Tellina pittsburgensis",4.1
"148",407071,"occ",39003,"Tellina aduncanasa",3,18314,"Tellina",5,18314,"Priabonian",38,33.9,"10532;10532",-123.085556,44.052223,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lane","outcrop",38,33.9,106,106,106,"Tellina",NA,"aduncanasa",NA,NA,NA,NA,33.9,38,"Tellina aduncanasa",4.1
"149",407072,"occ",39003,"Tellina sp. n. sp.",5,18314,"Tellina",5,18314,"Priabonian",38,33.9,"10532;10532",-123.085556,44.052223,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lane","outcrop",38,33.9,106,106,106,"Tellina",NA,"sp.","n. sp.",NA,NA,NA,33.9,38,"Tellina sp. n. sp.",4.1
"150",407073,"occ",39003,"Tellina (Moerella) lincolnensis",3,401475,"Tellina (Moerella) lincolnensis",3,401475,"Priabonian",38,33.9,"10532;10532",-123.085556,44.052223,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lane","outcrop",38,33.9,106,106,106,"Tellina",NA,"lincolnensis",NA,NA,NA,NA,33.9,38,"Tellina (Moerella) lincolnensis",4.1
"151",407074,"occ",39003,"Macoma inquinata aff.",3,98003,"Macoma inquinata",3,98003,"Priabonian",38,33.9,"10532;10532",-123.085556,44.052223,"Macoma",17852,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lane","outcrop",38,33.9,106,106,106,"Macoma",NA,"inquinata","aff.",NA,NA,NA,33.9,38,"Macoma inquinata aff.",4.1
"152",407075,"occ",39003,"Macoma (Heteromacoma) vancouverensis",3,168029,"Macoma (Heteromacoma)",4,168029,"Priabonian",38,33.9,"10532;10532",-123.085556,44.052223,"Macoma",17852,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lane","outcrop",38,33.9,106,106,106,"Macoma",NA,"vancouverensis",NA,NA,NA,NA,33.9,38,"Macoma (Heteromacoma) vancouverensis",4.1
"153",407079,"occ",39003,"Mya (Arenomya ?) kusiroensis",3,421405,"Mya (Arenomya) kusiroensis",3,421405,"Priabonian",38,33.9,"10532;10532",-123.085556,44.052223,"Mya",18473,"Myidae",61232,"Pholadida",244443,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lane","outcrop",38,33.9,106,106,106,"Mya",NA,"kusiroensis",NA,NA,NA,"?",33.9,38,"Mya (Arenomya ?) kusiroensis",4.1
"154",407107,"occ",39004,"Tellina pittsburgensis",3,401472,"Tellina pittsburgensis",3,401472,"Priabonian",38,33.9,"10532;10532",-123.085556,44.052223,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lane","outcrop",38,33.9,106,106,106,"Tellina",NA,"pittsburgensis",NA,NA,NA,NA,33.9,38,"Tellina pittsburgensis",4.1
"155",407108,"occ",39004,"Tellina (Moerella) lincolnensis",3,401475,"Tellina (Moerella) lincolnensis",3,401475,"Priabonian",38,33.9,"10532;10532",-123.085556,44.052223,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lane","outcrop",38,33.9,106,106,106,"Tellina",NA,"lincolnensis",NA,NA,NA,NA,33.9,38,"Tellina (Moerella) lincolnensis",4.1
"156",407126,"occ",39005,"Tellina eugenia",3,363027,"Tellina eugenia",3,363027,"Priabonian",38,33.9,"10532;10532",-123.055275,44.036388,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lane","outcrop",38,33.9,106,106,106,"Tellina",NA,"eugenia",NA,NA,NA,NA,33.9,38,"Tellina eugenia",4.1
"157",407143,"occ",39021,"Macoma (Heteromacoma) vancouverensis",3,168029,"Macoma (Heteromacoma)",4,168029,"Priabonian",38,33.9,"10532;10532",-123.020836,44.046391,"Macoma",17852,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lane","outcrop",38,33.9,106,106,106,"Macoma",NA,"vancouverensis",NA,NA,NA,NA,33.9,38,"Macoma (Heteromacoma) vancouverensis",4.1
"158",407221,"occ",39033,"Tellina pittsburgensis",3,401472,"Tellina pittsburgensis",3,401472,"Priabonian",38,33.9,"10532;10532",-123.208611,44.978889,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Polk","outcrop",38,33.9,106,106,106,"Tellina",NA,"pittsburgensis",NA,NA,NA,NA,33.9,38,"Tellina pittsburgensis",4.1
"159",407233,"occ",39031,"Tellina pittsburgensis",3,401472,"Tellina pittsburgensis",3,401472,"Priabonian",38,33.9,"10532;10532",-123.18306,44.978889,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Polk","outcrop",38,33.9,106,106,106,"Tellina",NA,"pittsburgensis",NA,NA,NA,NA,33.9,38,"Tellina pittsburgensis",4.1
"160",407234,"occ",39031,"Tellina aduncanasa",3,18314,"Tellina",5,18314,"Priabonian",38,33.9,"10532;10532",-123.18306,44.978889,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Polk","outcrop",38,33.9,106,106,106,"Tellina",NA,"aduncanasa",NA,NA,NA,NA,33.9,38,"Tellina aduncanasa",4.1
"161",407243,"occ",39030,"Mytilus snohomishensis",3,352511,"Mytilus snohomishensis",3,352511,"Priabonian",38,33.9,"10532;10532",-123.03389,44.943054,"Mytilus",16392,"Mytilidae",61248,"Mytilida",16334,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Marion","outcrop",38,33.9,106,106,106,"Mytilus",NA,"snohomishensis",NA,NA,NA,NA,33.9,38,"Mytilus snohomishensis",4.1
"162",407249,"occ",39030,"Tellina aduncanasa",3,18314,"Tellina",5,18314,"Priabonian",38,33.9,"10532;10532",-123.03389,44.943054,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Marion","outcrop",38,33.9,106,106,106,"Tellina",NA,"aduncanasa",NA,NA,NA,NA,33.9,38,"Tellina aduncanasa",4.1
"163",407266,"occ",39028,"Modiolus eugenensis",3,420800,"Modiolus eugenensis",3,420800,"Priabonian",38,33.9,"10532;10532",-123.028336,44.772221,"Modiolus",77219,"Mytilidae",61248,"Mytilida",16334,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Marion","outcrop",38,33.9,106,106,106,"Modiolus",NA,"eugenensis",NA,NA,NA,NA,33.9,38,"Modiolus eugenensis",4.1
"164",410512,"occ",39603,"Macoma albaria",3,90160,"Macoma albaria",3,90160,"Langhian",15.97,13.82,"10616;10616",-124.059166,44.729168,"Macoma",17852,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lincoln","outcrop",15.97,13.82,101,101,101,"Macoma",NA,"albaria",NA,NA,NA,NA,13.82,15.97,"Macoma albaria",2.15
"165",410532,"occ",39583,"Tellina emacerata",3,90159,"Tellina emacerata",3,90159,"Burdigalian",20.44,15.97,"10616;10616",-123.830002,46.188057,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Clatsop","outcrop",20.44,15.97,102,102,102,"Tellina",NA,"emacerata",NA,NA,NA,NA,15.97,20.44,"Tellina emacerata",4.47
"166",410547,"occ",39604,"Tellina emacerata",3,90159,"Tellina emacerata",3,90159,"Langhian",15.97,13.82,"10616;10616",-124.058609,44.737778,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lincoln","outcrop",15.97,13.82,101,101,101,"Tellina",NA,"emacerata",NA,NA,NA,NA,13.82,15.97,"Tellina emacerata",2.15
"167",410548,"occ",39604,"Macoma albaria",3,90160,"Macoma albaria",3,90160,"Langhian",15.97,13.82,"10616;10616",-124.058609,44.737778,"Macoma",17852,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lincoln","outcrop",15.97,13.82,101,101,101,"Macoma",NA,"albaria",NA,NA,NA,NA,13.82,15.97,"Macoma albaria",2.15
"168",410569,"occ",39585,"Macoma albaria cf.",3,90160,"Macoma albaria",3,90160,"Burdigalian",20.44,15.97,"10616;10616",-123.830002,46.188057,"Macoma",17852,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Clatsop","outcrop",20.44,15.97,102,102,102,"Macoma",NA,"albaria","cf.",NA,NA,NA,15.97,20.44,"Macoma albaria cf.",4.47
"169",410638,"occ",39606,"Tellina emacerata",3,90159,"Tellina emacerata",3,90159,"Langhian",15.97,13.82,"10616;10616",-124.059166,44.729168,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lincoln","outcrop",15.97,13.82,101,101,101,"Tellina",NA,"emacerata",NA,NA,NA,NA,13.82,15.97,"Tellina emacerata",2.15
"170",410639,"occ",39606,"Macoma albaria",3,90160,"Macoma albaria",3,90160,"Langhian",15.97,13.82,"10616;10616",-124.059166,44.729168,"Macoma",17852,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lincoln","outcrop",15.97,13.82,101,101,101,"Macoma",NA,"albaria",NA,NA,NA,NA,13.82,15.97,"Macoma albaria",2.15
"171",410702,"occ",39598,"Tellina emacerata cf.",3,90159,"Tellina emacerata",3,90159,"Langhian",15.97,13.82,"10616;10616",-124.059166,44.729168,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lincoln","outcrop",15.97,13.82,101,101,101,"Tellina",NA,"emacerata","cf.",NA,NA,NA,13.82,15.97,"Tellina emacerata cf.",2.15
"172",410703,"occ",39598,"Macoma albaria",3,90160,"Macoma albaria",3,90160,"Langhian",15.97,13.82,"10616;10616",-124.059166,44.729168,"Macoma",17852,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lincoln","outcrop",15.97,13.82,101,101,101,"Macoma",NA,"albaria",NA,NA,NA,NA,13.82,15.97,"Macoma albaria",2.15
"173",410704,"occ",39598,"Macoma arcatata",3,17852,"Macoma",5,17852,"Langhian",15.97,13.82,"10616;10616",-124.059166,44.729168,"Macoma",17852,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lincoln","outcrop",15.97,13.82,101,101,101,"Macoma",NA,"arcatata",NA,NA,NA,NA,13.82,15.97,"Macoma arcatata",2.15
"174",410967,"occ",39698,"Tellina emacerata",3,90159,"Tellina emacerata",3,90159,"Langhian",15.97,13.82,"10616;10616",-124.06028,44.715832,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lincoln","outcrop",15.97,13.82,101,101,101,"Tellina",NA,"emacerata",NA,NA,NA,NA,13.82,15.97,"Tellina emacerata",2.15
"175",410969,"occ",39698,"Macoma albaria",3,90160,"Macoma albaria",3,90160,"Langhian",15.97,13.82,"10616;10616",-124.06028,44.715832,"Macoma",17852,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lincoln","outcrop",15.97,13.82,101,101,101,"Macoma",NA,"albaria",NA,NA,NA,NA,13.82,15.97,"Macoma albaria",2.15
"176",410981,"occ",39700,"Macoma albaria",3,90160,"Macoma albaria",3,90160,"Langhian",15.97,13.82,"10616;10616",-124.061386,44.7075,"Macoma",17852,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lincoln","outcrop",15.97,13.82,101,101,101,"Macoma",NA,"albaria",NA,NA,NA,NA,13.82,15.97,"Macoma albaria",2.15
"177",411557,"occ",39799,"Tellina emacerata",3,90159,"Tellina emacerata",3,90159,"Langhian",15.97,13.82,"10616;10616",-124.075279,44.675278,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lincoln","outcrop",15.97,13.82,101,101,101,"Tellina",NA,"emacerata",NA,NA,NA,NA,13.82,15.97,"Tellina emacerata",2.15
