Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifError
1172,"Goleta,",Goleta,371361,371368,4.48,1,NO_ANNOT,,,Exact,0,Goleta,Goleta,634JW,1,Catalogue of Life,
1173,(Eschmeyer,Eschmeyer,371517,371527,3.98,1,NO_ANNOT,,,Exact,0,Eschmeyer,Eschmeyer,62RSJ,1,Catalogue of Life,
1174,Hirundichthys albimaculatus,Hirundichthys albimaculatus,371674,371701,14.01,2,NO_ANNOT,,,Exact,0,"Hirundichthys albimaculatus (Fowler, 1934)",Hirundichthys albimaculatus,3M4QH,1,Catalogue of Life,
1175,Hirundichthys marginatus,Hirundichthys marginatus,372215,372239,13.78,2,NO_ANNOT,,,Exact,0,"Hirundichthys marginatus (Nichols & Breder, 1928)",Hirundichthys marginatus,3M4QN,1,Catalogue of Life,
1176,Hirundichthys rondeletii,Hirundichthys rondeletii,372743,372767,12.87,2,NO_ANNOT,,,Exact,0,"Hirundichthys rondeletii (Valenciennes, 1847)",Hirundichthys rondeletii,3M4QS,1,Catalogue of Life,
1177,*Hirundichthys speculiger,Hirundichthys speculiger,373179,373204,11.34,2,NO_ANNOT,,,Exact,0,"Hirundichthys speculiger (Valenciennes, 1847)",Hirundichthys speculiger,3M4QW,1,Catalogue of Life,
1178,Parexocoetus brachypterus,Parexocoetus brachypterus,373746,373771,13.26,2,NO_ANNOT,,,Exact,0,"Parexocoetus brachypterus (Richardson, 1846)",Parexocoetus brachypterus,4DLS4,1,Catalogue of Life,
1179,Prognichthys tringa,Prognichthys tringa,374425,374444,11.10,2,NO_ANNOT,,,Exact,0,"Prognichthys tringa Breder, 1928",Prognichthys tringa,4MR3C,1,Catalogue of Life,
1180,Tringa,Tringa,374481,374487,4.50,1,NO_ANNOT,,,Exact,0,"Tringa Linnaeus, 1758",Tringa,8288,1,Catalogue of Life,
1181,Euleptorhamphus viridis,Euleptorhamphus viridis,374948,374971,12.00,2,NO_ANNOT,,,Exact,0,"Euleptorhamphus viridis (van Hasselt, 1823)",Euleptorhamphus viridis,6H9BZ,1,Catalogue of Life,
1182,(Eschmeyer,Eschmeyer,375323,375333,3.98,1,NO_ANNOT,,,Exact,0,Eschmeyer,Eschmeyer,62RSJ,1,Catalogue of Life,
1183,Euleptorhamphus longirostris,Euleptorhamphus longirostris,375406,375434,13.18,2,NO_ANNOT,,,Exact,0,"Euleptorhamphus longirostris (Cuvier, 1829)",Euleptorhamphus longirostris,6GXBY,1,Catalogue of Life,
1184,Hemiramphus saltator,Hemiramphus saltator,375472,375492,10.81,2,NO_ANNOT,,,Exact,0,"Hemiramphus saltator Gilbert & Starks, 1904",Hemiramphus saltator,3KS9G,1,Catalogue of Life,
1185,Isla,Isla,375725,375729,2.08,1,NO_ANNOT,,,Exact,0,"Isla Navás, 1914",Isla,urn:lsid:irmng.org:taxname:1199252,181,IRMNG,
1186,(Eschmeyer,Eschmeyer,376002,376012,3.98,1,NO_ANNOT,,,Exact,0,Eschmeyer,Eschmeyer,62RSJ,1,Catalogue of Life,
1187,Hyporhamphus gilli,Hyporhamphus gilli,376288,376306,10.57,2,NO_ANNOT,,,Exact,0,"Hyporhamphus gilli Meek & Hildebrand, 1923",Hyporhamphus gilli,6MR6B,1,Catalogue of Life,
1188,Hyporhamphus naos,Hyporhamphus naos,376964,376981,4.76,2,NO_ANNOT,,,Exact,0,"Hyporhamphus naos Banford & Collette, 2001",Hyporhamphus naos,6N2W9,1,Catalogue of Life,
1189,"Paita,",Paita,377170,377176,4.03,1,NO_ANNOT,,,Exact,0,"Paita Fauvel, 1904",Paita,urn:lsid:irmng.org:taxname:1346202,181,IRMNG,
1190,Hyporhamphus rosae,Hyporhamphus rosae,377586,377604,10.41,2,NO_ANNOT,,,Exact,0,"Hyporhamphus rosae (Jordan & Gilbert, 1880)",Hyporhamphus rosae,3NYF8,1,Catalogue of Life,
1191,Oxyporhamphus micropterus,Oxyporhamphus micropterus,378244,378269,12.83,2,NO_ANNOT,,,Exact,0,"Oxyporhamphus micropterus (Valenciennes, 1847)",Oxyporhamphus micropterus,4BJDC,1,Catalogue of Life,
1192,Ablennes hians,Ablennes hians,378920,378934,7.61,2,NO_ANNOT,,,Exact,0,"Ablennes hians (Valenciennes, 1846)",Ablennes hians,8L46,1,Catalogue of Life,
1193,Platybelone argalus,Platybelone argalus,379400,379419,10.62,2,NO_ANNOT,,,Exact,0,"Platybelone argalus (Lesueur, 1821)",Platybelone argalus,4JNTR,1,Catalogue of Life,
1194,Strongylura exilis,Strongylura exilis,380167,380185,12.43,2,NO_ANNOT,,,Exact,0,"Strongylura exilis (Girard, 1854)",Strongylura exilis,6ZYMV,1,Catalogue of Life,
1195,(Eschmeyer,Eschmeyer,380323,380333,3.98,1,NO_ANNOT,,,Exact,0,Eschmeyer,Eschmeyer,62RSJ,1,Catalogue of Life,
1196,(Eschmeyer,Eschmeyer,380412,380422,3.98,1,NO_ANNOT,,,Exact,0,Eschmeyer,Eschmeyer,62RSJ,1,Catalogue of Life,
1197,Tylosurus crocodilus,Tylosurus crocodilus,380670,380690,11.30,2,NO_ANNOT,,,Exact,0,"Tylosurus crocodilus (Péron & Lesueur, 1821)",Tylosurus crocodilus,7CZK4,1,Catalogue of Life,
1198,Isla,Isla,380914,380918,2.08,1,NO_ANNOT,,,Exact,0,"Isla Navás, 1914",Isla,urn:lsid:irmng.org:taxname:1199252,181,IRMNG,
1199,Tylosurus pacificus,Tylosurus pacificus,381224,381243,11.22,2,NO_ANNOT,,,Exact,0,"Tylosurus pacificus (Steindachner, 1876)",Tylosurus pacificus,7CZJT,1,Catalogue of Life,
1200,Tylosurus acus,Tylosurus acus,381715,381729,9.42,2,NO_ANNOT,,,Exact,0,"Tylosurus acus (Lacepède, 1803)",Tylosurus acus,7CZJC,1,Catalogue of Life,
1201,T. acus imperialis,T. acus imperialis,381750,381768,10.76,3,NO_ANNOT,,,NoMatch,,,,,,,
1202,T. pacificus.,T. pacificus,381846,381859,6.83,2,NO_ANNOT,,,NoMatch,,,,,,,
1203,?Cololabis adoceta,Cololabis adoceta,381893,381911,10.88,2,NO_ANNOT,,,PartialExact,0,Cololabis,Cololabis,3SGQ,1,Catalogue of Life,
1204,Cololabis saira,Cololabis saira,382358,382373,9.25,2,NO_ANNOT,,,Exact,0,"Cololabis saira (Brevoort, 1856)",Cololabis saira,5ZN52,1,Catalogue of Life,
1205,(Eschmeyer,Eschmeyer,382847,382857,3.98,1,NO_ANNOT,,,Exact,0,Eschmeyer,Eschmeyer,62RSJ,1,Catalogue of Life,
1206,(Suda,Suda,383048,383053,2.48,1,NO_ANNOT,,,Exact,0,"Suda Pennant, 1800",Suda,urn:lsid:irmng.org:taxname:1130067,181,IRMNG,
1207,Cyprinodontiformes,Cyprinodontiformes,383187,383205,2.62,1,NO_ANNOT,,,Exact,0,Cyprinodontiformes,Cyprinodontiformes,335,1,Catalogue of Life,
1208,Fundulus parvipinnis,Fundulus parvipinnis,383236,383256,13.35,2,NO_ANNOT,,,Exact,0,"Fundulus parvipinnis Girard, 1854",Fundulus parvipinnis,6JRFL,1,Catalogue of Life,
1209,**Lucania goodei,Lucania goodei,383510,383526,7.32,2,NO_ANNOT,,,Exact,0,"Lucania goodei Jordan, 1880",Lucania goodei,72PBS,1,Catalogue of Life,
1210,**Lucania parva,Lucania parva,383891,383906,6.97,2,NO_ANNOT,,,Exact,0,"Lucania parva (Baird & Girard, 1855)",Lucania parva,6QPBT,1,Catalogue of Life,
1211,**Gambusia affinis,Gambusia affinis,384237,384255,10.71,2,NO_ANNOT,,,Exact,0,"Gambusia affinis (Baird & Girard, 1853)",Gambusia affinis,6K97T,1,Catalogue of Life,
1212,**Poecilia latipinna,Poecilia latipinna,384519,384539,10.34,2,NO_ANNOT,,,Exact,0,"Poecilia latipinna (Lesueur, 1821)",Poecilia latipinna,7855L,1,Catalogue of Life,
1213,Stephanoberyciformes,Stephanoberyciformes,385043,385063,2.74,1,NO_ANNOT,,,Exact,0,Stephanoberyciformes,Stephanoberyciformes,45N,1,Catalogue of Life,
1214,Melamphaes acanthomus,Melamphaes acanthomus,385095,385116,10.48,2,NO_ANNOT,,,Exact,0,"Melamphaes acanthomus Ebeling, 1962",Melamphaes acanthomus,3Z4F3,1,Catalogue of Life,
1215,Melamphaes janae,Melamphaes janae,385687,385703,9.22,2,NO_ANNOT,,,Exact,0,"Melamphaes janae Ebeling, 1962",Melamphaes janae,3Z4FM,1,Catalogue of Life,
1216,Melamphaes laeviceps,Melamphaes laeviceps,386428,386448,10.14,2,NO_ANNOT,,,Exact,0,"Melamphaes laeviceps Ebeling, 1962",Melamphaes laeviceps,3Z4FN,1,Catalogue of Life,
1217,Melamphaes longivelis,Melamphaes longivelis,386847,386868,11.17,2,NO_ANNOT,,,Exact,0,"Melamphaes longivelis Parr, 1933",Melamphaes longivelis,3Z4FQ,1,Catalogue of Life,
1218,Melamphaes lugubris,Melamphaes lugubris,387283,387302,10.83,2,NO_ANNOT,,,Exact,0,"Melamphaes lugubris Gilbert, 1890",Melamphaes lugubris,3Z4FR,1,Catalogue of Life,
1219,Melamphaes macrocephalus,Melamphaes macrocephalus,388496,388520,11.23,2,NO_ANNOT,,,Exact,0,"Melamphaes macrocephalus Parr, 1931",Melamphaes macrocephalus,3Z4FS,1,Catalogue of Life,
1220,Melamphaes parvus,Melamphaes parvus,388839,388856,9.30,2,NO_ANNOT,,,Exact,0,"Melamphaes parvus Ebeling, 1962",Melamphaes parvus,3Z4GM,1,Catalogue of Life,
1221,Melamphaes spinifer,Melamphaes spinifer,389845,389864,9.21,2,NO_ANNOT,,,Exact,0,"Melamphaes spinifer Ebeling, 1962",Melamphaes spinifer,3Z4GV,1,Catalogue of Life,
1222,Melamphaes suborbitalis,Melamphaes suborbitalis,390233,390256,11.37,2,NO_ANNOT,,,Exact,0,"Melamphaes suborbitalis (Gill, 1883)",Melamphaes suborbitalis,3Z4GW,1,Catalogue of Life,
1223,Poromitra crassiceps,Poromitra crassiceps,390853,390873,11.41,2,NO_ANNOT,,,Exact,0,"Poromitra crassiceps (Günther, 1878)",Poromitra crassiceps,4LY7K,1,Catalogue of Life,
1224,Poromitra rugosa,Poromitra rugosa,391386,391402,11.73,2,NO_ANNOT,,,Exact,0,"Poromitra rugosa (Chapman, 1939)",Poromitra rugosa,4LY84,1,Catalogue of Life,
1225,P. crassiceps.,P. crassiceps,391498,391512,6.17,2,NO_ANNOT,,,NoMatch,,,,,,,
1226,Poromitra curilensis,Poromitra curilensis,391571,391591,12.53,2,NO_ANNOT,,,Exact,0,"Poromitra curilensis Kotlyar, 2008",Poromitra curilensis,4LY7M,1,Catalogue of Life,
1227,Poromitra jucunda,Poromitra jucunda,391853,391870,10.98,2,NO_ANNOT,,,Exact,0,"Poromitra jucunda Kotlyar, 2010",Poromitra jucunda,4LY7T,1,Catalogue of Life,
1228,Poromitra megalops,Poromitra megalops,392312,392330,9.85,2,NO_ANNOT,,,Exact,0,"Poromitra megalops (Lütken, 1878)",Poromitra megalops,4LY7Y,1,Catalogue of Life,
1229,"P. jucunda,",P. jucunda,392428,392439,5.74,2,NO_ANNOT,,,NoMatch,,,,,,,
1230,Poromitra macrophthalma,Poromitra macrophthalma,392515,392538,10.66,2,NO_ANNOT,,,Exact,0,"Poromitra macrophthalma (Gilchrist, 1903)",Poromitra macrophthalma,4LY7V,1,Catalogue of Life,
1231,Poromitra oscitans,Poromitra oscitans,392559,392577,10.28,2,NO_ANNOT,,,Exact,0,"Poromitra oscitans Ebeling, 1975",Poromitra oscitans,4LY83,1,Catalogue of Life,
1232,Scopeloberyx opisthopterus,Scopeloberyx opisthopterus,392910,392936,12.94,2,NO_ANNOT,,,Exact,0,"Scopeloberyx opisthopterus (Parr, 1933)",Scopeloberyx opisthopterus,4VV5J,1,Catalogue of Life,
1233,Scopeloberyx robustus,Scopeloberyx robustus,393670,393691,13.18,2,NO_ANNOT,,,Exact,0,"Scopeloberyx robustus (Günther, 1887)",Scopeloberyx robustus,4VV5L,1,Catalogue of Life,
1234,Scopelogadus bispinosus,Scopelogadus bispinosus,394489,394512,12.70,2,NO_ANNOT,,,Exact,0,"Scopelogadus bispinosus (Gilbert, 1915)",Scopelogadus bispinosus,4VV72,1,Catalogue of Life,
1235,(Peden,Peden,394662,394668,1.81,1,NO_ANNOT,,,NoMatch,,,,,,,
1236,Scopelogadus mizolepis,Scopelogadus mizolepis,395040,395062,11.92,2,NO_ANNOT,,,Exact,0,"Scopelogadus mizolepis (Günther, 1878)",Scopelogadus mizolepis,4VV74,1,Catalogue of Life,
1237,Cetichthys parini,Cetichthys parini,395381,395398,11.30,2,NO_ANNOT,,,Exact,0,"Cetichthys parini Paxton, 1989",Cetichthys parini,T64H,1,Catalogue of Life,
1238,Cetostoma regani,Cetostoma regani,395979,395995,10.88,2,NO_ANNOT,,,Exact,0,"Cetostoma regani Zugmayer, 1914",Cetostoma regani,T72Z,1,Catalogue of Life,
1239,Ditropichthys storeri,Ditropichthys storeri,396614,396635,12.94,2,NO_ANNOT,,,Exact,0,"Ditropichthys storeri (Goode & Bean, 1895)",Ditropichthys storeri,6DC8J,1,Catalogue of Life,
1240,Gyrinomimus,Gyrinomimus,397212,397223,5.62,1,NO_ANNOT,,,Exact,0,Gyrinomimus,Gyrinomimus,4S42,1,Catalogue of Life,
1241,“Gyrinomimus,Gyrinomimus,397524,397536,5.62,1,SP_NOV,,,Exact,0,Gyrinomimus,Gyrinomimus,4S42,1,Catalogue of Life,
1242,Parataeniophorus brevis,Parataeniophorus brevis,397616,397639,12.37,2,NO_ANNOT,,,Exact,0,"Parataeniophorus brevis Bertelsen & Marshall, 1956",Parataeniophorus brevis,75QCM,1,Catalogue of Life,
1243,Rondeletia loricata,Rondeletia loricata,398074,398093,13.20,2,NO_ANNOT,,,Exact,0,"Rondeletia loricata Abe & Hotta, 1963",Rondeletia loricata,4TBGW,1,Catalogue of Life,
1244,Barbourisia rufa,Barbourisia rufa,398893,398909,8.43,2,NO_ANNOT,,,Exact,0,"Barbourisia rufa Parr, 1945",Barbourisia rufa,KMPN,1,Catalogue of Life,
1245,(Eschmeyer,Eschmeyer,399475,399485,3.98,1,NO_ANNOT,,,Exact,0,Eschmeyer,Eschmeyer,62RSJ,1,Catalogue of Life,
1246,Eutaeniophorus festivus,Eutaeniophorus festivus,399718,399741,12.30,2,NO_ANNOT,,,Exact,0,"Eutaeniophorus festivus (Bertelsen & Marshall, 1956)",Eutaeniophorus festivus,3DBTY,1,Catalogue of Life,
1247,Beryciformes,Beryciformes,400441,400453,2.50,1,NO_ANNOT,,,Exact,0,Beryciformes,Beryciformes,6228Z,1,Catalogue of Life,
1248,Anoplogaster cornuta,Anoplogaster cornuta,400490,400510,10.20,2,NO_ANNOT,,,Exact,0,"Anoplogaster cornuta (Valenciennes, 1833)",Anoplogaster cornuta,6799W,1,Catalogue of Life,
1249,Diretmoides pauciradiatus,Diretmoides pauciradiatus,401023,401048,13.29,2,NO_ANNOT,,,Exact,0,"Diretmoides pauciradiatus (Woods, 1973)",Diretmoides pauciradiatus,6CYZV,1,Catalogue of Life,
1250,(Eschmeyer,Eschmeyer,401092,401102,3.98,1,NO_ANNOT,,,Exact,0,Eschmeyer,Eschmeyer,62RSJ,1,Catalogue of Life,
1251,(Eschmeyer,Eschmeyer,401242,401252,3.98,1,NO_ANNOT,,,Exact,0,Eschmeyer,Eschmeyer,62RSJ,1,Catalogue of Life,
1252,Eschmeyer,Eschmeyer,401332,401341,3.98,1,NO_ANNOT,,,Exact,0,Eschmeyer,Eschmeyer,62RSJ,1,Catalogue of Life,
1253,Diretmus argenteus,Diretmus argenteus,401522,401540,12.08,2,NO_ANNOT,,,Exact,0,"Diretmus argenteus Johnson, 1864",Diretmus argenteus,36RF5,1,Catalogue of Life,
1254,Phthanophaneron harveyi,Phthanophaneron harveyi,401902,401925,11.43,2,NO_ANNOT,,,Exact,0,"Phthanophaneron harveyi (Rosenblatt & Montgomery, 1976)",Phthanophaneron harveyi,4GX6W,1,Catalogue of Life,
1255,*Myripristis berndti,Myripristis berndti,402463,402483,11.75,2,NO_ANNOT,,,Exact,0,"Myripristis berndti Jordan & Evermann, 1903",Myripristis berndti,6RRFG,1,Catalogue of Life,
1256,Rica,Rica,402729,402733,1.99,1,NO_ANNOT,,,NoMatch,,,,,,,
1257,Myripristis leiognathus,Myripristis leiognathus,402923,402946,13.12,2,NO_ANNOT,,,Exact,0,"Myripristis leiognathus Valenciennes, 1846",Myripristis leiognathus,459FX,1,Catalogue of Life,
1258,Isla,Isla,403112,403116,2.08,1,NO_ANNOT,,,Exact,0,"Isla Navás, 1914",Isla,urn:lsid:irmng.org:taxname:1199252,181,IRMNG,
1259,Sargocentron suborbitale,Sargocentron suborbitale,403756,403780,11.41,2,NO_ANNOT,,,Exact,0,"Sargocentron suborbitale (Gill, 1863)",Sargocentron suborbitale,6XMPS,1,Catalogue of Life,
1260,Sargocentron suborbitalis,Sargocentron suborbitalis,404423,404448,12.62,2,NO_ANNOT,,,Exact,0,"Sargocentron suborbitalis (Gill, 1863)",Sargocentron suborbitalis,6XMQ4,1,Catalogue of Life,
1261,Zeiformes,Zeiformes,404491,404500,1.98,1,NO_ANNOT,,,Exact,0,Zeiformes,Zeiformes,4BY,1,Catalogue of Life,
1262,Allocyttus folletti,Allocyttus folletti,404530,404549,11.17,2,NO_ANNOT,,,Exact,0,"Allocyttus folletti Myers, 1960",Allocyttus folletti,BW24,1,Catalogue of Life,
1263,Oreo.,Oreo,404569,404574,2.08,1,NO_ANNOT,,,Exact,0,Oreo,Oreo,69JQ,1,Catalogue of Life,
1264,(Nishida,Nishida,404597,404605,3.57,1,NO_ANNOT,,,NoMatch,,,,,,,
1265,Allocyttus verrucosus,Allocyttus verrucosus,404986,405007,12.83,2,NO_ANNOT,,,Exact,0,"Allocyttus verrucosus (Gilchrist, 1906)",Allocyttus verrucosus,BW29,1,Catalogue of Life,
1266,A. folletti,A. folletti,405054,405065,5.22,2,NO_ANNOT,,,NoMatch,,,,,,,
1267,Zenopsis nebulosa,Zenopsis nebulosa,405116,405133,12.08,2,NO_ANNOT,,,Exact,0,"Zenopsis nebulosa (Temminck & Schlegel, 1845)",Zenopsis nebulosa,5D2LD,1,Catalogue of Life,
1268,(Temminck,Temminck,405134,405143,3.41,1,NO_ANNOT,,,Exact,0,Temminck,Temminck,100304206,169,uBio NameBank,
1269,(Eschmeyer,Eschmeyer,405380,405390,3.98,1,NO_ANNOT,,,Exact,0,Eschmeyer,Eschmeyer,62RSJ,1,Catalogue of Life,
1270,Zenopsis filimentosa,Zenopsis filimentosa,405668,405688,12.66,2,NO_ANNOT,,,Fuzzy,1,"Zenopsis filamentosa Kai & Tashiro, 2019",Zenopsis filamentosa,urn:lsid:marinespecies.org:taxname:1494281,9,WoRMS,
1271,Gasterosteiformes,Gasterosteiformes,405719,405736,2.94,1,NO_ANNOT,,,Exact,0,Gasterosteiformes,Gasterosteiformes,394,1,Catalogue of Life,
1272,Aulorhynchus flavidus,Aulorhynchus flavidus,405772,405793,11.94,2,NO_ANNOT,,,Exact,0,"Aulorhynchus flavidus Gill, 1861",Aulorhynchus flavidus,67Y7J,1,Catalogue of Life,
1273,(Eschmeyer,Eschmeyer,406372,406382,3.98,1,NO_ANNOT,,,Exact,0,Eschmeyer,Eschmeyer,62RSJ,1,Catalogue of Life,
1274,Gasterosteus aculeatus,Gasterosteus aculeatus,406438,406460,13.94,2,NO_ANNOT,,,Exact,0,"Gasterosteus aculeatus Linnaeus, 1758",Gasterosteus aculeatus,3FCKT,1,Catalogue of Life,
1275,Pungitius pungitius,Pungitius pungitius,407293,407312,11.98,2,NO_ANNOT,,,Exact,0,"Pungitius pungitius (Linnaeus, 1758)",Pungitius pungitius,6WPH5,1,Catalogue of Life,
1276,Cosmocampus arctus,Cosmocampus arctus,407797,407815,13.27,2,NO_ANNOT,,,Exact,0,"Cosmocampus arctus (Jenkins & Evermann, 1889)",Cosmocampus arctus,6B6C3,1,Catalogue of Life,
1277,Doryrhamphus excisus,Doryrhamphus excisus,408169,408189,12.09,2,NO_ANNOT,,,Exact,0,"Doryrhamphus excisus Kaup, 1856",Doryrhamphus excisus,37FPQ,1,Catalogue of Life,
1278,"Kaup,",Kaup,408190,408195,0.47,1,NO_ANNOT,,,Exact,0,Oileus (Kaup) Kaup 1869,Kaup,1105544,2,Wikispecies,
1279,Hippocampus ingens,Hippocampus ingens,408713,408731,10.60,2,NO_ANNOT,,,Exact,0,"Hippocampus ingens Girard, 1858",Hippocampus ingens,3LZM9,1,Catalogue of Life,
1280,Isla,Isla,408969,408973,2.08,1,NO_ANNOT,,,Exact,0,"Isla Navás, 1914",Isla,urn:lsid:irmng.org:taxname:1199252,181,IRMNG,
1281,(Eschmeyer,Eschmeyer,409137,409147,3.98,1,NO_ANNOT,,,Exact,0,Eschmeyer,Eschmeyer,62RSJ,1,Catalogue of Life,
1282,Syngnathus auliscus,Syngnathus auliscus,409419,409438,10.62,2,NO_ANNOT,,,Exact,0,"Syngnathus auliscus (Swain, 1882)",Syngnathus auliscus,53WKN,1,Catalogue of Life,
1283,Syngnathus californiensis,Syngnathus californiensis,409877,409902,11.53,2,NO_ANNOT,,,Exact,0,"Syngnathus californiensis Storer, 1845",Syngnathus californiensis,53WL8,1,Catalogue of Life,
1284,Eschmeyer,Eschmeyer,410261,410270,3.98,1,NO_ANNOT,,,Exact,0,Eschmeyer,Eschmeyer,62RSJ,1,Catalogue of Life,
1285,Syngnathus euchrous,Syngnathus euchrous,410290,410309,8.02,2,NO_ANNOT,,,Exact,0,"Syngnathus euchrous Fritzsche, 1980",Syngnathus euchrous,53WM5,1,Catalogue of Life,
1286,Syngnathus californiensis,Syngnathus californiensis,410762,410787,11.53,2,NO_ANNOT,,,Exact,0,"Syngnathus californiensis Storer, 1845",Syngnathus californiensis,53WL8,1,Catalogue of Life,
1287,Syngnathus exilis,Syngnathus exilis,410803,410820,10.27,2,NO_ANNOT,,,Exact,0,"Syngnathus exilis (Osburn & Nichols, 1916)",Syngnathus exilis,53WM6,1,Catalogue of Life,
1288,Syngnathus californiensis,Syngnathus californiensis,411413,411438,11.53,2,NO_ANNOT,,,Exact,0,"Syngnathus californiensis Storer, 1845",Syngnathus californiensis,53WL8,1,Catalogue of Life,
1289,Syngnathus insulae,Syngnathus insulae,411454,411472,9.55,2,NO_ANNOT,,,Exact,0,"Syngnathus insulae Fritzsche, 1980",Syngnathus insulae,53WMW,1,Catalogue of Life,
1290,Isla,Isla,411532,411536,2.08,1,NO_ANNOT,,,Exact,0,"Isla Navás, 1914",Isla,urn:lsid:irmng.org:taxname:1199252,181,IRMNG,
1291,Syngnathus leptorhynchus,Syngnathus leptorhynchus,411748,411772,10.57,2,NO_ANNOT,,,Exact,0,"Syngnathus leptorhynchus Girard, 1854",Syngnathus leptorhynchus,53WN7,1,Catalogue of Life,
1292,Syngnathus californiensis,Syngnathus californiensis,412271,412296,11.53,2,NO_ANNOT,,,Exact,0,"Syngnathus californiensis Storer, 1845",Syngnathus californiensis,53WL8,1,Catalogue of Life,
1293,*Aulostomus chinensis,Aulostomus chinensis,412347,412368,13.00,2,NO_ANNOT,,,Exact,0,"Aulostomus chinensis (Linnaeus, 1766)",Aulostomus chinensis,JSY5,1,Catalogue of Life,
1294,Rica,Rica,412636,412640,1.99,1,NO_ANNOT,,,NoMatch,,,,,,,
1295,Fistularia commersonii,Fistularia commersonii,412961,412983,12.64,2,NO_ANNOT,,,Exact,0,"Fistularia commersonii Rüppell, 1838",Fistularia commersonii,6J77G,1,Catalogue of Life,
1296,Fistularia corneta,Fistularia corneta,413619,413637,11.07,2,NO_ANNOT,,,Exact,0,"Fistularia corneta Gilbert & Starks, 1904",Fistularia corneta,6J6VF,1,Catalogue of Life,
1297,Centriscidae.,Centriscidae,414108,414121,4.81,1,NO_ANNOT,,,Exact,0,Centriscidae,Centriscidae,622LJ,1,Catalogue of Life,
1298,Macroramphosus scolopax,Macroramphosus scolopax,414123,414146,10.10,2,NO_ANNOT,,,Exact,0,"Macroramphosus scolopax (Linnaeus, 1758)",Macroramphosus scolopax,3X97J,1,Catalogue of Life,
1299,Macroramphosus gracilis,Macroramphosus gracilis,414723,414746,12.29,2,NO_ANNOT,,,Exact,0,"Macroramphosus gracilis (Lowe, 1839)",Macroramphosus gracilis,3X97H,1,Catalogue of Life,
1300,M. scolopax,M. scolopax,414822,414833,4.61,2,NO_ANNOT,,,NoMatch,,,,,,,
1301,M. gracilis.,M. gracilis,414839,414851,6.80,2,NO_ANNOT,,,NoMatch,,,,,,,
1302,Scorpaeniformes,Scorpaeniformes,414859,414874,2.78,1,NO_ANNOT,,,Exact,0,Scorpaeniformes,Scorpaeniformes,42M,1,Catalogue of Life,
1303,Scorpaenidae.,Scorpaenidae,415008,415021,4.81,1,NO_ANNOT,,,Exact,0,Scorpaenidae,Scorpaenidae,G5F,1,Catalogue of Life,
1304,Adelosebastes latens,Adelosebastes latens,415023,415043,9.79,2,NO_ANNOT,,,Exact,0,"Adelosebastes latens Eschmeyer, Abe & Nakano, 1979",Adelosebastes latens,64QMP,1,Catalogue of Life,
1305,"Eschmeyer,",Eschmeyer,415044,415054,3.98,1,NO_ANNOT,,,Exact,0,Eschmeyer,Eschmeyer,62RSJ,1,Catalogue of Life,
1306,(Eschmeyer,Eschmeyer,415201,415211,3.98,1,NO_ANNOT,,,Exact,0,Eschmeyer,Eschmeyer,62RSJ,1,Catalogue of Life,
1307,Pontinus furcirhinus,Pontinus furcirhinus,415564,415584,13.26,2,NO_ANNOT,,,Exact,0,"Pontinus furcirhinus Garman, 1899",Pontinus furcirhinus,77VRW,1,Catalogue of Life,
1308,"Paita,",Paita,415835,415841,4.03,1,NO_ANNOT,,,Exact,0,"Paita Fauvel, 1904",Paita,urn:lsid:irmng.org:taxname:1346202,181,IRMNG,
1309,Isla,Isla,415918,415922,2.08,1,NO_ANNOT,,,Exact,0,"Isla Navás, 1914",Isla,urn:lsid:irmng.org:taxname:1199252,181,IRMNG,
1310,Pontinus sierra,Pontinus sierra,416141,416156,6.56,2,NO_ANNOT,,,Exact,0,"Pontinus sierra (Gilbert, 1890)",Pontinus sierra,77VS7,1,Catalogue of Life,
1311,Pontinus vaughani,Pontinus vaughani,416593,416610,11.84,2,NO_ANNOT,,,Exact,0,"Pontinus vaughani Barnhart & Hubbs, 1946",Pontinus vaughani,787RV,1,Catalogue of Life,
1312,Isla,Isla,416708,416712,2.08,1,NO_ANNOT,,,Exact,0,"Isla Navás, 1914",Isla,urn:lsid:irmng.org:taxname:1199252,181,IRMNG,
1313,Pontinus,Pontinus,417212,417220,5.59,1,NO_ANNOT,,,Exact,0,Pontinus,Pontinus,6427B,1,Catalogue of Life,
1314,Scorpaena afuerae,Scorpaena afuerae,417584,417601,11.51,2,NO_ANNOT,,,Exact,0,"Scorpaena afuerae Hildebrand, 1946",Scorpaena afuerae,4VWNS,1,Catalogue of Life,
1315,Rica,Rica,417862,417866,1.99,1,NO_ANNOT,,,NoMatch,,,,,,,
1316,Isla,Isla,417884,417888,2.08,1,NO_ANNOT,,,Exact,0,"Isla Navás, 1914",Isla,urn:lsid:irmng.org:taxname:1199252,181,IRMNG,
1317,Scorpaena guttata,Scorpaena guttata,417994,418011,13.02,2,NO_ANNOT,,,Exact,0,"Scorpaena guttata Girard, 1854",Scorpaena guttata,4VWRQ,1,Catalogue of Life,
