"","taxa_query","taxa","tol_sciname","rank","ott_id","is_synonym","flags"
"33","Amynthas robustus","Amynthas robustus","Amynthas robustus","species",264553,FALSE,"sibling_higher"
"34","Amynthas tappensis","Amynthas tappensis","Amynthas tappensis","species",593464,FALSE,"sibling_higher"
"35","Amynthas tokioensis","Amynthas tokioensis","Amynthas tokioensis","species",593462,FALSE,"sibling_higher"
"36","Amynthas yambaruensis","Amynthas yambaruensis","Amynthas yambaruensis","species",593456,FALSE,"sibling_higher"
"37","Amynthas yunoshimensis","Amynthas yunoshimensis","Amynthas yunoshimensis","species",593453,FALSE,"sibling_higher"
"38","Duplodicodrilus acinctus","Duplodicodrilus acinctus","Duplodicodrilus acinctus","species",512409,FALSE,NA
"39","Metaphire agrestis","Metaphire agrestis","Metaphire agrestis","species",593450,FALSE,NA
"40","Metaphire californica","Metaphire californica","Metaphire californica","species",1044691,FALSE,NA
"41","Metaphire communissima","Metaphire communissima","Metaphire communissima","species",72063,FALSE,NA
"42","Metaphire servina","Metaphire servina","Metaphire servina","species",72054,FALSE,NA
"43","Metaphire soulensis","Metaphire soulensis","Metaphire soulensis","species",1051645,FALSE,NA
"44","Metaphire vesiculata","Metaphire vesiculata","Metaphire vesiculata","species",72057,FALSE,NA
"45","Metaphire yamadai","Metaphire yamadai","Metaphire yamadai","species",72067,FALSE,NA
"46","Perionyx excavatus","Perionyx excavatus","Perionyx excavatus","species",74165,FALSE,NA
"47","Eisenia japonica","Eisenia japonica","Eisenia japonica","species",1051638,FALSE,NA
"48","Metaphire","Metaphire","Metaphire","genus",518191,FALSE,NA
"49","Drawida hattamimizu","Drawida hattamimizu","Drawida hattamimizu","species",60439,FALSE,NA
"50","Pontoscolex corethrurus","Pontoscolex corethrurus","Pontoscolex corethrurus","species",640498,FALSE,NA
"51","Aporrectodea trapezoides","Aporrectodea trapezoides","Aporrectodea trapezoides","species",1042242,FALSE,NA
"52","Polypheretima taprobanae","Polypheretima taprobanae","Polypheretima taprobanae","species",808298,FALSE,NA
"53","Drawida","Drawida","Drawida","genus",21133,FALSE,NA
"54","Pithemera bicincta","Pithemera bicincta","Pithemera bicincta","species",821738,FALSE,NA
"55","Lumbricidae","Lumbricidae","Lumbricidae","family",316446,FALSE,"sibling_higher"
"56","Moniligastridae","Moniligastridae","Moniligastridae","family",363474,FALSE,NA
"57","Gastrostomobdella monticola","Gastrostomobdella monticola","Gastrostomobdella monticola","species",700583,FALSE,NA
"58","Erpobdella japonica","Erpobdella japonica","Erpobdella japonica","species",490339,FALSE,NA
"59","Mimobdella japonica","Mimobdella japonica","Mimobdella japonica","species",700586,FALSE,NA
"60","Odontobdella blanchardi","Odontobdella blanchardi","Odontobdella blanchardi","species",700576,FALSE,NA
"61","Orobdella tsushimensis","Orobdella tsushimensis","Orobdella tsushimensis","species",240267,FALSE,NA
"62","Orobdella esulcata","Orobdella esulcata","Orobdella esulcata","species",748829,FALSE,NA
"63","Orobdella whitmani","Orobdella whitmani","Orobdella whitmani","species",748837,FALSE,NA
"64","Orobdella shimadae","Orobdella shimadae","Orobdella shimadae","species",567434,FALSE,NA
"65","Orobdella dolichopharynx","Orobdella dolichopharynx","Orobdella dolichopharynx","species",567006,FALSE,NA
"66","Orobdella ijimai","Orobdella ijimai","Orobdella ijimai","species",748831,FALSE,NA
"67","Orobdella kawakatsuorum","Orobdella kawakatsuorum","Orobdella kawakatsuorum","species",566592,FALSE,NA
"68","Orobdella koikei","Orobdella koikei","Orobdella koikei","species",182139,FALSE,NA
"69","Orobdella octonaria","Orobdella octonaria","Orobdella octonaria","species",631090,FALSE,NA
"70","Tritetrabdella taiwana","Tritetrabdella taiwana","Tritetrabdella taiwana","species",448033,FALSE,NA
"71","Orobdella mononoke","Orobdella mononoke","Orobdella mononoke","species",534497,FALSE,NA
"72","Orobdella ketagalan","Orobdella ketagalan","Orobdella ketagalan","species",756115,FALSE,NA
"73","Microscolex phosphoreus","Microscolex phosphoreus","Microscolex phosphoreus","species",657256,FALSE,NA
"74","Ikedosoma gogoshimense","Ikedosoma gogoshimense","Ikedosoma gogoshimense","species",2848097,FALSE,NA
"75","Ochetostoma erythrogrammon","Ochetostoma erythrogrammon","Ochetostoma erythrogrammon","species",773453,FALSE,NA
"76","Ochetostoma","Ochetostoma","Ochetostoma","genus",773452,FALSE,NA
"77","Thalassema owstoni","Thalassema owstoni","Thalassema owstoni","species",2848095,FALSE,NA
"78","Ikeda taenioides","Ikeda taenioides","Ikeda taenioides","species",2848108,FALSE,"unplaced_inherited"
"79","Ikeda","Ikeda","Ikeda","genus",2848107,FALSE,"unplaced_inherited"
"80","Orobdella masaakikuroiwai","Orobdella masaakikuroiwai","Orobdella masaakikuroiwai","species",5723677,FALSE,NA
"81","Ikedosoma elegans","Ikedosoma elegans","Ikedosoma elegans","species",2848109,FALSE,NA
"82","Listriolobus sorbillans","Listriolobus sorbillans","Listriolobus sorbillans","species",2848066,FALSE,NA
"83","Limnatis paluda","Limnatis paluda","Limnatis paluda","species",780882,FALSE,NA
"84","Pontodrilus bermudensis","Pontodrilus bermudensis","Pontodrilus bermudensis","species",180473,FALSE,NA
"85","Glossiphonia elegans","Glossiphonia elegans","Glossiphonia elegans","species",41061,FALSE,NA
"86","Hemiclepsis marginata","Hemiclepsis marginata","Hemiclepsis marginata","species",774568,FALSE,NA
"87","Calliobdella vivida","Calliobdella vivida","Calliobdella vivida","species",251554,FALSE,NA
"88","Placobdella parasitica","Placobdella parasitica","Placobdella parasitica","species",251553,FALSE,"sibling_higher"
"89","Theromyzon rude","Theromyzon rude","Theromyzon rude","species",251552,FALSE,NA
"90","Cambarincola holti","Cambarincola holti","Cambarincola holti","species",251548,FALSE,NA
"91","Haemadipsa sylvestris","Haemadipsa sylvestris","Haemadipsa sylvestris","species",495863,FALSE,NA
"92","Chtonobdella bilineata","Chtonobdella bilineata","Chtonobdella bilineata","species",927383,FALSE,NA
"93","Haemopis marmorata","Haemopis marmorata","Haemopis marmorata","species",674,FALSE,NA
"94","Macrobdella decora","Macrobdella decora","Macrobdella decora","species",902887,FALSE,NA
"95","Hirudo","Hirudo","Hirudo","genus",954041,FALSE,"sibling_higher"
"96","Erpobdella obscura","Erpobdella obscura","Erpobdella obscura","species",340135,FALSE,NA
"97","Erpobdella octoculata","Erpobdella octoculata","Erpobdella octoculata","species",931415,FALSE,NA
"98","Erpobdella punctata","Erpobdella punctata","Erpobdella punctata","species",610870,FALSE,NA
"99","Haementeria gracilis","Haementeria gracilis","Haementeria gracilis","species",401396,FALSE,NA
"100","Glossiphonia complanata","Glossiphonia complanata","Glossiphonia complanata","species",774615,FALSE,NA
"101","Placobdella phalera","Placobdella phalera","Placobdella phalera","species",401384,FALSE,"sibling_higher"
"102","Theromyzon pallens","Theromyzon pallens","Theromyzon pallens","species",401387,FALSE,NA
"103","Olavius tantulus","Olavius tantulus","Olavius tantulus","species",650495,FALSE,"sibling_higher"
"104","Fridericia tuberosa","Fridericia tuberosa","Fridericia tuberosa","species",650499,FALSE,NA
"105","Scolelepis squamata","Scolelepis squamata","Scolelepis squamata","species",58637,FALSE,"sibling_higher"
"106","Ankyrodrilus legaeus","Ankyrodrilus legaeus","Ankyrodrilus legaeus","species",823794,FALSE,NA
"107","Bdellodrilus illuminatus","Bdellodrilus illuminatus","Bdellodrilus illuminatus","species",823792,FALSE,NA
"108","Branchiobdella parasita","Branchiobdella parasita","Branchiobdella parasita","species",198233,FALSE,NA
"109","Branchiobdella pentadonta","Branchiobdella pentadonta","Branchiobdella pentadonta",NA,249336,FALSE,NA
"110","Cambarincola gracilis","Cambarincola gracilis","Cambarincola gracilis","species",249347,FALSE,NA
"111","Cambarincola mesochoreus","Cambarincola mesochoreus","Cambarincola mesochoreus","species",249346,FALSE,NA
"112","Cambarincola montanus","Cambarincola montanus","Cambarincola montanus","species",249349,FALSE,NA
"113","Cambarincola pamelae","Cambarincola pamelae","Cambarincola pamelae","species",249348,FALSE,NA
"114","Cambarincola philadelphicus","Cambarincola philadelphicus","Cambarincola philadelphicus","species",249351,FALSE,NA
"115","Ceratodrilus orphiorhysis","Ceratodrilus orphiorhysis","Ceratodrilus orphiorhysis","species",198234,FALSE,NA
"116","Cirrodrilus sapporensis","Cirrodrilus sapporensis","Cirrodrilus sapporensis","species",198236,FALSE,NA
"117","Magmatodrilus obscurus","Magmatodrilus obscurus","Magmatodrilus obscurus","species",198230,FALSE,NA
"118","Oedipodrilus macbaini","Oedipodrilus macbaini","Oedipodrilus macbaini","species",198232,FALSE,NA
"119","Pterodrilus annulatus","Pterodrilus annulatus","Pterodrilus annulatus","species",823789,FALSE,NA
"120","Sathodrilus attenuatus","Sathodrilus attenuatus","Sathodrilus attenuatus","species",953054,FALSE,NA
"121","Triannulata magna","Triannulata magna","Triannulata magna","species",823796,FALSE,NA
"122","Xironidrilus formosus","Xironidrilus formosus","Xironidrilus formosus",NA,823798,FALSE,NA
"123","Haementeria lutzi","Haementeria lutzi","Haementeria lutzi","species",624347,FALSE,NA
"124","Haementeria ghilianii","Haementeria ghilianii","Haementeria ghilianii","species",902892,FALSE,NA
"125","Haementeria tuberculifera","Haementeria tuberculifera","Haementeria tuberculifera","species",624350,FALSE,NA
"126","Helobdella paranensis","Helobdella paranensis","Helobdella paranensis","species",1060336,FALSE,NA
"127","Helobdella fusca","Helobdella fusca","Helobdella fusca","species",51293,FALSE,NA
"128","Helobdella lineata","Helobdella lineata","Helobdella lineata","species",51292,FALSE,NA
"129","Helobdella modesta","Helobdella modesta","Helobdella modesta","species",1043001,FALSE,NA
"130","Helobdella stagnalis","Helobdella stagnalis","Helobdella stagnalis","species",621686,FALSE,NA
"131","Helobdella papillata","Helobdella papillata","Helobdella papillata","species",51289,FALSE,NA
"132","Helobdella transversa","Helobdella transversa","Helobdella transversa","species",51286,FALSE,NA
"133","Helobdella elongata","Helobdella elongata","Helobdella elongata","species",51294,FALSE,NA
"134","Helobdellanunununojensis","Helobdellanunununojensis","Helobdella nununununojensis",NA,51290,FALSE,NA
"135","Helobdella sorojchi","Helobdella sorojchi","Helobdella sorojchi","species",51287,FALSE,NA
"136","Helobdella ringueleti","Helobdella ringueleti","Helobdella ringueleti","species",51288,FALSE,NA
"137","Helobdella bolivianita","Helobdella bolivianita","Helobdella bolivianita","species",51295,FALSE,NA
"138","Helobdella triserialis","Helobdella triserialis","Helobdella triserialis","species",509186,FALSE,NA
"139","Haemopis sanguisuga","Haemopis sanguisuga","Haemopis sanguisuga","species",98147,FALSE,NA
"140","Allonais paraguayensis","Allonais paraguayensis","Allonais paraguayensis","species",1017684,FALSE,NA
"141","Amphichaeta raptisae","Amphichaeta raptisae","Amphichaeta raptisae","species",521120,FALSE,NA
"142","Arcteonais lomondi","Arcteonais lomondi","Arcteonais lomondi","species",521122,FALSE,NA
"143","Chaetogaster diaphanus","Chaetogaster diaphanus","Chaetogaster diaphanus","species",102534,FALSE,NA
"144","Chaetogaster diastrophus","Chaetogaster diastrophus","Chaetogaster diastrophus","species",735915,FALSE,NA
"145","Chaetogaster limnaei","Chaetogaster limnaei","Chaetogaster limnaei","species",102547,FALSE,NA
"146","Dero digitata","Dero digitata","Dero digitata","species",870821,FALSE,"sibling_higher"
"147","Dero furcata","Dero furcata","Dero furcata","species",676633,FALSE,"sibling_higher"
"148","Dero obtusa","Dero obtusa","Dero obtusa","species",676621,FALSE,"sibling_higher"
"149","Dero vaga","Dero vaga","Dero vaga","species",624218,FALSE,"sibling_higher"
"150","Dero","Dero","Dero","genus",870819,FALSE,NA
"151","Nais bretscheri","Nais bretscheri","Nais bretscheri","species",549852,FALSE,NA
"152","Nais communis","Nais communis","Nais communis","species",1070786,FALSE,NA
"153","Ophidonais serpentina","Ophidonais serpentina","Ophidonais serpentina","species",549847,FALSE,NA
"154","Pristina aequiseta","Pristina aequiseta","Pristina aequiseta","species",549856,FALSE,NA
"155","Pristina leidyi","Pristina leidyi","Pristina leidyi","species",231967,FALSE,NA
"156","Pristina longiseta","Pristina longiseta","Pristina longiseta","species",544393,FALSE,NA
"157","Pristina osborni","Pristina osborni","Pristina osborni","species",975576,FALSE,NA
"158","Ripistes parasita","Ripistes parasita","Ripistes parasita","species",975578,FALSE,NA
"159","Slavina appendiculata","Slavina appendiculata","Slavina appendiculata","species",544391,FALSE,NA
"160","Stylaria fossularis","Stylaria fossularis","Stylaria fossularis","species",357277,FALSE,NA
"161","Stylaria lacustris","Stylaria lacustris","Stylaria lacustris","species",318904,FALSE,NA
"162","Vejdovskyella comata","Vejdovskyella comata","Vejdovskyella comata","species",919320,FALSE,NA
"163","Branchiura sowerbyi","Branchiura sowerbyi","Branchiura sowerbyi","species",536508,FALSE,NA
"164","Manayunkia zenkewitschii","Manayunkia zenkewitschii","Manayunkia zenkewitschii","species",5127,FALSE,NA
"165","Stylodrilus asiaticus","Stylodrilus asiaticus","Stylodrilus asiaticus","species",564551,FALSE,NA
"166","Stylodrilus mirus","Stylodrilus mirus","Stylodrilus mirus","species",395863,FALSE,NA
"167","Stylodrilus parvus","Stylodrilus parvus","Stylodrilus parvus","species",395864,FALSE,NA
"168","Stylodrilus opistoannulatus","Stylodrilus opistoannulatus","Stylodrilus opistoannulatus","species",184254,FALSE,NA
"169","Agriodrilus vermivorus","Agriodrilus vermivorus","Agriodrilus vermivorus","species",560233,FALSE,NA
"170","Lamprodrilus polytoreutus","Lamprodrilus polytoreutus","Lamprodrilus polytoreutus","species",769001,FALSE,NA
"171","Lamprodrilus decathecus","Lamprodrilus decathecus","Lamprodrilus decathecus","species",769000,FALSE,NA
"172","Lamprodrilus satyriscus","Lamprodrilus satyriscus","Lamprodrilus satyriscus","species",768999,FALSE,NA
"173","Lamprodrilus dybowskii","Lamprodrilus dybowskii","Lamprodrilus dybowskii","species",768997,FALSE,NA
"174","Lamprodrilus wagneri","Lamprodrilus wagneri","Lamprodrilus wagneri","species",768996,FALSE,NA
"175","Lamprodrilus","Lamprodrilus","Lamprodrilus","genus",276960,FALSE,NA
"176","Lamprodrilus achaetus","Lamprodrilus achaetus","Lamprodrilus achaetus","species",769002,FALSE,NA
"177","Lamprodrilus ammophagus","Lamprodrilus ammophagus","Lamprodrilus ammophagus","species",245752,FALSE,NA
"178","Lamprodrilus stigmatias","Lamprodrilus stigmatias","Lamprodrilus stigmatias","species",245753,FALSE,NA
"179","Teleuscolex korotneffi","Teleuscolex korotneffi","Teleuscolex korotneffi","species",587107,FALSE,NA
"180","Teleuscolex baicalensis","Teleuscolex baicalensis","Teleuscolex baicalensis","species",587109,FALSE,NA
"181","Rhynchelmis brachycephala","Rhynchelmis brachycephala","Rhynchelmis brachycephala","species",560232,FALSE,"sibling_higher"
"182","Rhynchelmis shamanensis","Rhynchelmis shamanensis","Rhynchelmis shamanensis","species",392392,FALSE,"sibling_higher"
"183","Styloscolex asymmetricus","Styloscolex asymmetricus","Styloscolex asymmetricus","species",587110,FALSE,NA
"184","Styloscolex baicalensis","Styloscolex baicalensis","Styloscolex baicalensis","species",691977,FALSE,NA
"185","Styloscolex chorioidalis","Styloscolex chorioidalis","Styloscolex chorioidalis","species",587111,FALSE,NA
"186","Styloscolex kolmakovi","Styloscolex kolmakovi","Styloscolex kolmakovi","species",587112,FALSE,NA
"187","Chaetopterusopedatus","Chaetopterusopedatus","Chaetopterus variopedatus",NA,263257,FALSE,NA
"188","Allolobophora chlorotica","Allolobophora chlorotica","Allolobophora chlorotica","species",761874,FALSE,NA
"189","Lumbricus terrestris","Lumbricus terrestris","Lumbricus terrestris","species",316441,FALSE,NA
"190","Lumbricus castaneus","Lumbricus castaneus","Lumbricus castaneus","species",1056931,FALSE,NA
"191","Lumbricus rubellus","Lumbricus rubellus","Lumbricus rubellus","species",115614,FALSE,NA
"192","Aporrectodea longa","Aporrectodea longa","Aporrectodea longa","species",128733,FALSE,NA
"193","Aporrectodea caliginosa","Aporrectodea caliginosa","Aporrectodea caliginosa","species",128734,FALSE,NA
"194","Acanthobdella peledina","Acanthobdella peledina","Acanthobdella peledina","species",251545,FALSE,NA
"195","Haemopis caeca","Haemopis caeca","Haemopis caeca","species",1060339,FALSE,NA
"196","Eclipidrilus frigidus","Eclipidrilus frigidus","Eclipidrilus frigidus","species",42377,FALSE,NA
"197","Theromyzon tessulatum","Theromyzon tessulatum","Theromyzon tessulatum","species",619255,FALSE,NA
"198","Placobdella montifera","Placobdella montifera","Placobdella montifera","species",778689,FALSE,"sibling_higher"
"199","Placobdella papillifera","Placobdella papillifera","Placobdella papillifera","species",1056221,FALSE,"sibling_higher"
"200","Haementeria molesta","Haementeria molesta","Haementeria molesta","species",624349,FALSE,NA
"201","Placobdella ornata","Placobdella ornata","Placobdella ornata","species",870767,FALSE,"sibling_higher"
"202","Placobdella pediculata","Placobdella pediculata","Placobdella pediculata","species",156519,FALSE,"sibling_higher"
"203","Placobdella transluscens","Placobdella transluscens","Placobdella transluscens","species",156518,FALSE,"sibling_higher"
"204","Glossiphonia baicalensis","Glossiphonia baicalensis","Glossiphonia baicalensis","species",779130,FALSE,NA
"205","Theromyzon bifarium","Theromyzon bifarium","Theromyzon bifarium","species",156515,FALSE,NA
"206","Phascolosomagrescens","Phascolosomagrescens","Phascolosoma nigrescens",NA,862900,FALSE,"sibling_higher"
"207","Siphonosoma cumanense","Siphonosoma cumanense","Siphonosoma cumanense","species",802121,FALSE,NA
"208","Xenosiphon branchiatus","Xenosiphon branchiatus","Xenosiphon branchiatus","species",1012334,FALSE,NA
"209","Lithacrosiphon cristatus","Lithacrosiphon cristatus","Lithacrosiphon cristatus","species",1012336,FALSE,NA
"210","Phascolion cryptum","Phascolion cryptum","Phascolion cryptum","species",575837,FALSE,"sibling_higher"
"211","Golfingia elongata","Golfingia elongata","Golfingia elongata","species",564224,FALSE,"sibling_higher"
"212","Nephasoma rimicola","Nephasoma rimicola","Nephasoma rimicola","species",732045,FALSE,"sibling_higher"
"213","Parergodrilus heideri","Parergodrilus heideri","Parergodrilus heideri","species",638596,FALSE,NA
"214","Hrabeiella periglandulata","Hrabeiella periglandulata","Hrabeiella periglandulata",NA,514184,FALSE,"major_rank_conflict_inherited"
"215","Erpobdella testacea","Erpobdella testacea","Erpobdella testacea","species",559325,FALSE,NA
"216","Hirudo medicinalis","Hirudo medicinalis","Hirudo medicinalis","species",954042,FALSE,NA
"217","Americobdella valdiviana","Americobdella valdiviana","Americobdella valdiviana","species",558321,FALSE,NA
"218","Cylicobdella coccinea","Cylicobdella coccinea","Cylicobdella coccinea","species",89382,FALSE,NA
"219","Haemadipsa picta","Haemadipsa picta","Haemadipsa picta","species",89383,FALSE,NA
"220","Haemadipsa sumatrana","Haemadipsa sumatrana","Haemadipsa sumatrana","species",89384,FALSE,NA
"221","Haemopis grandis","Haemopis grandis","Haemopis grandis","species",89385,FALSE,NA
"222","Haemopis kingi","Haemopis kingi","Haemopis kingi","species",944488,FALSE,NA
"223","Poecilobdella manillensis","Poecilobdella manillensis","Poecilobdella manillensis","species",509091,FALSE,NA
"224","Aliolimnatis africana","Aliolimnatis africana","Aliolimnatis africana","species",89387,FALSE,NA
"225","Limnatislotica","Limnatislotica","Limnatis nilotica",NA,89388,FALSE,NA
"226","Macrobdella ditetra","Macrobdella ditetra","Macrobdella ditetra","species",89389,FALSE,NA
"227","Mesobdella gemmata","Mesobdella gemmata","Mesobdella gemmata","species",89380,FALSE,NA
"228","Oxyptychus braziliensis","Oxyptychus braziliensis","Oxyptychus braziliensis","species",663523,FALSE,NA
"229","Semiscolex similis","Semiscolex similis","Semiscolex similis","species",191844,FALSE,NA
"230","Patagoniobdella fraterna","Patagoniobdella fraterna","Patagoniobdella fraterna","species",191839,FALSE,NA
"231","Erpobdella costata","Erpobdella costata","Erpobdella costata","species",42952,FALSE,NA
"232","Mesenchytraeus solifugus","Mesenchytraeus solifugus","Mesenchytraeus solifugus","species",378300,FALSE,NA
"233","Sigalion bandaensis","Sigalion bandaensis","Sigalion bandaensis","species",260042,FALSE,NA
"234","Ceratonereis longiceratophora","Ceratonereis longiceratophora","Ceratonereis longiceratophora","species",260034,FALSE,NA
"235","Metaphire yuhsii","Metaphire yuhsii","Metaphire yuhsii","species",518192,FALSE,NA
"236","Metaphire formosae","Metaphire formosae","Metaphire formosae","species",518195,FALSE,NA
"237","Metaphire tahanmonta","Metaphire tahanmonta","Metaphire tahanmonta","species",1044696,FALSE,NA
"238","Metaphire paiwanna","Metaphire paiwanna","Metaphire paiwanna","species",1044694,FALSE,NA
"239","Metaphire bununa","Metaphire bununa","Metaphire bununa","species",1044693,FALSE,NA
"240","Metaphire trutina","Metaphire trutina","Metaphire trutina","species",839165,FALSE,NA
"241","Hirudo troctina","Hirudo troctina","Hirudo troctina","species",536322,FALSE,NA
"242","Barbronia gwalagwalensis","Barbronia gwalagwalensis","Barbronia gwalagwalensis","species",756058,FALSE,NA
"243","Barbronia weberi","Barbronia weberi","Barbronia weberi","species",227463,FALSE,NA
"244","Barbronia","Barbronia","Barbronia","genus",256304,FALSE,NA
"245","Haemopis terrestris","Haemopis terrestris","Haemopis terrestris","species",309974,FALSE,NA
"246","Linta be","Linta be","Linta be","species",96858,FALSE,NA
"247","Eisenia eiseni","Eisenia eiseni","Eisenia eiseni","species",213505,FALSE,NA
"248","Eisenia andrei","Eisenia andrei","Eisenia andrei","species",279738,FALSE,NA
"249","Eisenia fetida","Eisenia fetida","Eisenia fetida","species",316451,FALSE,NA
"250","Metaphire glareosa","Metaphire glareosa","Metaphire glareosa","species",839178,FALSE,NA
"251","Metaphirenaoensis","Metaphirenaoensis","Metaphire nanaoensis",NA,839179,FALSE,NA
"252","Metaphire taiwanensis","Metaphire taiwanensis","Metaphire taiwanensis","species",839180,FALSE,NA
"253","Metaphire feijani","Metaphire feijani","Metaphire feijani","species",418231,FALSE,NA
"254","Amynthas binoculatus","Amynthas binoculatus","Amynthas binoculatus","species",264568,FALSE,"sibling_higher"
"255","Amynthas tayalis","Amynthas tayalis","Amynthas tayalis","species",264569,FALSE,"sibling_higher"
"256","Alboglossiphonia weberi","Alboglossiphonia weberi","Alboglossiphonia weberi","species",779134,FALSE,NA
"257","Alboglossiphonia quadrata","Alboglossiphonia quadrata","Alboglossiphonia quadrata","species",779132,FALSE,NA
"258","Helobdella pichipanan","Helobdella pichipanan","Helobdella pichipanan","species",779129,FALSE,NA
"259","Batracobdelloides tricarinata","Batracobdelloides tricarinata","Batracobdelloides tricarinata","species",205090,FALSE,NA
"260","Glossiphonia concolor","Glossiphonia concolor","Glossiphonia concolor","species",205091,FALSE,NA
"261","Glossiphonia verrucata","Glossiphonia verrucata","Glossiphonia verrucata","species",123651,FALSE,NA
"262","Oosthuizobdella garoui","Oosthuizobdella garoui","Oosthuizobdella garoui","species",994553,FALSE,NA
"263","Placobdella costata","Placobdella costata","Placobdella costata","species",401395,FALSE,"sibling_higher"
"264","Placobdelloides siamensis","Placobdelloides siamensis","Placobdelloides siamensis","species",123648,FALSE,NA
"265","Placobdelloides jaegerskioeldi","Placobdelloides jaegerskioeldi","Placobdelloides jaegerskioeldi","species",123649,FALSE,NA
"266","Placobdella multilineata","Placobdella multilineata","Placobdella multilineata","species",728385,FALSE,"sibling_higher"
"267","Placobdelloides fimbriata","Placobdelloides fimbriata","Placobdelloides fimbriata",NA,7486207,FALSE,NA
"268","Pogonophora","Pogonophora","Siboglinidae",NA,1057367,TRUE,"sibling_higher"
"269","Erpobdella vilnensis","Erpobdella vilnensis","Erpobdella vilnensis","species",172129,FALSE,NA
"270","Erpobdellagricollis","Erpobdellagricollis","Erpobdella nigricollis",NA,172131,FALSE,NA
"271","Erpobdella monostriata","Erpobdella monostriata","Erpobdella monostriata","species",172127,FALSE,NA
"272","Erpobdella wuttkei","Erpobdella wuttkei","Erpobdella wuttkei",NA,172128,FALSE,NA
"273","Trocheta haskonis","Trocheta haskonis","Trocheta haskonis","species",172134,FALSE,NA
"274","Aporrectodea handlirschi","Aporrectodea handlirschi","Aporrectodea handlirschi","species",390579,FALSE,NA
"275","Aporrectodea jassyensis","Aporrectodea jassyensis","Aporrectodea jassyensis","species",390575,FALSE,NA
"276","Aporrectodea rosea","Aporrectodea rosea","Aporrectodea rosea","species",1039463,FALSE,NA
"277","Dendrobaena octaedra","Dendrobaena octaedra","Dendrobaena octaedra","species",390576,FALSE,NA
"278","Dendrodrilus rubidus","Dendrodrilus rubidus","Dendrodrilus rubidus","species",1098821,FALSE,NA
