"","taxa_query","taxa","tol_sciname","rank","ott_id","is_synonym","flags"
"875","Carinigera septima","Carinigera septima","Carinigera septima","species",361940,FALSE,NA
"876","Carinigera superba","Carinigera superba","Carinigera superba","species",361939,FALSE,NA
"877","Cristataria colbeauiana","Cristataria colbeauiana","Cristataria colbeauiana","species",937476,FALSE,NA
"878","Cristataria","Cristataria","Cristataria","genus",937475,FALSE,"sibling_higher"
"879","Cristataria hedenborgi","Cristataria hedenborgi","Cristataria hedenborgi","species",937471,FALSE,NA
"880","Cristataria turcica","Cristataria turcica","Cristataria turcica","species",937472,FALSE,NA
"881","Isabellaria almae","Isabellaria almae","Isabellaria almae","species",836638,FALSE,"sibling_higher"
"882","Isabellaria chelidromia","Isabellaria chelidromia","Isabellaria chelidromia","species",836639,FALSE,"sibling_higher"
"883","Isabellaria clandestina","Isabellaria clandestina","Isabellaria clandestina","species",836641,FALSE,"sibling_higher"
"884","Isabellaria isabellina","Isabellaria isabellina","Isabellaria isabellina","species",319381,FALSE,"sibling_higher"
"885","Isabellaria leucoraphe","Isabellaria leucoraphe","Isabellaria leucoraphe","species",836643,FALSE,"sibling_higher"
"886","Isabellaria lophauchena","Isabellaria lophauchena","Isabellaria lophauchena","species",836644,FALSE,"sibling_higher"
"887","Isabellaria perplana","Isabellaria perplana","Isabellaria perplana","species",944620,FALSE,"sibling_higher"
"888","Isabellaria praecipua","Isabellaria praecipua","Isabellaria praecipua","species",343576,FALSE,"sibling_higher"
"889","Isabellaria praestans","Isabellaria praestans","Isabellaria praestans","species",836636,FALSE,"sibling_higher"
"890","Isabellaria riedeli","Isabellaria riedeli","Isabellaria riedeli","species",319379,FALSE,"sibling_higher"
"891","Isabellaria saxicola","Isabellaria saxicola","Isabellaria saxicola","species",1041111,FALSE,"sibling_higher"
"892","Isabellaria thermopylarum","Isabellaria thermopylarum","Isabellaria thermopylarum","species",319378,FALSE,"sibling_higher"
"893","Isabellaria thessalonica","Isabellaria thessalonica","Isabellaria thessalonica","species",836637,FALSE,"sibling_higher"
"894","Isabellaria vallata","Isabellaria vallata","Isabellaria vallata","species",495090,FALSE,"sibling_higher"
"895","Sericata abyssoclista","Sericata abyssoclista","Sericata abyssoclista","species",312067,FALSE,NA
"896","Sericata albicosta","Sericata albicosta","Sericata albicosta","species",608765,FALSE,NA
"897","Sericata bathyclista","Sericata bathyclista","Sericata bathyclista","species",312070,FALSE,NA
"898","Sericata dextrorsa","Sericata dextrorsa","Sericata dextrorsa","species",312069,FALSE,NA
"899","Inchoatia inchoata","Inchoatia inchoata","Inchoatia inchoata","species",608763,FALSE,NA
"900","Sericata liebegottae","Sericata liebegottae","Sericata liebegottae","species",312064,FALSE,NA
"901","Sericata lutracana","Sericata lutracana","Sericata lutracana","species",319375,FALSE,NA
"902","Sericata regina","Sericata regina","Sericata regina","species",361944,FALSE,NA
"903","Sericata sericata","Sericata sericata","Sericata sericata","species",1041112,FALSE,NA
"904","Sericata stussineri","Sericata stussineri","Sericata stussineri","species",312063,FALSE,NA
"905","Sericata tantilla","Sericata tantilla","Sericata tantilla","species",312065,FALSE,NA
"906","Sericata torifera","Sericata torifera","Sericata torifera","species",312062,FALSE,NA
"907","Agathylla lamellosa","Agathylla lamellosa","Agathylla lamellosa","species",608768,FALSE,NA
"908","Medora garganensis","Medora garganensis","Medora garganensis","species",315935,FALSE,NA
"909","Montenegrina hiltrudae","Montenegrina hiltrudae","Montenegrina hiltrudae","species",7499932,FALSE,NA
"910","Muticaria syracusana","Muticaria syracusana","Muticaria syracusana","species",240690,FALSE,NA
"911","Strigilodelima conspersa","Strigilodelima conspersa","Strigilodelima conspersa","species",240688,FALSE,NA
"912","Pyrgulopsis idahoensis","Pyrgulopsis idahoensis","Pyrgulopsis idahoensis","species",830523,FALSE,"incertae_sedis_inherited"
"913","Pyrgulopsis imperialis","Pyrgulopsis imperialis","Pyrgulopsis imperialis","species",47499,FALSE,"incertae_sedis_inherited"
"914","Pyrgulopsis intermedia","Pyrgulopsis intermedia","Pyrgulopsis intermedia","species",141351,FALSE,"incertae_sedis_inherited"
"915","Pyrgulopsis inopinata","Pyrgulopsis inopinata","Pyrgulopsis inopinata","species",578055,FALSE,"incertae_sedis_inherited"
"916","Pyrgulopsis pilsbryana","Pyrgulopsis pilsbryana","Pyrgulopsis pilsbryana","species",830521,FALSE,"incertae_sedis_inherited"
"917","Pyrgulopsis ventricosa","Pyrgulopsis ventricosa","Pyrgulopsis ventricosa","species",830517,FALSE,"incertae_sedis_inherited"
"918","Pyrgulopsis","Pyrgulopsis","Pyrgulopsis","genus",192020,FALSE,"incertae_sedis"
"919","Carinigera buresi","Carinigera buresi","Carinigera buresi","species",886686,FALSE,NA
"920","Carinigera eximia","Carinigera eximia","Carinigera eximia","species",886685,FALSE,NA
"921","Carinigera octava","Carinigera octava","Carinigera octava","species",886678,FALSE,NA
"922","Carinigera pharsalica","Carinigera pharsalica","Carinigera pharsalica","species",886679,FALSE,NA
"923","Albinaria brevicollis","Albinaria brevicollis","Albinaria brevicollis","species",240682,FALSE,NA
"924","Albinaria grisea","Albinaria grisea","Albinaria grisea","species",514642,FALSE,NA
"925","Anceya giraudi","Anceya giraudi","Anceya giraudi","species",279105,FALSE,"hidden_inherited"
"926","Bridouxia","Bridouxia","Bridouxia","genus",27268,FALSE,"hidden_inherited"
"927","Bridouxia tanganyicensis","Bridouxia tanganyicensis","Bridouxia tanganyicensis","species",189530,FALSE,"hidden_inherited"
"928","Cleopatra johnstoni","Cleopatra johnstoni","Cleopatra johnstoni","species",189529,FALSE,"hidden_inherited"
"929","Lavigeria arenarum","Lavigeria arenarum","Lavigeria arenarum","species",189528,FALSE,"hidden_inherited"
"930","Lavigeria grandis","Lavigeria grandis","Lavigeria grandis","species",378311,FALSE,"hidden_inherited"
"931","Lavigeria littoralis","Lavigeria littoralis","Lavigeria littoralis","species",27258,FALSE,"hidden_inherited"
"932","Lavigeria locardiana","Lavigeria locardiana","Lavigeria locardiana","species",189527,FALSE,"hidden_inherited"
"933","Lavigeria smithi","Lavigeria smithi","Lavigeria smithi","species",189525,FALSE,"hidden_inherited"
"934","Lavigeria spinulosa","Lavigeria spinulosa","Lavigeria spinulosa","species",189524,FALSE,"hidden_inherited"
"935","Limnotrochus thomsoni","Limnotrochus thomsoni","Limnotrochus thomsoni","species",802656,FALSE,"hidden_inherited"
"936","Paludomus siamensis","Paludomus siamensis","Paludomus siamensis","species",181940,FALSE,"hidden_inherited"
"937","Melanoides admirabilis","Melanoides admirabilis","Melanoides admirabilis","species",853630,FALSE,"hidden_inherited"
"938","Paramelania imperialis","Paramelania imperialis","Paramelania imperialis","species",763618,FALSE,"hidden_inherited"
"939","Paramelania iridescens","Paramelania iridescens","Paramelania iridescens","species",763619,FALSE,"hidden_inherited"
"940","Reymondia horei","Reymondia horei","Reymondia horei","species",412753,FALSE,"hidden_inherited"
"941","Spekia zonata","Spekia zonata","Spekia zonata","species",802644,FALSE,"hidden_inherited"
"942","Stormsia minima","Stormsia minima","Stormsia minima","species",181943,FALSE,"hidden_inherited"
"943","Syrnolopsis lacustris","Syrnolopsis lacustris","Syrnolopsis lacustris","species",763621,FALSE,"hidden_inherited"
"944","Syrnolopsis minuta","Syrnolopsis minuta","Syrnolopsis minuta","species",763622,FALSE,"hidden_inherited"
"945","Martelia tanganyicensis","Martelia tanganyicensis","Martelia tanganyicensis","species",333173,FALSE,"hidden_inherited"
"946","Tanganyicia rufofilosa","Tanganyicia rufofilosa","Tanganyicia rufofilosa","species",329032,FALSE,"hidden_inherited"
"947","Tiphobia horei","Tiphobia horei","Tiphobia horei","species",329038,FALSE,"hidden_inherited"
"948","Melongena sprucecreekensis","Melongena sprucecreekensis","Melongena corona","species",526413,TRUE,NA
"949","Anodonta californiensis","Anodonta californiensis","Anodonta californiensis","species",479374,FALSE,"sibling_higher"
"950","Anodonta wahlamatensis","Anodonta wahlamatensis","Anodonta wahlamatensis",NA,514587,FALSE,"sibling_higher"
"951","Anodonta oregonensis","Anodonta oregonensis","Anodonta oregonensis","species",1091698,FALSE,"sibling_higher"
"952","Anodonta","Anodonta","Anodonta","genus",424566,FALSE,NA
"953","Unio mancus","Unio mancus","Unio mancus","species",559863,FALSE,"sibling_higher"
"954","Primovula concinna","Primovula concinna","Procalpurnus semistriatus","species",78235,TRUE,NA
"955","Dentiovula takeoi","Dentiovula takeoi","Crenavolva striatula","species",78229,TRUE,NA
"956","Erosaria marginalis","Erosaria marginalis","Erosaria marginalis","species",497862,FALSE,NA
"957","Erosaria citrina","Erosaria citrina","Erosaria citrina","species",497863,FALSE,NA
"958","Erosaria irrorata","Erosaria irrorata","Naria irrorata","species",497865,TRUE,NA
"959","Erosaria macandrewi","Erosaria macandrewi","Erosaria macandrewi","species",497858,FALSE,NA
"960","Erosaria englerti","Erosaria englerti","Erosaria englerti","species",497859,FALSE,NA
"961","Zoila mariallae","Zoila mariallae","Zoila mariallae","species",923266,FALSE,NA
"962","Arestoides argus","Arestoides argus","Arestoides argus","species",923263,FALSE,NA
"963","Lyncina broderipii","Lyncina broderipii","Lyncina broderipii","species",923261,FALSE,"sibling_higher"
"964","Pseudozonariagropunctata","Pseudozonariagropunctata","Pseudozonaria nigropunctata",NA,439802,FALSE,NA
"965","Schilderia achatidea","Schilderia achatidea","Schilderia achatidea","species",439805,FALSE,NA
"966","Notocypraea hartsmithi","Notocypraea hartsmithi","Notocypraea dissecta","species",439816,TRUE,NA
"967","Contradusta barclayi","Contradusta barclayi","Ficadusta barclayi","species",725799,TRUE,NA
"968","Contradusta pulchella","Contradusta pulchella","Ficadusta pulchella","species",725798,TRUE,NA
"969","Albinaria","Albinaria","Albinaria","genus",419936,FALSE,"sibling_higher"
"970","Bradybaena fruticum","Bradybaena fruticum","Bradybaena fruticum","species",586794,FALSE,NA
"971","Caracollina lenticula","Caracollina lenticula","Caracollina lenticula","species",238302,FALSE,NA
"972","Cernuella cespitum","Cernuella cespitum","Cernuella cespitum","species",1011323,FALSE,NA
"973","Cernuellaglecta","Cernuellaglecta","Cernuella neglecta",NA,1011324,FALSE,NA
"974","Cernuella virgata","Cernuella virgata","Cernuella virgata","species",944039,FALSE,NA
"975","Chilostoma cingulatum","Chilostoma cingulatum","Chilostoma cingulatum","species",189131,FALSE,NA
"976","Cochlicella acuta","Cochlicella acuta","Cochlicella acuta","species",1045322,FALSE,NA
"977","Ena montana","Ena montana","Ena montana","species",182806,FALSE,NA
"978","Massylaea vermiculata","Massylaea vermiculata","Eobania vermiculata","species",672839,TRUE,"sibling_higher"
"979","Helicella itala","Helicella itala","Helicella itala","species",211715,FALSE,NA
"980","Xerolenta obvia","Xerolenta obvia","Xerolenta obvia","species",9437,FALSE,"incertae_sedis_inherited"
"981","Helicigona lapicida","Helicigona lapicida","Helicigona lapicida","species",569703,FALSE,NA
"982","Helicodonta obvoluta","Helicodonta obvoluta","Helicodonta obvoluta","species",1011327,FALSE,NA
"983","Helicopsis striata","Helicopsis striata","Helicopsis striata","species",569498,FALSE,NA
"984","Helix aspersa","Helix aspersa","Cornu aspersum","species",349699,TRUE,NA
"985","Hygromia limbata","Hygromia limbata","Hygromia limbata","species",569500,FALSE,NA
"986","Iberus gualtieranus","Iberus gualtieranus","Iberus gualtieranus",NA,418258,FALSE,NA
"987","Isognomostoma isognomostomos","Isognomostoma isognomostomos","Isognomostoma isognomostomos","species",669644,FALSE,NA
"988","Monacha cantiana","Monacha cantiana","Monacha cantiana","species",418255,FALSE,"sibling_higher"
"989","Monacha martensiana","Monacha martensiana","Monacha martensiana","species",418254,FALSE,"sibling_higher"
"990","Oestophora turriplana","Oestophora turriplana","Oestophora turriplana",NA,516988,FALSE,NA
"991","Otala punctata","Otala punctata","Otala punctata","species",434632,FALSE,NA
"992","Perforatella incarnata","Perforatella incarnata","Perforatella incarnata","species",34604,FALSE,"sibling_higher"
"993","Pseudotachea splendida","Pseudotachea splendida","Pseudotachea splendida","species",600165,FALSE,NA
"994","Trochulus sericeus","Trochulus sericeus","Trochulus sericeus","species",600168,FALSE,NA
"995","Trochoidea elegans","Trochoidea elegans","Trochoidea elegans","species",600161,FALSE,NA
"996","Trochoidea pyramidata","Trochoidea pyramidata","Trochoidea pyramidata","species",600162,FALSE,NA
"997","Trochoidea seetzenii","Trochoidea seetzenii","Trochoidea seetzenii","species",600163,FALSE,NA
"998","Trochoidea trochoides","Trochoidea trochoides","Trochoidea trochoides","species",600164,FALSE,NA
"999","Xeropicta derbentina","Xeropicta derbentina","Xeropicta derbentina","species",600169,FALSE,"incertae_sedis_inherited"
"1000","Zonites algirus","Zonites algirus","Zonites algirus","species",27160,FALSE,NA
"1001","Omphiscola glabra","Omphiscola glabra","Omphiscola glabra","species",288987,FALSE,"extinct, incertae_sedis"
"1002","Aplexa hypnorum","Aplexa hypnorum","Aplexa hypnorum","species",882492,FALSE,"sibling_higher"
"1003","Physa fontinalis","Physa fontinalis","Physa fontinalis","species",895718,FALSE,"sibling_higher"
"1004","Burnupia stuhlmanni","Burnupia stuhlmanni","Burnupia stuhlmanni","species",882495,FALSE,NA
"1005","Burnupia kempi","Burnupia kempi","Burnupia kempi","species",882494,FALSE,NA
"1006","Ferrissia clessiniana","Ferrissia clessiniana","Pettancylus clessiniana",NA,7961919,TRUE,NA
"1007","Bulinusassanus","Bulinusassanus","Bulinus nyassanus",NA,882487,FALSE,NA
"1008","Planorbella duryi","Planorbella duryi","Helisoma duryi","species",124056,TRUE,NA
"1009","Biomphalaria smithi","Biomphalaria smithi","Biomphalaria smithi","species",142673,FALSE,"sibling_higher"
"1010","Planorbis planorbis","Planorbis planorbis","Planorbis planorbis","species",967944,FALSE,NA
"1011","Anisus leucostoma","Anisus leucostoma","Anisus leucostoma","species",357741,FALSE,NA
"1012","Anisus vortex","Anisus vortex","Anisus vortex","species",882493,FALSE,NA
"1013","Segmentinatida","Segmentinatida","Segmentina nitida",NA,882491,FALSE,NA
"1014","Segmentina","Segmentina","Segmentina","genus",1081433,FALSE,NA
"1015","Margaritifera dahurica","Margaritifera dahurica","Margaritifera dahurica","species",1075237,FALSE,NA
"1016","Margaritifera laevis","Margaritifera laevis","Margaritifera laevis","species",729816,FALSE,NA
"1017","Margaritifera falcata","Margaritifera falcata","Margaritifera falcata","species",88260,FALSE,NA
"1018","Elliptio crassidens","Elliptio crassidens","Elliptio crassidens","species",621678,FALSE,"sibling_higher"
"1019","Elliptoideus sloatianus","Elliptoideus sloatianus","Elliptoideus sloatianus","species",88264,FALSE,NA
"1020","Pleuronaia barnesiana","Pleuronaia barnesiana","Pleuronaia barnesiana","species",621677,FALSE,NA
"1021","Fusconaia subrotunda","Fusconaia subrotunda","Fusconaia subrotunda","species",621687,FALSE,NA
"1022","Hemistena lata","Hemistena lata","Hemistena lata","species",541417,FALSE,NA
"1023","Lampsilis ovata","Lampsilis ovata","Lampsilis ovata","species",547176,FALSE,"sibling_higher"
"1024","Pleuronaia dolabelloides","Pleuronaia dolabelloides","Pleuronaia dolabelloides","species",99999,FALSE,NA
"1025","Plethobasus cyphyus","Plethobasus cyphyus","Plethobasus cyphyus","species",99992,FALSE,NA
"1026","Pleurobema chattanoogaense","Pleurobema chattanoogaense","Pleurobema chattanoogaense","species",100005,FALSE,NA
"1027","Pleurobema collina","Pleurobema collina","Pleurobema collina","species",569541,FALSE,NA
"1028","Pleurobema cordatum","Pleurobema cordatum","Pleurobema cordatum","species",376862,FALSE,NA
"1029","Pleurobema georgianum","Pleurobema georgianum","Pleurobema georgianum","species",569537,FALSE,"sibling_higher"
"1030","Pleurobema hanleyianum","Pleurobema hanleyianum","Pleurobema hanleyianum","species",569535,FALSE,NA
"1031","Pleurobema oviforme","Pleurobema oviforme","Pleurobema oviforme","species",569534,FALSE,NA
"1032","Pleurobema perovatum","Pleurobema perovatum","Pleurobema perovatum","species",569533,FALSE,NA
"1033","Pleurobema pyriforme","Pleurobema pyriforme","Pleurobema pyriforme","species",609689,FALSE,NA
"1034","Pleurobema rubellum","Pleurobema rubellum","Pleurobema rubellum","species",48874,FALSE,NA
"1035","Pleurobema stabile","Pleurobema stabile","Pleurobema stabile","species",48876,FALSE,NA
"1036","Pleurobema strodeanum","Pleurobema strodeanum","Pleurobema strodeanum","species",48877,FALSE,"sibling_higher"
"1037","Pleurobema taitianum","Pleurobema taitianum","Pleurobema taitianum","species",48878,FALSE,NA
"1038","Uniomerus declivis","Uniomerus declivis","Uniomerus declivis","species",712373,FALSE,NA
"1039","Ventrosia ventrosa","Ventrosia ventrosa","Ventrosia ventrosa","species",120579,FALSE,"incertae_sedis_inherited"
"1040","Ventrosia","Ventrosia","Ventrosia","genus",694688,FALSE,"incertae_sedis"
"1041","Ventrosia maritima","Ventrosia maritima","Ventrosia maritima","species",875772,FALSE,"incertae_sedis_inherited"
"1042","Photololigo","Photololigo","Photololigo","genus",329551,FALSE,NA
"1043","Edgbastonia pallida","Edgbastonia pallida","Edgbastonia pallida",NA,576559,FALSE,NA
"1044","Edgbastonia jesswiseae","Edgbastonia jesswiseae","Edgbastonia jesswiseae",NA,207002,FALSE,NA
"1045","Eulodrobia eulo","Eulodrobia eulo","Eulodrobia eulo",NA,576562,FALSE,NA
"1046","Edgbastonia edgbastonensis","Edgbastonia edgbastonensis","Edgbastonia edgbastonensis",NA,576563,FALSE,NA
"1047","Jardinella","Jardinella","Jardinella","genus",211671,FALSE,NA
"1048","Edgbastonia corrugata","Edgbastonia corrugata","Edgbastonia corrugata",NA,177368,FALSE,NA
"1049","Edgbastonia acuminata","Edgbastonia acuminata","Edgbastonia acuminata",NA,950318,FALSE,NA
"1050","Springvalia isolata","Springvalia isolata","Springvalia isolata",NA,525379,FALSE,NA
"1051","Jardinella tumorosa","Jardinella tumorosa","Jardinella tumorosa","species",211669,FALSE,NA
"1052","Phrantela","Phrantela","Phrantela","genus",768706,FALSE,NA
"1053","Beddomeia launcestonensis","Beddomeia launcestonensis","Beddomeia launcestonensis","species",211666,FALSE,NA
"1054","Beddomeia minima","Beddomeia minima","Beddomeia minima","species",211665,FALSE,NA
"1055","Trochidrobia punicea","Trochidrobia punicea","Trochidrobia punicea","species",211680,FALSE,NA
"1056","Fonscochlea zeidleri","Fonscochlea zeidleri","Fonscochlea zeidleri","species",211679,FALSE,NA
"1057","Caldicochlea globosa","Caldicochlea globosa","Caldicochlea globosa","species",1051440,FALSE,NA
"1058","Caldicochlea harrisi","Caldicochlea harrisi","Caldicochlea harrisi","species",817821,FALSE,NA
"1059","Austropyrgus centralia","Austropyrgus centralia","Austropyrgus centralia","species",1051438,FALSE,NA
"1060","Westrapyrgus westralis","Westrapyrgus westralis","Westrapyrgus westralis","species",525376,FALSE,NA
"1061","Austropyrgus turbatus","Austropyrgus turbatus","Austropyrgus turbatus","species",506106,FALSE,NA
"1062","Austropyrgus rectus","Austropyrgus rectus","Austropyrgus rectus","species",1051437,FALSE,NA
"1063","Austropyrgus simsonianus","Austropyrgus simsonianus","Austropyrgus simsonianus","species",1051451,FALSE,NA
"1064","Austropyrgus angasi","Austropyrgus angasi","Austropyrgus angasi","species",1051449,FALSE,NA
"1065","Beddomeia hullii","Beddomeia hullii","Beddomeia hullii","species",3885,FALSE,NA
"1066","Posticobia brazieri","Posticobia brazieri","Posticobia brazieri","species",3883,FALSE,NA
"1067","Pseudotricula eberhardi","Pseudotricula eberhardi","Pseudotricula eberhardi","species",969549,FALSE,NA
"1068","Austropyrgus grampianensis","Austropyrgus grampianensis","Austropyrgus grampianensis","species",785862,FALSE,NA
"1069","Austropyrgus cooma","Austropyrgus cooma","Austropyrgus cooma","species",785864,FALSE,NA
"1070","Austropyrgus sparsus","Austropyrgus sparsus","Austropyrgus sparsus","species",211672,FALSE,NA
"1071","Amnicola dalli","Amnicola dalli","Amnicola dalli","species",389014,FALSE,NA
"1072","Bythinia","Bythinia","Bithynia","genus",358007,TRUE,NA
"1073","Mercuria emiliana","Mercuria emiliana","Mercuria emiliana","species",620516,FALSE,"unplaced_inherited"
"1074","Phrantela marginata","Phrantela marginata","Phrantela marginata","species",768707,FALSE,NA
"1075","Nymphophilus minckleyi","Nymphophilus minckleyi","Nymphophilus minckleyi","species",239138,FALSE,"extinct_inherited, incertae_sedis, incertae_sedis_inherited"
"1076","Pyrgulopsis hubbsi","Pyrgulopsis hubbsi","Pyrgulopsis hubbsi","species",353246,FALSE,"incertae_sedis_inherited"
"1077","Pyrgulopsis merriami","Pyrgulopsis merriami","Pyrgulopsis merriami","species",353247,FALSE,"incertae_sedis_inherited"
"1078","Pyrgulopsis carinifera","Pyrgulopsis carinifera","Pyrgulopsis carinifera","species",928695,FALSE,"incertae_sedis_inherited"
"1079","Pyrgulopsis fairbanksensis","Pyrgulopsis fairbanksensis","Pyrgulopsis fairbanksensis","species",928694,FALSE,"incertae_sedis_inherited"
"1080","Pyrgulopsis diablensis","Pyrgulopsis diablensis","Pyrgulopsis diablensis","species",928697,FALSE,"incertae_sedis_inherited"
"1081","Pyrgulopsis taylori","Pyrgulopsis taylori","Pyrgulopsis taylori","species",928696,FALSE,"incertae_sedis_inherited"
"1082","Pyrgulopsis bifurcata","Pyrgulopsis bifurcata","Pyrgulopsis bifurcata","species",928699,FALSE,"incertae_sedis_inherited"
"1083","Pyrgulopsis anatina","Pyrgulopsis anatina","Pyrgulopsis anatina","species",928698,FALSE,"incertae_sedis_inherited"
"1084","Pyrgulopsis lata","Pyrgulopsis lata","Pyrgulopsis lata","species",928701,FALSE,"incertae_sedis_inherited"
"1085","Pyrgulopsis breviloba","Pyrgulopsis breviloba","Pyrgulopsis breviloba","species",928700,FALSE,"incertae_sedis_inherited"
"1086","Pyrgulopsis sulcata","Pyrgulopsis sulcata","Pyrgulopsis sulcata","species",928703,FALSE,"incertae_sedis_inherited"
"1087","Pyrgulopsis landyei","Pyrgulopsis landyei","Pyrgulopsis landyei","species",928702,FALSE,"incertae_sedis_inherited"
"1088","Pyrgulopsis cruciglans","Pyrgulopsis cruciglans","Pyrgulopsis cruciglans","species",402822,FALSE,"incertae_sedis_inherited"
"1089","Pyrgulopsis lockensis","Pyrgulopsis lockensis","Pyrgulopsis lockensis","species",402823,FALSE,"incertae_sedis_inherited"
"1090","Pyrgulopsis villacampae","Pyrgulopsis villacampae","Pyrgulopsis villacampae","species",402820,FALSE,"incertae_sedis_inherited"
"1091","Pyrgulopsis saxatilis","Pyrgulopsis saxatilis","Pyrgulopsis saxatilis","species",402821,FALSE,"incertae_sedis_inherited"
"1092","Pyrgulopsis plicata","Pyrgulopsis plicata","Pyrgulopsis plicata","species",402826,FALSE,"incertae_sedis_inherited"
"1093","Pyrgulopsis lentiglans","Pyrgulopsis lentiglans","Pyrgulopsis lentiglans","species",402827,FALSE,"incertae_sedis_inherited"
"1094","Pyrgulopsisegata","Pyrgulopsisegata","Pyrgulopsis lata",NA,928701,FALSE,"incertae_sedis_inherited"
"1095","Pyrgulopsis sublata","Pyrgulopsis sublata","Pyrgulopsis sublata","species",402825,FALSE,"incertae_sedis_inherited"
"1096","Pyrgulopsis kolobensis","Pyrgulopsis kolobensis","Pyrgulopsis kolobensis","species",189561,FALSE,"incertae_sedis_inherited"
"1097","Pyrgulopsis montana","Pyrgulopsis montana","Pyrgulopsis montana","species",402828,FALSE,"incertae_sedis_inherited"
"1098","Pyrgulopsis trivialis","Pyrgulopsis trivialis","Pyrgulopsis trivialis","species",57059,FALSE,"incertae_sedis_inherited"
"1099","Pyrgulopsis bryantwalkeri","Pyrgulopsis bryantwalkeri","Pyrgulopsis bryantwalkeri","species",402829,FALSE,"incertae_sedis_inherited"
"1100","Pyrgulopsis pellita","Pyrgulopsis pellita","Pyrgulopsis pellita","species",84107,FALSE,"incertae_sedis_inherited"
"1101","Pyrgulopsis pictilis","Pyrgulopsis pictilis","Pyrgulopsis pictilis","species",84106,FALSE,"incertae_sedis_inherited"
"1102","Pyrgulopsis sadai","Pyrgulopsis sadai","Pyrgulopsis sadai","species",84105,FALSE,"incertae_sedis_inherited"
"1103","Pyrgulopsis dixensis","Pyrgulopsis dixensis","Pyrgulopsis dixensis","species",84104,FALSE,"incertae_sedis_inherited"
"1104","Pyrgulopsis arizonae","Pyrgulopsis arizonae","Pyrgulopsis arizonae","species",84103,FALSE,"incertae_sedis_inherited"
"1105","Pyrgulopsis simplex","Pyrgulopsis simplex","Pyrgulopsis simplex","species",57062,FALSE,"incertae_sedis_inherited"
"1106","Pyrgulopsis davisi","Pyrgulopsis davisi","Pyrgulopsis davisi","species",84102,FALSE,"incertae_sedis_inherited"
"1107","Pyrgulopsis bernardina","Pyrgulopsis bernardina","Pyrgulopsis bernardina","species",84101,FALSE,"incertae_sedis_inherited"
"1108","Pyrgulopsis gilae","Pyrgulopsis gilae","Pyrgulopsis gilae","species",57065,FALSE,"incertae_sedis_inherited"
"1109","Pyrgulopsis thermalis","Pyrgulopsis thermalis","Pyrgulopsis thermalis","species",57066,FALSE,"incertae_sedis_inherited"
"1110","Nymphophilus acarinatus","Nymphophilus acarinatus","Nymphophilus acarinatus","species",658552,FALSE,"extinct_inherited, incertae_sedis, incertae_sedis_inherited"
"1111","Pyrgulopsis manantiali","Pyrgulopsis manantiali","Pyrgulopsis manantiali","species",84100,FALSE,"incertae_sedis_inherited"
"1112","Pyrgulopsis wongi","Pyrgulopsis wongi","Pyrgulopsis wongi","species",663791,FALSE,"incertae_sedis_inherited"
"1113","Pyrgulopsis sola","Pyrgulopsis sola","Pyrgulopsis sola","species",84099,FALSE,"incertae_sedis_inherited"
"1114","Pyrgulopsis conica","Pyrgulopsis conica","Pyrgulopsis conica","species",84098,FALSE,"incertae_sedis_inherited"
"1115","Pyrgulopsis glandulosa","Pyrgulopsis glandulosa","Pyrgulopsis glandulosa","species",658551,FALSE,"incertae_sedis_inherited"
"1116","Patelloida pustulata","Patelloida pustulata","Eoacmaea pustulata","species",356464,TRUE,NA
"1117","Patelloida tagnan","Patelloida tagnan","Patelloida tagnan","species",931930,FALSE,NA
"1118","Catapyrgus matapango","Catapyrgus matapango","Catapyrgus matapango","species",968635,FALSE,NA
"1119","Hadopyrgusataana","Hadopyrgusataana","Hadopyrgus ngataana",NA,968637,FALSE,NA
"1120","Leptopyrgus manneringi","Leptopyrgus manneringi","Leptopyrgus manneringi","species",968638,FALSE,NA
"1121","Leptopyrgus melbourni","Leptopyrgus melbourni","Leptopyrgus melbourni","species",968641,FALSE,NA
"1122","Leptopyrgus tainui","Leptopyrgus tainui","Leptopyrgus tainui","species",968640,FALSE,NA
"1123","Rakiurapyrgus cresswelli","Rakiurapyrgus cresswelli","Rakiurapyrgus cresswelli","species",392297,FALSE,NA
"1124","Meridiopyrgus muaukau","Meridiopyrgus muaukau","Meridiopyrgus muaukau","species",392292,FALSE,NA
"1125","Meridiopyrgus murihiku","Meridiopyrgus murihiku","Meridiopyrgus murihiku","species",392293,FALSE,NA
"1126","Obtusopyrgus alpinus","Obtusopyrgus alpinus","Obtusopyrgus alpinus","species",392295,FALSE,NA
"1127","Opacuincola delira","Opacuincola delira","Opacuincola delira","species",392291,FALSE,NA
"1128","Opacuincola dulcinella","Opacuincola dulcinella","Opacuincola dulcinella","species",918214,FALSE,NA
"1129","Opacuincola johannstraussi","Opacuincola johannstraussi","Opacuincola johannstraussi","species",918213,FALSE,NA
"1130","Opacuincola josefstraussi","Opacuincola josefstraussi","Opacuincola josefstraussi","species",918212,FALSE,NA
"1131","Opacuincola mete","Opacuincola mete","Opacuincola mete","species",918211,FALSE,NA
"1132","Opacuincolaatapuna","Opacuincolaatapuna","Opacuincola ngatapuna",NA,918218,FALSE,NA
"1133","Opacuincola permutata","Opacuincola permutata","Opacuincola permutata","species",918217,FALSE,NA
