"","taxa_query","taxa","tol_sciname","rank","ott_id","is_synonym","flags"
"2436","Entosphenus hubbsi","Entosphenus hubbsi","Entosphenus hubbsi",NA,430431,FALSE,NA
"2437","Gila orcuttii","Gila orcuttii","Gila orcuttii","species",945125,FALSE,NA
"2438","Notropis chalybaeus","Notropis chalybaeus","Notropis chalybaeus","species",103071,FALSE,NA
"2439","Pteronotropis euryzonus","Pteronotropis euryzonus","Pteronotropis euryzonus","species",742785,FALSE,NA
"2440","Notropis scabriceps","Notropis scabriceps","Notropis scabriceps","species",677050,FALSE,NA
"2441","Leptolucania ommata","Leptolucania ommata","Leptolucania ommata","species",910726,FALSE,NA
"2442","Ameiurus serracanthus","Ameiurus serracanthus","Ameiurus serracanthus","species",1070414,FALSE,NA
"2443","Micropterustius","Micropterustius","Micropterus notius",NA,274637,FALSE,NA
"2444","Gila coerulea","Gila coerulea","Gila coerulea","species",945112,FALSE,NA
"2445","Oregonichthys crameri","Oregonichthys crameri","Oregonichthys crameri","species",592044,FALSE,NA
"2446","Moapa coriacea","Moapa coriacea","Moapa coriacea","species",644730,FALSE,NA
"2447","Forbesichthys agassizii","Forbesichthys agassizii","Forbesichthys agassizii","species",421383,FALSE,NA
"2448","Rhodeus sericeus","Rhodeus sericeus","Rhodeus sericeus","species",847082,FALSE,NA
"2449","Novumbra hubbsi","Novumbra hubbsi","Novumbra hubbsi","species",586186,FALSE,NA
"2450","Acantharchus pomotis","Acantharchus pomotis","Acantharchus pomotis","species",476356,FALSE,NA
"2451","Noturus furiosus","Noturus furiosus","Noturus furiosus","species",411920,FALSE,NA
"2452","Noturus flavipinnis","Noturus flavipinnis","Noturus flavipinnis","species",565698,FALSE,NA
"2453","Etheostoma zonistium","Etheostoma zonistium","Etheostoma zonistium","species",350997,FALSE,NA
"2454","Etheostoma raneyi","Etheostoma raneyi","Etheostoma raneyi","species",618526,FALSE,NA
"2455","Hybopsis hypsinotus","Hybopsis hypsinotus","Hybopsis hypsinotus","species",477588,FALSE,NA
"2456","Exoglossum laurae","Exoglossum laurae","Exoglossum laurae","species",781537,FALSE,NA
"2457","Cyprinella caerulea","Cyprinella caerulea","Cyprinella caerulea","species",50042,FALSE,NA
"2458","Hybopsis rubrifrons","Hybopsis rubrifrons","Hybopsis rubrifrons","species",264796,FALSE,NA
"2459","Percinagrofasciata","Percinagrofasciata","Percina nigrofasciata",NA,751779,FALSE,NA
"2460","Etheostoma histrio","Etheostoma histrio","Etheostoma histrio","species",865492,FALSE,NA
"2461","Etheostoma spectabile","Etheostoma spectabile","Etheostoma spectabile","species",150573,FALSE,NA
"2462","Notropis procne","Notropis procne","Notropis procne","species",351732,FALSE,NA
"2463","Catostomus occidentalis","Catostomus occidentalis","Catostomus occidentalis","species",758496,FALSE,NA
"2464","Notropis leuciodus","Notropis leuciodus","Notropis leuciodus","species",338652,FALSE,NA
"2465","Cyprinella venusta","Cyprinella venusta","Cyprinella venusta","species",351750,FALSE,NA
"2466","Nocomis leptocephalus","Nocomis leptocephalus","Nocomis leptocephalus","species",358409,FALSE,NA
"2467","Lepomis miniatus","Lepomis miniatus","Lepomis miniatus","species",274631,FALSE,NA
"2468","Lepomis cyanellus","Lepomis cyanellus","Lepomis cyanellus","species",476361,FALSE,NA
"2469","Noturuscturnus","Noturuscturnus","Noturus nocturnus",NA,621586,FALSE,NA
"2470","Noturus eleutherus","Noturus eleutherus","Noturus eleutherus","species",411926,FALSE,NA
"2471","Percina sciera","Percina sciera","Percina sciera","species",177443,FALSE,NA
"2472","Cyprinella gibbsi","Cyprinella gibbsi","Cyprinella gibbsi","species",570808,FALSE,NA
"2473","Etheostoma simoterum","Etheostoma simoterum","Etheostoma simoterum","species",618537,FALSE,NA
"2474","Etheostoma baileyi","Etheostoma baileyi","Etheostoma baileyi","species",566478,FALSE,NA
"2475","Etheostoma bellator","Etheostoma bellator","Etheostoma bellator","species",566468,FALSE,NA
"2476","Etheostoma cervus","Etheostoma cervus","Etheostoma cervus","species",617256,FALSE,NA
"2477","Etheostoma maculatum","Etheostoma maculatum","Etheostoma maculatum",NA,422657,FALSE,"sibling_higher"
"2478","Etheostoma smithi","Etheostoma smithi","Etheostoma smithi","species",848582,FALSE,NA
"2479","Etheostoma striatulum","Etheostoma striatulum","Etheostoma striatulum","species",848586,FALSE,NA
"2480","Etheostoma susanae","Etheostoma susanae","Etheostoma susanae","species",26366,FALSE,NA
"2481","Percina fulvitaenia","Percina fulvitaenia","Percina fulvitaenia","species",209245,FALSE,NA
"2482","Percina lenticula","Percina lenticula","Percina lenticula","species",751793,FALSE,NA
"2483","Percinavisense","Percinavisense","Percina nevisense",NA,751773,FALSE,NA
"2484","Chologaster cornuta","Chologaster cornuta","Chologaster cornuta","species",560568,FALSE,NA
"2485","Enneacanthus obesus","Enneacanthus obesus","Enneacanthus obesus","species",313432,FALSE,NA
"2486","Fundulus cingulatus","Fundulus cingulatus","Fundulus cingulatus","species",364841,FALSE,NA
"2487","Fundulus escambiae","Fundulus escambiae","Fundulus escambiae","species",159041,FALSE,NA
"2488","Lucania goodei","Lucania goodei","Lucania goodei","species",84261,FALSE,NA
"2489","Cyprinella leedsi","Cyprinella leedsi","Cyprinella leedsi","species",570814,FALSE,NA
"2490","Elassoma okefenokee","Elassoma okefenokee","Elassoma okefenokee","species",777466,FALSE,NA
"2491","Cyprinella xaenura","Cyprinella xaenura","Cyprinella xaenura","species",597394,FALSE,NA
"2492","Archoplites interruptus","Archoplites interruptus","Archoplites interruptus","species",778317,FALSE,NA
"2493","Micropterus treculii","Micropterus treculii","Micropterus treculii","species",274640,FALSE,NA
"2494","Noturus crypticus","Noturus crypticus","Noturus crypticus","species",496876,FALSE,NA
"2495","Etheostoma douglasi","Etheostoma douglasi","Etheostoma douglasi","species",948317,FALSE,"sibling_higher"
"2496","Etheostoma pyrrhogaster","Etheostoma pyrrhogaster","Etheostoma pyrrhogaster","species",618509,FALSE,NA
"2497","Etheostoma pallididorsum","Etheostoma pallididorsum","Etheostoma pallididorsum","species",865481,FALSE,NA
"2498","Percina brevicauda","Percina brevicauda","Percina brevicauda","species",228502,FALSE,NA
"2499","Coris frerei","Coris frerei","Coris frerei",NA,891965,FALSE,NA
"2500","Abudefduftatus","Abudefduftatus","Abudefduf notatus",NA,893446,FALSE,"incertae_sedis_inherited"
"2501","Rogadius prionotus","Rogadius prionotus","Rogadius prionotus",NA,12055,FALSE,NA
"2502","Lutjanustatus","Lutjanustatus","Lutjanus avus",NA,7650234,FALSE,NA
"2503","Luciosudisrmani","Luciosudisrmani","Luciosudis normani",NA,3629280,FALSE,NA
"2504","Lampadenatialis","Lampadenatialis","Lampadena notialis",NA,3629477,FALSE,NA
"2505","Aulotrachichthysvaezelandicus","Aulotrachichthysvaezelandicus","Aulotrachichthys novaezelandicus",NA,3642471,FALSE,NA
"2506","Nemipterusmatopus","Nemipterusmatopus","Nemipterus nematopus",NA,3633480,FALSE,NA
"2507","Phallichthys fairweatheri","Phallichthys fairweatheri","Phallichthys fairweatheri","species",3641822,FALSE,NA
"2508","Cribroheros robertsoni","Cribroheros robertsoni","Cribroheros robertsoni","species",432568,FALSE,NA
"2509","Hyphessobrycon compressus","Hyphessobrycon compressus","Hyphessobrycon compressus","species",3625171,FALSE,NA
"2510","Menidia colei","Menidia colei","Menidia colei","species",800797,FALSE,NA
"2511","Fundulus grandissimus","Fundulus grandissimus","Fundulus grandissimus","species",3642021,FALSE,NA
"2512","Tilapia sparrmanii","Tilapia sparrmanii","Tilapia sparrmanii","species",911151,FALSE,NA
"2513","Pseudocrenilabrus philander","Pseudocrenilabrus philander","Pseudocrenilabrus philander","species",828443,FALSE,NA
"2514","Poeciliopsis gracilis","Poeciliopsis gracilis","Poeciliopsis gracilis","species",496589,FALSE,NA
"2515","Dionda episcopa","Dionda episcopa","Dionda episcopa","species",222452,FALSE,NA
"2516","Xiphophorus gordoni","Xiphophorus gordoni","Xiphophorus gordoni","species",1026703,FALSE,NA
"2517","Dionda","Dionda","Dionda","genus",913477,FALSE,"sibling_higher"
"2518","Cyprinodon atrorus","Cyprinodon atrorus","Cyprinodon atrorus","species",670156,FALSE,NA
"2519","Fundulus philpisteri","Fundulus philpisteri","Fundulus philpisteri","species",3642026,FALSE,NA
"2520","Macrhybopsis aestivalis","Macrhybopsis aestivalis","Macrhybopsis aestivalis","species",592061,FALSE,NA
"2521","Pterygoplichthys","Pterygoplichthys","Pterygoplichthys","genus",174959,FALSE,NA
"2522","Chaenobryttus gulosus","Chaenobryttus gulosus","Chaenobryttus gulosus",NA,476359,FALSE,NA
"2523","Xiphophorus xiphidium","Xiphophorus xiphidium","Xiphophorus xiphidium","species",312440,FALSE,NA
"2524","Herichthys pantostictus","Herichthys pantostictus","Herichthys pantostictus","species",681506,FALSE,NA
"2525","Percina phoxocephala","Percina phoxocephala","Percina phoxocephala","species",150578,FALSE,NA
"2526","Pteronotropis signipinnis","Pteronotropis signipinnis","Pteronotropis signipinnis","species",742771,FALSE,NA
"2527","Pteronotropis welaka","Pteronotropis welaka","Pteronotropis welaka","species",742775,FALSE,NA
"2528","Pteronotropis grandipinnis","Pteronotropis grandipinnis","Pteronotropis grandipinnis","species",677043,FALSE,NA
"2529","Etheostoma burri","Etheostoma burri","Etheostoma burri","species",957690,FALSE,NA
"2530","Etheostoma fragi","Etheostoma fragi","Etheostoma fragi","species",322411,FALSE,NA
"2531","Etheostomachale","Etheostomachale","Etheostoma nuchale",NA,897003,FALSE,NA
"2532","Etheostoma whipplei","Etheostoma whipplei","Etheostoma whipplei","species",390063,FALSE,NA
"2533","Etheostoma jessiae","Etheostoma jessiae","Etheostoma jessiae","species",322401,FALSE,NA
"2534","Etheostoma stigmaeum","Etheostoma stigmaeum","Etheostoma stigmaeum","species",390059,FALSE,NA
"2535","Percina roanoka","Percina roanoka","Percina roanoka","species",177446,FALSE,NA
"2536","Cottus tenuis","Cottus tenuis","Cottus tenuis","species",728410,FALSE,NA
"2537","Notropis boops","Notropis boops","Notropis boops","species",443777,FALSE,NA
"2538","Tampichthys catostomops","Tampichthys catostomops","Tampichthys catostomops","species",746084,FALSE,NA
"2539","Lepomis microlophus","Lepomis microlophus","Lepomis microlophus","species",271244,FALSE,NA
"2540","Micropterus coosae","Micropterus coosae","Micropterus coosae","species",521414,FALSE,NA
"2541","Etheostoma cragini","Etheostoma cragini","Etheostoma cragini","species",322405,FALSE,NA
"2542","Etheostoma rupestre","Etheostoma rupestre","Etheostoma rupestre","species",618521,FALSE,NA
"2543","Etheostoma gracile","Etheostoma gracile","Etheostoma gracile","species",865500,FALSE,NA
"2544","Etheostoma barbouri","Etheostoma barbouri","Etheostoma barbouri","species",208154,FALSE,NA
"2545","Etheostomaopterum","Etheostomaopterum","Etheostoma neopterum",NA,208145,FALSE,NA
"2546","Etheostoma olivaceum","Etheostoma olivaceum","Etheostoma olivaceum","species",875061,FALSE,NA
"2547","Etheostoma virgatum","Etheostoma virgatum","Etheostoma virgatum","species",848589,FALSE,NA
"2548","Etheostoma pseudovulatum","Etheostoma pseudovulatum","Etheostoma pseudovulatum","species",275986,FALSE,NA
"2549","Etheostoma podostemone","Etheostoma podostemone","Etheostoma podostemone","species",390358,FALSE,NA
"2550","Etheostoma chlorosomum","Etheostoma chlorosomum","Etheostoma chlorosomum","species",340825,FALSE,NA
"2551","Etheostoma etnieri","Etheostoma etnieri","Etheostoma etnieri","species",96988,FALSE,NA
"2552","Etheostoma flavum","Etheostoma flavum","Etheostoma flavum","species",96991,FALSE,NA
"2553","Etheostoma kanawhae","Etheostoma kanawhae","Etheostoma kanawhae","species",870843,FALSE,NA
"2554","Etheostoma colorosum","Etheostoma colorosum","Etheostoma colorosum","species",96979,FALSE,NA
"2555","Etheostoma edwini","Etheostoma edwini","Etheostoma edwini","species",340845,FALSE,NA
"2556","Etheostoma fricksium","Etheostoma fricksium","Etheostoma fricksium","species",322397,FALSE,NA
"2557","Etheostoma collis","Etheostoma collis","Etheostoma collis","species",322408,FALSE,NA
"2558","Etheostoma okaloosae","Etheostoma okaloosae","Etheostoma okaloosae","species",983421,FALSE,NA
"2559","Etheostoma parvipinne","Etheostoma parvipinne","Etheostoma parvipinne","species",865485,FALSE,NA
"2560","Notropis spectrunculus","Notropis spectrunculus","Notropis spectrunculus","species",53720,FALSE,NA
"2561","Noturus leptacanthus","Noturus leptacanthus","Noturus leptacanthus","species",621583,FALSE,NA
"2562","Cyprinella trichroistia","Cyprinella trichroistia","Cyprinella trichroistia","species",101072,FALSE,NA
"2563","Nocomis platyrhynchus","Nocomis platyrhynchus","Nocomis platyrhynchus","species",103067,FALSE,NA
"2564","Notropis ammophilus","Notropis ammophilus","Notropis ammophilus","species",803861,FALSE,NA
"2565","Tampichthys mandibularis","Tampichthys mandibularis","Tampichthys mandibularis","species",160883,FALSE,NA
"2566","Tampichthys dichromus","Tampichthys dichromus","Tampichthys dichromus",NA,746102,FALSE,NA
"2567","Etheostoma swannanoa","Etheostoma swannanoa","Etheostoma swannanoa","species",618534,FALSE,NA
"2568","Etheostoma swaini","Etheostoma swaini","Etheostoma swaini","species",896985,FALSE,NA
"2569","Etheostoma lachneri","Etheostoma lachneri","Etheostoma lachneri","species",97004,FALSE,NA
"2570","Etheostoma meadiae","Etheostoma meadiae","Etheostoma meadiae","species",474824,FALSE,NA
"2571","Semotilus lumbee","Semotilus lumbee","Semotilus lumbee","species",703436,FALSE,NA
"2572","Phenacobius teretulus","Phenacobius teretulus","Phenacobius teretulus","species",610367,FALSE,NA
"2573","Elassoma alabamae","Elassoma alabamae","Elassoma alabamae","species",1001667,FALSE,NA
"2574","Fundulus lima","Fundulus lima","Fundulus lima","species",368704,FALSE,NA
"2575","Trimma caudomaculata","Trimma caudomaculata","Trimma caudomaculata",NA,5560913,FALSE,NA
"2576","Glyptothorax quadriocellatus","Glyptothorax quadriocellatus","Glyptothorax quadriocellatus","species",983838,FALSE,NA
"2577","Glyptothorax interspinalus","Glyptothorax interspinalus","Glyptothorax interspinalus","species",343766,FALSE,NA
"2578","Glyptothorax deqinensis","Glyptothorax deqinensis","Glyptothorax deqinensis","species",343758,FALSE,NA
"2579","Glyptothorax macromaculatus","Glyptothorax macromaculatus","Glyptothorax macromaculatus","species",983865,FALSE,NA
"2580","Glyptothorax zanaensis","Glyptothorax zanaensis","Glyptothorax zanaensis","species",314204,FALSE,NA
"2581","Glyptothorax obliquimaculatus","Glyptothorax obliquimaculatus","Glyptothorax obliquimaculatus","species",228445,FALSE,NA
"2582","Glyptothorax longicauda","Glyptothorax longicauda","Glyptothorax longicauda","species",343771,FALSE,NA
"2583","Glyptothorax honghensis","Glyptothorax honghensis","Glyptothorax honghensis","species",343762,FALSE,NA
"2584","Glyptothorax hainanensis","Glyptothorax hainanensis","Glyptothorax hainanensis","species",777624,FALSE,NA
"2585","Alburnoides prespensis","Alburnoides prespensis","Alburnoides prespensis","species",792418,FALSE,NA
"2586","Alburnus macedonicus","Alburnus macedonicus","Alburnus macedonicus","species",441736,FALSE,NA
"2587","Alburnus volviticus","Alburnus volviticus","Alburnus volviticus","species",959848,FALSE,NA
"2588","Barbus balcanicus","Barbus balcanicus","Barbus balcanicus","species",541081,FALSE,NA
"2589","Barbus strumicae","Barbus strumicae","Barbus strumicae","species",441746,FALSE,NA
"2590","Chondrostoma prespense","Chondrostoma prespense","Chondrostoma prespense","species",967547,FALSE,NA
"2591","Cobitisarensis","Cobitisarensis","Sabanejewia aurata",NA,526930,FALSE,NA
"2592","Gobio bulgaricus","Gobio bulgaricus","Gobio bulgaricus","species",383623,FALSE,NA
"2593","Rhodeus meridionalis","Rhodeus meridionalis","Rhodeus meridionalis","species",723642,FALSE,NA
"2594","Silurus aristotelis","Silurus aristotelis","Silurus aristotelis","species",383620,FALSE,NA
"2595","Squalius orpheus","Squalius orpheus","Squalius orpheus","species",383618,FALSE,NA
"2596","Squaliusarensis","Squaliusarensis","Squalius aradensis",NA,382915,FALSE,NA
"2597","Brycon orthotaenia","Brycon orthotaenia","Brycon orthotaenia","species",822001,FALSE,NA
"2598","Conorhynchos conirostris","Conorhynchos conirostris","Conorhynchos conirostris","species",9875,FALSE,NA
"2599","Corydoras garbei","Corydoras garbei","Corydoras garbei","species",150674,FALSE,NA
"2600","Salminus franciscanus","Salminus franciscanus","Salminus franciscanus","species",435745,FALSE,NA
"2601","Cotylopus rubripinnis","Cotylopus rubripinnis","Cotylopus rubripinnis","species",1088696,FALSE,NA
"2602","Sicyopterus pugnans","Sicyopterus pugnans","Sicyopterus pugnans","species",175070,FALSE,NA
"2603","Sicydium plumieri","Sicydium plumieri","Sicydium plumieri","species",80158,FALSE,NA
"2604","Sicydium punctatum","Sicydium punctatum","Sicydium punctatum","species",248419,FALSE,NA
"2605","Smilosicyopus sasali","Smilosicyopus sasali","Smilosicyopus sasali","species",461312,FALSE,NA
"2606","Smilosicyopus chloe","Smilosicyopus chloe","Smilosicyopus chloe","species",1088705,FALSE,NA
"2607","Akihito futuna","Akihito futuna","Akihito futuna","species",1038232,FALSE,NA
"2608","Akihito vanuatu","Akihito vanuatu","Akihito vanuatu","species",1038230,FALSE,NA
"2609","Lentipes kaaea","Lentipes kaaea","Lentipes kaaea","species",1088692,FALSE,NA
"2610","Lentipes armatus","Lentipes armatus","Lentipes armatus","species",1088694,FALSE,NA
"2611","Stiphodon rubromaculatus","Stiphodon rubromaculatus","Stiphodon rubromaculatus","species",461304,FALSE,NA
"2612","Stiphodon rutilaureus","Stiphodon rutilaureus","Stiphodon rutilaureus","species",388738,FALSE,NA
"2613","Stiphodon hydroreibatus","Stiphodon hydroreibatus","Stiphodon hydroreibatus",NA,461301,FALSE,NA
"2614","Stiphodon sapphirinus","Stiphodon sapphirinus","Stiphodon sapphirinus","species",461297,FALSE,NA
"2615","Stiphodon atratus","Stiphodon atratus","Stiphodon atratus","species",461310,FALSE,NA
"2616","Labeo boggut","Labeo boggut","Labeo boggut","species",501235,FALSE,"sibling_higher"
"2617","Labeo gonius","Labeo gonius","Labeo gonius","species",1052503,FALSE,"sibling_higher"
"2618","Schizopygopsis kessleri","Schizopygopsis kessleri","Schizopygopsis kessleri","species",863288,FALSE,NA
"2619","Leiopotherapon plumbeus","Leiopotherapon plumbeus","Leiopotherapon plumbeus","species",712574,FALSE,NA
"2620","Planiliza melinopterus","Planiliza melinopterus","Planilisa melinopterus",NA,712560,TRUE,NA
"2621","Haemulopsistidus","Haemulopsistidus","Haemulopsis nitidus",NA,1071951,FALSE,NA
"2622","Rhonciscus branickii","Rhonciscus branickii","Rhonciscus branickii",NA,870204,FALSE,NA
"2623","Profundulus candalarius","Profundulus candalarius","Profundulus candalarius",NA,75352,FALSE,NA
"2624","Gobiopterus lacustris","Gobiopterus lacustris","Gobiopterus lacustris","species",75333,FALSE,NA
"2625","Trichopodus pectoralis","Trichopodus pectoralis","Trichopodus pectoralis","species",370570,FALSE,NA
"2626","Zenarchopterus philippinus","Zenarchopterus philippinus","Zenarchopterus philippinus","species",446352,FALSE,NA
"2627","Paretroplus","Paretroplus","Paretroplus","genus",538120,FALSE,NA
"2628","Paretroplus damiiambirano","Paretroplus damiiambirano","Paretroplus cf. damii 'Sambirano'",NA,470634,FALSE,NA
"2629","Stichaeopsisvelskoi","Stichaeopsisvelskoi","Stichaeopsis nevelskoi",NA,696227,FALSE,NA
"2630","Akarotaxisdiceps","Akarotaxisdiceps","Akarotaxis nudiceps",NA,682053,FALSE,NA
"2631","Pagetopsis maculatus","Pagetopsis maculatus","Pagetopsis maculatus","species",299652,FALSE,NA
"2632","Glyptothorax poonaensis","Glyptothorax poonaensis","Glyptothorax poonaensis","species",896426,FALSE,NA
"2633","Hypsolebias mediopapillatus","Hypsolebias mediopapillatus","Hypsolebias mediopapillatus","species",830241,FALSE,NA
"2634","Hypsolebias flagellatus","Hypsolebias flagellatus","Hypsolebias flagellatus","species",305959,FALSE,NA
"2635","Hypsolebias igneus","Hypsolebias igneus","Hypsolebias igneus","species",305986,FALSE,NA
"2636","Hypsolebias guanambi","Hypsolebias guanambi","Hypsolebias guanambi","species",305980,FALSE,NA
"2637","Hypsolebias flavicaudatus","Hypsolebias flavicaudatus","Hypsolebias flavicaudatus","species",305963,FALSE,NA
"2638","Cryptocentrusgrocellatus","Cryptocentrusgrocellatus","Cryptocentrus nigrocellatus",NA,673610,FALSE,NA
"2639","Fusigobiusophytus","Fusigobiusophytus","Fusigobius neophytus",NA,267503,FALSE,NA
"2640","Thoburnia atripinnis","Thoburnia atripinnis","Thoburnia atripinnis","species",870042,FALSE,NA
"2641","Pteronotropis metallicus","Pteronotropis metallicus","Pteronotropis metallicus","species",677035,FALSE,NA
"2642","Etheostoma oophylax","Etheostoma oophylax","Etheostoma oophylax","species",39821,FALSE,NA
"2643","Etheostoma sitikuense","Etheostoma sitikuense","Etheostoma sitikuense","species",382470,FALSE,NA
"2644","Ateleopustalensis","Ateleopustalensis","Ateleopus natalensis",NA,45149,FALSE,NA
"2645","Anchichoeropstalensis","Anchichoeropstalensis","Anchichoerops natalensis",NA,256442,FALSE,NA
"2646","Dagetichthys marginatus","Dagetichthys marginatus","Dagetichthys marginatus",NA,790645,FALSE,NA
"2647","Serranus knysnaensis","Serranus knysnaensis","Serranus knysnaensis","species",806123,FALSE,NA
"2648","Pseudorhombustalensis","Pseudorhombustalensis","Pseudorhombus natalensis",NA,62774,FALSE,NA
"2649","Isotalensis","Isotalensis","Sotolensis",NA,7878661,FALSE,"sibling_higher"
"2650","Myctophum spinosum","Myctophum spinosum","Myctophum spinosum","species",114280,FALSE,NA
"2651","Gymnuratalensis","Gymnuratalensis","Gymnura natalensis",NA,839448,FALSE,NA
"2652","Eudontomyzon","Eudontomyzon","Eudontomyzon","genus",405652,FALSE,"sibling_higher"
"2653","Xiphophoruszahualcoyotl","Xiphophoruszahualcoyotl","Xiphophorus nezahualcoyotl",NA,500754,FALSE,NA
"2654","Tampichthys erimyzonops","Tampichthys erimyzonops","Tampichthys erimyzonops","species",338669,FALSE,NA
"2655","Parapercisbulosa","Parapercisbulosa","Parapercis nebulosa",NA,3635231,FALSE,NA
"2656","Ichthyscopusgripinnis","Ichthyscopusgripinnis","Ichthyscopus nigripinnis",NA,3639817,FALSE,NA
"2657","Repomucenus belcheri","Repomucenus belcheri","Repomucenus belcheri","species",3632669,FALSE,NA
"2658","Repomucenus sublaevis","Repomucenus sublaevis","Repomucenus sublaevis","species",3632656,FALSE,NA
"2659","Yongeichthysbulosus","Yongeichthysbulosus","Yongeichthys nebulosus",NA,588670,FALSE,NA
"2660","Cheilodactylus fuscus","Cheilodactylus fuscus","Cheilodactylus fuscus","species",797632,FALSE,NA
"2661","Euristhmusdiceps","Euristhmusdiceps","Euristhmus nudiceps",NA,3622076,FALSE,NA
"2662","Scorpaenopsisglecta","Scorpaenopsisglecta","Scorpaenopsis neglecta",NA,3632368,FALSE,NA
"2663","Apogon truncatus","Apogon truncatus","Jaydia truncata","species",3634924,TRUE,NA
"2664","Chromistida","Chromistida","Astrophorina",NA,5653642,FALSE,NA
"2665","Gobio obtusirostris","Gobio obtusirostris","Gobio obtusirostris","species",695266,FALSE,NA
"2666","Umbra krameri","Umbra krameri","Umbra krameri","species",831816,FALSE,NA
"2667","Cobitis elongatoides","Cobitis elongatoides","Cobitis elongatoides","species",444825,FALSE,NA
"2668","Cottus leiopomus","Cottus leiopomus","Cottus leiopomus","species",578973,FALSE,NA
"2669","Cottus gulosus","Cottus gulosus","Cottus gulosus","species",1003706,FALSE,NA
"2670","Serranus auriga","Serranus auriga","Serranus auriga",NA,875300,FALSE,NA
"2671","Triplophysa rosa","Triplophysa rosa","Triplophysa rosa","species",694991,FALSE,NA
"2672","Cteniloricaria fowleri","Cteniloricaria fowleri","Cteniloricaria fowleri",NA,73894,FALSE,NA
"2673","Cteniloricariapova","Cteniloricariapova","Cteniloricaria napova",NA,434368,FALSE,NA
"2674","Cteniloricaria platystoma","Cteniloricaria platystoma","Cteniloricaria platystoma","species",888333,FALSE,NA
"2675","Harttia tuna","Harttia tuna","Harttia tuna","species",141689,FALSE,NA
"2676","Harttia fluminensis","Harttia fluminensis","Harttia fluminensis","species",73899,FALSE,NA
"2677","Harttia surinamensis","Harttia surinamensis","Harttia surinamensis","species",73892,FALSE,NA
"2678","Harttia guianensis","Harttia guianensis","Harttia guianensis","species",636446,FALSE,NA
"2679","Harttiella crassicauda","Harttiella crassicauda","Harttiella crassicauda","species",1011043,FALSE,NA
"2680","Harttiella pilosa","Harttiella pilosa","Harttiella pilosa","species",1011030,FALSE,NA
"2681","Harttiella parva","Harttiella parva","Harttiella parva","species",1011033,FALSE,NA
"2682","Harttiella longicauda","Harttiella longicauda","Harttiella longicauda","species",1011050,FALSE,NA
"2683","Harttiella lucifer","Harttiella lucifer","Harttiella lucifer","species",1011047,FALSE,NA
"2684","Hemibagrus macropterus","Hemibagrus macropterus","Hemibagrus macropterus","species",777650,FALSE,NA
"2685","Garra rufa","Garra rufa","Garra rufa","species",709588,FALSE,NA
"2686","Garra typhlops","Garra typhlops","Garra typhlops","species",902660,FALSE,NA
"2687","Mycteroperca marginata","Mycteroperca marginata","Mycteroperca marginata",NA,276138,FALSE,NA
"2688","Chromisgrura","Chromisgrura","Chromis pura",NA,3635509,FALSE,"incertae_sedis_inherited"
"2689","Stegastesgricans","Stegastesgricans","Stegastes nigricans",NA,392,FALSE,"incertae_sedis_inherited"
"2690","Wetmorellagropinnata","Wetmorellagropinnata","Wetmorella nigropinnata",NA,724432,FALSE,NA
"2691","Cardioderma cor","Cardioderma cor","Cardioderma cor","species",539631,FALSE,NA
"2692","Lepus arcticus","Lepus arcticus","Lepus arcticus","species",638196,FALSE,NA
"2693","Megaderma lyra","Megaderma lyra","Megaderma lyra","species",289146,FALSE,NA
"2694","Nothobranchius kirki","Nothobranchius kirki","Nothobranchius kirki","species",890281,FALSE,NA
"2695","Nothobranchius wattersi","Nothobranchius wattersi","Nothobranchius wattersi",NA,1039099,FALSE,NA
"2696","Sylvilagus brasiliensis","Sylvilagus brasiliensis","Sylvilagus brasiliensis","species",634572,FALSE,NA
"2697","Ambassistalensis","Ambassistalensis","Ambassis natalensis",NA,775392,FALSE,"incertae_sedis_inherited"
"2698","Apogonichthyoidesgripinnis","Apogonichthyoidesgripinnis","Apogonichthyoides nigripinnis",NA,827574,FALSE,NA
"2699","Archamia lineolata","Archamia lineolata","Archamia lineolata","species",775407,FALSE,NA
"2700","Atrobuccabe","Atrobuccabe","Atrobucca",NA,1019256,FALSE,NA
"2701","Cheilopogongricans","Cheilopogongricans","Cheilopogon nigricans",NA,589743,FALSE,NA
"2702","Choridactylustalensis","Choridactylustalensis","Choridactylus natalensis",NA,725444,FALSE,NA
"2703","Cymatocepssutus","Cymatocepssutus","Cymatoceps nasutus",NA,743342,FALSE,NA
"2704","Diagramma centurio","Diagramma centurio","Diagramma centurio","species",537921,FALSE,NA
"2705","Gymnothoraxdivomer","Gymnothoraxdivomer","Gymnothorax nudivomer",NA,17085,FALSE,NA
"2706","Halaelurustalensis","Halaelurustalensis","Halaelurus natalensis",NA,17080,FALSE,NA
"2707","Laeopsgromaculatus","Laeopsgromaculatus","Laeops nigromaculatus",NA,694565,FALSE,NA
"2708","Limnichthystidus","Limnichthystidus","Limnichthys nitidus",NA,171753,FALSE,NA
"2709","Neomerinthe rotunda","Neomerinthe rotunda","Neomerinthe rotunda",NA,642083,FALSE,NA
"2710","Neoscombrops annectens","Neoscombrops annectens","Neoscombrops annectens",NA,257347,FALSE,NA
"2711","Pagellustalensis","Pagellustalensis","Pagellus natalensis",NA,120410,FALSE,NA
"2712","Rhinobatos annulatus","Rhinobatos annulatus","Rhinobatos annulatus",NA,273309,FALSE,NA
