taxa_query,family,ottid_species,aphia_id,scientificname,authority,status,unacceptreason,rank,valid_aphia_id,valid_name,valid_authority,parent_name_usage_id,kingdom,phylum,class,order,genus,is_marine,is_brackish,is_freshwater,is_terrestrial,is_extinct,match_type
Thais gradata,Muricidae,586017,148,Muricidae,"Rafinesque, 1815",accepted,NA,Family,148,Muricidae,"Rafinesque, 1815",15138,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,1,1,NA,NA,NA,exact
Indothais javanica,Muricidae,938666,148,Muricidae,"Rafinesque, 1815",accepted,NA,Family,148,Muricidae,"Rafinesque, 1815",15138,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,1,1,NA,NA,NA,exact
Neorapana muricata,Muricidae,562372,148,Muricidae,"Rafinesque, 1815",accepted,NA,Family,148,Muricidae,"Rafinesque, 1815",15138,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,1,1,NA,NA,NA,exact
Indothais rufotincta,Muricidae,382312,148,Muricidae,"Rafinesque, 1815",accepted,NA,Family,148,Muricidae,"Rafinesque, 1815",15138,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,1,1,NA,NA,NA,exact
Acanthais triangularis,Muricidae,242277,148,Muricidae,"Rafinesque, 1815",accepted,NA,Family,148,Muricidae,"Rafinesque, 1815",15138,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,1,1,NA,NA,NA,exact
Clypeomorus bifasciata,Cerithiidae,854884,128,Cerithiidae,"J. Fleming, 1822",accepted,NA,Family,128,Cerithiidae,"J. Fleming, 1822",14769,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,NA,1,1,NA,1,NA,exact
Favorinus elenalexiarum,Facelinidae,319927,191,Facelinidae,"Bergh, 1889",accepted,NA,Family,191,Facelinidae,"Bergh, 1889",189,Animalia,Mollusca,Gastropoda,Nudibranchia,NA,1,NA,NA,NA,NA,exact
Bornella stellifer,Bornellidae,1092238,412598,Bornellidae,"Bergh, 1874",accepted,NA,Family,412598,Bornellidae,"Bergh, 1874",182,Animalia,Mollusca,Gastropoda,Nudibranchia,NA,1,0,0,0,0,exact
Salinator rosaceus,Amphibolidae,366189,955451,Amphibolidae,"R. Bertolani, 1981",unaccepted,NA,Family,342535,Eohypsibiidae,"Bertolani & Kristensen, 1987",955420,Animalia,Tardigrada,Eutardigrada,Parachela,NA,NA,NA,NA,NA,NA,exact
Cornu aspersum,Helicidae,349699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pectinidens diaphanus,Lymnaeidae,749029,160343,Lymnaeidae,"Rafinesque, 1815",accepted,NA,Family,160343,Lymnaeidae,"Rafinesque, 1815",489336,Animalia,Mollusca,Gastropoda,NA,NA,NA,1,1,NA,0,exact
Tosatrochus attenuatus,Trochidae,NULL,443,Trochidae,"Rafinesque, 1815",accepted,NA,Family,443,Trochidae,"Rafinesque, 1815",156489,Animalia,Mollusca,Gastropoda,Trochida,NA,1,1,1,NA,NA,exact
Trochus stellatus,Trochidae,NULL,443,Trochidae,"Rafinesque, 1815",accepted,NA,Family,443,Trochidae,"Rafinesque, 1815",156489,Animalia,Mollusca,Gastropoda,Trochida,NA,1,1,1,NA,NA,exact
Notodoris minor,Aegiridae,2874929,531070,Aegiridae,"P. Fischer, 1883",accepted,NA,Family,531070,Aegiridae,"P. Fischer, 1883",246152,Animalia,Mollusca,Gastropoda,Nudibranchia,NA,1,0,0,0,0,exact
Mopalia acuta,Mopaliidae,8791,23074,Mopaliidae,"Dall, 1889",accepted,NA,Family,23074,Mopaliidae,"Dall, 1889",385408,Animalia,Mollusca,Polyplacophora,Chitonida,NA,1,NA,NA,NA,NA,exact
Ectenagena laubieri,Vesicomyidae,NULL,23140,Vesicomyidae,"Dall & Simpson, 1901",accepted,NA,Family,23140,Vesicomyidae,"Dall & Simpson, 1901",14637,Animalia,Mollusca,Bivalvia,Venerida,NA,1,0,0,0,0,exact
Ectenagena nautilei,Vesicomyidae,NULL,23140,Vesicomyidae,"Dall & Simpson, 1901",accepted,NA,Family,23140,Vesicomyidae,"Dall & Simpson, 1901",14637,Animalia,Mollusca,Bivalvia,Venerida,NA,1,0,0,0,0,exact
Mactra stultorum,Mactridae,859166,230,Mactridae,"Lamarck, 1809",accepted,NA,Family,230,Mactridae,"Lamarck, 1809",14634,Animalia,Mollusca,Bivalvia,Venerida,NA,1,1,1,NA,NA,exact
Pomacea bridgesii,Ampullariidae,843051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arothron reticularis,Tetraodontidae,260993,125612,Tetraodontidae,"Bonaparte, 1831",accepted,NA,Family,125612,Tetraodontidae,"Bonaparte, 1831",10332,Animalia,Chordata,Actinopteri,Tetraodontiformes,NA,1,1,1,NA,NA,exact
Godlewskia godlewskia,NULL,1040062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Korotnewia korotnewi,NULL,513569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sandalia triticea,Ovulidae,2919709,1747,Ovulidae,"J. Fleming, 1822",accepted,NA,Family,1747,Ovulidae,"J. Fleming, 1822",14774,Animalia,Mollusca,Gastropoda,Littorinimorpha,NA,1,NA,NA,NA,NA,exact
Petaloconchus erectus,Vermetidae,348006,23139,Vermetidae,"Rafinesque, 1815",accepted,NA,Family,23139,Vermetidae,"Rafinesque, 1815",387340,Animalia,Mollusca,Gastropoda,Littorinimorpha,NA,1,NA,NA,NA,0,exact
Babylonia areolata,Babyloniidae,4958669,411790,Babyloniidae,"Kuroda, Habe & Oyama, 1971",accepted,NA,Family,411790,Babyloniidae,"Kuroda, Habe & Oyama, 1971",746698,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,1,NA,NA,NA,NA,exact
Neptunea subdilatata,Buccinidae,140625,149,Buccinidae,"Rafinesque, 1815",accepted,NA,Family,149,Buccinidae,"Rafinesque, 1815",382214,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,1,1,NA,NA,NA,exact
Aptyxis syracusana,Fasciolariidae,2898219,23038,Fasciolariidae,"Gray, 1853",accepted,NA,Family,23038,Fasciolariidae,"Gray, 1853",382214,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,1,NA,NA,NA,NA,exact
Pterygia punctata,Mitridae,4959531,23073,Mitridae,"Swainson, 1831",accepted,NA,Family,23073,Mitridae,"Swainson, 1831",1055728,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,1,NA,NA,NA,0,exact
Mutyca acuminata,Mitridae,2906373,23073,Mitridae,"Swainson, 1831",accepted,NA,Family,23073,Mitridae,"Swainson, 1831",1055728,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,1,NA,NA,NA,0,exact
Strigatella paupercula,Mitridae,7496558,23073,Mitridae,"Swainson, 1831",accepted,NA,Family,23073,Mitridae,"Swainson, 1831",1055728,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,1,NA,NA,NA,0,exact
Swainsonia casta,Mitridae,2906716,23073,Mitridae,"Swainson, 1831",accepted,NA,Family,23073,Mitridae,"Swainson, 1831",1055728,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,1,NA,NA,NA,0,exact
Cancilla abyssicola,Mitridae,2906792,23073,Mitridae,"Swainson, 1831",accepted,NA,Family,23073,Mitridae,"Swainson, 1831",1055728,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,1,NA,NA,NA,0,exact
Reishia luteostoma,Muricidae,864773,148,Muricidae,"Rafinesque, 1815",accepted,NA,Family,148,Muricidae,"Rafinesque, 1815",15138,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,1,1,NA,NA,NA,exact
Nassarius leptospirus,Nassariidae,2899010,151,Nassariidae,"Iredale, 1916 (1835)",accepted,NA,Family,151,Nassariidae,"Iredale, 1916 (1835)",382214,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,1,1,1,NA,0,exact
Reticunassa hiradoensis,Nassariidae,7496119,151,Nassariidae,"Iredale, 1916 (1835)",accepted,NA,Family,151,Nassariidae,"Iredale, 1916 (1835)",382214,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,1,1,1,NA,0,exact
Ancilla aureocallosa,Ancillariidae,7496751,993219,Ancillariidae,"Swainson, 1840",accepted,NA,Family,993219,Ancillariidae,"Swainson, 1840",411805,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,1,0,0,0,0,exact
Bulbaeolidia alba,Aeolidiidae,2876024,192,Aeolidiidae,"Gray, 1827",accepted,NA,Family,192,Aeolidiidae,"Gray, 1827",189,Animalia,Mollusca,Gastropoda,Nudibranchia,NA,1,NA,NA,NA,NA,exact
Limenandra nodosa,Aeolidiidae,863494,192,Aeolidiidae,"Gray, 1827",accepted,NA,Family,192,Aeolidiidae,"Gray, 1827",189,Animalia,Mollusca,Gastropoda,Nudibranchia,NA,1,NA,NA,NA,NA,exact
Doriprismatica sibogae,Chromodorididae,367044,23003,Chromodorididae,"Bergh, 1891",accepted,NA,Family,23003,Chromodorididae,"Bergh, 1891",1370609,Animalia,Mollusca,Gastropoda,Nudibranchia,NA,1,0,0,0,0,exact
Hypselodoris bullocki,Chromodorididae,632328,23003,Chromodorididae,"Bergh, 1891",accepted,NA,Family,23003,Chromodorididae,"Bergh, 1891",1370609,Animalia,Mollusca,Gastropoda,Nudibranchia,NA,1,0,0,0,0,exact
Flabellina nobilis,Flabellinidae,2875981,190,Flabellinidae,"Bergh, 1889",accepted,NA,Family,190,Flabellinidae,"Bergh, 1889",189,Animalia,Mollusca,Gastropoda,Nudibranchia,NA,1,0,0,0,0,exact
Flabellina browni,Flabellinidae,2875944,190,Flabellinidae,"Bergh, 1889",accepted,NA,Family,190,Flabellinidae,"Bergh, 1889",189,Animalia,Mollusca,Gastropoda,Nudibranchia,NA,1,0,0,0,0,exact
Flabellina lineata,Flabellinidae,981503,190,Flabellinidae,"Bergh, 1889",accepted,NA,Family,190,Flabellinidae,"Bergh, 1889",189,Animalia,Mollusca,Gastropoda,Nudibranchia,NA,1,0,0,0,0,exact
Flabellina borealis,Flabellinidae,2875980,190,Flabellinidae,"Bergh, 1889",accepted,NA,Family,190,Flabellinidae,"Bergh, 1889",189,Animalia,Mollusca,Gastropoda,Nudibranchia,NA,1,0,0,0,0,exact
Flabellina gracilis,Flabellinidae,2875960,190,Flabellinidae,"Bergh, 1889",accepted,NA,Family,190,Flabellinidae,"Bergh, 1889",189,Animalia,Mollusca,Gastropoda,Nudibranchia,NA,1,0,0,0,0,exact
Flabellina athadona,Flabellinidae,2875939,190,Flabellinidae,"Bergh, 1889",accepted,NA,Family,190,Flabellinidae,"Bergh, 1889",189,Animalia,Mollusca,Gastropoda,Nudibranchia,NA,1,0,0,0,0,exact
Tenellia albocrusta,Fionidae,2876190,23039,Fionidae,"Gray, 1857",accepted,NA,Family,23039,Fionidae,"Gray, 1857",412646,Animalia,Mollusca,Gastropoda,Nudibranchia,NA,1,NA,NA,NA,NA,exact
Doris granulosa,Dorididae,5512092,9904,Dorididae,"Rafinesque, 1815",accepted,NA,Family,9904,Dorididae,"Rafinesque, 1815",173,Animalia,Mollusca,Gastropoda,Nudibranchia,NA,1,NA,NA,NA,NA,exact
Pleurobranchaea maculata,Pleurobranchaeidae,56244,412554,Pleurobranchaeidae,"Pilsbry, 1896",accepted,NA,Family,412554,Pleurobranchaeidae,"Pilsbry, 1896",412548,Animalia,Mollusca,Gastropoda,Pleurobranchida,NA,1,NA,NA,NA,NA,exact
Cliopsis krohni,Cliopsidae,2883862,23007,Cliopsidae,"O. G. Costa, 1873",accepted,NA,Family,23007,Cliopsidae,"O. G. Costa, 1873",411912,Animalia,Mollusca,Gastropoda,Pteropoda,NA,1,NA,NA,NA,NA,exact
Perforatella rubiginosa,Hygromiidae,555547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudhesseola transcaspia,Hygromiidae,7500981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eobania vermiculata,Helicidae,672839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tingitana decussata,Helicidae,7500629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Granopupa persica,Chondrinidae,6361691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ferussacia folliculus,Ferussaciidae,117632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cyclodontina avellanedae,Odontostomidae,5973672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anadara kagoshimensis,Arcidae,64928,208,Arcidae,"Lamarck, 1809",accepted,NA,Family,208,Arcidae,"Lamarck, 1809",489054,Animalia,Mollusca,Bivalvia,Arcida,NA,1,1,1,NA,NA,exact
Pictorium koperbergi,Cerithiidae,2888116,128,Cerithiidae,"J. Fleming, 1822",accepted,NA,Family,128,Cerithiidae,"J. Fleming, 1822",14769,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,NA,1,1,NA,1,NA,exact
Helisoma duryi,Planorbidae,124056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodope crucispiculata,Rhodopidae,2920928,23111,Rhodopidae,"Ihering, 1876",accepted,NA,Family,23111,Rhodopidae,"Ihering, 1876",1060136,Animalia,Mollusca,Gastropoda,NA,NA,1,0,0,0,0,exact
Rhodope veranii,Rhodopidae,2915352,23111,Rhodopidae,"Ihering, 1876",accepted,NA,Family,23111,Rhodopidae,"Ihering, 1876",1060136,Animalia,Mollusca,Gastropoda,NA,NA,1,0,0,0,0,exact
Brevipedella angulifera,Urocoptidae,5973704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allognathus grateloupi,Helicidae,5757825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candidula intersecta,Hygromiidae,1067680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unio,Unionidae,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euxinolauria paulinae,NULL,5517849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kokotschashvilia holotricha,Hygromiidae,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diodora sieboldii,Fissurellidae,2887018,111,Fissurellidae,"J. Fleming, 1822",accepted,NA,Family,111,Fissurellidae,"J. Fleming, 1822",156486,Animalia,Mollusca,Gastropoda,Lepetellida,NA,1,NA,1,NA,NA,exact
Polybrachia sp.,Siboglinidae,581643,129096,Siboglinidae,"Caullery, 1914",accepted,NA,Family,129096,Siboglinidae,"Caullery, 1914",901,Animalia,Annelida,Polychaeta,Sabellida,NA,1,0,0,0,0,exact
Emarginula alba,Fissurellidae,2886805,111,Fissurellidae,"J. Fleming, 1822",accepted,NA,Family,111,Fissurellidae,"J. Fleming, 1822",156486,Animalia,Mollusca,Gastropoda,Lepetellida,NA,1,NA,1,NA,NA,exact
Nebria,Carabidae,NULL,118092,Carabidae,"Latreille, 1802",accepted,NA,Family,118092,Carabidae,"Latreille, 1802",118085,Animalia,Arthropoda,Insecta,Coleoptera,NA,1,1,1,1,NA,exact
Polybranchia burni,Caliphyllidae,7960528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tiara,Zalmoxidae,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gyrinus pulcher,Gyrinidae,5038793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gyraulus,Planorbidae,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hiatula,Psammobiidae,NULL,237,Psammobiidae,"J. Fleming, 1828",accepted,NA,Family,237,Psammobiidae,"J. Fleming, 1828",14636,Animalia,Mollusca,Bivalvia,Cardiida,NA,1,1,NA,NA,NA,exact
Mytilus unguiculatus,Mytilidae,362065,211,Mytilidae,"Rafinesque, 1815",accepted,NA,Family,211,Mytilidae,"Rafinesque, 1815",491766,Animalia,Mollusca,Bivalvia,Mytilida,NA,1,1,1,0,0,exact
Tonicia lamellosa,Chitonidae,472461,64,Chitonidae,"Rafinesque, 1815",accepted,NA,Family,64,Chitonidae,"Rafinesque, 1815",385404,Animalia,Mollusca,Polyplacophora,Chitonida,NA,1,NA,NA,NA,NA,exact
Palaeohelicina fischeriana,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lithophaga curta,Mytilidae,7493562,211,Mytilidae,"Rafinesque, 1815",accepted,NA,Family,211,Mytilidae,"Rafinesque, 1815",491766,Animalia,Mollusca,Bivalvia,Mytilida,NA,1,1,1,0,0,exact
Syntrophia isis,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Talonostrea talonata,Ostreidae,2854748,215,Ostreidae,"Rafinesque, 1815",accepted,NA,Family,215,Ostreidae,"Rafinesque, 1815",151323,Animalia,Mollusca,Bivalvia,Ostreida,NA,1,1,NA,NA,NA,exact
Saccostrea echinata,Ostreidae,236841,215,Ostreidae,"Rafinesque, 1815",accepted,NA,Family,215,Ostreidae,"Rafinesque, 1815",151323,Animalia,Mollusca,Bivalvia,Ostreida,NA,1,1,NA,NA,NA,exact
Saccostrea,Ostreidae,NULL,215,Ostreidae,"Rafinesque, 1815",accepted,NA,Family,215,Ostreidae,"Rafinesque, 1815",151323,Animalia,Mollusca,Bivalvia,Ostreida,NA,1,1,NA,NA,NA,exact
Karnekampia sulcata,Pectinidae,829382,213,Pectinidae,"Rafinesque, 1815",accepted,NA,Family,213,Pectinidae,"Rafinesque, 1815",151320,Animalia,Mollusca,Bivalvia,Pectinida,NA,1,0,0,0,0,exact
Cochlodesma praetenue,Periplomatidae,687447,1786,Periplomatidae,"Dall, 1895",accepted,NA,Family,1786,Periplomatidae,"Dall, 1895",382318,Animalia,Mollusca,Bivalvia,NA,NA,1,NA,NA,NA,NA,exact
Pinctada chemnitzi,Pteriidae,239920,1775,Pteriidae,"Gray, 1847 (1820)",accepted,NA,Family,1775,Pteriidae,"Gray, 1847 (1820)",489069,Animalia,Mollusca,Bivalvia,Ostreida,NA,1,NA,NA,NA,NA,exact
Pteria heteroptera,Pteriidae,2851890,1775,Pteriidae,"Gray, 1847 (1820)",accepted,NA,Family,1775,Pteriidae,"Gray, 1847 (1820)",489069,Animalia,Mollusca,Bivalvia,Ostreida,NA,1,NA,NA,NA,NA,exact
Anodontoides radiatus,Unionidae,7493217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyriopsis bialata,Unionidae,6340782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Donax semiestriatus,Donacidae,496733,236,Donacidae,"J. Fleming, 1828",accepted,NA,Family,236,Donacidae,"J. Fleming, 1828",14636,Animalia,Mollusca,Bivalvia,Cardiida,NA,1,1,1,NA,NA,exact
Spisula sachalinensis,Mactridae,275663,230,Mactridae,"Lamarck, 1809",accepted,NA,Family,230,Mactridae,"Lamarck, 1809",14634,Animalia,Mollusca,Bivalvia,Venerida,NA,1,1,1,NA,NA,exact
Callista impar,Veneridae,341008,243,Veneridae,"Rafinesque, 1815",accepted,NA,Family,243,Veneridae,"Rafinesque, 1815",14638,Animalia,Mollusca,Bivalvia,Venerida,NA,1,1,NA,NA,NA,exact
Anomalocardia puella,Veneridae,103237,243,Veneridae,"Rafinesque, 1815",accepted,NA,Family,243,Veneridae,"Rafinesque, 1815",14638,Animalia,Mollusca,Bivalvia,Venerida,NA,1,1,NA,NA,NA,exact
Mendicula ferruginosa,Thyasiridae,816344,219,Thyasiridae,"Dall, 1900 (1895)",accepted,NA,Family,219,Thyasiridae,"Dall, 1900 (1895)",382298,Animalia,Mollusca,Bivalvia,Lucinida,NA,1,NA,NA,NA,NA,exact
Magallana gigas,Ostreidae,987409,215,Ostreidae,"Rafinesque, 1815",accepted,NA,Family,215,Ostreidae,"Rafinesque, 1815",151323,Animalia,Mollusca,Bivalvia,Ostreida,NA,1,1,NA,NA,NA,exact
Anadara,Arcidae,NULL,208,Arcidae,"Lamarck, 1809",accepted,NA,Family,208,Arcidae,"Lamarck, 1809",489054,Animalia,Mollusca,Bivalvia,Arcida,NA,1,1,1,NA,NA,exact
Dendostrea sandvichensis,Ostreidae,249030,215,Ostreidae,"Rafinesque, 1815",accepted,NA,Family,215,Ostreidae,"Rafinesque, 1815",151323,Animalia,Mollusca,Bivalvia,Ostreida,NA,1,1,NA,NA,NA,exact
Philonesia harmanni,Euconulidae,748552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sericata lutracana,Clausiliidae,319375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crepipatella peruviana,Calyptraeidae,20949,141,Calyptraeidae,"Lamarck, 1809",accepted,NA,Family,141,Calyptraeidae,"Lamarck, 1809",387334,Animalia,Mollusca,Gastropoda,Littorinimorpha,NA,1,NA,NA,NA,NA,exact
Placida verticilata,Limapontiidae,76794,23063,Limapontiidae,"Gray, 1847",accepted,NA,Family,23063,Limapontiidae,"Gray, 1847",411959,Animalia,Mollusca,Gastropoda,NA,NA,1,1,NA,NA,NA,exact
Nacella magellanica,Nacellidae,74365,23075,Nacellidae,"Thiele, 1891",accepted,NA,Family,23075,Nacellidae,"Thiele, 1891",156481,Animalia,Mollusca,Gastropoda,NA,NA,1,0,0,0,0,exact
Baicaliidae,Baicaliidae,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neripteron asperulatum,Neritidae,1036779,13588,Neritidae,"Rafinesque, 1815",accepted,NA,Family,13588,Neritidae,"Rafinesque, 1815",196314,Animalia,Mollusca,Gastropoda,Cycloneritida,NA,1,1,1,1,0,exact
Heliconoides inflatus,Limacinidae,433730,13704,Limacinidae,"Gray, 1840",accepted,NA,Family,13704,Limacinidae,"Gray, 1840",411902,Animalia,Mollusca,Gastropoda,Pteropoda,NA,1,0,0,0,0,exact
Diacavolinia strangulata,Cavoliniidae,2883898,23000,Cavoliniidae,"Gray, 1850 (1815)",accepted,NA,Family,23000,Cavoliniidae,"Gray, 1850 (1815)",411903,Animalia,Mollusca,Gastropoda,Pteropoda,NA,1,NA,NA,NA,NA,exact
Nassarius fraterculus,Nassariidae,5722634,151,Nassariidae,"Iredale, 1916 (1835)",accepted,NA,Family,151,Nassariidae,"Iredale, 1916 (1835)",382214,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,1,1,1,NA,0,exact
Nassarius,Nassariidae,NULL,151,Nassariidae,"Iredale, 1916 (1835)",accepted,NA,Family,151,Nassariidae,"Iredale, 1916 (1835)",382214,Animalia,Mollusca,Gastropoda,Neogastropoda,NA,1,1,1,NA,0,exact
Choanopoma gaigei,Annulariidae,542598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Astralium mactanensis,Turbinidae,525135,503,Turbinidae,"Rafinesque, 1815",accepted,NA,Family,503,Turbinidae,"Rafinesque, 1815",156489,Animalia,Mollusca,Gastropoda,Trochida,NA,1,NA,NA,NA,NA,exact
Semisalsa stagnorum,Cochliopidae,521055,411706,Cochliopidae,"Tryon, 1866",accepted,NA,Family,411706,Cochliopidae,"Tryon, 1866",722756,Animalia,Mollusca,Gastropoda,Littorinimorpha,NA,1,1,1,0,NA,exact
Heleobia aponensis,Cochliopidae,376199,411706,Cochliopidae,"Tryon, 1866",accepted,NA,Family,411706,Cochliopidae,"Tryon, 1866",722756,Animalia,Mollusca,Gastropoda,Littorinimorpha,NA,1,1,1,0,NA,exact
Navanax nyanyanus,Aglajidae,502119,22981,Aglajidae,"Pilsbry, 1895 (1847)",accepted,NA,Family,22981,Aglajidae,"Pilsbry, 1895 (1847)",196322,Animalia,Mollusca,Gastropoda,Cephalaspidea,NA,1,1,NA,NA,NA,exact
Pila,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pleuroceriidae,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Limax cinereoniger,Limacidae,559906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baeolidia salaamica,Aeolidiidae,4958479,192,Aeolidiidae,"Gray, 1827",accepted,NA,Family,192,Aeolidiidae,"Gray, 1827",189,Animalia,Mollusca,Gastropoda,Nudibranchia,NA,1,NA,NA,NA,NA,exact
Thielea helicoides,Limacinidae,433728,13704,Limacinidae,"Gray, 1840",accepted,NA,Family,13704,Limacinidae,"Gray, 1840",411902,Animalia,Mollusca,Gastropoda,Pteropoda,NA,1,0,0,0,0,exact
Gyraulus crista,Planorbidae,357722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fluviocingula resima,Iravadiidae,253578,122,Iravadiidae,"Thiele, 1928",accepted,NA,Family,122,Iravadiidae,"Thiele, 1928",722756,Animalia,Mollusca,Gastropoda,Littorinimorpha,NA,1,1,1,NA,NA,exact
Pellamora australis,Iravadiidae,336483,122,Iravadiidae,"Thiele, 1928",accepted,NA,Family,122,Iravadiidae,"Thiele, 1928",722756,Animalia,Mollusca,Gastropoda,Littorinimorpha,NA,1,1,1,NA,NA,exact
Elysia atroviridis,Plakobranchidae,66664,411960,Plakobranchidae,"Gray, 1840",accepted,NA,Family,411960,Plakobranchidae,"Gray, 1840",411959,Animalia,Mollusca,Gastropoda,NA,NA,1,NA,NA,NA,NA,exact
Pseudopeas yalaense,Subulinidae,1056520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Migaya felis,Aglajidae,2884284,22981,Aglajidae,"Pilsbry, 1895 (1847)",accepted,NA,Family,22981,Aglajidae,"Pilsbry, 1895 (1847)",196322,Animalia,Mollusca,Gastropoda,Cephalaspidea,NA,1,1,NA,NA,NA,exact
