subject_accession,subject_taxonomy_id,kingdom,phylum,class,order,family,genus,species,sp_num
CP054868,587753,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas chlororaphis,1
CP022562,76759,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas monteilii,1
CP063456,1940636,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas shirazica,1
CP111109,2986973,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,unknown genus,Comamonadaceae,1
CP008760,266265,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia xenovorans,1
HG322950,1301098,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas knackmussii,1
AM902716,94624,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella petrii,1
LT604072,1261556,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas translucens,1
CP066343,487862,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas citri,1
CP049140,46680,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas nitroreducens,1
CP011077,1134687,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella michiganensis,1
MZ758801,575,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Raoultella,Raoultella planticola,1
CP034649,56459,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas vasicola,1
CP016878,56454,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas hortorum,1
CP096138,2053930,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas prunicola,1
CP077722,33069,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas viridiflava,1
CP003778,1137651,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas citri subcitri,1
CP029484,340,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas campestris,1
CP018467,456327,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas euvesicatoria,1
CP032153,323284,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Alcaligenes,Alcaligenes aquatilis,1
CP091043,359110,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas extremaustralis,1
CP002622,996285,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Stutzerimonas,Stutzerimonas stutzeri,1
CP100553,2493633,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas hydrolytica,1
CP095766,489632,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas chengduensis,1
CP084212,47877,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas amygdali,1
CP045858,74829,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Stutzerimonas,Stutzerimonas balearica,1
CP020818,518,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella bronchiseptica,1
CP010051,2371,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xylella,Xylella fastidiosa,1
LR990741,2775159,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas hydrangeae,1
AP022013,648,Bacteria,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas caviae,1
CP030347,158836,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter hormaechei,1
CP113257,2968969,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Stutzerimonas,Stutzerimonas frequens,1
CP061513,582,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Morganella,Morganella morganii,1
DQ263318,194844,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,unknown genus,Acidobacteriaceae,3
LN555094,754483,Bacteria,Acidobacteriota,Holophagae,unknown order,unknown family,unknown genus,Holophagae,1
AJ536875,188475,Bacteria,Acidobacteriota,Holophagae,Holophagales,Holophagaceae,Holophaga,Holophaga,1
U42944,44893,unknown kingdom,unknown phylum,unknown class,unknown order,unknown family,unknown genus,soil organism,1
GU271849,211450,Bacteria,Thermodesulfobacteriota,Desulfuromonadia,Desulfuromonadales,Desulfuromonadaceae,Pelobacter,Pelobacter,1
CP046913,2571748,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia acidisoli,1
CP022423,63,Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Vitreoscilla,Vitreoscilla filiformis,1
CP014839,445709,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Pandoraea thiooxydans,1
CP002159,395494,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Gallionellaceae,Gallionella,Gallionella capsiferriformans,1
CP088297,2898431,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,unknown family,Aquabacterium,Aquabacterium,1
CP022989,2026199,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia aromaticivorans,1
CP110257,376175,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Schlegelella,Schlegelella aquatica,1
CP041745,420953,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia megapolitana,1
CP071321,2815343,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Nitrogeniibacter,Nitrogeniibacter aestuarii,1
AP022853,2715678,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Sulfuricellaceae,Sulfurimicrobium,Sulfurimicrobium lacus,1
CP024934,60548,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia graminis,1
CP075183,65656,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,Hydrogenophaga taeniospiralis,1
CP000116,292415,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Thiobacillaceae,Thiobacillus,Thiobacillus denitrificans,1
CP007031,765910,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Marichromatium,Marichromatium purpuratum,1
CP001052,398527,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia phytofirmans,1
CP033840,152500,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia dolosa,1
CP048836,2016596,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Nitrogeniibacter,Nitrogeniibacter mangrovi,1
AP014568,1458425,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Serpentinimonas,Serpentinimonas raichei,1
CP019239,1484693,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,Rhodoferax saidenbachensis,1
AP018441,2058625,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Undibacterium,Undibacterium,1
CP041732,2593958,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,unknown genus,Alcaligenaceae,1
CP035503,2509614,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,Rhodoferax sediminis,1
CP015698,1844971,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Curvibacter,Curvibacter,1
LR698996,1870985,Bacteria,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Arabiibacter,Arabiibacter massiliensis,1
FP929047,657308,Bacteria,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Gordonibacter,Gordonibacter pamelaeae,1
AC168047,7176,Eukaryota,Arthropoda,Insecta,Diptera,Culicidae,Culex,Culex quinquefasciatus,1
CP013232,158899,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Collimonas,Collimonas fungivorans,1
CP083451,379895,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas odontotermitis,1
CP029640,2211211,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia dokdonella,1
CP023406,2006110,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,Luteimonas chenhongjianii,1
JN603943,298287,Eukaryota,Euglenozoa,Euglenida,Euglenales,Euglenaceae,Monomorphina,Monomorphina pseudonordstedti,1
JN603942,298287,Eukaryota,Euglenozoa,Euglenida,Euglenales,Euglenaceae,Monomorphina,Monomorphina pseudonordstedti,2
LT629736,487184,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Halopseudomonas,Halopseudomonas xinjiangensis,1
CP019169,1904640,Bacteria,Pseudomonadota,Betaproteobacteria,unknown order,unknown family,unknown genus,Betaproteobacteria,1
AP018498,2060312,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Altererythrobacter,Altererythrobacter,1
CP019509,1938604,Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Aquaspirillum,Aquaspirillum,1
CP010415,1328314,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azotobacter,Azotobacter chroococcum,1
CP020100,1931241,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas phragmitis,1
CP114786,3016006,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Stappiaceae,Roseibium,Roseibium,1
CP072991,195913,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Loktanella,Loktanella salsilacus,1
CP024899,441209,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Rhodobaca,Rhodobaca barguzinensis,1
CP050898,648995,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium pusense,1
CP014260,358,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Agrobacterium,Agrobacterium tumefaciens,1
CP000158,228405,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomonadales,Hyphomonadaceae,Hyphomonas,Hyphomonas neptunium,1
CP019875,265960,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Komagataeibacter,Komagataeibacter nataicola,1
CP071922,2811227,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas,1
CP071399,384,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium leguminosarum,1
AP023268,373,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Agrobacterium,Agrobacterium vitis,1
CP049241,379684,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium pseudoryzae,1
CP020474,215743,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Roseovarius,Roseovarius mucosus,1
CP014689,318683,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconobacter,Gluconobacter albidus,1
CP039691,160699,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Agrobacterium,Agrobacterium larrymoorei,1
CP034086,173366,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylocystaceae,Methylocystis,Methylocystis rosea,1
CP013377,1207504,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomultivorans,1
CP029539,1590041,Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Aquitalea,Aquitalea,1
AP018823,332411,Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Aquitalea,Aquitalea magnusonii,1
MF040062,1111746,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Marinicella,Marinicella,1
MK640711,2608981,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomonas,Methylomonas rhizoryzae,1
MH938152,702114,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomonas,Methylomonas koyamae,1
CP113517,2963939,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomonas,Methylomonas rapida,1
CP073754,1173101,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomonas,Methylomonas paludis,1
NR_133783,980561,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomonas,Methylomonas lenta,1
NR_026110,39772,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomonas,Methylomonas fodinarum,1
JF733074,165433,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter,1
NR_029243,39771,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomonas,Methylomonas aurantiaca,1
NR_178594,1338687,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylicorpusculum,Methylicorpusculum oleiharenae,1
KX366045,415609,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Crenotrichaceae,Crenothrix,Crenothrix,1
KU740210,1822356,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomarinum,Methylomarinum,1
FR682101,891975,Bacteria,unknown phylum,unknown class,unknown order,unknown family,unknown genus,Siboglinum associated,1
MT371241,1654778,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methyloprofundus,Methyloprofundus,1
AB669154,1081614,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,unknown genus,type I methanotrophic,1
CP002738,857087,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomonas,Methylomonas methanica,1
EF587747,210771,Bacteria,Pseudomonadota,unknown class,unknown order,unknown family,unknown genus,methanotrophic proteobacterium,1
DQ295898,360316,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Crenotrichaceae,Crenothrix,Crenothrix polyspora,1
CP034537,200451,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas poae,1
CP014158,53408,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas citronellolis,1
CP110885,244566,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas lurida,1
CP015600,219572,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas antarctica,1
CP014546,47878,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas azotoformans,1
AP022642,319939,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas otitidis,1
CP029608,1628086,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas kribbensis,1
CP062252,2774460,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas allokribbensis,1
CP058644,515393,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yamanorum,1
HM212984,1407125,Eukaryota,Foraminifera,unknown class,Rotaliida,Elphidiidae,Cribroelphidium,Cribroelphidium albiumbilicatum,1
HM212872,45993,Eukaryota,Foraminifera,unknown class,Rotaliida,Nonionidae,Haynesina,Haynesina germanica,1
MK388709,293402,Bacteria,Thermodesulfobacteriota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,unknown genus,Desulfobulbaceae,2
MK388691,293402,Bacteria,Thermodesulfobacteriota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,unknown genus,Desulfobulbaceae,3
NR_024781,162028,Bacteria,Myxococcota,Myxococcia,Haliangiales,Kofleriaceae,Haliangium,Haliangium tepidum,1
MK784973,34032,Bacteria,Thermodesulfobacteriota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,Desulfobulbus,Desulfobulbus rhabdoformis,1
CP077076,2842355,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fakonensis,1
CP077096,485895,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas wayambapalatensis,1
CP013861,296,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fragi,1
CP012676,1788301,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas versuta,1
CP061847,2762611,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter,1
CP045701,930166,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas brassicacearum,1
CP048711,2708301,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Halieaceae,Kineobactrum,Kineobactrum salinum,1
EU361711,511134,Bacteria,Pseudomonadota,Gammaproteobacteria,unknown order,unknown family,unknown genus,SAR cluster gamma proteobacterium,1
JQ701265,351057,Bacteria,Pseudomonadota,Gammaproteobacteria,Legionellales,unknown family,unknown genus,Legionellales,1
JQ700712,702265,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Hahellaceae,unknown genus,Hahellaceae,1
JX281147,360836,Archaea,Candidatus Thermoplasmatota,Thermoplasmata,Candidatus Thermoprofundales,unknown family,unknown genus,marine group III euryarchaeote,1
JX281142,360836,Archaea,Candidatus Thermoplasmatota,Thermoplasmata,Candidatus Thermoprofundales,unknown family,unknown genus,marine group III euryarchaeote,2
AY380702,257466,Archaea,Euryarchaeota,unknown class,unknown order,unknown family,unknown genus,marine euryarchaeote,1
KJ814633,274854,Archaea,Candidatus Thermoplasmatota,Candidatus Poseidoniia,Candidatus Poseidoniales,unknown family,unknown genus,Candidatus Poseidoniales archaeon,1
KY510425,183759,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanomethylovorans,Methanomethylovorans,1
KY510414,269247,Archaea,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,Archaeoglobus,1
KY510380,269251,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanothermococcus,Methanothermococcus,1
KY510368,183762,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,Methanoculleus,1
KY510354,218298,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanococcoides,Methanococcoides,1
KY510351,218300,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanolobus,Methanolobus,1
KY510344,218300,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanolobus,Methanolobus,2
KY510333,262500,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanofollis,Methanofollis,1
KY510331,183762,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,Methanoculleus,2
KY491160,176307,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina,1
KY491143,183759,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanomethylovorans,Methanomethylovorans,2
KY491128,874427,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methermicoccaceae,Methermicoccus,Methermicoccus,1
KY491116,218300,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanolobus,Methanolobus,3
KY510426,218298,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanococcoides,Methanococcoides,2
KY510417,1035798,Archaea,Candidatus Thermoplasmatota,Thermoplasmata,Thermoplasmatales,unknown family,Thermogymnomonas,Thermogymnomonas,1
KY510386,269247,Archaea,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,Archaeoglobus,2
KY510384,176307,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina,2
KY510345,183756,Archaea,Euryarchaeota,Methanomicrobia,Methanotrichales,Methanotrichaceae,Methanothrix,Methanosaeta,1
KY510336,1936125,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosalsum,Methanosalsum,1
