subject_accession,subject_taxonomy_id,kingdom,phylum,class,order,family,genus,species,sp_num
KT336077,154336,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,Colwellia,1
KT336052,157176,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,Nitrospira,1
OQ055130,2060962,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,unknown genus,Shewanellaceae,1
NR_178396,674167,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella marinisediminis,1
NR_074924,637905,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella violacea,1
AB238792,43661,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella benthica,1
NR_042174,225849,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella piezotolerans,1
MN443612,70864,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella pealeana,1
MH929616,271098,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella halifaxensis,1
LS482990,314092,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella pneumatophori,1
KX453221,173509,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella fidelis,1
NR_151921,1642821,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella gelidii,1
OP344030,190310,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella sairae,1
ON778580,190305,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella marinintestina,1
OL685284,62322,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella baltica,1
NR_074819,425104,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella sediminis,1
GQ240898,754771,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella Aeisolate,1
NR_042994,271096,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella canadensis,1
MH929576,56813,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella gelidimarina,1
KT276389,1705903,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella sw,1
NR_181814,2864872,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella nanhaiensis,1
NR_074846,60961,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella woodyi,1
HM771244,888438,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella GutDb,1
EU346569,491570,Bacteria,unknown phylum,unknown class,unknown order,unknown family,unknown genus,marine sponge bacterium mucin,1
NR_042996,271099,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella atlantica,1
AB201782,311789,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella abyssi,1
AF170794,23,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella colwelliana,1
CP076413,2842456,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia wenshanensis,1
KM218906,1563516,Eukaryota,unknown phylum,Dinophyceae,Peridiniales,Peridiniaceae,unknown genus,Peridiniaceae,2
AF316691,148150,Bacteria,unknown phylum,unknown class,unknown order,unknown family,unknown genus,Crater Lake,1
NC_025542,163310,Viridiplantae,Streptophyta,Klebsormidiophyceae,Klebsormidiales,Klebsormidiaceae,Interfilum,Interfilum terricola,1
KM462881,163310,Viridiplantae,Streptophyta,Klebsormidiophyceae,Klebsormidiales,Klebsormidiaceae,Interfilum,Interfilum terricola,2
GU475464,34886,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Eumetopias,Eumetopias jubatus,1
AB300608,34886,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Eumetopias,Eumetopias jubatus,2
AB300607,34886,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Eumetopias,Eumetopias jubatus,3
AB300606,34886,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Eumetopias,Eumetopias jubatus,4
AB300605,34886,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Eumetopias,Eumetopias jubatus,5
AB300604,34886,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Eumetopias,Eumetopias jubatus,6
AB300603,34886,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Eumetopias,Eumetopias jubatus,7
AB300602,34886,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Eumetopias,Eumetopias jubatus,8
AB300601,34886,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Eumetopias,Eumetopias jubatus,9
NC_004030,34886,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Eumetopias,Eumetopias jubatus,10
OK046141,686441,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Zalophus,Zalophus japonicus,1
NC_058016,686441,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Zalophus,Zalophus japonicus,2
NC_008416,9704,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Zalophus,Zalophus californianus,1
OP115880,419013,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Zalophus,Zalophus wollebaeki,1
NC_062331,419013,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Zalophus,Zalophus wollebaeki,2
AM181017,9704,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Zalophus,Zalophus californianus,2
Y08525,9704,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Zalophus,Zalophus californianus,3
KT693378,29084,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,Arctocephalus forsteri,1
KT693377,29084,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,Arctocephalus forsteri,2
KT693376,29084,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,Arctocephalus forsteri,3
KT693375,29084,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,Arctocephalus forsteri,4
KT693374,29084,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,Arctocephalus forsteri,5
KT693373,29084,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,Arctocephalus forsteri,6
KT693372,29084,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,Arctocephalus forsteri,7
KT693371,29084,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,Arctocephalus forsteri,8
KT693370,29084,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,Arctocephalus forsteri,9
KT693369,29084,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,Arctocephalus forsteri,10
NC_063561,161928,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,Arctocephalus australis,1
MK616240,161928,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,Arctocephalus australis,2
GU174605,161928,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,Arctocephalus australis,3
KX388144,34888,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Phocarctos,Phocarctos hookeri,1
NC_008419,161930,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Neophoca,Neophoca cinerea,1
NC_008417,37191,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,Arctocephalus pusillus,1
AM181020,161930,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Neophoca,Neophoca cinerea,2
AM181018,37191,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,Arctocephalus pusillus,2
NC_049152,161932,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Otaria,Otaria byronia,1
BK010918,37190,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,Arctocephalus gazella,1
KX388143,34888,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Phocarctos,Phocarctos hookeri,2
NC_008418,34888,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Phocarctos,Phocarctos hookeri,3
MW257231,161932,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Otaria,Otaria byronia,2
AM181019,34888,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Phocarctos,Phocarctos hookeri,4
Y08526,37190,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,Arctocephalus gazella,2
NC_008420,161921,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,Arctocephalus townsendi,1
AM181021,161921,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,Arctocephalus townsendi,2
NC_008415,34884,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Callorhinus,Callorhinus ursinus,1
MG916809,34884,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Callorhinus,Callorhinus ursinus,2
KT901456,39090,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Phoca,Phoca largha,1
KT818831,39090,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Phoca,Phoca largha,2
NC_008431,693431,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Pusa,Pusa caspica,1
NC_008430,39090,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Phoca,Phoca largha,3
MW183359,39090,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Phoca,Phoca largha,4
GU174592,693431,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Pusa,Pusa caspica,2
GU174591,39090,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Phoca,Phoca largha,5
FJ895151,39090,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Phoca,Phoca largha,6
AM181033,693431,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Pusa,Pusa caspica,3
AM181031,39090,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Phoca,Phoca largha,7
MT410883,9720,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Phoca,Phoca vitulina,1
GU174593,9718,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Pusa,Pusa hispida,1
AM181032,9720,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Phoca,Phoca vitulina,2
NC_001325,9720,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Phoca,Phoca vitulina,3
KU963302,1908284,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Halichoerus,Halichoerus grypus grypus,1
NC_001602,9711,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Halichoerus,Halichoerus grypus,1
MT410910,9711,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Halichoerus,Halichoerus grypus,2
GU174594,9711,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Halichoerus,Halichoerus grypus,3
X72004,9711,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Halichoerus,Halichoerus grypus,4
NC_008432,9719,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Pusa,Pusa sibirica,1
NC_008433,9718,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Pusa,Pusa hispida,2
MT584129,9718,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Pusa,Pusa hispida,3
MT410955,9718,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Pusa,Pusa hispida,4
AM181036,9718,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Pusa,Pusa hispida,5
AM181035,9719,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Pusa,Pusa sibirica,2
AM181034,9719,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Pusa,Pusa sibirica,3
KP942533,39089,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Phoca,Phoca groenlandica,1
MH198019,39089,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Phoca,Phoca groenlandica,2
KP942581,39089,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Phoca,Phoca groenlandica,3
KP942580,39089,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Phoca,Phoca groenlandica,4
KP942579,39089,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Phoca,Phoca groenlandica,5
KP942578,39089,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Phoca,Phoca groenlandica,6
KP942577,39089,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Phoca,Phoca groenlandica,7
KP942576,39089,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Phoca,Phoca groenlandica,8
KP942575,39089,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Phoca,Phoca groenlandica,9
KP942574,39089,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Phoca,Phoca groenlandica,10
NC_008427,39293,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Cystophora,Cystophora cristata,1
MT874475,39293,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Cystophora,Cystophora cristata,2
MT874473,39293,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Cystophora,Cystophora cristata,3
GU174597,39293,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Cystophora,Cystophora cristata,4
AM181028,39293,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Cystophora,Cystophora cristata,5
NC_011124,9649,Eukaryota,Chordata,Mammalia,Carnivora,Ailuridae,Ailurus,Ailurus fulgens,1
OP554562,452597,Eukaryota,Chordata,Mammalia,Carnivora,Mustelidae,Aonyx,Aonyx cinereus,1
GU174599,39304,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Erignathus,Erignathus barbatus,1
AM711897,9649,Eukaryota,Chordata,Mammalia,Carnivora,Ailuridae,Ailurus,Ailurus fulgens,2
Y08511,9649,Eukaryota,Chordata,Mammalia,Carnivora,Ailuridae,Ailurus,Ailurus fulgens,3
NC_008426,39304,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Erignathus,Erignathus barbatus,2
NC_008428,39088,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Phoca,Phoca fasciata,1
MT816339,9649,Eukaryota,Chordata,Mammalia,Carnivora,Ailuridae,Ailurus,Ailurus fulgens,4
GU174598,39304,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Erignathus,Erignathus barbatus,3
GU174595,39088,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Phoca,Phoca fasciata,2
AM181029,39088,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Phoca,Phoca fasciata,3
AM181027,39304,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Erignathus,Erignathus barbatus,4
NC_008423,101849,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Lobodon,Lobodon carcinophaga,1
AM181024,101849,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Lobodon,Lobodon carcinophaga,2
AY377286,101849,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Lobodon,Lobodon carcinophaga,3
KY776502,9624,Eukaryota,Chordata,Mammalia,Carnivora,Canidae,Otocyon,Otocyon megalotis,1
NC_036369,9624,Eukaryota,Chordata,Mammalia,Carnivora,Canidae,Otocyon,Otocyon megalotis,2
MW257223,9624,Eukaryota,Chordata,Mammalia,Carnivora,Canidae,Otocyon,Otocyon megalotis,3
MW205857,30552,Eukaryota,Chordata,Mammalia,Carnivora,Mephitidae,Spilogale,Spilogale putorius,1
KX857765,37029,Eukaryota,Chordata,Mammalia,Carnivora,Felidae,Prionailurus,Prionailurus bengalensis,1
MW205891,2340998,Eukaryota,Chordata,Mammalia,Carnivora,Mephitidae,Spilogale,Spilogale interrupta,1
MW205890,2340998,Eukaryota,Chordata,Mammalia,Carnivora,Mephitidae,Spilogale,Spilogale interrupta,2
MW205889,2340998,Eukaryota,Chordata,Mammalia,Carnivora,Mephitidae,Spilogale,Spilogale interrupta,3
MW205885,2839979,Eukaryota,Chordata,Mammalia,Carnivora,Mephitidae,Spilogale,Spilogale angustifrons yucatanensis,1
MW205884,30552,Eukaryota,Chordata,Mammalia,Carnivora,Mephitidae,Spilogale,Spilogale putorius,2
MW205882,2839979,Eukaryota,Chordata,Mammalia,Carnivora,Mephitidae,Spilogale,Spilogale angustifrons yucatanensis,2
MW205874,30552,Eukaryota,Chordata,Mammalia,Carnivora,Mephitidae,Spilogale,Spilogale putorius,3
MW205873,30552,Eukaryota,Chordata,Mammalia,Carnivora,Mephitidae,Spilogale,Spilogale putorius,4
MW205872,30552,Eukaryota,Chordata,Mammalia,Carnivora,Mephitidae,Spilogale,Spilogale putorius,5
MW205871,30552,Eukaryota,Chordata,Mammalia,Carnivora,Mephitidae,Spilogale,Spilogale putorius,6
MW205858,2340998,Eukaryota,Chordata,Mammalia,Carnivora,Mephitidae,Spilogale,Spilogale interrupta,4
MW205856,2340998,Eukaryota,Chordata,Mammalia,Carnivora,Mephitidae,Spilogale,Spilogale interrupta,5
MW205855,2340998,Eukaryota,Chordata,Mammalia,Carnivora,Mephitidae,Spilogale,Spilogale interrupta,6
MW205854,2340998,Eukaryota,Chordata,Mammalia,Carnivora,Mephitidae,Spilogale,Spilogale interrupta,7
MW205852,2340998,Eukaryota,Chordata,Mammalia,Carnivora,Mephitidae,Spilogale,Spilogale interrupta,8
MW205851,2340998,Eukaryota,Chordata,Mammalia,Carnivora,Mephitidae,Spilogale,Spilogale interrupta,9
MW205850,2340998,Eukaryota,Chordata,Mammalia,Carnivora,Mephitidae,Spilogale,Spilogale interrupta,10
MW205842,30552,Eukaryota,Chordata,Mammalia,Carnivora,Mephitidae,Spilogale,Spilogale putorius,7
NC_053971,94184,Eukaryota,Chordata,Mammalia,Carnivora,Viverridae,Chrotogale,Chrotogale owstoni,1
OK561937,30551,Eukaryota,Chordata,Mammalia,Carnivora,Mephitidae,Spilogale,Spilogale gracilis,1
OK561936,30551,Eukaryota,Chordata,Mammalia,Carnivora,Mephitidae,Spilogale,Spilogale gracilis,2
MW205875,2839980,Eukaryota,Chordata,Mammalia,Carnivora,Mephitidae,Spilogale,Spilogale gracilis leucoparia,1
MW205843,2839980,Eukaryota,Chordata,Mammalia,Carnivora,Mephitidae,Spilogale,Spilogale gracilis leucoparia,2
KM224283,9685,Eukaryota,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus,1
Y08503,9685,Eukaryota,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus,2
KX786344,9685,Eukaryota,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus,3
KP202278,9683,Eukaryota,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis silvestris,1
KP202276,61378,Eukaryota,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis margarita,1
KP202275,61377,Eukaryota,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis silvestris lybica,1
NC_028310,9683,Eukaryota,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis silvestris,2
NC_028308,61378,Eukaryota,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis margarita,2
KM224284,9685,Eukaryota,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus,4
KM224282,9685,Eukaryota,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus,5
KM224281,9685,Eukaryota,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus,6
AY012149,9685,Eukaryota,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus,7
NC_001700,9685,Eukaryota,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus,8
MF871700,339609,Eukaryota,Chordata,Mammalia,Carnivora,Felidae,Smilodon,Smilodon populator,1
KP202273,458418,Eukaryota,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis silvestris bieti,1
OV277457,9662,Eukaryota,Chordata,Mammalia,Carnivora,Mustelidae,Meles,Meles meles,1
NC_053966,1096449,Eukaryota,Chordata,Mammalia,Carnivora,Herpestidae,Crossarchus,Crossarchus platycephalus,1
NC_053957,215636,Eukaryota,Chordata,Mammalia,Carnivora,Eupleridae,Galidictis,Galidictis fasciata,1
OV277463,9662,Eukaryota,Chordata,Mammalia,Carnivora,Mustelidae,Meles,Meles meles,2
NC_053960,219107,Eukaryota,Chordata,Mammalia,Carnivora,Eupleridae,Eupleres,Eupleres goudotii,1
OM649979,543559,Eukaryota,Chordata,Mammalia,Primates,Indriidae,Propithecus,Propithecus edwardsi,1
X86945,42325,Eukaryota,Chordata,Mammalia,Hyracoidea,Procaviidae,Dendrohyrax,Dendrohyrax dorsalis,1
MW592432,42325,Eukaryota,Chordata,Mammalia,Hyracoidea,Procaviidae,Dendrohyrax,Dendrohyrax dorsalis,2
NC_010301,42325,Eukaryota,Chordata,Mammalia,Hyracoidea,Procaviidae,Dendrohyrax,Dendrohyrax dorsalis,3
MW592438,2872343,Eukaryota,Chordata,Mammalia,Hyracoidea,Procaviidae,Dendrohyrax,Dendrohyrax interfluvialis,1
MW592437,2872343,Eukaryota,Chordata,Mammalia,Hyracoidea,Procaviidae,Dendrohyrax,Dendrohyrax interfluvialis,2
MW592436,2872343,Eukaryota,Chordata,Mammalia,Hyracoidea,Procaviidae,Dendrohyrax,Dendrohyrax interfluvialis,3
MW592434,42325,Eukaryota,Chordata,Mammalia,Hyracoidea,Procaviidae,Dendrohyrax,Dendrohyrax dorsalis,4
MW592428,42325,Eukaryota,Chordata,Mammalia,Hyracoidea,Procaviidae,Dendrohyrax,Dendrohyrax dorsalis,5
AM904727,42325,Eukaryota,Chordata,Mammalia,Hyracoidea,Procaviidae,Dendrohyrax,Dendrohyrax dorsalis,6
HQ652147,1026967,Eukaryota,Chordata,Mammalia,Rodentia,Spalacidae,Spalax,Spalax graecus mezosegiensis,1
NC_048476,148082,Eukaryota,Chordata,Mammalia,Chiroptera,Furipteridae,Furipterus,Furipterus horrens,1
NC_037729,2858,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia alba,1
JN378734,1079369,Eukaryota,Bacillariophyta,Bacillariophyceae,unknown order,unknown family,unknown genus,Endosymbiont,1
LC367063,72026,Bacteria,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Helcococcus,Helcococcus ovis,1
LC367062,72026,Bacteria,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Helcococcus,Helcococcus ovis,2
LC367060,72026,Bacteria,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Helcococcus,Helcococcus ovis,3
KF828883,1419612,Bacteria,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Helcococcus,Helcococcus,1
KF828867,1419611,Bacteria,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Helcococcus,Helcococcus,2
JN167606,1072508,Bacteria,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Helcococcus,cococcus,1
MH728270,1072508,Bacteria,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Helcococcus,cococcus,2
EU580519,538935,Eukaryota,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,Cymbella subturgidula,1
DQ989187,407034,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,unknown genus,Nitrospinaceae,1
EF106972,482920,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,unknown genus,marine Nitrospinaceae,1
MT175474,407034,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,unknown genus,Nitrospinaceae,2
JX530785,179109,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,Nitrospina,1
EU361112,246132,Bacteria,Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,unknown family,unknown genus,Desulfobacterales,1
DQ989189,407034,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,unknown genus,Nitrospinaceae,3
EU638910,179109,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,Nitrospina,2
LC087432,179109,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,Nitrospina,3
HM798633,246132,Bacteria,Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,unknown family,unknown genus,Desulfobacterales,2
HQ271445,273375,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Alkaliphilus,Alkaliphilus,1
CP048620,2705534,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,Candidatus Nitrohelix,Candidatus Nitrohelix vancouverensis,1
MH077089,208549,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,unknown family,unknown genus,Hyphomicrobiales,1
JN591914,648187,Bacteria,Pseudomonadota,Alphaproteobacteria,unknown order,unknown family,unknown genus,OCS cluster,1
KP988875,218023,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,unknown genus,Hyphomicrobiaceae,1
AF259638,126108,Bacteria,unknown phylum,unknown class,unknown order,unknown family,unknown genus,bacterium CtaxTah,1
EF428995,294,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fluorescens,1
MH156033,90370,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica subenterica serovar Typhi,1
MF980919,61645,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter asburiae,1
KY111029,573,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,1
KT292413,284011,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella,1
NC_044408,35684,Eukaryota,unknown phylum,Dictyochophyceae,Pedinellales,unknown family,Pseudopedinella,Pseudopedinella elastica,1
MK518353,35684,Eukaryota,unknown phylum,Dictyochophyceae,Pedinellales,unknown family,Pseudopedinella,Pseudopedinella elastica,2
LN735339,1606628,Eukaryota,unknown phylum,Dictyochophyceae,Pedinellales,unknown family,Pedinella,Pedinella,1
LN735340,1606629,Eukaryota,unknown phylum,Dictyochophyceae,Pedinellales,unknown family,Pedinella,Pedinella,2
JX291757,1141622,Eukaryota,unknown phylum,unknown class,unknown order,unknown family,unknown genus,picoeukaryote,1
AY702158,296676,Eukaryota,unknown phylum,Dictyochophyceae,Pedinellales,unknown family,Mesopedinella,Mesopedinella arctica,1
NC_044407,236787,Eukaryota,unknown phylum,Dictyochophyceae,Florenciellales,unknown family,Florenciella,Florenciella parvula,1
MK518352,236787,Eukaryota,unknown phylum,Dictyochophyceae,Florenciellales,unknown family,Florenciella,Florenciella parvula,2
