"","query","usagekey","scientificname","rank","status","matchtype","canonicalname","confidence","kingdom","phylum","order","family","genus","species","kingdomkey","phylumkey","classkey","orderkey","familykey","genuskey","specieskey","synonym","class","acceptedusagekey","note"
"6983","Leptodora kindtii",5179972,"Leptodora kindti (Focke, 1844)","species","ACCEPTED","FUZZY","Leptodora kindti",96,"Animalia","Arthropoda","Diplostraca","Leptodoridae","Leptodora","Leptodora kindti",1,54,281,545,3683,2234611,5179972,FALSE,"Branchiopoda",NA,NA
"7024","Pergamasus vagabundus",4549931,"Pergamasus vagabundus Karg, 1968","species","SYNONYM","EXACT","Pergamasus vagabundus",98,"Animalia","Arthropoda","Mesostigmata","Parasitidae","Paragamasus","Paragamasus vagabundus",1,54,NA,1109,6083,4336754,8506013,TRUE,NA,8506013,NA
"7108","Platynothrus punctatus",8528559,"Platynothrus punctatus (Koch, 1879)","species","SYNONYM","EXACT","Platynothrus punctatus",98,"Animalia","Arthropoda","Sarcoptiformes","Crotoniidae","Heminothrus","Heminothrus punctatus",1,54,NA,542,7415,2192200,2192229,TRUE,NA,2192229,NA
"7109","Epidamaeus longitarsalis",4546957,"Epidamaeus longitarsalis Hammer, 1952","species","SYNONYM","EXACT","Epidamaeus longitarsalis",98,"Animalia","Arthropoda","Sarcoptiformes","Damaeidae","Damaeus","Damaeus longitarsalis",1,54,NA,542,9712,3240921,5175244,TRUE,NA,5175244,NA
"7110","Rhysotritia ardua",4546240,"Rhysotritia ardua (Koch, 1841)","species","SYNONYM","EXACT","Rhysotritia ardua",98,"Animalia","Arthropoda","Sarcoptiformes","Euphthiracaridae","Acrotritia","Acrotritia ardua",1,54,NA,542,7425,2188619,2188648,TRUE,NA,7195309,NA
"7136","Armatoglyptes habei",5862409,"Armatoglyptes habei (Tomlinson, 1963)","species","SYNONYM","EXACT","Armatoglyptes habei",98,"Animalia","Arthropoda","Pygophora","Lithoglyptidae","Balanodytes","Balanodytes habei",1,54,203,1420,9150,4632852,8956445,TRUE,"Maxillopoda",8956445,NA
"7180","Parapenaeopsis coromandelica",2223479,"Parapenaeopsis coromandelica Alcock, 1906","species","SYNONYM","EXACT","Parapenaeopsis coromandelica",98,"Animalia","Arthropoda","Decapoda","Penaeidae","Parapenaeopsis","Parapenaeopsis stylifera",1,54,229,637,4551,2223466,2223476,TRUE,"Malacostraca",2223476,NA
"7185","Gammarus proiectus",5864279,"Gammarus proiectus Stock, Mirzajani, Vonk, Naderi & Kiabi, 1998","species","SYNONYM","EXACT","Gammarus proiectus",98,"Animalia","Arthropoda","Amphipoda","Gammaridae","Gammarus","Gammarus pretzmanni",1,54,229,1231,4434,2218440,6463563,TRUE,"Malacostraca",6463563,NA
"7206","Magellozetes antarcticus",10565421,"Magellozetes antarcticus (Michael, 1895)","species","SYNONYM","EXACT","Magellozetes antarcticus",98,"Animalia","Arthropoda","Sarcoptiformes","Ceratozetidae","Ceratozetes","Ceratozetes antarcticus",1,54,NA,542,7412,2198637,2198652,TRUE,NA,2198652,NA
"7207","Platynothrus skottsbergii",2192252,"Platynothrus Berlese, 1913","genus","DOUBTFUL","HIGHERRANK","Platynothrus",92,"Animalia","Arthropoda","Sarcoptiformes","Crotoniidae","Platynothrus",NA,1,54,NA,542,7415,2192252,NA,FALSE,NA,NA,NA
"7225","Trichosmaris",4665870,"Trichosmaris Southcott, 1963","genus","DOUBTFUL","EXACT","Trichosmaris",92,"Animalia","Arthropoda","Trombidiformes","Smarididae","Trichosmaris",NA,1,54,NA,543,2805,4665870,NA,FALSE,NA,NA,NA
"7238","Cambarus acanthura",2227376,"Cambarus acanthura Hobbs, 1981","species","SYNONYM","EXACT","Cambarus acanthura",98,"Animalia","Arthropoda","Decapoda","Cambaridae","Lacunicambarus","Lacunicambarus acanthura",1,54,229,637,4479,4649260,10291759,TRUE,"Malacostraca",10291759,NA
"7257","Nephila edulis",2149476,"Nephila edulis (Labillardière, 1799)","species","SYNONYM","EXACT","Nephila edulis",98,"Animalia","Arthropoda","Araneae","Araneidae","Trichonephila","Trichonephila edulis",1,54,NA,1496,7359,4655988,10752509,TRUE,NA,10752509,NA
"7258","Nephila fenestrata",2149467,"Nephila fenestrata Thorell, 1859","species","SYNONYM","EXACT","Nephila fenestrata",98,"Animalia","Arthropoda","Araneae","Araneidae","Trichonephila","Trichonephila fenestrata",1,54,NA,1496,7359,4655988,10685575,TRUE,NA,10685575,NA
"7259","Nephila inaurata",2149493,"Nephila inaurata (Walckenaer, 1841)","species","SYNONYM","EXACT","Nephila inaurata",98,"Animalia","Arthropoda","Araneae","Araneidae","Trichonephila","Trichonephila inaurata",1,54,NA,1496,7359,4655988,10896946,TRUE,NA,10896946,NA
"7263","Nephila plumipes",2149471,"Nephila plumipes (Latreille, 1804)","species","SYNONYM","EXACT","Nephila plumipes",98,"Animalia","Arthropoda","Araneae","Araneidae","Trichonephila","Trichonephila plumipes",1,54,NA,1496,7359,4655988,10829970,TRUE,NA,10829970,NA
"7264","Nephila senegalensis",2149482,"Nephila senegalensis (Walckenaer, 1841)","species","SYNONYM","EXACT","Nephila senegalensis",98,"Animalia","Arthropoda","Araneae","Araneidae","Trichonephila","Trichonephila senegalensis",1,54,NA,1496,7359,4655988,10711575,TRUE,NA,10711575,NA
"7304","Neonothrus humicola",6898457,"Neonothrus humicola Forsslund, 1955","species","SYNONYM","EXACT","Neonothrus humicola",98,"Animalia","Arthropoda","Sarcoptiformes","Crotoniidae","Heminothrus","Heminothrus humicola",1,54,NA,542,7415,2192200,2192224,TRUE,NA,2192224,NA
"7326","Malaconothrus mollisetosus",4546864,"Malaconothrus mollisetosus Hammer, 1952","species","SYNONYM","EXACT","Malaconothrus mollisetosus",98,"Animalia","Arthropoda","Sarcoptiformes","Malaconothridae","Malaconothrus","Malaconothrus monodactylus",1,54,NA,542,7447,2192260,2192268,TRUE,NA,2192268,NA
"7343","Eniochthonius crosbyi",6898413,"Eniochthonius crosbyi","species","DOUBTFUL","EXACT","Eniochthonius crosbyi",97,"Animalia","Arthropoda","Sarcoptiformes","Eniochthoniidae","Hypochthoniella","Eniochthonius crosbyi",1,54,NA,542,4050,2189857,6898413,FALSE,NA,NA,NA
"7387","Hexabathynella sevillaensis",2215797,"Hexabathynella Schminke, 1972","genus","ACCEPTED","HIGHERRANK","Hexabathynella",94,"Animalia","Arthropoda","Bathynellacea","Parabathynellidae","Hexabathynella",NA,1,54,229,1232,8018,2215797,NA,FALSE,"Malacostraca",NA,NA
"7399","Corycaeus affinis",2110710,"Corycaeus affinis McMurrich, 1916","species","SYNONYM","EXACT","Corycaeus affinis",98,"Animalia","Arthropoda","Cyclopoida","Corycaeidae","Ditrichocorycaeus","Ditrichocorycaeus affinis",1,54,9421786,687,5039,4324592,7952689,TRUE,"Hexanauplia",7952689,NA
"7519","Jacquinotia edwardsi",2226564,"Jacquinotia edwardsii (Jacquinot, 1853)","species","ACCEPTED","FUZZY","Jacquinotia edwardsii",96,"Animalia","Arthropoda","Decapoda","Majidae","Jacquinotia","Jacquinotia edwardsii",1,54,229,637,8147,2226563,2226564,FALSE,"Malacostraca",NA,NA
"7567","Pseudopallene constricta",8199811,"Pseudopallene constricta Arango & Brenneis, 2013","species","SYNONYM","EXACT","Pseudopallene constricta",98,"Animalia","Arthropoda","Pantopoda","Callipallenidae","Meridionale","Meridionale constricta",1,54,354,9477065,2011,7738543,7812599,TRUE,"Pycnogonida",7812599,NA
"7609","Typhlodromus exhilaratus",2186853,"Typhlodromus exhilaratus Ragusa, 1977","species","SYNONYM","EXACT","Typhlodromus exhilaratus",98,"Animalia","Arthropoda","Mesostigmata","Phytoseiidae","Typhlodromus","Typhlodromus tiliae",1,54,NA,1109,3511,2186588,2186852,TRUE,NA,2186852,NA
"7629","Lasionectes exleyi",2117170,"Lasionectes exleyi Yager & Humphreys, 1996","species","SYNONYM","EXACT","Lasionectes exleyi",98,"Animalia","Arthropoda","Nectiopoda","Kumongidae","Kumonga","Kumonga exleyi",1,54,236,869,7958044,7544331,8376328,TRUE,"Remipedia",8376328,NA
"7667","Nephilengys cruentata",2149509,"Nephilengys cruentata (Fabricius, 1775)","species","SYNONYM","EXACT","Nephilengys cruentata",98,"Animalia","Arthropoda","Araneae","Araneidae","Nephilingis","Nephilingis cruentata",1,54,NA,1496,7359,8266207,8264893,TRUE,NA,8264893,NA
"7669","Nephilengys livida",2149506,"Nephilengys L.Koch, 1872","genus","ACCEPTED","HIGHERRANK","Nephilengys",94,"Animalia","Arthropoda","Araneae","Araneidae","Nephilengys",NA,1,54,NA,1496,7359,2149506,NA,FALSE,NA,NA,NA
"7672","Nephilengys dodo",2149506,"Nephilengys L.Koch, 1872","genus","ACCEPTED","HIGHERRANK","Nephilengys",94,"Animalia","Arthropoda","Araneae","Araneidae","Nephilengys",NA,1,54,NA,1496,7359,2149506,NA,FALSE,NA,NA,NA
"7674","Nephilengys borbonica",2149508,"Nephilengys borbonica (Vinson, 1863)","species","SYNONYM","EXACT","Nephilengys borbonica",98,"Animalia","Arthropoda","Araneae","Araneidae","Nephilingis","Nephilingis borbonica",1,54,NA,1496,7359,8266207,7440953,TRUE,NA,7440953,NA
"7677","Eucyclops serrulatus",2116800,"Eucyclops serrulatus (Fischer, 1851)","species","DOUBTFUL","EXACT","Eucyclops serrulatus",97,"Animalia","Arthropoda","Cyclopoida","Cyclopidae","Eucyclops","Eucyclops serrulatus",1,54,9421786,687,4988,2116784,2116800,FALSE,"Hexanauplia",NA,NA
"7688","Moggridgea tingle",2179137,"Moggridgea tingle Main, 1991","species","SYNONYM","EXACT","Moggridgea tingle",98,"Animalia","Arthropoda","Araneae","Migidae","Bertmainius","Bertmainius tingle",1,54,NA,1496,9562,9069297,9400252,TRUE,NA,9400252,NA
"7689","Moggridgea australis",2179126,"Moggridgea australis Main, 1991","species","SYNONYM","EXACT","Moggridgea australis",98,"Animalia","Arthropoda","Araneae","Migidae","Moggridgea","Moggridgea rainbowi",1,54,NA,1496,9562,2179121,9400810,TRUE,NA,9400810,NA
"7743","Aphonopelma behlei",2153630,"Aphonopelma behlei Chamberlin, 1940","species","SYNONYM","EXACT","Aphonopelma behlei",98,"Animalia","Arthropoda","Araneae","Theraphosidae","Aphonopelma","Aphonopelma marxi",1,54,NA,1496,5650,2153559,2153625,TRUE,NA,2153625,NA
"7750","Chelonibia patula",2115661,"Chelonibia patula (Ranzani, 1818)","species","SYNONYM","EXACT","Chelonibia patula",98,"Animalia","Arthropoda","Sessilia","Chelonibiidae","Chelonibia","Chelonibia testudinaria",1,54,203,1426,9155,2115660,2115664,TRUE,"Maxillopoda",2115664,NA
"7752","Nephila turneri",2149472,"Nephila turneri Blackwall, 1833","species","SYNONYM","EXACT","Nephila turneri",98,"Animalia","Arthropoda","Araneae","Araneidae","Trichonephila","Trichonephila turneri",1,54,NA,1496,7359,4655988,10814044,TRUE,NA,10814044,NA
"7792","Austrarchaea mainae",2163598,"Austrarchaea mainae Platnick, 1991","species","SYNONYM","EXACT","Austrarchaea mainae",98,"Animalia","Arthropoda","Araneae","Archaeidae","Zephyrarchaea","Zephyrarchaea mainae",1,54,NA,1496,3397,8300689,7409110,TRUE,NA,7409110,NA
"7793","Austrarchaea robinsi",2163599,"Austrarchaea robinsi Harvey, 2002","species","SYNONYM","EXACT","Austrarchaea robinsi",98,"Animalia","Arthropoda","Araneae","Archaeidae","Zephyrarchaea","Zephyrarchaea robinsi",1,54,NA,1496,3397,8300689,8147372,TRUE,NA,8147372,NA
"7832","Caridina pseudogracilirostris",5863052,"Caridina pseudogracilirostris Thomas, V.K.Pillai & N.N.Pillai, 1976","species","SYNONYM","EXACT","Caridina pseudogracilirostris",98,"Animalia","Arthropoda","Decapoda","Atyidae","Caridina","Caridina gracilirostris",1,54,229,637,4475,2223051,5178428,TRUE,"Malacostraca",5178428,NA
"7855","Gammarus monospeliensis",4416974,"Gammarus monspeliensis Pinkster, 1972","species","ACCEPTED","FUZZY","Gammarus monspeliensis",94,"Animalia","Arthropoda","Amphipoda","Gammaridae","Gammarus","Gammarus monspeliensis",1,54,229,1231,4434,2218440,4416974,FALSE,"Malacostraca",NA,NA
"7873","Raillietiella hebitihamata",7692654,"Raillietiella hebitihamata Self & Kuntz, 1960","species","SYNONYM","EXACT","Raillietiella hebitihamata",98,"Animalia","Arthropoda","Cephalobaenida","Cephalobaenidae","Raillietiella","Raillietiella indica",1,54,203,1407,9058,2114092,7783631,TRUE,"Maxillopoda",7783631,NA
"7907","Stygophrynus",2181395,"Stygophrynus Kraepelin, 1895","genus","SYNONYM","EXACT","Stygophrynus",94,"Animalia","Arthropoda","Amblypygi","Charinidae","Catageus",NA,1,54,NA,1160,3693,2181404,NA,TRUE,NA,2181404,NA
"7925","Cyriopagopus schioedtei",2153403,"Cyriopagopus schioedtei (Thorell, 1891)","species","SYNONYM","EXACT","Cyriopagopus schioedtei",98,"Animalia","Arthropoda","Araneae","Theraphosidae","Omothymus","Omothymus schioedtei",1,54,NA,1496,5650,4656806,9442110,TRUE,NA,9442110,NA
"7959","Geogarypus nigrimanus",2124705,"Geogarypus nigrimanus (Simon, 1879)","species","SYNONYM","EXACT","Geogarypus nigrimanus",98,"Animalia","Arthropoda","Pseudoscorpiones","Geogarypidae","Geogarypus","Geogarypus minor",1,54,367,1161,7649,2124690,2124726,TRUE,"Arachnida",2124726,NA
"7990","Chthonius tetrachelatus",5167758,"Chthonius tetrachelatus (Preyssler, 1790)","species","SYNONYM","EXACT","Chthonius tetrachelatus",98,"Animalia","Arthropoda","Pseudoscorpiones","Chthoniidae","Ephippiochthonius","Ephippiochthonius tetrachelatus",1,54,367,1161,7652,4663226,9634261,TRUE,"Arachnida",9634261,NA
"8049","Torotrogla rubeculi",4665735,"Torotrogla Kethley, 1970","genus","ACCEPTED","HIGHERRANK","Torotrogla",94,"Animalia","Arthropoda","Trombidiformes","Syringophilidae","Torotrogla",NA,1,54,NA,543,3252807,4665735,NA,FALSE,NA,NA,NA
"8077","Macrotrichidae",4304480,"Macrotrichidae","family","SYNONYM","EXACT","Macrotrichidae",94,"Animalia","Arthropoda","Diplostraca","Macrothricidae",NA,NA,1,54,281,545,7641,NA,NA,TRUE,"Branchiopoda",7641,NA
"8135","Neoleptoneta devia",2179431,"Neoleptoneta devia (Gertsch, 1974)","species","SYNONYM","EXACT","Neoleptoneta devia",98,"Animalia","Arthropoda","Araneae","Leptonetidae","Tayshaneta","Tayshaneta devia",1,54,NA,1496,7377,7813151,8410324,TRUE,NA,8410324,NA
"8136","Neoleptoneta concinna",2179433,"Neoleptoneta concinna (Gertsch, 1974)","species","SYNONYM","EXACT","Neoleptoneta concinna",98,"Animalia","Arthropoda","Araneae","Leptonetidae","Tayshaneta","Tayshaneta concinna",1,54,NA,1496,7377,7813151,8075978,TRUE,NA,8075978,NA
"8137","Neoleptoneta coeca",2179421,"Neoleptoneta coeca (Chamberlin & Ivie, 1942)","species","SYNONYM","EXACT","Neoleptoneta coeca",98,"Animalia","Arthropoda","Araneae","Leptonetidae","Tayshaneta","Tayshaneta coeca",1,54,NA,1496,7377,7813151,7431960,TRUE,NA,7431960,NA
"8138","Neoleptoneta microps",2179423,"Neoleptoneta microps (Gertsch, 1974)","species","SYNONYM","EXACT","Neoleptoneta microps",98,"Animalia","Arthropoda","Araneae","Leptonetidae","Tayshaneta","Tayshaneta microps",1,54,NA,1496,7377,7813151,8207795,TRUE,NA,8207795,NA
"8140","Neoleptoneta anopica",2179447,"Neoleptoneta anopica (Gertsch, 1974)","species","SYNONYM","EXACT","Neoleptoneta anopica",98,"Animalia","Arthropoda","Araneae","Leptonetidae","Tayshaneta","Tayshaneta anopica",1,54,NA,1496,7377,7813151,7739129,TRUE,NA,7739129,NA
"8142","Neoleptoneta bullis",2179451,"Neoleptoneta bullis Cokendolpher, 2004","species","SYNONYM","EXACT","Neoleptoneta bullis",98,"Animalia","Arthropoda","Araneae","Leptonetidae","Tayshaneta","Tayshaneta bullis",1,54,NA,1496,7377,7813151,8275922,TRUE,NA,8275922,NA
"8143","Neoleptoneta paraconcinna",2179435,"Neoleptoneta paraconcinna Cokendolpher & Reddell, 2001","species","SYNONYM","EXACT","Neoleptoneta paraconcinna",98,"Animalia","Arthropoda","Araneae","Leptonetidae","Tayshaneta","Tayshaneta paraconcinna",1,54,NA,1496,7377,7813151,7925257,TRUE,NA,7925257,NA
"8151","Neoleptoneta chisosea",2179437,"Neoleptoneta chisosea (Gertsch, 1974)","species","SYNONYM","EXACT","Neoleptoneta chisosea",98,"Animalia","Arthropoda","Araneae","Leptonetidae","Chisoneta","Chisoneta chisosea",1,54,NA,1496,7377,8066656,8145326,TRUE,NA,8145326,NA
"8152","Neoleptoneta georgia",2179428,"Neoleptoneta georgia (Gertsch, 1974)","species","SYNONYM","EXACT","Neoleptoneta georgia",98,"Animalia","Arthropoda","Araneae","Leptonetidae","Ozarkia","Ozarkia georgia",1,54,NA,1496,7377,8044383,7815664,TRUE,NA,7815664,NA
"8159","Neoleptoneta alabama",2179436,"Neoleptoneta alabama (Gertsch, 1974)","species","SYNONYM","EXACT","Neoleptoneta alabama",98,"Animalia","Arthropoda","Araneae","Leptonetidae","Ozarkia","Ozarkia alabama",1,54,NA,1496,7377,8044383,8335297,TRUE,NA,8335297,NA
"8161","Neoleptoneta serena",2179429,"Neoleptoneta serena (Gertsch, 1974)","species","SYNONYM","EXACT","Neoleptoneta serena",98,"Animalia","Arthropoda","Araneae","Leptonetidae","Ozarkia","Ozarkia serena",1,54,NA,1496,7377,8044383,7506044,TRUE,NA,7506044,NA
"8178","Stylopandalus richardi",2222453,"Stylopandalus richardi (Coutière, 1905)","species","SYNONYM","EXACT","Stylopandalus richardi",98,"Animalia","Arthropoda","Decapoda","Pandalidae","Plesionika","Plesionika richardi",1,54,229,637,8658,2222381,4309680,TRUE,"Malacostraca",4309680,NA
"8249","Cytherissa sinistrodentata",1029517,"Cytherissa G.O.Sars, 1925","genus","ACCEPTED","HIGHERRANK","Cytherissa",94,"Animalia","Arthropoda","Podocopida","Cytherideidae","Cytherissa",NA,1,54,353,1438,9261,1029517,NA,FALSE,"Ostracoda",NA,NA
"8251","Cytherissa sernovi",1029517,"Cytherissa G.O.Sars, 1925","genus","ACCEPTED","HIGHERRANK","Cytherissa",94,"Animalia","Arthropoda","Podocopida","Cytherideidae","Cytherissa",NA,1,54,353,1438,9261,1029517,NA,FALSE,"Ostracoda",NA,NA
"8252","Cytherissa crepera",1029517,"Cytherissa G.O.Sars, 1925","genus","ACCEPTED","HIGHERRANK","Cytherissa",94,"Animalia","Arthropoda","Podocopida","Cytherideidae","Cytherissa",NA,1,54,353,1438,9261,1029517,NA,FALSE,"Ostracoda",NA,NA
"8253","Cytherissa tuberculata",1029517,"Cytherissa G.O.Sars, 1925","genus","ACCEPTED","HIGHERRANK","Cytherissa",94,"Animalia","Arthropoda","Podocopida","Cytherideidae","Cytherissa",NA,1,54,353,1438,9261,1029517,NA,FALSE,"Ostracoda",NA,NA
"8255","Cytherissa plena",1029517,"Cytherissa G.O.Sars, 1925","genus","ACCEPTED","HIGHERRANK","Cytherissa",94,"Animalia","Arthropoda","Podocopida","Cytherideidae","Cytherissa",NA,1,54,353,1438,9261,1029517,NA,FALSE,"Ostracoda",NA,NA
"8256","Cytherissa pusilla",1029517,"Cytherissa G.O.Sars, 1925","genus","ACCEPTED","HIGHERRANK","Cytherissa",94,"Animalia","Arthropoda","Podocopida","Cytherideidae","Cytherissa",NA,1,54,353,1438,9261,1029517,NA,FALSE,"Ostracoda",NA,NA
"8260","Cytherissa parva",1029517,"Cytherissa G.O.Sars, 1925","genus","ACCEPTED","HIGHERRANK","Cytherissa",94,"Animalia","Arthropoda","Podocopida","Cytherideidae","Cytherissa",NA,1,54,353,1438,9261,1029517,NA,FALSE,"Ostracoda",NA,NA
"8261","Cytherissa donquixotei",1029517,"Cytherissa G.O.Sars, 1925","genus","ACCEPTED","HIGHERRANK","Cytherissa",94,"Animalia","Arthropoda","Podocopida","Cytherideidae","Cytherissa",NA,1,54,353,1438,9261,1029517,NA,FALSE,"Ostracoda",NA,NA
"8262","Cytherissa cytheriformis",1029517,"Cytherissa G.O.Sars, 1925","genus","ACCEPTED","HIGHERRANK","Cytherissa",94,"Animalia","Arthropoda","Podocopida","Cytherideidae","Cytherissa",NA,1,54,353,1438,9261,1029517,NA,FALSE,"Ostracoda",NA,NA
"8263","Cytherissa parallela",1029517,"Cytherissa G.O.Sars, 1925","genus","ACCEPTED","HIGHERRANK","Cytherissa",94,"Animalia","Arthropoda","Podocopida","Cytherideidae","Cytherissa",NA,1,54,353,1438,9261,1029517,NA,FALSE,"Ostracoda",NA,NA
"8264","Cytherissa lata",1029517,"Cytherissa G.O.Sars, 1925","genus","ACCEPTED","HIGHERRANK","Cytherissa",94,"Animalia","Arthropoda","Podocopida","Cytherideidae","Cytherissa",NA,1,54,353,1438,9261,1029517,NA,FALSE,"Ostracoda",NA,NA
"8265","Cytherissa verrucosa",1029517,"Cytherissa G.O.Sars, 1925","genus","ACCEPTED","HIGHERRANK","Cytherissa",94,"Animalia","Arthropoda","Podocopida","Cytherideidae","Cytherissa",NA,1,54,353,1438,9261,1029517,NA,FALSE,"Ostracoda",NA,NA
"8266","Cytherissa triangulata",1029517,"Cytherissa G.O.Sars, 1925","genus","ACCEPTED","HIGHERRANK","Cytherissa",94,"Animalia","Arthropoda","Podocopida","Cytherideidae","Cytherissa",NA,1,54,353,1438,9261,1029517,NA,FALSE,"Ostracoda",NA,NA
"8267","Cytherissa pterygota",1029517,"Cytherissa G.O.Sars, 1925","genus","ACCEPTED","HIGHERRANK","Cytherissa",94,"Animalia","Arthropoda","Podocopida","Cytherideidae","Cytherissa",NA,1,54,353,1438,9261,1029517,NA,FALSE,"Ostracoda",NA,NA
"8268","Cytherissa golyschkinae",1029517,"Cytherissa G.O.Sars, 1925","genus","ACCEPTED","HIGHERRANK","Cytherissa",94,"Animalia","Arthropoda","Podocopida","Cytherideidae","Cytherissa",NA,1,54,353,1438,9261,1029517,NA,FALSE,"Ostracoda",NA,NA
"8269","Cytherissa truncata",1029517,"Cytherissa G.O.Sars, 1925","genus","ACCEPTED","HIGHERRANK","Cytherissa",94,"Animalia","Arthropoda","Podocopida","Cytherideidae","Cytherissa",NA,1,54,353,1438,9261,1029517,NA,FALSE,"Ostracoda",NA,NA
"8270","Romecytheridea ampla",4808329,"Romecytheridea Wouters, 1988","genus","DOUBTFUL","HIGHERRANK","Romecytheridea",92,"Animalia","Arthropoda","Podocopida","Cytherideidae","Romecytheridea",NA,1,54,353,1438,9261,4808329,NA,FALSE,"Ostracoda",NA,NA
"8271","Tanganyikacythere burtonensis",4808919,"Tanganyikacythere Ducasse & Carbonel, 1993","genus","DOUBTFUL","HIGHERRANK","Tanganyikacythere",92,"Animalia","Arthropoda","Podocopida","Cytherideidae","Tanganyikacythere",NA,1,54,353,1438,9261,4808919,NA,FALSE,"Ostracoda",NA,NA
"8272","Romecytheridea longior",4808329,"Romecytheridea Wouters, 1988","genus","DOUBTFUL","HIGHERRANK","Romecytheridea",92,"Animalia","Arthropoda","Podocopida","Cytherideidae","Romecytheridea",NA,1,54,353,1438,9261,4808329,NA,FALSE,"Ostracoda",NA,NA
"8273","Kavalacythereis braconensis",4808155,"Kavalacythereis Wouters, 1979","genus","DOUBTFUL","HIGHERRANK","Kavalacythereis",92,"Animalia","Arthropoda","Podocopida","Cytherideidae","Kavalacythereis",NA,1,54,353,1438,9261,4808155,NA,FALSE,"Ostracoda",NA,NA
"8274","Romecytheridea tenuisculpta",4808329,"Romecytheridea Wouters, 1988","genus","DOUBTFUL","HIGHERRANK","Romecytheridea",92,"Animalia","Arthropoda","Podocopida","Cytherideidae","Romecytheridea",NA,1,54,353,1438,9261,4808329,NA,FALSE,"Ostracoda",NA,NA
"8275","Tanganyikacythere caljoni",4808919,"Tanganyikacythere Ducasse & Carbonel, 1993","genus","DOUBTFUL","HIGHERRANK","Tanganyikacythere",92,"Animalia","Arthropoda","Podocopida","Cytherideidae","Tanganyikacythere",NA,1,54,353,1438,9261,4808919,NA,FALSE,"Ostracoda",NA,NA
"8293","Leptoneta coreana",5173737,"Leptoneta coreana Paik & Namkung, 1969","species","SYNONYM","EXACT","Leptoneta coreana",98,"Animalia","Arthropoda","Araneae","Leptonetidae","Falcileptoneta","Falcileptoneta coreana",1,54,NA,1496,7377,2179383,9236510,TRUE,NA,9236510,NA
"8294","Leptoneta hwanseonensis",5173670,"Leptoneta hwanseonensis Namkung, 1987","species","SYNONYM","EXACT","Leptoneta hwanseonensis",98,"Animalia","Arthropoda","Araneae","Leptonetidae","Falcileptoneta","Falcileptoneta hwanseonensis",1,54,NA,1496,7377,2179383,9378502,TRUE,NA,9378502,NA
"8310","Dolichocybaeus whanseunensis",2179099,"Dolichocybaeus","genus","DOUBTFUL","HIGHERRANK","Dolichocybaeus",92,"Animalia","Arthropoda","Araneae","Cybaeidae","Dolichocybaeus",NA,1,54,NA,1496,3404,2179099,NA,FALSE,NA,NA,NA
"8323","Kimberleybathynella",4649572,"Kimberleybathynella Cho, Park & Humphreys, 2005","genus","DOUBTFUL","EXACT","Kimberleybathynella",92,"Animalia","Arthropoda","Bathynellacea","Parabathynellidae","Kimberleybathynella",NA,1,54,229,1232,8018,4649572,NA,FALSE,"Malacostraca",NA,NA
"8325","Octobathynella peelensis",6927331,"Octobathynella Camacho & Hancock, 2010","genus","DOUBTFUL","HIGHERRANK","Octobathynella",92,"Animalia","Arthropoda","Bathynellacea","Parabathynellidae","Octobathynella",NA,1,54,229,1232,8018,6927331,NA,FALSE,"Malacostraca",NA,NA
"8332","Brevisomabathynella uramurdahensis",4649569,"Brevisomabathynella Cho, Park & Ranga Reddy, 2006","genus","ACCEPTED","HIGHERRANK","Brevisomabathynella",94,"Animalia","Arthropoda","Bathynellacea","Parabathynellidae","Brevisomabathynella",NA,1,54,229,1232,8018,4649569,NA,FALSE,"Malacostraca",NA,NA
"8344","Robertsicus elaphensis",11071064,"Robertsicus elaphensis (Price, 1959)","species","SYNONYM","EXACT","Robertsicus elaphensis",98,"Animalia","Arthropoda","Ixodida","Ixodidae","Amblyomma","Amblyomma elaphense",1,54,NA,1425,9167,7967293,2183964,TRUE,NA,2183964,NA
"8366","Nihonotrypaea thermophila",6127438,"Nihonotrypaea thermophila Lin, Komai & Chan, 2007","species","SYNONYM","EXACT","Nihonotrypaea thermophila",98,"Animalia","Arthropoda","Decapoda","Callianassidae","Neotrypaea","Neotrypaea thermophila",1,54,229,637,4477,2222876,10773956,TRUE,"Malacostraca",10773956,NA
"8389","Trichouropoda fallax",4407722,"Trichouropoda Berlese, 1916","genus","ACCEPTED","HIGHERRANK","Trichouropoda",94,"Animalia","Arthropoda","Mesostigmata","Trematuridae","Trichouropoda",NA,1,54,NA,1109,4549620,4407722,NA,FALSE,NA,NA,NA
"8390","Trichouropoda hirsuta",4407722,"Trichouropoda Berlese, 1916","genus","ACCEPTED","HIGHERRANK","Trichouropoda",94,"Animalia","Arthropoda","Mesostigmata","Trematuridae","Trichouropoda",NA,1,54,NA,1109,4549620,4407722,NA,FALSE,NA,NA,NA
"8401","Uroobovella dryocoetis",9853434,"Uroobovella dryocoetes","species","ACCEPTED","FUZZY","Uroobovella dryocoetes",94,"Animalia","Arthropoda","Mesostigmata","Urodinychidae","Uroobovella","Uroobovella dryocoetes",1,54,NA,1109,4549415,4406409,9853434,FALSE,NA,NA,NA
"8444","Munida rutllanti",4310975,"Munida rutllanti Zariquiey Álvarez, 1952","species","SYNONYM","EXACT","Munida rutllanti",98,"Animalia","Arthropoda","Decapoda","Munididae","Munida","Munida speciosa",1,54,229,637,4648341,2222591,4310933,TRUE,"Malacostraca",4310933,NA
