accession,found_taxa,common_name,rank,taxa_verbatim,taxonomy_search,hybrid,worms_sciname,worms_aphiaid,original_aphiaid,status,unacceptreason,valid_authority,kingdom,phylum,class,order,family,genus,freshwater_only,terrestrial_only,n_dups
MG255113,Lutjanus quinquelineatus,NA,species,Lutjanus quinquelineatus,Lutjanus quinquelineatus,NA,Lutjanus quinquelineatus,218497,218497,accepted,NA,"(Bloch, 1790)",Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Lutjanidae,Lutjanus,0,0,1
MG255110,Lutjanus lemniscatus,NA,species,Lutjanus lemniscatus,Lutjanus lemniscatus,NA,Lutjanus lemniscatus,218485,218485,accepted,NA,"(Valenciennes, 1828)",Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Lutjanidae,Lutjanus,0,0,1
MG255108,Lutjanus fulvus,NA,species,Lutjanus fulvus,Lutjanus fulvus,NA,Lutjanus fulvus,218475,218475,accepted,NA,"(Forster, 1801)",Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Lutjanidae,Lutjanus,0,0,1
KY008569,Cynoglossus joyneri,NA,species,Cynoglossus joyneri,Cynoglossus joyneri,NA,Cynoglossus joyneri,274205,274205,accepted,NA,"Günther, 1878",Animalia,Chordata,Teleostei,Pleuronectiformes,Cynoglossidae,Cynoglossus,0,0,1
MF539659,Ophisurus macrorhynchos,NA,species,Ophisurus macrorhynchos,Ophisurus macrorhynchos,NA,Ophisurus macrorhynchos,271992,271992,accepted,NA,"Bleeker, 1853",Animalia,Chordata,Teleostei,Anguilliformes,Ophichthidae,Ophisurus,0,0,1
MF539656,Gnathophis heterognathos,NA,species,Gnathophis heterognathos,Gnathophis heterognathos,NA,Gnathophis heterognathos,271757,271757,accepted,NA,"(Bleeker, 1858)",Animalia,Chordata,Teleostei,Anguilliformes,Congridae,Gnathophis,0,0,1
MF539654,Gnathophis heterognathos,NA,species,Gnathophis heterognathos,Gnathophis heterognathos,NA,Gnathophis heterognathos,271757,271757,accepted,NA,"(Bleeker, 1858)",Animalia,Chordata,Teleostei,Anguilliformes,Congridae,Gnathophis,0,0,1
MF539646,Echelus uropterus,NA,species,Echelus uropterus,Echelus uropterus,NA,Echelus uropterus,271936,271936,accepted,NA,"(Temminck & Schlegel, 1846)",Animalia,Chordata,Teleostei,Anguilliformes,Ophichthidae,Echelus,0,0,1
MF539643,Echelus uropterus,NA,species,Echelus uropterus,Echelus uropterus,NA,Echelus uropterus,271936,271936,accepted,NA,"(Temminck & Schlegel, 1846)",Animalia,Chordata,Teleostei,Anguilliformes,Ophichthidae,Echelus,0,0,1
MF539641,Ariosoma meeki,NA,species,Ariosoma meeki,Ariosoma meeki,NA,Ariosoma meeki,271726,271726,accepted,NA,"(Jordan & Snyder, 1900)",Animalia,Chordata,Teleostei,Anguilliformes,Congridae,Ariosoma,0,0,1
MF539640,Ariosoma majus,NA,species,Ariosoma major,Ariosoma major,NA,Ariosoma majus,1524875,271724,unaccepted,NA,"(Asano, 1958)",Animalia,Chordata,Teleostei,Anguilliformes,Congridae,Ariosoma,0,0,1
MF927498,Sicydium salvini,NA,species,Sicydium salvini,Sicydium salvini,NA,Sicydium salvini,282781,282781,accepted,NA,"Ogilvie-Grant, 1884",Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Sicydium,0,0,1
MF927493,Gobiomorus dormitor,NA,species,Gobiomorus dormitor,Gobiomorus dormitor,NA,Gobiomorus dormitor,280896,280896,accepted,NA,"Lacepède, 1800",Animalia,Chordata,Teleostei,Gobiiformes,Eleotridae,Gobiomorus,0,0,1
MF927489,Awaous banana,NA,species,Awaous banana,Awaous banana,NA,Awaous banana,277417,277417,accepted,NA,"(Valenciennes, 1837)",Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Awaous,0,0,1
KM435146,Piaractus,NA,genus,Piaractus sp. HC-2014,Piaractus,NA,Piaractus,270405,270405,accepted,NA,"Eigenmann, 1903",Animalia,Chordata,Teleostei,Characiformes,Serrasalmidae,Piaractus,1,0,1
MF459673,Gymnocypris chui,NA,species,Gymnocypris chui,Gymnocypris chui,NA,Gymnocypris chui,1013512,1013512,accepted,NA,"Tchang, Yueh & Hwang, 1964",Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Gymnocypris,1,0,1
MF489951,Neoceratodus forsteri,NA,species,Neoceratodus forsteri,Neoceratodus forsteri,NA,Neoceratodus forsteri,1421405,1421405,accepted,NA,"(Krefft, 1870)",Animalia,Chordata,Dipneusti,Ceratodontiformes,Neoceratodontidae,Neoceratodus,1,0,1
MF083700,Johnius trewavasae,NA,species,Johnius trewavasae,Johnius trewavasae,NA,Johnius trewavasae,276125,276125,accepted,NA,"Sasaki, 1992",Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sciaenidae,Johnius,0,0,1
MF083699,Johnius distinctus,NA,species,Johnius distinctus,Johnius distinctus,NA,Johnius distinctus,276105,276105,accepted,NA,"(Tanaka, 1916)",Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sciaenidae,Johnius,0,0,1
MF083698,Johnius amblycephalus,NA,species,Johnius amblycephalus,Johnius amblycephalus,NA,Johnius amblycephalus,218638,218638,accepted,NA,"(Bleeker, 1855)",Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sciaenidae,Johnius,0,0,1
KT809508,Clarias gariepinus,NA,species,Clarias gariepinus,Clarias gariepinus,NA,Clarias gariepinus,888192,888192,accepted,NA,"(Burchell, 1822)",Animalia,Chordata,Teleostei,Siluriformes,Clariidae,Clarias,1,0,1
KM066005,Ancistrus,NA,genus,Ancistrus sp. VRP-2014,Ancistrus,NA,Ancistrus,268313,268313,accepted,NA,"Kner, 1854",Animalia,Chordata,Teleostei,Siluriformes,Loricariidae,Ancistrus,1,0,1
MF370204,Anabarilius grahami,NA,species,Anabarilius grahami,Anabarilius grahami,NA,Anabarilius grahami,1018181,1018181,accepted,NA,"(Regan, 1908)",Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Anabarilius,1,0,1
KX781320,Carassius carassius,NA,species,Carassius carassius,Carassius carassius,NA,Carassius carassius,154297,154297,accepted,NA,"(Linnaeus, 1758)",Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Carassius,0,0,1
KU886061,Systomus sarana,NA,species,Systomus sarana,Systomus sarana,NA,Systomus sarana,321753,321753,accepted,NA,"(Hamilton, 1822)",Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Systomus,0,0,1
KX087182,Rineloricaria lanceolata,NA,species,Rineloricaria cf. lanceolata TEP-2017,Rineloricaria lanceolata,NA,Rineloricaria lanceolata,1020724,1020724,accepted,NA,"(Günther, 1868)",Animalia,Chordata,Teleostei,Siluriformes,Loricariidae,Rineloricaria,1,0,1
KX087181,Pterygoplichthys,NA,genus,Pterygoplichthys sp. TEP-2017,Pterygoplichthys,NA,Pterygoplichthys,270654,270654,accepted,NA,"Gill, 1858",Animalia,Chordata,Teleostei,Siluriformes,Loricariidae,Pterygoplichthys,1,0,1
KX087180,Peckoltia furcata,NA,species,Peckoltia furcata,Peckoltia furcata,NA,Peckoltia furcata,1525223,1525223,accepted,NA,"(Fowler, 1940)",Animalia,Chordata,Teleostei,Siluriformes,Loricariidae,Peckoltia,1,0,1
KX087179,Parotocinclus maculicauda,NA,species,Parotocinclus maculicauda,Parotocinclus maculicauda,NA,Parotocinclus maculicauda,1014313,1014313,accepted,NA,"(Steindachner, 1877)",Animalia,Chordata,Teleostei,Siluriformes,Loricariidae,Parotocinclus,1,0,1
KX087178,Pareiorhaphis garbei,NA,species,Pareiorhaphis garbei,Pareiorhaphis garbei,NA,Pareiorhaphis garbei,1017743,1017743,accepted,NA,"(Ihering, 1911)",Animalia,Chordata,Teleostei,Siluriformes,Loricariidae,Pareiorhaphis,1,0,1
KX087177,Panaqolus,NA,genus,Panaqolus sp. TEP-2017,Panaqolus,NA,Panaqolus,826732,826732,accepted,NA,"Isbrücker & Schraml, 2001",Animalia,Chordata,Teleostei,Siluriformes,Loricariidae,Panaqolus,1,0,1
KX087176,Otocinclus hoppei,NA,species,Otocinclus cf. hoppei TEP-2017,Otocinclus hoppei,NA,Otocinclus hoppei,1014897,1014897,accepted,NA,"Miranda Ribeiro, 1939",Animalia,Chordata,Teleostei,Siluriformes,Loricariidae,Otocinclus,1,0,1
KX087175,Neoplecostomus microps,NA,species,Neoplecostomus microps,Neoplecostomus microps,NA,Neoplecostomus microps,1422766,1422766,accepted,NA,"(Steindachner, 1877)",Animalia,Chordata,Teleostei,Siluriformes,Loricariidae,Neoplecostomus,1,0,1
KX087174,Loricaria cataphracta,NA,species,Loricaria cataphracta,Loricaria cataphracta,NA,Loricaria cataphracta,1021122,1021122,accepted,NA,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Siluriformes,Loricariidae,Loricaria,1,0,1
KX087172,NA,NA,NA,Neoplecostomini gen. n. sp. n. TEP-2017,Neoplecostomini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
KX087168,Dekeyseria amazonica,NA,species,Dekeyseria amazonica,Dekeyseria amazonica,NA,Dekeyseria amazonica,1011922,1011922,accepted,NA,"Rapp Py-Daniel, 1985",Animalia,Chordata,Teleostei,Siluriformes,Loricariidae,Dekeyseria,1,0,1
KX087167,Baryancistrus xanthellus,NA,species,Baryancistrus xanthellus,Baryancistrus xanthellus,NA,Baryancistrus xanthellus,1007843,1007843,accepted,NA,"Rapp Py-Daniel, Zuanon & Ribeiro de Oliveira, 2011",Animalia,Chordata,Teleostei,Siluriformes,Loricariidae,Baryancistrus,1,0,1
KX087166,Ancistomus snethlageae,NA,species,Ancistomus snethlageae,Ancistomus snethlageae,NA,Ancistomus snethlageae,1526017,1526017,accepted,NA,"(Steindachner, 1911)",Animalia,Chordata,Teleostei,Siluriformes,Loricariidae,Ancistomus,1,0,1
KT175514,Poecilia formosa,NA,species,Poecilia formosa,Poecilia formosa,NA,Poecilia formosa,275347,275347,accepted,NA,"(Girard, 1859)",Animalia,Chordata,Teleostei,Cyprinodontiformes,Poeciliidae,Poecilia,0,0,1
KM212178,Triplophysa tibetana,NA,species,Triplophysa tibetana,Triplophysa tibetana,NA,Triplophysa tibetana,1018516,1018516,accepted,NA,"(Regan, 1905)",Animalia,Chordata,Teleostei,Cypriniformes,Nemacheilidae,Triplophysa,1,0,1
KY014104,Crenichthys baileyi,NA,species,Crenichthys baileyi,Crenichthys baileyi,NA,Crenichthys baileyi,1019472,1019472,accepted,NA,"(Gilbert, 1893)",Animalia,Chordata,Teleostei,Cyprinodontiformes,Goodeidae,Crenichthys,1,0,1
KY014103,Empetrichthys latos,NA,species,Empetrichthys latos,Empetrichthys latos,NA,Empetrichthys latos,1014289,1014289,accepted,NA,"Miller, 1948",Animalia,Chordata,Teleostei,Cyprinodontiformes,Goodeidae,Empetrichthys,1,0,1
KU360510,Thryssa kammalensis,NA,species,Thryssa kammalensis,Thryssa kammalensis,NA,Thryssa kammalensis,275556,275556,accepted,NA,"(Bleeker, 1849)",Animalia,Chordata,Teleostei,Clupeiformes,Engraulidae,Thryssa,0,0,1
AP017949,Amblygaster sirm,NA,species,Amblygaster sirm,Amblygaster sirm,NA,Amblygaster sirm,217439,217439,accepted,NA,"(Walbaum, 1792)",Animalia,Chordata,Teleostei,Clupeiformes,Dorosomatidae,Amblygaster,0,0,1
AP017947,Dussumieria elopsoides,NA,species,Dussumieria elopsoides,Dussumieria elopsoides,NA,Dussumieria elopsoides,212259,212259,accepted,NA,"Bleeker, 1849",Animalia,Chordata,Teleostei,Clupeiformes,Dussumieriidae,Dussumieria,0,0,1
KX087173,Hisonotus thayeri,NA,species,Hisonotus thayeri,Hisonotus thayeri,NA,Hisonotus thayeri,1385003,1385003,accepted,NA,"Martins & Langeani, 2016",Animalia,Chordata,Teleostei,Siluriformes,Loricariidae,Hisonotus,1,0,1
KT239007,Corydoras schwartzi,NA,species,Corydoras schwartzi,Corydoras schwartzi,NA,Corydoras schwartzi,1013604,1013604,accepted,NA,"Rössel, 1963",Animalia,Chordata,Teleostei,Siluriformes,Callichthyidae,Corydoras,1,0,1
KT239019,NA,NA,NA,Aphanotorulus emarginatus,Aphanotorulus emarginatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
KT239018,Loricariichthys platymetopon,NA,species,Loricariichthys platymetopon,Loricariichthys platymetopon,NA,Loricariichthys platymetopon,1012474,1012474,accepted,NA,"Isbrücker & Nijssen, 1979",Animalia,Chordata,Teleostei,Siluriformes,Loricariidae,Loricariichthys,1,0,1
KT239017,Schizolecis guentheri,NA,species,Schizolecis guntheri,Schizolecis guntheri,NA,Schizolecis guentheri,1605329,1014048,unaccepted,NA,"(Miranda Ribeiro, 1918)",Animalia,Chordata,Teleostei,Siluriformes,Loricariidae,Schizolecis,1,0,1
KT239015,Loricariichthys castaneus,NA,species,Loricariichthys castaneus,Loricariichthys castaneus,NA,Loricariichthys castaneus,1019986,1019986,accepted,NA,"(Castelnau, 1855)",Animalia,Chordata,Teleostei,Siluriformes,Loricariidae,Loricariichthys,1,0,1
KT239014,Kronichthys heylandi,NA,species,Kronichthys heylandi,Kronichthys heylandi,NA,Kronichthys heylandi,1468633,1468633,accepted,NA,"(Boulenger, 1900)",Animalia,Chordata,Teleostei,Siluriformes,Loricariidae,Kronichthys,1,0,1
KT239013,Hypostomus affinis,NA,species,Hypostomus affinis,Hypostomus affinis,NA,Hypostomus affinis,1422382,1422382,accepted,NA,"(Steindachner, 1877)",Animalia,Chordata,Teleostei,Siluriformes,Loricariidae,Hypostomus,1,0,1
KT239011,Hemipsilichthys nimius,NA,species,Hemipsilichthys nimius,Hemipsilichthys nimius,NA,Hemipsilichthys nimius,1384292,1384292,accepted,NA,"Pereira, Reis, Souza & Lazzarotto, 2003",Animalia,Chordata,Teleostei,Siluriformes,Loricariidae,Hemipsilichthys,1,0,1
KT239006,Ancistrus multispinis,NA,species,Ancistrus multispinis,Ancistrus multispinis,NA,Ancistrus multispinis,1015181,1015181,accepted,NA,"(Regan, 1912)",Animalia,Chordata,Teleostei,Siluriformes,Loricariidae,Ancistrus,1,0,1
KY815346,Thalassoma hardwicke,NA,species,Thalassoma hardwicke,Thalassoma hardwicke,NA,Thalassoma hardwicke,212217,212217,accepted,NA,"(Bennett, 1830)",Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Thalassoma,0,0,1
KX156765,Liparis agassizii,NA,species,Liparis agassizii,Liparis agassizii,NA,Liparis agassizii,274499,274499,accepted,NA,"Putnam, 1874",Animalia,Chordata,Teleostei,Perciformes,Liparidae,Liparis,0,0,1
KU373073,Cyprinus multitaeniatus,NA,species,Cyprinus multitaeniata,Cyprinus multitaeniata,NA,Cyprinus multitaeniatus,1015179,1621933,misspelling,NA,"Pellegrin & Chevey, 1936",Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Cyprinus,1,0,1
KY131976,Acrossocheilus beijiangensis,NA,species,Acrossocheilus beijiangensis,Acrossocheilus beijiangensis,NA,Acrossocheilus beijiangensis,279499,279499,accepted,NA,"Wu & Lin, 1977",Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Acrossocheilus,0,0,1
AP006034,Thunnus thynnus,NA,species,Thunnus thynnus,Thunnus thynnus,NA,Thunnus thynnus,127029,127029,accepted,NA,"(Linnaeus, 1758)",Animalia,Chordata,Teleostei,Scombriformes,Scombridae,Thunnus,0,0,1
AP005994,Etheostoma zonale,NA,species,Etheostoma zonale,Etheostoma zonale,NA,Etheostoma zonale,1044798,1044798,accepted,NA,"(Cope, 1868)",Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,1,0,1
KY078216,Thymallus grubii,NA,species,Thymallus grubii,Thymallus grubii,NA,Thymallus grubii,293751,293751,accepted,NA,"Dybowski, 1869",Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Thymallus,1,0,1
KY094969,Acrossocheilus kreyenbergii,NA,species,Acrossocheilus kreyenbergii,Acrossocheilus kreyenbergii,NA,Acrossocheilus kreyenbergii,1018165,1018165,accepted,NA,"(Regan, 1908)",Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Acrossocheilus,1,0,1
KY081398,Brachysomophis crocodilinus,NA,species,Brachysomophis crocodilinus,Brachysomophis crocodilinus,NA,Brachysomophis crocodilinus,217560,217560,accepted,NA,"(Bennett, 1833)",Animalia,Chordata,Teleostei,Anguilliformes,Ophichthidae,Brachysomophis,0,0,1
KU244265,Zebrasoma xanthurum,NA,species,Zebrasoma xanthurum,Zebrasoma xanthurum,NA,Zebrasoma xanthurum,219681,219681,accepted,NA,"(Blyth, 1852)",Animalia,Chordata,Teleostei,Acanthuriformes,Acanthuridae,Zebrasoma,0,0,1
KU244264,Zebrasoma desjardinii,NA,species,Zebrasoma desjardinii,Zebrasoma desjardinii,NA,Zebrasoma desjardinii,277555,277555,accepted,NA,"(Bennett, 1836)",Animalia,Chordata,Teleostei,Acanthuriformes,Acanthuridae,Zebrasoma,0,0,1
KU244263,Scarus niger,NA,species,Scarus niger,Scarus niger,NA,Scarus niger,219129,219129,accepted,NA,"Forsskål, 1775",Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Scaridae,Scarus,0,0,1
KU244261,Naso elegans,NA,species,Naso elegans,Naso elegans,NA,Naso elegans,278005,278005,accepted,NA,"(Rüppell, 1829)",Animalia,Chordata,Teleostei,Acanthuriformes,Acanthuridae,Naso,0,0,1
KU244260,Ctenochaetus striatus,NA,species,Ctenochaetus striatus,Ctenochaetus striatus,NA,Ctenochaetus striatus,219659,219659,accepted,NA,"(Quoy & Gaimard, 1825)",Animalia,Chordata,Teleostei,Acanthuriformes,Acanthuridae,Ctenochaetus,0,0,1
KU244259,Acanthurus sohal,NA,species,Acanthurus sohal,Acanthurus sohal,NA,Acanthurus sohal,219649,219649,accepted,NA,"(Forsskål, 1775)",Animalia,Chordata,Teleostei,Acanthuriformes,Acanthuridae,Acanthurus,0,0,1
KU244258,Acanthurus nigrofuscus,NA,species,Acanthurus nigrofuscus,Acanthurus nigrofuscus,NA,Acanthurus nigrofuscus,219640,219640,accepted,NA,"(Forsskål, 1775)",Animalia,Chordata,Teleostei,Acanthuriformes,Acanthuridae,Acanthurus,0,0,1
KU244257,Acanthurus gahhm,NA,species,Acanthurus gahhm,Acanthurus gahhm,NA,Acanthurus gahhm,219636,219636,accepted,NA,"(Forsskål, 1775)",Animalia,Chordata,Teleostei,Acanthuriformes,Acanthuridae,Acanthurus,0,0,1
KP342264,Bagarius yarrelli,NA,species,Bagarius yarrelli,Bagarius yarrelli,NA,Bagarius yarrelli,1018581,1018581,accepted,NA,"(Sykes, 1839)",Animalia,Chordata,Teleostei,Siluriformes,Sisoridae,Bagarius,1,0,1
KP965871,Apolemichthys arcuatus,NA,species,Apolemichthys arcuatus,Apolemichthys arcuatus,NA,Apolemichthys arcuatus,277564,277564,accepted,NA,"(Gray, 1831)",Animalia,Chordata,Teleostei,Acanthuriformes,Pomacanthidae,Apolemichthys,0,0,1
KP973960,Centropyge flavissima,NA,species,Centropyge flavissima,Centropyge flavissima,NA,Centropyge flavissima,278836,278836,accepted,NA,"(Cuvier, 1831)",Animalia,Chordata,Teleostei,Acanthuriformes,Pomacanthidae,Centropyge,0,0,1
KP898265,Pygoplites diacanthus,NA,species,Pygoplites diacanthus,Pygoplites diacanthus,NA,Pygoplites diacanthus,211773,211773,accepted,NA,"(Boddaert, 1772)",Animalia,Chordata,Teleostei,Acanthuriformes,Pomacanthidae,Pygoplites,0,0,1
KP874184,Gymnothorax formosus,NA,species,Gymnothorax formosus,Gymnothorax formosus,NA,Gymnothorax formosus,271835,271835,accepted,NA,"Bleeker, 1864",Animalia,Chordata,Teleostei,Anguilliformes,Muraenidae,Gymnothorax,0,0,1
KP874183,Scuticaria tigrina,NA,species,Scuticaria tigrina,Scuticaria tigrina,NA,Scuticaria tigrina,217530,217530,accepted,NA,"(Lesson, 1828)",Animalia,Chordata,Teleostei,Anguilliformes,Muraenidae,Scuticaria,0,0,1
KX950699,Sperata aor,NA,species,Sperata aor,Sperata aor,NA,Sperata aor,1022803,1022803,accepted,NA,"(Hamilton, 1822)",Animalia,Chordata,Teleostei,Siluriformes,Bagridae,Sperata,1,0,1
KX950698,Pangasius pangasius,NA,species,Pangasius pangasius,Pangasius pangasius,NA,Pangasius pangasius,281982,281982,accepted,NA,"(Hamilton, 1822)",Animalia,Chordata,Teleostei,Siluriformes,Pangasiidae,Pangasius,0,0,1
KX950697,Mastacembelus armatus,NA,species,Mastacembelus armatus,Mastacembelus armatus,NA,Mastacembelus armatus,281527,281527,accepted,NA,"(Lacepède, 1800)",Animalia,Chordata,Teleostei,Synbranchiformes,Mastacembelidae,Mastacembelus,0,0,1
KY081397,Ophichthus rotundus,NA,species,Ophichthus rotundus,Ophichthus rotundus,NA,Ophichthus rotundus,271979,271979,accepted,NA,"Lee & Asano, 1997",Animalia,Chordata,Teleostei,Anguilliformes,Ophichthidae,Ophichthus,0,0,1
KP973944,Takifugu bimaculatus,NA,species,Takifugu bimaculatus,Takifugu bimaculatus,NA,Takifugu bimaculatus,278413,278413,accepted,NA,"(Richardson, 1845)",Animalia,Chordata,Teleostei,Tetraodontiformes,Tetraodontidae,Takifugu,0,0,1
JX186192,Acanthogobius hasta,NA,species,Acanthogobius hasta,Acanthogobius hasta,NA,Acanthogobius hasta,279476,279476,accepted,NA,"(Temminck & Schlegel, 1845)",Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Acanthogobius,0,0,1
KJ139455,Corythoichthys flavofasciatus,NA,species,Corythoichthys flavofasciatus,Corythoichthys flavofasciatus,NA,Corythoichthys flavofasciatus,217992,217992,accepted,NA,"(Rüppell, 1838)",Animalia,Chordata,Teleostei,Syngnathiformes,Syngnathidae,Corythoichthys,0,0,1
KT239005,Pterygoplichthys anisitsi,NA,species,Pterygoplichthys anisitsi,Pterygoplichthys anisitsi,NA,Pterygoplichthys anisitsi,1018678,1018678,accepted,NA,"Eigenmann & Kennedy, 1903",Animalia,Chordata,Teleostei,Siluriformes,Loricariidae,Pterygoplichthys,1,0,1
KT183034,Pandaka pygmaea,NA,species,Pandaka pygmaea,Pandaka pygmaea,NA,Pandaka pygmaea,281974,281974,accepted,NA,"Herre, 1927",Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Pandaka,0,0,1
KT153060,Brachygobius kabiliensis,NA,species,Brachygobius kabiliensis,Brachygobius kabiliensis,NA,Brachygobius kabiliensis,279977,279977,accepted,NA,"Inger, 1958",Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Brachygobius,0,0,1
KT075096,Eugnathogobius variegatus,NA,species,Eugnathogobius variegatus,Eugnathogobius variegatus,NA,Eugnathogobius variegatus,712893,712893,accepted,NA,"(Peters, 1868)",Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Eugnathogobius,0,0,1
KP861225,Mugil cephalus,NA,species,Mugil cephalus,Mugil cephalus,NA,Mugil cephalus,126983,126983,accepted,NA,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Mugiliformes,Mugilidae,Mugil,0,0,1
KX988261,Semicossyphus reticulatus,NA,species,Semicossyphus reticulatus,Semicossyphus reticulatus,NA,Semicossyphus reticulatus,282754,282754,accepted,NA,"(Valenciennes, 1839)",Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Semicossyphus,0,0,1
KF375007,Planiliza ordensis,NA,species,Planiliza ordensis,Planiliza ordensis,NA,Planiliza ordensis,1509595,1509595,accepted,NA,"(Whitley, 1945)",Animalia,Chordata,Teleostei,Mugiliformes,Mugilidae,Planiliza,0,0,1
KF375005,Planiliza alata,NA,species,Planiliza alata,Planiliza alata,NA,Planiliza alata,1043423,1043423,accepted,NA,"(Steindachner, 1892)",Animalia,Chordata,Teleostei,Mugiliformes,Mugilidae,Planiliza,0,0,1
KF374998,Parachelon grandisquamis,NA,species,Parachelon grandisquamis,Parachelon grandisquamis,NA,Parachelon grandisquamis,1042881,1042881,accepted,NA,"(Valenciennes, 1836)",Animalia,Chordata,Teleostei,Mugiliformes,Mugilidae,Parachelon,0,0,1
KF374987,Neochelon falcipinnis,NA,species,Neochelon falcipinnis,Neochelon falcipinnis,NA,Neochelon falcipinnis,1042873,1042873,accepted,NA,"(Valenciennes, 1836)",Animalia,Chordata,Teleostei,Mugiliformes,Mugilidae,Neochelon,0,0,1
