accession,taxonomy
AY264084,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Doradidae;Oxydoras;Oxydoras_niger
AY264083,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Doradidae;Oxydoras;Oxydoras_niger
AY264082,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Doradidae;Orinocodoras;Orinocodoras_eigenmanni
AY264081,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Doradidae;Rhinodoras;Rhinodoras_thomersoni
AY264080,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Doradidae;Rhinodoras;Rhinodoras_cf._boehlkei
AY264079,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Doradidae;Rhinodoras;Rhinodoras_boehlkei
AY264078,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Doradidae;Platydoras;Platydoras_costatus
AY264077,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Doradidae;Centrodoras;Centrodoras_cf._brachiatus
AY264076,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Doradidae;Lithodoras;Lithodoras_dorsalis
AY264075,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Doradidae;Megalodoras;Megalodoras_uranoscopus
AY264074,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Doradidae;Anadoras;Anadoras_grypus
AY264073,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Doradidae;Physopyxis;Physopyxis_lyra
AY264072,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Doradidae;Hypodoras;Hypodoras_forficulatus
AY264071,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Doradidae;Amblydoras;Amblydoras_cf._monitor
AY264070,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Doradidae;Amblydoras;Amblydoras_nauticus
AY264069,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Doradidae;Amblydoras;Amblydoras_cf._affinis
AY264068,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Pimelodidae;Zungaro;Zungaro_zungaro
AY264066,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Pimelodidae;Hypophthalmus;Hypophthalmus_edentatus
MH204885,root;Eukaryota;Chordata;Actinopteri;Aulopiformes;Synodontidae;Harpadon;Harpadon_nehereus
MK386892,root;Eukaryota;Chordata;Actinopteri;Gadiformes;Macrouridae;Coelorinchus;Coelorinchus_multispinulosus
MK537324,root;Eukaryota;Chordata;Actinopteri;Kurtiformes;Apogonidae;Jaydia;Jaydia_lineata
MK458524,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Bagridae;Leiocassis;Leiocassis_longirostris
MK430069,root;Eukaryota;Chordata;Actinopteri;Centrarchiformes;Sinipercidae;Siniperca;Siniperca_knerii
MK421554,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Xenocyprididae;Parabramis;Parabramis_pekinensis
MK380726,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Acheilognathidae;Acheilognathus;Acheilognathus_chankaensis
MK621915,root;Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Myoxocephalus;Myoxocephalus_polyacanthocephalus
MK621914,root;Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Myoxocephalus;Myoxocephalus_polyacanthocephalus
KF999838,root;Eukaryota;Chordata;Actinopteri;Centrarchiformes;Terapontidae;Pelates;Pelates_sexlineatus
KF999836,root;Eukaryota;Chordata;Actinopteri;Centrarchiformes;Terapontidae;Terapon;Terapon_puta
KF999830,root;Eukaryota;Chordata;Actinopteri;Centrarchiformes;Terapontidae;Leiopotherapon;Leiopotherapon_plumbeus
KF999828,root;Eukaryota;Chordata;Actinopteri;Centrarchiformes;Terapontidae;Mesopristes;Mesopristes_cancellatus
KF999827,root;Eukaryota;Chordata;Actinopteri;Centrarchiformes;Terapontidae;Mesopristes;Mesopristes_cancellatus
KF999826,root;Eukaryota;Chordata;Actinopteri;Centrarchiformes;Terapontidae;Pelates;Pelates_quadrilineatus
KF999824,root;Eukaryota;Chordata;Actinopteri;Centrarchiformes;Terapontidae;Terapon;Terapon_jarbua
MK344191,root;Eukaryota;Chordata;Actinopteri;Perciformes;Platycephalidae;Platycephalus;Platycephalus_sp._1_JJX-2020
MG575902,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Xenocyprididae;Ancherythroculter;Ancherythroculter_wangi
MG913990,root;Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Tetraodon;Tetraodon_lineatus
MF572017,root;Eukaryota;Chordata;Actinopteri;;Sillaginidae;Sillago;Sillago_flindersi
MF572016,root;Eukaryota;Chordata;Actinopteri;;Sillaginidae;Sillaginopodys;Sillaginopodys_chondropus
MF572015,root;Eukaryota;Chordata;Actinopteri;;Sillaginidae;Sillago;Sillago_sihama
MF572014,root;Eukaryota;Chordata;Actinopteri;;Sillaginidae;Sillago;Sillago_attenuata
MF572011,root;Eukaryota;Chordata;Actinopteri;;Sillaginidae;Sillago;Sillago_sihama
MF572010,root;Eukaryota;Chordata;Actinopteri;;Sillaginidae;Sillago;Sillago_sihama
MF572009,root;Eukaryota;Chordata;Actinopteri;;Sillaginidae;Sillago;Sillago_sihama
MF572008,root;Eukaryota;Chordata;Actinopteri;;Sillaginidae;Sillago;Sillago_arabica
MF572007,root;Eukaryota;Chordata;Actinopteri;;Sillaginidae;Sillago;Sillago_sp._ZP0807085
MF572006,root;Eukaryota;Chordata;Actinopteri;;Sillaginidae;Sillago;Sillago_sp._Yang1
MF572005,root;Eukaryota;Chordata;Actinopteri;;Sillaginidae;Sillago;Sillago_sihama
MF572002,root;Eukaryota;Chordata;Actinopteri;;Sillaginidae;Sillago;Sillago_shaoi
MF572001,root;Eukaryota;Chordata;Actinopteri;;Sillaginidae;Sillaginodes;Sillaginodes_punctatus
MF571999,root;Eukaryota;Chordata;Actinopteri;;Sillaginidae;Sillago;Sillago_maculata
MF571998,root;Eukaryota;Chordata;Actinopteri;;Sillaginidae;Sillago;Sillago_sihama
MK748470,root;Eukaryota;Chordata;;Coelacanthiformes;Coelacanthidae;Latimeria;Latimeria_menadoensis
MK757491,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Xenocyprididae;Anabarilius;Anabarilius_brevianalis
MK239311,root;Eukaryota;Chordata;Actinopteri;Centrarchiformes;Percichthyidae;Percilia;Percilia_gillissi
MK239310,root;Eukaryota;Chordata;Actinopteri;Centrarchiformes;Percichthyidae;Percilia;Percilia_gillissi
AP018763,root;Eukaryota;Chordata;Actinopteri;Clupeiformes;Chirocentridae;Chirocentrus;Chirocentrus_dorab
AP018762,root;Eukaryota;Chordata;Actinopteri;Clupeiformes;Pristigasteridae;Ilisha;Ilisha_sirishai
AP018761,root;Eukaryota;Chordata;Actinopteri;Clupeiformes;Chirocentridae;Chirocentrus;Chirocentrus_nudus
AP006833,root;Eukaryota;Chordata;Actinopteri;Anabantiformes;Helostomatidae;Helostoma;Helostoma_temminkii
AP006832,root;Eukaryota;Chordata;Actinopteri;Anabantiformes;Anabantidae;Anabas;Anabas_testudineus
AP006831,root;Eukaryota;Chordata;Actinopteri;Anabantiformes;Osphronemidae;Luciocephalus;Luciocephalus_pulcher
AP006830,root;Eukaryota;Chordata;Actinopteri;Scombriformes;Centrolophidae;Psenopsis;Psenopsis_anomala
AP006824,root;Eukaryota;Chordata;Actinopteri;Syngnathiformes;Callionymidae;Synchiropus;Synchiropus_splendidus
AP006821,root;Eukaryota;Chordata;Actinopteri;Uranoscopiformes;Uranoscopidae;Ichthyscopus;Ichthyscopus_lebeck
AP006817,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Trichonotidae;Trichonotus;Trichonotus_elegans
AP006809,root;Eukaryota;Chordata;Actinopteri;Anabantiformes;Nandidae;Nandus;Nandus_nandus
AP006808,root;Eukaryota;Chordata;Actinopteri;Anabantiformes;Badidae;Badis;Badis_badis
AP006799,root;Eukaryota;Chordata;Actinopteri;;Opistognathidae;Opistognathus;Opistognathus_evermanni
AP006796,root;Eukaryota;Chordata;Actinopteri;;Callanthiidae;Callanthias;Callanthias_japonicus
AP006795,root;Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Pseudanthias;Pseudanthias_squamipinnis
AP006794,root;Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Grammistes;Grammistes_sexlineatus
AP006787,root;Eukaryota;Chordata;Actinopteri;Perciformes;Ereuniidae;Marukawichthys;Marukawichthys_ambulator
AP006773,root;Eukaryota;Chordata;Actinopteri;Atheriniformes;Phallostethidae;Phenacostethus;Phenacostethus_smithi
AP006772,root;Eukaryota;Chordata;Actinopteri;Atheriniformes;Telmatherinidae;Telmatherina;Telmatherina_celebensis
AP006771,root;Eukaryota;Chordata;Actinopteri;Atheriniformes;Pseudomugilidae;Pseudomugil;Pseudomugil_gertrudae
AP006766,root;Eukaryota;Chordata;Actinopteri;Characiformes;Lebiasinidae;Lebiasina;Lebiasina_multimaculata
AP006760,root;Eukaryota;Chordata;Actinopteri;Clupeiformes;Chirocentridae;Chirocentrus;Chirocentrus_dorab
KY021065,root;Eukaryota;Chordata;Actinopteri;Anguilliformes;Ophichthidae;Xyrias;Xyrias_revulsus
MK530706,root;Eukaryota;Chordata;Actinopteri;Gymnotiformes;Sternopygidae;Sternopygus;Sternopygus_dariensis
MH605315,root;Eukaryota;Chordata;Actinopteri;Gymnotiformes;Sternopygidae;Sternopygus;Sternopygus_dariensis
MH605314,root;Eukaryota;Chordata;Actinopteri;Gymnotiformes;Sternopygidae;Sternopygus;Sternopygus_dariensis
MK574146,root;Eukaryota;Chordata;Actinopteri;Anguilliformes;Synaphobranchidae;Dysomma;Dysomma_anguillare
MH035601,root;Eukaryota;Chordata;Actinopteri;Gadiformes;Gadidae;Gadus;Gadus_chalcogrammus
MH035595,root;Eukaryota;Chordata;Actinopteri;Gadiformes;Gadidae;Gadus;Gadus_chalcogrammus
MH035582,root;Eukaryota;Chordata;Actinopteri;Gadiformes;Gadidae;Arctogadus;Arctogadus_glacialis
MH035581,root;Eukaryota;Chordata;Actinopteri;Gadiformes;Gadidae;Arctogadus;Arctogadus_glacialis
MH035578,root;Eukaryota;Chordata;Actinopteri;Gadiformes;Gadidae;Arctogadus;Arctogadus_glacialis
MH035576,root;Eukaryota;Chordata;Actinopteri;Gadiformes;Gadidae;Arctogadus;Arctogadus_glacialis
MH035532,root;Eukaryota;Chordata;Actinopteri;Gadiformes;Gadidae;Boreogadus;Boreogadus_saida
MH035507,root;Eukaryota;Chordata;Actinopteri;Gadiformes;Gadidae;Boreogadus;Boreogadus_saida
MK156771,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cobitidae;Cobitis;Cobitis_macrostigma
MK387704,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Sinocyclocheilus;Sinocyclocheilus_yishanensis
MK387703,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Cophecheilus;Cophecheilus_bamen
MK387702,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Xenocyprididae;Aphyocypris;Aphyocypris_pulchrilineata
MK791189,root;Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus_fuscoguttatus
MH409959,root;Eukaryota;Chordata;Actinopteri;Scombriformes;Bramidae;Brama;Brama_dussumieri
MN255589,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Enteromius;Enteromius_miolepis
MN255578,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Enteromius;Enteromius_eutaenia
MK234847,root;Eukaryota;Chordata;Actinopteri;Osmeriformes;Osmeridae;Hypomesus;Hypomesus_nipponensis
AP019345,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Trimma;Trimma_okinawae
AP019344,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Trimma;Trimma_caesiura
AP019343,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Priolepis;Priolepis_latifascima
AP019342,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Priolepis;Priolepis_cincta
AP019341,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Priolepis;Priolepis_semidoliata
AP019338,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Larsonella;Larsonella_pumila
AP019337,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Eviota;Eviota_prasina
AP019334,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Eviota;Eviota_japonica
AP019333,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Eviota;Eviota_ocellifer
AP019331,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Parioglossus;Parioglossus_formosus
AP019327,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Valenciennea;Valenciennea_longipinnis
AP019325,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Parioglossus;Parioglossus_raoi
AP019318,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Callogobius;Callogobius_okinawae
AP019317,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Callogobius;Callogobius_okinawae
AP019316,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Amblygobius;Amblygobius_phalaena
MH061055,root;Eukaryota;Chordata;Actinopteri;Gadiformes;Gadidae;Eleginus;Eleginus_gracilis
MH061051,root;Eukaryota;Chordata;Actinopteri;Gadiformes;Gadidae;Eleginus;Eleginus_gracilis
MK210570,root;Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;Clidoderma;Clidoderma_asperrimum
MK361215,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Nemacheilidae;Schistura;Schistura_incerta
MK189460,root;Eukaryota;Chordata;Actinopteri;Anguilliformes;Synaphobranchidae;Dysomma;Dysomma_anguillare
MK182380,root;Eukaryota;Chordata;Actinopteri;Perciformes;Liparidae;Liparis;Liparis_tessellatus
MK105912,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Schizothorax;Schizothorax_oconnori_x_Schizothorax_waltoni
MK134852,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Cyprinus;Cyprinus_carpio
MK034301,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Danionidae;Rasbora;Rasbora_pauciperforata
MK135435,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Gastromyzontidae;Formosania;Formosania_chenyiyui
AP018928,root;Eukaryota;Chordata;Actinopteri;Kurtiformes;Apogonidae;Pristicon;Pristicon_trimaculatus
AP018927,root;Eukaryota;Chordata;Actinopteri;Kurtiformes;Apogonidae;Sphaeramia;Sphaeramia_orbicularis
MH923335,root;Eukaryota;Chordata;Actinopteri;Cichliformes;Cichlidae;Etroplus;Etroplus_suratensis
MH923320,root;Eukaryota;Chordata;Actinopteri;Cichliformes;Cichlidae;Etroplus;Etroplus_suratensis
MH923308,root;Eukaryota;Chordata;Actinopteri;Cichliformes;Cichlidae;Etroplus;Etroplus_suratensis
KX494866,root;Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus_bigibbus
KX494865,root;Eukaryota;Chordata;Actinopteri;Centrarchiformes;Girellidae;Girella;Girella_leonina
MK070911,root;Eukaryota;Chordata;Actinopteri;;Ambassidae;Parambassis;Parambassis_lala
MK518372,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Nemacheilidae;Barbatula;Barbatula_leoparda
MF537044,root;Eukaryota;Chordata;Chondrichthyes;Lamniformes;Alopiidae;Isurus;Isurus_oxyrinchus
MK784239,root;Eukaryota;Chordata;Actinopteri;Cyprinodontiformes;Nothobranchiidae;Callopanchax;Callopanchax_sidibeorum
MK784229,root;Eukaryota;Chordata;Actinopteri;Cyprinodontiformes;Nothobranchiidae;Callopanchax;Callopanchax_monroviae
MK784214,root;Eukaryota;Chordata;Actinopteri;Cyprinodontiformes;Nothobranchiidae;Callopanchax;Callopanchax_toddi
MK784218,root;Eukaryota;Chordata;Actinopteri;Cyprinodontiformes;Nothobranchiidae;Raddaella;Raddaella_batesii
MK496987,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Sicyopterus;Sicyopterus_stiphodonoides
MK496985,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Sicyopterus;Sicyopterus_stimpsoni
MK496979,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Sicyopterus;Sicyopterus_sarasini
MK496977,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Sicyopterus;Sicyopterus_sarasini
MK496973,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Sicyopterus;Sicyopterus_pugnans
MK496959,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Sicyopterus;Sicyopterus_longifilis
MK496943,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Sicyopterus;Sicyopterus_franouxi
MK496942,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Sicyopterus;Sicyopterus_franouxi
MK085973,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;;;Cyprinus_carpio_x_Megalobrama_amblycephala
MH998225,root;Eukaryota;Chordata;Actinopteri;Characiformes;Characidae;Paracheirodon;Paracheirodon_axelrodi
MH668154,root;Eukaryota;Chordata;Actinopteri;Characiformes;Hepsetidae;Hepsetus;Hepsetus_odoe
MK093946,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cobitidae;Misgurnus;Misgurnus_anguillicaudatus
MH885043,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Leuciscidae;Rhynchocypris;Rhynchocypris_oxycephalus
MH823736,root;Eukaryota;Chordata;Actinopteri;Uranoscopiformes;Uranoscopidae;Uranoscopus;Uranoscopus_cognatus
MH823735,root;Eukaryota;Chordata;Actinopteri;Uranoscopiformes;Uranoscopidae;Uranoscopus;Uranoscopus_cognatus
MK288030,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Rhinogobius;Rhinogobius_cliffordpopei
MH714706,root;Eukaryota;Chordata;Actinopteri;Beloniformes;Hemiramphidae;Hyporhamphus;Hyporhamphus_quoyi
MK100721,root;Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Pseudolabrus;Pseudolabrus_fuentesi
MK100720,root;Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Coris;Coris_debueni
MK100719,root;Eukaryota;Chordata;Actinopteri;;Pomacentridae;Chrysiptera;Chrysiptera_rapanui
MK100718,root;Eukaryota;Chordata;Actinopteri;;Pomacentridae;Chrysiptera;Chrysiptera_galba
MK100717,root;Eukaryota;Chordata;Actinopteri;;Pomacentridae;Chromis;Chromis_randalli
MK100716,root;Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Chaetodon;Chaetodon_litus
MG739435,root;Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Choerodon;Choerodon_schoenleinii
MH631014,root;Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Carinotetraodon;Carinotetraodon_travancoricus
MH479399,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Eleotridae;Eleotris;Eleotris_fusca
MH479395,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Eleotridae;Eleotris;Eleotris_fusca
MH479390,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Eleotridae;Eleotris;Eleotris_fusca
MH463450,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Eleotridae;Eleotris;Eleotris_fusca
MH463447,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Eleotridae;Eleotris;Eleotris_fusca
MH367499,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Eleotridae;Eleotris;Eleotris_cf._fusca_MM-2019
MH367496,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Eleotridae;Eleotris;Eleotris_klunzingerii
MG702493,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Xenocyprididae;Anabarilius;Anabarilius_liui
MH465027,root;Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Setipinna;Setipinna_taty
MH465026,root;Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Coilia;Coilia_mystus
MH465023,root;Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Thryssa;Thryssa_kammalensis
MH123893,root;Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus_akaara_x_Epinephelus_lanceolatus
AP011581,root;Eukaryota;Chordata;Actinopteri;Osteoglossiformes;Mormyridae;Paramormyrops;Paramormyrops_sp._MAG
MH123894,root;Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus_moara_x_Epinephelus_lanceolatus
MH734932,root;Eukaryota;Chordata;Actinopteri;Beloniformes;Hemiramphidae;Hemiramphus;Hemiramphus_far
MK007073,root;Eukaryota;Chordata;Actinopteri;Perciformes;Nototheniidae;Trematomus;Trematomus_pennellii
MF346885,root;Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Comephorus;Comephorus_baikalensis
AP019362,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Trypauchenopsis;Trypauchenopsis_sp._G341
AP019361,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Mugilogobius;Mugilogobius_sp._'Izumi-Haze'
AP019360,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Myersina;Myersina_macrostoma
AP019359,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Periophthalmus;Periophthalmus_argentilineatus
AP019357,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Eleotridae;Bostrychus;Bostrychus_sinensis
AP019355,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Eleotridae;Bostrychus;Bostrychus_sinensis
AP019354,root;Eukaryota;Chordata;Actinopteri;Anguilliformes;Moringuidae;Moringua;Moringua_javanica
AP019353,root;Eukaryota;Chordata;Actinopteri;Anguilliformes;Muraenidae;Uropterygius;Uropterygius_concolor
AP019352,root;Eukaryota;Chordata;Actinopteri;Anguilliformes;Muraenidae;Uropterygius;Uropterygius_concolor
AP019351,root;Eukaryota;Chordata;Actinopteri;Anguilliformes;Muraenidae;Echidna;Echidna_rhodochilus
AP019350,root;Eukaryota;Chordata;Actinopteri;Anguilliformes;Ophichthidae;Pisodonophis;Pisodonophis_cancrivorus
AP019349,root;Eukaryota;Chordata;Actinopteri;Anguilliformes;Ophichthidae;Pisodonophis;Pisodonophis_boro
AP019348,root;Eukaryota;Chordata;Actinopteri;Anguilliformes;Moringuidae;Moringua;Moringua_microchir
AP019520,root;Eukaryota;Chordata;Chondrichthyes;Carcharhiniformes;Scyliorhinidae;Scyliorhinus;Scyliorhinus_torazame
AP019519,root;Eukaryota;Chordata;Chondrichthyes;Orectolobiformes;Hemiscylliidae;Chiloscyllium;Chiloscyllium_punctatum
MK253669,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Acanthogobius;Acanthogobius_hasta
MG917695,root;Eukaryota;Chordata;Actinopteri;;Sciaenidae;Johnius;Johnius_belangerii
MG917694,root;Eukaryota;Chordata;Actinopteri;;Sciaenidae;Johnius;Johnius_sp._n._BL-2019
MG938589,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cobitidae;;Misgurnus_anguillicaudatus_x_Paramisgurnus_dabryanus
KY124134,root;Eukaryota;Chordata;Actinopteri;Salmoniformes;Salmonidae;Brachymystax;Brachymystax_tsinlingensis
MH202954,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Siluridae;Pterocryptis;Pterocryptis_cochinchinensis
MG735453,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cobitidae;;Misgurnus_anguillicaudatus_x_Paramisgurnus_dabryanus
EF616902,root;Eukaryota;Chordata;Actinopteri;;Pomacanthidae;Holacanthus;Holacanthus_bermudensis
EF616901,root;Eukaryota;Chordata;Actinopteri;;Pomacanthidae;Centropyge;Centropyge_aurantia
EF616897,root;Eukaryota;Chordata;Actinopteri;;Scatophagidae;Scatophagus;Scatophagus_argus
EF616895,root;Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus_vaigiensis
EF616893,root;Eukaryota;Chordata;Actinopteri;Ephippiformes;Drepaneidae;Drepane;Drepane_africana
EF616892,root;Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Microcanthus;Microcanthus_strigatus
EF616891,root;Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Atypichthys;Atypichthys_strigatus
EF616890,root;Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Prognathodes;Prognathodes_aculeatus
EF616889,root;Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Johnrandallia;Johnrandallia_nigrirostris
EF616886,root;Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Heniochus;Heniochus_monoceros
EF616885,root;Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Heniochus;Heniochus_singularius
EF616883,root;Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Hemitaurichthys;Hemitaurichthys_zoster
EF616882,root;Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Forcipiger;Forcipiger_longirostris
EF616880,root;Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Coradion;Coradion_chrysozonus
EF616879,root;Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Coradion;Coradion_melanopus
EF616878,root;Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Chelmonops;Chelmonops_truncatus
EF616877,root;Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Chelmon;Chelmon_marginalis
EF616875,root;Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Chaetodon;Chaetodon_mertensii
EF616873,root;Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Chaetodon;Chaetodon_xanthurus
EF616871,root;Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Chaetodon;Chaetodon_trifasciatus
EF616870,root;Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Chaetodon;Chaetodon_ornatissimus
EF616863,root;Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Chaetodon;Chaetodon_ocellicaudus
EF616859,root;Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Chaetodon;Chaetodon_adiergastos
EF616858,root;Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Chaetodon;Chaetodon_zanzibarensis
EF616857,root;Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Chaetodon;Chaetodon_fasciatus
EF616856,root;Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Chaetodon;Chaetodon_lineolatus
EF616855,root;Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Chaetodon;Chaetodon_dolosus
EF616854,root;Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Chaetodon;Chaetodon_paucifasciatus
EF616853,root;Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Chaetodon;Chaetodon_meyeri
EF616852,root;Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Chaetodon;Chaetodon_rainfordi
