accession,taxonomy
KY815309,root;Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Labroides;Labroides_pectoralis
KY815310,root;Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Labroides;Labroides_phthirophagus
KY815311,root;Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Labropsis;Labropsis_alleni
KY815312,root;Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Labropsis;Labropsis_manabei
KY815313,root;Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Labropsis;Labropsis_micronesica
KY815314,root;Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Labropsis;Labropsis_polynesica
KY815315,root;Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Labrus;Labrus_mixtus
KY815317,root;Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Macropharyngodon;Macropharyngodon_choati
KY815318,root;Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Macropharyngodon;Macropharyngodon_negrosensis
KY815319,root;Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Macropharyngodon;Macropharyngodon_ornatus
KY815320,root;Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Notolabrus;Notolabrus_fucicola
KY815321,root;Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxycheilinus;Oxycheilinus_orientalis
KY815323,root;Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Paracheilinus;Paracheilinus_filamentosus
KY815325,root;Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Paracheilinus;Paracheilinus_octotaenia
KY815326,root;Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Polylepion;Polylepion_russelli
KY815327,root;Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Pseudocheilinus;Pseudocheilinus_evanidus
KY815328,root;Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Pseudocheilinus;Pseudocheilinus_hexataenia
KY815329,root;Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Pseudocheilinus;Pseudocheilinus_ocellatus
KY815330,root;Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Pseudojuloides;Pseudojuloides_xanthomos
KY815331,root;Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Pseudolabrus;Pseudolabrus_guentheri
KY815332,root;Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Pseudolabrus;Pseudolabrus_luculentus
KY815333,root;Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Pteragogus;Pteragogus_enneacanthus
KY815334,root;Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Pteragogus;Pteragogus_flagellifer
KY815337,root;Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Sparisoma;Sparisoma_rubripinne
KY815338,root;Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Stethojulis;Stethojulis_balteata
KY815339,root;Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Stethojulis;Stethojulis_strigiventer
KY815340,root;Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Symphodus;Symphodus_ocellatus
KY815341,root;Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Terelabrus;Terelabrus_rubrovittatus
KY815342,root;Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Thalassoma;Thalassoma_amblycephalum
KY815343,root;Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Thalassoma;Thalassoma_ballieui
KY815344,root;Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Thalassoma;Thalassoma_duperrey
KY815345,root;Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Thalassoma;Thalassoma_grammaticum
KY815347,root;Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Thalassoma;Thalassoma_jansenii
KY815348,root;Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Thalassoma;Thalassoma_lucasanum
KY815349,root;Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Thalassoma;Thalassoma_lutescens
KY815350,root;Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Thalassoma;Thalassoma_purpureum
KY815351,root;Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Thalassoma;Thalassoma_quinquevittatum
KY815352,root;Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Thalassoma;Thalassoma_rueppellii
KY815353,root;Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Thalassoma;Thalassoma_trilobatum
KY815354,root;Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Wetmorella;Wetmorella_albofasciata
KY815355,root;Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Xenojulis;Xenojulis_margaritaceus
KY815356,root;Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Xyrichtys;Xyrichtys_novacula
KY815357,root;Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Xyrichtys;Xyrichtys_splendens
KY825190,root;Eukaryota;Chordata;Actinopteri;Characiformes;Bryconidae;Salminus;Salminus_brasiliensis
KY825191,root;Eukaryota;Chordata;Actinopteri;Characiformes;Anostomidae;Megaleporinus;Megaleporinus_obtusidens
KY825192,root;Eukaryota;Chordata;Actinopteri;Characiformes;Bryconidae;Brycon;Brycon_orbignyanus
KY851112,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Nemacheilidae;Triplophysa;Triplophysa_sellaefer
KY887473,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Osteobrama;Osteobrama_belangeri
KY887474,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Siluridae;Ompok;Ompok_bimaculatus
KY930717,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Ariidae;Occidentarius;Occidentarius_platypogon
KY930718,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Ariidae;Bagre;Bagre_panamensis
KY938883,root;Eukaryota;Chordata;Actinopteri;Syngnathiformes;Syngnathidae;Hippocampus;Hippocampus_sindonis
KY945352,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Nemacheilidae;Triplophysa;Triplophysa_cuneicephala
KY945353,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Nemacheilidae;Triplophysa;Triplophysa_dalaica
KY952221,root;Eukaryota;Chordata;Actinopteri;Perciformes;Percidae;Etheostoma;Etheostoma_tallapoosae
KY962416,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Bagridae;Tachysurus;Tachysurus_intermedius
KY964441,root;Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinella;Sardinella_jussieu
KY965071,root;Eukaryota;Chordata;Actinopteri;Perciformes;Percidae;Etheostoma;Etheostoma_chuckwachatte
KY965072,root;Eukaryota;Chordata;Actinopteri;Perciformes;Percidae;Etheostoma;Etheostoma_jessiae
KY965073,root;Eukaryota;Chordata;Actinopteri;Perciformes;Percidae;Percina;Percina_crypta
KY971608,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Nemacheilidae;Triplophysa;Triplophysa_brevibarba
KY978753,root;Eukaryota;Chordata;Actinopteri;;Sciaenidae;Pennahia;Pennahia_pawak
KY993905,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Xenocyprididae;Xenocypris;Xenocypris_yunnanensis
L60529,root;Eukaryota;Chordata;Actinopteri;;Moronidae;Morone;Morone_saxatilis
LC006056,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Acheilognathidae;Acheilognathus;Acheilognathus_majusculus
LC006297,root;Eukaryota;Chordata;Actinopteri;Scombriformes;Scombropidae;Scombrops;Scombrops_boops
LC009435,root;Eukaryota;Chordata;Actinopteri;Cichliformes;Cichlidae;Andinoacara;Andinoacara_rivulatus
LC011387,root;Eukaryota;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;Salmo_caspius
LC020833,root;Eukaryota;Chordata;Chondrichthyes;Carcharhiniformes;Triakidae;Mustelus;Mustelus_manazo
LC021018,root;Eukaryota;Chordata;Actinopteri;Aulopiformes;Bathysauridae;Bathysaurus;Bathysaurus_mollis
LC021191,root;Eukaryota;Chordata;Actinopteri;Gadiformes;Moridae;Laemonema;Laemonema_rhodochir
LC021193,root;Eukaryota;Chordata;Actinopteri;Gadiformes;Moridae;Physiculus;Physiculus_chigodarana
LC021195,root;Eukaryota;Chordata;Actinopteri;Gadiformes;Moridae;Physiculus;Physiculus_sp._NMMBP:1220
LC021196,root;Eukaryota;Chordata;Actinopteri;Gadiformes;Moridae;Lotella;Lotella_phycis
LC021504,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Danionidae;Rasbora;Rasbora_aprotaenia
LC021505,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Danionidae;Rasbora;Rasbora_lateristriata
LC026151,root;Eukaryota;Chordata;Actinopteri;Cyprinodontiformes;Poeciliidae;Poecilia;Poecilia_sphenops
LC026155,root;Eukaryota;Chordata;Actinopteri;Anabantiformes;Osphronemidae;Trichopodus;Trichopodus_trichopterus
LC036704,root;Eukaryota;Chordata;Actinopteri;Characiformes;Anostomidae;Abramites;Abramites_hypselonotus
LC036725,root;Eukaryota;Chordata;Actinopteri;Characiformes;Characidae;Oligosarcus;Oligosarcus_jenynsii
LC049824,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Bathygobius;Bathygobius_soporator
LC049853,root;Eukaryota;Chordata;Actinopteri;Perciformes;Sebastidae;Sebastes;Sebastes_schlegelii
LC049908,root;Eukaryota;Chordata;Actinopteri;Characiformes;Characidae;Ctenobrycon;Ctenobrycon_hauxwellianus
LC049949,root;Eukaryota;Chordata;Actinopteri;Gadiformes;Moridae;Halargyreus;Halargyreus_johnsonii
LC055190,root;Eukaryota;Chordata;Actinopteri;Scombriformes;Scombropidae;Scombrops;Scombrops_gilberti
LC069502,root;Eukaryota;Chordata;Actinopteri;Lampriformes;Lophotidae;Eumecichthys;Eumecichthys_fiski
LC069503,root;Eukaryota;Chordata;Actinopteri;Gadiformes;Moridae;Laemonema;Laemonema_longipes
LC069759,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Eleotridae;Butis;Butis_humeralis
LC069760,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Eleotridae;Butis;Butis_koilomatodon
LC069761,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Eleotridae;Butis;Butis_amboinensis
LC069781,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Suruga;Suruga_fundicola
LC069798,root;Eukaryota;Chordata;Actinopteri;Scombriformes;Trichiuridae;Benthodesmus;Benthodesmus_tenuis
LC074360,root;Eukaryota;Chordata;Actinopteri;Characiformes;Characidae;Hemigrammus;Hemigrammus_bleheri
LC081980,root;Eukaryota;Chordata;Actinopteri;Perciformes;Stichaeidae;Chirolophis;Chirolophis_japonicus
LC089001,root;Eukaryota;Chordata;Actinopteri;;Pomacentridae;Premnas;Premnas_biaculeatus
LC089039,root;Eukaryota;Chordata;Actinopteri;;Pomacentridae;Amphiprion;Amphiprion_frenatus
LC092053,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Oligolepis;Oligolepis_acutipennis
LC092055,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Bathygobius;Bathygobius_cocosensis
LC092069,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Cristatogobius;Cristatogobius_nonatoae
LC093396,root;Eukaryota;Chordata;Actinopteri;Perciformes;Zoarcidae;Lycodes;Lycodes_ygreknotatus
LC104339,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Rhinogobius;Rhinogobius_sp._OR
LC104397,root;Eukaryota;Chordata;Actinopteri;Characiformes;Prochilodontidae;Semaprochilodus;Semaprochilodus_sp._CBM:ZF:12566
LC104398,root;Eukaryota;Chordata;Actinopteri;Characiformes;Prochilodontidae;Semaprochilodus;Semaprochilodus_sp._CBM:ZF:13710
LC104452,root;Eukaryota;Chordata;Actinopteri;Zeiformes;Parazenidae;Cyttopsis;Cyttopsis_cypho
LC104589,root;Eukaryota;Chordata;Actinopteri;Characiformes;Triportheidae;Triportheus;Triportheus_sp._CBM:ZF:13070
LC138011,root;Eukaryota;Chordata;Actinopteri;Perciformes;Nototheniidae;Dissostichus;Dissostichus_mawsoni
LC145875,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Eleotridae;Prionobutis;Prionobutis_microps
LC145876,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Eleotridae;Butis;Butis_sp._CBM_DNA_No._2009-111
LC146073,root;Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Paracaesio;Paracaesio_xanthura
LC146087,root;Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Gymnuridae;Gymnura;Gymnura_japonica
LC146182,root;Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Benthosema;Benthosema_pterotum
LC146184,root;Eukaryota;Chordata;Actinopteri;Polymixiiformes;Polymixiidae;Polymixia;Polymixia_japonica
LC146191,root;Eukaryota;Chordata;Actinopteri;Ophidiiformes;Ophidiidae;Neobythites;Neobythites_bimaculatus
LC146336,root;Eukaryota;Chordata;Actinopteri;Perciformes;Peristediidae;Satyrichthys;Satyrichthys_moluccensis
LC146346,root;Eukaryota;Chordata;Actinopteri;Centrarchiformes;Cirrhitidae;Cirrhitichthys;Cirrhitichthys_sp._CBM:ZF:16421
LC146347,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Eleotridae;Hemieleotris;Hemieleotris_latifasciata
LC168675,root;Eukaryota;Chordata;Actinopteri;Salmoniformes;Salmonidae;Thymallus;Thymallus_grubii
LC193178,root;Eukaryota;Chordata;Chondrichthyes;Squaliformes;Centrophoridae;Centrophorus;Centrophorus_squamosus
LC193277,root;Eukaryota;Chordata;Actinopteri;Blenniiformes;Labrisomidae;Paraclinus;Paraclinus_marmoratus
LC193386,root;Eukaryota;Chordata;Chondrichthyes;Squaliformes;Centrophoridae;Deania;Deania_hystricosa
LC193436,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Rhinogobius;Rhinogobius_brunneus
LC193437,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Gymnogobius;Gymnogobius_sp._MUSASHI-NO-JUZUKAKE-HAZE
LC208773,root;Eukaryota;Chordata;Actinopteri;Scombriformes;Scombropidae;Scombrops;Scombrops_sp._SI-2017
LC269105,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Danionidae;Rasbora;Rasbora_argyrotaenia
LC275805,root;Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Cottus;Cottus_pollux
LC275806,root;Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Cottus;Cottus_pollux
LC275810,root;Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Cottus;Cottus_pollux
LC275813,root;Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Cottus;Cottus_pollux
LC275828,root;Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Cottus;Cottus_pollux
LC275834,root;Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Cottus;Cottus_pollux
LC275836,root;Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Cottus;Cottus_pollux
LC275840,root;Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Cottus;Cottus_pollux
LC275843,root;Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Cottus;Cottus_pollux
LC275844,root;Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Cottus;Cottus_pollux
LC275850,root;Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Cottus;Cottus_pollux
LC275852,root;Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Cottus;Cottus_pollux
LC277746,root;Eukaryota;Chordata;Chondrichthyes;;Platyrhinidae;Platyrhina;Platyrhina_hyugaensis
LC277882,root;Eukaryota;Chordata;Actinopteri;Beryciformes;Berycidae;Centroberyx;Centroberyx_druzhinini
LC277902,root;Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Pseudoblennius;Pseudoblennius_argenteus
LC278060,root;Eukaryota;Chordata;Actinopteri;Perciformes;Stichaeidae;Dictyosoma;Dictyosoma_burgeri
LC278089,root;Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus;Lutjanus_rivulatus
LC278125,root;Eukaryota;Chordata;Actinopteri;Uranoscopiformes;Pinguipedidae;Parapercis;Parapercis_snyderi
LC278140,root;Eukaryota;Chordata;Actinopteri;Blenniiformes;Blenniidae;Cirripectes;Cirripectes_polyzona
LC278210,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Clariger;Clariger_sp._CBM:ZF:17769
LC278231,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Rhinogobius;Rhinogobius_sp._KZ
LC327095,root;Eukaryota;Chordata;Actinopteri;Ophidiiformes;Ophidiidae;Brotula;Brotula_multibarbata
LC327134,root;Eukaryota;Chordata;Actinopteri;Perciformes;Stichaeidae;Stichaeopsis;Stichaeopsis_nana
LC327167,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Bathygobius;Bathygobius_coalitus
LC327198,root;Eukaryota;Chordata;Actinopteri;Blenniiformes;Gobiesocidae;Conidens;Conidens_laticephalus
LC335803,root;Eukaryota;Chordata;Actinopteri;Beloniformes;Adrianichthyidae;Oryzias;Oryzias_latipes
LC337232,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Danionidae;Pectenocypris;Pectenocypris_sp._MZB_22148
LC340101,root;Eukaryota;Chordata;Actinopteri;Perciformes;Tetrarogidae;Neovespicula;Neovespicula_depressifrons
LC340107,root;Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Pseudoblennius;Pseudoblennius_sp._Kirin-anahaze
LC340109,root;Eukaryota;Chordata;Actinopteri;Perciformes;Psychrolutidae;Ebinania;Ebinania_vermiculata
LC340110,root;Eukaryota;Chordata;Actinopteri;Perciformes;Liparidae;Liparis;Liparis_miostomus
LC340111,root;Eukaryota;Chordata;Actinopteri;;Ambassidae;Ambassis;Ambassis_macleayi
LC340113,root;Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Pseudanthias;Pseudanthias_marcia
LC340207,root;Eukaryota;Chordata;Actinopteri;Perciformes;Stichaeidae;Alectrias;Alectrias_benjamini
LC340208,root;Eukaryota;Chordata;Actinopteri;Perciformes;Stichaeidae;Chirolophis;Chirolophis_japonicus
LC340249,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Bathygobius;Bathygobius_hongkongensis
LC341245,root;Eukaryota;Chordata;Actinopteri;Ophidiiformes;Ophidiidae;Raneya;Raneya_brasiliensis
LC377784,root;Eukaryota;Chordata;Actinopteri;Stomiiformes;Stomiidae;Tactostoma;Tactostoma_macropus
LC377898,root;Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Thunnus;Thunnus_orientalis
LC381909,root;Eukaryota;Chordata;Actinopteri;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus_masou
LC385119,root;Eukaryota;Chordata;Actinopteri;Perciformes;Stichaeidae;Ernogrammus;Ernogrammus_hexagrammus
LC385160,root;Eukaryota;Chordata;Actinopteri;Gadiformes;Gadidae;Micromesistius;Micromesistius_poutassou
LC385213,root;Eukaryota;Chordata;Actinopteri;Anguilliformes;Muraenidae;Gymnothorax;Gymnothorax_reevesii
LC385229,root;Eukaryota;Chordata;Actinopteri;Gadiformes;Macrouridae;Ventrifossa;Ventrifossa_misakia
LC385257,root;Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Furcina;Furcina_ishikawae
LC385270,root;Eukaryota;Chordata;Actinopteri;;Sillaginidae;Sillago;Sillago_ingenuua
LC385292,root;Eukaryota;Chordata;Actinopteri;Uranoscopiformes;Pinguipedidae;Parapercis;Parapercis_lutevittata
LC385293,root;Eukaryota;Chordata;Actinopteri;Uranoscopiformes;Pinguipedidae;Parapercis;Parapercis_striolata
LC387779,root;Eukaryota;Chordata;Actinopteri;;Sillaginidae;Sillago;Sillago_parvisquamis
LC421716,root;Eukaryota;Chordata;Actinopteri;Perciformes;Stichaeidae;Dictyosoma;Dictyosoma_burgeri
LC421720,root;Eukaryota;Chordata;Actinopteri;Pempheriformes;Percophidae;Osopsaron;Osopsaron_formosensis
LC421730,root;Eukaryota;Chordata;Actinopteri;Blenniiformes;Gobiesocidae;Pherallodus;Pherallodus_indicus
LC421733,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Bathygobius;Bathygobius_cyclopterus
LC421740,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Clariger;Clariger_cosmurus
LC424298,root;Eukaryota;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salvelinus;Salvelinus_leucomaenis
LC433688,root;Eukaryota;Chordata;Actinopteri;Anabantiformes;Osphronemidae;Betta;Betta_apollon
LC433689,root;Eukaryota;Chordata;Actinopteri;Anabantiformes;Osphronemidae;Betta;Betta_simplex
LC434615,root;Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Cottus;Cottus_pollux
LC440499,root;Eukaryota;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salvelinus;Salvelinus_curilus
LC458086,root;Eukaryota;Chordata;Actinopteri;Cyprinodontiformes;Poeciliidae;Xiphophorus;Xiphophorus_hellerii
LC458118,root;Eukaryota;Chordata;Actinopteri;Syngnathiformes;Syngnathidae;Hippichthys;Hippichthys_penicillus
LC458126,root;Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Pseudanthias;Pseudanthias_huchtii
LC458132,root;Eukaryota;Chordata;Actinopteri;Kurtiformes;Apogonidae;Fowleria;Fowleria_sp._CBM:ZF:19245
LC458167,root;Eukaryota;Chordata;Actinopteri;Pempheriformes;Percophidae;Osopsaron;Osopsaron_verecundum
LC458168,root;Eukaryota;Chordata;Actinopteri;Blenniiformes;Blenniidae;Atrosalarias;Atrosalarias_hosokawai
LC458172,root;Eukaryota;Chordata;Actinopteri;Blenniiformes;Blenniidae;Enchelyurus;Enchelyurus_flavipes
LC458173,root;Eukaryota;Chordata;Actinopteri;Blenniiformes;Blenniidae;Laiphognathus;Laiphognathus_longispinis
LC458182,root;Eukaryota;Chordata;Actinopteri;Syngnathiformes;Callionymidae;Eleutherochir;Eleutherochir_mccaddeni
LC458187,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Clariger;Clariger_sp._CBM:ZF:18879
LC458200,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Bathygobius;Bathygobius_cotticeps
LC458201,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Favonigobius;Favonigobius_sp._CBM:ZF:19041
LC458205,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Favonigobius;Favonigobius_sp._CBM:ZF:19142
LC458207,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Parkraemeria;Parkraemeria_saltator
LC458208,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Favonigobius;Favonigobius_melanobranchus
LC458215,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Favonigobius;Favonigobius_gymnauchen
LC458217,root;Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena_pinguis
LC474254,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Trimma;Trimma_marinae
LC482305,root;Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Cynoglossidae;Cynoglossus;Cynoglossus_robustus
LC482306,root;Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Cynoglossidae;Cynoglossus;Cynoglossus_interruptus
LC492359,root;Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Furcina;Furcina_ishikawae
LC492361,root;Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Pseudoblennius;Pseudoblennius_zonostigma
LC492389,root;Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Seriola;Seriola_quinqueradiata
LC493901,root;Eukaryota;Chordata;Actinopteri;Perciformes;Agonidae;Leptagonus;Leptagonus_decagonus
