"","found_taxa","rank","worms_sciname","tol_sp","ncbi_sp","approximate_match","is_synonym","flags","status","unacceptreason","valid_authority","worms_aphiaid","ncbi_uid","ott_id","class","order","family","genus","freshwater_only","terrestrial_only"
"112","Myoxocephalus scorpius","species","Myoxocephalus scorpius","Myoxocephalus scorpius","Myoxocephalus scorpius",FALSE,FALSE,"","accepted",NA,"(Linnaeus, 1758)",127203,"8097",942655,"Actinopteri","Perciformes","Cottidae","Myoxocephalus","0","0"
"113","Leocottus kesslerii","species","Leocottus kesslerii","Leocottus kesslerii","Leocottus kesslerii",FALSE,FALSE,"","accepted",NA,"(Dybowski, 1874)",1014045,"8099",942680,NA,"Scorpaeniformes","Cottocomephoridae","Leocottus","1","0"
"114","Cyclopterus lumpus","species","Cyclopterus lumpus","Cyclopterus lumpus","Cyclopterus lumpus",FALSE,FALSE,"","accepted",NA,"Linnaeus, 1758",127214,"8103",237344,"Actinopteri","Perciformes","Cyclopteridae","Cyclopterus","0","0"
"115","Herichthys cyanoguttatus","species","Herichthys cyanoguttatus","Herichthys cyanoguttatus","Herichthys cyanoguttatus",FALSE,FALSE,"","accepted",NA,"Baird & Girard, 1854",1011453,"8117",811931,"Actinopteri","Cichliformes","Cichlidae","Herichthys","1","0"
"116","Oreochromis mossambicus","species","Oreochromis mossambicus","Oreochromis mossambicus","Oreochromis mossambicus",FALSE,FALSE,"sibling_higher","accepted",NA,"(Peters, 1852)",218777,"8127",288069,"Actinopteri","Cichliformes","Cichlidae","Oreochromis","0","0"
"117","Oreochromis niloticus","species","Oreochromis niloticus","Oreochromis niloticus","Oreochromis niloticus",FALSE,FALSE,"sibling_higher","accepted",NA,"(Linnaeus, 1758)",293639,"8128",288063,"Actinopteri","Cichliformes","Cichlidae","Oreochromis","0","0"
"118","Coptodon rendalli","species","Coptodon rendalli","Coptodon rendalli","Coptodon rendalli",FALSE,FALSE,"","accepted",NA,"(Boulenger, 1897)",1013588,"8129",288060,"Actinopteri","Cichliformes","Cichlidae","Coptodon","0","0"
"119","Coptodon zillii","species","Coptodon zillii","Coptodon zillii","Coptodon zillii",FALSE,FALSE,"","accepted",NA,"(Gervais, 1848)",317356,"8130",862692,"Actinopteri","Cichliformes","Cichlidae","Coptodon","0","0"
"120","Oreochromis tanganicae","species","Oreochromis tanganicae","Oreochromis tanganicae","Oreochromis tanganicae",FALSE,FALSE,"sibling_higher","accepted",NA,"(Günther, 1894)",279204,"8142",135969,"Actinopteri","Cichliformes","Cichlidae","Oreochromis","1","0"
"121","Sarotherodon galilaeus","species","Sarotherodon galilaeus","Sarotherodon galilaeus","Sarotherodon galilaeus",FALSE,FALSE,"","accepted",NA,"(Linnaeus, 1758)",293731,"8144",135977,"Actinopteri","Cichliformes","Cichlidae","Sarotherodon","0","0"
"122","Tropheus duboisi","species","Tropheus duboisi","Tropheus duboisi","Tropheus duboisi",FALSE,FALSE,"","accepted",NA,"Marlier, 1959",1383570,"8148",135962,"Actinopteri","Cichliformes","Cichlidae","Tropheus","1","0"
"123","Tropheus moorii","species","Tropheus moorii","Tropheus moorii","Tropheus moorii",FALSE,FALSE,"","accepted",NA,"Boulenger, 1898",1019140,"8150",710031,"Actinopteri","Cichliformes","Cichlidae","Tropheus","1","0"
"124","Haplochromis burtoni",NA,NA,"Haplochromis burtoni","Haplochromis burtoni",FALSE,FALSE,"sibling_higher",NA,NA,NA,NA,"8153",710025,NA,NA,NA,NA,NA,NA
"125","Astatotilapia calliptera","species","Astatotilapia calliptera","Astatotilapia calliptera","Astatotilapia calliptera",FALSE,FALSE,"","accepted",NA,"(Günther, 1894)",1015837,"8154",710017,"Actinopteri","Cichliformes","Cichlidae","Astatotilapia","1","0"
"126","Seriola quinqueradiata","species","Seriola quinqueradiata","Seriola quinqueradiata","Seriola quinqueradiata",FALSE,FALSE,"","accepted",NA,"Temminck & Schlegel, 1845",276651,"8161",186469,"Actinopteri","Carangiformes","Carangidae","Seriola","0","0"
"127","Lateolabrax japonicus","species","Lateolabrax japonicus","Lateolabrax japonicus","Lateolabrax japonicus",FALSE,FALSE,"","accepted",NA,"(Cuvier, 1828)",281275,"8164",186480,"Actinopteri","Acropomatiformes","Lateolabracidae","Lateolabrax","0","0"
"128","Perca flavescens","species","Perca flavescens","Perca flavescens","Perca flavescens",FALSE,FALSE,"","accepted",NA,"(Mitchill, 1814)",275313,"8167",186474,"Actinopteri","Perciformes","Percidae","Perca","0","0"
"129","Perca fluviatilis","species","Perca fluviatilis","Perca fluviatilis","Perca fluviatilis",FALSE,FALSE,"","accepted",NA,"Linnaeus, 1758",151353,"8168",186488,"Actinopteri","Perciformes","Percidae","Perca","0","0"
"130","Pagrus pagrus","species","Pagrus pagrus","Pagrus pagrus","Pagrus pagrus",FALSE,FALSE,"","accepted",NA,"(Linnaeus, 1758)",127063,"8173",760713,"Actinopteri","Eupercaria incertae sedis","Sparidae","Pagrus","0","0"
"131","Sparus aurata","species","Sparus aurata","Sparus aurata","Sparus aurata",FALSE,FALSE,"","accepted",NA,"Linnaeus, 1758",151523,"8175",760723,"Actinopteri","Eupercaria incertae sedis","Sparidae","Sparus","0","0"
"132","Acanthopagrus latus","species","Acanthopagrus latus","Acanthopagrus latus","Acanthopagrus latus",FALSE,FALSE,"","accepted",NA,"(Houttuyn, 1782)",218587,"8177",760733,"Actinopteri","Eupercaria incertae sedis","Sparidae","Acanthopagrus","0","0"
"133","Acanthopagrus butcheri","species","Acanthopagrus butcheri","Acanthopagrus butcheri","Acanthopagrus butcheri",FALSE,FALSE,"","accepted",NA,"(Munro, 1949)",279071,"8179",760738,"Actinopteri","Eupercaria incertae sedis","Sparidae","Acanthopagrus","0","0"
"134","Pomoxis nigromaculatus","species","Pomoxis nigromaculatus","Pomoxis nigromaculatus","Pomoxis nigromaculatus",FALSE,FALSE,"","accepted",NA,"(Lesueur, 1829)",592856,"8182",437614,"Actinopteri","Centrarchiformes","Centrarchidae","Pomoxis","1",NA
"135","Lates calcarifer","species","Lates calcarifer","Lates calcarifer","Lates calcarifer",FALSE,FALSE,"incertae_sedis_inherited","accepted",NA,"(Bloch, 1790)",278957,"8187",437601,"Actinopteri","Carangaria incertae sedis","Latidae","Lates","0","0"
"136","Lycodes polaris","species","Lycodes polaris","Lycodes polaris","Lycodes polaris",FALSE,FALSE,"","accepted",NA,"(Sabine, 1824)",127111,"8197",34255,"Actinopteri","Perciformes","Zoarcidae","Lycodes","0","0"
"137","Zoarces americanus","species","Zoarces americanus","Zoarces americanus","Zoarces americanus",FALSE,FALSE,"","accepted",NA,"(Bloch & Schneider, 1801)",159267,"8199",1014311,"Actinopteri","Perciformes","Zoarcidae","Zoarces","0","0"
"138","Lycodichthys dearborni","species","Lycodichthys dearborni","Lycodichthys dearborni","Lycodichthys dearborni",FALSE,FALSE,"","accepted",NA,"(DeWitt, 1962)",234713,"8201",258660,"Actinopteri","Perciformes","Zoarcidae","Lycodichthys","0","0"
"139","Anarhichas lupus","species","Anarhichas lupus","Anarhichas lupus","Anarhichas lupus",FALSE,FALSE,"","accepted",NA,"Linnaeus, 1758",126758,"8204",258651,"Actinopteri","Perciformes","Anarhichadidae","Anarhichas","0","0"
"140","Notothenia coriiceps","species","Notothenia coriiceps","Notothenia coriiceps","Notothenia coriiceps",FALSE,FALSE,"","accepted",NA,"Richardson, 1844",234679,"8208",258643,"Actinopteri","Perciformes","Nototheniidae","Notothenia","0","0"
"141","Notothenia angustata","species","Notothenia angustata","Notothenia angustata","Notothenia angustata",FALSE,FALSE,"","accepted",NA,"Hutton, 1875",279349,"8210",781788,"Actinopteri","Perciformes","Nototheniidae","Notothenia","0","0"
"142","Pagothenia borchgrevinki","species","Pagothenia borchgrevinki","Pagothenia borchgrevinki","Pagothenia borchgrevinki",FALSE,FALSE,"","accepted",NA,"(Boulenger, 1902)",234801,"8213",781792,"Actinopteri","Perciformes","Nototheniidae","Pagothenia","0","0"
"143","Cygnodraco mawsoni","species","Cygnodraco mawsoni","Cygnodraco mawsoni","Cygnodraco mawsoni",FALSE,FALSE,"","accepted",NA,"Waite, 1916",234834,"8216",781799,"Actinopteri","Perciformes","Bathydraconidae","Cygnodraco","0","0"
"144","Gymnodraco acuticeps","species","Gymnodraco acuticeps","Gymnodraco acuticeps","Gymnodraco acuticeps",FALSE,FALSE,"","accepted",NA,"Boulenger, 1902",234800,"8218",781785,"Actinopteri","Perciformes","Bathydraconidae","Gymnodraco","0","0"
"145","Gillichthys mirabilis","species","Gillichthys mirabilis","Gillichthys mirabilis","Gillichthys mirabilis",FALSE,FALSE,"","accepted",NA,"Cooper, 1864",280851,"8222",308746,"Actinopteri","Gobiiformes","Gobiidae","Gillichthys","0","0"
"146","Katsuwonus pelamis","species","Katsuwonus pelamis","Katsuwonus pelamis","Katsuwonus pelamis",FALSE,FALSE,"","accepted",NA,"(Linnaeus, 1758)",127018,"8226",308754,"Actinopteri","Scombriformes","Scombridae","Katsuwonus","0","0"
"147","Euthynnus affinis","species","Euthynnus affinis","Euthynnus affinis","Euthynnus affinis",FALSE,FALSE,"","accepted",NA,"(Cantor, 1849)",219708,"8227",308760,"Actinopteri","Scombriformes","Scombridae","Euthynnus","0","0"
"148","Euthynnus alletteratus","species","Euthynnus alletteratus","Euthynnus alletteratus","Euthynnus alletteratus",FALSE,FALSE,"","accepted",NA,"(Rafinesque, 1810)",127017,"8228",308767,"Actinopteri","Scombriformes","Scombridae","Euthynnus","0","0"
"149","Sarda orientalis","species","Sarda orientalis","Sarda orientalis","Sarda orientalis",FALSE,FALSE,"","accepted",NA,"(Temminck & Schlegel, 1844)",219713,"8230",833181,"Actinopteri","Scombriformes","Scombridae","Sarda","0","0"
"150","Sarda chiliensis","species","Sarda chiliensis","Sarda chiliensis","Sarda chiliensis",FALSE,FALSE,"","accepted",NA,"(Cuvier, 1832)",293729,"8231",833178,"Actinopteri","Scombriformes","Scombridae","Sarda","0","0"
"151","Sarda sarda","species","Sarda sarda","Sarda sarda","Sarda sarda",FALSE,FALSE,"","accepted",NA,"(Bloch, 1793)",127021,"8232",833175,"Actinopteri","Scombriformes","Scombridae","Sarda","0","0"
"152","Thunnus alalunga","species","Thunnus alalunga","Thunnus alalunga","Thunnus alalunga",FALSE,FALSE,"","accepted",NA,"(Bonnaterre, 1788)",127026,"8235",833194,"Actinopteri","Scombriformes","Scombridae","Thunnus","0","0"
"153","Thunnus alalunga","species","Thunnus alalunga","Thunnus alalunga","Thunnus alalunga",FALSE,FALSE,"","unaccepted","synonym","(Bonnaterre, 1788)",127026,"8235",833194,"Actinopteri","Scombriformes","Scombridae","Thunnus","0","0"
"154","Thunnus albacares","species","Thunnus albacares","Thunnus albacares","Thunnus albacares",FALSE,FALSE,"","accepted",NA,"(Bonnaterre, 1788)",127027,"8236",833188,"Actinopteri","Scombriformes","Scombridae","Thunnus","0","0"
"155","Thunnus thynnus","species","Thunnus thynnus","Thunnus thynnus","Thunnus thynnus",FALSE,FALSE,"","accepted",NA,"(Linnaeus, 1758)",127029,"8237",833184,"Actinopteri","Scombriformes","Scombridae","Thunnus","0","0"
"156","Thunnus orientalis","species","Thunnus orientalis","Thunnus orientalis","Thunnus orientalis",FALSE,FALSE,"","accepted",NA,"(Temminck & Schlegel, 1844)",273823,"8238",833202,"Actinopteri","Scombriformes","Scombridae","Thunnus","0","0"
"157","Thunnus maccoyii","species","Thunnus maccoyii","Thunnus maccoyii","Thunnus maccoyii",FALSE,FALSE,"","accepted",NA,"(Castelnau, 1872)",219720,"8240",358610,"Actinopteri","Scombriformes","Scombridae","Thunnus","0","0"
"158","Thunnus obesus","species","Thunnus obesus","Thunnus obesus","Thunnus obesus",FALSE,FALSE,"","accepted",NA,"(Lowe, 1839)",127028,"8241",358613,"Actinopteri","Scombriformes","Scombridae","Thunnus","0","0"
"159","Thunnus thynnus thynnus",NA,NA,"Thunnus thynnus thynnus","Thunnus thynnus thynnus",FALSE,FALSE,"infraspecific",NA,NA,NA,NA,"8242",358607,NA,NA,NA,NA,NA,NA
"160","Xiphias gladius","species","Xiphias gladius","Xiphias gladius","Xiphias gladius",FALSE,FALSE,"","accepted",NA,"Linnaeus, 1758",127094,"8245",358621,"Actinopteri","Carangiformes","Xiphiidae","Xiphias","0","0"
"161","Gomphosus varius","species","Gomphosus varius","Gomphosus varius","Gomphosus varius",FALSE,FALSE,"","accepted",NA,"Lacepède, 1801",218975,"8249",358606,"Actinopteri","Eupercaria incertae sedis","Labridae","Gomphosus","0","0"
"162","Paralichthys olivaceus","species","Paralichthys olivaceus","Paralichthys olivaceus","Paralichthys olivaceus",FALSE,FALSE,"","accepted",NA,"(Temminck & Schlegel, 1846)",275816,"8255",883392,"Actinopteri","Pleuronectiformes","Paralichthyidae","Paralichthys","0","0"
"163","Myzopsetta ferruginea","species","Myzopsetta ferruginea","Myzopsetta ferruginea","Myzopsetta ferruginea",FALSE,FALSE,"","accepted",NA,"(Storer, 1839)",1571969,"8258",883419,"Actinopteri","Pleuronectiformes","Pleuronectidae","Myzopsetta","0","0"
"164","Platichthys flesus","species","Platichthys flesus","Platichthys flesus","Platichthys flesus",FALSE,FALSE,"","accepted",NA,"(Linnaeus, 1758)",127141,"8260",408331,"Actinopteri","Pleuronectiformes","Pleuronectidae","Platichthys","0","0"
"165","Pleuronectes platessa","species","Pleuronectes platessa","Pleuronectes platessa","Pleuronectes platessa",FALSE,FALSE,"","accepted",NA,"Linnaeus, 1758",127143,"8262",408337,"Actinopteri","Pleuronectiformes","Pleuronectidae","Pleuronectes","0","0"
"166","Pseudopleuronectes americanus","species","Pseudopleuronectes americanus","Pseudopleuronectes americanus","Pseudopleuronectes americanus",FALSE,FALSE,"","accepted",NA,"(Walbaum, 1792)",158885,"8265",261419,"Actinopteri","Pleuronectiformes","Pleuronectidae","Pseudopleuronectes","0","0"
"167","Hippoglossus hippoglossus","species","Hippoglossus hippoglossus","Hippoglossus hippoglossus","Hippoglossus hippoglossus",FALSE,FALSE,"","accepted",NA,"(Linnaeus, 1758)",127138,"8267",408328,"Actinopteri","Pleuronectiformes","Pleuronectidae","Hippoglossus","0","0"
"168","Pantodon buchholzi","species","Pantodon buchholzi","Pantodon buchholzi","Pantodon buchholzi",FALSE,FALSE,"","accepted",NA,"Peters, 1876",1019063,"8276",108350,"Actinopteri","Osteoglossiformes","Pantodontidae","Pantodon","1","0"
"169","Squalius cephalus","species","Squalius cephalus","Squalius cephalus","Squalius cephalus",FALSE,FALSE,"","accepted",NA,"(Linnaeus, 1758)",282855,"8284",458403,"Actinopteri","Cypriniformes","Cyprinidae","Squalius","0","0"
"170","Pardachirus pavoninus","species","Pardachirus pavoninus","Pardachirus pavoninus","Pardachirus pavoninus",FALSE,FALSE,"","accepted",NA,"(Lacepède, 1802)",278364,"8286",458396,"Actinopteri","Pleuronectiformes","Soleidae","Pardachirus","0","0"
"171","Acanthurus nigrofuscus","species","Acanthurus nigrofuscus","Acanthurus nigrofuscus","Acanthurus nigrofuscus",FALSE,FALSE,"","accepted",NA,"(Forsskål, 1775)",219640,"12913",605289,"Actinopteri","Acanthuriformes","Acanthuridae","Acanthurus","0","0"
"172","Clarias gariepinus","species","Clarias gariepinus","Clarias gariepinus","Clarias gariepinus",FALSE,FALSE,"","accepted",NA,"(Burchell, 1822)",888192,"13013",240811,"Actinopteri","Siluriformes","Clariidae","Clarias","1","0"
"173","Cynoscion nebulosus","species","Cynoscion nebulosus","Cynoscion nebulosus","Cynoscion nebulosus",FALSE,FALSE,"","accepted",NA,"(Cuvier, 1830)",159312,"13029",186252,"Actinopteri","Eupercaria incertae sedis","Sciaenidae","Cynoscion","0","0"
"174","Geophagus steindachneri","species","Geophagus steindachneri","Geophagus steindachneri","Geophagus steindachneri",FALSE,FALSE,"","accepted",NA,"Eigenmann & Hildebrand, 1922",1014603,"13074",87568,"Actinopteri","Cichliformes","Cichlidae","Geophagus","1","0"
"175","Hypophthalmichthys molitrix","species","Hypophthalmichthys molitrix","Hypophthalmichthys molitrix","Hypophthalmichthys molitrix",FALSE,FALSE,"","accepted",NA,"(Valenciennes, 1844)",154319,"13095",35786,"Actinopteri","Cypriniformes","Cyprinidae","Hypophthalmichthys","0","0"
"176","Lepomis macrochirus","species","Lepomis macrochirus","Lepomis macrochirus","Lepomis macrochirus",FALSE,FALSE,"","accepted",NA,"Rafinesque, 1819",1022846,"13106",836783,"Actinopteri","Centrarchiformes","Centrarchidae","Lepomis","1","0"
"177","Pomatoschistus minutus","species","Pomatoschistus minutus","Pomatoschistus minutus","Pomatoschistus minutus",FALSE,FALSE,"","accepted",NA,"(Pallas, 1770)",126928,"13225",1048873,"Actinopteri","Gobiiformes","Gobiidae","Pomatoschistus","0","0"
"178","Acanthocybium solandri","species","Acanthocybium solandri","Acanthocybium solandri","Acanthocybium solandri",FALSE,FALSE,"","accepted",NA,"(Cuvier, 1832)",127014,"13323",828095,"Actinopteri","Scombriformes","Scombridae","Acanthocybium","0","0"
"179","Auxis thazard","species","Auxis thazard","Auxis thazard","Auxis thazard",FALSE,FALSE,"","accepted",NA,"(Lacepède, 1800)",127016,"13353",411039,"Actinopteri","Scombriformes","Scombridae","Auxis","0","0"
"180","Carcharodon carcharias","species","Carcharodon carcharias","Carcharodon carcharias","Carcharodon carcharias",FALSE,FALSE,"","accepted",NA,"(Linnaeus, 1758)",105838,"13397",554297,"Elasmobranchii","Lamniformes","Lamnidae","Carcharodon","0","0"
"181","Coryphaena equiselis","species","Coryphaena equiselis","Coryphaena equiselis","Coryphaena equiselis",FALSE,FALSE,"","accepted",NA,"Linnaeus, 1758",126845,"13454",424327,"Actinopteri","Carangiformes","Coryphaenidae","Coryphaena","0","0"
"182","Cyprinella spiloptera","species","Cyprinella spiloptera","Cyprinella spiloptera","Cyprinella spiloptera",FALSE,FALSE,"","accepted",NA,"(Cope, 1867)",1020798,"13477",373838,"Actinopteri","Cypriniformes","Cyprinidae","Cyprinella","1","0"
"183","Dicentrarchus labrax","species","Dicentrarchus labrax","Dicentrarchus labrax","Dicentrarchus labrax",FALSE,FALSE,"","accepted",NA,"(Linnaeus, 1758)",126975,"13489",3549,"Actinopteri","Eupercaria incertae sedis","Moronidae","Dicentrarchus","0","0"
"184","Gasterochisma melampus","species","Gasterochisma melampus","Gasterochisma melampus","Gasterochisma melampus",FALSE,FALSE,"","accepted",NA,"Richardson, 1845",219709,"13537",445132,"Actinopteri","Scombriformes","Scombridae","Gasterochisma","0","0"
"185","Gempylus serpens","species","Gempylus serpens","Gempylus serpens","Gempylus serpens",FALSE,FALSE,"","accepted",NA,"Cuvier, 1829",126862,"13543",1021706,"Actinopteri","Scombriformes","Gempylidae","Gempylus","0","0"
"186","Istiophorus platypterus","species","Istiophorus platypterus","Istiophorus platypterus","Istiophorus platypterus",FALSE,FALSE,"","accepted",NA,"(Shaw, 1792)",158812,"13575",545842,"Actinopteri","Carangiformes","Istiophoridae","Istiophorus","0","0"
"187","Lepidocybium flavobrunneum","species","Lepidocybium flavobrunneum","Lepidocybium flavobrunneum","Lepidocybium flavobrunneum",FALSE,FALSE,"","accepted",NA,"(Smith, 1843)",126863,"13587",24770,"Actinopteri","Scombriformes","Gempylidae","Lepidocybium","0","0"
"188","Istiompax indica","species","Istiompax indica","Istiompax indica","Istiompax indica",FALSE,FALSE,"","accepted",NA,"(Cuvier, 1832)",712905,"13603",696430,"Actinopteri","Carangiformes","Istiophoridae","Istiompax","0","0"
"189","Makaira nigricans","species","Makaira nigricans","Makaira nigricans","Makaira nigricans",FALSE,FALSE,"","accepted",NA,"Lacepède, 1802",126950,"13604",696461,"Actinopteri","Carangiformes","Istiophoridae","Makaira","0","0"
"190","Ruvettus pretiosus","species","Ruvettus pretiosus","Ruvettus pretiosus","Ruvettus pretiosus",FALSE,FALSE,"","accepted",NA,"Cocco, 1833",126867,"13662",643948,"Actinopteri","Scombriformes","Gempylidae","Ruvettus","0","0"
