"","found_taxa","rank","worms_sciname","tol_sp","ncbi_sp","approximate_match","is_synonym","flags","status","unacceptreason","valid_authority","worms_aphiaid","ncbi_uid","ott_id","class","order","family","genus","freshwater_only","terrestrial_only"
"3507","Naso thynnoides","species","Naso thynnoides","Naso thynnoides","Naso thynnoides",FALSE,FALSE,"","accepted",NA,"(Cuvier, 1829)",219670,"238065",509396,"Actinopteri","Acanthuriformes","Acanthuridae","Naso","0","0"
"3508","Naso vlamingii","species","Naso vlamingii","Naso vlamingii","Naso vlamingii",FALSE,FALSE,"","accepted",NA,"(Valenciennes, 1835)",219672,"238067",509401,"Actinopteri","Acanthuriformes","Acanthuridae","Naso","0","0"
"3509","Ptychochromis grandidieri","species","Ptychochromis grandidieri","Ptychochromis grandidieri","Ptychochromis grandidieri",FALSE,FALSE,"","accepted",NA,"Sauvage, 1882",282509,"238217",856341,"Actinopteri","Cichliformes","Cichlidae","Ptychochromis","0","0"
"3510","Ptychochromis oligacanthus","species","Ptychochromis oligacanthus","Ptychochromis oligacanthus","Ptychochromis oligacanthus",FALSE,FALSE,"","accepted",NA,"(Bleeker, 1868)",282511,"238219",692804,"Actinopteri","Cichliformes","Cichlidae","Ptychochromis","0","0"
"3511","Ptychochromoides katria",NA,NA,"Ptychochromoides katria","Ptychochromoides katria",FALSE,FALSE,"",NA,NA,NA,NA,"238220",67054,NA,NA,NA,NA,NA,NA
"3512","Paretroplus maculatus","species","Paretroplus maculatus","Paretroplus maculatus","Paretroplus maculatus",FALSE,FALSE,"","accepted",NA,"Kiener & Maugé, 1966",1013424,"238224",67063,"Actinopteri","Cichliformes","Cichlidae","Paretroplus","1","0"
"3513","Etroplus suratensis","species","Etroplus suratensis","Etroplus suratensis","Etroplus suratensis",FALSE,FALSE,"","accepted",NA,"(Bloch, 1790)",280728,"238232",640316,"Actinopteri","Cichliformes","Cichlidae","Etroplus","0","0"
"3514","Heros severus","species","Heros severus","Heros severus","Heros severus",FALSE,FALSE,"","accepted",NA,"Heckel, 1840",281050,"238233",547065,"Actinopteri","Cichliformes","Cichlidae","Heros","0","0"
"3515","Hypophthalmus edentatus","species","Hypophthalmus edentatus","Hypophthalmus edentatus","Hypophthalmus edentatus",FALSE,FALSE,"","accepted",NA,"Spix & Agassiz, 1829",281103,"238553",758735,"Actinopteri","Siluriformes","Pimelodidae","Hypophthalmus","1","0"
"3516","Sorubim lima","species","Sorubim lima","Sorubim lima","Sorubim lima",FALSE,FALSE,"","accepted",NA,"(Bloch & Schneider, 1801)",1016883,"238556",758758,"Actinopteri","Siluriformes","Pimelodidae","Sorubim","1","0"
"3517","Zungaro zungaro","species","Zungaro zungaro","Zungaro zungaro","Zungaro zungaro",FALSE,FALSE,"","accepted",NA,"(Humboldt, 1821)",1026885,"238558",676189,"Actinopteri","Siluriformes","Pimelodidae","Zungaro","1","0"
"3518","Amblydoras affinis","species","Amblydoras affinis","Amblydoras affinis","Amblydoras affinis",FALSE,FALSE,"","accepted",NA,"(Kner, 1855)",1021492,"238560",315257,"Actinopteri","Siluriformes","Doradidae","Amblydoras","1","0"
"3519","Amblydoras monitor","species","Amblydoras monitor","Amblydoras monitor","Amblydoras monitor",FALSE,FALSE,"","accepted",NA,"(Cope, 1872)",1463293,"238561",3622414,"Actinopteri","Siluriformes","Doradidae","Amblydoras","1","0"
"3520","Amblydoras nauticus","species","Amblydoras nauticus","Amblydoras nauticus","Amblydoras nauticus",FALSE,FALSE,"","accepted",NA,"(Cope, 1874)",1421924,"238563",102004,"Actinopteri","Siluriformes","Doradidae","Amblydoras","1","0"
"3521","Hypodoras forficulatus","species","Hypodoras forficulatus","Hypodoras forficulatus","Hypodoras forficulatus",FALSE,FALSE,"","accepted",NA,"Eigenmann, 1925",1016318,"238565",101999,"Actinopteri","Siluriformes","Doradidae","Hypodoras","1","0"
"3522","Physopyxis lyra","species","Physopyxis lyra","Physopyxis lyra","Physopyxis lyra",FALSE,FALSE,"","accepted",NA,"Cope, 1872",1020476,"238567",102001,"Actinopteri","Siluriformes","Doradidae","Physopyxis","1","0"
"3523","Anadoras grypus","species","Anadoras grypus","Anadoras grypus","Anadoras grypus",FALSE,FALSE,"","accepted",NA,"(Cope, 1872)",1020526,"238569",102009,"Actinopteri","Siluriformes","Doradidae","Anadoras","1","0"
"3524","Megalodoras uranoscopus","species","Megalodoras uranoscopus","Megalodoras uranoscopus","Megalodoras uranoscopus",FALSE,FALSE,"","accepted",NA,"(Eigenmann & Eigenmann, 1888)",1016385,"238571",623736,"Actinopteri","Siluriformes","Doradidae","Megalodoras","1","0"
"3525","Lithodoras dorsalis","species","Lithodoras dorsalis","Lithodoras dorsalis","Lithodoras dorsalis",FALSE,FALSE,"","accepted",NA,"(Valenciennes, 1840)",1014374,"238574",623743,"Actinopteri","Siluriformes","Doradidae","Lithodoras","1","0"
"3526","Centrodoras brachiatus","species","Centrodoras brachiatus","Centrodoras brachiatus","Centrodoras brachiatus",FALSE,FALSE,"","accepted",NA,"(Cope, 1872)",1020350,"238576",3622468,"Actinopteri","Siluriformes","Doradidae","Centrodoras","1","0"
"3527","Platydoras costatus","species","Platydoras costatus","Platydoras costatus","Platydoras costatus",FALSE,FALSE,"","accepted",NA,"(Linnaeus, 1758)",1020735,"238578",623745,"Actinopteri","Siluriformes","Doradidae","Platydoras","1","0"
"3528","Rhinodoras boehlkei","species","Rhinodoras boehlkei","Rhinodoras boehlkei","Rhinodoras boehlkei",FALSE,FALSE,"","accepted",NA,"Glodek, Whitmire & Orcés V., 1976",1012741,"238580",50919,"Actinopteri","Siluriformes","Doradidae","Rhinodoras","1","0"
"3529","Rhinodoras boehlkei","species","Rhinodoras boehlkei","Rhinodoras boehlkei","Rhinodoras boehlkei",FALSE,FALSE,"","accepted",NA,"Glodek, Whitmire & Orcés V., 1976",1012741,"238581",50919,"Actinopteri","Siluriformes","Doradidae","Rhinodoras","1","0"
"3530","Rhinodoras thomersoni","species","Rhinodoras thomersoni","Rhinodoras thomersoni","Rhinodoras thomersoni",FALSE,FALSE,"","accepted",NA,"Taphorn & Lilyestrom, 1984",1012058,"238582",50918,"Actinopteri","Siluriformes","Doradidae","Rhinodoras","1","0"
"3531","Oxydoras niger","species","Oxydoras niger","Oxydoras niger","Oxydoras niger",FALSE,FALSE,"","accepted",NA,"(Valenciennes, 1821)",1013307,"238584",50911,"Actinopteri","Siluriformes","Doradidae","Oxydoras","1","0"
"3532","Agamyxis pectinifrons","species","Agamyxis pectinifrons","Agamyxis pectinifrons","Agamyxis pectinifrons",FALSE,FALSE,"","accepted",NA,"(Cope, 1870)",1026624,"238586",50909,"Actinopteri","Siluriformes","Doradidae","Agamyxis","1","0"
"3533","Agamyxis albomaculatus","species","Agamyxis albomaculatus","Agamyxis albomaculatus","Agamyxis albomaculatus",FALSE,FALSE,"","accepted",NA,"(Peters, 1877)",1020248,"238587",50910,"Actinopteri","Siluriformes","Doradidae","Agamyxis","1","0"
"3534","Pterodoras granulosus","species","Pterodoras granulosus","Pterodoras granulosus","Pterodoras granulosus",FALSE,FALSE,"","accepted",NA,"(Valenciennes, 1821)",1016627,"238589",50908,"Actinopteri","Siluriformes","Doradidae","Pterodoras","1","0"
"3535","Doraops zuloagai","species","Doraops zuloagai","Doraops zuloagai","Doraops zuloagai",FALSE,FALSE,"","accepted",NA,"Schultz, 1944",1014519,"238593",571692,"Actinopteri","Siluriformes","Doradidae","Doraops","1","0"
"3536","Doras carinatus","species","Doras carinatus","Doras carinatus","Doras carinatus",FALSE,FALSE,"","accepted",NA,"(Linnaeus, 1766)",1023031,"238595",571686,"Actinopteri","Siluriformes","Doradidae","Doras","0","0"
"3537","Doras micropoeus","species","Doras micropoeus","Doras micropoeus","Doras micropoeus",FALSE,FALSE,"","accepted",NA,"(Eigenmann, 1912)",1017612,"238597",571688,"Actinopteri","Siluriformes","Doradidae","Doras","1","0"
"3538","Nemadoras hemipeltis","species","Nemadoras hemipeltis","Nemadoras hemipeltis","Nemadoras hemipeltis",FALSE,FALSE,"sibling_higher","accepted",NA,"(Eigenmann, 1925)",1026848,"238603",317872,"Actinopteri","Siluriformes","Doradidae","Nemadoras","1","0"
"3539","Hassar","genus","Hassar","Hassar","Hassar",FALSE,FALSE,"","accepted",NA,"Eigenmann & Eigenmann, 1888",269322,"238610",317864,"Actinopteri","Siluriformes","Doradidae","Hassar","1","0"
"3540","Hemidoras stenopeltis","species","Hemidoras stenopeltis","Hemidoras stenopeltis","Hemidoras stenopeltis",FALSE,FALSE,"","accepted",NA,"(Kner, 1855)",1021533,"238612",892422,"Actinopteri","Siluriformes","Doradidae","Hemidoras","1","0"
"3541","Hemidoras morrisi","species","Hemidoras morrisi","Hemidoras morrisi","Hemidoras morrisi",FALSE,FALSE,"","accepted",NA,"Eigenmann, 1925",1016319,"238616",892417,"Actinopteri","Siluriformes","Doradidae","Hemidoras","1","0"
"3542","Leptodoras hasemani","species","Leptodoras hasemani","Leptodoras hasemani","Leptodoras hasemani",FALSE,FALSE,"","accepted",NA,"(Steindachner, 1915)",1017195,"238619",892416,"Actinopteri","Siluriformes","Doradidae","Leptodoras","1","0"
"3543","Anduzedoras oxyrhynchus","species","Anduzedoras oxyrhynchus","Anduzedoras oxyrhynchus","Anduzedoras oxyrhynchus",FALSE,FALSE,"","accepted",NA,"(Valenciennes, 1821)",1013316,"238621",267803,"Actinopteri","Siluriformes","Doradidae","Anduzedoras","1","0"
"3544","Leptodoras juruensis","species","Leptodoras juruensis","Leptodoras juruensis","Leptodoras juruensis",FALSE,FALSE,"","accepted",NA,"Boulenger, 1898",1011852,"238622",267802,"Actinopteri","Siluriformes","Doradidae","Leptodoras","1","0"
"3545","Leptodoras acipenserinus","species","Leptodoras acipenserinus","Leptodoras acipenserinus","Leptodoras acipenserinus",FALSE,FALSE,"","accepted",NA,"(Günther, 1868)",1020736,"238623",267801,"Actinopteri","Siluriformes","Doradidae","Leptodoras","1","0"
"3546","Leptodoras","genus","Leptodoras","Leptodoras","Leptodoras",FALSE,FALSE,"","accepted",NA,"Boulenger, 1898",269657,"238624",892415,"Actinopteri","Siluriformes","Doradidae","Leptodoras","1","0"
"3547","Leptodoras","genus","Leptodoras","Leptodoras","Leptodoras",FALSE,FALSE,"","accepted",NA,"Boulenger, 1898",269657,"238625",892415,"Actinopteri","Siluriformes","Doradidae","Leptodoras","1","0"
"3548","Leptodoras praelongus","species","Leptodoras praelongus","Leptodoras praelongus","Leptodoras praelongus",FALSE,FALSE,"","accepted",NA,"(Myers & Weitzman, 1956)",1026680,"238626",267798,"Actinopteri","Siluriformes","Doradidae","Leptodoras","1","0"
"3549","Leptodoras praelongus","species","Leptodoras praelongus","Leptodoras praelongus","Leptodoras praelongus",FALSE,FALSE,"","accepted",NA,"(Myers & Weitzman, 1956)",1026680,"238627",267798,"Actinopteri","Siluriformes","Doradidae","Leptodoras","1","0"
"3550","Leptodoras linnelli","species","Leptodoras linnelli","Leptodoras linnelli","Leptodoras linnelli",FALSE,FALSE,"","accepted",NA,"Eigenmann, 1912",1017526,"238628",267805,"Actinopteri","Siluriformes","Doradidae","Leptodoras","1","0"
"3551","Leptodoras copei","species","Leptodoras copei","Leptodoras copei","Leptodoras copei",FALSE,FALSE,"","accepted",NA,"(Fernández-Yépez, 1968)",1013315,"238631",3622438,"Actinopteri","Siluriformes","Doradidae","Leptodoras","1","0"
"3552","Trachydoras nattereri","species","Trachydoras nattereri","Trachydoras nattereri","Trachydoras nattereri",FALSE,FALSE,"","accepted",NA,"(Steindachner, 1881)",1019993,"238633",842269,"Actinopteri","Siluriformes","Doradidae","Trachydoras","1","0"
"3553","Trachydoras steindachneri","species","Trachydoras steindachneri","Trachydoras steindachneri","Trachydoras steindachneri",FALSE,FALSE,"","accepted",NA,"(Perugia, 1897)",1016374,"238635",842274,"Actinopteri","Siluriformes","Doradidae","Trachydoras","1","0"
"3554","Trachydoras microstomus","species","Trachydoras microstomus","Trachydoras microstomus","Trachydoras microstomus",FALSE,FALSE,"","accepted",NA,"(Eigenmann, 1912)",1017611,"238638",3622443,"Actinopteri","Siluriformes","Doradidae","Trachydoras","1","0"
"3555","Ossancora punctata","species","Ossancora punctata","Ossancora punctata","Ossancora punctata",FALSE,FALSE,"","accepted",NA,"(Kner, 1855)",1021482,"238639",842262,"Actinopteri","Siluriformes","Doradidae","Ossancora","1","0"
"3556","Acanthodoras spinosissimus","species","Acanthodoras spinosissimus","Acanthodoras spinosissimus","Acanthodoras spinosissimus",FALSE,FALSE,"","accepted",NA,"(Eigenmann & Eigenmann, 1888)",1019764,"238643",216715,"Actinopteri","Siluriformes","Doradidae","Acanthodoras","1","0"
"3557","Acanthodoras cataphractus","species","Acanthodoras cataphractus","Acanthodoras cataphractus","Acanthodoras cataphractus",FALSE,FALSE,"","accepted",NA,"(Linnaeus, 1758)",1021601,"238645",216717,"Actinopteri","Siluriformes","Doradidae","Acanthodoras","1","0"
"3558","Trachelyopterus galeatus","species","Trachelyopterus galeatus","Trachelyopterus galeatus","Trachelyopterus galeatus",FALSE,FALSE,"","accepted",NA,"(Linnaeus, 1766)",1018418,"238651",671060,"Actinopteri","Siluriformes","Auchenipteridae","Trachelyopterus","1","0"
"3559","Ageneiosus ucayalensis","species","Ageneiosus ucayalensis","Ageneiosus ucayalensis","Ageneiosus ucayalensis",FALSE,FALSE,"","accepted",NA,"Castelnau, 1855",1017606,"238655",791207,"Actinopteri","Siluriformes","Auchenipteridae","Ageneiosus","1","0"
"3560","Auchenipterus demerarae","species","Auchenipterus demerarae","Auchenipterus demerarae","Auchenipterus demerarae",FALSE,FALSE,"","accepted",NA,"Eigenmann, 1912",1017501,"238662",165953,"Actinopteri","Siluriformes","Auchenipteridae","Auchenipterus","1","0"
"3561","Auchenipterichthys thoracatus","species","Auchenipterichthys thoracatus","Auchenipterichthys thoracatus","Auchenipterichthys thoracatus",FALSE,FALSE,"","accepted",NA,"(Kner, 1858)",1419537,"238663",165949,"Actinopteri","Siluriformes","Auchenipteridae","Auchenipterichthys","1","0"
"3562","Tatia intermedia","species","Tatia intermedia","Tatia intermedia","Tatia intermedia",FALSE,FALSE,"","accepted",NA,"(Steindachner, 1877)",1020234,"238666",165958,"Actinopteri","Siluriformes","Auchenipteridae","Tatia","1","0"
"3563","Liosomadoras morrowi","species","Liosomadoras morrowi","Liosomadoras morrowi","Liosomadoras morrowi",FALSE,FALSE,"","accepted",NA,"Fowler, 1940",1014829,"238676",740542,"Actinopteri","Siluriformes","Auchenipteridae","Liosomadoras","1","0"
"3564","Centromochlus heckelii","species","Centromochlus heckelii","Centromochlus heckelii","Centromochlus heckelii",FALSE,FALSE,"","accepted",NA,"(De Filippi, 1853)",1020615,"238680",518277,"Actinopteri","Siluriformes","Auchenipteridae","Centromochlus","1","0"
"3565","Synodontis","genus","Synodontis","Synodontis","Synodontis",FALSE,FALSE,"","accepted",NA,"Cuvier, 1816",271023,"238681",76041,"Actinopteri","Siluriformes","Mochokidae","Synodontis","1","0"
"3566","Henonemus punctatus","species","Henonemus punctatus","Henonemus punctatus","Henonemus punctatus",FALSE,FALSE,"","accepted",NA,"(Boulenger, 1887)",1019793,"238685",926781,"Actinopteri","Siluriformes","Trichomycteridae","Henonemus","1","0"
"3567","Bedotia","genus","Bedotia","Bedotia","Bedotia",FALSE,FALSE,"","accepted",NA,"Regan, 1903",268518,"238688",633390,"Actinopteri","Atheriniformes","Bedotiidae","Bedotia","1","0"
"3568","Bedotia","genus","Bedotia","Bedotia","Bedotia",FALSE,FALSE,"","accepted",NA,"Regan, 1903",268518,"238689",633390,"Actinopteri","Atheriniformes","Bedotiidae","Bedotia","1","0"
"3569","Bedotia marojejy","species","Bedotia marojejy","Bedotia marojejy","Bedotia marojejy",FALSE,FALSE,"","accepted",NA,"Stiassny & Harrison, 2000",1010133,"238691",1095610,"Actinopteri","Atheriniformes","Bedotiidae","Bedotia","1","0"
"3570","Bedotia madagascariensis","species","Bedotia madagascariensis","Bedotia madagascariensis","Bedotia madagascariensis",FALSE,FALSE,"","accepted",NA,"Regan, 1903",1018683,"238692",1077863,"Actinopteri","Atheriniformes","Bedotiidae","Bedotia","1","0"
"3571","Bedotia longianalis","species","Bedotia longianalis","Bedotia longianalis","Bedotia longianalis",FALSE,FALSE,"","accepted",NA,"Pellegrin, 1914",1017242,"238693",1077866,"Actinopteri","Atheriniformes","Bedotiidae","Bedotia","1","0"
"3572","Bedotia masoala","species","Bedotia masoala","Bedotia masoala","Bedotia masoala",FALSE,FALSE,"","accepted",NA,"Sparks, 2001",1009948,"238694",1095603,"Actinopteri","Atheriniformes","Bedotiidae","Bedotia","1","0"
"3573","Rheocles wrightae","species","Rheocles wrightae","Rheocles wrightae","Rheocles wrightae",FALSE,FALSE,"","accepted",NA,"Stiassny, 1990",1011424,"238698",1077892,"Actinopteri","Atheriniformes","Bedotiidae","Rheocles","1","0"
"3574","Rheocles alaotrensis","species","Rheocles alaotrensis","Rheocles alaotrensis","Rheocles alaotrensis",FALSE,FALSE,"","accepted",NA,"(Pellegrin, 1914)",1017304,"238699",791791,"Actinopteri","Atheriniformes","Bedotiidae","Rheocles","1","0"
"3575","Rheocles derhami","species","Rheocles derhami","Rheocles derhami","Rheocles derhami",FALSE,FALSE,"","accepted",NA,"Stiassny & Rodriguez, 2001",1009020,"238700",296892,"Actinopteri","Atheriniformes","Bedotiidae","Rheocles","1","0"
"3576","Rheocles lateralis","species","Rheocles lateralis","Rheocles lateralis","Rheocles lateralis",FALSE,FALSE,"","accepted",NA,"Stiassny & Reinthal, 1992",1011167,"238701",296893,"Actinopteri","Atheriniformes","Bedotiidae","Rheocles","1","0"
"3577","Rheocles vatosoa","species","Rheocles vatosoa","Rheocles vatosoa","Rheocles vatosoa",FALSE,FALSE,"","accepted",NA,"Stiassny, Rodriguez & Loiselle, 2002",1009836,"238702",296894,"Actinopteri","Atheriniformes","Bedotiidae","Rheocles","1","0"
"3578","Marosatherina ladigesi","species","Marosatherina ladigesi","Marosatherina ladigesi","Marosatherina ladigesi",FALSE,FALSE,"","accepted",NA,"(Ahl, 1936)",1525325,"238705",296889,"Actinopteri","Atheriniformes","Telmatherinidae","Marosatherina","1","0"
"3579","Iso rhothophilus","species","Iso rhothophilus","Iso rhothophilus","Iso rhothophilus",FALSE,FALSE,"","accepted",NA,"(Ogilby, 1895)",276754,"238708",296896,"Actinopteri","Atheriniformes","Isonidae","Iso","0","0"
"3580","Atherina hepsetus","species","Atherina hepsetus","Atherina hepsetus","Atherina hepsetus",FALSE,FALSE,"sibling_higher","accepted",NA,"Linnaeus, 1758",272028,"238709",296899,"Actinopteri","Atheriniformes","Atherinidae","Atherina","0","0"
"3581","Teramulus waterloti","species","Teramulus waterloti","Teramulus waterloti","Teramulus waterloti",FALSE,FALSE,"","accepted",NA,"(Pellegrin, 1932)",1015745,"238711",821405,"Actinopteri","Atheriniformes","Atherinidae","Teramulus","1","0"
"3582","Atherinomorus","genus","Atherinomorus","Atherinomorus","Atherinomorus",FALSE,FALSE,"sibling_higher","accepted",NA,"Fowler, 1903",125660,"238712",606413,"Actinopteri","Atheriniformes","Atherinidae","Atherinomorus","0","0"
"3583","Melanotaenia praecox","species","Melanotaenia praecox","Melanotaenia praecox","Melanotaenia praecox",FALSE,FALSE,"","accepted",NA,"(Weber & de Beaufort, 1922)",1525674,"238736",872013,"Actinopteri","Atheriniformes","Melanotaeniidae","Melanotaenia","1","0"
"3584","Cairnsichthys rhombosomoides","species","Cairnsichthys rhombosomoides","Cairnsichthys rhombosomoides","Cairnsichthys rhombosomoides",FALSE,FALSE,"","accepted",NA,"(Nichols & Raven, 1928)",1016078,"238738",872001,"Actinopteri","Atheriniformes","Melanotaeniidae","Cairnsichthys","1","0"
"3585","Atherinops affinis","species","Atherinops affinis","Atherinops affinis","Atherinops affinis",FALSE,FALSE,"","accepted",NA,"(Ayres, 1860)",279812,"238741",396631,"Actinopteri","Atheriniformes","Atherinidae","Atherinops","0","0"
"3586","Menidia menidia","species","Menidia menidia","Menidia menidia","Menidia menidia",FALSE,FALSE,"","accepted",NA,"(Linnaeus, 1766)",159228,"238744",189767,"Actinopteri","Atheriniformes","Atherinopsidae","Menidia","0","0"
"3587","Hemilepidotus gilberti","species","Hemilepidotus gilberti","Hemilepidotus gilberti","Hemilepidotus gilberti",FALSE,FALSE,"","accepted",NA,"Jordan & Starks, 1904",254520,"238838",582921,"Actinopteri","Perciformes","Cottidae","Hemilepidotus","0","0"
"3588","Myoxocephalus polyacanthocephalus","species","Myoxocephalus polyacanthocephalus","Myoxocephalus polyacanthocephalus","Myoxocephalus polyacanthocephalus",FALSE,FALSE,"","accepted",NA,"(Pallas, 1814)",254528,"238839",582925,"Actinopteri","Perciformes","Cottidae","Myoxocephalus","0","0"
"3589","Glyptocephalus stelleri","species","Glyptocephalus stelleri","Glyptocephalus stelleri","Glyptocephalus stelleri",FALSE,FALSE,"","accepted",NA,"(Schmidt, 1904)",274286,"238840",61883,"Actinopteri","Pleuronectiformes","Pleuronectidae","Glyptocephalus","0","0"
"3590","Bedotia","genus","Bedotia","Bedotia","Bedotia",FALSE,FALSE,"","accepted",NA,"Regan, 1903",268518,"238841",633390,"Actinopteri","Atheriniformes","Bedotiidae","Bedotia","1","0"
"3591","Bedotia","genus","Bedotia","Bedotia","Bedotia",FALSE,FALSE,"","accepted",NA,"Regan, 1903",268518,"238843",633390,"Actinopteri","Atheriniformes","Bedotiidae","Bedotia","1","0"
"3592","Bedotia","genus","Bedotia","Bedotia","Bedotia",FALSE,FALSE,"","accepted",NA,"Regan, 1903",268518,"238844",633390,"Actinopteri","Atheriniformes","Bedotiidae","Bedotia","1","0"
"3593","Bedotia","genus","Bedotia","Bedotia","Bedotia",FALSE,FALSE,"","accepted",NA,"Regan, 1903",268518,"238846",633390,"Actinopteri","Atheriniformes","Bedotiidae","Bedotia","1","0"
"3594","Bedotia","genus","Bedotia","Bedotia","Bedotia",FALSE,FALSE,"","accepted",NA,"Regan, 1903",268518,"238847",633390,"Actinopteri","Atheriniformes","Bedotiidae","Bedotia","1","0"
"3595","Bedotia","genus","Bedotia","Bedotia","Bedotia",FALSE,FALSE,"","accepted",NA,"Regan, 1903",268518,"238848",633390,"Actinopteri","Atheriniformes","Bedotiidae","Bedotia","1","0"
"3596","Bedotia","genus","Bedotia","Bedotia","Bedotia",FALSE,FALSE,"","accepted",NA,"Regan, 1903",268518,"238849",633390,"Actinopteri","Atheriniformes","Bedotiidae","Bedotia","1","0"
"3597","Bedotia","genus","Bedotia","Bedotia","Bedotia",FALSE,FALSE,"","accepted",NA,"Regan, 1903",268518,"238850",633390,"Actinopteri","Atheriniformes","Bedotiidae","Bedotia","1","0"
"3598","Gomphosus caeruleus","species","Gomphosus caeruleus","Gomphosus caeruleus","Gomphosus caeruleus",FALSE,FALSE,"","accepted",NA,"Lacepède, 1801",218976,"239037",467224,"Actinopteri","Eupercaria incertae sedis","Labridae","Gomphosus","0","0"
"3599","Halichoeres semicinctus","species","Halichoeres semicinctus","Halichoeres semicinctus","Halichoeres semicinctus",FALSE,FALSE,"","accepted",NA,"(Ayres, 1859)",275798,"239038",467218,"Actinopteri","Eupercaria incertae sedis","Labridae","Halichoeres","0","0"
"3600","Thalassoma amblycephalum","species","Thalassoma amblycephalum","Thalassoma amblycephalum","Thalassoma amblycephalum",FALSE,FALSE,"","accepted",NA,"(Bleeker, 1856)",212216,"239039",467217,"Actinopteri","Eupercaria incertae sedis","Labridae","Thalassoma","0","0"
"3601","Thalassoma ballieui","species","Thalassoma ballieui","Thalassoma ballieui","Thalassoma ballieui",FALSE,FALSE,"","accepted",NA,"(Vaillant & Sauvage, 1875)",273577,"239040",1094743,"Actinopteri","Eupercaria incertae sedis","Labridae","Thalassoma","0","0"
"3602","Thalassoma cupido","species","Thalassoma cupido","Thalassoma cupido","Thalassoma cupido",FALSE,FALSE,"","accepted",NA,"(Temminck & Schlegel, 1845)",273578,"239042",1094745,"Actinopteri","Eupercaria incertae sedis","Labridae","Thalassoma","0","0"
"3603","Thalassoma duperrey","species","Thalassoma duperrey","Thalassoma duperrey","Thalassoma duperrey",FALSE,FALSE,"","accepted",NA,"(Quoy & Gaimard, 1824)",273579,"239043",1072538,"Actinopteri","Eupercaria incertae sedis","Labridae","Thalassoma","0","0"
"3604","Thalassoma jansenii","species","Thalassoma jansenii","Thalassoma jansenii","Thalassoma jansenii",FALSE,FALSE,"","accepted",NA,"(Bleeker, 1856)",273582,"239046",1094748,"Actinopteri","Eupercaria incertae sedis","Labridae","Thalassoma","0","0"
"3605","Thalassoma lucasanum","species","Thalassoma lucasanum","Thalassoma lucasanum","Thalassoma lucasanum",FALSE,FALSE,"","accepted",NA,"(Gill, 1862)",273584,"239048",1094750,"Actinopteri","Eupercaria incertae sedis","Labridae","Thalassoma","0","0"
"3606","Thalassoma lutescens","species","Thalassoma lutescens","Thalassoma lutescens","Thalassoma lutescens",FALSE,FALSE,"","accepted",NA,"(Lay & Bennett, 1839)",273585,"239049",1094751,"Actinopteri","Eupercaria incertae sedis","Labridae","Thalassoma","0","0"
"3607","Thalassoma rueppellii","species","Thalassoma rueppellii","Thalassoma rueppellii","Thalassoma rueppellii",FALSE,FALSE,"","accepted",NA,"(Klunzinger, 1871)",273590,"239057",517513,"Actinopteri","Eupercaria incertae sedis","Labridae","Thalassoma","0","0"
"3608","Thalassoma trilobatum","species","Thalassoma trilobatum","Thalassoma trilobatum","Thalassoma trilobatum",FALSE,FALSE,"","accepted",NA,"(Lacepède, 1801)",212212,"239059",517511,"Actinopteri","Eupercaria incertae sedis","Labridae","Thalassoma","0","0"
"3609","Opsariichthys pachycephalus","species","Opsariichthys pachycephalus","Opsariichthys pachycephalus","Opsariichthys pachycephalus",FALSE,FALSE,"","accepted",NA,"Günther, 1868",1012268,"239087",790194,"Actinopteri","Cypriniformes","Cyprinidae","Opsariichthys","1","0"
"3610","Engraulis mordax","species","Engraulis mordax","Engraulis mordax","Engraulis mordax",FALSE,FALSE,"","accepted",NA,"Girard, 1854",272286,"239368",29754,"Actinopteri","Clupeiformes","Engraulidae","Engraulis","0","0"
"3611","Thalassoma grammaticum","species","Thalassoma grammaticum","Thalassoma grammaticum","Thalassoma grammaticum",FALSE,FALSE,"","accepted",NA,"Gilbert, 1890",273580,"239370",395860,"Actinopteri","Eupercaria incertae sedis","Labridae","Thalassoma","0","0"
"3612","Myoxocephalus stelleri","species","Myoxocephalus stelleri","Myoxocephalus stelleri","Myoxocephalus stelleri",FALSE,FALSE,"","accepted",NA,"Tilesius, 1811",154570,"239743",59824,"Actinopteri","Perciformes","Cottidae","Myoxocephalus","0","0"
"3613","Aulorhynchus flavidus","species","Aulorhynchus flavidus","Aulorhynchus flavidus","Aulorhynchus flavidus",FALSE,FALSE,"","accepted",NA,"Gill, 1861",279839,"240152",591249,"Actinopteri","Perciformes","Aulorhynchidae","Aulorhynchus","0","0"
"3614","Apeltes quadracus","species","Apeltes quadracus","Apeltes quadracus","Apeltes quadracus",FALSE,FALSE,"","accepted",NA,"(Mitchill, 1815)",159436,"240154",591259,"Actinopteri","Perciformes","Gasterosteidae","Apeltes","0","0"
"3615","Culaea inconstans","species","Culaea inconstans","Culaea inconstans","Culaea inconstans",FALSE,FALSE,"","accepted",NA,"(Kirtland, 1840)",567530,"240156",591254,"Actinopteri","Perciformes","Gasterosteidae","Culaea","1","0"
"3616","Collichthys lucidus","species","Collichthys lucidus","Collichthys lucidus","Collichthys lucidus",FALSE,FALSE,"","accepted",NA,"(Richardson, 1844)",280361,"240159",591269,"Actinopteri","Eupercaria incertae sedis","Sciaenidae","Collichthys","0","0"
