"","taxa_query","found_taxa","rank","worms_aphiaid","bold_id","gbif_key","ott_id","worms_sciname","tol_sciname","bold_taxon","gbif_sciname","phylum","class","status","unacceptreason","is_synonym","flags","valid_authority","kingdom","order","family","genus","freshwater_only","terrestrial_only"
"54","Harmothoe extenuata","Harmothoe extenuata","species",130762,306745,2313666,4984394,"Harmothoe extenuata","Harmothoe extenuata","Harmothoe extenuata","Harmothoe extenuata (Grube, 1840)","Annelida","Polychaeta","accepted",NA,FALSE,"sibling_higher","(Grube, 1840)","Animalia","Phyllodocida","Polynoidae","Harmothoe","0","0"
"55","Harmothoe imbricata","Harmothoe imbricata","species",130769,177382,2313557,694272,"Harmothoe imbricata","Harmothoe imbricata","Harmothoe imbricata","Harmothoe imbricata (Linnaeus, 1767)","Annelida","Polychaeta","accepted",NA,FALSE,"sibling_higher","(Linnaeus, 1767)","Animalia","Phyllodocida","Polynoidae","Harmothoe","0","0"
"56","Harmothoe","Harmothoe","genus",129491,177381,2315129,1067342,"Harmothoe","Harmothoe","Harmothoe","Harmothoe Kinberg, 1856","Annelida","Polychaeta","accepted",NA,FALSE,"sibling_higher","Kinberg, 1856","Animalia","Phyllodocida","Polynoidae","Harmothoe","0","0"
"57","Lepidasthenia longicirrata","Lepidasthenia longicirrata","species",328746,370448,2313373,4984318,"Lepidasthenia longicirrata","Lepidasthenia longicirrata","Lepidasthenia longicirrata","Lepidasthenia longicirrata Berkeley, 1923","Annelida","Polychaeta","accepted",NA,FALSE,"","Berkeley, 1923","Animalia","Phyllodocida","Polynoidae","Lepidasthenia","0","0"
"58","Lepidasthenia longicirrata","Lepidasthenia natans","species",333800,370448,2313373,4984318,"Lepidasthenia natans","Lepidasthenia longicirrata","Lepidasthenia longicirrata","Lepidasthenia longicirrata Berkeley, 1923","Annelida","Polychaeta","unaccepted","junior primary homonym, subjective synonym",FALSE,"","(Chamberlin, 1919)","Animalia","Phyllodocida","Polynoidae","Lepidasthenia","0","0"
"59","Malmgreniella","Malmgreniella","genus",129499,190328,2314591,2539,"Malmgreniella","Malmgreniella","Malmgreniella","Malmgreniella Hartman, 1967","Annelida","Polychaeta","accepted",NA,FALSE,"sibling_higher","Hartman, 1967","Animalia","Phyllodocida","Polynoidae","Malmgreniella","0","0"
"60","Polynoidae","Polynoidae","family",939,28521,7078,1067347,"Polynoidae","Polynoidae","Polynoidae","Polynoidae","Annelida","Polychaeta","accepted",NA,FALSE,"sibling_higher","Kinberg, 1856","Animalia","Phyllodocida","Polynoidae",NA,"0","0"
"61","Amblyosyllis speciosa","Amblyosyllis speciosa","species",326282,893601,2310182,72122,"Amblyosyllis speciosa","Amblyosyllis speciosa","Amblyosyllis speciosa","Amblyosyllis speciosa Izuka, 1912","Annelida","Polychaeta","accepted",NA,FALSE,"","Izuka, 1912","Animalia","Phyllodocida","Syllidae","Amblyosyllis","0","0"
"62","Epigamia","Epigamia","genus",238144,153163,2309865,1043261,"Epigamia","Epigamia","Epigamia","Epigamia Nygren, 2004","Annelida","Polychaeta","accepted",NA,FALSE,"sibling_higher","Nygren, 2004","Animalia","Phyllodocida","Syllidae","Epigamia","0","0"
"63","Odontosyllis phosphorea","Odontosyllis phosphorea","species",330087,205823,2309663,548459,"Odontosyllis phosphorea","Odontosyllis phosphorea","Odontosyllis phosphorea","Odontosyllis phosphorea Moore, 1909","Annelida","Polychaeta","accepted",NA,FALSE,"","Moore, 1909","Animalia","Phyllodocida","Syllidae","Odontosyllis","0","0"
"64","Opisthosyllis","Opisthosyllis","genus",129662,153145,2310198,567351,"Opisthosyllis","Opisthosyllis","Opisthosyllis","Opisthosyllis Langerhans, 1879","Annelida","Polychaeta","accepted",NA,FALSE,"sibling_higher","Langerhans, 1879","Animalia","Phyllodocida","Syllidae","Opisthosyllis","0","0"
"65","Proceraea hanssoni","Proceraea hanssoni","species",388940,506644,4308210,915603,"Proceraea hanssoni","Proceraea hanssoni","Proceraea hanssoni","Proceraea hanssoni Nygren, 2004","Annelida","Polychaeta","accepted",NA,FALSE,"","Nygren, 2004","Animalia","Phyllodocida","Syllidae","Proceraea","0","0"
"66","Proceraea nigropunctata","Proceraea nigropunctata","species",331155,506645,2309912,330933,"Proceraea nigropunctata","Proceraea nigropunctata","Proceraea nigropunctata","Proceraea nigropunctata Nygren & Gidholm, 2001","Annelida","Polychaeta","accepted",NA,FALSE,"","Nygren & Gidholm, 2001","Animalia","Phyllodocida","Syllidae","Proceraea","0","0"
"67","Proceraea okadai","Proceraea okadai","species",816877,506646,7927980,330932,"Proceraea okadai","Proceraea okadai","Proceraea okadai","Proceraea okadai (Imajima, 1966)","Annelida","Polychaeta","accepted",NA,FALSE,"","(Imajima, 1966)","Animalia","Phyllodocida","Syllidae","Proceraea","0","0"
"68","Syllis adamantea","Syllis adamantea","species",820094,889977,5712824,527095,"Syllis adamantea","Syllis adamantea","Syllis adamantea","Syllis adamantea (Treadwell, 1914)","Annelida","Polychaeta","accepted",NA,FALSE,"","(Treadwell, 1914)","Animalia","Phyllodocida","Syllidae","Syllis","0","0"
"69","Syllis elongata","Syllis elongata","species",334893,205770,5194740,4982667,"Syllis elongata","Syllis elongata","Syllis elongata","Syllis elongata (Johnson, 1901)","Annelida","Polychaeta","accepted",NA,FALSE,"","(Johnson, 1901)","Animalia","Phyllodocida","Syllidae","Syllis","0","0"
"70","Syllis elongata","Syllis elongata","species",332395,205770,5194740,4982667,"Syllis elongata","Syllis elongata","Syllis elongata","Syllis elongata (Johnson, 1901)","Annelida","Polychaeta","taxon inquirendum","unreplaced junior secondary homonym to Syllis elongata (Johnson, 1901)",FALSE,"","Day, 1949","Animalia","Phyllodocida","Syllidae","Syllis","0","0"
"71","Syllis pigmentata","Syllis pigmentata","species",1039076,153122,9253833,627346,"Syllis pigmentata","Syllis pigmentata","Syllis pigmentata","Syllis pigmentata (Chamberlin, 1919)","Annelida","Polychaeta","accepted",NA,FALSE,"","(Chamberlin, 1919)","Animalia","Phyllodocida","Syllidae","Syllis","0","0"
"72","Syllis stewarti","Syllis stewarti","species",339725,996225,5194345,4982818,"Syllis stewarti","Typosyllis stewarti","Syllis stewarti","Syllis stewarti Berkeley & Berkeley, 1942","Annelida","Polychaeta","accepted",NA,TRUE,"","Berkeley & Berkeley, 1942","Animalia","Phyllodocida","Syllidae","Syllis","0","0"
"73","Syllis","Syllis","genus",129680,153111,10708099,608534,"Syllis","Syllis","Syllis","Syllis Lamarck, 1818","Annelida","Polychaeta","accepted",NA,FALSE,"sibling_higher","Lamarck, 1818","Animalia","Phyllodocida","Syllidae","Syllis","0","0"
"74","Eusyllinae","Eusyllinae","subfamily",152233,214480,NA,5693453,"Eusyllinae","Eusyllinae","Eusyllinae",NA,"Annelida","Polychaeta","accepted",NA,FALSE,"barren, merged","Malaquin, 1893","Animalia","Phyllodocida","Syllidae",NA,"0","0"
"75","Syllinae","Syllinae","subfamily",152223,214475,NA,5693444,"Syllinae","Syllinae","Syllinae",NA,"Annelida","Polychaeta","accepted",NA,FALSE,"barren, merged","Grube, 1850","Animalia","Phyllodocida","Syllidae",NA,"0","0"
"76","Syllidae","Syllidae","family",948,125418,3588,881665,"Syllidae","Syllidae","Syllidae","Syllidae","Annelida","Polychaeta","accepted",NA,FALSE,"sibling_higher","Grube, 1850","Animalia","Phyllodocida","Syllidae",NA,"0","0"
"77","Phyllodocida","Phyllodocida","order",892,25265,1079,153423,"Phyllodocida","Phyllodocida","Phyllodocida","Phyllodocida","Annelida","Polychaeta","accepted",NA,FALSE,"","Dales, 1962","Animalia","Phyllodocida",NA,NA,"0","0"
"78","Leitoscoloplos pugettensis","Leitoscoloplos pugettensis","species",254746,204052,2319960,760478,"Leitoscoloplos pugettensis","Leitoscoloplos pugettensis","Leitoscoloplos pugettensis","Leitoscoloplos pugettensis (Pettibone, 1957)","Annelida","Polychaeta","accepted",NA,FALSE,"","(Pettibone, 1957)","Animalia",NA,"Orbiniidae","Leitoscoloplos","0","0"
"79","Naineris dendritica","Naineris dendritica","species",334057,205762,2320006,760489,"Naineris dendritica","Naineris dendritica","Naineris dendritica","Naineris dendritica (Kinberg, 1867)","Annelida","Polychaeta","accepted",NA,FALSE,"sibling_higher","(Kinberg, 1867)","Animalia",NA,"Orbiniidae","Naineris","0","0"
"80","Naineris uncinata","Naineris uncinata","species",329420,807531,2320032,4977168,"Naineris uncinata","Naineris uncinata","Naineris uncinata","Naineris uncinata Hartman, 1957","Annelida","Polychaeta","accepted",NA,FALSE,"sibling_higher","Hartman, 1957","Animalia",NA,"Orbiniidae","Naineris","0","0"
"81","Scoloplos acmeceps","Scoloplos acmeceps","species",337437,807532,2319743,760480,"Scoloplos acmeceps","Scoloplos acmeceps","Scoloplos acmeceps","Scoloplos acmeceps Chamberlin, 1919","Annelida","Polychaeta","accepted",NA,FALSE,"sibling_higher","Chamberlin, 1919","Animalia",NA,"Orbiniidae","Scoloplos","0","0"
"82","Aricidea antennata","Aricidea antennata",NA,NA,NA,NA,4978085,NA,"Aricidea antennata",NA,NA,"Annelida","Polychaeta",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Paraonidae",NA,NA,NA
"83","Paraonides platybranchia","Paraonides platybranchia","species",334387,889976,2318471,4978211,"Paraonides platybranchia","Paraonides platybranchia","Paraonides platybranchia","Paraonides platybranchia (Hartman, 1961)","Annelida","Polychaeta","accepted",NA,FALSE,"","(Hartman, 1961)","Animalia",NA,"Paraonidae","Paraonides","0","0"
"84","Paraonidae","Paraonidae","family",903,122725,6282,945713,"Paraonidae","Paraonidae","Paraonidae","Paraonidae","Annelida","Polychaeta","accepted",NA,FALSE,"sibling_higher","Cerruti, 1909","Animalia",NA,"Paraonidae",NA,"0","0"
"85","Owenia is","Owenavis",NA,NA,NA,NA,3602369,NA,"Owenavis",NA,NA,"Annelida","Polychaeta",NA,NA,FALSE,"hidden",NA,NA,NA,"Oweniidae",NA,NA,NA
"86","Owenia","Owenia","genus",129427,29434,2326583,941629,"Owenia","Owenia (genus in Opisthokonta)","Owenia","Owenia Delle Chiaje, 1844","Annelida","Polychaeta","accepted",NA,FALSE,"","Delle Chiaje, 1844","Animalia",NA,"Oweniidae","Owenia","0","0"
"87","Idanthyrsus","Idanthyrsus","genus",155381,24497,2326515,702961,"Idanthyrsus","Idanthyrsus","Idanthyrsus","Idanthyrsus Kinberg, 1866","Annelida","Polychaeta","accepted",NA,FALSE,"","Kinberg, 1866","Animalia",NA,"Sabellariidae","Idanthyrsus","0","0"
"88","Neosabellaria cementarium","Neosabellaria cementarium","species",334129,807527,2326510,82778,"Neosabellaria cementarium","Neosabellaria cementarium","Neosabellaria cementarium","Neosabellaria cementarium (Moore, 1906)","Annelida","Polychaeta","accepted",NA,FALSE,"","(Moore, 1906)","Animalia",NA,"Sabellariidae","Neosabellaria","0","0"
"89","Eudistylia catharinae","Eudistylia catharinae","species",327569,889973,2329563,4987019,"Eudistylia catharinae","Eudistylia catharinae","Eudistylia catharinae","Eudistylia catharinae Banse, 1979","Annelida","Polychaeta","accepted",NA,FALSE,"","Banse, 1979","Animalia","Sabellida","Sabellidae","Eudistylia","0","0"
"90","Myxicola","Myxicola","genus",129537,160010,2329275,1015788,"Myxicola","Myxicola","Myxicola","Myxicola Koch, 1847","Annelida","Polychaeta","accepted",NA,FALSE,"sibling_higher","Koch in Renier, 1847","Animalia","Sabellida","Sabellidae","Myxicola","0","0"
"91","Paradialychone ecaudata","Paradialychone ecaudata","species",558740,807886,5959069,4987224,"Paradialychone ecaudata","Paradialychone ecaudata","Paradialychone ecaudata","Paradialychone ecaudata (Moore, 1923)","Annelida","Polychaeta","accepted",NA,FALSE,"","(Moore, 1923)","Animalia","Sabellida","Sabellidae","Paradialychone","0","0"
"92","Circeis armoricana","Circeis armoricana","species",131198,190366,5199438,617648,"Circeis armoricana","Circeis armoricana","Circeis armoricana","Circeis armoricana Saint-Joseph, 1894","Annelida","Polychaeta","accepted",NA,FALSE,"","Saint-Joseph, 1894","Animalia","Sabellida","Serpulidae","Circeis","0","0"
"93","Crucigera zygophora","Crucigera zygophora","species",332723,160497,2328448,44727,"Crucigera zygophora","Crucigera zygophora","Crucigera zygophora","Crucigera zygophora (Johnson, 1901)","Annelida","Polychaeta","accepted",NA,FALSE,"","(Johnson, 1901)","Animalia","Sabellida","Serpulidae","Crucigera","0","0"
"94","Paradexiospira violaceus","Paradexiospira violacea",NA,NA,NA,NA,4985914,NA,"Paradexiospira violacea",NA,NA,"Annelida","Polychaeta",NA,NA,TRUE,"",NA,NA,NA,"Serpulidae",NA,NA,NA
"95","Paradexiospira vitrea","Paradexiospira vitrea",NA,NA,NA,NA,617643,NA,"Paradexiospira vitrea",NA,NA,"Annelida","Polychaeta",NA,NA,FALSE,"",NA,NA,NA,"Serpulidae",NA,NA,NA
"96","Pseudochitinopoma occidentalis","Pseudochitinopoma occidentalis","species",369262,808433,2326637,44733,"Pseudochitinopoma occidentalis","Pseudochitinopoma occidentalis","Pseudochitinopoma occidentalis","Pseudochitinopoma occidentalis (Bush, 1905)","Annelida","Polychaeta","accepted",NA,FALSE,"","(Bush, 1905)","Animalia","Sabellida","Serpulidae","Pseudochitinopoma","0","0"
"97","Magelona sacculata","Magelona sacculata","species",329161,385906,2320572,4976710,"Magelona sacculata","Magelona sacculata","Magelona sacculata","Magelona sacculata Hartman, 1961","Annelida","Polychaeta","accepted",NA,FALSE,"","Hartman, 1961","Animalia",NA,"Magelonidae","Magelona","0","0"
"98","Dipolydora magna","Polydora magna",NA,NA,NA,NA,4976456,NA,"Polydora magna",NA,NA,"Annelida","Polychaeta",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Spionidae",NA,NA,NA
"99","Laonice cirrata","Laonice cirrata","species",131128,214482,2320766,4976380,"Laonice cirrata","Laonice cirrata","Laonice cirrata","Laonice cirrata (M.Sars, 1851)","Annelida","Polychaeta","accepted",NA,FALSE,"","(M. Sars, 1851)","Animalia","Spionida","Spionidae","Laonice","0","0"
"100","Minuspio","Prionospio",NA,NA,NA,NA,275106,NA,"Prionospio",NA,NA,"Annelida","Polychaeta",NA,NA,TRUE,"",NA,NA,NA,"Spionidae",NA,NA,NA
"101","Polydora haswelli","Polydora haswelli","species",330923,715076,5197780,975944,"Polydora haswelli","Polydora haswelli","Polydora haswelli","Polydora haswelli Blake & Kudenov, 1978","Annelida","Polychaeta","accepted",NA,FALSE,"sibling_higher","Blake & Kudenov, 1978","Animalia","Spionida","Spionidae","Polydora","0","0"
"102","Prionospio lighti","Prionospio lighti","species",558839,190330,2320691,4976198,"Prionospio lighti","Prionospio lighti","Prionospio lighti","Prionospio lighti Maciolek, 1985","Annelida","Polychaeta","accepted",NA,FALSE,"","Maciolek, 1985","Animalia","Spionida","Spionidae","Prionospio","0","0"
"103","Prionospio multibranchiata","Prionospio multibranchiata","species",131160,541649,2321360,4976054,"Prionospio multibranchiata","Prionospio multibranchiata","Prionospio multibranchiata","Prionospio multibranchiata Berkeley, 1927","Annelida","Polychaeta","accepted",NA,FALSE,"","Berkeley, 1927","Animalia","Spionida","Spionidae","Prionospio","0","0"
"104","Prionospio multibranchiata","Prionospio polybranchiata","species",338535,541649,2321360,4976054,"Prionospio polybranchiata","Prionospio multibranchiata","Prionospio multibranchiata","Prionospio multibranchiata Berkeley, 1927","Annelida","Polychaeta","unaccepted","replaced primary homonym in Prionospio",FALSE,"","Fauvel, 1929","Animalia","Spionida","Spionidae","Prionospio","0","0"
"105","Prionospio multibranchiatus","Prionospio multibranchiata",NA,NA,NA,NA,4976054,NA,"Prionospio multibranchiata",NA,NA,"Annelida","Polychaeta",NA,NA,FALSE,"",NA,NA,NA,"Spionidae",NA,NA,NA
"106","Prionospio steenstrupi","Prionospio steenstrupi","species",131164,32477,2320648,275105,"Prionospio steenstrupi","Prionospio steenstrupi","Prionospio steenstrupi","Prionospio steenstrupi Malmgren, 1867","Annelida","Polychaeta","accepted",NA,FALSE,"","Malmgren, 1867","Animalia","Spionida","Spionidae","Prionospio","0","0"
"107","Prionospio","Prionospio","genus",129620,32476,2321411,275106,"Prionospio","Prionospio","Prionospio","Prionospio Malmgren, 1867","Annelida","Polychaeta","accepted",NA,FALSE,"","Malmgren, 1867","Animalia","Spionida","Spionidae","Prionospio","0","0"
"108","Pseudopolydora","Pseudopolydora","genus",129621,122709,2320967,328224,"Pseudopolydora","Pseudopolydora","Pseudopolydora","Pseudopolydora Czerniavsky, 1881","Annelida","Polychaeta","accepted",NA,FALSE,"","Czerniavsky, 1881","Animalia","Spionida","Spionidae","Pseudopolydora","0","0"
"109","Rhynchospio arenincola","Rhynchospio arenincola","species",338546,899743,2320829,7490583,"Rhynchospio arenincola","Rhynchospio arenincola","Rhynchospio arenincola","Rhynchospio arenincola Hartman, 1936","Annelida","Polychaeta","accepted",NA,FALSE,"","Hartman, 1936","Animalia","Spionida","Spionidae","Rhynchospio","0","0"
"110","Scolelepis","Scolelepis","genus",129623,32474,2321109,58639,"Scolelepis","Scolelepis","Scolelepis","Scolelepis Blainville, 1828","Annelida","Polychaeta","accepted",NA,FALSE,"","Blainville, 1828","Animalia","Spionida","Spionidae","Scolelepis","0","0"
"111","Spio","Spio","genus",129625,122729,2315403,317330,"Spio","Spio","Spio","Spio Fabricius, 1785","Annelida","Polychaeta","accepted",NA,FALSE,"","Fabricius, 1785","Animalia","Spionida","Spionidae","Spio","0","0"
"112","Spiophanes norrisi","Spiophanes norrisi","species",567182,378647,5854367,349433,"Spiophanes norrisi","Spiophanes norrisi","Spiophanes norrisi","Spiophanes norrisi Meissner & Blank, 2009","Annelida","Polychaeta","accepted",NA,FALSE,"","Meißner & Blank, 2009","Animalia","Spionida","Spionidae","Spiophanes","0","0"
"113","Spionidae","Spionidae","family",913,32473,3595,912396,"Spionidae","Spionidae","Spionidae","Spionidae","Annelida","Polychaeta","accepted",NA,FALSE,"sibling_higher","Grube, 1850","Animalia","Spionida","Spionidae",NA,"0","0"
"114","Acrocirrus","Acrocirrus","genus",129138,304525,2326164,210900,"Acrocirrus","Acrocirrus","Acrocirrus","Acrocirrus Grube, 1873","Annelida","Polychaeta","accepted",NA,FALSE,"","Grube, 1873","Animalia","Terebellida","Acrocirridae","Acrocirrus","0","0"
"115","Dodecaceria concharum","Dodecaceria concharum","species",129967,152842,2324129,1067348,"Dodecaceria concharum","Dodecaceria concharum","Dodecaceria concharum","Dodecaceria concharum Örsted, 1843","Annelida","Polychaeta","accepted",NA,FALSE,"","Örsted, 1843","Animalia","Terebellida","Cirratulidae","Dodecaceria","0","0"
"116","Dodecaceria fewkesi","Dodecaceria fewkesi",NA,NA,NA,NA,4976959,NA,"Dodecaceria fewkesi",NA,NA,"Annelida","Polychaeta",NA,NA,FALSE,"",NA,NA,NA,"Cirratulidae",NA,NA,NA
"117","Cirratulidae","Cirratulidae","family",919,83730,2874,1067346,"Cirratulidae","Cirratulidae","Cirratulidae","Cirratulidae","Annelida","Polychaeta","accepted",NA,FALSE,"sibling_higher","Ryckholt, 1851","Animalia","Terebellida","Cirratulidae",NA,"0","0"
"118","Semiodera inflata","Semiodera inflata","species",1039077,899740,9419433,4985362,"Semiodera inflata","Pherusa inflata","Semiodera inflata","Semiodera inflata (Treadwell, 1914)","Annelida","Polychaeta","accepted",NA,TRUE,"","(Treadwell, 1914)","Animalia","Terebellida","Flabelligeridae","Semiodera","0","0"
"119","Eupolymnia heterobranchia","Eupolymnia heterobranchia","species",333398,205795,2324773,258835,"Eupolymnia heterobranchia","Eupolymnia heterobranchia","Eupolymnia heterobranchia","Eupolymnia heterobranchia (Johnson, 1901)","Annelida","Polychaeta","accepted",NA,FALSE,"","(Johnson, 1901)","Animalia","Terebellida","Terebellidae","Eupolymnia","0","0"
"120","Pista brevibranchiata","Pista brevibranchiata","species",330754,299373,2324586,4974834,"Pista brevibranchiata","Pista brevibranchiata","Pista brevibranchiata","Pista brevibranchiata Moore, 1923","Annelida","Polychaeta","accepted",NA,FALSE,"sibling_higher","Moore, 1923","Animalia","Terebellida","Terebellidae","Pista","0","0"
"121","Pista","Pista","genus",129708,164285,2324840,834691,"Pista","Pista","Pista","Pista Malmgren, 1866","Annelida","Polychaeta","accepted",NA,FALSE,"sibling_higher","Malmgren, 1866","Animalia","Terebellida","Terebellidae","Pista","0","0"
"122","Streblosoma","Streblosoma","genus",129712,285941,2325360,1053493,"Streblosoma","Streblosoma","Streblosoma","Streblosoma M.Sars, 1872","Annelida","Polychaeta","accepted",NA,FALSE,"sibling_higher","M. Sars <i>in</i> G.O. Sars, 1872","Animalia","Terebellida","Terebellidae","Streblosoma","0","0"
"123","Thelepus crispus","Thelepus crispus","species",332560,205828,2325288,627350,"Thelepus crispus","Thelepus crispus","Thelepus crispus","Thelepus crispus Johnson, 1901","Annelida","Polychaeta","accepted",NA,FALSE,"","Johnson, 1901","Animalia","Terebellida","Terebellidae","Thelepus","0","0"
"124","Thelepus","Thelepus","genus",129714,100798,2325260,784741,"Thelepus","Thelepus","Thelepus","Thelepus Leuckart, 1849","Annelida","Polychaeta","accepted",NA,FALSE,"sibling_higher","Leuckart, 1849","Animalia","Terebellida","Terebellidae","Thelepus","0","0"
"125","Terebellidae","Terebellidae","family",982,28571,2487,106108,"Terebellidae","Terebellidae","Terebellidae","Terebellidae","Annelida","Polychaeta","accepted",NA,FALSE,"sibling_higher","Johnston, 1846","Animalia","Terebellida","Terebellidae",NA,"0","0"
"126","Capitella capitata","Capitella capitata","species",129876,299355,2318015,966421,"Capitella capitata","Capitella capitata","Capitella capitata","Capitella capitata (Fabricius, 1780)","Annelida","Polychaeta","accepted",NA,FALSE,"","(Fabricius, 1780)","Animalia",NA,"Capitellidae","Capitella","0","0"
"127","Mediomastus","Mediomastus","genus",129218,156427,2318045,783244,"Mediomastus","Mediomastus","Mediomastus","Mediomastus Hartman, 1944","Annelida","Polychaeta","accepted",NA,FALSE,"","Hartman, 1944","Animalia",NA,"Capitellidae","Mediomastus","0","0"
"128","Phyllochaetopterus prolifica","Phyllochaetopterus prolifica","species",330562,205816,2321510,379158,"Phyllochaetopterus prolifica","Phyllochaetopterus prolifica","Phyllochaetopterus prolifica","Phyllochaetopterus prolifica Potts, 1914","Annelida","Polychaeta","accepted",NA,FALSE,"","Potts, 1914","Animalia",NA,"Chaetopteridae","Phyllochaetopterus","0","0"
"129","Phyllochaetopterus","Phyllochaetopterus","genus",129232,81869,2321497,650550,"Phyllochaetopterus","Phyllochaetopterus","Phyllochaetopterus","Phyllochaetopterus Grube, 1863","Annelida","Polychaeta","accepted",NA,FALSE,"","Grube, 1863","Animalia",NA,"Chaetopteridae","Phyllochaetopterus","0","0"
"130","Spiochaetopterus","Spiochaetopterus","genus",129233,156265,2321550,639872,"Spiochaetopterus","Spiochaetopterus","Spiochaetopterus","Spiochaetopterus M Sars, 1856","Annelida","Polychaeta","accepted",NA,FALSE,"","M Sars, 1856","Animalia",NA,"Chaetopteridae","Spiochaetopterus","0","0"
"131","Axiothella rubrocincta","Axiothella rubrocincta","species",254726,205781,2319363,694262,"Axiothella rubrocincta","Axiothella rubrocincta","Axiothella rubrocincta","Axiothella rubrocincta (Johnson, 1901)","Annelida","Polychaeta","accepted",NA,FALSE,"","(Johnson, 1901)","Animalia",NA,"Maldanidae","Axiothella","0","0"
"132","Praxillella","Praxillella","genus",129360,204059,2319253,135651,"Praxillella","Praxillella","Praxillella","Praxillella Verrill, 1881","Annelida","Polychaeta","accepted",NA,FALSE,"sibling_higher","Verrill, 1881","Animalia",NA,"Maldanidae","Praxillella","0","0"
"133","Hyboscolex pacificus","Hyboscolex pacificus","species",333634,807888,2318291,640729,"Hyboscolex pacificus","Hyboscolex pacificus","Hyboscolex pacificus","Hyboscolex pacificus (Moore, 1909)","Annelida","Polychaeta","accepted",NA,FALSE,"","(Moore, 1909)","Animalia",NA,"Scalibregmatidae","Hyboscolex","0","0"
"134","Polychaeta","Polychaeta","class",883,24489,256,941618,"Polychaeta","Polychaeta (class in Lophotrochozoa)","Polychaeta","Polychaeta","Annelida","Polychaeta","accepted",NA,FALSE,"sibling_higher","Grube, 1850","Animalia",NA,NA,NA,"0","0"
"135","Annelida","Annelida","phylum",882,2,42,941620,"Annelida","Annelida","Annelida","Annelida","Annelida",NA,"accepted",NA,FALSE,"","Lamarck, 1802 [as Annelides]","Animalia",NA,NA,NA,"0","0"
"136","Sipuncula","Sipuncula",NA,NA,NA,NA,377817,NA,"Sipuncula",NA,NA,"Sipuncula",NA,NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA
"137","Rhynchobdellida","Rhynchobdellida","order",2117,25446,1078,902882,"Rhynchobdellida","Rhynchobdellida","Rhynchobdellida","Rhynchobdellida","Annelida","Clitellata","accepted",NA,FALSE,"sibling_higher","Blanchard, 1894","Animalia","Rhynchobdellida",NA,NA,"0","0"
"138","Lamellibrachia","Lamellibrachia","genus",129107,181192,2307342,954044,"Lamellibrachia","Lamellibrachia","Lamellibrachia","Lamellibrachia Webb, 1969","Annelida","Polychaeta","accepted",NA,FALSE,"","Webb, 1969","Animalia","Sabellida","Siboglinidae","Lamellibrachia","0","0"
"139","Arcovestia ivanovi","Arcovestia ivanovi","species",265838,181190,2307348,496740,"Arcovestia ivanovi","Arcovestia ivanovi","Arcovestia ivanovi","Arcovestia ivanovi Southward & Galkin, 1997","Annelida","Polychaeta","accepted",NA,FALSE,"","Southward & Galkin, 1997","Animalia","Sabellida","Siboglinidae","Arcovestia","0","0"
"140","Alaysia","Alaysia","genus",324625,212099,2329585,520370,"Alaysia","Alaysia","Alaysia","Alaysia Southward, 1991","Annelida","Polychaeta","accepted",NA,FALSE,"","Southward, 1991","Animalia","Sabellida","Siboglinidae","Alaysia","0","0"
"141","Osedax japonicus","Osedax japonicus","species",390051,81206,4308709,216458,"Osedax japonicus","Osedax japonicus","Osedax japonicus","Osedax japonicus Fujikura, Fujiwara & Kawato, 2006","Annelida","Polychaeta","accepted",NA,FALSE,"","Fujikura, Fujiwara & Kawato, 2006","Animalia","Sabellida","Siboglinidae","Osedax","0","0"
"142","Metaphire sieboldi","Metaphire sieboldi",NA,NA,NA,NA,833400,NA,"Metaphire sieboldi",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Megascolecidae",NA,NA,NA
"143","Metaphire tosaensis","Metaphire tosaensis",NA,NA,NA,NA,833402,NA,"Metaphire tosaensis",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Megascolecidae",NA,NA,NA
"144","Metaphire hilgendorfi","Metaphire hilgendorfi",NA,NA,NA,NA,833406,NA,"Metaphire hilgendorfi",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Megascolecidae",NA,NA,NA
"145","Amynthas robustus","Amynthas robustus",NA,NA,NA,NA,264553,NA,"Amynthas robustus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Megascolecidae",NA,NA,NA
"146","Duplodicodrilus schmardae","Duplodicodrilus schmardae",NA,NA,NA,NA,839170,NA,"Duplodicodrilus schmardae",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Megascolecidae",NA,NA,NA
"147","Megascolecidae","Megascolecidae","family",22960,26237,2254,161092,"Megascolecidae","Megascolecidae","Megascolecidae","Megascolecidae","Annelida","Clitellata","accepted",NA,FALSE,"sibling_higher","Rosa, 1891","Animalia","Crassiclitellata","Megascolecidae",NA,"0","0"
"148","Lumbricidae","Lumbricidae",NA,NA,NA,NA,316446,NA,"Lumbricidae",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Lumbricidae",NA,NA,NA
