"","taxa_query","found_taxa","rank","worms_aphiaid","bold_id","gbif_key","ott_id","worms_sciname","tol_sciname","bold_taxon","gbif_sciname","phylum","class","status","unacceptreason","is_synonym","flags","valid_authority","kingdom","order","family","genus","freshwater_only","terrestrial_only"
"241","Monopylephorus rubroniveus","Monopylephorus rubroniveus","species",137551,28559,2308428,266284,"Monopylephorus rubroniveus","Monopylephorus rubroniveus","Monopylephorus rubroniveus","Monopylephorus rubroniveus Levinsen, 1884","Annelida","Clitellata","accepted",NA,FALSE,"","Levinsen, 1884","Animalia","Tubificida","Naididae","Monopylephorus","0","0"
"242","Haementeria molesta","Haementeria molesta",NA,NA,NA,NA,624349,NA,"Haementeria molesta",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Glossiphoniidae",NA,NA,NA
"243","Glossiphonia baicalensis","Glossiphonia baicalensis",NA,NA,NA,NA,779130,NA,"Glossiphonia baicalensis",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Glossiphoniidae",NA,NA,NA
"244","Theromyzon bifarium","Theromyzon bifarium",NA,NA,NA,NA,156515,NA,"Theromyzon bifarium",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Glossiphoniidae",NA,NA,NA
"245","Lamellibrachia luymesi","Lamellibrachia luymesi","species",265815,302269,9741725,12657,"Lamellibrachia luymesi","Lamellibrachia luymesi","Lamellibrachia luymesi","Lamellibrachia luymesi van der Land & Nørrevang, 1975","Annelida","Polychaeta","accepted",NA,FALSE,"","van der Land & Nørrevang, 1975","Animalia","Sabellida","Siboglinidae","Lamellibrachia","0","0"
"246","Escarpia laminata","Escarpia laminata","species",265923,31637,2307340,632534,"Escarpia laminata","Escarpia laminata","Escarpia laminata","Escarpia laminata Jones, 1985","Annelida","Polychaeta","accepted",NA,FALSE,"","Jones, 1985","Animalia","Sabellida","Siboglinidae","Escarpia","0","0"
"247","Escarpia","Escarpia","genus",264983,31635,2307339,632533,"Escarpia","Escarpia","Escarpia","Escarpia Jones, 1985","Annelida","Polychaeta","accepted",NA,FALSE,"","Jones, 1985","Animalia","Sabellida","Siboglinidae","Escarpia","0","0"
"248","Lamellibrachia barhami","Lamellibrachia barhami","species",265812,181193,2307345,117873,"Lamellibrachia barhami","Lamellibrachia barhami","Lamellibrachia barhami","Lamellibrachia barhami Webb, 1969","Annelida","Polychaeta","accepted",NA,FALSE,"","Webb, 1969","Animalia","Sabellida","Siboglinidae","Lamellibrachia","0","0"
"249","Poecilobdella manillensis","Poecilobdella manillensis",NA,NA,NA,NA,509091,NA,"Poecilobdella manillensis",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Hirudinidae",NA,NA,NA
"250","Lumbriculus variegatus","Lumbriculus variegatus","species",177538,30118,2308023,180477,"Lumbriculus variegatus","Lumbriculus variegatus","Lumbriculus variegatus","Lumbriculus variegatus (Müller, 1774)","Annelida","Clitellata","accepted",NA,FALSE,"","(Müller, 1774)","Animalia","Lumbriculida","Lumbriculidae","Lumbriculus","0","0"
"251","Mesenchytraeus solifugus","Mesenchytraeus solifugus",NA,NA,NA,NA,378300,NA,"Mesenchytraeus solifugus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Enchytraeidae",NA,NA,NA
"252","Nereimyra punctata","Nereimyra punctata","species",130185,25269,2309025,974919,"Nereimyra punctata","Nereimyra punctata","Nereimyra punctata","Nereimyra punctata (Müller, 1788)","Annelida","Polychaeta","accepted",NA,FALSE,"","(Müller, 1788)","Animalia","Phyllodocida","Hesionidae","Nereimyra","0","0"
"253","Nereimyra woodsholea","Nereimyra woodsholea","species",532020,25268,2309001,128742,"Nereimyra woodsholea","Nereimyra woodsholea","Nereimyra woodsholea","Nereimyra woodsholea (Hartman, 1965)","Annelida","Polychaeta","accepted",NA,FALSE,"","(Hartman, 1965)","Animalia","Phyllodocida","Hesionidae","Nereimyra","0","0"
"254","Tevnia jerichonana","Tevnia jerichonana","species",266028,181210,2329581,58346,"Tevnia jerichonana","Tevnia jerichonana","Tevnia jerichonana","Tevnia jerichonana Jones, 1985","Annelida","Polychaeta","accepted",NA,FALSE,"","Jones, 1985","Animalia","Sabellida","Siboglinidae","Tevnia","0","0"
"255","Oasisia alvinae","Oasisia alvinae","species",265973,181208,2307332,699073,"Oasisia alvinae","Oasisia alvinae","Oasisia alvinae","Oasisia alvinae Jones, 1985","Annelida","Polychaeta","accepted",NA,FALSE,"","Jones, 1985","Animalia","Sabellida","Siboglinidae","Oasisia","0","0"
"256","Hirudo verbana","Hirudo verbana",NA,NA,NA,NA,1037686,NA,"Hirudo verbana",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Hirudinidae",NA,NA,NA
"257","Limnatis nilotica","Limnatis nilotica",NA,NA,NA,NA,89388,NA,"Limnatis nilotica",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Hirudinidae",NA,NA,NA
"258","Hirudo troctina","Hirudo troctina",NA,NA,NA,NA,536322,NA,"Hirudo troctina",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Hirudinidae",NA,NA,NA
"259","Drilonereis longa","Drilonereis longa","species",157357,81500,2321714,392630,"Drilonereis longa","Drilonereis longa","Drilonereis longa","Drilonereis longa Webster, 1879","Annelida","Polychaeta","accepted",NA,FALSE,"","Webster, 1879","Animalia","Eunicida","Oenonidae","Drilonereis","0","0"
"260","Ninoe nigripes","Ninoe nigripes","species",130255,82854,2322792,140962,"Ninoe nigripes","Ninoe nigripes","Ninoe nigripes","Ninoe nigripes Verrill, 1873","Annelida","Polychaeta","accepted",NA,FALSE,"","Verrill, 1873","Animalia","Eunicida","Lumbrineridae","Ninoe","0","0"
"261","Oenone fulgida","Oenone fulgida","species",130451,83442,5197940,140960,"Oenone fulgida","Oenone fulgida","Oenone fulgida","Oenone fulgida (Lamarck, 1818)","Annelida","Polychaeta","accepted",NA,FALSE,"","(Lamarck, 1818)","Animalia","Eunicida","Oenonidae","Oenone","0","0"
"262","Eisenia eiseni","Eisenia eiseni",NA,NA,NA,NA,213505,NA,"Eisenia eiseni",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Lumbricidae",NA,NA,NA
"263","Metaphire","Metaphire",NA,NA,NA,NA,518191,NA,"Metaphire",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Megascolecidae",NA,NA,NA
"264","Metaphire glareosa","Metaphire glareosa",NA,NA,NA,NA,839178,NA,"Metaphire glareosa",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Megascolecidae",NA,NA,NA
"265","Metaphire nanaoensis","Metaphire nanaoensis",NA,NA,NA,NA,839179,NA,"Metaphire nanaoensis",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Megascolecidae",NA,NA,NA
"266","Metaphire taiwanensis","Metaphire taiwanensis",NA,NA,NA,NA,839180,NA,"Metaphire taiwanensis",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Megascolecidae",NA,NA,NA
"267","Metaphire trutina","Metaphire trutina",NA,NA,NA,NA,839165,NA,"Metaphire trutina",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Megascolecidae",NA,NA,NA
"268","Metaphire feijani","Metaphire feijani",NA,NA,NA,NA,418231,NA,"Metaphire feijani",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Megascolecidae",NA,NA,NA
"269","Alboglossiphonia quadrata","Alboglossiphonia quadrata",NA,NA,NA,NA,779132,NA,"Alboglossiphonia quadrata",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Glossiphoniidae",NA,NA,NA
"270","Batracobdelloides tricarinata","Batracobdelloides tricarinata",NA,NA,NA,NA,205090,NA,"Batracobdelloides tricarinata",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Glossiphoniidae",NA,NA,NA
"271","Eisenia fetida","Eisenia fetida",NA,NA,NA,NA,316451,NA,"Eisenia fetida",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Lumbricidae",NA,NA,NA
"272","Helobdella elongata","Helobdella elongata",NA,NA,NA,NA,51294,NA,"Helobdella elongata",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Glossiphoniidae",NA,NA,NA
"273","Alitta virens","Alitta virens","species",234851,205847,2315395,986619,"Alitta virens","Alitta virens","Alitta virens","Alitta virens (M.Sars, 1835)","Annelida","Polychaeta","accepted",NA,FALSE,"","(M. Sars, 1835)","Animalia","Phyllodocida","Nereididae","Alitta","0","0"
"274","Clymenella zonalis","Clymenella zonalis","species",157320,544202,5197200,4977389,"Clymenella zonalis","Clymenella zonalis","Clymenella zonalis","Clymenella zonalis (Verrill, 1874)","Annelida","Polychaeta","accepted",NA,FALSE,"","(Verrill, 1874)","Animalia",NA,"Maldanidae","Clymenella","0","0"
"275","Enipo","Enipo","genus",129485,210791,2314929,841676,"Enipo","Enipo","Enipo","Enipo Malmgren, 1865","Annelida","Polychaeta","accepted",NA,FALSE,"sibling_higher","Malmgren, 1865","Animalia","Phyllodocida","Polynoidae","Enipo","0","0"
"276","Aphrodita longipalpa","Aphrodita longipalpa","species",326502,193546,5194858,258826,"Aphrodita longipalpa","Aphrodita longipalpa","Aphrodita longipalpa","Aphrodita longipalpa Essenberg, 1917","Annelida","Polychaeta","accepted",NA,FALSE,"","Essenberg, 1917","Animalia","Phyllodocida","Aphroditidae","Aphrodita","0","0"
"277","Lepidonotus squamatus","Lepidonotus squamatus","species",130801,178050,2314259,974925,"Lepidonotus squamatus","Lepidonotus squamatus","Lepidonotus squamatus","Lepidonotus squamatus (Linnaeus, 1758)","Annelida","Polychaeta","accepted",NA,FALSE,"sibling_higher","(Linnaeus, 1758)","Animalia","Phyllodocida","Polynoidae","Lepidonotus","0","0"
"278","Arenicola marina","Arenicola marina","species",129868,198405,5197443,941625,"Arenicola marina","Arenicola marina","Arenicola marina","Arenicola marina (Linnaeus, 1758)","Annelida","Polychaeta","accepted",NA,FALSE,"sibling_higher","(Linnaeus, 1758)","Animalia",NA,"Arenicolidae","Arenicola","0","0"
"279","Nereidinae","Nereidinae","subfamily",324346,214496,NA,5454552,"Nereidinae","Nereidinae","Nereidinae",NA,"Annelida","Polychaeta","accepted",NA,FALSE,"barren, merged","Blainville, 1818","Animalia","Phyllodocida","Nereididae",NA,"0","0"
"280","Eteone longa","Eteone longa","species",130616,190325,5195171,890244,"Eteone longa","Eteone longa","Eteone longa","Eteone longa (Fabricius, 1780)","Annelida","Polychaeta","accepted",NA,FALSE,"sibling_higher","(Fabricius, 1780)","Animalia","Phyllodocida","Phyllodocidae","Eteone","0","0"
"281","Scoletoma fragilis","Scoletoma fragilis","species",130261,598215,2323171,4978990,"Scoletoma fragilis","Scoletoma fragilis","Scoletoma fragilis","Scoletoma fragilis (O.F.Müller, 1776)","Annelida","Polychaeta","accepted",NA,FALSE,"","(O.F. Müller, 1776)","Animalia","Eunicida","Lumbrineridae","Scoletoma","0","0"
"282","Euclymeninae","Euclymeninae","subfamily",152232,214478,NA,5681365,"Euclymeninae","Euclymeninae","Euclymeninae",NA,"Annelida","Polychaeta","accepted",NA,FALSE,"barren, inconsistent","Arwidsson, 1906","Animalia",NA,"Maldanidae",NA,"0","0"
"283","Nephtys caeca","Nephtys caeca","species",130355,377875,2317037,642691,"Nephtys caeca","Nephtys caeca","Nephtys caeca","Nephtys caeca (Fabricius, 1780)","Annelida","Polychaeta","accepted",NA,FALSE,"","(Fabricius, 1780)","Animalia","Phyllodocida","Nephtyidae","Nephtys","0","0"
"284","Clitellata","Clitellata","class",14165,95135,255,563197,"Clitellata","Clitellata","Clitellata","Clitellata","Annelida","Clitellata","accepted",NA,FALSE,"sibling_higher","Michaelsen, 1919","Animalia",NA,NA,NA,"0","0"
"285","Erpobdella microstoma","Erpobdella microstoma",NA,NA,NA,NA,7486056,NA,"Erpobdella microstoma",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Erpobdellidae",NA,NA,NA
"286","Orbiniidae","Orbiniidae","family",902,29417,1980,918309,"Orbiniidae","Orbiniidae","Orbiniidae","Orbiniidae","Annelida","Polychaeta","accepted",NA,FALSE,"sibling_higher","Hartman, 1942","Animalia",NA,"Orbiniidae",NA,"0","0"
"287","Chaetozone","Chaetozone","genus",129242,190362,2323969,40429,"Chaetozone","Chaetozone","Chaetozone","Chaetozone Malmgren, 1867","Annelida","Polychaeta","accepted",NA,FALSE,"sibling_higher","Malmgren, 1867","Animalia","Terebellida","Cirratulidae","Chaetozone","0","0"
"288","Sphaerosyllis","Sphaerosyllis","genus",129677,153131,2310123,315166,"Sphaerosyllis","Sphaerosyllis","Sphaerosyllis","Sphaerosyllis Claparède, 1863","Annelida","Polychaeta","accepted",NA,FALSE,"sibling_higher","Claparède, 1863","Animalia","Phyllodocida","Syllidae","Sphaerosyllis","0","0"
"289","Caulleriella","Caulleriella","genus",129241,776860,2324143,992334,"Caulleriella","Caulleriella","Caulleriella","Caulleriella Chamberlin, 1919","Annelida","Polychaeta","accepted",NA,FALSE,"sibling_higher","Chamberlin, 1919","Animalia","Terebellida","Cirratulidae","Caulleriella","0","0"
"290","Euclymene zonalis","Clymenella zonalis",NA,NA,NA,NA,4977389,NA,"Clymenella zonalis",NA,NA,"Annelida","Polychaeta",NA,NA,TRUE,"",NA,NA,NA,"Maldanidae",NA,NA,NA
"291","Galathowenia oculata","Galathowenia oculata","species",146950,256919,2326566,250702,"Galathowenia oculata","Galathowenia oculata","Galathowenia oculata","Galathowenia oculata (Zachs, 1923)","Annelida","Polychaeta","accepted",NA,FALSE,"","(Zachs, 1923)","Animalia",NA,"Oweniidae","Galathowenia","0","0"
"292","Cistenides","Cistenides","genus",157316,300480,2324244,177557,"Cistenides","Cistenides","Cistenides","Cistenides Malmgren, 1866","Annelida","Polychaeta","accepted",NA,FALSE,"","Malmgren, 1866","Animalia","Terebellida","Pectinariidae","Cistenides","0","0"
"293","Pholoe minuta","Pholoe minuta",NA,NA,NA,NA,398716,NA,"Pholoe minuta",NA,NA,"Annelida","Polychaeta",NA,NA,FALSE,"",NA,NA,NA,"Pholoidae",NA,NA,NA
"294","Phylo felix","Phylo felix","species",244666,29419,2319837,783248,"Phylo felix","Phylo felix","Phylo felix","Phylo felix Kinberg, 1866","Annelida","Polychaeta","accepted",NA,FALSE,"","Kinberg, 1866","Animalia",NA,"Orbiniidae","Phylo","0","0"
"295","Terebellides","Terebellides","genus",129717,83177,2325811,911579,"Terebellides","Terebellides","Terebellides","Terebellides Sars, 1835","Annelida","Polychaeta","accepted",NA,FALSE,"sibling_higher","Sars, 1835","Animalia","Terebellida","Trichobranchidae","Terebellides","0","0"
"296","Rhodine","Rhodine","genus",129363,256923,2319192,696497,"Rhodine","Rhodine","Rhodine","Rhodine Malmgren, 1866","Annelida","Polychaeta","accepted",NA,FALSE,"sibling_higher","Malmgren, 1866","Animalia",NA,"Maldanidae","Rhodine","0","0"
"297","Sthenelais","Sthenelais","genus",129595,122699,2312967,965468,"Sthenelais","Sthenelais","Sthenelais","Sthenelais Kinberg, 1856","Annelida","Polychaeta","accepted",NA,FALSE,"sibling_higher","Kinberg, 1856","Animalia","Phyllodocida","Sigalionidae","Sthenelais","0","0"
"298","Thysanocardia nigra","Thysanocardia nigra",NA,NA,NA,NA,917792,NA,"Thysanocardia nigra",NA,NA,"Annelida","Polychaeta",NA,NA,FALSE,"",NA,NA,NA,"Golfingiidae",NA,NA,NA
"299","Trochochaeta multisetosa","Trochochaeta multisetosa","species",131576,770591,2320508,4976038,"Trochochaeta multisetosa","Trochochaeta multisetosa","Trochochaeta multisetosa","Trochochaeta multisetosa (Örsted, 1844)","Annelida","Polychaeta","accepted",NA,FALSE,"","(Örsted, 1844)","Animalia","Spionida","Trochochaetidae","Trochochaeta","0","0"
"300","Maldanidae","Maldanidae","family",923,27308,NA,694247,"Maldanidae","Maldanidae","Maldanidae",NA,"Annelida","Polychaeta","accepted",NA,FALSE,"","Malmgren, 1867","Animalia",NA,"Maldanidae",NA,"0","0"
"301","Aphelochaeta","Aphelochaeta","genus",129240,190374,2323912,1094986,"Aphelochaeta","Aphelochaeta","Aphelochaeta","Aphelochaeta Blake, 1991","Annelida","Polychaeta","accepted",NA,FALSE,"sibling_higher","Blake, 1991","Animalia","Terebellida","Cirratulidae","Aphelochaeta","0","0"
"302","Artacama","Artacama","genus",129688,256925,2325088,901486,"Artacama","Artacama","Artacama","Artacama Malmgren, 1866","Annelida","Polychaeta","accepted",NA,FALSE,"sibling_higher","Malmgren, 1866","Animalia","Terebellida","Terebellidae","Artacama","0","0"
"303","Diopatra ornata","Diopatra ornata","species",326964,370440,2323546,4979675,"Diopatra ornata","Diopatra ornata","Diopatra ornata","Diopatra ornata Moore, 1911","Annelida","Polychaeta","accepted",NA,FALSE,"","Moore, 1911","Animalia","Eunicida","Onuphidae","Diopatra","0","0"
"304","Epigamia magna","Epigamia magna","species",817900,506657,7450445,390015,"Epigamia magna","Epigamia magna","Epigamia magna","Epigamia magna (Berkeley, 1923)","Annelida","Polychaeta","accepted",NA,FALSE,"","(Berkeley, 1923)","Animalia","Phyllodocida","Syllidae","Epigamia","0","0"
"305","Lepidasthenia berkeleyae","Lepidasthenia berkeleyae","species",328739,205810,2313419,885562,"Lepidasthenia berkeleyae","Lepidasthenia berkeleyae","Lepidasthenia berkeleyae","Lepidasthenia berkeleyae Pettibone, 1948","Annelida","Polychaeta","accepted",NA,FALSE,"","Pettibone, 1948","Animalia","Phyllodocida","Polynoidae","Lepidasthenia","0","0"
"306","Magelona","Magelona","genus",129341,122723,2320536,1067343,"Magelona","Magelona","Magelona","Magelona F.Müller, 1858","Annelida","Polychaeta","accepted",NA,FALSE,"","F. Müller, 1858","Animalia",NA,"Magelonidae","Magelona","0","0"
"307","Pectinaria californiensis","Pectinaria californiensis","species",337505,299357,2324274,4975344,"Pectinaria californiensis","Pectinaria californiensis","Pectinaria californiensis","Pectinaria californiensis Hartman, 1941","Annelida","Polychaeta","accepted",NA,FALSE,"","Hartman, 1941","Animalia","Terebellida","Pectinariidae","Pectinaria","0","0"
"308","Aricidea","Aricidea","genus",129430,122726,2318625,186259,"Aricidea","Aricidea","Aricidea","Aricidea Webster, 1879","Annelida","Polychaeta","accepted",NA,FALSE,"","Webster, 1879","Animalia",NA,"Paraonidae","Aricidea","0","0"
"309","Heteromastus","Heteromastus","genus",129214,370304,7236626,849195,"Heteromastus","Heteromastus","Heteromastus","Heteromastus Eisig, 1887","Annelida","Polychaeta","accepted",NA,FALSE,"","Eisig, 1887","Animalia",NA,"Capitellidae","Heteromastus","0","0"
"310","Sternaspis affinis","Sternaspis affinis","species",338196,785166,5198782,5693174,"Sternaspis affinis","Sternaspis affinis","Sternaspis affinis","Sternaspis affinis Stimpson, 1864","Annelida","Polychaeta","accepted",NA,FALSE,"","Stimpson, 1864","Animalia","Terebellida","Sternaspidae","Sternaspis","0","0"
"311","Cossura","Cossura","genus",129251,497215,2318642,186257,"Cossura","Cossura","Cossura","Cossura Webster & Benedict, 1887","Annelida","Polychaeta","accepted",NA,FALSE,"","Webster & Benedict, 1887","Animalia",NA,"Cossuridae","Cossura","0","0"
"312","Notomastus","Notomastus","genus",129220,122707,2318072,783242,"Notomastus","Notomastus","Notomastus","Notomastus M.Sars, 1851","Annelida","Polychaeta","accepted",NA,FALSE,"","M. Sars, 1851","Animalia",NA,"Capitellidae","Notomastus","0","0"
"313","Polycirrus","Polycirrus","genus",129710,190344,2324818,1004644,"Polycirrus","Polycirrus","Polycirrus","Polycirrus Grube, 1850","Annelida","Polychaeta","accepted",NA,FALSE,"sibling_higher","Grube, 1850","Animalia","Terebellida","Terebellidae","Polycirrus","0","0"
"314","Glycinde armigera","Glycinde armigera","species",240633,205807,2316508,849196,"Glycinde armigera","Glycinde armigera","Glycinde armigera","Glycinde armigera Moore, 1911","Annelida","Polychaeta","accepted",NA,FALSE,"","Moore, 1911","Animalia","Phyllodocida","Goniadidae","Glycinde","0","0"
"315","Mesochaetopterus taylori","Mesochaetopterus taylori","species",157487,80367,2321491,615068,"Mesochaetopterus taylori","Mesochaetopterus taylori","Mesochaetopterus taylori","Mesochaetopterus taylori Potts, 1914","Annelida","Polychaeta","accepted",NA,FALSE,"","Potts, 1914","Animalia",NA,"Chaetopteridae","Mesochaetopterus","0","0"
"316","Pista wui","Pista wui","species",330792,205820,2324527,105938,"Pista wui","Pista wui","Pista wui","Pista wui Safronova, 1988","Annelida","Polychaeta","accepted",NA,FALSE,"sibling_higher","Saphronova, 1988","Animalia","Terebellida","Terebellidae","Pista","0","0"
"317","Praxillella gracilis","Praxillella gracilis","species",130324,516099,2319280,4977364,"Praxillella gracilis","Praxillella gracilis","Praxillella gracilis","Praxillella gracilis (M.Sars, 1861)","Annelida","Polychaeta","accepted",NA,FALSE,"","(M. Sars, 1861)","Animalia",NA,"Maldanidae","Praxillella","0","0"
"318","Clymenura","Clymenura","genus",129346,516067,2319372,365431,"Clymenura","Clymenura","Clymenura","Clymenura Verrill, 1900","Annelida","Polychaeta","accepted",NA,FALSE,"sibling_higher","Verrill, 1900","Animalia",NA,"Maldanidae","Clymenura","0","0"
"319","Eusyllis","Eusyllis","genus",129653,153159,2310352,908151,"Eusyllis","Eusyllis","Eusyllis","Eusyllis Malmgren, 1867","Annelida","Polychaeta","accepted",NA,FALSE,"sibling_higher","Malmgren, 1867","Animalia","Phyllodocida","Syllidae","Eusyllis","0","0"
"320","Nicomache personata","Nicomache personata","species",130314,544199,2319643,4977351,"Nicomache personata","Nicomache personata","Nicomache personata","Nicomache personata Johnson, 1901","Annelida","Polychaeta","accepted",NA,FALSE,"incertae_sedis","Johnson, 1901","Animalia",NA,"Maldanidae","Nicomache","0","0"
"321","Petaloproctus tenuis","Petaloproctus tenuis","species",130320,740703,2319432,4977654,"Petaloproctus tenuis","Petaloproctus tenuis","Petaloproctus tenuis","Petaloproctus tenuis (Théel, 1879)","Annelida","Polychaeta","accepted",NA,FALSE,"","(Théel, 1879)","Animalia",NA,"Maldanidae","Petaloproctus","0","0"
"322","Nephasoma","Nephasoma",NA,NA,NA,NA,499357,NA,"Nephasoma",NA,NA,"Annelida","Polychaeta",NA,NA,FALSE,"",NA,NA,NA,"Golfingiidae",NA,NA,NA
"323","Aricidea ramosa","Aricidea ramosa",NA,NA,NA,NA,4978138,NA,"Aricidea ramosa",NA,NA,"Annelida","Polychaeta",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Paraonidae",NA,NA,NA
"324","Boccardia","Boccardia","genus",129609,375245,2320787,132231,"Boccardia","Boccardia","Boccardia","Boccardia Carazzi, 1893","Annelida","Polychaeta","accepted",NA,FALSE,"","Carazzi, 1893","Animalia","Spionida","Spionidae","Boccardia","0","0"
"325","Goniadidae","Goniadidae","family",953,125405,3581,251580,"Goniadidae","Goniadidae","Goniadidae","Goniadidae","Annelida","Polychaeta","accepted",NA,FALSE,"sibling_higher","Kinberg, 1866","Animalia","Phyllodocida","Goniadidae",NA,"0","0"
"326","Asychis","Asychis","genus",146522,544200,2243107,1009064,"Asychis","Asychis","Asychis","Asychis Kinberg, 1867","Annelida","Polychaeta","accepted",NA,FALSE,"sibling_higher","Kinberg, 1867","Animalia",NA,"Maldanidae","Asychis","0","0"
"327","Ampharete acutifrons","Ampharete acutifrons","species",129775,177410,2325750,620562,"Ampharete acutifrons","Ampharete acutifrons","Ampharete acutifrons","Ampharete acutifrons (Grube, 1860)","Annelida","Polychaeta","accepted",NA,FALSE,"","(Grube, 1860)","Animalia","Terebellida","Ampharetidae","Ampharete","0","0"
"328","Scoloplos armiger","Scoloplos armiger","species",130537,255565,2319789,918300,"Scoloplos armiger","Scoloplos armiger","Scoloplos armiger","Scoloplos armiger (Müller, 1776)","Annelida","Polychaeta","accepted",NA,FALSE,"sibling_higher","(Müller, 1776)","Animalia",NA,"Orbiniidae","Scoloplos","0","0"
"329","Spiophanes berkeleyorum","Spiophanes berkeleyorum","species",334829,370487,2321055,49694,"Spiophanes berkeleyorum","Spiophanes berkeleyorum","Spiophanes berkeleyorum","Spiophanes berkeleyorum Pettibone, 1962","Annelida","Polychaeta","accepted",NA,FALSE,"","Pettibone, 1962","Animalia","Spionida","Spionidae","Spiophanes","0","0"
"330","Podarkeopsis","Podarkeopsis","genus",129319,205753,2309033,64300,"Podarkeopsis","Podarkeopsis","Podarkeopsis","Podarkeopsis Laubier, 1961","Annelida","Polychaeta","accepted",NA,FALSE,"sibling_higher","Laubier, 1961","Animalia","Phyllodocida","Hesionidae","Podarkeopsis","0","0"
"331","Syllis armillaris","Syllis armillaris","species",131415,497211,5194687,839639,"Syllis armillaris","Syllis armillaris","Syllis armillaris","Syllis armillaris (O.F.Müller, 1776)","Annelida","Polychaeta","accepted",NA,FALSE,"","(O.F. Müller, 1776)","Animalia","Phyllodocida","Syllidae","Syllis","0","0"
"332","Cirratulus","Cirratulus","genus",129243,195024,2324192,179572,"Cirratulus","Cirratulus","Cirratulus","Cirratulus Lamarck, 1818","Annelida","Polychaeta","accepted",NA,FALSE,"sibling_higher","Lamarck, 1818","Animalia","Terebellida","Cirratulidae","Cirratulus","0","0"
"333","Ampharete finmarchica","Ampharete finmarchica","species",129778,524776,2325755,4166748,"Ampharete finmarchica","Ampharete finmarchica","Ampharete finmarchica","Ampharete finmarchica (M.Sars, 1865)","Annelida","Polychaeta","accepted",NA,FALSE,"","(M. Sars, 1865)","Animalia","Terebellida","Ampharetidae","Ampharete","0","0"
"334","Nicomache lumbricalis","Nicomache lumbricalis","species",130311,516092,2319630,4977355,"Nicomache lumbricalis","Nicomache lumbricalis","Nicomache lumbricalis","Nicomache lumbricalis (Fabricius, 1780)","Annelida","Polychaeta","accepted",NA,FALSE,"","(Fabricius, 1780)","Animalia",NA,"Maldanidae","Nicomache","0","0"
"335","Eudistylia","Eudistylia","genus",325075,160501,2329556,992900,"Eudistylia","Eudistylia","Eudistylia","Eudistylia Bush, 1905","Annelida","Polychaeta","accepted",NA,FALSE,"sibling_higher","Bush, 1905","Animalia","Sabellida","Sabellidae","Eudistylia","0","0"
"336","Goniada brunnea","Goniada brunnea","species",240564,205803,2316606,692382,"Goniada brunnea","Goniada brunnea","Goniada brunnea","Goniada brunnea Treadwell, 1906","Annelida","Polychaeta","accepted",NA,FALSE,"sibling_higher","Treadwell, 1906","Animalia","Phyllodocida","Goniadidae","Goniada","0","0"
"337","Megalomma splendida","Megalomma splendida",NA,NA,NA,NA,781947,NA,"Megalomma splendida",NA,NA,"Annelida","Polychaeta",NA,NA,FALSE,"",NA,NA,NA,"Sabellidae",NA,NA,NA
"338","Nephasoma diaphanes","Nephasoma diaphanes",NA,NA,NA,NA,564236,NA,"Nephasoma diaphanes",NA,NA,"Annelida","Polychaeta",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Golfingiidae",NA,NA,NA
"339","Aricidea catherinae","Aricidea catherinae",NA,NA,NA,NA,4978130,NA,"Aricidea catherinae",NA,NA,"Annelida","Polychaeta",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Paraonidae",NA,NA,NA
"340","Circeis spirillum","Circeis spirillum","species",131201,955704,5199442,617649,"Circeis spirillum","Circeis spirillum","Circeis spirillum","Circeis spirillum (Linnaeus, 1758)","Annelida","Polychaeta","accepted",NA,FALSE,"","(Linnaeus, 1758)","Animalia","Sabellida","Serpulidae","Circeis","0","0"
