"","name","rank","phylum","class","subclass","order","family","genus","species"
"651",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes aurora"
"652",NA,NA,"Chordata","Actinopteri","Teleostei","Gadiformes","Merlucciidae","Merluccius","Merluccius productus"
"653",NA,NA,"Chordata","Actinopteri","Teleostei","Pleuronectiformes","Pleuronectidae","Psettichthys","Psettichthys melanostictus"
"654",NA,NA,"Chordata","Actinopteri","Teleostei","Pleuronectiformes","Paralichthyidae","Citharichthys","Citharichthys sordidus"
"655",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes entomelas"
"656",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes pinniger"
"657",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes brevispinis"
"658",NA,NA,"Chordata","Actinopteri","Teleostei","Ovalentaria incertae sedis","Embiotocidae","Cymatogaster","Cymatogaster aggregata"
"659",NA,NA,"Chordata","Actinopteri","Teleostei","Pleuronectiformes","Pleuronectidae","Hippoglossus","Hippoglossus stenolepis"
"660",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes proriger"
"661",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Hexagrammidae","Hexagrammos","Hexagrammos decagrammus"
"662",NA,NA,"Chordata","Elasmobranchii","Neoselachii","Carcharhiniformes","Carcharhinidae","Prionace","Prionace glauca"
"663",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes elongatus"
"664",NA,NA,"Chordata","Elasmobranchii","Neoselachii","Rajiformes","Rajidae","Beringraja","Beringraja rhina"
"665",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Scorpaenidae",NA,NA
"666",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes flavidus"
"667",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Ammodytidae","Ammodytes","Ammodytes personatus"
"668",NA,NA,"Chordata","Elasmobranchii","Neoselachii","Rajiformes","Rajidae","Beringraja","Beringraja binoculata"
"669",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Sebastidae","Sebastolobus","Sebastolobus altivelis"
"670",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Anoplopomatidae","Anoplopoma","Anoplopoma fimbria"
"671",NA,NA,"Chordata","Actinopteri","Teleostei","Pleuronectiformes","Pleuronectidae","Platichthys","Platichthys stellatus"
"672",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Psychrolutidae","Malacocottus","Malacocottus kincaidi"
"673",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Zaproridae","Zaprora","Zaprora silenus"
"674",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Zoarcidae","Lycodes","Lycodes palearis"
"675",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes babcocki"
"676",NA,NA,"Chordata","Actinopteri","Teleostei","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax"
"677",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes diploproa"
"678",NA,NA,"Chordata","Actinopteri","Teleostei","Argentiniformes","Bathylagidae","Leuroglossus","Leuroglossus schmidti"
"679",NA,NA,"Chordata","Elasmobranchii","Neoselachii","Rajiformes","Arhynchobatidae","Bathyraja","Bathyraja interrupta"
"680",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Agonidae","Agonopsis","Agonopsis vulsa"
"681",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes helvomaculatus"
"682",NA,NA,"Chordata","Actinopteri","Teleostei","Gadiformes","Gadidae","Microgadus","Microgadus proximus"
"683",NA,NA,"Chordata","Actinopteri","Teleostei","Batrachoidiformes","Batrachoididae","Porichthys","Porichthys notatus"
"684",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Cottidae","Radulinus","Radulinus asprellus"
"685",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Zoarcidae","Lycodes","Lycodes brevipes"
"686",NA,NA,"Chordata","Actinopteri","Teleostei","Beloniformes","Scomberesocidae","Cololabis","Cololabis saira"
"687",NA,NA,"Chordata","Actinopteri","Teleostei","Clupeiformes","Clupeidae","Clupea","Clupea harengus"
"688",NA,NA,"Chordata","Actinopteri","Teleostei","Myctophiformes","Myctophidae",NA,NA
"689",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Ammodytidae","Ammodytes","Ammodytes hexapterus"
"690",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes paucispinis"
"691",NA,NA,"Chordata","Elasmobranchii","Neoselachii","Rajiformes","Arhynchobatidae","Bathyraja","Bathyraja aleutica"
"692",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Cryptacanthodidae","Cryptacanthodes","Cryptacanthodes aleutensis"
"693",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes variegatus"
"694",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Sebastidae","Sebastes",NA
"695",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes saxicola"
"696",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Psychrolutidae","Dasycottus","Dasycottus setiger"
"697",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes caurinus"
"698",NA,NA,"Chordata","Actinopteri","Teleostei","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus californiensis"
"699",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes wilsoni"
"700",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes nebulosus"
"701",NA,NA,"Chordata","Actinopteri","Teleostei","Pleuronectiformes","Pleuronectidae","Isopsetta","Isopsetta isolepis"
"702",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Zoarcidae","Lycodes","Lycodes cortezianus"
"703",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Cottidae","Chitonotus","Chitonotus pugetensis"
"704",NA,NA,"Chordata","Actinopteri","Teleostei","Gadiformes","Macrouridae","Coryphaenoides","Coryphaenoides acrolepis"
"705",NA,NA,"Chordata","Actinopteri","Teleostei","Salmoniformes","Salmonidae","Prosopium","Prosopium cylindraceum"
"706",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes borealis"
"707",NA,NA,"Chordata","Elasmobranchii","Neoselachii","Squaliformes","Squalidae","Squalus","Squalus acanthias"
"708",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes jordani"
"709",NA,NA,"Chordata","Actinopteri","Teleostei","Myctophiformes","Myctophidae","Stenobrachius","Stenobrachius leucopsarus"
"710",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Cottidae","Leptocottus","Leptocottus armatus"
"711",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Agonidae",NA,NA
"712",NA,NA,"Chordata","Actinopteri","Teleostei","Salmoniformes","Salmonidae","Salmo","Salmo salar"
"713",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Cottidae","Clinocottus","Clinocottus acuticeps"
"714",NA,NA,"Chordata","Elasmobranchii","Neoselachii","Rajiformes","Rajidae",NA,NA
"715",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Zoarcidae",NA,NA
"716",NA,NA,"Chordata","Actinopteri","Teleostei","Pleuronectiformes",NA,NA,NA
"717",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Zoarcidae","Lycodes","Lycodes diapterus"
"718",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes nigrocinctus"
"719",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Psychrolutidae","Psychrolutes","Psychrolutes sigalutes"
"720",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Stichaeidae",NA,NA
"721",NA,NA,"Chordata","Actinopteri","Teleostei","Ovalentaria incertae sedis","Embiotocidae","Brachyistius","Brachyistius frenatus"
"722",NA,NA,"Chordata","Actinopteri","Teleostei","Ovalentaria incertae sedis","Embiotocidae","Phanerodon","Phanerodon vacca"
"723",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Cottidae","Oligocottus","Oligocottus maculosus"
"724",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Cottidae","Icelinus","Icelinus filamentosus"
"725",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Sebastidae",NA,NA
"726",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes emphaeus"
"727",NA,NA,"Chordata","Actinopteri","Teleostei","Gadiformes","Moridae","Antimora","Antimora microlepis"
"728",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Zoarcidae","Lycodapus","Lycodapus mandibularis"
"729",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Gasterosteidae","Gasterosteus","Gasterosteus aculeatus"
"730",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Liparidae","Liparis","Liparis pulchellus"
"731",NA,NA,"Chordata","Actinopteri","Teleostei","Myctophiformes","Myctophidae","Tarletonbeania","Tarletonbeania crenularis"
"732",NA,NA,"Chordata","Actinopteri","Teleostei","Pleuronectiformes","Pleuronectidae","Pleuronichthys","Pleuronichthys decurrens"
"733",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Aulorhynchidae","Aulorhynchus","Aulorhynchus flavidus"
"734",NA,NA,"Chordata","Actinopteri","Teleostei","Lampriformes","Trachipteridae","Trachipterus","Trachipterus altivelis"
"735",NA,NA,"Chordata","Actinopteri","Teleostei","Clupeiformes","Clupeidae","Alosa","Alosa sapidissima"
"736",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Cottidae","Enophrys","Enophrys bison"
"737",NA,NA,"Chordata",NA,NA,"Scorpaeniformes","Hemitripteridae","Hemitripterus","Hemitripterus bolini"
"738",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Agonidae","Bathyagonus","Bathyagonus pentacanthus"
"739",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Hexagrammidae",NA,NA
"740",NA,NA,"Chordata","Actinopteri","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss"
"741",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Cottidae","Icelinus","Icelinus borealis"
"742",NA,NA,"Chordata",NA,NA,"Scorpaeniformes","Hemitripteridae","Nautichthys","Nautichthys oculofasciatus"
"743",NA,NA,"Chordata","Actinopteri","Teleostei","Myctophiformes","Myctophidae","Stenobrachius","Stenobrachius nannochir"
"744",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Zoarcidae","Lycenchelys","Lycenchelys crotalinus"
"745",NA,NA,"Chordata","Myxini",NA,"Myxiniformes","Myxinidae","Eptatretus","Eptatretus stoutii"
"746",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Bathymasteridae","Ronquilus","Ronquilus jordani"
"747",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes variabilis"
"748",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Cottidae","Myoxocephalus","Myoxocephalus polyacanthocephalus"
"749",NA,NA,"Chordata","Actinopteri","Teleostei","Osmeriformes","Osmeridae","Allosmerus","Allosmerus elongatus"
"750",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Agonidae","Bathyagonus","Bathyagonus nigripinnis"
"751",NA,NA,"Chordata","Actinopteri","Teleostei","Gadiformes","Macrouridae","Coryphaenoides","Coryphaenoides cinereus"
"752",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Stichaeidae","Poroclinus","Poroclinus rothrocki"
"753",NA,NA,"Chordata","Actinopteri","Teleostei","Pleuronectiformes","Pleuronectidae","Pleuronichthys","Pleuronichthys coenosus"
"754",NA,NA,"Chordata","Actinopteri","Teleostei","Stomiiformes","Stomiidae","Chauliodus","Chauliodus macouni"
"755",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Cyclopteridae",NA,NA
"756",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes goodei"
"757",NA,NA,"Chordata","Actinopteri","Teleostei","Osmeriformes","Osmeridae",NA,NA
"758",NA,NA,"Chordata","Actinopteri","Teleostei","Pleuronectiformes","Pleuronectidae",NA,NA
"759",NA,NA,"Chordata","Elasmobranchii","Neoselachii","Carcharhiniformes","Pentanchidae","Apristurus","Apristurus brunneus"
"760",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes melanops"
"761",NA,NA,"Chordata","Actinopteri","Teleostei","Gobiiformes","Gobiidae","Clevelandia","Clevelandia ios"
"762",NA,NA,"Chordata","Petromyzonti",NA,"Petromyzontiformes","Petromyzontidae","Entosphenus","Entosphenus tridentatus"
"763",NA,NA,"Chordata","Actinopteri","Teleostei","Gadiformes","Macrouridae","Albatrossia","Albatrossia pectoralis"
"764",NA,NA,"Chordata","Actinopteri","Teleostei","Carangiformes","Carangidae","Trachurus","Trachurus symmetricus"
"765",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Bathymasteridae","Bathymaster","Bathymaster signatus"
"766",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Psychrolutidae","Malacocottus","Malacocottus zonurus"
"767",NA,NA,"Chordata","Actinopteri","Teleostei","Ovalentaria incertae sedis","Embiotocidae","Cymatogaster",NA
"768",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Cottidae","Scorpaenichthys","Scorpaenichthys marmoratus"
"769",NA,NA,"Chordata","Actinopteri","Teleostei","Myctophiformes","Myctophidae","Protomyctophum","Protomyctophum thompsoni"
"770",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Pholidae","Pholis","Pholis ornata"
"771",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Stichaeidae","Xiphister","Xiphister atropurpureus"
"772",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Stichaeidae","Lumpenus","Lumpenus sagitta"
"773",NA,NA,"Chordata","Actinopteri","Teleostei","Pleuronectiformes","Pleuronectidae","Limanda","Limanda aspera"
"774",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Liparidae","Nectoliparis","Nectoliparis pelagicus"
"775",NA,NA,"Chordata","Actinopteri","Teleostei","Stomiiformes","Gonostomatidae","Cyclothone","Cyclothone microdon"
"776",NA,NA,"Chordata","Actinopteri","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus",NA
"777",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Liparidae","Liparis",NA
"778",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Cottidae","Paricelinus","Paricelinus hopliticus"
"779",NA,NA,"Chordata","Elasmobranchii","Neoselachii","Rajiformes","Arhynchobatidae","Bathyraja","Bathyraja minispinosa"
"780",NA,NA,"Chordata","Actinopteri","Teleostei","Ovalentaria incertae sedis","Embiotocidae",NA,NA
"781",NA,NA,"Chordata","Actinopteri","Teleostei","Myctophiformes","Myctophidae","Nannobrachium","Nannobrachium regale"
"782",NA,NA,"Chordata","Actinopteri","Teleostei","Ovalentaria incertae sedis","Embiotocidae","Hyperprosopon","Hyperprosopon argenteum"
"783",NA,NA,"Chordata","Actinopteri","Teleostei","Pleuronectiformes","Paralichthyidae","Citharichthys","Citharichthys stigmaeus"
"784",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Stichaeidae","Bryozoichthys","Bryozoichthys marjorius"
"785",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Cottidae","Triglops","Triglops macellus"
"786",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Psychrolutidae","Psychrolutes","Psychrolutes paradoxus"
"787",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes",NA,NA,NA
"788",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Rhamphocottidae","Rhamphocottus","Rhamphocottus richardsonii"
"789",NA,NA,"Chordata","Actinopteri","Teleostei","Argentiniformes","Bathylagidae","Bathylagus","Bathylagus pacificus"
"790",NA,NA,"Chordata","Actinopteri","Teleostei","Gadiformes","Gadidae",NA,NA
"791",NA,NA,"Chordata","Actinopteri","Teleostei","Osmeriformes","Osmeridae","Mallotus","Mallotus villosus"
"792",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes miniatus"
"793",NA,NA,"Chordata","Elasmobranchii","Neoselachii","Squaliformes","Squalidae",NA,NA
"794",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Pholidae","Pholis",NA
"795",NA,NA,"Chordata","Actinopteri","Teleostei","Beryciformes","Melamphaidae","Poromitra","Poromitra crassiceps"
"796",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Stichaeidae","Xiphister","Xiphister mucosus"
"797",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Agonidae","Odontopyxis","Odontopyxis trispinosa"
"798",NA,NA,"Chordata","Actinopteri","Teleostei","Scombriformes","Scombridae","Scomber","Scomber colias"
"799",NA,NA,"Chordata","Holocephali",NA,"Chimaeriformes","Chimaeridae",NA,NA
"800",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Anarhichadidae","Anarrhichthys","Anarrhichthys ocellatus"
"801",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Cottidae","Hemilepidotus","Hemilepidotus spinosus"
"802",NA,NA,"Chordata","Actinopteri","Teleostei","Anguilliformes",NA,NA,NA
"803",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Percidae",NA,NA
"804",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Pholidae","Apodichthys","Apodichthys flavidus"
"805",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Liparidae","Liparis","Liparis dennyi"
"806",NA,NA,"Chordata","Petromyzonti",NA,"Petromyzontiformes","Petromyzontidae",NA,NA
"807",NA,NA,"Chordata","Elasmobranchii","Neoselachii","Rajiformes",NA,NA,NA
"808",NA,NA,"Chordata","Actinopteri","Teleostei","Ophidiiformes","Bythitidae","Brosmophycis","Brosmophycis marginata"
"809",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Cottidae","Chitonotus",NA
"810",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Cottidae","Artedius","Artedius fenestralis"
"811",NA,NA,"Chordata","Elasmobranchii","Neoselachii","Rajiformes","Arhynchobatidae","Bathyraja","Bathyraja abyssicola"
"812",NA,NA,"Chordata","Actinopteri","Teleostei","Salmoniformes","Salmonidae","Salvelinus","Salvelinus malma"
"813",NA,NA,"Chordata","Actinopteri","Teleostei","Ovalentaria incertae sedis","Embiotocidae","Embiotoca","Embiotoca lateralis"
"814",NA,NA,"Chordata","Actinopteri","Teleostei","Gobiiformes","Gobiidae",NA,NA
"815",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Cottidae","Icelinus","Icelinus tenuis"
"816",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Agonidae","Xeneretmus","Xeneretmus leiops"
"817",NA,NA,"Chordata","Actinopteri","Teleostei","Scombriformes","Bramidae","Brama","Brama japonica"
"818",NA,NA,"Chordata","Actinopteri","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus clarkii"
"819",NA,NA,"Chordata","Actinopteri","Teleostei","Myctophiformes","Myctophidae","Tarletonbeania",NA
"820",NA,NA,"Chordata","Actinopteri","Teleostei","Gobiiformes","Gobiidae","Rhinogobiops","Rhinogobiops nicholsii"
"821",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Pholidae",NA,NA
"822",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Agonidae","Chesnonia","Chesnonia verrucosa"
"823",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Cottidae","Hemilepidotus","Hemilepidotus hemilepidotus"
"824",NA,NA,"Chordata","Actinopteri","Teleostei","Myctophiformes","Myctophidae","Diaphus","Diaphus rafinesquii"
"825",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Cryptacanthodidae",NA,NA
"826",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Liparidae",NA,NA
"827",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes diaconus"
"828",NA,NA,"Chordata","Actinopteri","Teleostei","Acanthuriformes","Ephippidae","Platax","Platax teira"
"829",NA,NA,"Chordata","Actinopteri","Teleostei","Stomiiformes",NA,NA,NA
"830",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Cottidae","Jordania","Jordania zonope"
"831",NA,NA,"Chordata","Actinopteri","Teleostei","Clupeiformes",NA,NA,NA
"832",NA,NA,"Chordata","Actinopteri","Teleostei","Gobiesociformes","Gobiesocidae","Gobiesox",NA
"833",NA,NA,"Chordata","Actinopteri","Teleostei","Argentiniformes","Bathylagidae",NA,NA
"834",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Hexagrammidae","Hexagrammos","Hexagrammos stelleri"
"835",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Agonidae","Bathyagonus","Bathyagonus infraspinatus"
"836",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Cottidae","Clinocottus","Clinocottus embryum"
"837",NA,NA,"Chordata","Actinopteri","Teleostei","Stomiiformes","Stomiidae","Tactostoma","Tactostoma macropus"
"838",NA,NA,"Chordata",NA,NA,"Scorpaeniformes","Hemitripteridae","Blepsias","Blepsias cirrhosus"
"839",NA,NA,"Chordata","Actinopteri","Teleostei","Pleuronectiformes","Pleuronectidae","Reinhardtius","Reinhardtius hippoglossoides"
"840",NA,NA,"Chordata","Actinopteri","Teleostei","Clupeiformes","Clupeidae","Sardinops","Sardinops sagax"
"841",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Pholidae","Pholis","Pholis laeta"
"842",NA,NA,"Chordata","Actinopteri","Teleostei","Osmeriformes","Osmeridae","Hypomesus","Hypomesus pretiosus"
"843",NA,NA,"Chordata","Elasmobranchii","Neoselachii","Rajiformes","Arhynchobatidae","Bathyraja","Bathyraja parmifera"
"844",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Liparidae","Liparis","Liparis fucensis"
"845",NA,NA,"Chordata","Actinopteri","Teleostei","Myctophiformes","Myctophidae","Diaphus","Diaphus theta"
"846",NA,NA,"Chordata","Actinopteri","Teleostei","Gobiesociformes","Gobiesocidae","Gobiesox","Gobiesox maeandricus"
"847",NA,NA,"Chordata","Elasmobranchii","Neoselachii","Rajiformes","Rajidae","Raja",NA
"848",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Liparidae","Liparis","Liparis florae"
"849",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Pholidae","Apodichthys",NA
"850",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Stichaeidae","Lumpenella","Lumpenella longirostris"
"851",NA,NA,"Chordata","Actinopteri","Teleostei","Argentiniformes","Bathylagidae","Lipolagus","Lipolagus ochotensis"
"852",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Zoarcidae","Bothrocara","Bothrocara brunneum"
"853",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Agonidae","Xeneretmus","Xeneretmus triacanthus"
"854",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Aulorhynchidae","Aulorhynchus",NA
"855",NA,NA,"Chordata","Actinopteri","Teleostei","Pleuronectiformes","Paralichthyidae","Citharichthys",NA
"856",NA,NA,"Chordata","Actinopteri","Teleostei","Pleuronectiformes","Pleuronectidae","Lepidopsetta","Lepidopsetta polyxystra"
"857",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Liparidae","Paraliparis",NA
"858",NA,NA,"Chordata","Actinopteri","Teleostei","Ovalentaria incertae sedis","Embiotocidae","Amphistichus",NA
"859",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Ptilichthyidae","Ptilichthys","Ptilichthys goodei"
"860",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Bathymasteridae","Bathymaster",NA
"861",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Cottidae","Cottus","Cottus aleuticus"
"862",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Psychrolutidae","Psychrolutes","Psychrolutes phrictus"
"863",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Hexagrammidae","Zaniolepis","Zaniolepis latipinnis"
"864",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Cottidae","Artedius","Artedius lateralis"
"865",NA,NA,"Chordata","Actinopteri","Teleostei","Tetraodontiformes","Molidae","Mola","Mola mola"
"866",NA,NA,"Chordata","Actinopteri","Teleostei","Alepocephaliformes","Alepocephalidae","Talismania","Talismania bifurcata"
"867",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Agonidae","Anoplagonus","Anoplagonus inermis"
"868",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes polyspinis"
"869",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Cottidae","Scorpaenichthys",NA
"870",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Cryptacanthodidae","Cryptacanthodes","Cryptacanthodes giganteus"
"871",NA,NA,"Chordata","Elasmobranchii","Neoselachii","Carcharhiniformes","Triakidae","Galeorhinus","Galeorhinus galeus"
"872",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Stichaeidae","Anoplarchus","Anoplarchus purpurescens"
"873",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Cottidae","Artedius","Artedius harringtoni"
"874",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Psychrolutidae","Gilbertidia",NA
"875",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Stichaeidae","Plectobranchus","Plectobranchus evides"
"876",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Stichaeidae","Chirolophis","Chirolophis decoratus"
"877",NA,NA,"Chordata","Actinopteri","Teleostei","Pleuronectiformes","Pleuronectidae","Embassichthys","Embassichthys bathybius"
"878",NA,NA,"Chordata","Actinopteri","Teleostei","Myctophiformes","Myctophidae","Stenobrachius",NA
"879",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Cottidae","Cottus","Cottus asper"
"880",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Cyclopteridae","Eumicrotremus","Eumicrotremus orbis"
"881",NA,NA,"Chordata","Actinopteri","Teleostei","Aulopiformes","Paralepididae","Lestidiops","Lestidiops ringens"
"882",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Bathymasteridae","Bathymaster","Bathymaster caeruleofasciatus"
"883",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Trichodontidae","Trichodon","Trichodon trichodon"
"884",NA,NA,"Chordata","Actinopteri","Teleostei","Zeiformes","Oreosomatidae","Allocyttus","Allocyttus folletti"
"885",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Cottidae","Hemilepidotus",NA
"886",NA,NA,"Chordata","Actinopteri","Teleostei","Perciformes","Cottidae","Radulinus",NA
