"","species","hakai2020","hart","hakaiseine","hakaisample","terrestrial_only","freshwater_only","worms_sciname","class","order","family","genus","status","unacceptreason","is_synonym","worms_aphiaid","bold_id","gbif_key","ott_id"
"36","Citharichthys sordidus",1,0,1,0,"0","0","Citharichthys sordidus","Actinopteri","Pleuronectiformes","Paralichthyidae","Citharichthys","accepted",NA,FALSE,275694,11803,2408726,776754
"37","Artedius fenestralis",1,1,1,1,"0","0","Artedius fenestralis","Actinopteri","Perciformes","Cottidae","Artedius","accepted",NA,FALSE,279700,142500,2333969,830121
"38","Trichodon trichodon",1,1,1,1,"0","0","Trichodon trichodon","Actinopteri","Perciformes","Trichodontidae","Trichodon","accepted",NA,FALSE,283043,34016,5210437,1009635
"39","Apodichthys flavidus",1,1,1,1,"0","0","Apodichthys flavidus","Actinopteri","Perciformes","Pholidae","Apodichthys","accepted",NA,FALSE,279664,125580,2390392,628665
"40","Rhacochilus vacca",1,1,1,0,"0","0","Phanerodon vacca","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","Rhacochilus","superseded combination",NA,FALSE,1577347,33902,2389313,841788
"41","Oncorhynchus gorbuscha",1,1,1,1,"0","0","Oncorhynchus gorbuscha","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","accepted",NA,FALSE,127182,48257,5204037,739927
"42","Cottus asper",1,0,1,0,"0","0","Cottus asper","Actinopteri","Perciformes","Cottidae","Cottus","accepted",NA,FALSE,274368,88721,2334177,996489
"43","Odontopyxis trispinosa",1,1,1,0,"0","0","Odontopyxis trispinosa","Actinopteri","Perciformes","Agonidae","Odontopyxis","accepted",NA,FALSE,281836,10690,2337272,865043
"44","Sebastes maliger",1,1,1,0,"0","0","Sebastes maliger","Actinopteri","Perciformes","Sebastidae","Sebastes","accepted",NA,FALSE,274815,52780,2335438,9601
"45","Ptilichthys goodei",1,0,1,0,"0","0","Ptilichthys goodei","Actinopteri","Perciformes","Ptilichthyidae","Ptilichthys","accepted",NA,FALSE,282508,302399,2390025,728254
"46","Hydrolagus colliei",1,0,0,0,"0","0","Hydrolagus colliei","Holocephali","Chimaeriformes","Chimaeridae","Hydrolagus","accepted",NA,NA,271406,33914,5215461,NA
"47","Chitonotus pugetensis",1,1,1,1,"0","0","Chitonotus pugetensis","Actinopteri","Perciformes","Cottidae","Chitonotus","accepted",NA,FALSE,280162,33905,2333761,706157
"48","Hemilepidotus hemilepidotus",1,1,1,1,"0","0","Hemilepidotus hemilepidotus","Actinopteri","Perciformes","Cottidae","Hemilepidotus","accepted",NA,FALSE,254521,125589,2333949,568667
"49","Amphistichus rhodoterus",1,1,1,1,"0","0","Amphistichus rhodoterus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","Amphistichus","accepted",NA,FALSE,279596,76472,2389252,698628
"50","Hexagrammos lagocephalus",1,1,1,0,"0","0","Hexagrammos lagocephalus","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos","accepted",NA,FALSE,240735,125616,2336464,185870
"51","Xiphister mucosus",1,0,1,0,"0","0","Xiphister mucosus","Actinopteri","Perciformes","Stichaeidae","Xiphister","accepted",NA,FALSE,283195,78130,2394809,557670
"52","Lepidopsetta bilineata",1,0,1,1,"0","0","Lepidopsetta bilineata","Actinopteri","Pleuronectiformes","Pleuronectidae","Lepidopsetta","accepted",NA,FALSE,281305,33919,5213939,206083
"53","Ammodytes hexapterus",1,1,1,0,"0","0","Ammodytes hexapterus","Actinopteri","Perciformes","Ammodytidae","Ammodytes","accepted",NA,FALSE,254510,101085,2389995,9661
"54","Sardinops sagax",1,1,1,0,"0","0","Sardinops sagax","Actinopteri","Clupeiformes","Clupeidae","Sardinops","accepted",NA,FALSE,217452,10866,2412583,382323
"55","Oligocottus rimensis",1,1,1,0,"0","0","Oligocottus rimensis","Actinopteri","Perciformes","Cottidae","Oligocottus","accepted",NA,FALSE,281873,125659,2333744,735818
"56","Psettichthys melanostictus",1,0,1,1,"0","0","Psettichthys melanostictus","Actinopteri","Pleuronectiformes","Pleuronectidae","Psettichthys","accepted",NA,FALSE,282396,33913,2409051,282295
"57","Nautichthys oculofasciatus",1,1,1,1,"0","0","Nautichthys oculofasciatus",NA,"Scorpaeniformes","Hemitripteridae","Nautichthys","accepted",NA,FALSE,254542,99713,2335124,786112
"58","Cymatogaster aggregata",1,1,1,1,"0","0","Cymatogaster aggregata","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","Cymatogaster","accepted",NA,FALSE,280461,11121,2389234,493362
"59","Clinocottus acuticeps",1,1,1,0,"0","0","Clinocottus acuticeps","Actinopteri","Perciformes","Cottidae","Clinocottus","accepted",NA,FALSE,280218,125646,2333873,212219
"60","Blepsias cirrhosus",1,1,1,1,"0","0","Blepsias cirrhosus",NA,"Scorpaeniformes","Hemitripteridae","Blepsias","accepted",NA,FALSE,279417,125608,2335095,446859
"61","Anoplarchus insignis",1,1,1,0,"0","0","Anoplarchus insignis","Actinopteri","Perciformes","Stichaeidae","Anoplarchus","accepted",NA,FALSE,279632,125605,2394916,967630
"62","Artedius lateralis",1,1,1,1,"0","0","Artedius lateralis","Actinopteri","Perciformes","Cottidae","Artedius","accepted",NA,FALSE,279702,76453,2333966,401750
"63","Lumpenus sagitta",1,1,1,1,"0","0","Lumpenus sagitta","Actinopteri","Perciformes","Stichaeidae","Lumpenus","accepted",NA,FALSE,254579,13990,5211330,786101
"64","Citharichthys stigmaeus",1,0,1,0,"0","0","Citharichthys stigmaeus","Actinopteri","Pleuronectiformes","Paralichthyidae","Citharichthys","accepted",NA,FALSE,275696,125498,2408737,776738
"65","Sebastes brevispinis",1,1,0,0,"0","0","Sebastes brevispinis","Actinopteri","Perciformes","Sebastidae","Sebastes","accepted",NA,FALSE,274778,10780,2335560,1057081
"66","Oncorhynchus mykiss",1,0,1,0,"0","0","Oncorhynchus mykiss","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","accepted",NA,FALSE,127185,16550,5204019,165368
"67","Platichthys stellatus",1,0,1,1,"0","0","Platichthys stellatus","Actinopteri","Pleuronectiformes","Pleuronectidae","Platichthys","accepted",NA,FALSE,154781,33910,2409327,296735
"68","Gibbonsia metzi",1,1,1,0,"0","0","Gibbonsia metzi","Actinopteri","Blenniiformes","Clinidae","Gibbonsia","accepted",NA,FALSE,280835,606344,5209312,433324
"69","Embiotoca lateralis",1,1,1,1,"0","0","Embiotoca lateralis","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","Embiotoca","accepted",NA,FALSE,240740,76474,2389287,1090031
"70","Leptocottus armatus",1,1,1,1,"0","0","Leptocottus armatus","Actinopteri","Perciformes","Cottidae","Leptocottus","accepted",NA,FALSE,254345,59606,2333923,520272
"71","Hypomesus pretiosus",1,0,1,1,"0","0","Hypomesus pretiosus","Actinopteri","Osmeriformes","Osmeridae","Hypomesus","accepted",NA,FALSE,279422,125619,2410871,227596
"72","Gasterosteus aculeatus",1,1,1,0,"0","0","Gasterosteus aculeatus","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus","accepted",NA,FALSE,126505,30387,4286327,401066
"73","Oligocottus maculosus",1,1,1,1,"0","0","Oligocottus maculosus","Actinopteri","Perciformes","Cottidae","Oligocottus","accepted",NA,FALSE,281872,101369,2333746,365186
"74","Sebastes nigrocintus",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","Microgadus proximus",1,1,1,1,"0","0","Microgadus proximus","Actinopteri","Gadiformes","Gadidae","Microgadus","accepted",NA,FALSE,275873,15708,2415888,56889
"76","Aulorhynchus flavidus",1,1,1,1,"0","0","Aulorhynchus flavidus","Actinopteri","Perciformes","Aulorhynchidae","Aulorhynchus","accepted",NA,FALSE,279839,99726,2356481,591249
"77","Pallasina barbata",1,0,1,1,"0","0","Pallasina barbata","Actinopteri","Perciformes","Agonidae","Pallasina","accepted",NA,FALSE,254396,110751,5201645,170501
"78","Sebastes miniatus",1,1,1,0,"0","0","Sebastes miniatus","Actinopteri","Perciformes","Sebastidae","Sebastes","accepted",NA,FALSE,274820,33917,2335381,9611
"79","Theragra chalcogramma",1,1,0,0,"0","0","Gadus chalcogrammus","Actinopteri","Gadiformes","Gadidae","Theragra","unaccepted",NA,TRUE,300735,NA,2415762,1056842
"80","Hexagrammos stelleri",1,1,1,1,"0","0","Hexagrammos stelleri","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos","accepted",NA,FALSE,254545,125577,2336480,185873
"81","Anarrhichthys ocellatus",1,0,0,0,"0","0","Anarrhichthys ocellatus","Actinopteri","Perciformes","Anarhichadidae","Anarrhichthys","accepted",NA,FALSE,279605,140350,2392219,714035
"82","Sebastes flavidus",1,1,1,1,"0","0","Sebastes flavidus","Actinopteri","Perciformes","Sebastidae","Sebastes","accepted",NA,FALSE,274795,10709,2335500,531059
"83","Agonopsis emmelane",0,1,0,0,"0","0","Agonopsis vulsa","Actinopteri","Perciformes","Agonidae","Agonopsis","unaccepted",NA,TRUE,279522,NA,5201656,467091
"84","Agonus acipenserinus",0,1,0,0,"0","0","Podothecus accipenserinus","Actinopteri","Perciformes","Agonidae","Agonus","unaccepted","misspelling",TRUE,254501,NA,2337133,290399
"85","Alepisaurus ferox",0,1,0,0,"0","0","Alepisaurus ferox","Actinopteri","Aulopiformes","Alepisauridae","Alepisaurus","accepted",NA,FALSE,126333,56035,2401692,587926
"86","Allolumpenus hypochromus",0,1,0,0,"0","0","Lumpenopsis hypochroma","Actinopteri","Perciformes","Stichaeidae","Allolumpenus","unaccepted",NA,TRUE,281437,NA,2394993,3640062
"87","Allosmerus elongatus",0,1,0,0,"0","0","Allosmerus elongatus","Actinopteri","Osmeriformes","Osmeridae","Allosmerus","accepted",NA,FALSE,279564,10694,2410865,568680
"88","Alopias vulpinus",0,1,0,0,"0","0","Alopias vulpinus","Elasmobranchii","Lamniformes","Alopiidae","Alopias","accepted",NA,FALSE,105836,17605,2420797,1077204
"89","Alosa sapidissima",0,1,0,0,"0","0","Alosa sapidissima","Actinopteri","Clupeiformes","Clupeidae","Alosa","accepted",NA,FALSE,158670,13393,2412661,519453
"90","Alosa sapidissima",0,1,0,0,"0","0","Alosa sapidissima","Actinopteri","Clupeiformes","Clupeidae","Alosa","accepted",NA,FALSE,158670,13393,2412661,519453
"91","Amphistichus koelzi",0,1,0,0,"0","0","Amphistichus koelzi","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","Amphistichus","accepted",NA,FALSE,279595,NA,2389258,30109
"92","Anoplagonus inermis",0,1,0,0,"0","0","Anoplagonus inermis","Actinopteri","Perciformes","Agonidae","Anoplagonus","accepted",NA,FALSE,279630,393344,2337170,283935
"93","Anoplopoma fimbria",0,1,0,1,"0","0","Anoplopoma fimbria","Actinopteri","Perciformes","Anoplopomatidae","Anoplopoma","accepted",NA,FALSE,159463,13145,2335062,441856
"94","Anotopterus pharao",0,1,0,0,"0","0","Anotopterus pharao","Actinopteri","Aulopiformes","Anotopteridae","Anotopterus","accepted",NA,FALSE,126334,56038,2401111,511496
"95","Antimora microlepis",0,1,0,0,"0","0","Antimora microlepis","Actinopteri","Gadiformes","Moridae","Antimora","accepted",NA,FALSE,272460,33886,2417122,1060510
"96","Aptocyclus ventricosus",0,1,0,0,"0","0","Aptocyclus ventricosus","Actinopteri","Perciformes","Cyclopteridae","Aptocyclus","accepted",NA,FALSE,254299,31898,2336803,989887
"97","Argyropelecus lychnus lychnus",0,1,0,0,"0","0","Argyropelecus lychnus","Actinopteri","Stomiiformes","Sternoptychidae","Argyropelecus","unaccepted",NA,TRUE,158836,NA,6169549,462614
"98","Aristostomias scintillans",0,1,0,0,"0","0","Aristostomias scintillans","Actinopteri","Stomiiformes","Stomiidae","Aristostomias","accepted",NA,FALSE,275007,34006,5203192,273427
"99","Artedius harringtoni",0,1,1,0,"0","0","Artedius harringtoni","Actinopteri","Perciformes","Cottidae","Artedius","accepted",NA,FALSE,279701,125642,2333963,568692
"100","Artedius meanyi",0,1,0,0,"0","0","Ruscarius meanyi","Actinopteri","Perciformes","Cottidae","Artedius","unaccepted",NA,TRUE,282637,NA,2333930,735810
"101","Ascelichthys rhodorus",0,1,1,1,"0","0","Ascelichthys rhodorus","Actinopteri","Perciformes","Cottidae","Ascelichthys","accepted",NA,FALSE,279706,784709,2334021,3632243
"102","Asemichthys taylori",0,1,0,1,"0","0","Asemichthys taylori","Actinopteri","Perciformes","Cottidae","Asemichthys","accepted",NA,FALSE,316433,716933,2333756,3632127
"103","Asterotheca alascana",0,1,0,0,"0","0","Bathyagonus alascanus","Actinopteri","Perciformes","Agonidae","Asterotheca","unaccepted",NA,TRUE,254503,NA,5201623,714017
"104","Asterotheca infraspinata",0,1,0,0,"0","0","Bathyagonus infraspinatus","Actinopteri","Perciformes","Agonidae","Asterotheca","unaccepted",NA,TRUE,254504,NA,5201621,580260
"105","Asterotheca pentacanthus",0,1,0,0,"0","0","Bathyagonus pentacanthus","Actinopteri","Perciformes","Agonidae","Asterotheca","unaccepted",NA,TRUE,254506,NA,5201626,714039
"106","Atherinops affinis affinis",0,1,0,0,"0","0","Atherinops affinis","Actinopteri","Atheriniformes","Atherinidae","Atherinops","unaccepted",NA,TRUE,279812,NA,6166238,396631
"107","Bathyagonus nigripinnis",0,1,0,0,"0","0","Bathyagonus nigripinnis","Actinopteri","Perciformes","Agonidae","Bathyagonus","accepted",NA,FALSE,254505,33907,2337089,714020
"108","Bathylagus milleri",0,1,0,0,"0","0","Pseudobathylagus milleri","Actinopteri","Argentiniformes","Bathylagidae","Bathylagus","unaccepted",NA,TRUE,282406,NA,2410964,197413
"109","Bathylagus ochotensis",0,1,0,0,"0","0","Lipolagus ochotensis","Actinopteri","Argentiniformes","Bathylagidae","Bathylagus","unaccepted",NA,TRUE,281374,NA,2410942,562640
