"","species","obisgbif","love2021","hakai2020","hart","hakaiseine","hakaisample","caution","verifiedbc","terrestrial_only","freshwater_only","worms_sciname","class","order","family","genus","status","unacceptreason","is_synonym","worms_aphiaid","bold_id","gbif_key","ott_id"
"687","Bregmaceros bathymaster",0,1,0,0,0,0,1,0,"0","0","Bregmaceros bathymaster","Actinopteri","Gadiformes","Bregmacerotidae","Bregmaceros","accepted",NA,FALSE,272290,461698,NA,3630526
"688","Bregmaceros atlanticus",0,1,0,0,0,0,1,0,"0","0","Bregmaceros atlanticus","Actinopteri","Gadiformes","Bregmacerotidae","Bregmaceros","accepted",NA,FALSE,126431,92688,NA,656573
"689","Coelorinchus scaphopsis",0,1,0,0,0,0,1,0,"0","0","Coelorinchus scaphopsis","Actinopteri","Gadiformes","Macrouridae","Coelorinchus","accepted",NA,FALSE,280334,125469,NA,694762
"690","Coryphaenoides anguliceps",0,1,0,0,0,0,1,0,"0","0","Coryphaenoides anguliceps","Actinopteri","Gadiformes","Macrouridae","Coryphaenoides","accepted",NA,FALSE,272316,722970,NA,3630835
"691","Coryphaenoides capito",0,1,0,0,0,0,1,0,"0","0","Coryphaenoides capito","Actinopteri","Gadiformes","Macrouridae","Coryphaenoides","accepted",NA,FALSE,272323,722979,NA,3630821
"692","Chalinura filifera",0,1,0,0,0,0,1,0,"0","0","Coryphaenoides filifer","Actinopteri","Gadiformes","Macrouridae","Chalinura","unaccepted","synonym",TRUE,272331,NA,NA,46599
"693","Coryphaenoides leptolepis",0,1,0,0,0,0,1,0,"0","0","Coryphaenoides leptolepis","Actinopteri","Gadiformes","Macrouridae","Coryphaenoides","accepted",NA,FALSE,158959,59437,NA,46602
"694","Coryphaenoides longifilis",0,1,0,0,0,0,1,0,"0","0","Coryphaenoides longifilis","Actinopteri","Gadiformes","Macrouridae","Coryphaenoides","accepted",NA,FALSE,272336,59167,NA,547988
"695","Bogoslovius clarki",0,1,0,0,0,0,1,0,"0","0","Coryphaenoides longifilis","Actinopteri","Gadiformes","Macrouridae","Bogoslovius","unaccepted","synonym",TRUE,272336,NA,NA,547988
"696","Coryphaenoides pectoralis",0,1,0,0,0,0,1,0,"0","0","Albatrossia pectoralis","Actinopteri","Gadiformes","Macrouridae","Coryphaenoides","unaccepted",NA,TRUE,236135,NA,NA,1074169
"697","Coryphaenoides yaquinae",0,1,0,0,0,0,1,0,"0","0","Coryphaenoides yaquinae","Actinopteri","Gadiformes","Macrouridae","Coryphaenoides","accepted",NA,FALSE,272358,125572,NA,547994
"698","Malacocephalus laevis",0,1,0,0,0,0,1,0,"0","0","Malacocephalus laevis","Actinopteri","Gadiformes","Macrouridae","Malacocephalus","accepted",NA,FALSE,272392,8163,NA,531079
"699","Mesovagus berryi",0,1,0,0,0,0,1,0,"0","0","Mesovagus berryi","Actinopteri","Gadiformes","Macrouridae","Mesovagus","accepted",NA,NA,1524320,NA,NA,NA
"700","Mesobius berryi",0,1,0,0,0,0,1,0,"0","0","Mesovagus berryi","Actinopteri","Gadiformes","Macrouridae","Mesobius","unaccepted",NA,FALSE,1524320,NA,NA,3630895
"701","Mesobius berryi",0,1,0,0,0,0,1,0,"0","0","Mesovagus berryi","Actinopteri","Gadiformes","Macrouridae","Mesobius","unaccepted",NA,FALSE,1524320,NA,NA,3630895
"702","Nezumia convergens",0,1,0,0,0,0,1,0,"0","0","Nezumia convergens","Actinopteri","Gadiformes","Macrouridae","Nezumia","accepted",NA,FALSE,272404,722972,NA,3630780
"703","Nezumia kensmithi",0,1,0,0,0,0,1,0,"0","0","Nezumia kensmithi","Actinopteri","Gadiformes","Macrouridae","Nezumia","accepted",NA,FALSE,272413,NA,NA,3630764
"704","Nezumia liolepis",0,1,0,0,0,0,1,0,"0","0","Nezumia liolepis","Actinopteri","Gadiformes","Macrouridae","Nezumia","accepted",NA,FALSE,272416,125595,NA,185104
"705","Echinomacrurus occidentalis",0,1,0,0,0,0,1,0,"0","0","Echinomacrurus occidentalis","Actinopteri","Gadiformes","Macrouridae","Echinomacrurus","accepted",NA,FALSE,272359,NA,NA,3630916
"706","Antimora rostrata",0,1,0,0,0,0,1,0,"0","0","Antimora rostrata","Actinopteri","Gadiformes","Moridae","Antimora","accepted",NA,FALSE,126486,54209,NA,288358
"707","Laemonema longipes",0,1,0,0,0,0,1,0,"0","0","Laemonema longipes","Actinopteri","Gadiformes","Moridae","Laemonema","accepted",NA,FALSE,272474,228190,NA,514820
"708","Laemonema verecundum",0,1,0,0,0,0,1,0,"0","0","Laemonema verecundum","Actinopteri","Gadiformes","Moridae","Laemonema","accepted",NA,FALSE,272479,NA,NA,3630579
"709","Lepidion schmidti",0,1,0,0,0,0,1,0,"0","0","Lepidion schmidti","Actinopteri","Gadiformes","Moridae","Lepidion","accepted",NA,FALSE,126496,47324,NA,708677
"710","Lepidion inosimae",0,1,0,0,0,0,1,0,"0","0","Lepidion inosimae","Actinopteri","Gadiformes","Moridae","Lepidion","accepted",NA,FALSE,272481,47327,NA,545149
"711","Physiculus nematopus",0,1,0,0,0,0,1,0,"0","0","Physiculus nematopus","Actinopteri","Gadiformes","Moridae","Physiculus","accepted",NA,FALSE,272504,722987,NA,3630547
"712","Physiculus rastrelliger",0,1,0,0,0,0,1,0,"0","0","Physiculus rastrelliger","Actinopteri","Gadiformes","Moridae","Physiculus","accepted",NA,FALSE,272510,125603,NA,519267
"713","Physiculus talarae",0,1,0,0,0,0,1,0,"0","0","Physiculus talarae","Actinopteri","Gadiformes","Moridae","Physiculus","accepted",NA,FALSE,272516,NA,NA,3630572
"714","Merluccius angustimanus",0,1,0,0,0,0,1,0,"0","0","Merluccius angustimanus","Actinopteri","Gadiformes","Merlucciidae","Merluccius","accepted",NA,FALSE,272451,373337,NA,565449
"715","Arctogadus glacialis",0,1,0,0,0,0,1,0,"0","0","Arctogadus glacialis","Actinopteri","Gadiformes","Gadidae","Arctogadus","accepted",NA,FALSE,126432,82548,NA,1014041
"716","Arctogadus borisovi",0,1,0,0,0,0,1,0,"0","0","Arctogadus glacialis","Actinopteri","Gadiformes","Gadidae","Arctogadus","unaccepted","synonym",FALSE,126432,NA,NA,1014039
"717","Arctogadus borisovi",0,1,0,0,0,0,1,0,"0","0","Arctogadus glacialis","Actinopteri","Gadiformes","Gadidae","Arctogadus","unaccepted","synonym",TRUE,126432,NA,NA,1014041
"718","Boreogadus saida",0,1,0,0,0,0,1,0,"0","0","Boreogadus saida","Actinopteri","Gadiformes","Gadidae","Boreogadus","accepted",NA,FALSE,126433,11747,NA,877055
"719","Eleginus gracilis",0,1,0,0,0,0,1,0,"0","0","Eleginus gracilis","Actinopteri","Gadiformes","Gadidae","Eleginus","accepted",NA,FALSE,254537,110731,NA,114166
"720","Theragra finnmarchica",0,1,0,0,0,0,1,0,"0","0","Gadus finnmarchicus","Actinopteri","Gadiformes","Gadidae","Theragra","unaccepted","Superseded new combination",TRUE,990089,NA,NA,1056842
"721","Gadus ogac",0,1,0,0,0,0,1,0,"0","0","Gadus macrocephalus","Actinopteri","Gadiformes","Gadidae","Gadus","unaccepted","synonym",FALSE,254538,747382,NA,635898
"722","Gadus ogac",0,1,0,0,0,0,1,0,"0","0","Gadus macrocephalus","Actinopteri","Gadiformes","Gadidae","Gadus","unaccepted","synonym",TRUE,254538,747382,NA,56885
"723","Lota lota",0,1,0,0,0,0,1,0,"0","0","Lota lota","Actinopteri","Gadiformes","Lotidae","Lota","accepted",NA,FALSE,154388,15280,NA,440414
"724","Echiodon exsilium",0,1,0,0,0,0,1,0,"0","0","Echiodon exsilium","Actinopteri","Ophidiiformes","Carapidae","Echiodon","accepted",NA,FALSE,272782,461697,NA,3629873
"725","Fierasfer dubius",0,1,0,0,0,0,1,0,"0","0","Carapus dubius","Actinopteri","Ophidiiformes","Carapidae","Fierasfer","unaccepted",NA,TRUE,272778,NA,NA,3629879
"726","Carapus dubius",0,1,0,0,0,0,1,0,"0","0","Carapus dubius","Actinopteri","Ophidiiformes","Carapidae","Carapus","accepted",NA,FALSE,272778,572776,NA,3629879
"727","Bassozetus levistomatus",0,1,0,0,0,0,1,0,"0","0","Bassozetus levistomatus","Actinopteri","Ophidiiformes","Ophidiidae","Bassozetus","accepted",NA,FALSE,272790,NA,NA,3629614
"728","Bassozetus nasus",0,1,0,0,0,0,1,0,"0","0","Bassozetus nasus","Actinopteri","Ophidiiformes","Ophidiidae","Bassozetus","accepted",NA,FALSE,272792,NA,NA,3629619
"729","Brotula clarkae",0,1,0,0,0,0,1,0,"0","0","Brotula clarkae","Actinopteri","Ophidiiformes","Ophidiidae","Brotula","accepted",NA,FALSE,275888,399260,NA,3629737
"730","Brotula ordwayi",0,1,0,0,0,0,1,0,"0","0","Brotula ordwayi","Actinopteri","Ophidiiformes","Ophidiidae","Brotula","accepted",NA,FALSE,275890,887652,NA,3629736
"731","Brotulataenia nielseni",0,1,0,0,0,0,1,0,"0","0","Brotulotaenia nielseni","Actinopteri","Ophidiiformes","Ophidiidae","Brotulataenia","unaccepted","misspelling",TRUE,272798,NA,NA,3629734
"732","Cherublemma emmelas",0,1,0,0,0,0,1,0,"0","0","Cherublemma emmelas","Actinopteri","Ophidiiformes","Ophidiidae","Cherublemma","accepted",NA,FALSE,280144,767283,NA,3629795
"733","Dicrolene filamentosa",0,1,0,0,0,0,1,0,"0","0","Dicrolene filamentosa","Actinopteri","Ophidiiformes","Ophidiidae","Dicrolene","accepted",NA,FALSE,275892,483198,NA,3629633
"734","Holcomycteronus digittatus",0,1,0,0,0,0,1,0,"0","0","Holcomycteronus digittatus","Actinopteri","Ophidiiformes","Ophidiidae","Holcomycteronus","accepted",NA,FALSE,272799,NA,NA,3629839
"735","Holcomycteronus profundissimus",0,1,0,0,0,0,1,0,"0","0","Holcomycteronus profundissimus","Actinopteri","Ophidiiformes","Ophidiidae","Holcomycteronus","accepted",NA,FALSE,272800,NA,NA,3629807
"736","Lamprogrammus niger",0,1,0,0,0,0,1,0,"0","0","Lamprogrammus niger","Actinopteri","Ophidiiformes","Ophidiidae","Lamprogrammus","accepted",NA,FALSE,126672,31559,NA,913377
"737","Lepophidium hubbsi",0,1,0,0,0,0,1,0,"0","0","Lepophidium hubbsi","Actinopteri","Ophidiiformes","Ophidiidae","Lepophidium","accepted",NA,FALSE,1012619,NA,NA,6140734
"738","Lepophidium microlepis",0,1,0,0,0,0,1,0,"0","0","Lepophidium microlepis","Actinopteri","Ophidiiformes","Ophidiidae","Lepophidium","accepted",NA,FALSE,275622,NA,NA,3629721
"739","Lepophidium negropinna",0,1,0,0,0,0,1,0,"0","0","Lepophidium negropinna","Actinopteri","Ophidiiformes","Ophidiidae","Lepophidium","accepted",NA,FALSE,275623,896020,NA,3629727
"740","Lepophidium pardale",0,1,0,0,0,0,1,0,"0","0","Lepophidium pardale","Actinopteri","Ophidiiformes","Ophidiidae","Lepophidium","accepted",NA,FALSE,275624,299699,NA,3629728
"741","Lepophidium prorates",0,1,0,0,0,0,1,0,"0","0","Lepophidium prorates","Actinopteri","Ophidiiformes","Ophidiidae","Lepophidium","accepted",NA,FALSE,275626,371472,NA,3629730
"742","Lepophidium stigmatistium",0,1,0,0,0,0,1,0,"0","0","Lepophidium stigmatistium","Actinopteri","Ophidiiformes","Ophidiidae","Lepophidium","accepted",NA,FALSE,275628,NA,NA,3629723
"743","Neobythites stelliferoides",0,1,0,0,0,0,1,0,"0","0","Neobythites stelliferoides","Actinopteri","Ophidiiformes","Ophidiidae","Neobythites","accepted",NA,FALSE,276642,722968,NA,3629647
"744","Ophidion galeoides",0,1,0,0,0,0,1,0,"0","0","Ophidion galeoides","Actinopteri","Ophidiiformes","Ophidiidae","Ophidion","accepted",NA,FALSE,272821,299684,NA,3629713
"745","Ophidion imitator",0,1,0,0,0,0,1,0,"0","0","Ophidion imitator","Actinopteri","Ophidiiformes","Ophidiidae","Ophidion","accepted",NA,FALSE,272825,NA,NA,3629693
"746","Ophidion iris",0,1,0,0,0,0,1,0,"0","0","Ophidion iris","Actinopteri","Ophidiiformes","Ophidiidae","Ophidion","accepted",NA,FALSE,272826,373340,NA,3629689
"747","Ophidion scrippsae",0,1,0,0,0,0,1,0,"0","0","Ophidion scrippsae","Actinopteri","Ophidiiformes","Ophidiidae","Ophidion","accepted",NA,FALSE,272835,125491,NA,1016716
"748","Otophidium indefatigabile",0,1,0,0,0,0,1,0,"0","0","Otophidium indefatigabile","Actinopteri","Ophidiiformes","Ophidiidae","Otophidium","accepted",NA,FALSE,275633,483202,NA,3629718
"749","Petrotyx hopkinsi",0,1,0,0,0,0,1,0,"0","0","Petrotyx hopkinsi","Actinopteri","Ophidiiformes","Ophidiidae","Petrotyx","accepted",NA,FALSE,282224,NA,NA,3629606
"750","Porogadus promelas",0,1,0,0,0,0,1,0,"0","0","Porogadus catena","Actinopteri","Ophidiiformes","Ophidiidae","Porogadus","unaccepted",NA,TRUE,275636,NA,NA,3629840
"751","Porogadus catena",0,1,0,0,0,0,1,0,"0","0","Porogadus catena","Actinopteri","Ophidiiformes","Ophidiidae","Porogadus","accepted",NA,FALSE,275636,NA,NA,3629840
"752","Spectrunculus crassus",0,1,0,0,0,0,1,0,"0","0","Spectrunculus crassus","Actinopteri","Ophidiiformes","Ophidiidae","Spectrunculus","accepted",NA,FALSE,712481,263467,NA,3629607
"753","Barathronus pacificus",0,1,0,0,0,0,1,0,"0","0","Barathronus pacificus","Actinopteri","Ophidiiformes","Aphyonidae","Barathronus","accepted",NA,FALSE,272755,805616,NA,3630095
"754","Cataetyx rubrirostris",0,1,0,0,0,0,1,0,"0","0","Cataetyx rubrirostris","Actinopteri","Ophidiiformes","Bythitidae","Cataetyx","accepted",NA,FALSE,272767,30331,NA,363186
"755","Cataetyx simus",0,1,0,0,0,0,1,0,"0","0","Cataetyx simus","Actinopteri","Ophidiiformes","Bythitidae","Cataetyx","accepted",NA,FALSE,272768,NA,NA,3629906
"756","Grammonus diagrammus",0,1,0,0,0,0,1,0,"0","0","Grammonus diagrammus","Actinopteri","Ophidiiformes","Bythitidae","Grammonus","accepted",NA,FALSE,272770,181221,NA,3630048
"757","Sciadonus pedicellaris",0,1,0,0,0,0,1,0,"0","0","Sciadonus pedicellaris","Actinopteri","Ophidiiformes","Aphyonidae","Sciadonus","accepted",NA,FALSE,126653,805615,NA,3630120
"758","Thalassobathia pelagica",0,1,0,0,0,0,1,0,"0","0","Thalassobathia pelagica","Actinopteri","Ophidiiformes","Ophidiidae","Thalassobathia","accepted",NA,FALSE,126660,78122,NA,3630064
"759","Ogilbia nigromarginata",0,1,0,0,0,0,1,0,"0","0","Ogilbia nigromarginata","Actinopteri","Ophidiiformes","Bythitidae","Ogilbia","accepted",NA,FALSE,281852,NA,NA,3630081
"760","Ogilbia nudiceps",0,1,0,0,0,0,1,0,"0","0","Ogilbia nudiceps","Actinopteri","Ophidiiformes","Bythitidae","Ogilbia","accepted",NA,FALSE,281853,NA,NA,3629962
"761","Ogilbia ventralis",0,1,0,0,0,0,1,0,"0","0","Ogilbia ventralis","Actinopteri","Ophidiiformes","Bythitidae","Ogilbia","accepted",NA,FALSE,281859,NA,NA,3630014
"762","Porichthys analis",0,1,0,0,0,0,1,0,"0","0","Porichthys analis","Actinopteri","Batrachoidiformes","Batrachoididae","Porichthys","accepted",NA,FALSE,275650,373339,NA,979444
"763","Porichthys ephippiatus",0,1,0,0,0,0,1,0,"0","0","Porichthys ephippiatus","Actinopteri","Batrachoidiformes","Batrachoididae","Porichthys","accepted",NA,FALSE,275652,NA,NA,3630440
"764","Porichthys margaritatus",0,1,0,0,0,0,1,0,"0","0","Porichthys margaritatus","Actinopteri","Batrachoidiformes","Batrachoididae","Porichthys","accepted",NA,FALSE,275655,299679,NA,3630444
"765","Porichthys mimeticus",0,1,0,0,0,0,1,0,"0","0","Porichthys mimeticus","Actinopteri","Batrachoidiformes","Batrachoididae","Porichthys","accepted",NA,FALSE,275656,NA,NA,3630442
"766","Lophiodes caulinaris",0,1,0,0,0,0,1,0,"0","0","Lophiodes caulinaris","Actinopteri","Lophiiformes","Lophiidae","Lophiodes","accepted",NA,FALSE,278525,125466,NA,1063513
"767","Lophiodes spilurus",0,1,0,0,0,0,1,0,"0","0","Lophiodes spilurus","Actinopteri","Lophiiformes","Lophiidae","Lophiodes","accepted",NA,FALSE,278534,125467,NA,694755
"768","Lophiomus setigerus",0,1,0,0,0,0,1,0,"0","0","Lophiomus setigerus","Actinopteri","Lophiiformes","Lophiidae","Lophiomus","accepted",NA,FALSE,217838,148416,NA,952477
"769","Antennarius commerson",0,1,0,0,0,0,1,0,"0","0","Antennarius commerson","Actinopteri","Lophiiformes","Antennariidae","Antennarius","accepted",NA,FALSE,217852,47243,NA,1039145
"770","Antennarius commerson",0,1,0,0,0,0,1,0,"0","0","Antennarius commerson","Actinopteri","Lophiiformes","Antennariidae","Antennarius","unaccepted",NA,FALSE,217852,47243,NA,1039145
"771","Antennatus sanguineus",0,1,0,0,0,0,1,0,"0","0","Abantennarius sanguineus","Actinopteri","Lophiiformes","Antennariidae","Antennatus","superseded combination",NA,FALSE,1592389,503511,NA,53906
"772","Antennatus strigatus",0,1,0,0,0,0,1,0,"0","0","Antennatus strigatus","Actinopteri","Lophiiformes","Antennariidae","Antennatus","accepted",NA,FALSE,279164,NA,NA,3630239
"773","Fowlerichthys avalonis",0,1,0,0,0,0,1,0,"0","0","Fowlerichthys avalonis","Actinopteri","Lophiiformes","Antennariidae","Fowlerichthys","accepted",NA,FALSE,712506,606407,NA,67489
"774","Antennarius avalonis",0,1,0,0,0,0,1,0,"0","0","Fowlerichthys avalonis","Actinopteri","Lophiiformes","Antennariidae","Antennarius","unaccepted",NA,TRUE,712506,NA,NA,67489
"775","Chaunacops coloratus",0,1,0,0,0,0,1,0,"0","0","Chaunacops coloratus","Actinopteri","Lophiiformes","Chaunacidae","Chaunacops","accepted",NA,FALSE,280133,509710,NA,757041
"776","Dibranchus spinosus",0,1,0,0,0,0,1,0,"0","0","Dibranchus spinosus","Actinopteri","Lophiiformes","Ogcocephalidae","Dibranchus","accepted",NA,FALSE,272613,722975,NA,3630143
"777","Dibranchus spongiosa",0,1,0,0,0,0,1,0,"0","0","Dibranchus spongiosa","Actinopteri","Lophiiformes","Ogcocephalidae","Dibranchus","accepted",NA,FALSE,272614,NA,NA,3630154
"778","Zalieutes elater",0,1,0,0,0,0,1,0,"0","0","Zalieutes elater","Actinopteri","Lophiiformes","Ogcocephalidae","Zalieutes","accepted",NA,FALSE,283203,299705,NA,135277
"779","Caulophryne jordani",0,1,0,0,0,0,1,0,"0","0","Caulophryne jordani","Actinopteri","Lophiiformes","Caulophrynidae","Caulophryne","accepted",NA,FALSE,126534,747350,NA,1013091
"780","Caulophryne pelagica",0,1,0,0,0,0,1,0,"0","0","Caulophryne pelagica","Actinopteri","Lophiiformes","Caulophrynidae","Caulophryne","accepted",NA,FALSE,272546,30027,NA,313268
"781","Caulophryne polynema",0,1,0,0,0,0,1,0,"0","0","Caulophryne polynema","Actinopteri","Lophiiformes","Caulophrynidae","Caulophryne","accepted",NA,FALSE,126535,806119,NA,3630254
"782","Melanocetus johnsonii",0,1,0,0,0,0,1,0,"0","0","Melanocetus johnsonii","Actinopteri","Lophiiformes","Melanocetidae","Melanocetus","accepted",NA,FALSE,126556,52860,NA,552620
"783","Himantolophus nigricornis",0,1,0,0,0,0,1,0,"0","0","Himantolophus nigricornis","Actinopteri","Lophiiformes","Himantolophidae","Himantolophus","accepted",NA,FALSE,272583,NA,NA,3630401
"784","Himantolophus sagamius",0,1,0,0,0,0,1,0,"0","0","Himantolophus sagamius","Actinopteri","Lophiiformes","Himantolophidae","Himantolophus","accepted",NA,FALSE,272586,76505,NA,640980
"785","Himantolophus groenlandicus",0,1,0,0,0,0,1,0,"0","0","Himantolophus groenlandicus","Actinopteri","Lophiiformes","Himantolophidae","Himantolophus","accepted",NA,FALSE,126545,304097,NA,552622
"786","Bertella idiomorpha",0,1,0,0,0,0,1,0,"0","0","Bertella idiomorpha","Actinopteri","Lophiiformes","Oneirodidae","Bertella","accepted",NA,FALSE,279907,125607,NA,516373
"787","Dolopichthys longicornis",0,1,0,0,0,0,1,0,"0","0","Dolopichthys longicornis","Actinopteri","Lophiiformes","Oneirodidae","Dolopichthys","accepted",NA,FALSE,126565,NA,NA,3630357
"788","Dolopichthys pullatus",0,1,0,0,0,0,1,0,"0","0","Dolopichthys pullatus","Actinopteri","Lophiiformes","Oneirodidae","Dolopichthys","accepted",NA,FALSE,159205,53003,NA,3630367
"789","Leptacanthichthys gracilispinis",0,1,0,0,0,0,1,0,"0","0","Leptacanthichthys gracilispinis","Actinopteri","Lophiiformes","Oneirodidae","Leptacanthichthys","accepted",NA,FALSE,126566,806120,NA,3630342
"790","Microlophichthys microlophus",0,1,0,0,0,0,1,0,"0","0","Microlophichthys microlophus","Actinopteri","Lophiiformes","Oneirodidae","Microlophichthys","accepted",NA,FALSE,126568,263456,NA,3630346
"791","Oneirodes basili",0,1,0,0,0,0,1,0,"0","0","Oneirodes basili","Actinopteri","Lophiiformes","Oneirodidae","Oneirodes","accepted",NA,FALSE,272623,NA,NA,3630319
"792","Oneirodes eschrichtii",0,1,0,0,0,0,1,0,"0","0","Oneirodes eschrichtii","Actinopteri","Lophiiformes","Oneirodidae","Oneirodes","accepted",NA,FALSE,126572,71311,NA,3630322
"793","Phyllorhinichthys micractis",0,1,0,0,0,0,1,0,"0","0","Phyllorhinichthys micractis","Actinopteri","Lophiiformes","Oneirodidae","Phyllorhinichthys","accepted",NA,FALSE,126577,NA,NA,3630364
"794","Thaumatichthys axeli",0,1,0,0,0,0,1,0,"0","0","Thaumatichthys axeli","Actinopteri","Lophiiformes","Thaumatichthyidae","Thaumatichthys","accepted",NA,FALSE,282960,NA,NA,3630262
"795","Centrophryne spinulosa",0,1,0,0,0,0,1,0,"0","0","Centrophryne spinulosa","Actinopteri","Lophiiformes","Centrophrynidae","Centrophryne","accepted",NA,FALSE,126536,503541,NA,1079083
"796","Cryptopsaras couesii",0,1,0,0,0,0,1,0,"0","0","Cryptopsaras couesii","Actinopteri","Lophiiformes","Ceratiidae","Cryptopsaras","accepted",NA,FALSE,126538,52859,NA,36649
"797","Gigantactis gargantua",0,1,0,0,0,0,1,0,"0","0","Gigantactis gargantua","Actinopteri","Lophiiformes","Gigantactinidae","Gigantactis","accepted",NA,FALSE,272560,759827,NA,3630391
"798","Gigantactis macronema",0,1,0,0,0,0,1,0,"0","0","Gigantactis macronema","Actinopteri","Lophiiformes","Gigantactinidae","Gigantactis","accepted",NA,FALSE,159156,NA,NA,3630389
"799","Gigantactis microdontis",0,1,0,0,0,0,1,0,"0","0","Gigantactis microdontis","Actinopteri","Lophiiformes","Gigantactinidae","Gigantactis","accepted",NA,FALSE,272567,759823,NA,3630390
"800","Gigantactis savagei",0,1,0,0,0,0,1,0,"0","0","Gigantactis savagei","Actinopteri","Lophiiformes","Gigantactinidae","Gigantactis","accepted",NA,FALSE,272570,NA,NA,3630392
"801","Gigantactis vanhoeffeni",0,1,0,0,0,0,1,0,"0","0","Gigantactis vanhoeffeni","Actinopteri","Lophiiformes","Gigantactinidae","Gigantactis","accepted",NA,FALSE,126542,59463,NA,152123
"802","Borophryne apogon",0,1,0,0,0,0,1,0,"0","0","Borophryne apogon","Actinopteri","Lophiiformes","Linophrynidae","Borophryne","accepted",NA,FALSE,279941,NA,NA,3630305
"803","Linophryne coronata",0,1,0,0,0,0,1,0,"0","0","Linophryne coronata","Actinopteri","Lophiiformes","Linophrynidae","Linophryne","accepted",NA,FALSE,126549,NA,NA,3630295
