"","species","obisgbif","love2021","hakai2020","hart","hakaiseine","hakaisample","caution","verifiedbc","terrestrial_only","freshwater_only","worms_sciname","class","order","family","genus","status","unacceptreason","is_synonym","worms_aphiaid","bold_id","gbif_key","ott_id"
"549","Salvelinus alpinus",0,1,0,0,0,0,1,0,"0","0","Salvelinus alpinus","Actinopteri","Salmoniformes","Salmonidae","Salvelinus","accepted",NA,FALSE,127188,80552,NA,688324
"550","Stenodus leucichthys",0,1,0,0,0,0,1,0,"0","0","Stenodus leucichthys","Actinopteri","Salmoniformes","Salmonidae","Stenodus","accepted",NA,FALSE,127189,88752,NA,872341
"551","Cyclothone acclinidens",0,1,0,0,0,0,1,0,"0","0","Cyclothone acclinidens","Actinopteri","Stomiiformes","Gonostomatidae","Cyclothone","accepted",NA,FALSE,127282,76495,NA,127375
"552","Cyclothone alba",0,1,0,0,0,0,1,0,"0","0","Cyclothone alba","Actinopteri","Stomiiformes","Gonostomatidae","Cyclothone","accepted",NA,FALSE,127283,359542,NA,127382
"553","Cyclothone braueri",0,1,0,0,0,0,1,0,"0","0","Cyclothone braueri","Actinopteri","Stomiiformes","Gonostomatidae","Cyclothone","accepted",NA,FALSE,127284,59441,NA,127387
"554","Cyclothone pallida",0,1,0,0,0,0,1,0,"0","0","Cyclothone pallida","Actinopteri","Stomiiformes","Gonostomatidae","Cyclothone","accepted",NA,FALSE,127288,59443,NA,127395
"555","Diplophos proximus",0,1,0,0,0,0,1,0,"0","0","Diplophos taenia","Actinopteri","Stomiiformes","Gonostomatidae","Diplophos","unaccepted",NA,TRUE,127292,NA,NA,350314
"556","Diplophos taenia",0,1,0,0,0,0,1,0,"0","0","Diplophos taenia","Actinopteri","Stomiiformes","Gonostomatidae","Diplophos","accepted",NA,FALSE,127292,30423,NA,350314
"557","Gonostoma atlanticum",0,1,0,0,0,0,1,0,"0","0","Gonostoma atlanticum","Actinopteri","Stomiiformes","Gonostomatidae","Gonostoma","accepted",NA,FALSE,127293,140878,NA,648955
"558","Sigmops elongatus",0,1,0,0,0,0,1,0,"0","0","Sigmops elongatus","Actinopteri","Stomiiformes","Gonostomatidae","Sigmops","accepted",NA,TRUE,221512,717978,NA,350304
"559","Gonostoma elongatum",0,1,0,0,0,0,1,0,"0","0","Sigmops elongatus","Actinopteri","Stomiiformes","Gonostomatidae","Gonostoma","unaccepted","basionym",FALSE,221512,72129,NA,350304
"560","Sigmops ebelingi",0,1,0,0,0,0,1,0,"0","0","Sigmops ebelingi","Actinopteri","Stomiiformes","Gonostomatidae","Sigmops","accepted",NA,FALSE,279335,NA,NA,875043
"561","Sigmops gracilis",0,1,0,0,0,0,1,0,"0","0","Sigmops gracilis","Actinopteri","Stomiiformes","Gonostomatidae","Sigmops","accepted",NA,FALSE,279336,172443,NA,648959
"562","Argyropelecus aculeatus",0,1,0,0,0,0,1,0,"0","0","Argyropelecus aculeatus","Actinopteri","Stomiiformes","Sternoptychidae","Argyropelecus","accepted",NA,FALSE,127306,59408,NA,440129
"563","Argyropelecus hemigymnus",0,1,0,0,0,0,1,0,"0","0","Argyropelecus hemigymnus","Actinopteri","Stomiiformes","Sternoptychidae","Argyropelecus","accepted",NA,FALSE,127309,59409,NA,540466
"564","Argyropelecus lychnus",0,1,0,0,0,0,1,0,"0","0","Argyropelecus lychnus","Actinopteri","Stomiiformes","Sternoptychidae","Argyropelecus","accepted",NA,FALSE,158836,89103,NA,462614
"565","Danaphos oculatus",0,1,0,0,0,0,1,0,"0","0","Danaphos oculatus","Actinopteri","Stomiiformes","Sternoptychidae","Danaphos","accepted",NA,FALSE,280483,503706,NA,206215
"566","Maurolicus muelleri",0,1,0,0,0,0,1,0,"0","0","Maurolicus muelleri","Actinopteri","Stomiiformes","Sternoptychidae","Maurolicus","accepted",NA,FALSE,127312,70927,NA,540470
"567","Sternoptyx diaphana",0,1,0,0,0,0,1,0,"0","0","Sternoptyx diaphana","Actinopteri","Stomiiformes","Sternoptychidae","Sternoptyx","accepted",NA,FALSE,127314,70955,NA,602717
"568","Sternoptyx obscura",0,1,0,0,0,0,1,0,"0","0","Sternoptyx obscura","Actinopteri","Stomiiformes","Sternoptychidae","Sternoptyx","accepted",NA,FALSE,275004,59296,NA,650898
"569","Sternoptyx pseudobscura",0,1,0,0,0,0,1,0,"0","0","Sternoptyx pseudobscura","Actinopteri","Stomiiformes","Sternoptychidae","Sternoptyx","accepted",NA,FALSE,127315,125544,NA,568250
"570","Valenciennellus tripunctulatus",0,1,0,0,0,0,1,0,"0","0","Valenciennellus tripunctulatus","Actinopteri","Stomiiformes","Sternoptychidae","Valenciennellus","accepted",NA,FALSE,127316,140505,NA,13172
"571","Ichthyococcus elongatus",0,1,0,0,0,0,1,0,"0","0","Ichthyococcus elongatus","Actinopteri","Stomiiformes","Phosichthyidae","Ichthyococcus","accepted",NA,FALSE,274952,NA,NA,3628813
"572","Ichthyococcus irregularis",0,1,0,0,0,0,1,0,"0","0","Ichthyococcus irregularis","Actinopteri","Stomiiformes","Phosichthyidae","Ichthyococcus","accepted",NA,FALSE,274954,125503,NA,3628814
"573","Vinciguerria lucetia",0,1,0,0,0,0,1,0,"0","0","Vinciguerria lucetia","Actinopteri","Stomiiformes","Phosichthyidae","Vinciguerria","accepted",NA,FALSE,274961,452597,NA,206212
"574","Vinciguerria nimbaria",0,1,0,0,0,0,1,0,"0","0","Vinciguerria nimbaria","Actinopteri","Stomiiformes","Phosichthyidae","Vinciguerria","accepted",NA,FALSE,127303,140902,NA,652358
"575","Vinciguerria poweriae",0,1,0,0,0,0,1,0,"0","0","Vinciguerria poweriae","Actinopteri","Stomiiformes","Phosichthyidae","Vinciguerria","accepted",NA,FALSE,127304,70970,NA,136306
"576","Woodsia nonsuchae",0,1,0,0,0,0,1,0,"0","0","Woodsia nonsuchae","Actinopteri","Stomiiformes","Phosichthyidae","Woodsia","accepted",NA,FALSE,283166,NA,NA,3628819
"577","Bathophilus brevis",0,1,0,0,0,0,1,0,"0","0","Bathophilus brevis","Actinopteri","Stomiiformes","Stomiidae","Bathophilus","accepted",NA,FALSE,127329,759365,NA,216086
"578","Bathophilus filifer",0,1,0,0,0,0,1,0,"0","0","Bathophilus filifer","Actinopteri","Stomiiformes","Stomiidae","Bathophilus","accepted",NA,FALSE,275045,NA,NA,3628838
"579","Borostomias panamensis",0,1,0,0,0,0,1,0,"0","0","Borostomias panamensis","Actinopteri","Stomiiformes","Stomiidae","Borostomias","accepted",NA,FALSE,275052,125609,NA,224130
"580","Chauliodus sloani",0,1,0,0,0,0,1,0,"0","0","Chauliodus sloani","Actinopteri","Stomiiformes","Stomiidae","Chauliodus","accepted",NA,FALSE,127338,25745,NA,1061468
"581","Eustomias perplexus",0,1,0,0,0,0,1,0,"0","0","Eustomias perplexus","Actinopteri","Stomiiformes","Stomiidae","Eustomias","accepted",NA,FALSE,275128,NA,NA,3628902
"582","Flagellostomias boureei",0,1,0,0,0,0,1,0,"0","0","Flagellostomias boureei","Actinopteri","Stomiiformes","Stomiidae","Flagellostomias","accepted",NA,FALSE,127351,141098,NA,959387
"583","Idiacanthus antrostomus",0,1,0,0,0,0,1,0,"0","0","Idiacanthus antrostomus","Actinopteri","Stomiiformes","Stomiidae","Idiacanthus","accepted",NA,FALSE,275151,125453,NA,890166
"584","Idiacanthus fasciola",0,1,0,0,0,0,1,0,"0","0","Idiacanthus fasciola","Actinopteri","Stomiiformes","Stomiidae","Idiacanthus","accepted",NA,FALSE,127354,140633,NA,1054226
"585","Malacosteus niger",0,1,0,0,0,0,1,0,"0","0","Malacosteus niger","Actinopteri","Stomiiformes","Stomiidae","Malacosteus","accepted",NA,FALSE,127358,70976,NA,190410
"586","Melanostomias valdiviae",0,1,0,0,0,0,1,0,"0","0","Melanostomias valdiviae","Actinopteri","Stomiiformes","Stomiidae","Melanostomias","accepted",NA,FALSE,127365,467697,NA,3628976
"587","Neonesthes capensis",0,1,0,0,0,0,1,0,"0","0","Neonesthes capensis","Actinopteri","Stomiiformes","Stomiidae","Neonesthes","accepted",NA,FALSE,127366,141096,NA,483037
"588","Photonectes margarita",0,1,0,0,0,0,1,0,"0","0","Photonectes margarita","Actinopteri","Stomiiformes","Stomiidae","Photonectes","accepted",NA,FALSE,127370,140686,NA,807562
"589","Photonectes intermedius",0,1,0,0,0,0,1,0,"0","0","Photonectes margarita","Actinopteri","Stomiiformes","Stomiidae","Photonectes","unaccepted",NA,TRUE,127370,NA,NA,807562
"590","Rhadinesthes decimus",0,1,0,0,0,0,1,0,"0","0","Rhadinesthes decimus","Actinopteri","Stomiiformes","Stomiidae","Rhadinesthes","accepted",NA,FALSE,127373,140662,NA,585893
"591","Stomias atriventer",0,1,0,0,0,0,1,0,"0","0","Stomias atriventer","Actinopteri","Stomiiformes","Stomiidae","Stomias","accepted",NA,FALSE,275178,125549,NA,47469
"592","Aulopus bajacali",0,1,0,0,0,0,1,0,"0","0","Aulopus bajacali","Actinopteri","Aulopiformes","Aulopidae","Aulopus","accepted",NA,FALSE,272041,NA,NA,3629179
"593","Synodus evermanni",0,1,0,0,0,0,1,0,"0","0","Synodus evermanni","Actinopteri","Aulopiformes","Synodontidae","Synodus","accepted",NA,FALSE,272124,299673,NA,3629230
"594","Synodus lacertinus",0,1,0,0,0,0,1,0,"0","0","Synodus lacertinus","Actinopteri","Aulopiformes","Synodontidae","Synodus","accepted",NA,FALSE,272130,125552,NA,47475
"595","Synodus lucioceps",0,1,0,0,0,0,1,0,"0","0","Synodus lucioceps","Actinopteri","Aulopiformes","Synodontidae","Synodus","accepted",NA,FALSE,272132,56026,NA,47478
"596","Synodus scituliceps",0,1,0,0,0,0,1,0,"0","0","Synodus scituliceps","Actinopteri","Aulopiformes","Synodontidae","Synodus","accepted",NA,FALSE,272139,175459,NA,3629210
"597","Synodus sechurae",0,1,0,0,0,0,1,0,"0","0","Synodus sechurae","Actinopteri","Aulopiformes","Synodontidae","Synodus","accepted",NA,FALSE,272140,364653,NA,3629218
"598","Benthalbella linguidens",0,1,0,0,0,0,1,0,"0","0","Benthalbella linguidens","Actinopteri","Aulopiformes","Scopelarchidae","Benthalbella","accepted",NA,FALSE,272103,228185,NA,756001
"599","Rosenblattichthys volucris",0,1,0,0,0,0,1,0,"0","0","Rosenblattichthys volucris","Actinopteri","Aulopiformes","Scopelarchidae","Rosenblattichthys","accepted",NA,FALSE,272106,717289,NA,3629361
"600","Scopelarchoides nicholsi",0,1,0,0,0,0,1,0,"0","0","Scopelarchoides nicholsi","Actinopteri","Aulopiformes","Scopelarchidae","Scopelarchoides","accepted",NA,FALSE,275617,717306,NA,3629364
"601","Scopelarchus analis",0,1,0,0,0,0,1,0,"0","0","Scopelarchus analis","Actinopteri","Aulopiformes","Scopelarchidae","Scopelarchus","accepted",NA,FALSE,126367,263463,NA,988969
"602","Scopelarchus guentheri",0,1,0,0,0,0,1,0,"0","0","Scopelarchus guentheri","Actinopteri","Aulopiformes","Scopelarchidae","Scopelarchus","accepted",NA,FALSE,217724,263464,NA,115070
"603","Evermannella ahlstromi",0,1,0,0,0,0,1,0,"0","0","Evermannella ahlstromi","Actinopteri","Aulopiformes","Evermannellidae","Evermannella","accepted",NA,FALSE,272063,NA,NA,3629299
"604","Notolepis coruscans",0,1,0,0,0,0,1,0,"0","0","Arctozenus risso","Actinopteri","Aulopiformes","Paralepididae","Notolepis","unaccepted",NA,TRUE,126352,NA,NA,288389
"605","Lestidiops neles",0,1,0,0,0,0,1,0,"0","0","Lestidiops neles","Actinopteri","Aulopiformes","Paralepididae","Lestidiops","accepted",NA,FALSE,272094,722984,NA,3629313
"606","Lestidiops pacificus",0,1,0,0,0,0,1,0,"0","0","Lestidiops pacificus","Actinopteri","Aulopiformes","Paralepididae","Lestidiops","accepted",NA,FALSE,272095,NA,NA,16335
"607","Lestidiops jayakari",0,1,0,0,0,0,1,0,"0","0","Lestidiops jayakari","Actinopteri","Aulopiformes","Paralepididae","Lestidiops","accepted",NA,FALSE,126354,140508,NA,1043673
"608","Lestidiops sphyraenopsis",0,1,0,0,0,0,1,0,"0","0","Lestidiops sphyraenopsis","Actinopteri","Aulopiformes","Paralepididae","Lestidiops","accepted",NA,FALSE,272098,NA,NA,3629306
"609","Macroparalepis johnfitchi",0,1,0,0,0,0,1,0,"0","0","Macroparalepis johnfitchi","Actinopteri","Aulopiformes","Paralepididae","Macroparalepis","accepted",NA,FALSE,398375,125495,NA,440254
"610","Lestidium johnfitchi",0,1,0,0,0,0,1,0,"0","0","Macroparalepis johnfitchi","Actinopteri","Aulopiformes","Paralepididae","Lestidium","unaccepted","synonym",TRUE,398375,NA,NA,440254
"611","Stemonosudis macrura",0,1,0,0,0,0,1,0,"0","0","Stemonosudis macrura","Actinopteri","Aulopiformes","Paralepididae","Stemonosudis","accepted",NA,FALSE,220334,125497,NA,776785
"612","Sudis atrox",0,1,0,0,0,0,1,0,"0","0","Sudis atrox","Actinopteri","Aulopiformes","Paralepididae","Sudis","accepted",NA,FALSE,158752,56043,NA,541969
"613","Bathysaurus mollis",0,1,0,0,0,0,1,0,"0","0","Bathysaurus mollis","Actinopteri","Aulopiformes","Bathysauridae","Bathysaurus","accepted",NA,FALSE,126370,NA,NA,1029237
"614","Ahliesaurus brevis",0,1,0,0,0,0,1,0,"0","0","Ahliesaurus brevis","Actinopteri","Aulopiformes","Notosudidae","Ahliesaurus","accepted",NA,FALSE,272078,NA,NA,3629278
"615","Bathypterois atricolor",0,1,0,0,0,0,1,0,"0","0","Bathypterois atricolor","Actinopteri","Aulopiformes","Ipnopidae","Bathypterois","accepted",NA,FALSE,221394,148221,NA,489124
"616","Bathypterois ventralis",0,1,0,0,0,0,1,0,"0","0","Bathypterois ventralis","Actinopteri","Aulopiformes","Ipnopidae","Bathypterois","accepted",NA,FALSE,272076,459567,NA,3629251
"617","Gigantura indica",0,1,0,0,0,0,1,0,"0","0","Gigantura indica","Actinopteri","Aulopiformes","Giganturidae","Gigantura","accepted",NA,FALSE,158858,56046,NA,763413
"618","Bathyleptus lisae",0,1,0,0,0,0,1,0,"0","0","Gigantura indica","Actinopteri","Aulopiformes","Giganturidae","Bathyleptus","unaccepted",NA,TRUE,158858,NA,NA,763413
"619","Neoscopelus macrolepidotus",0,1,0,0,0,0,1,0,"0","0","Neoscopelus macrolepidotus","Actinopteri","Myctophiformes","Neoscopelidae","Neoscopelus","accepted",NA,FALSE,126634,56047,NA,190714
"620","Scopelengys tristis",0,1,0,0,0,0,1,0,"0","0","Scopelengys tristis","Actinopteri","Myctophiformes","Neoscopelidae","Scopelengys","accepted",NA,FALSE,126636,228187,NA,815437
"621","Benthosema glaciale",0,1,0,0,0,0,1,0,"0","0","Benthosema glaciale","Actinopteri","Myctophiformes","Myctophidae","Benthosema","accepted",NA,FALSE,126580,59421,NA,80726
"622","Benthosema panamense",0,1,0,0,0,0,1,0,"0","0","Benthosema panamense","Actinopteri","Myctophiformes","Myctophidae","Benthosema","accepted",NA,FALSE,272648,716946,NA,568739
"623","Benthosema pterotum",0,1,0,0,0,0,1,0,"0","0","Benthosema pterotum","Actinopteri","Myctophiformes","Myctophidae","Benthosema","accepted",NA,FALSE,217680,384357,NA,360078
"624","Benthosema suborbitale",0,1,0,0,0,0,1,0,"0","0","Benthosema suborbitale","Actinopteri","Myctophiformes","Myctophidae","Benthosema","accepted",NA,FALSE,126581,263444,NA,785214
"625","Bolinichthys longipes",0,1,0,0,0,0,1,0,"0","0","Bolinichthys longipes","Actinopteri","Myctophiformes","Myctophidae","Bolinichthys","accepted",NA,FALSE,272650,304019,NA,341501
"626","Bolinichthys pyrsobolus",0,1,0,0,0,0,1,0,"0","0","Bolinichthys pyrsobolus","Actinopteri","Myctophiformes","Myctophidae","Bolinichthys","accepted",NA,FALSE,272652,665815,NA,360073
"627","Centrobranchus nigroocellatus",0,1,0,0,0,0,1,0,"0","0","Centrobranchus nigroocellatus","Actinopteri","Myctophiformes","Myctophidae","Centrobranchus","accepted",NA,FALSE,126584,300259,NA,159749
"628","Centrobranchus andreae",0,1,0,0,0,0,1,0,"0","0","Centrobranchus andreae","Actinopteri","Myctophiformes","Myctophidae","Centrobranchus","accepted",NA,FALSE,272653,716980,NA,3629500
"629","Diaphus anderseni",0,1,0,0,0,0,1,0,"0","0","Diaphus anderseni","Actinopteri","Myctophiformes","Myctophidae","Diaphus","accepted",NA,FALSE,272657,209330,NA,205196
"630","Diaphus fulgens",0,1,0,0,0,0,1,0,"0","0","Diaphus fulgens","Actinopteri","Myctophiformes","Myctophidae","Diaphus","accepted",NA,FALSE,217692,209331,NA,3629412
"631","Diaphus rafinesquii",0,1,0,0,0,0,1,0,"0","0","Diaphus rafinesquii","Actinopteri","Myctophiformes","Myctophidae","Diaphus","accepted",NA,FALSE,126596,59452,NA,928599
"632","Diaphus kuroshio",0,1,0,0,0,0,1,0,"0","0","Diaphus kuroshio","Actinopteri","Myctophiformes","Myctophidae","Diaphus","accepted",NA,FALSE,272677,1012440,NA,3629418
"633","Diaphus pacificus",0,1,0,0,0,0,1,0,"0","0","Diaphus pacificus","Actinopteri","Myctophiformes","Myctophidae","Diaphus","accepted",NA,FALSE,272684,NA,NA,3629466
"634","Diaphus parri",0,1,0,0,0,0,1,0,"0","0","Diaphus parri","Actinopteri","Myctophiformes","Myctophidae","Diaphus","accepted",NA,FALSE,217695,209329,NA,3629419
"635","Diaphus trachops",0,1,0,0,0,0,1,0,"0","0","Diaphus trachops","Actinopteri","Myctophiformes","Myctophidae","Diaphus","accepted",NA,FALSE,272696,NA,NA,3629408
"636","Diogenichthys atlanticus",0,1,0,0,0,0,1,0,"0","0","Diogenichthys atlanticus","Actinopteri","Myctophiformes","Myctophidae","Diogenichthys","accepted",NA,FALSE,126599,263446,NA,785206
"637","Diogenichthys laternatus",0,1,0,0,0,0,1,0,"0","0","Diogenichthys laternatus","Actinopteri","Myctophiformes","Myctophidae","Diogenichthys","accepted",NA,FALSE,272701,452588,NA,234117
"638","Electrona risso",0,1,0,0,0,0,1,0,"0","0","Electrona risso","Actinopteri","Myctophiformes","Myctophidae","Electrona","accepted",NA,FALSE,126600,59458,NA,155853
"639","Gonichthys tenuiculus",0,1,0,0,0,0,1,0,"0","0","Gonichthys tenuiculus","Actinopteri","Myctophiformes","Myctophidae","Gonichthys","accepted",NA,FALSE,272702,125614,NA,159755
"640","Hygophum atratum",0,1,0,0,0,0,1,0,"0","0","Hygophum atratum","Actinopteri","Myctophiformes","Myctophidae","Hygophum","accepted",NA,FALSE,272704,125617,NA,224136
"641","Hygophum proximum",0,1,0,0,0,0,1,0,"0","0","Hygophum proximum","Actinopteri","Myctophiformes","Myctophidae","Hygophum","accepted",NA,FALSE,217700,125618,NA,859394
"642","Hygophum reinhardti",0,1,0,0,0,0,1,0,"0","0","Hygophum reinhardtii","Actinopteri","Myctophiformes","Myctophidae","Hygophum","unaccepted","misspelling",TRUE,126604,NA,NA,900738
"643","Lampadena yaquinae",0,1,0,0,0,0,1,0,"0","0","Lampadena yaquinae","Actinopteri","Myctophiformes","Myctophidae","Lampadena","accepted",NA,FALSE,272708,665814,NA,884770
"644","Lampanyctus festivus",0,1,0,0,0,0,1,0,"0","0","Lampanyctus festivus","Actinopteri","Myctophiformes","Myctophidae","Lampanyctus","accepted",NA,FALSE,126614,142463,NA,307341
"645","Lampanyctus tenuiformis",0,1,0,0,0,0,1,0,"0","0","Lampanyctus tenuiformis","Actinopteri","Myctophiformes","Myctophidae","Lampanyctus","accepted",NA,FALSE,158898,125477,NA,47675
"646","Lampanyctus nobilis",0,1,0,0,0,0,1,0,"0","0","Lampanyctus nobilis","Actinopteri","Myctophiformes","Myctophidae","Lampanyctus","accepted",NA,FALSE,158897,359563,NA,3629492
"647","Lampanyctus parvicauda",0,1,0,0,0,0,1,0,"0","0","Lampanyctus parvicauda","Actinopteri","Myctophiformes","Myctophidae","Lampanyctus","accepted",NA,FALSE,272715,125621,NA,3629491
"648","Lampanyctus steinbecki",0,1,0,0,0,0,1,0,"0","0","Lampanyctus steinbecki","Actinopteri","Myctophiformes","Myctophidae","Lampanyctus","accepted",NA,FALSE,272717,NA,NA,3629493
"649","Lobianchia gemellari",0,1,0,0,0,0,1,0,"0","0","Lobianchia gemellarii","Actinopteri","Myctophiformes","Myctophidae","Lobianchia","unaccepted","misspelling",TRUE,158901,NA,NA,815443
"650","Loweina rara",0,1,0,0,0,0,1,0,"0","0","Loweina rara","Actinopteri","Myctophiformes","Myctophidae","Loweina","accepted",NA,FALSE,126625,325330,NA,3629513
"651","Loweina laurae",0,1,0,0,0,0,1,0,"0","0","Loweina rara","Actinopteri","Myctophiformes","Myctophidae","Loweina","unaccepted",NA,TRUE,126625,NA,NA,3629513
"652","Myctophum aurolaternatum",0,1,0,0,0,0,1,0,"0","0","Myctophum aurolaternatum","Actinopteri","Myctophiformes","Myctophidae","Myctophum","accepted",NA,FALSE,217715,125632,NA,519259
"653","Myctophum nitidulum",0,1,0,0,0,0,1,0,"0","0","Myctophum nitidulum","Actinopteri","Myctophiformes","Myctophidae","Myctophum","accepted",NA,FALSE,126626,125634,NA,159745
"654","Nannobrachium bristori",0,1,0,0,0,0,1,0,"0","0","Lampanyctus bristori","Actinopteri","Myctophiformes","Myctophidae","Nannobrachium","unaccepted",NA,FALSE,1525474,717198,NA,3629541
"655","Lampanyctus bristori",0,1,0,0,0,0,1,0,"0","0","Lampanyctus bristori","Actinopteri","Myctophiformes","Myctophidae","Lampanyctus","accepted",NA,NA,1525474,NA,NA,NA
"656","Nannobrachium fernae",0,1,0,0,0,0,1,0,"0","0","Lampanyctus fernae","Actinopteri","Myctophiformes","Myctophidae","Nannobrachium","unaccepted",NA,FALSE,301517,717199,NA,3629539
"657","Lampanyctus fernae",0,1,0,0,0,0,1,0,"0","0","Lampanyctus fernae","Actinopteri","Myctophiformes","Myctophidae","Lampanyctus","accepted",NA,TRUE,301517,NA,NA,3629539
"658","Nannobrachium gibbsi",0,1,0,0,0,0,1,0,"0","0","Lampanyctus gibbsi","Actinopteri","Myctophiformes","Myctophidae","Nannobrachium","unaccepted",NA,FALSE,1525479,NA,NA,3629533
"659","Nannobrachium hawaiiensis",0,1,0,0,0,0,1,0,"0","0","Lampanyctus hawaiiensis","Actinopteri","Myctophiformes","Myctophidae","Nannobrachium","unaccepted",NA,FALSE,1525480,NA,NA,3629534
"660","Lampanyctus hawaiiensis",0,1,0,0,0,0,1,0,"0","0","Lampanyctus hawaiiensis","Actinopteri","Myctophiformes","Myctophidae","Lampanyctus","accepted",NA,NA,1525480,NA,NA,NA
"661","Nannobrachium idostigma",0,1,0,0,0,0,1,0,"0","0","Nannobrachium idostigma","Actinopteri","Myctophiformes","Myctophidae","Nannobrachium","accepted",NA,FALSE,275864,452593,NA,3629543
"662","Lampanyctus idostigma",0,1,0,0,0,0,1,0,"0","0","Lampanyctus idostigma","Actinopteri","Myctophiformes","Myctophidae","Lampanyctus","accepted",NA,TRUE,301525,NA,NA,3629543
"663","Nannobrachium nigrum",0,1,0,0,0,0,1,0,"0","0","Lampanyctus niger","Actinopteri","Myctophiformes","Myctophidae","Nannobrachium","unaccepted",NA,FALSE,301537,1012425,NA,3629542
"664","Lampanyctus niger",0,1,0,0,0,0,1,0,"0","0","Lampanyctus niger","Actinopteri","Myctophiformes","Myctophidae","Lampanyctus","accepted",NA,TRUE,301537,NA,NA,3629542
"665","Nannobrachium ritteri",0,1,0,0,0,0,1,0,"0","0","Lampanyctus ritteri","Actinopteri","Myctophiformes","Myctophidae","Nannobrachium","unaccepted",NA,FALSE,301548,34558,NA,47677
"666","Notolychnus valdiviae",0,1,0,0,0,0,1,0,"0","0","Notolychnus valdiviae","Actinopteri","Myctophiformes","Myctophidae","Notolychnus","accepted",NA,FALSE,126629,125479,NA,815440
"667","Notoscopelus japonicus",0,1,0,0,0,0,1,0,"0","0","Notoscopelus japonicus","Actinopteri","Myctophiformes","Myctophidae","Notoscopelus","accepted",NA,FALSE,272727,665811,NA,884790
"668","Parvilux ingens",0,1,0,0,0,0,1,0,"0","0","Parvilux ingens","Actinopteri","Myctophiformes","Myctophidae","Parvilux","accepted",NA,FALSE,282178,503634,NA,307336
"669","Symbolophorus evermanni",0,1,0,0,0,0,1,0,"0","0","Symbolophorus evermanni","Actinopteri","Myctophiformes","Myctophidae","Symbolophorus","accepted",NA,FALSE,217718,125482,NA,47681
"670","Symbolophorus reversus",0,1,0,0,0,0,1,0,"0","0","Symbolophorus reversus","Actinopteri","Myctophiformes","Myctophidae","Symbolophorus","accepted",NA,FALSE,272735,717333,NA,3629502
"671","Taaningichthys bathyphilus",0,1,0,0,0,0,1,0,"0","0","Taaningichthys bathyphilus","Actinopteri","Myctophiformes","Myctophidae","Taaningichthys","accepted",NA,FALSE,126631,70952,NA,341509
"672","Taaningichthys minimus",0,1,0,0,0,0,1,0,"0","0","Taaningichthys minimus","Actinopteri","Myctophiformes","Myctophidae","Taaningichthys","accepted",NA,FALSE,126632,503580,NA,1086545
"673","Taaningichthys paurolychnus",0,1,0,0,0,0,1,0,"0","0","Taaningichthys paurolychnus","Actinopteri","Myctophiformes","Myctophidae","Taaningichthys","accepted",NA,FALSE,126633,759825,NA,3629481
"674","Triphoturus mexicanus",0,1,0,0,0,0,1,0,"0","0","Triphoturus mexicanus","Actinopteri","Myctophiformes","Myctophidae","Triphoturus","accepted",NA,FALSE,278566,125486,NA,396853
"675","Triphoturus nigrescens",0,1,0,0,0,0,1,0,"0","0","Triphoturus nigrescens","Actinopteri","Myctophiformes","Myctophidae","Triphoturus","accepted",NA,FALSE,217721,452595,NA,341493
"676","Lampris guttatus",0,1,0,0,0,0,1,0,"0","0","Lampris guttatus","Actinopteri","Lampriformes","Lampridae","Lampris","accepted",NA,FALSE,126522,10508,NA,788076
"677","Lampris megalopsis",0,1,0,0,0,0,1,0,"0","0","Lampris megalopsis","Actinopteri","Lampriformes","Lampridae","Lampris","accepted",NA,FALSE,1493717,1056402,NA,7064184
"678","Lophotus capellei",0,1,0,0,0,0,1,0,"0","0","Lophotus capellei","Actinopteri","Lampriformes","Lophotidae","Lophotus","accepted",NA,FALSE,272528,125468,NA,326247
"679","Lophotus lacepede",0,1,0,0,0,0,1,0,"0","0","Lophotus lacepede","Actinopteri","Lampriformes","Lophotidae","Lophotus","accepted",NA,FALSE,126523,84555,NA,174963
"680","Desmodema lorum",0,1,0,0,0,0,1,0,"0","0","Desmodema lorum","Actinopteri","Lampriformes","Trachipteridae","Desmodema","accepted",NA,FALSE,275872,125555,NA,47452
"681","Trachipterus trachypterus",0,1,0,0,0,0,1,0,"0","0","Trachipterus trachypterus","Actinopteri","Lampriformes","Trachipteridae","Trachipterus","accepted",NA,FALSE,126528,30357,NA,925754
"682","Trachipterus fukuzakii",0,1,0,0,0,0,1,0,"0","0","Trachipterus fukuzakii","Actinopteri","Lampriformes","Trachipteridae","Trachipterus","accepted",NA,FALSE,272532,NA,NA,3629570
"683","Zu cristatus",0,1,0,0,0,0,1,0,"0","0","Zu cristatus","Actinopteri","Lampriformes","Trachipteridae","Zu","accepted",NA,FALSE,126529,30372,NA,342729
"684","Regalecus russelii",0,1,0,0,0,0,1,0,"0","0","Regalecus russellii","Actinopteri","Lampriformes","Regalecidae","Regalecus","unaccepted",NA,FALSE,400491,203202,NA,403039
"685","Regalecus russellii",0,1,0,0,0,0,1,0,"0","0","Regalecus russellii","Actinopteri","Lampriformes","Regalecidae","Regalecus","accepted",NA,TRUE,400491,NA,NA,403039
"686","Stylephorus chordatus",0,1,0,0,0,0,1,0,"0","0","Stylephorus chordatus","Actinopteri","Stylephoriformes","Stylephoridae","Stylephorus","accepted",NA,FALSE,126526,140702,NA,146678
