"","taxa_query","found_taxa","rank","worms_aphiaid","bold_id","gbif_key","ott_id","worms_sciname","tol_sciname","bold_taxon","gbif_sciname","phylum","class","status","unacceptreason","is_synonym","flags","valid_authority","kingdom","order","family","genus","freshwater_only","terrestrial_only"
"206","Octolasion lacteum","Octolasion lacteum",NA,NA,NA,NA,916284,NA,"Octolasion lacteum",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Lumbricidae",NA,NA,NA
"207","Lumbricus castaneus","Lumbricus castaneus",NA,NA,NA,NA,1056931,NA,"Lumbricus castaneus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Lumbricidae",NA,NA,NA
"208","Aporrectodea icterica","Aporrectodea icterica",NA,NA,NA,NA,280280,NA,"Aporrectodea icterica",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Lumbricidae",NA,NA,NA
"209","Aporrectodea giardi","Aporrectodea giardi",NA,NA,NA,NA,973362,NA,"Aporrectodea giardi",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Lumbricidae",NA,NA,NA
"210","Aporrectodea nocturna","Aporrectodea nocturna",NA,NA,NA,NA,245040,NA,"Aporrectodea nocturna",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Lumbricidae",NA,NA,NA
"211","Octolasion","Octolasion",NA,NA,NA,NA,42146,NA,"Octolasion",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Lumbricidae",NA,NA,NA
"212","Scherotheca","Scherotheca",NA,NA,NA,NA,4165355,NA,"Scherotheca",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"incertae_sedis",NA,NA,NA,"Lumbricidae",NA,NA,NA
"213","Scherotheca savignyi","Scherotheca savignyi",NA,NA,NA,NA,4165375,NA,"Scherotheca savignyi",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"incertae_sedis_inherited",NA,NA,NA,"Lumbricidae",NA,NA,NA
"214","Murchieona minuscula","Murchieona minuscula",NA,NA,NA,NA,4165426,NA,"Murchieona minuscula",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"incertae_sedis_inherited",NA,NA,NA,"Lumbricidae",NA,NA,NA
"215","Aporrectodea cupulifera","Aporrectodea cupulifera",NA,NA,NA,NA,647852,NA,"Aporrectodea cupulifera",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Lumbricidae",NA,NA,NA
"216","Nouraguesia","Nouraguesia",NA,NA,NA,NA,5693522,NA,"Nouraguesia",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Glossoscolecidae",NA,NA,NA
"217","Pontoscolex corethrurus","Pontoscolex corethrurus",NA,NA,NA,NA,640498,NA,"Pontoscolex corethrurus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Glossoscolecidae",NA,NA,NA
"218","Neogaster","Neogaster",NA,NA,NA,NA,2848722,NA,"Neogaster",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Acanthodrilidae",NA,NA,NA
"219","Martiodrilus tenkatei","Martiodrilus tenkatei",NA,NA,NA,NA,5705841,NA,"Martiodrilus tenkatei",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Glossoscolecidae",NA,NA,NA
"220","Righiodrilus","Righiodrilus",NA,NA,NA,NA,2848686,NA,"Righiodrilus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Glossoscolecidae",NA,NA,NA
"221","Rhinodrilus","Rhinodrilus",NA,NA,NA,NA,295132,NA,"Rhinodrilus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Glossoscolecidae",NA,NA,NA
"222","Martiodrilus","Martiodrilus",NA,NA,NA,NA,2847695,NA,"Martiodrilus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Glossoscolecidae",NA,NA,NA
"223","Urobenus","Urobenus",NA,NA,NA,NA,1023072,NA,"Urobenus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Glossoscolecidae",NA,NA,NA
"224","Dichogaster andina","Dichogaster andina",NA,NA,NA,NA,5705680,NA,"Dichogaster andina",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Megascolecidae",NA,NA,NA
"225","Glossodrilus","Glossodrilus",NA,NA,NA,NA,611428,NA,"Glossodrilus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Glossoscolecidae",NA,NA,NA
"226","Haplotaxis","Haplotaxis",NA,NA,NA,NA,276964,NA,"Haplotaxis",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Enchytraeidae",NA,NA,NA
"227","Wegeneriona","Wegeneriona",NA,NA,NA,NA,2848463,NA,"Wegeneriona",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Acanthodrilidae",NA,NA,NA
"228","Ocnerodrilidae","Ocnerodrilidae",NA,NA,NA,NA,517,NA,"Ocnerodrilidae",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Ocnerodrilidae",NA,NA,NA
"229","Dichogaster","Dichogaster",NA,NA,NA,NA,521,NA,"Dichogaster",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Megascolecidae",NA,NA,NA
"230","Pontoscolex","Pontoscolex",NA,NA,NA,NA,640497,NA,"Pontoscolex",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Glossoscolecidae",NA,NA,NA
"231","Scherotheca corsicana","Scherotheca corsicana",NA,NA,NA,NA,4165372,NA,"Scherotheca corsicana",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"incertae_sedis_inherited",NA,NA,NA,"Lumbricidae",NA,NA,NA
"232","Dendrobaena byblica","Dendrobaena byblica",NA,NA,NA,NA,5723614,NA,"Dendrobaena byblica",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Lumbricidae",NA,NA,NA
"233","Prosellodrilus","Prosellodrilus",NA,NA,NA,NA,471978,NA,"Prosellodrilus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Lumbricidae",NA,NA,NA
"234","Dendrobaena hortensis","Dendrobaena hortensis",NA,NA,NA,NA,5723612,NA,"Dendrobaena hortensis",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Lumbricidae",NA,NA,NA
"235","Microscolex dubius","Microscolex dubius",NA,NA,NA,NA,67076,NA,"Microscolex dubius",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Megascolecidae",NA,NA,NA
"236","Allolobophora","Allolobophora",NA,NA,NA,NA,790931,NA,"Allolobophora",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Lumbricidae",NA,NA,NA
"237","Scherotheca gigas","Scherotheca gigas",NA,NA,NA,NA,4165362,NA,"Scherotheca gigas",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"incertae_sedis_inherited",NA,NA,NA,"Lumbricidae",NA,NA,NA
"238","Pheretima","Pheretima",NA,NA,NA,NA,902881,NA,"Pheretima",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Megascolecidae",NA,NA,NA
"239","Pleionogaster","Pleionogaster",NA,NA,NA,NA,1051866,NA,"Pleionogaster",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Megascolecidae",NA,NA,NA
"240","Pithemera","Pithemera",NA,NA,NA,NA,821736,NA,"Pithemera",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Megascolecidae",NA,NA,NA
"241","Archipheretima","Archipheretima",NA,NA,NA,NA,48031,NA,"Archipheretima",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Megascolecidae",NA,NA,NA
"242","Polypheretima","Polypheretima",NA,NA,NA,NA,1066690,NA,"Polypheretima",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Megascolecidae",NA,NA,NA
"243","Lumbricus friendi","Lumbricus friendi",NA,NA,NA,NA,249567,NA,"Lumbricus friendi",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Lumbricidae",NA,NA,NA
"244","Lumbricus centralis","Lumbricus centralis",NA,NA,NA,NA,249564,NA,"Lumbricus centralis",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Lumbricidae",NA,NA,NA
"245","Atatina","Atatina",NA,NA,NA,NA,35777,NA,"Atatina",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Glossoscolecidae",NA,NA,NA
"246","Glossoscolecidae","Glossoscolecidae",NA,NA,NA,NA,798109,NA,"Glossoscolecidae",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Glossoscolecidae",NA,NA,NA
"247","Drawida","Drawida",NA,NA,NA,NA,21133,NA,"Drawida",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Moniligastridae",NA,NA,NA
"248","Almidae","Almidae",NA,NA,NA,NA,999959,NA,"Almidae",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Almidae",NA,NA,NA
"249","Acanthodrilidae","Acanthodrilidae",NA,NA,NA,NA,335151,NA,"Acanthodrilidae",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Acanthodrilidae",NA,NA,NA
"250","Sparganophilidae","Sparganophilidae",NA,NA,NA,NA,531297,NA,"Sparganophilidae",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Sparganophilidae",NA,NA,NA
"251","Dichogaster saliens","Dichogaster saliens",NA,NA,NA,NA,522304,NA,"Dichogaster saliens",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Megascolecidae",NA,NA,NA
"252","Urobenus brasiliensis","Urobenus brasiliensis",NA,NA,NA,NA,260200,NA,"Urobenus brasiliensis",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Glossoscolecidae",NA,NA,NA
"253","Glossoscolex","Glossoscolex",NA,NA,NA,NA,611429,NA,"Glossoscolex",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Glossoscolecidae",NA,NA,NA
"254","Andiorrhinus","Andiorrhinus",NA,NA,NA,NA,192654,NA,"Andiorrhinus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Glossoscolecidae",NA,NA,NA
"255","Goiascolex","Goiascolex",NA,NA,NA,NA,38326,NA,"Goiascolex",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Glossoscolecidae",NA,NA,NA
"256","Diporodrilus pilosus","Diporodrilus pilosus",NA,NA,NA,NA,2845385,NA,"Diporodrilus pilosus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Lumbricidae",NA,NA,NA
"257","Cernosvitovia bertae","Cernosvitovia bertae",NA,NA,NA,NA,4165436,NA,"Cernosvitovia bertae",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Lumbricidae",NA,NA,NA
"258","Hormogaster elisae","Hormogaster elisae",NA,NA,NA,NA,368543,NA,"Hormogaster elisae",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Hormogastridae",NA,NA,NA
"259","Postandrilus palmensis","Postandrilus palmensis",NA,NA,NA,NA,643652,NA,"Postandrilus palmensis",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Lumbricidae",NA,NA,NA
"260","Postandrilus majorcanus","Postandrilus majorcanus",NA,NA,NA,NA,643647,NA,"Postandrilus majorcanus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Lumbricidae",NA,NA,NA
"261","Postandrilus medoakus","Postandrilus medoakus",NA,NA,NA,NA,643654,NA,"Postandrilus medoakus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Lumbricidae",NA,NA,NA
"262","Diplocardia hulberti","Diplocardia hulberti",NA,NA,NA,NA,651643,NA,"Diplocardia hulberti",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Megascolecidae",NA,NA,NA
"263","Geogenia","Geogenia",NA,NA,NA,NA,90156,NA,"Geogenia",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Microchaetidae",NA,NA,NA
"264","Proandricus","Proandricus",NA,NA,NA,NA,90149,NA,"Proandricus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Microchaetidae",NA,NA,NA
"265","Haplotaxidae","Haplotaxidae",NA,NA,NA,NA,968100,NA,"Haplotaxidae",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Haplotaxidae",NA,NA,NA
"266","Tritogenia douglasi","Tritogenia douglasi",NA,NA,NA,NA,5705678,NA,"Tritogenia douglasi",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Microchaetidae",NA,NA,NA
"267","Parachilota","Parachilota",NA,NA,NA,NA,234485,NA,"Parachilota",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Acanthodrilidae",NA,NA,NA
"268","Microchaetidae","Microchaetidae",NA,NA,NA,NA,486733,NA,"Microchaetidae",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Microchaetidae",NA,NA,NA
"269","Octolasion tyrtaeum","Octolasion tyrtaeum",NA,NA,NA,NA,42145,NA,"Octolasion tyrtaeum",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Lumbricidae",NA,NA,NA
"270","Tritogenia","Tritogenia",NA,NA,NA,NA,90148,NA,"Tritogenia",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Microchaetidae",NA,NA,NA
"271","Estherella","Estherella",NA,NA,NA,NA,664307,NA,"Estherella",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Glossoscolecidae",NA,NA,NA
"272","Millsonia","Millsonia",NA,NA,NA,NA,35688,NA,"Millsonia",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Megascolecidae",NA,NA,NA
"273","Benhamia","Benhamia",NA,NA,NA,NA,273007,NA,"Benhamia",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Acanthodrilidae",NA,NA,NA
"274","Hyperiodrilus","Hyperiodrilus",NA,NA,NA,NA,38328,NA,"Hyperiodrilus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Eudrilidae",NA,NA,NA
"275","Eudrilidae","Eudrilidae",NA,NA,NA,NA,267449,NA,"Eudrilidae",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Eudrilidae",NA,NA,NA
"276","Hyperiodrilus africanus","Hyperiodrilus africanus",NA,NA,NA,NA,38306,NA,"Hyperiodrilus africanus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Eudrilidae",NA,NA,NA
"277","Criodrilus","Criodrilus",NA,NA,NA,NA,523,NA,"Criodrilus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Almidae",NA,NA,NA
"278","Polytoreutus finni","Polytoreutus finni",NA,NA,NA,NA,1085584,NA,"Polytoreutus finni",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Eudrilidae",NA,NA,NA
"279","Polytoreutus","Polytoreutus",NA,NA,NA,NA,1085586,NA,"Polytoreutus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Eudrilidae",NA,NA,NA
"280","Amynthas agrestis","Amynthas agrestis",NA,NA,NA,NA,7913976,NA,"Amynthas agrestis",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Megascolecidae",NA,NA,NA
"281","Perionyx excavatus","Perionyx excavatus",NA,NA,NA,NA,74165,NA,"Perionyx excavatus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Megascolecidae",NA,NA,NA
"282","Amynthas catenus","Amynthas catenus",NA,NA,NA,NA,2845417,NA,"Amynthas catenus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Megascolecidae",NA,NA,NA
"283","Amynthas gracilis","Amynthas gracilis",NA,NA,NA,NA,192732,NA,"Amynthas gracilis",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Megascolecidae",NA,NA,NA
"284","Amynthas incongruus","Amynthas incongruus",NA,NA,NA,NA,264557,NA,"Amynthas incongruus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Megascolecidae",NA,NA,NA
"285","Amynthas minimus","Amynthas minimus",NA,NA,NA,NA,895385,NA,"Amynthas minimus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Megascolecidae",NA,NA,NA
"286","Metaphire californica","Metaphire californica",NA,NA,NA,NA,1044691,NA,"Metaphire californica",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Megascolecidae",NA,NA,NA
"287","Polypheretima elongata","Polypheretima elongata",NA,NA,NA,NA,1066691,NA,"Polypheretima elongata",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Megascolecidae",NA,NA,NA
"288","Amynthas tessellatus","Amynthas tessellatus",NA,NA,NA,NA,2845404,NA,"Amynthas tessellatus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Megascolecidae",NA,NA,NA
"289","Eukerria saltensis","Eukerria saltensis",NA,NA,NA,NA,3376,NA,"Eukerria saltensis",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Ocnerodrilidae",NA,NA,NA
"290","Amynthas polyglandularis","Amynthas polyglandularis",NA,NA,NA,NA,786625,NA,"Amynthas polyglandularis",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Megascolecidae",NA,NA,NA
"291","Amynthas hupeiensis","Amynthas hupeiensis",NA,NA,NA,NA,258760,NA,"Amynthas hupeiensis",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Megascolecidae",NA,NA,NA
"292","Perionyx","Perionyx",NA,NA,NA,NA,74164,NA,"Perionyx",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Megascolecidae",NA,NA,NA
"293","Glyphidrilus","Glyphidrilus",NA,NA,NA,NA,611427,NA,"Glyphidrilus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Almidae",NA,NA,NA
"294","Sibloglinidae","Siboglinidae",NA,NA,NA,NA,1057367,NA,"Siboglinidae",NA,NA,"Annelida","Polychaeta",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Siboglinidae",NA,NA,NA
"295","Lepidonotus humilis","Lepidonotus humilis",NA,NA,NA,NA,4984551,NA,"Lepidonotus humilis",NA,NA,"Annelida","Polychaeta",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Polynoidae",NA,NA,NA
"296","Astacopsidrilus ryuteki","Astacopsidrilus ryuteki",NA,NA,NA,NA,305021,NA,"Astacopsidrilus ryuteki",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Phreodrilidae",NA,NA,NA
"297","Rhyacodriloides","Rhyacodriloides",NA,NA,NA,NA,399938,NA,"Rhyacodriloides",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Naididae",NA,NA,NA
"298","Phragmatopoma lapidosa","Phragmatopoma lapidosa",NA,NA,NA,NA,626757,NA,"Phragmatopoma lapidosa",NA,NA,"Annelida","Polychaeta",NA,NA,FALSE,"",NA,NA,NA,"Sabellariidae",NA,NA,NA
"299","Lissomyema mellita","Lissomyema mellita",NA,NA,NA,NA,815716,NA,"Lissomyema mellita",NA,NA,"Annelida","Polychaeta",NA,NA,FALSE,"",NA,NA,NA,"Echiuridae",NA,NA,NA
"300","Nicomache lokii","Nicomache lokii",NA,NA,NA,NA,1085510,NA,"Nicomache lokii",NA,NA,"Annelida","Polychaeta",NA,NA,FALSE,"",NA,NA,NA,"Maldanidae",NA,NA,NA
"301","Eisenia nordenskioldi","Eisenia nordenskioldi",NA,NA,NA,NA,5224404,NA,"Eisenia nordenskioldi",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Lumbricidae",NA,NA,NA
"302","Hemienchytraeus","Hemienchytraeus",NA,NA,NA,NA,328403,NA,"Hemienchytraeus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Enchytraeidae",NA,NA,NA
"303","Travoscolides chengannures","Travoscolides chengannures",NA,NA,NA,NA,259972,NA,"Travoscolides chengannures",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Megascolecidae",NA,NA,NA
"304","Amynthas daeari","Amynthas daeari",NA,NA,NA,NA,5224433,NA,"Amynthas daeari",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Megascolecidae",NA,NA,NA
"305","Achaeta bibulba","Achaeta bibulba",NA,NA,NA,NA,354381,NA,"Achaeta bibulba",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Megascolecidae",NA,NA,NA
"306","Fridericia isseli","Fridericia isseli",NA,NA,NA,NA,823556,NA,"Fridericia isseli",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Enchytraeidae",NA,NA,NA
"307","Buchholzia appendiculata","Buchholzia appendiculata",NA,NA,NA,NA,495899,NA,"Buchholzia appendiculata",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Enchytraeidae",NA,NA,NA
"308","Fridericia nemoralis","Fridericia nemoralis",NA,NA,NA,NA,823544,NA,"Fridericia nemoralis",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Enchytraeidae",NA,NA,NA
"309","Achaeta","Achaeta",NA,NA,NA,NA,276969,NA,"Achaeta",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Megascolecidae",NA,NA,NA
"310","Enchytraeus norvegicus","Enchytraeus norvegicus",NA,NA,NA,NA,249073,NA,"Enchytraeus norvegicus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Enchytraeidae",NA,NA,NA
"311","Fridericia sohlenii","Fridericia sohlenii",NA,NA,NA,NA,975037,NA,"Fridericia sohlenii",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Enchytraeidae",NA,NA,NA
"312","Enchytronia parva","Enchytronia parva",NA,NA,NA,NA,869452,NA,"Enchytronia parva",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Enchytraeidae",NA,NA,NA
"313","Fridericia sylvatica","Fridericia sylvatica",NA,NA,NA,NA,299092,NA,"Fridericia sylvatica",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Enchytraeidae",NA,NA,NA
"314","Achaeta camerani","Achaeta camerani",NA,NA,NA,NA,975024,NA,"Achaeta camerani",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Megascolecidae",NA,NA,NA
"315","Achaeta iberica","Achaeta iberica",NA,NA,NA,NA,975026,NA,"Achaeta iberica",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Megascolecidae",NA,NA,NA
"316","Enchytraeus bulbosus","Enchytraeus bulbosus",NA,NA,NA,NA,249066,NA,"Enchytraeus bulbosus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Enchytraeidae",NA,NA,NA
"317","Nais alpina","Nais alpina",NA,NA,NA,NA,713985,NA,"Nais alpina",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Naididae",NA,NA,NA
"318","Amynthas mediocus","Amynthas mediocus",NA,NA,NA,NA,5705681,NA,"Amynthas mediocus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Megascolecidae",NA,NA,NA
"319","Amynthas yunlongensis","Amynthas yunlongensis",NA,NA,NA,NA,5705758,NA,"Amynthas yunlongensis",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Megascolecidae",NA,NA,NA
"320","Amynthas carnosus","Amynthas carnosus",NA,NA,NA,NA,370242,NA,"Amynthas carnosus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Megascolecidae",NA,NA,NA
"321","Amynthas diaoluomontis","Amynthas diaoluomontis",NA,NA,NA,NA,5224431,NA,"Amynthas diaoluomontis",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Megascolecidae",NA,NA,NA
"322","Amynthas octopapillatus","Amynthas octopapillatus",NA,NA,NA,NA,5224427,NA,"Amynthas octopapillatus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Megascolecidae",NA,NA,NA
"323","Amynthas stricosus","Amynthas stricosus",NA,NA,NA,NA,5224430,NA,"Amynthas stricosus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Megascolecidae",NA,NA,NA
"324","Amynthas trapezoides","Amynthas trapezoides",NA,NA,NA,NA,5224429,NA,"Amynthas trapezoides",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Megascolecidae",NA,NA,NA
"325","Amynthas zhangi","Amynthas zhangi",NA,NA,NA,NA,5224435,NA,"Amynthas zhangi",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Megascolecidae",NA,NA,NA
"326","Amynthas dactilicus","Amynthas dactilicus",NA,NA,NA,NA,690129,NA,"Amynthas dactilicus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Megascolecidae",NA,NA,NA
"327","Amynthas glabrus","Amynthas glabrus",NA,NA,NA,NA,370236,NA,"Amynthas glabrus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Megascolecidae",NA,NA,NA
"328","Amynthas longisiphonus","Amynthas longisiphonus",NA,NA,NA,NA,5705747,NA,"Amynthas longisiphonus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Megascolecidae",NA,NA,NA
"329","Amynthas moniliatus","Amynthas moniliatus",NA,NA,NA,NA,5705700,NA,"Amynthas moniliatus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Megascolecidae",NA,NA,NA
