"","species","scientificname","rank","kingdom","phylum","order","family","genus","kingdomkey","phylumkey","classkey","orderkey","familykey","genuskey","specieskey","class"
"136","Myliobatis longirostris","Myliobatis longirostris Applegate & Fitch, 1964","species","Animalia","Chordata","Myliobatiformes","Myliobatidae","Myliobatis",1,44,121,8214029,2193,10779164,2419295,"Elasmobranchii"
"137","Mobula birostris","Mobula birostris (Walbaum, 1792)","species","Animalia","Chordata","Myliobatiformes","Myliobatidae","Mobula",1,44,121,8214029,2193,2419178,9548142,"Elasmobranchii"
"138","Mobula mobular","Mobula mobular (Bonnaterre, 1788)","species","Animalia","Chordata","Myliobatiformes","Myliobatidae","Mobula",1,44,121,8214029,2193,2419178,2419188,"Elasmobranchii"
"139","Mobula japanica","Mobula japonica (Müller & Henle, 1841)","species","Animalia","Chordata","Myliobatiformes","Myliobatidae","Mobula",1,44,121,8214029,2193,2419178,2419184,"Elasmobranchii"
"140","Mobula thurstoni","Mobula thurstoni (Lloyd, 1908)","species","Animalia","Chordata","Myliobatiformes","Myliobatidae","Mobula",1,44,121,8214029,2193,2419178,2419218,"Elasmobranchii"
"141","Mobula munkiana","Mobula munkiana Notarbartolo-di-Sciara, 1987","species","Animalia","Chordata","Myliobatiformes","Myliobatidae","Mobula",1,44,121,8214029,2193,2419178,2419205,"Elasmobranchii"
"142","Mobula tarapacana","Mobula tarapacana (Philippi, 1892)","species","Animalia","Chordata","Myliobatiformes","Myliobatidae","Mobula",1,44,121,8214029,2193,2419178,2419179,"Elasmobranchii"
"143","Rhinoptera steindachneri","Rhinoptera steindachneri Evermann & Jenkins, 1891","species","Animalia","Chordata","Myliobatiformes","Myliobatidae","Rhinoptera",1,44,121,8214029,2193,5215773,5215774,"Elasmobranchii"
"144","Acipenser medirostris","Acipenser medirostris Ayres, 1854","species","Animalia","Chordata","Acipenseriformes","Acipenseridae","Acipenser",1,44,204,1103,2947,2340025,2402118,"Actinopterygii"
"145","Acipenser transmontanus","Acipenser transmontanus Richardson, 1836","species","Animalia","Chordata","Acipenseriformes","Acipenseridae","Acipenser",1,44,204,1103,2947,2340025,2402122,"Actinopterygii"
"146","Elops affinis","Elops affinis Regan, 1909","species","Animalia","Chordata","Elopiformes","Elopidae","Elops",1,44,204,1162,3698,2346674,5203150,"Actinopterygii"
"147","Albula gilberti","Albula gilberti Pfeiler & van der Heiden, 2011","species","Animalia","Chordata","Albuliformes","Albulidae","Albula",1,44,204,1104,7163,2341074,5853939,"Actinopterygii"
"148","Albula vulpes","Albula vulpes (Linnaeus, 1758)","species","Animalia","Chordata","Albuliformes","Albulidae","Albula",1,44,204,1104,7163,2341074,5204104,"Actinopterygii"
"149","Albula pacifica","Albula pacifica (Beebe, 1942)","species","Animalia","Chordata","Albuliformes","Albulidae","Albula",1,44,204,1104,7163,2341074,7555828,"Actinopterygii"
"150","Aldrovandia oleosa","Aldrovandia oleosa Sulak, 1977","species","Animalia","Chordata","Notacanthiformes","Halosauridae","Aldrovandia",1,44,204,1307,9666,2405485,5213266,"Actinopterygii"
"151","Halosaurus attenuatus","Halosaurus attenuatus Garman, 1899","species","Animalia","Chordata","Notacanthiformes","Halosauridae","Halosaurus",1,44,204,1307,9666,2405460,2405466,"Actinopterygii"
"152","Notacanthus chemnitzii","Notacanthus chemnitzii Bloch, 1788","species","Animalia","Chordata","Notacanthiformes","Notacanthidae","Notacanthus",1,44,204,1307,8474,2405526,2405532,"Actinopterygii"
"153","Polyacanthonotus challengeri","Polyacanthonotus challengeri (Vaillant, 1888)","species","Animalia","Chordata","Notacanthiformes","Notacanthidae","Polyacanthonotus",1,44,204,1307,8474,2405508,2405516,"Actinopterygii"
"154","Thalassenchelys coheni","Thalassenchelys coheni Castle & Raju, 1975","species","Animalia","Chordata","Anguilliformes","Colocongridae","Thalassenchelys",1,44,204,495,7165,2405411,2405412,"Actinopterygii"
"155","Congriscus megastomus","Thalassenchelys coheni Günther, 1877","species","Animalia","Chordata","Anguilliformes","Congridae","Congriscus",1,44,204,495,2951,2403484,2403485,"Actinopterygii"
"156","Chlopsis apterus","Chlopsis apterus (Beebe & Tee-Van, 1938)","species","Animalia","Chordata","Anguilliformes","Chlopsidae","Chlopsis",1,44,204,495,2950,2402916,2405431,"Actinopterygii"
"157","Chlopsis kazuko","Chlopsis kazuko Lavenberg, 1988","species","Animalia","Chordata","Anguilliformes","Chlopsidae","Chlopsis",1,44,204,495,2950,2402916,2405439,"Actinopterygii"
"158","Anarchias galapagensis","Anarchias galapagensis (Seale, 1940)","species","Animalia","Chordata","Anguilliformes","Muraenidae","Anarchias",1,44,204,495,2953,2404342,2404350,"Actinopterygii"
"159","Echidna nebulosa","Echidna nebulosa (Ahl, 1789)","species","Animalia","Chordata","Anguilliformes","Muraenidae","Echidna",1,44,204,495,2953,2404224,5213106,"Actinopterygii"
"160","Echidna nocturna","Echidna nocturna (Cope, 1872)","species","Animalia","Chordata","Anguilliformes","Muraenidae","Echidna",1,44,204,495,2953,2404224,5213099,"Actinopterygii"
"161","Enchelycore octaviana","Enchelycore octaviana (Myers & Wade, 1941)","species","Animalia","Chordata","Anguilliformes","Muraenidae","Enchelycore",1,44,204,495,2953,2404184,2404200,"Actinopterygii"
"162","Gymnothorax castaneus","Gymnothorax castaneus (Jordan & Gilbert, 1883)","species","Animalia","Chordata","Anguilliformes","Muraenidae","Gymnothorax",1,44,204,495,2953,2403463,2404111,"Actinopterygii"
"163","Gymnothorax dovii","Gymnothorax dovii (Günther, 1870)","species","Animalia","Chordata","Anguilliformes","Muraenidae","Gymnothorax",1,44,204,495,2953,2403463,2404080,"Actinopterygii"
"164","Gymnothorax equatorialis","Gymnothorax equatorialis (Hildebrand, 1946)","species","Animalia","Chordata","Anguilliformes","Muraenidae","Gymnothorax",1,44,204,495,2953,2403463,2404034,"Actinopterygii"
"165","Gymnothorax flavimarginatus","Gymnothorax flavimarginatus (Rüppell, 1830)","species","Animalia","Chordata","Anguilliformes","Muraenidae","Gymnothorax",1,44,204,495,2953,2403463,2404084,"Actinopterygii"
"166","Gymnothorax mordax","Gymnothorax mordax (Ayres, 1859)","species","Animalia","Chordata","Anguilliformes","Muraenidae","Gymnothorax",1,44,204,495,2953,2403463,2404017,"Actinopterygii"
"167","Gymnothorax panamensis","Gymnothorax panamensis (Steindachner, 1876)","species","Animalia","Chordata","Anguilliformes","Muraenidae","Gymnothorax",1,44,204,495,2953,2403463,2403870,"Actinopterygii"
"168","Gymnothorax phalarus","Gymnothorax phalarus Bussing, 1998","species","Animalia","Chordata","Anguilliformes","Muraenidae","Gymnothorax",1,44,204,495,2953,2403463,2403954,"Actinopterygii"
"169","Gymnothorax verrilli","Gymnothorax verrilli (Jordan & Gilbert, 1883)","species","Animalia","Chordata","Anguilliformes","Muraenidae","Gymnothorax",1,44,204,495,2953,2403463,2403993,"Actinopterygii"
"170","Muraena argus","Muraena argus (Steindachner, 1870)","species","Animalia","Chordata","Anguilliformes","Muraenidae","Muraena",1,44,204,495,2953,2352074,2404317,"Actinopterygii"
"171","Muraena clepsydra","Muraena clepsydra Gilbert, 1898","species","Animalia","Chordata","Anguilliformes","Muraenidae","Muraena",1,44,204,495,2953,2352074,2404309,"Actinopterygii"
"172","Muraena lentiginosa","Muraena lentiginosa Jenyns, 1842","species","Animalia","Chordata","Anguilliformes","Muraenidae","Muraena",1,44,204,495,2953,2352074,2404308,"Actinopterygii"
"173","Scuticaria tigrina","Scuticaria tigrina (Lesson, 1828)","species","Animalia","Chordata","Anguilliformes","Muraenidae","Scuticaria",1,44,204,495,2953,2404290,5213111,"Actinopterygii"
"174","Uropterygius macrocephalus","Uropterygius macrocephalus (Bleeker, 1864)","species","Animalia","Chordata","Anguilliformes","Muraenidae","Uropterygius",1,44,204,495,2953,2404132,2404156,"Actinopterygii"
"175","Uropterygius polystictus","Uropterygius polystictus Myers & Wade, 1941","species","Animalia","Chordata","Anguilliformes","Muraenidae","Uropterygius",1,44,204,495,2953,2404132,2404155,"Actinopterygii"
"176","Uropterygius versutus","Uropterygius versutus Bussing, 1991","species","Animalia","Chordata","Anguilliformes","Muraenidae","Uropterygius",1,44,204,495,2953,2404132,2404169,"Actinopterygii"
"177","Histiobranchus bathybius","Histiobranchus bathybius (Günther, 1877)","species","Animalia","Chordata","Anguilliformes","Synaphobranchidae","Histiobranchus",1,44,204,495,7170,2402832,2402835,"Actinopterygii"
"178","Synaphobranchus affinis","Synaphobranchus affinis Günther, 1877","species","Animalia","Chordata","Anguilliformes","Synaphobranchidae","Synaphobranchus",1,44,204,495,7170,2402841,2402842,"Actinopterygii"
"179","Synaphobranchus brevidorsalis","Synaphobranchus brevidorsalis Günther, 1887","species","Animalia","Chordata","Anguilliformes","Synaphobranchidae","Synaphobranchus",1,44,204,495,7170,2402841,2402852,"Actinopterygii"
"180","Bascanichthys bascanoides","Bascanichthys bascanoides Osburn & Nichols, 1916","species","Animalia","Chordata","Anguilliformes","Ophichthidae","Bascanichthys",1,44,204,495,2955,2404885,2404891,"Actinopterygii"
"181","Callechelys cliffi","Callechelys cliffi Böhlke & Briggs, 1954","species","Animalia","Chordata","Anguilliformes","Ophichthidae","Callechelys",1,44,204,495,2955,2405228,2405258,"Actinopterygii"
"182","Callechelys eristigma","Callechelys eristigma McCosker & Rosenblatt, 1972","species","Animalia","Chordata","Anguilliformes","Ophichthidae","Callechelys",1,44,204,495,2955,2405228,2405253,"Actinopterygii"
"183","Ethadophis merenda","Ethadophis merenda Rosenblatt & McCosker, 1970","species","Animalia","Chordata","Anguilliformes","Ophichthidae","Ethadophis",1,44,204,495,2955,2405203,2405204,"Actinopterygii"
"184","Atractoscion nobilis","Atractoscion nobilis (Ayres, 1860)","species","Animalia","Chordata","Perciformes","Sciaenidae","Atractoscion",1,44,204,587,5062,2400361,2400362,"Actinopterygii"
"185","Herpetoichthys fossatus","Herpetoichthys fossatus (Myers & Wade, 1941)","species","Animalia","Chordata","Anguilliformes","Ophichthidae","Herpetoichthys",1,44,204,495,2955,2405266,5213248,"Actinopterygii"
"186","Ichthyapus selachops","Ichthyapus selachops (Jordan & Gilbert, 1882)","species","Animalia","Chordata","Anguilliformes","Ophichthidae","Ichthyapus",1,44,204,495,2955,2404854,2404867,"Actinopterygii"
"187","Letharchus rosenblatti","Letharchus rosenblatti McCosker, 1974","species","Animalia","Chordata","Anguilliformes","Ophichthidae","Letharchus",1,44,204,495,2955,2404992,2404993,"Actinopterygii"
"188","Myrichthys tigrinus","Myrichthys tigrinus Girard, 1859","species","Animalia","Chordata","Anguilliformes","Ophichthidae","Myrichthys",1,44,204,495,2955,2404478,2404529,"Actinopterygii"
"189","Myrophis vafer","Myrophis vafer Jordan & Gilbert, 1883","species","Animalia","Chordata","Anguilliformes","Ophichthidae","Myrophis",1,44,204,495,2955,2403413,2404575,"Actinopterygii"
"190","Ophichthus triserialis","Ophichthus triserialis (Kaup, 1856)","species","Animalia","Chordata","Anguilliformes","Ophichthidae","Ophichthus",1,44,204,495,2955,2404600,5213154,"Actinopterygii"
"191","Ophichthus zophochir","Ophichthus zophochir Jordan & Gilbert, 1882","species","Animalia","Chordata","Anguilliformes","Ophichthidae","Ophichthus",1,44,204,495,2955,2404600,5213175,"Actinopterygii"
"192","Paraletharchus pacificus","Paraletharchus pacificus (Osburn & Nichols, 1916)","species","Animalia","Chordata","Anguilliformes","Ophichthidae","Paraletharchus",1,44,204,495,2955,2405162,2405165,"Actinopterygii"
"193","Phaenomonas pinnata","Phaenomonas pinnata Myers & Wade, 1941","species","Animalia","Chordata","Anguilliformes","Ophichthidae","Phaenomonas",1,44,204,495,2955,2405195,2405196,"Actinopterygii"
"194","Quassiremus nothochir","Quassiremus nothochir (Gilbert, 1890)","species","Animalia","Chordata","Anguilliformes","Ophichthidae","Quassiremus",1,44,204,495,2955,2404931,2404932,"Actinopterygii"
"195","Scytalichthys miurus","Scytalichthys miurus (Jordan & Gilbert, 1882)","species","Animalia","Chordata","Anguilliformes","Ophichthidae","Scytalichthys",1,44,204,495,2955,2404849,2404850,"Actinopterygii"
"196","Derichthys serpentinus","Derichthys serpentinus Gill, 1884","species","Animalia","Chordata","Anguilliformes","Derichthyidae","Derichthys",1,44,204,495,7166,2405399,2405400,"Actinopterygii"
"197","Cynoponticus coniceps","Cynoponticus coniceps (Jordan & Gilbert, 1882)","species","Animalia","Chordata","Anguilliformes","Muraenesocidae","Cynoponticus",1,44,204,495,2952,2403264,2405383,"Actinopterygii"
"198","Avocettina bowersii","Avocettina bowersii (Garman, 1899)","species","Animalia","Chordata","Anguilliformes","Nemichthyidae","Avocettina",1,44,204,495,7169,2403709,5213057,"Actinopterygii"
"199","Avocettina infans","Avocettina infans (Günther, 1878)","species","Animalia","Chordata","Anguilliformes","Nemichthyidae","Avocettina",1,44,204,495,7169,2403709,5213060,"Actinopterygii"
"200","Nemichthys larseni","Nemichthys larseni Nielsen & Smith, 1978","species","Animalia","Chordata","Anguilliformes","Nemichthyidae","Nemichthys",1,44,204,495,7169,2403685,2403707,"Actinopterygii"
"201","Nemichthys scolopaceus","Nemichthys scolopaceus Richardson, 1848","species","Animalia","Chordata","Anguilliformes","Nemichthyidae","Nemichthys",1,44,204,495,7169,2403685,2403686,"Actinopterygii"
"202","Ariosoma gilberti","Ariosoma gilberti (Ogilby, 1898)","species","Animalia","Chordata","Anguilliformes","Congridae","Ariosoma",1,44,204,495,2951,2403171,2403215,"Actinopterygii"
"203","Bathycongrus macrurus","Bathycongrus macrurus (Gilbert, 1891)","species","Animalia","Chordata","Anguilliformes","Congridae","Bathycongrus",1,44,204,495,2951,2403344,2403359,"Actinopterygii"
"204","Bathycongrus varidens","Bathycongrus varidens (Garman, 1899)","species","Animalia","Chordata","Anguilliformes","Congridae","Bathycongrus",1,44,204,495,2951,2403344,2403374,"Actinopterygii"
"205","Chiloconger dentatus","Chiloconger dentatus (Garman, 1899)","species","Animalia","Chordata","Anguilliformes","Congridae","Chiloconger",1,44,204,495,2951,2403082,2403083,"Actinopterygii"
"206","Gnathophis cinctus","Gnathophis cinctus (Garman, 1899)","species","Animalia","Chordata","Anguilliformes","Congridae","Gnathophis",1,44,204,495,2951,2403284,2403327,"Actinopterygii"
"207","Gorgasia punctata","Gorgasia punctata Meek & Hildebrand, 1923","species","Animalia","Chordata","Anguilliformes","Congridae","Gorgasia",1,44,204,495,2951,2403050,2403063,"Actinopterygii"
"208","Heteroconger canabus","Heteroconger canabus (Cowan & Rosenblatt, 1974)","species","Animalia","Chordata","Anguilliformes","Congridae","Heteroconger",1,44,204,495,2951,2403127,2403162,"Actinopterygii"
"209","Heteroconger digueti","Heteroconger digueti (Pellegrin, 1923)","species","Animalia","Chordata","Anguilliformes","Congridae","Heteroconger",1,44,204,495,2951,2403127,2403147,"Actinopterygii"
"210","Heteroconger pellegrini","Heteroconger pellegrini Castle, 1999","species","Animalia","Chordata","Anguilliformes","Congridae","Heteroconger",1,44,204,495,2951,2403127,2403156,"Actinopterygii"
"211","Paraconger californiensis","Paraconger californiensis Kanazawa, 1961","species","Animalia","Chordata","Anguilliformes","Congridae","Paraconger",1,44,204,495,2951,2403399,2403407,"Actinopterygii"
"212","Paraconger similis","Paraconger similis (Wade, 1946)","species","Animalia","Chordata","Anguilliformes","Congridae","Paraconger",1,44,204,495,2951,2403399,2403409,"Actinopterygii"
"213","Rhynchoconger nitens","Rhynchoconger nitens (Jordan & Bollman, 1890)","species","Animalia","Chordata","Anguilliformes","Congridae","Rhynchoconger",1,44,204,495,2951,2403418,2403422,"Actinopterygii"
"214","Xenomystax atrarius","Xenomystax atrarius Gilbert, 1891","species","Animalia","Chordata","Anguilliformes","Congridae","Xenomystax",1,44,204,495,2951,2403464,2403465,"Actinopterygii"
"215","Facciolella equatorialis","Facciolella equatorialis (Gilbert, 1891)","species","Animalia","Chordata","Anguilliformes","Nettastomatidae","Facciolella",1,44,204,495,2954,2402975,2402976,"Actinopterygii"
"216","Facciolella gilbertii","Facciolella gilberti (Garman, 1899)","species","Animalia","Chordata","Anguilliformes","Nettastomatidae","Facciolella",1,44,204,495,2954,2402975,2402987,"Actinopterygii"
"217","Venefica ocella","Venefica ocella Garman, 1899","species","Animalia","Chordata","Anguilliformes","Nettastomatidae","Venefica",1,44,204,495,2954,2402908,2402912,"Actinopterygii"
"218","Venefica procera","Venefica procera (Goode & Bean, 1883)","species","Animalia","Chordata","Anguilliformes","Nettastomatidae","Venefica",1,44,204,495,2954,2402908,2402913,"Actinopterygii"
"219","Venefica tentaculata","Venefica tentaculata Garman, 1899","species","Animalia","Chordata","Anguilliformes","Nettastomatidae","Venefica",1,44,204,495,2954,2402908,2402909,"Actinopterygii"
"220","Serrivomer jesperseni","Serrivomer jesperseni Bauchot-Boutin, 1953","species","Animalia","Chordata","Anguilliformes","Serrivomeridae","Serrivomer",1,44,204,495,2956,2403663,2403664,"Actinopterygii"
"221","Serrivomer sector","Serrivomer sector Garman, 1899","species","Animalia","Chordata","Anguilliformes","Serrivomeridae","Serrivomer",1,44,204,495,2956,2403663,2403675,"Actinopterygii"
"222","Stemonidium hypomelas","Stemonidium hypomelas Gilbert, 1905","species","Animalia","Chordata","Anguilliformes","Serrivomeridae","Stemonidium",1,44,204,495,2956,2403660,2403661,"Actinopterygii"
"223","Cyema atrum","Cyema atrum Günther, 1878","species","Animalia","Chordata","Saccopharyngiformes","Cyematidae","Cyema",1,44,204,1312,5088,2415359,2415360,"Actinopterygii"
"224","Saccopharynx lavenbergi","Saccopharynx lavenbergi Nielsen & Bertelsen, 1985","species","Animalia","Chordata","Saccopharyngiformes","Saccopharyngidae","Saccopharynx",1,44,204,1312,8614,2415364,2415377,"Actinopterygii"
"225","Eurypharynx pelecanoides","Eurypharynx pelecanoides Vaillant, 1882","species","Animalia","Chordata","Saccopharyngiformes","Eurypharyngidae","Eurypharynx",1,44,204,1312,8613,2415380,2415381,"Actinopterygii"
"226","Monognathus ahlstromi","Monognathus ahlstromi Raju, 1974","species","Animalia","Chordata","Saccopharyngiformes","Monognathidae","Monognathus",1,44,204,1312,5089,2415391,2415407,"Actinopterygii"
"227","Anchoa argentivittata","Anchoa argentivittata (Regan, 1904)","species","Animalia","Chordata","Clupeiformes","Engraulidae","Anchoa",1,44,204,538,7334,2413860,2413973,"Actinopterygii"
"228","Anchoa compressa","Anchoa compressa (Girard, 1858)","species","Animalia","Chordata","Clupeiformes","Engraulidae","Anchoa",1,44,204,538,7334,2413860,2413942,"Actinopterygii"
